,SMG US Equity
,RSI_30D
2020-01-01,56.3469
2020-01-02,55.4747
2020-01-03,57.0046
2020-01-04,57.0046
2020-01-05,57.0046
2020-01-06,54.1496
2020-01-07,54.8979
2020-01-08,53.9864
2020-01-09,55.2276
2020-01-10,57.6914
2020-01-11,57.6914
2020-01-12,57.6914
2020-01-13,60.138
2020-01-14,61.0717
2020-01-15,60.3842
2020-01-16,60.7592
2020-01-17,61.8336
2020-01-18,61.8336
2020-01-19,61.8336
2020-01-20,61.8336
2020-01-21,57.2835
2020-01-22,56.5329
2020-01-23,56.0433
2020-01-24,56.4602
2020-01-25,56.4602
2020-01-26,56.4602
2020-01-27,56.2111
2020-01-28,57.3242
2020-01-29,64.6547
2020-01-30,69.1769
2020-01-31,70.6105
2020-02-01,70.6105
2020-02-02,70.6105
2020-02-03,71.4128
2020-02-04,69.5709
2020-02-05,70.3102
2020-02-06,69.018
2020-02-07,68.8208
2020-02-08,68.8208
2020-02-09,68.8208
2020-02-10,66.0865
2020-02-11,63.9529
2020-02-12,62.127
2020-02-13,63.0594
2020-02-14,64.5204
2020-02-15,64.5204
2020-02-16,64.5204
2020-02-17,64.5204
2020-02-18,62.2095
2020-02-19,63.6256
2020-02-20,64.8473
2020-02-21,62.1084
2020-02-22,62.1084
2020-02-23,62.1084
2020-02-24,58.0031
2020-02-25,52.2298
2020-02-26,53.9181
2020-02-27,48.7357
2020-02-28,44.0239
2020-02-29,44.0239
2020-03-01,44.0239
2020-03-02,52.7626
2020-03-03,54.6791
2020-03-04,60.4591
2020-03-05,54.5373
2020-03-06,53.8643
2020-03-07,53.8643
2020-03-08,53.8643
2020-03-09,48.9284
2020-03-10,49.7879
2020-03-11,44.3564
2020-03-12,38.3917
2020-03-13,42.4477
2020-03-14,42.4477
2020-03-15,42.4477
2020-03-16,38.7595
2020-03-17,46.0993
2020-03-18,38.6922
2020-03-19,41.5903
2020-03-20,39.4902
2020-03-21,39.4902
2020-03-22,39.4902
2020-03-23,37.5818
2020-03-24,43.041
2020-03-25,47.3241
2020-03-26,49.0794
2020-03-27,48.6527
2020-03-28,48.6527
2020-03-29,48.6527
2020-03-30,49.8834
2020-03-31,48.6278
2020-04-01,47.9971
2020-04-02,49.1021
2020-04-03,47.7842
2020-04-04,47.7842
2020-04-05,47.7842
2020-04-06,48.6399
2020-04-07,48.3382
2020-04-08,49.737
2020-04-09,52.5368
2020-04-10,52.5368
2020-04-11,52.5368
2020-04-12,52.5368
2020-04-13,52.3272
2020-04-14,53.3194
2020-04-15,52.3735
2020-04-16,54.2313
2020-04-17,55.0791
2020-04-18,55.0791
2020-04-19,55.0791
2020-04-20,55.4732
2020-04-21,54.9437
2020-04-22,55.9611
2020-04-23,56.7452
2020-04-24,57.894
2020-04-25,57.894
2020-04-26,57.894
2020-04-27,59.4078
2020-04-28,57.4474
2020-04-29,58.3014
2020-04-30,56.5103
2020-05-01,56.969
2020-05-02,56.969
2020-05-03,56.969
2020-05-04,57.6363
2020-05-05,59.2636
2020-05-06,59.7131
2020-05-07,61.5589
2020-05-08,63.0457
2020-05-09,63.0457
2020-05-10,63.0457
2020-05-11,61.7901
2020-05-12,61.9477
2020-05-13,59.9284
2020-05-14,62.4139
2020-05-15,61.3259
2020-05-16,61.3259
2020-05-17,61.3259
2020-05-18,63.4382
2020-05-19,62.1453
2020-05-20,62.9928
2020-05-21,64.7115
2020-05-22,65.1285
2020-05-23,65.1285
2020-05-24,65.1285
2020-05-25,65.1285
2020-05-26,55.6842
2020-05-27,57.5281
2020-05-28,58.745
2020-05-29,58.8958
2020-05-30,58.8958
2020-05-31,58.8958
2020-06-01,59.1073
2020-06-02,58.6747
2020-06-03,56.6952
2020-06-04,56.6595
2020-06-05,54.0682
2020-06-06,54.0682
2020-06-07,54.0682
2020-06-08,56.2909
2020-06-09,57.0707
2020-06-10,57.8576
2020-06-11,52.3989
2020-06-12,52.3135
2020-06-13,52.3135
2020-06-14,52.3135
2020-06-15,51.3073
2020-06-16,52.4319
2020-06-17,52.8953
2020-06-18,50.4002
2020-06-19,50.1702
2020-06-20,50.1702
2020-06-21,50.1702
2020-06-22,50.5703
2020-06-23,51.5648
2020-06-24,50.1858
2020-06-25,50.6563
2020-06-26,48.984
2020-06-27,48.984
2020-06-28,48.984
2020-06-29,50.5128
2020-06-30,52.9892
2020-07-01,52.3784
2020-07-02,53.0525
2020-07-03,53.0525
2020-07-04,53.0525
2020-07-05,53.0525
2020-07-06,52.8949
2020-07-07,55.2274
2020-07-08,55.0335
2020-07-09,54.6788
2020-07-10,55.4803
2020-07-11,55.4803
2020-07-12,55.4803
2020-07-13,55.4352
2020-07-14,57.7098
2020-07-15,57.9699
2020-07-16,56.7112
2020-07-17,58.2002
2020-07-18,58.2002
2020-07-19,58.2002
2020-07-20,57.8777
2020-07-21,58.6915
2020-07-22,60.1133
2020-07-23,57.8467
2020-07-24,58.5294
2020-07-25,58.5294
2020-07-26,58.5294
2020-07-27,59.9558
2020-07-28,57.3861
2020-07-29,66.0483
2020-07-30,62.0263
2020-07-31,62.6161
2020-08-01,62.6161
2020-08-02,62.6161
2020-08-03,62.2524
2020-08-04,62.1202
2020-08-05,61.3275
2020-08-06,61.1983
2020-08-07,62.0818
2020-08-08,62.0818
2020-08-09,62.0818
2020-08-10,59.8159
2020-08-11,58.9419
2020-08-12,61.807
2020-08-13,63.0077
2020-08-14,63.6068
2020-08-15,63.6068
2020-08-16,63.6068
2020-08-17,64.9313
2020-08-18,64.8248
2020-08-19,64.3426
2020-08-20,66.6972
2020-08-21,66.7764
2020-08-22,66.7764
2020-08-23,66.7764
2020-08-24,67.7203
2020-08-25,68.6773
2020-08-26,62.8712
2020-08-27,64.5964
2020-08-28,65.2287
2020-08-29,65.2287
2020-08-30,65.2287
2020-08-31,65.564
2020-09-01,66.3298
2020-09-02,66.0553
2020-09-03,60.1929
2020-09-04,57.882
2020-09-05,57.882
2020-09-06,57.882
2020-09-07,57.882
2020-09-08,55.3201
2020-09-09,58.0719
2020-09-10,57.5885
2020-09-11,56.4255
2020-09-12,56.4255
2020-09-13,56.4255
2020-09-14,56.2886
2020-09-15,56.7674
2020-09-16,52.0997
2020-09-17,52.1683
2020-09-18,48.1645
2020-09-19,48.1645
2020-09-20,48.1645
2020-09-21,47.3273
2020-09-22,50.3755
2020-09-23,46.2573
2020-09-24,47.0957
2020-09-25,48.6014
2020-09-26,48.6014
2020-09-27,48.6014
2020-09-28,50.7175
2020-09-29,50.7242
2020-09-30,51.1342
2020-10-01,49.4116
2020-10-02,49.6067
2020-10-03,49.6067
2020-10-04,49.6067
2020-10-05,51.2772
2020-10-06,50.3397
2020-10-07,52.731
2020-10-08,53.8097
2020-10-09,58.3469
2020-10-10,58.3469
2020-10-11,58.3469
2020-10-12,57.847
2020-10-13,58.956
2020-10-14,59.596
2020-10-15,59.5698
2020-10-16,59.3807
2020-10-17,59.3807
2020-10-18,59.3807
2020-10-19,57.2415
2020-10-20,55.7041
2020-10-21,51.0705
2020-10-22,51.568
2020-10-23,53.001
2020-10-24,53.001
2020-10-25,53.001
2020-10-26,50.1534
2020-10-27,50.1309
2020-10-28,50.3156
2020-10-29,50.9731
2020-10-30,46.2816
2020-10-31,46.2816
2020-11-01,46.2816
2020-11-02,50.3057
2020-11-03,52.183
2020-11-04,55.3595
2020-11-05,60.0111
2020-11-06,62.6026
2020-11-07,62.6026
2020-11-08,62.6026
2020-11-09,49.5672
2020-11-10,52.2579
2020-11-11,53.8561
2020-11-12,54.6008
2020-11-13,54.7267
2020-11-14,54.7267
2020-11-15,54.7267
2020-11-16,55.1794
2020-11-17,55.7432
2020-11-18,55.0272
2020-11-19,55.4822
2020-11-20,56.0344
2020-11-21,56.0344
2020-11-22,56.0344
2020-11-23,56.6322
2020-11-24,56.6742
2020-11-25,55.8622
2020-11-26,55.8622
2020-11-27,57.5131
2020-11-28,57.5131
2020-11-29,57.5131
2020-11-30,59.5533
2020-12-01,59.7708
2020-12-02,54.8327
2020-12-03,55.4292
2020-12-04,57.3025
2020-12-05,57.3025
2020-12-06,57.3025
