,KOP US Equity
2023-03-20,49.6863
2023-03-21,50.537
2023-03-22,48.7788
2023-03-23,49.2622
2023-03-24,50.2867
2023-03-25,50.2867
2023-03-26,50.2867
2023-03-27,51.5648
2023-03-28,52.0431
2023-03-29,53.8754
2023-03-30,52.9486
2023-03-31,55.7433
2023-04-01,55.7433
2023-04-02,55.7433
2023-04-03,55.2801
2023-04-04,52.0864
2023-04-05,51.1998
2023-04-06,50.7102
2023-04-07,50.7102
2023-04-08,50.7102
2023-04-09,50.7102
2023-04-10,52.5333
2023-04-11,52.7524
2023-04-12,54.1484
2023-04-13,54.7451
2023-04-14,52.7752
2023-04-15,52.7752
2023-04-16,52.7752
2023-04-17,53.4569
2023-04-18,53.0607
2023-04-19,53.3587
2023-04-20,52.3953
2023-04-21,51.1332
2023-04-22,51.1332
2023-04-23,51.1332
2023-04-24,51.2645
2023-04-25,47.0477
2023-04-26,45.5746
2023-04-27,46.702
2023-04-28,48.5288
2023-04-29,48.5288
2023-04-30,48.5288
2023-05-01,49.6076
2023-05-02,46.3127
2023-05-03,46.1918
2023-05-04,44.0221
2023-05-05,50.1891
2023-05-06,50.1891
2023-05-07,50.1891
2023-05-08,47.8439
2023-05-09,46.0358
2023-05-10,46.1653
2023-05-11,44.7488
2023-05-12,44.9884
2023-05-13,44.9884
2023-05-14,44.9884
2023-05-15,44.6734
2023-05-16,43.3046
2023-05-17,45.4654
2023-05-18,47.8307
2023-05-19,47.5217
2023-05-20,47.5217
2023-05-21,47.5217
2023-05-22,46.5571
2023-05-23,46.6654
2023-05-24,44.3105
2023-05-25,42.3294
2023-05-26,41.2083
2023-05-27,41.2083
2023-05-28,41.2083
2023-05-29,41.2083
2023-05-30,39.4777
2023-05-31,39.1061
2023-06-01,40.065
2023-06-02,48.8349
2023-06-03,48.8349
2023-06-04,48.8349
2023-06-05,46.7024
2023-06-06,48.1775
2023-06-07,53.9654
2023-06-08,52.8766
2023-06-09,50.8995
2023-06-10,50.8995
2023-06-11,50.8995
2023-06-12,52.6754
2023-06-13,54.3823
2023-06-14,54.7974
2023-06-15,56.1143
2023-06-16,55.6865
2023-06-17,55.6865
2023-06-18,55.6865
2023-06-19,55.6865
2023-06-20,54.335
2023-06-21,54.3909
2023-06-22,51.6461
2023-06-23,49.8492
2023-06-24,49.8492
2023-06-25,49.8492
2023-06-26,50.097
2023-06-27,51.3099
2023-06-28,51.0139
2023-06-29,53.8882
2023-06-30,55.1058
2023-07-01,55.1058
2023-07-02,55.1058
2023-07-03,56.105
2023-07-04,56.105
2023-07-05,53.0679
2023-07-06,53.4276
2023-07-07,55.8766
2023-07-08,55.8766
2023-07-09,55.8766
2023-07-10,55.6603
2023-07-11,56.7288
2023-07-12,58.002
2023-07-13,59.3228
2023-07-14,58.5686
2023-07-15,58.5686
2023-07-16,58.5686
2023-07-17,59.2178
2023-07-18,61.3947
2023-07-19,61.7642
2023-07-20,61.7912
2023-07-21,60.3356
2023-07-22,60.3356
2023-07-23,60.3356
2023-07-24,61.2233
2023-07-25,61.934
2023-07-26,61.607
2023-07-27,59.4719
2023-07-28,62.9117
2023-07-29,62.9117
2023-07-30,62.9117
2023-07-31,64.484
2023-08-01,65.3452
2023-08-02,62.1362
2023-08-03,63.462
2023-08-04,64.6404
2023-08-05,64.6404
2023-08-06,64.6404
2023-08-07,64.9203
2023-08-08,63.7809
2023-08-09,63.6364
2023-08-10,63.2414
2023-08-11,64.4679
2023-08-12,64.4679
2023-08-13,64.4679
2023-08-14,65.6267
2023-08-15,60.3877
2023-08-16,59.6578
2023-08-17,61.6934
2023-08-18,62.3296
2023-08-19,62.3296
2023-08-20,62.3296
2023-08-21,57.0707
2023-08-22,55.8318
2023-08-23,55.0895
2023-08-24,53.1374
2023-08-25,54.0498
2023-08-26,54.0498
2023-08-27,54.0498
2023-08-28,55.4642
2023-08-29,57.4471
2023-08-30,59.231
2023-08-31,57.1441
2023-09-01,61.8126
2023-09-02,61.8126
2023-09-03,61.8126
2023-09-04,61.8126
2023-09-05,54.9987
2023-09-06,56.1844
2023-09-07,52.441
2023-09-08,51.8883
2023-09-09,51.8883
2023-09-10,51.8883
2023-09-11,52.9151
2023-09-12,51.1226
2023-09-13,49.3917
2023-09-14,54.1229
2023-09-15,55.8159
2023-09-16,55.8159
2023-09-17,55.8159
2023-09-18,62.6128
2023-09-19,59.5188
2023-09-20,56.0677
2023-09-21,59.7505
2023-09-22,57.1355
2023-09-23,57.1355
2023-09-24,57.1355
2023-09-25,58.2691
2023-09-26,54.1376
2023-09-27,55.3126
2023-09-28,55.887
2023-09-29,54.0146
2023-09-30,54.0146
2023-10-01,54.0146
2023-10-02,54.4043
2023-10-03,51.1886
2023-10-04,50.0499
2023-10-05,50.0259
2023-10-06,50.9738
2023-10-07,50.9738
2023-10-08,50.9738
2023-10-09,50.6426
2023-10-10,52.6501
2023-10-11,53.415
2023-10-12,51.2215
2023-10-13,48.6029
2023-10-14,48.6029
2023-10-15,48.6029
2023-10-16,49.6526
2023-10-17,50.3435
2023-10-18,47.6384
2023-10-19,45.8678
2023-10-20,45.5178
2023-10-21,45.5178
2023-10-22,45.5178
2023-10-23,44.1696
2023-10-24,44.0765
2023-10-25,43.1125
2023-10-26,44.4909
2023-10-27,46.8022
2023-10-28,46.8022
2023-10-29,46.8022
2023-10-30,46.6733
2023-10-31,47.3631
2023-11-01,48.3545
2023-11-02,49.7779
2023-11-03,51.3107
2023-11-04,51.3107
2023-11-05,51.3107
2023-11-06,49.5115
2023-11-07,49.5415
2023-11-08,52.1312
2023-11-09,56.2732
2023-11-10,59.9286
2023-11-11,59.9286
2023-11-12,59.9286
2023-11-13,58.3517
2023-11-14,64.2658
2023-11-15,61.0502
2023-11-16,59.773
2023-11-17,61.566
2023-11-18,61.566
2023-11-19,61.566
2023-11-20,61.159
2023-11-21,60.2466
2023-11-22,58.896
2023-11-23,58.896
2023-11-24,60.8876
2023-11-25,60.8876
2023-11-26,60.8876
2023-11-27,62.417
2023-11-28,59.5107
2023-11-29,62.1789
2023-11-30,63.0815
2023-12-01,62.9918
2023-12-02,62.9918
2023-12-03,62.9918
2023-12-04,64.0668
2023-12-05,61.9903
2023-12-06,61.0273
2023-12-07,60.6013
2023-12-08,58.9886
2023-12-09,58.9886
2023-12-10,58.9886
2023-12-11,59.3894
2023-12-12,55.797
2023-12-13,58.6616
2023-12-14,60.818
2023-12-15,61.4049
2023-12-16,61.4049
2023-12-17,61.4049
2023-12-18,62.7097
2023-12-19,68.0564
2023-12-20,66.2095
2023-12-21,66.2697
2023-12-22,67.3658
2023-12-23,67.3658
2023-12-24,67.3658
2023-12-25,67.3658
2023-12-26,69.5924
2023-12-27,70.0445
2023-12-28,70.1391
2023-12-29,67.6765
2023-12-30,67.6765
2023-12-31,67.6765
2024-01-01,67.6765
2024-01-02,65.3927
2024-01-03,55.1071
2024-01-04,55.5043
2024-01-05,56.6584
2024-01-06,56.6584
2024-01-07,56.6584
2024-01-08,58.8001
2024-01-09,58.7033
2024-01-10,59.4458
2024-01-11,60.3043
2024-01-12,60.5805
2024-01-13,60.5805
2024-01-14,60.5805
2024-01-15,60.5805
2024-01-16,60.8273
2024-01-17,59.831
2024-01-18,59.495
2024-01-19,60.2456
2024-01-20,60.2456
2024-01-21,60.2456
2024-01-22,61.7679
2024-01-23,62.1015
2024-01-24,63.5632
2024-01-25,64.4671
2024-01-26,63.1329
2024-01-27,63.1329
2024-01-28,63.1329
2024-01-29,63.264
2024-01-30,64.1677
2024-01-31,61.0907
2024-02-01,63.9518
2024-02-02,60.3573
2024-02-03,60.3573
2024-02-04,60.3573
2024-02-05,57.0407
2024-02-06,57.6477
2024-02-07,57.6889
2024-02-08,58.4216
2024-02-09,58.9261
2024-02-10,58.9261
2024-02-11,58.9261
2024-02-12,60.8509
2024-02-13,52.7212
2024-02-14,56.9226
2024-02-15,58.721
2024-02-16,55.8736
2024-02-17,55.8736
2024-02-18,55.8736
2024-02-19,55.8736
2024-02-20,53.7486
2024-02-21,56.3696
2024-02-22,57.4242
2024-02-23,57.3048
2024-02-24,57.3048
2024-02-25,57.3048
2024-02-26,57.6329
2024-02-27,58.9561
2024-02-28,65.195
2024-02-29,64.0755
2024-03-01,56.0058
2024-03-02,56.0058
2024-03-03,56.0058
2024-03-04,56.0842
2024-03-05,56.8164
2024-03-06,56.2053
2024-03-07,55.1459
2024-03-08,55.4586
2024-03-09,55.4586
2024-03-10,55.4586
2024-03-11,56.23
2024-03-12,55.9113
2024-03-13,56.5124
2024-03-14,54.7344
2024-03-15,55.2329
2024-03-16,55.2329
2024-03-17,55.2329
2024-03-18,54.6345
2024-03-19,55.414
2024-03-20,58.3208
2024-03-21,57.66
2024-03-22,57.1958
2024-03-23,57.1958
2024-03-24,57.1958
2024-03-25,57.4713
2024-03-26,57.3894
2024-03-27,58.2708
2024-03-28,59.2245
2024-03-29,59.2245
2024-03-30,59.2245
2024-03-31,59.2245
2024-04-01,58.1136
2024-04-02,57.0647
2024-04-03,60.3168
2024-04-04,57.6029
2024-04-05,59.5831
2024-04-06,59.5831
2024-04-07,59.5831
2024-04-08,58.3152
