,HOG US Equity
2023-03-21,39.4784
2023-03-22,37.6009
2023-03-23,35.2395
2023-03-24,34.4879
2023-03-25,34.4879
2023-03-26,34.4879
2023-03-27,36.3944
2023-03-28,36.3336
2023-03-29,36.3886
2023-03-30,38.2623
2023-03-31,40.4504
2023-04-01,40.4504
2023-04-02,40.4504
2023-04-03,41.9304
2023-04-04,39.174
2023-04-05,39.7518
2023-04-06,38.5465
2023-04-07,38.5465
2023-04-08,38.5465
2023-04-09,38.5465
2023-04-10,41.333
2023-04-11,42.1016
2023-04-12,41.1716
2023-04-13,39.9838
2023-04-14,41.0396
2023-04-15,41.0396
2023-04-16,41.0396
2023-04-17,41.9604
2023-04-18,43.0695
2023-04-19,42.7193
2023-04-20,41.8295
2023-04-21,42.8322
2023-04-22,42.8322
2023-04-23,42.8322
2023-04-24,44.1691
2023-04-25,42.5907
2023-04-26,41.6288
2023-04-27,41.3285
2023-04-28,42.3731
2023-04-29,42.3731
2023-04-30,42.3731
2023-05-01,41.7623
2023-05-02,40.8375
2023-05-03,39.0067
2023-05-04,36.3198
2023-05-05,40.1397
2023-05-06,40.1397
2023-05-07,40.1397
2023-05-08,40.7828
2023-05-09,40.2713
2023-05-10,37.7605
2023-05-11,38.4703
2023-05-12,37.021
2023-05-13,37.021
2023-05-14,37.021
2023-05-15,35.7795
2023-05-16,33.4246
2023-05-17,37.3964
2023-05-18,39.0777
2023-05-19,37.2166
2023-05-20,37.2166
2023-05-21,37.2166
2023-05-22,37.2478
2023-05-23,38.2331
2023-05-24,37.2951
2023-05-25,38.8155
2023-05-26,39.3657
2023-05-27,39.3657
2023-05-28,39.3657
2023-05-29,39.3657
2023-05-30,37.4206
2023-05-31,35.674
2023-06-01,36.4163
2023-06-02,41.8262
2023-06-03,41.8262
2023-06-04,41.8262
2023-06-05,40.8148
2023-06-06,45.6834
2023-06-07,48.7753
2023-06-08,47.6483
2023-06-09,45.201
2023-06-10,45.201
2023-06-11,45.201
2023-06-12,44.2686
2023-06-13,48.421
2023-06-14,47.0024
2023-06-15,47.6854
2023-06-16,47.1689
2023-06-17,47.1689
2023-06-18,47.1689
2023-06-19,47.1689
2023-06-20,46.3115
2023-06-21,46.6809
2023-06-22,45.705
2023-06-23,45.0554
2023-06-24,45.0554
2023-06-25,45.0554
2023-06-26,46.1857
2023-06-27,47.0866
2023-06-28,47.428
2023-06-29,49.1805
2023-06-30,50.1237
2023-07-01,50.1237
2023-07-02,50.1237
2023-07-03,53.1404
2023-07-04,53.1404
2023-07-05,51.943
2023-07-06,48.7251
2023-07-07,48.8902
2023-07-08,48.8902
2023-07-09,48.8902
2023-07-10,50.6444
2023-07-11,52.0283
2023-07-12,51.7684
2023-07-13,52.2889
2023-07-14,52.0747
2023-07-15,52.0747
2023-07-16,52.0747
2023-07-17,49.9579
2023-07-18,51.7268
2023-07-19,54.0412
2023-07-20,53.5981
2023-07-21,55.4598
2023-07-22,55.4598
2023-07-23,55.4598
2023-07-24,55.4866
2023-07-25,55.4521
2023-07-26,56.5145
2023-07-27,56.5991
2023-07-28,59.3766
2023-07-29,59.3766
2023-07-30,59.3766
2023-07-31,58.9557
2023-08-01,58.604
2023-08-02,56.4746
2023-08-03,55.0451
2023-08-04,54.8938
2023-08-05,54.8938
2023-08-06,54.8938
2023-08-07,48.1805
2023-08-08,47.9946
2023-08-09,47.4268
2023-08-10,47.9225
2023-08-11,44.168
2023-08-12,44.168
2023-08-13,44.168
2023-08-14,45.9281
2023-08-15,42.4006
2023-08-16,41.2215
2023-08-17,40.3952
2023-08-18,43.611
2023-08-19,43.611
2023-08-20,43.611
2023-08-21,42.9303
2023-08-22,41.6655
2023-08-23,44.1291
2023-08-24,43.0504
2023-08-25,44.3141
2023-08-26,44.3141
2023-08-27,44.3141
2023-08-28,44.5324
2023-08-29,46.0279
2023-08-30,45.0773
2023-08-31,45.2659
2023-09-01,46.9982
2023-09-02,46.9982
2023-09-03,46.9982
2023-09-04,46.9982
2023-09-05,44.7981
2023-09-06,48.6204
2023-09-07,45.3419
2023-09-08,45.4131
2023-09-09,45.4131
2023-09-10,45.4131
2023-09-11,43.0665
2023-09-12,46.3107
2023-09-13,46.9295
2023-09-14,49.3773
2023-09-15,46.2911
2023-09-16,46.2911
2023-09-17,46.2911
2023-09-18,44.7316
2023-09-19,44.8016
2023-09-20,44.9098
2023-09-21,44.3403
2023-09-22,44.1271
2023-09-23,44.1271
2023-09-24,44.1271
2023-09-25,45.634
2023-09-26,43.1636
2023-09-27,44.0257
2023-09-28,46.0643
2023-09-29,46.5206
2023-09-30,46.5206
2023-10-01,46.5206
2023-10-02,44.0778
2023-10-03,42.2075
2023-10-04,41.7639
2023-10-05,37.669
2023-10-06,38.5827
2023-10-07,38.5827
2023-10-08,38.5827
2023-10-09,39.1697
2023-10-10,40.9625
2023-10-11,41.1295
2023-10-12,38.4573
2023-10-13,38.214
2023-10-14,38.214
2023-10-15,38.214
2023-10-16,40.298
2023-10-17,42.1892
2023-10-18,40.0044
2023-10-19,39.4132
2023-10-20,40.7503
2023-10-21,40.7503
2023-10-22,40.7503
2023-10-23,39.8407
2023-10-24,38.2454
2023-10-25,37.1196
2023-10-26,32.6143
2023-10-27,30.9631
2023-10-28,30.9631
2023-10-29,30.9631
2023-10-30,30.379
2023-10-31,34.6448
2023-11-01,36.5117
2023-11-02,38.7247
2023-11-03,42.7415
2023-11-04,42.7415
2023-11-05,42.7415
2023-11-06,39.838
2023-11-07,39.1913
2023-11-08,39.6418
2023-11-09,37.6236
2023-11-10,37.2962
2023-11-11,37.2962
2023-11-12,37.2962
2023-11-13,38.8684
2023-11-14,45.0345
2023-11-15,48.8306
2023-11-16,47.8576
2023-11-17,48.9107
2023-11-18,48.9107
2023-11-19,48.9107
2023-11-20,49.4836
2023-11-21,48.5353
2023-11-22,49.505
2023-11-23,49.505
2023-11-24,50.501
2023-11-25,50.501
2023-11-26,50.501
2023-11-27,49.6463
2023-11-28,48.9167
2023-11-29,48.9167
2023-11-30,48.8833
2023-12-01,53.3062
2023-12-02,53.3062
2023-12-03,53.3062
2023-12-04,55.0188
2023-12-05,50.9804
2023-12-06,52.7007
2023-12-07,56.0851
2023-12-08,55.3197
2023-12-09,55.3197
2023-12-10,55.3197
2023-12-11,56.064
2023-12-12,55.7438
2023-12-13,58.4955
2023-12-14,63.8984
2023-12-15,63.2819
2023-12-16,63.2819
2023-12-17,63.2819
2023-12-18,59.7396
2023-12-19,61.4419
2023-12-20,59.3191
2023-12-21,62.0932
2023-12-22,62.1346
2023-12-23,62.1346
2023-12-24,62.1346
2023-12-25,62.1346
2023-12-26,63.615
2023-12-27,64.6284
2023-12-28,64.8468
2023-12-29,63.3386
2023-12-30,63.3386
2023-12-31,63.3386
2024-01-01,63.3386
2024-01-02,61.3582
2024-01-03,56.0813
2024-01-04,55.0707
2024-01-05,57.2443
2024-01-06,57.2443
2024-01-07,57.2443
2024-01-08,57.0223
2024-01-09,54.0198
2024-01-10,54.9309
2024-01-11,53.7376
2024-01-12,53.4603
2024-01-13,53.4603
2024-01-14,53.4603
2024-01-15,53.4603
2024-01-16,53.2708
2024-01-17,51.9373
2024-01-18,52.5805
2024-01-19,53.5738
2024-01-20,53.5738
2024-01-21,53.5738
2024-01-22,52.2744
2024-01-23,52.6098
2024-01-24,50.443
2024-01-25,51.6165
2024-01-26,51.7124
2024-01-27,51.7124
2024-01-28,51.7124
2024-01-29,54.1861
2024-01-30,50.0869
2024-01-31,47.7294
2024-02-01,50.6326
2024-02-02,52.9855
2024-02-03,52.9855
2024-02-04,52.9855
2024-02-05,52.0042
2024-02-06,52.8206
2024-02-07,53.921
2024-02-08,54.9787
2024-02-09,59.9633
2024-02-10,59.9633
2024-02-11,59.9633
2024-02-12,62.5502
2024-02-13,58.4435
2024-02-14,58.6262
2024-02-15,60.5982
2024-02-16,60.8177
2024-02-17,60.8177
2024-02-18,60.8177
2024-02-19,60.8177
2024-02-20,59.8518
2024-02-21,59.7816
2024-02-22,59.4931
2024-02-23,56.9344
2024-02-24,56.9344
2024-02-25,56.9344
2024-02-26,56.8992
2024-02-27,54.9339
2024-02-28,55.5578
2024-02-29,55.0916
2024-03-01,55.8105
2024-03-02,55.8105
2024-03-03,55.8105
2024-03-04,56.7845
2024-03-05,63.4723
2024-03-06,60.8265
2024-03-07,61.9212
2024-03-08,59.727
2024-03-09,59.727
2024-03-10,59.727
2024-03-11,61.0155
2024-03-12,63.2908
2024-03-13,63.0322
2024-03-14,64.1787
2024-03-15,65.2107
2024-03-16,65.2107
2024-03-17,65.2107
2024-03-18,64.1571
2024-03-19,65.6864
2024-03-20,67.891
2024-03-21,70.3052
2024-03-22,68.6298
2024-03-23,68.6298
2024-03-24,68.6298
2024-03-25,68.1608
2024-03-26,65.6847
2024-03-27,67.4253
2024-03-28,67.5749
2024-03-29,67.5749
2024-03-30,67.5749
2024-03-31,67.5749
2024-04-01,66.821
2024-04-02,65.0047
2024-04-03,64.0263
2024-04-04,61.3881
2024-04-05,61.1614
2024-04-06,61.1614
2024-04-07,61.1614
2024-04-08,63.6819
