,HEES US Equity
2023-03-21,44.1576
2023-03-22,42.3946
2023-03-23,41.7613
2023-03-24,41.2325
2023-03-25,41.2325
2023-03-26,41.2325
2023-03-27,42.8822
2023-03-28,42.5518
2023-03-29,42.6114
2023-03-30,43.641
2023-03-31,45.2354
2023-04-01,45.2354
2023-04-02,45.2354
2023-04-03,44.8579
2023-04-04,40.8843
2023-04-05,38.6162
2023-04-06,39.3294
2023-04-07,39.3294
2023-04-08,39.3294
2023-04-09,39.3294
2023-04-10,41.2
2023-04-11,41.2416
2023-04-12,43.1373
2023-04-13,43.0426
2023-04-14,43.3002
2023-04-15,43.3002
2023-04-16,43.3002
2023-04-17,44.8482
2023-04-18,45.3839
2023-04-19,44.3676
2023-04-20,44.2417
2023-04-21,42.8756
2023-04-22,42.8756
2023-04-23,42.8756
2023-04-24,44.8012
2023-04-25,43.2915
2023-04-26,42.9488
2023-04-27,35.0851
2023-04-28,35.8792
2023-04-29,35.8792
2023-04-30,35.8792
2023-05-01,37.0046
2023-05-02,34.5844
2023-05-03,33.6252
2023-05-04,31.6134
2023-05-05,33.9298
2023-05-06,33.9298
2023-05-07,33.9298
2023-05-08,35.9897
2023-05-09,36.693
2023-05-10,38.5189
2023-05-11,38.001
2023-05-12,37.6331
2023-05-13,37.6331
2023-05-14,37.6331
2023-05-15,39.4067
2023-05-16,38.295
2023-05-17,42.7504
2023-05-18,43.9232
2023-05-19,43.5116
2023-05-20,43.5116
2023-05-21,43.5116
2023-05-22,45.5799
2023-05-23,45.3172
2023-05-24,43.4637
2023-05-25,43.9756
2023-05-26,45.7219
2023-05-27,45.7219
2023-05-28,45.7219
2023-05-29,45.7219
2023-05-30,45.2601
2023-05-31,42.4063
2023-06-01,43.5946
2023-06-02,49.852
2023-06-03,49.852
2023-06-04,49.852
2023-06-05,48.5685
2023-06-06,52.1207
2023-06-07,55.9462
2023-06-08,56.8639
2023-06-09,54.2572
2023-06-10,54.2572
2023-06-11,54.2572
2023-06-12,54.9948
2023-06-13,56.5074
2023-06-14,54.8154
2023-06-15,56.5333
2023-06-16,56.1355
2023-06-17,56.1355
2023-06-18,56.1355
2023-06-19,56.1355
2023-06-20,57.9124
2023-06-21,57.7247
2023-06-22,55.0976
2023-06-23,52.6018
2023-06-24,52.6018
2023-06-25,52.6018
2023-06-26,53.9078
2023-06-27,55.6266
2023-06-28,56.4196
2023-06-29,57.9885
2023-06-30,58.0195
2023-07-01,58.0195
2023-07-02,58.0195
2023-07-03,57.6897
2023-07-04,57.6897
2023-07-05,55.2837
2023-07-06,52.6637
2023-07-07,54.876
2023-07-08,54.876
2023-07-09,54.876
2023-07-10,55.6301
2023-07-11,58.0631
2023-07-12,58.4378
2023-07-13,58.5814
2023-07-14,56.7779
2023-07-15,56.7779
2023-07-16,56.7779
2023-07-17,57.472
2023-07-18,59.569
2023-07-19,60.5132
2023-07-20,59.791
2023-07-21,56.6882
2023-07-22,56.6882
2023-07-23,56.6882
2023-07-24,58.0594
2023-07-25,57.2264
2023-07-26,56.3437
2023-07-27,50.53
2023-07-28,55.2697
2023-07-29,55.2697
2023-07-30,55.2697
2023-07-31,58.1518
2023-08-01,59.8509
2023-08-02,58.0625
2023-08-03,57.7986
2023-08-04,57.6734
2023-08-05,57.6734
2023-08-06,57.6734
2023-08-07,59.4161
2023-08-08,57.1716
2023-08-09,55.9344
2023-08-10,53.8643
2023-08-11,56.0376
2023-08-12,56.0376
2023-08-13,56.0376
2023-08-14,55.7313
2023-08-15,53.5124
2023-08-16,51.4139
2023-08-17,49.8374
2023-08-18,50.2275
2023-08-19,50.2275
2023-08-20,50.2275
2023-08-21,50.5871
2023-08-22,47.9464
2023-08-23,49.1622
2023-08-24,48.5193
2023-08-25,47.5544
2023-08-26,47.5544
2023-08-27,47.5544
2023-08-28,49.4311
2023-08-29,51.3325
2023-08-30,51.024
2023-08-31,50.563
2023-09-01,53.3198
2023-09-02,53.3198
2023-09-03,53.3198
2023-09-04,53.3198
2023-09-05,48.7661
2023-09-06,48.8664
2023-09-07,46.9077
2023-09-08,46.5516
2023-09-09,46.5516
2023-09-10,46.5516
2023-09-11,46.8154
2023-09-12,47.6396
2023-09-13,45.416
2023-09-14,47.4374
2023-09-15,48.0347
2023-09-16,48.0347
2023-09-17,48.0347
2023-09-18,47.395
2023-09-19,46.5267
2023-09-20,45.9052
2023-09-21,43.6151
2023-09-22,45.0092
2023-09-23,45.0092
2023-09-24,45.0092
2023-09-25,45.507
2023-09-26,44.4864
2023-09-27,48.0988
2023-09-28,50.3498
2023-09-29,47.7734
2023-09-30,47.7734
2023-10-01,47.7734
2023-10-02,46.0329
2023-10-03,44.3231
2023-10-04,41.7595
2023-10-05,42.4041
2023-10-06,44.9496
2023-10-07,44.9496
2023-10-08,44.9496
2023-10-09,44.813
2023-10-10,47.0482
2023-10-11,49.9274
2023-10-12,51.7169
2023-10-13,49.5819
2023-10-14,49.5819
2023-10-15,49.5819
2023-10-16,51.3044
2023-10-17,53.4703
2023-10-18,50.138
2023-10-19,46.6846
2023-10-20,44.5563
2023-10-21,44.5563
2023-10-22,44.5563
2023-10-23,43.5131
2023-10-24,43.7142
2023-10-25,41.8638
2023-10-26,42.0751
2023-10-27,45.4707
2023-10-28,45.4707
2023-10-29,45.4707
2023-10-30,46.7494
2023-10-31,45.6056
2023-11-01,45.808
2023-11-02,48.6828
2023-11-03,51.564
2023-11-04,51.564
2023-11-05,51.564
2023-11-06,49.871
2023-11-07,50.5589
2023-11-08,49.4643
2023-11-09,48.2212
2023-11-10,50.8401
2023-11-11,50.8401
2023-11-12,50.8401
2023-11-13,51.3088
2023-11-14,56.9412
2023-11-15,57.2265
2023-11-16,56.4751
2023-11-17,57.7954
2023-11-18,57.7954
2023-11-19,57.7954
2023-11-20,55.3063
2023-11-21,53.8536
2023-11-22,53.7429
2023-11-23,53.7429
2023-11-24,53.9777
2023-11-25,53.9777
2023-11-26,53.9777
2023-11-27,52.6906
2023-11-28,49.9174
2023-11-29,51.4198
2023-11-30,52.0899
2023-12-01,56.8606
2023-12-02,56.8606
2023-12-03,56.8606
2023-12-04,56.9678
2023-12-05,54.988
2023-12-06,54.777
2023-12-07,55.1136
2023-12-08,56.1657
2023-12-09,56.1657
2023-12-10,56.1657
2023-12-11,58.1383
2023-12-12,56.306
2023-12-13,60.4922
2023-12-14,66.216
2023-12-15,64.9267
2023-12-16,64.9267
2023-12-17,64.9267
2023-12-18,63.4791
2023-12-19,64.0526
2023-12-20,61.3971
2023-12-21,61.9582
2023-12-22,62.0932
2023-12-23,62.0932
2023-12-24,62.0932
2023-12-25,62.0932
2023-12-26,64.605
2023-12-27,63.2105
2023-12-28,62.9345
2023-12-29,61.2491
2023-12-30,61.2491
2023-12-31,61.2491
2024-01-01,61.2491
2024-01-02,59.9842
2024-01-03,55.6266
2024-01-04,54.8333
2024-01-05,53.6677
2024-01-06,53.6677
2024-01-07,53.6677
2024-01-08,55.6549
2024-01-09,52.6894
2024-01-10,51.6504
2024-01-11,51.8859
2024-01-12,52.227
2024-01-13,52.227
2024-01-14,52.227
2024-01-15,52.227
2024-01-16,50.9521
2024-01-17,49.8453
2024-01-18,51.3875
2024-01-19,52.3558
2024-01-20,52.3558
2024-01-21,52.3558
2024-01-22,55.0537
2024-01-23,56.755
2024-01-24,56.0719
2024-01-25,59.8564
2024-01-26,60.3235
2024-01-27,60.3235
2024-01-28,60.3235
2024-01-29,61.88
2024-01-30,62.599
2024-01-31,60.986
2024-02-01,62.5568
2024-02-02,62.7024
2024-02-03,62.7024
2024-02-04,62.7024
2024-02-05,60.0191
2024-02-06,60.2304
2024-02-07,60.4645
2024-02-08,60.9403
2024-02-09,62.1368
2024-02-10,62.1368
2024-02-11,62.1368
2024-02-12,65.4995
2024-02-13,55.2689
2024-02-14,57.9126
2024-02-15,60.6229
2024-02-16,58.114
2024-02-17,58.114
2024-02-18,58.114
2024-02-19,58.114
2024-02-20,56.1254
2024-02-21,57.0596
2024-02-22,54.7092
2024-02-23,56.6763
2024-02-24,56.6763
2024-02-25,56.6763
2024-02-26,56.9458
2024-02-27,56.4119
2024-02-28,57.0287
2024-02-29,59.5872
2024-03-01,61.042
2024-03-02,61.042
2024-03-03,61.042
2024-03-04,62.9345
2024-03-05,61.9744
2024-03-06,61.1274
2024-03-07,61.6544
2024-03-08,61.7617
2024-03-09,61.7617
2024-03-10,61.7617
2024-03-11,57.6837
2024-03-12,58.8187
2024-03-13,57.6366
2024-03-14,56.3278
2024-03-15,59.0452
2024-03-16,59.0452
2024-03-17,59.0452
2024-03-18,60.067
2024-03-19,61.6744
2024-03-20,63.1499
2024-03-21,66.6436
2024-03-22,66.6685
2024-03-23,66.6685
2024-03-24,66.6685
2024-03-25,65.0144
2024-03-26,65.5634
2024-03-27,67.6032
2024-03-28,66.476
2024-03-29,66.476
2024-03-30,66.476
2024-03-31,66.476
2024-04-01,63.4655
2024-04-02,60.4242
2024-04-03,63.4101
2024-04-04,62.4535
2024-04-05,65.3148
2024-04-06,65.3148
2024-04-07,65.3148
2024-04-08,64.9458
