,ZBRA US Equity
2021-08-09,60.9303
2021-08-10,61.6045
2021-08-11,62.1293
2021-08-12,61.7199
2021-08-13,62.3215
2021-08-14,62.3215
2021-08-15,62.3215
2021-08-16,62.7345
2021-08-17,58.9827
2021-08-18,57.0805
2021-08-19,58.4759
2021-08-20,60.5751
2021-08-21,60.5751
2021-08-22,60.5751
2021-08-23,62.2413
2021-08-24,62.1751
2021-08-25,63.3824
2021-08-26,61.4293
2021-08-27,63.4566
2021-08-28,63.4566
2021-08-29,63.4566
2021-08-30,62.267
2021-08-31,62.8091
2021-09-01,61.14
2021-09-02,62.427
2021-09-03,62.972
2021-09-04,62.972
2021-09-05,62.972
2021-09-06,62.972
2021-09-07,59.3848
2021-09-08,58.875
2021-09-09,58.0298
2021-09-10,58.8763
2021-09-11,58.8763
2021-09-12,58.8763
2021-09-13,58.5938
2021-09-14,57.3808
2021-09-15,58.576
2021-09-16,59.6326
2021-09-17,53.7733
2021-09-18,53.7733
2021-09-19,53.7733
2021-09-20,48.3432
2021-09-21,45.8709
2021-09-22,47.3055
2021-09-23,49.0972
2021-09-24,50.8666
2021-09-25,50.8666
2021-09-26,50.8666
2021-09-27,47.7572
2021-09-28,43.3783
2021-09-29,42.1133
2021-09-30,39.8756
2021-10-01,38.9483
2021-10-02,38.9483
2021-10-03,38.9483
2021-10-04,37.2025
2021-10-05,38.7024
2021-10-06,38.5981
2021-10-07,38.1764
2021-10-08,36.9777
2021-10-09,36.9777
2021-10-10,36.9777
2021-10-11,35.8303
2021-10-12,36.3448
2021-10-13,37.2018
2021-10-14,42.2273
2021-10-15,43.6691
2021-10-16,43.6691
2021-10-17,43.6691
2021-10-18,47.0529
2021-10-19,47.5555
2021-10-20,47.1306
2021-10-21,49.0934
2021-10-22,47.5084
2021-10-23,47.5084
2021-10-24,47.5084
2021-10-25,48.8709
2021-10-26,46.9147
2021-10-27,44.9175
2021-10-28,49.126
2021-10-29,49.6549
2021-10-30,49.6549
2021-10-31,49.6549
2021-11-01,52.0141
2021-11-02,61.3338
2021-11-03,59.3734
2021-11-04,62.6803
2021-11-05,64.2841
2021-11-06,64.2841
2021-11-07,64.2841
2021-11-08,61.3925
2021-11-09,61.1025
2021-11-10,57.5143
2021-11-11,58.1103
2021-11-12,59.3375
2021-11-13,59.3375
2021-11-14,59.3375
2021-11-15,59.0524
2021-11-16,61.5707
2021-11-17,61.7127
2021-11-18,61.9109
2021-11-19,59.0536
2021-11-20,59.0536
2021-11-21,59.0536
2021-11-22,60.2109
2021-11-23,59.037
2021-11-24,58.8351
2021-11-25,58.8351
2021-11-26,56.7971
2021-11-27,56.7971
2021-11-28,56.7971
2021-11-29,60.0304
2021-11-30,55.2494
2021-12-01,53.3983
2021-12-02,56.4975
2021-12-03,54.4584
2021-12-04,54.4584
2021-12-05,54.4584
2021-12-06,53.5204
2021-12-07,57.4714
2021-12-08,57.4595
2021-12-09,55.6353
2021-12-10,58.6215
2021-12-11,58.6215
2021-12-12,58.6215
2021-12-13,56.3863
2021-12-14,52.2673
2021-12-15,54.4853
2021-12-16,53.2095
2021-12-17,52.4819
2021-12-18,52.4819
2021-12-19,52.4819
2021-12-20,48.9894
2021-12-21,50.7902
2021-12-22,50.8321
2021-12-23,51.2187
2021-12-24,51.2187
2021-12-25,51.2187
2021-12-26,51.2187
2021-12-27,55.5835
2021-12-28,53.7109
2021-12-29,54.3814
2021-12-30,53.6243
2021-12-31,53.1242
2022-01-01,53.1242
2022-01-02,53.1242
2022-01-03,50.7595
2022-01-04,51.4909
2022-01-05,45.8846
2022-01-06,45.3602
2022-01-07,41.4195
2022-01-08,41.4195
2022-01-09,41.4195
2022-01-10,42.389
2022-01-11,43.0659
2022-01-12,43.0444
2022-01-13,40.984
2022-01-14,41.4883
2022-01-15,41.4883
2022-01-16,41.4883
2022-01-17,41.4883
2022-01-18,39.6895
2022-01-19,39.1279
2022-01-20,37.357
2022-01-21,36.3043
2022-01-22,36.3043
2022-01-23,36.3043
2022-01-24,35.7827
2022-01-25,33.5048
2022-01-26,33.9513
2022-01-27,33.6121
2022-01-28,38.5829
2022-01-29,38.5829
2022-01-30,38.5829
2022-01-31,42.4007
2022-02-01,42.4812
2022-02-02,44.1687
2022-02-03,42.6707
2022-02-04,41.7936
2022-02-05,41.7936
2022-02-06,41.7936
2022-02-07,40.9988
2022-02-08,39.9014
2022-02-09,43.2879
2022-02-10,37.3061
2022-02-11,34.2155
2022-02-12,34.2155
2022-02-13,34.2155
2022-02-14,32.5011
2022-02-15,34.3923
2022-02-16,33.934
2022-02-17,33.076
2022-02-18,32.7107
2022-02-19,32.7107
2022-02-20,32.7107
2022-02-21,32.7107
2022-02-22,31.5195
2022-02-23,30.3836
2022-02-24,34.1449
2022-02-25,34.7677
2022-02-26,34.7677
2022-02-27,34.7677
2022-02-28,34.1902
2022-03-01,33.2529
2022-03-02,35.5358
2022-03-03,34.5297
2022-03-04,32.9514
2022-03-05,32.9514
2022-03-06,32.9514
2022-03-07,31.5139
2022-03-08,32.0666
2022-03-09,35.6615
2022-03-10,34.3828
2022-03-11,34.0499
2022-03-12,34.0499
2022-03-13,34.0499
2022-03-14,33.3162
2022-03-15,35.0095
2022-03-16,38.3832
2022-03-17,42.1567
2022-03-18,45.6267
2022-03-19,45.6267
2022-03-20,45.6267
2022-03-21,44.4448
2022-03-22,45.24
2022-03-23,43.1166
2022-03-24,44.5745
2022-03-25,44.3053
2022-03-26,44.3053
2022-03-27,44.3053
2022-03-28,43.7647
2022-03-29,46.9016
2022-03-30,45.4928
2022-03-31,42.9894
2022-04-01,42.9955
2022-04-02,42.9955
2022-04-03,42.9955
2022-04-04,46.4648
2022-04-05,45.2415
2022-04-06,45.1076
2022-04-07,44.3619
2022-04-08,43.8998
2022-04-09,43.8998
2022-04-10,43.8998
2022-04-11,42.7473
2022-04-12,41.687
2022-04-13,42.3232
2022-04-14,40.47
2022-04-15,40.47
2022-04-16,40.47
2022-04-17,40.47
2022-04-18,40.6126
2022-04-19,43.4921
2022-04-20,42.0893
2022-04-21,40.7013
2022-04-22,38.7966
2022-04-23,38.7966
2022-04-24,38.7966
2022-04-25,41.3758
2022-04-26,39.1284
2022-04-27,38.619
2022-04-28,41.3833
2022-04-29,39.3273
2022-04-30,39.3273
2022-05-01,39.3273
2022-05-02,41.5618
2022-05-03,39.8124
2022-05-04,39.7715
2022-05-05,36.8523
2022-05-06,36.1484
2022-05-07,36.1484
2022-05-08,36.1484
2022-05-09,34.3028
2022-05-10,33.9581
2022-05-11,32.5376
2022-05-12,33.1043
2022-05-13,37.9927
2022-05-14,37.9927
2022-05-15,37.9927
2022-05-16,36.9484
2022-05-17,40.3815
2022-05-18,37.8432
2022-05-19,37.5314
2022-05-20,37.8215
2022-05-21,37.8215
2022-05-22,37.8215
2022-05-23,39.9478
2022-05-24,38.2353
2022-05-25,38.2125
2022-05-26,40.4585
2022-05-27,42.8944
2022-05-28,42.8944
2022-05-29,42.8944
2022-05-30,42.8944
2022-05-31,42.0354
2022-06-01,41.4501
2022-06-02,44.2139
2022-06-03,42.1899
2022-06-04,42.1899
2022-06-05,42.1899
2022-06-06,42.3364
2022-06-07,42.3548
2022-06-08,41.5407
2022-06-09,39.0838
2022-06-10,37.5146
2022-06-11,37.5146
2022-06-12,37.5146
2022-06-13,35.7476
2022-06-14,37.6444
2022-06-15,39.4829
2022-06-16,37.073
2022-06-17,36.5529
2022-06-18,36.5529
2022-06-19,36.5529
2022-06-20,36.5529
2022-06-21,38.3593
2022-06-22,38.8395
2022-06-23,38.7745
2022-06-24,41.6114
2022-06-25,41.6114
2022-06-26,41.6114
2022-06-27,41.8344
2022-06-28,40.5085
2022-06-29,39.8434
2022-06-30,39.0938
2022-07-01,40.5184
2022-07-02,40.5184
2022-07-03,40.5184
2022-07-04,40.5184
2022-07-05,41.3063
2022-07-06,39.8808
2022-07-07,42.6651
2022-07-08,41.6091
2022-07-09,41.6091
2022-07-10,41.6091
2022-07-11,40.1778
2022-07-12,40.3705
2022-07-13,40.3928
2022-07-14,40.0643
2022-07-15,42.0605
2022-07-16,42.0605
2022-07-17,42.0605
2022-07-18,41.6705
2022-07-19,46.0912
2022-07-20,49.4248
2022-07-21,50.9867
2022-07-22,49.6963
2022-07-23,49.6963
2022-07-24,49.6963
2022-07-25,49.3866
2022-07-26,49.782
2022-07-27,52.5431
2022-07-28,53.9107
2022-07-29,56.7411
2022-07-30,56.7411
2022-07-31,56.7411
2022-08-01,56.8947
2022-08-02,48.4494
2022-08-03,49.1368
2022-08-04,50.0663
2022-08-05,50.3186
2022-08-06,50.3186
2022-08-07,50.3186
2022-08-08,49.9966
2022-08-09,47.6713
2022-08-10,49.7445
2022-08-11,51.3741
2022-08-12,53.7128
2022-08-13,53.7128
2022-08-14,53.7128
2022-08-15,54.2783
2022-08-16,53.1462
2022-08-17,52.0334
2022-08-18,52.4788
2022-08-19,49.0671
2022-08-20,49.0671
2022-08-21,49.0671
2022-08-22,46.2757
2022-08-23,46.5543
2022-08-24,47.1546
2022-08-25,49.8333
2022-08-26,45.0279
2022-08-27,45.0279
2022-08-28,45.0279
2022-08-29,44.9748
2022-08-30,43.9364
2022-08-31,43.6838
2022-09-01,45.8229
2022-09-02,43.2744
2022-09-03,43.2744
2022-09-04,43.2744
2022-09-05,43.2744
2022-09-06,41.7566
2022-09-07,43.2728
2022-09-08,43.9988
2022-09-09,46.4839
2022-09-10,46.4839
2022-09-11,46.4839
2022-09-12,47.497
2022-09-13,43.5907
2022-09-14,44.2294
2022-09-15,44.2901
2022-09-16,42.6838
2022-09-17,42.6838
2022-09-18,42.6838
2022-09-19,43.4272
2022-09-20,42.2553
2022-09-21,42.1347
2022-09-22,39.6421
2022-09-23,38.6865
2022-09-24,38.6865
2022-09-25,38.6865
2022-09-26,38.262
2022-09-27,38.0816
2022-09-28,40.1355
2022-09-29,38.9189
2022-09-30,38.1978
2022-10-01,38.1978
2022-10-02,38.1978
2022-10-03,41.4223
2022-10-04,44.2749
2022-10-05,44.3423
2022-10-06,43.976
2022-10-07,40.8563
2022-10-08,40.8563
2022-10-09,40.8563
2022-10-10,39.1578
2022-10-11,37.4457
2022-10-12,40.8764
2022-10-13,43.0009
2022-10-14,40.3764
2022-10-15,40.3764
2022-10-16,40.3764
2022-10-17,42.1171
2022-10-18,42.7622
2022-10-19,42.0236
2022-10-20,41.1177
2022-10-21,43.1585
2022-10-22,43.1585
2022-10-23,43.1585
2022-10-24,43.9494
2022-10-25,46.4954
2022-10-26,46.1527
2022-10-27,46.7645
2022-10-28,50.284
2022-10-29,50.284
2022-10-30,50.284
2022-10-31,49.0231
2022-11-01,39.4147
2022-11-02,39.0149
2022-11-03,37.505
2022-11-04,38.4221
2022-11-05,38.4221
2022-11-06,38.4221
2022-11-07,40.0511
2022-11-08,39.7305
2022-11-09,38.2899
2022-11-10,45.2983
2022-11-11,47.6082
2022-11-12,47.6082
2022-11-13,47.6082
2022-11-14,45.2448
2022-11-15,47.5342
2022-11-16,46.9008
2022-11-17,46.2312
2022-11-18,46.467
2022-11-19,46.467
2022-11-20,46.467
2022-11-21,46.6868
2022-11-22,47.6869
2022-11-23,49.9897
2022-11-24,49.9897
2022-11-25,50.2818
2022-11-26,50.2818
2022-11-27,50.2818
2022-11-28,49.5811
2022-11-29,49.0496
2022-11-30,49.9309
2022-12-01,49.5567
2022-12-02,51.1243
2022-12-03,51.1243
2022-12-04,51.1243
2022-12-05,47.8015
2022-12-06,46.004
2022-12-07,45.6136
2022-12-08,45.6935
2022-12-09,45.3561
2022-12-10,45.3561
2022-12-11,45.3561
2022-12-12,47.3099
2022-12-13,48.7827
2022-12-14,48.3045
2022-12-15,45.5734
2022-12-16,45.0394
2022-12-17,45.0394
2022-12-18,45.0394
2022-12-19,43.7368
2022-12-20,44.8267
2022-12-21,45.9879
2022-12-22,45.1018
2022-12-23,45.3341
2022-12-24,45.3341
2022-12-25,45.3341
2022-12-26,45.3341
2022-12-27,46.2553
2022-12-28,45.0793
2022-12-29,48.5562
2022-12-30,48.2253
2022-12-31,48.2253
2023-01-01,48.2253
2023-01-02,48.2253
2023-01-03,49.4317
2023-01-04,50.3133
2023-01-05,49.378
2023-01-06,53.4588
2023-01-07,53.4588
2023-01-08,53.4588
2023-01-09,55.1038
2023-01-10,57.1433
2023-01-11,60.2849
2023-01-12,57.9641
2023-01-13,58.136
2023-01-14,58.136
2023-01-15,58.136
2023-01-16,58.136
2023-01-17,58.0938
2023-01-18,58.8546
2023-01-19,55.7357
2023-01-20,58.157
2023-01-21,58.157
2023-01-22,58.157
2023-01-23,62.8392
2023-01-24,60.2551
2023-01-25,60.3627
2023-01-26,60.5206
2023-01-27,61.8309
2023-01-28,61.8309
2023-01-29,61.8309
2023-01-30,59.0257
2023-01-31,60.6615
2023-02-01,63.3006
2023-02-02,66.3179
2023-02-03,61.7765
2023-02-04,61.7765
2023-02-05,61.7765
2023-02-06,59.9097
2023-02-07,61.1904
2023-02-08,59.4807
2023-02-09,56.8503
2023-02-10,55.9664
2023-02-11,55.9664
2023-02-12,55.9664
2023-02-13,57.1859
2023-02-14,57.1293
2023-02-15,58.9575
2023-02-16,60.3182
2023-02-17,57.0108
2023-02-18,57.0108
2023-02-19,57.0108
2023-02-20,57.0108
2023-02-21,52.7205
2023-02-22,52.1653
2023-02-23,51.1528
2023-02-24,48.8515
2023-02-25,48.8515
2023-02-26,48.8515
2023-02-27,49.957
2023-02-28,50.9793
2023-03-01,51.5121
2023-03-02,52.4633
2023-03-03,53.3265
2023-03-04,53.3265
2023-03-05,53.3265
2023-03-06,52.2722
2023-03-07,51.2217
2023-03-08,52.5487
2023-03-09,49.6569
2023-03-10,47.3436
2023-03-11,47.3436
2023-03-12,47.3436
2023-03-13,46.5032
2023-03-14,48.6764
2023-03-15,47.4287
2023-03-16,49.4697
