,ATH US Equity
2020-06-21,53.6317
2020-06-22,53.5818
2020-06-23,53.0712
2020-06-24,50.7331
2020-06-25,51.7676
2020-06-26,49.5303
2020-06-27,49.5303
2020-06-28,49.5303
2020-06-29,50.2714
2020-06-30,50.9071
2020-07-01,49.7186
2020-07-02,49.8603
2020-07-03,49.8603
2020-07-04,49.8603
2020-07-05,49.8603
2020-07-06,51.1675
2020-07-07,49.3617
2020-07-08,50.7017
2020-07-09,48.727
2020-07-10,50.6115
2020-07-11,50.6115
2020-07-12,50.6115
2020-07-13,51.3106
2020-07-14,51.7683
2020-07-15,53.846
2020-07-16,54.5953
2020-07-17,53.7675
2020-07-18,53.7675
2020-07-19,53.7675
2020-07-20,52.7594
2020-07-21,54.0885
2020-07-22,54.2085
2020-07-23,54.03
2020-07-24,53.3363
2020-07-25,53.3363
2020-07-26,53.3363
2020-07-27,52.7195
2020-07-28,51.8313
2020-07-29,53.439
2020-07-30,51.5408
2020-07-31,51.255
2020-08-01,51.255
2020-08-02,51.255
2020-08-03,52.3014
2020-08-04,51.7883
2020-08-05,55.8235
2020-08-06,53.6692
2020-08-07,55.7147
2020-08-08,55.7147
2020-08-09,55.7147
2020-08-10,57.0324
2020-08-11,57.409
2020-08-12,57.0641
2020-08-13,56.8286
2020-08-14,57.7454
2020-08-15,57.7454
2020-08-16,57.7454
2020-08-17,57.5176
2020-08-18,56.3057
2020-08-19,56.7607
2020-08-20,55.4383
2020-08-21,54.3193
2020-08-22,54.3193
2020-08-23,54.3193
2020-08-24,57.2342
2020-08-25,57.6863
2020-08-26,56.69
2020-08-27,57.183
2020-08-28,57.4594
2020-08-29,57.4594
2020-08-30,57.4594
2020-08-31,55.558
2020-09-01,54.8708
2020-09-02,54.5914
2020-09-03,53.0996
2020-09-04,56.5361
2020-09-05,56.5361
2020-09-06,56.5361
2020-09-07,56.5361
2020-09-08,53.5862
2020-09-09,54.3631
2020-09-10,52.8021
2020-09-11,52.922
2020-09-12,52.922
2020-09-13,52.922
2020-09-14,54.2637
2020-09-15,52.9587
2020-09-16,53.9209
2020-09-17,52.5718
2020-09-18,50.7958
2020-09-19,50.7958
2020-09-20,50.7958
2020-09-21,48.0275
2020-09-22,48.2801
2020-09-23,46.4953
2020-09-24,46.4953
2020-09-25,47.2407
2020-09-26,47.2407
2020-09-27,47.2407
2020-09-28,50.9411
2020-09-29,48.9721
2020-09-30,49.1591
2020-10-01,52.6575
2020-10-02,53.8782
2020-10-03,53.8782
2020-10-04,53.8782
2020-10-05,55.4753
2020-10-06,53.7235
2020-10-07,54.9061
2020-10-08,55.988
2020-10-09,55.0091
2020-10-10,55.0091
2020-10-11,55.0091
2020-10-12,55.0305
2020-10-13,52.2045
2020-10-14,51.6556
2020-10-15,51.7034
2020-10-16,50.5919
2020-10-17,50.5919
2020-10-18,50.5919
2020-10-19,48.5097
2020-10-20,48.5624
2020-10-21,47.3819
2020-10-22,46.7811
2020-10-23,48.1139
2020-10-24,48.1139
2020-10-25,48.1139
2020-10-26,45.7678
2020-10-27,42.6667
2020-10-28,40.2061
2020-10-29,42.746
2020-10-30,43.9076
2020-10-31,43.9076
2020-11-01,43.9076
2020-11-02,44.8672
2020-11-03,51.372
2020-11-04,48.6678
2020-11-05,51.7236
2020-11-06,51.0988
2020-11-07,51.0988
2020-11-08,51.0988
2020-11-09,61.2631
2020-11-10,61.7419
2020-11-11,62.8921
2020-11-12,59.8001
2020-11-13,61.9671
2020-11-14,61.9671
2020-11-15,61.9671
2020-11-16,63.4578
2020-11-17,63.8078
2020-11-18,63.7592
2020-11-19,63.3103
2020-11-20,63.1824
2020-11-21,63.1824
2020-11-22,63.1824
2020-11-23,65.6909
2020-11-24,68.3899
2020-11-25,66.7
2020-11-26,66.7
2020-11-27,66.0351
2020-11-28,66.0351
2020-11-29,66.0351
2020-11-30,62.1639
2020-12-01,63.16
2020-12-02,64.2045
2020-12-03,64.0792
2020-12-04,64.2668
2020-12-05,64.2668
2020-12-06,64.2668
2020-12-07,59.0188
2020-12-08,58.833
2020-12-09,57.9368
2020-12-10,58.0412
2020-12-11,55.8427
2020-12-12,55.8427
2020-12-13,55.8427
2020-12-14,54.2934
2020-12-15,55.513
2020-12-16,55.5322
2020-12-17,55.7493
2020-12-18,54.5472
2020-12-19,54.5472
2020-12-20,54.5472
2020-12-21,53.5517
2020-12-22,52.1968
2020-12-23,54.7996
2020-12-24,54.9881
2020-12-25,54.9881
2020-12-26,54.9881
2020-12-27,54.9881
2020-12-28,54.7257
2020-12-29,53.614
2020-12-30,55.0751
2020-12-31,56.4505
2021-01-01,56.4505
2021-01-02,56.4505
2021-01-03,56.4505
2021-01-04,53.3653
2021-01-05,55.2992
2021-01-06,61.2334
2021-01-07,61.5695
2021-01-08,58.8004
2021-01-09,58.8004
2021-01-10,58.8004
2021-01-11,57.0069
2021-01-12,57.5166
2021-01-13,57.6321
2021-01-14,59.0522
2021-01-15,56.0328
2021-01-16,56.0328
2021-01-17,56.0328
2021-01-18,56.0328
2021-01-19,56.6116
2021-01-20,56.6319
2021-01-21,54.0597
2021-01-22,53.0425
2021-01-23,53.0425
2021-01-24,53.0425
2021-01-25,51.5864
2021-01-26,51.536
2021-01-27,48.6323
2021-01-28,51.004
2021-01-29,47.3143
2021-01-30,47.3143
2021-01-31,47.3143
2021-02-01,47.9714
2021-02-02,50.815
2021-02-03,52.0037
2021-02-04,55.5862
2021-02-05,55.1875
2021-02-06,55.1875
2021-02-07,55.1875
2021-02-08,56.8292
2021-02-09,55.4704
2021-02-10,54.3543
2021-02-11,55.2643
2021-02-12,56.1889
2021-02-13,56.1889
2021-02-14,56.1889
2021-02-15,56.1889
2021-02-16,57.6301
2021-02-17,56.0762
2021-02-18,55.6676
2021-02-19,56.1959
2021-02-20,56.1959
2021-02-21,56.1959
2021-02-22,58.8387
2021-02-23,55.9077
2021-02-24,60.1869
2021-02-25,55.7642
2021-02-26,54.6594
2021-02-27,54.6594
2021-02-28,54.6594
2021-03-01,56.8694
2021-03-02,56.9637
2021-03-03,59.7166
2021-03-04,58.3861
2021-03-05,60.3207
2021-03-06,60.3207
2021-03-07,60.3207
2021-03-08,64.8129
2021-03-09,60.2909
2021-03-10,59.9899
2021-03-11,61.5187
2021-03-12,59.9546
2021-03-13,59.9546
2021-03-14,59.9546
2021-03-15,61.356
2021-03-16,59.4406
2021-03-17,60.1711
2021-03-18,58.9533
2021-03-19,57.6517
2021-03-20,57.6517
2021-03-21,57.6517
2021-03-22,61.5044
2021-03-23,61.5195
2021-03-24,57.2
2021-03-25,56.5412
2021-03-26,55.8097
2021-03-27,55.8097
2021-03-28,55.8097
2021-03-29,55.6067
2021-03-30,57.078
2021-03-31,57.2745
2021-04-01,58.5764
2021-04-02,58.5764
2021-04-03,58.5764
2021-04-04,58.5764
2021-04-05,58.3999
2021-04-06,58.4738
2021-04-07,56.8273
2021-04-08,55.2934
2021-04-09,56.4685
2021-04-10,56.4685
2021-04-11,56.4685
2021-04-12,57.1712
2021-04-13,57.334
2021-04-14,61.9546
2021-04-15,63.2707
2021-04-16,65.3282
2021-04-17,65.3282
2021-04-18,65.3282
2021-04-19,65.4504
2021-04-20,64.9176
2021-04-21,66.8853
2021-04-22,67.3624
2021-04-23,68.6054
2021-04-24,68.6054
2021-04-25,68.6054
2021-04-26,70.0757
2021-04-27,70.9905
2021-04-28,71.4486
2021-04-29,71.5415
2021-04-30,70.5569
2021-05-01,70.5569
2021-05-02,70.5569
2021-05-03,69.5329
2021-05-04,69.1866
2021-05-05,71.8015
2021-05-06,72.8985
2021-05-07,74.3299
2021-05-08,74.3299
2021-05-09,74.3299
2021-05-10,71.7395
2021-05-11,71.9259
2021-05-12,65.6821
2021-05-13,66.3028
2021-05-14,68.3045
2021-05-15,68.3045
2021-05-16,68.3045
2021-05-17,68.2113
2021-05-18,66.7364
2021-05-19,67.7643
2021-05-20,67.0921
2021-05-21,68.1052
2021-05-22,68.1052
2021-05-23,68.1052
2021-05-24,67.6412
2021-05-25,64.3993
2021-05-26,65.7411
2021-05-27,66.4855
2021-05-28,65.4717
2021-05-29,65.4717
2021-05-30,65.4717
2021-05-31,65.4717
2021-06-01,64.3905
2021-06-02,64.6649
2021-06-03,65.4004
2021-06-04,65.4004
2021-06-05,65.4004
2021-06-06,65.4004
2021-06-07,65.8567
2021-06-08,64.8249
2021-06-09,63.7909
2021-06-10,63.8548
2021-06-11,64.8182
2021-06-12,64.8182
2021-06-13,64.8182
2021-06-14,64.0335
2021-06-15,65.1888
2021-06-16,66.3696
2021-06-17,64.5102
2021-06-18,59.9759
2021-06-19,59.9759
2021-06-20,59.9759
2021-06-21,63.1468
2021-06-22,62.1073
2021-06-23,62.4163
2021-06-24,64.2883
2021-06-25,68.9422
2021-06-26,68.9422
2021-06-27,68.9422
2021-06-28,68.2152
2021-06-29,69.9213
2021-06-30,69.0003
2021-07-01,70.4499
2021-07-02,72.9373
2021-07-03,72.9373
2021-07-04,72.9373
2021-07-05,72.9373
2021-07-06,70.048
2021-07-07,68.2524
2021-07-08,59.0136
2021-07-09,61.1574
2021-07-10,61.1574
2021-07-11,61.1574
2021-07-12,61.5017
2021-07-13,56.669
2021-07-14,57.2297
2021-07-15,56.2261
2021-07-16,50.0515
2021-07-17,50.0515
2021-07-18,50.0515
2021-07-19,48.7485
2021-07-20,51.6576
2021-07-21,53.0831
2021-07-22,53.7128
2021-07-23,55.4378
2021-07-24,55.4378
2021-07-25,55.4378
2021-07-26,54.7722
2021-07-27,54.3532
2021-07-28,53.4369
2021-07-29,55.2383
2021-07-30,53.7098
2021-07-31,53.7098
2021-08-01,53.7098
2021-08-02,55.0956
2021-08-03,57.2266
2021-08-04,57.321
2021-08-05,58.5142
2021-08-06,59.7162
2021-08-07,59.7162
2021-08-08,59.7162
2021-08-09,57.8748
2021-08-10,54.9048
2021-08-11,53.4497
2021-08-12,52.8938
2021-08-13,53.8015
2021-08-14,53.8015
2021-08-15,53.8015
2021-08-16,53.8453
2021-08-17,50.8523
2021-08-18,48.8171
2021-08-19,46.2008
2021-08-20,47.2574
2021-08-21,47.2574
2021-08-22,47.2574
2021-08-23,49.9756
2021-08-24,50.8416
2021-08-25,52.3464
2021-08-26,52.0756
2021-08-27,53.9137
2021-08-28,53.9137
2021-08-29,53.9137
2021-08-30,54.4427
2021-08-31,56.8954
2021-09-01,59.3559
2021-09-02,59.7552
2021-09-03,61.0372
2021-09-04,61.0372
2021-09-05,61.0372
2021-09-06,61.0372
2021-09-07,61.1502
2021-09-08,59.5139
2021-09-09,59.6155
2021-09-10,57.6109
2021-09-11,57.6109
2021-09-12,57.6109
2021-09-13,61.1415
2021-09-14,57.4635
2021-09-15,61.4495
2021-09-16,60.2596
2021-09-17,59.9321
2021-09-18,59.9321
2021-09-19,59.9321
2021-09-20,48.7256
2021-09-21,50.2923
2021-09-22,51.1226
2021-09-23,54.9767
2021-09-24,57.0963
2021-09-25,57.0963
2021-09-26,57.0963
2021-09-27,58.415
2021-09-28,54.6694
2021-09-29,56.1168
2021-09-30,54.4191
2021-10-01,55.6757
2021-10-02,55.6757
2021-10-03,55.6757
2021-10-04,49.465
2021-10-05,54.3028
2021-10-06,55.7949
2021-10-07,57.5403
2021-10-08,59.9377
2021-10-09,59.9377
2021-10-10,59.9377
2021-10-11,59.6795
2021-10-12,60.4476
2021-10-13,60.4859
2021-10-14,63.0631
2021-10-15,62.1799
2021-10-16,62.1799
2021-10-17,62.1799
2021-10-18,63.4089
2021-10-19,68.9372
2021-10-20,70.2956
2021-10-21,72.7673
2021-10-22,74.7426
2021-10-23,74.7426
2021-10-24,74.7426
2021-10-25,74.945
2021-10-26,74.3289
2021-10-27,69.684
2021-10-28,70.5079
2021-10-29,67.943
2021-10-30,67.943
2021-10-31,67.943
2021-11-01,66.6098
2021-11-02,66.9674
2021-11-03,68.4028
2021-11-04,67.0069
2021-11-05,66.4532
2021-11-06,66.4532
2021-11-07,66.4532
2021-11-08,66.4914
2021-11-09,64.8864
2021-11-10,60.5823
2021-11-11,61.6503
2021-11-12,61.7719
2021-11-13,61.7719
2021-11-14,61.7719
2021-11-15,63.187
2021-11-16,62.6292
2021-11-17,62.1562
2021-11-18,62.5657
2021-11-19,61.6005
2021-11-20,61.6005
2021-11-21,61.6005
2021-11-22,62.8585
2021-11-23,58.3517
2021-11-24,58.8412
2021-11-25,58.8412
2021-11-26,54.3224
2021-11-27,54.3224
2021-11-28,54.3224
2021-11-29,57.0396
2021-11-30,53.3446
2021-12-01,52.1008
2021-12-02,53.9347
2021-12-03,50.9866
2021-12-04,50.9866
2021-12-05,50.9866
2021-12-06,50.929
2021-12-07,52.2677
2021-12-08,52.4076
2021-12-09,51.3031
2021-12-10,50.0881
2021-12-11,50.0881
2021-12-12,50.0881
2021-12-13,49.6874
2021-12-14,47.9184
2021-12-15,50.9989
2021-12-16,50.0402
2021-12-17,51.0836
2021-12-18,51.0836
2021-12-19,51.0836
2021-12-20,48.1898
2021-12-21,53.6636
2021-12-22,54.0198
2021-12-23,57.0784
2021-12-24,57.0784
2021-12-25,57.0784
2021-12-26,57.0784
2021-12-27,56.6435
2021-12-28,55.7645
2021-12-29,54.5323
2021-12-30,54.8985
2021-12-31,53.9331
2022-01-01,53.9331
2022-01-02,53.9331
2022-01-03,53.9331
2022-01-04,53.9331
2022-01-05,53.9331
2022-01-06,53.9331
2022-01-07,53.9331
2022-01-08,53.9331
2022-01-09,53.9331
2022-01-10,53.9331
2022-01-11,53.9331
2022-01-12,53.9331
2022-01-13,53.9331
2022-01-14,53.9331
2022-01-15,53.9331
2022-01-16,53.9331
2022-01-17,53.9331
2022-01-18,53.9331
2022-01-19,53.9331
2022-01-20,53.9331
2022-01-21,53.9331
2022-01-22,53.9331
2022-01-23,53.9331
2022-01-24,53.9331
2022-01-25,53.9331
2022-01-26,53.9331
2022-01-27,53.9331
2022-01-28,53.9331
2022-01-29,53.9331
2022-01-30,53.9331
2022-01-31,53.9331
2022-02-01,53.9331
2022-02-02,53.9331
2022-02-03,53.9331
2022-02-04,53.9331
2022-02-05,53.9331
2022-02-06,53.9331
2022-02-07,53.9331
2022-02-08,53.9331
2022-02-09,53.9331
2022-02-10,53.9331
2022-02-11,53.9331
2022-02-12,53.9331
2022-02-13,53.9331
2022-02-14,53.9331
2022-02-15,53.9331
2022-02-16,53.9331
2022-02-17,53.9331
2022-02-18,53.9331
2022-02-19,53.9331
2022-02-20,53.9331
2022-02-21,53.9331
2022-02-22,53.9331
2022-02-23,53.9331
2022-02-24,53.9331
2022-02-25,53.9331
2022-02-26,53.9331
2022-02-27,53.9331
2022-02-28,53.9331
2022-03-01,53.9331
2022-03-02,53.9331
2022-03-03,53.9331
2022-03-04,53.9331
2022-03-05,53.9331
2022-03-06,53.9331
2022-03-07,53.9331
2022-03-08,53.9331
2022-03-09,53.9331
2022-03-10,53.9331
2022-03-11,53.9331
2022-03-12,53.9331
2022-03-13,53.9331
2022-03-14,53.9331
2022-03-15,53.9331
2022-03-16,53.9331
2022-03-17,53.9331
2022-03-18,53.9331
2022-03-19,53.9331
2022-03-20,53.9331
2022-03-21,53.9331
2022-03-22,53.9331
2022-03-23,53.9331
2022-03-24,53.9331
2022-03-25,53.9331
2022-03-26,53.9331
2022-03-27,53.9331
2022-03-28,53.9331
2022-03-29,53.9331
2022-03-30,53.9331
2022-03-31,53.9331
2022-04-01,53.9331
2022-04-02,53.9331
2022-04-03,53.9331
2022-04-04,53.9331
2022-04-05,53.9331
2022-04-06,53.9331
2022-04-07,53.9331
2022-04-08,53.9331
2022-04-09,53.9331
2022-04-10,53.9331
2022-04-11,53.9331
2022-04-12,53.9331
2022-04-13,53.9331
2022-04-14,53.9331
2022-04-15,53.9331
2022-04-16,53.9331
2022-04-17,53.9331
2022-04-18,53.9331
2022-04-19,53.9331
2022-04-20,53.9331
2022-04-21,53.9331
2022-04-22,53.9331
2022-04-23,53.9331
2022-04-24,53.9331
2022-04-25,53.9331
2022-04-26,53.9331
2022-04-27,53.9331
2022-04-28,53.9331
2022-04-29,53.9331
2022-04-30,53.9331
2022-05-01,53.9331
2022-05-02,53.9331
2022-05-03,53.9331
2022-05-04,53.9331
2022-05-05,53.9331
2022-05-06,53.9331
2022-05-07,53.9331
2022-05-08,53.9331
2022-05-09,53.9331
2022-05-10,53.9331
2022-05-11,53.9331
2022-05-12,53.9331
2022-05-13,53.9331
2022-05-14,53.9331
2022-05-15,53.9331
2022-05-16,53.9331
2022-05-17,53.9331
2022-05-18,53.9331
2022-05-19,53.9331
2022-05-20,53.9331
2022-05-21,53.9331
2022-05-22,53.9331
2022-05-23,53.9331
2022-05-24,53.9331
2022-05-25,53.9331
2022-05-26,53.9331
2022-05-27,53.9331
2022-05-28,53.9331
2022-05-29,53.9331
2022-05-30,53.9331
2022-05-31,53.9331
2022-06-01,53.9331
2022-06-02,53.9331
2022-06-03,53.9331
2022-06-04,53.9331
2022-06-05,53.9331
2022-06-06,53.9331
2022-06-07,53.9331
2022-06-08,53.9331
2022-06-09,53.9331
2022-06-10,53.9331
2022-06-11,53.9331
2022-06-12,53.9331
2022-06-13,53.9331
2022-06-14,53.9331
2022-06-15,53.9331
2022-06-16,53.9331
2022-06-17,53.9331
2022-06-18,53.9331
2022-06-19,53.9331
2022-06-20,53.9331
2022-06-21,53.9331
2022-06-22,53.9331
2022-06-23,53.9331
2022-06-24,53.9331
2022-06-25,53.9331
2022-06-26,53.9331
2022-06-27,53.9331
2022-06-28,53.9331
2022-06-29,53.9331
2022-06-30,53.9331
2022-07-01,53.9331
2022-07-02,53.9331
2022-07-03,53.9331
2022-07-04,53.9331
2022-07-05,53.9331
2022-07-06,53.9331
2022-07-07,53.9331
2022-07-08,53.9331
2022-07-09,53.9331
2022-07-10,53.9331
2022-07-11,53.9331
2022-07-12,53.9331
2022-07-13,53.9331
2022-07-14,53.9331
2022-07-15,53.9331
2022-07-16,53.9331
2022-07-17,53.9331
2022-07-18,53.9331
2022-07-19,53.9331
2022-07-20,53.9331
2022-07-21,53.9331
2022-07-22,53.9331
2022-07-23,53.9331
2022-07-24,53.9331
2022-07-25,53.9331
2022-07-26,53.9331
2022-07-27,53.9331
2022-07-28,53.9331
2022-07-29,53.9331
2022-07-30,53.9331
2022-07-31,53.9331
2022-08-01,53.9331
2022-08-02,53.9331
2022-08-03,53.9331
2022-08-04,53.9331
2022-08-05,53.9331
2022-08-06,53.9331
2022-08-07,53.9331
2022-08-08,53.9331
2022-08-09,53.9331
2022-08-10,53.9331
2022-08-11,53.9331
2022-08-12,53.9331
2022-08-13,53.9331
2022-08-14,53.9331
2022-08-15,53.9331
2022-08-16,53.9331
2022-08-17,53.9331
2022-08-18,53.9331
2022-08-19,53.9331
2022-08-20,53.9331
2022-08-21,53.9331
2022-08-22,53.9331
2022-08-23,53.9331
2022-08-24,53.9331
2022-08-25,53.9331
2022-08-26,53.9331
2022-08-27,53.9331
2022-08-28,53.9331
2022-08-29,53.9331
2022-08-30,53.9331
2022-08-31,53.9331
2022-09-01,53.9331
2022-09-02,53.9331
2022-09-03,53.9331
2022-09-04,53.9331
2022-09-05,53.9331
2022-09-06,53.9331
2022-09-07,53.9331
2022-09-08,53.9331
2022-09-09,53.9331
2022-09-10,53.9331
2022-09-11,53.9331
2022-09-12,53.9331
2022-09-13,53.9331
2022-09-14,53.9331
2022-09-15,53.9331
2022-09-16,53.9331
2022-09-17,53.9331
2022-09-18,53.9331
2022-09-19,53.9331
2022-09-20,53.9331
2022-09-21,53.9331
2022-09-22,53.9331
2022-09-23,53.9331
2022-09-24,53.9331
2022-09-25,53.9331
2022-09-26,53.9331
2022-09-27,53.9331
2022-09-28,53.9331
2022-09-29,53.9331
2022-09-30,53.9331
2022-10-01,53.9331
2022-10-02,53.9331
2022-10-03,53.9331
2022-10-04,53.9331
2022-10-05,53.9331
2022-10-06,53.9331
2022-10-07,53.9331
2022-10-08,53.9331
2022-10-09,53.9331
2022-10-10,53.9331
2022-10-11,53.9331
2022-10-12,53.9331
2022-10-13,53.9331
2022-10-14,53.9331
2022-10-15,53.9331
2022-10-16,53.9331
2022-10-17,53.9331
2022-10-18,53.9331
2022-10-19,53.9331
2022-10-20,53.9331
2022-10-21,53.9331
2022-10-22,53.9331
2022-10-23,53.9331
2022-10-24,53.9331
2022-10-25,53.9331
2022-10-26,53.9331
2022-10-27,53.9331
2022-10-28,53.9331
2022-10-29,53.9331
2022-10-30,53.9331
2022-10-31,53.9331
2022-11-01,53.9331
2022-11-02,53.9331
2022-11-03,53.9331
2022-11-04,53.9331
2022-11-05,53.9331
2022-11-06,53.9331
2022-11-07,53.9331
2022-11-08,53.9331
2022-11-09,53.9331
2022-11-10,53.9331
2022-11-11,53.9331
2022-11-12,53.9331
2022-11-13,53.9331
2022-11-14,53.9331
2022-11-15,53.9331
2022-11-16,53.9331
2022-11-17,53.9331
2022-11-18,53.9331
2022-11-19,53.9331
2022-11-20,53.9331
2022-11-21,53.9331
2022-11-22,53.9331
2022-11-23,53.9331
2022-11-24,53.9331
2022-11-25,53.9331
2022-11-26,53.9331
2022-11-27,53.9331
2022-11-28,53.9331
2022-11-29,53.9331
2022-11-30,53.9331
2022-12-01,53.9331
2022-12-02,53.9331
2022-12-03,53.9331
2022-12-04,53.9331
2022-12-05,53.9331
2022-12-06,53.9331
2022-12-07,53.9331
2022-12-08,53.9331
2022-12-09,53.9331
2022-12-10,53.9331
2022-12-11,53.9331
2022-12-12,53.9331
2022-12-13,53.9331
2022-12-14,53.9331
2022-12-15,53.9331
2022-12-16,53.9331
2022-12-17,53.9331
2022-12-18,53.9331
2022-12-19,53.9331
2022-12-20,53.9331
2022-12-21,53.9331
2022-12-22,53.9331
2022-12-23,53.9331
2022-12-24,53.9331
2022-12-25,53.9331
2022-12-26,53.9331
2022-12-27,53.9331
2022-12-28,53.9331
2022-12-29,53.9331
2022-12-30,53.9331
2022-12-31,53.9331
2023-01-01,53.9331
2023-01-02,53.9331
2023-01-03,53.9331
2023-01-04,53.9331
2023-01-05,53.9331
2023-01-06,53.9331
2023-01-07,53.9331
2023-01-08,53.9331
2023-01-09,53.9331
2023-01-10,53.9331
2023-01-11,53.9331
2023-01-12,53.9331
2023-01-13,53.9331
2023-01-14,53.9331
2023-01-15,53.9331
2023-01-16,53.9331
2023-01-17,53.9331
2023-01-18,53.9331
2023-01-19,53.9331
2023-01-20,53.9331
2023-01-21,53.9331
2023-01-22,53.9331
2023-01-23,53.9331
2023-01-24,53.9331
2023-01-25,53.9331
2023-01-26,53.9331
2023-01-27,53.9331
2023-01-28,53.9331
2023-01-29,53.9331
2023-01-30,53.9331
2023-01-31,53.9331
2023-02-01,53.9331
2023-02-02,53.9331
2023-02-03,53.9331
2023-02-04,53.9331
2023-02-05,53.9331
2023-02-06,53.9331
2023-02-07,53.9331
2023-02-08,53.9331
2023-02-09,53.9331
2023-02-10,53.9331
2023-02-11,53.9331
2023-02-12,53.9331
2023-02-13,53.9331
2023-02-14,53.9331
2023-02-15,53.9331
2023-02-16,53.9331
2023-02-17,53.9331
2023-02-18,53.9331
2023-02-19,53.9331
2023-02-20,53.9331
2023-02-21,53.9331
2023-02-22,53.9331
2023-02-23,53.9331
2023-02-24,53.9331
2023-02-25,53.9331
2023-02-26,53.9331
2023-02-27,53.9331
2023-02-28,53.9331
2023-03-01,53.9331
2023-03-02,53.9331
2023-03-03,53.9331
2023-03-04,53.9331
2023-03-05,53.9331
2023-03-06,53.9331
2023-03-07,53.9331
2023-03-08,53.9331
2023-03-09,53.9331
2023-03-10,53.9331
2023-03-11,53.9331
2023-03-12,53.9331
2023-03-13,53.9331
2023-03-14,53.9331
2023-03-15,53.9331
