,EXEL US Equity
2020-05-10,62.036
2020-05-11,64.4087
2020-05-12,62.8073
2020-05-13,61.8695
2020-05-14,57.1238
2020-05-15,58.9673
2020-05-16,58.9673
2020-05-17,58.9673
2020-05-18,58.7852
2020-05-19,56.6894
2020-05-20,56.9248
2020-05-21,55.9291
2020-05-22,55.9291
2020-05-23,55.9291
2020-05-24,55.9291
2020-05-25,55.9291
2020-05-26,55.1147
2020-05-27,55.2943
2020-05-28,55.0948
2020-05-29,55.9867
2020-05-30,55.9867
2020-05-31,55.9867
2020-06-01,54.2985
2020-06-02,54.6308
2020-06-03,51.4762
2020-06-04,49.8781
2020-06-05,49.3144
2020-06-06,49.3144
2020-06-07,49.3144
2020-06-08,49.9827
2020-06-09,50.0253
2020-06-10,51.4651
2020-06-11,47.254
2020-06-12,49.4365
2020-06-13,49.4365
2020-06-14,49.4365
2020-06-15,50.5633
2020-06-16,52.2286
2020-06-17,49.6077
2020-06-18,49.5803
2020-06-19,54.0653
2020-06-20,54.0653
2020-06-21,54.0653
2020-06-22,54.0363
2020-06-23,53.2365
2020-06-24,51.9118
2020-06-25,52.8292
2020-06-26,50.1787
2020-06-27,50.1787
2020-06-28,50.1787
2020-06-29,49.7531
2020-06-30,52.5563
2020-07-01,51.8453
2020-07-02,51.7849
2020-07-03,51.7849
2020-07-04,51.7849
2020-07-05,51.7849
2020-07-06,50.7453
2020-07-07,51.4277
2020-07-08,53.023
2020-07-09,53.7865
2020-07-10,55.9122
2020-07-11,55.9122
2020-07-12,55.9122
2020-07-13,52.3709
2020-07-14,52.1809
2020-07-15,53.8267
2020-07-16,52.9991
2020-07-17,54.3919
2020-07-18,54.3919
2020-07-19,54.3919
2020-07-20,57.1299
2020-07-21,54.3937
2020-07-22,54.5882
2020-07-23,54.9289
2020-07-24,53.5772
2020-07-25,53.5772
2020-07-26,53.5772
2020-07-27,54.0422
2020-07-28,52.6862
2020-07-29,50.9681
2020-07-30,50.6945
2020-07-31,48.3772
2020-08-01,48.3772
2020-08-02,48.3772
2020-08-03,50.4161
2020-08-04,49.6054
2020-08-05,48.2672
2020-08-06,47.4723
2020-08-07,46.0029
2020-08-08,46.0029
2020-08-09,46.0029
2020-08-10,44.0291
2020-08-11,43.8437
2020-08-12,44.6076
2020-08-13,45.2963
2020-08-14,45.1256
2020-08-15,45.1256
2020-08-16,45.1256
2020-08-17,48.0808
2020-08-18,47.5366
2020-08-19,46.9141
2020-08-20,47.1877
2020-08-21,46.4074
2020-08-22,46.4074
2020-08-23,46.4074
2020-08-24,44.1598
2020-08-25,45.5027
2020-08-26,43.7958
2020-08-27,45.1543
2020-08-28,44.6335
2020-08-29,44.6335
2020-08-30,44.6335
2020-08-31,47.2842
2020-09-01,44.8734
2020-09-02,46.3329
2020-09-03,42.2
2020-09-04,42.0029
2020-09-05,42.0029
2020-09-06,42.0029
2020-09-07,42.0029
2020-09-08,42.1659
2020-09-09,44.1827
2020-09-10,43.2853
2020-09-11,47.0253
2020-09-12,47.0253
2020-09-13,47.0253
2020-09-14,57.4032
2020-09-15,58.524
2020-09-16,62.3652
2020-09-17,63.0959
2020-09-18,62.5287
2020-09-19,62.5287
2020-09-20,62.5287
2020-09-21,58.6707
2020-09-22,57.9237
2020-09-23,51.5129
2020-09-24,50.0573
2020-09-25,51.8178
2020-09-26,51.8178
2020-09-27,51.8178
2020-09-28,51.4737
2020-09-29,53.7002
2020-09-30,53.5352
2020-10-01,53.7996
2020-10-02,50.0673
2020-10-03,50.0673
2020-10-04,50.0673
2020-10-05,51.8262
2020-10-06,50.3397
2020-10-07,51.3983
2020-10-08,54.1529
2020-10-09,51.32
2020-10-10,51.32
2020-10-11,51.32
2020-10-12,51.5274
2020-10-13,51.5884
2020-10-14,50.2159
2020-10-15,49.6948
2020-10-16,49.0694
2020-10-17,49.0694
2020-10-18,49.0694
2020-10-19,46.9461
2020-10-20,46.01
2020-10-21,44.5399
2020-10-22,44.6922
2020-10-23,46.4424
2020-10-24,46.4424
2020-10-25,46.4424
2020-10-26,45.1882
2020-10-27,44.3933
2020-10-28,42.2408
2020-10-29,42.1502
2020-10-30,40.8216
2020-10-31,40.8216
2020-11-01,40.8216
2020-11-02,41.3863
2020-11-03,43.4474
2020-11-04,49.22
2020-11-05,47.7739
2020-11-06,43.3326
2020-11-07,43.3326
2020-11-08,43.3326
2020-11-09,44.402
2020-11-10,45.2497
2020-11-11,43.6628
2020-11-12,42.3299
2020-11-13,42.0987
2020-11-14,42.0987
2020-11-15,42.0987
2020-11-16,40.6349
2020-11-17,39.5743
2020-11-18,39.5322
2020-11-19,38.8056
2020-11-20,38.547
2020-11-21,38.547
2020-11-22,38.547
2020-11-23,37.0701
2020-11-24,37.2136
2020-11-25,38.7084
2020-11-26,38.7084
2020-11-27,41.8499
2020-11-28,41.8499
2020-11-29,41.8499
2020-11-30,41.0497
2020-12-01,41.0497
2020-12-02,41.8587
2020-12-03,40.2132
2020-12-04,40.8999
2020-12-05,40.8999
2020-12-06,40.8999
2020-12-07,40.4536
2020-12-08,41.8177
2020-12-09,40.5713
2020-12-10,43.4602
2020-12-11,45.8993
2020-12-12,45.8993
2020-12-13,45.8993
2020-12-14,48.9239
2020-12-15,50.0132
2020-12-16,47.4751
2020-12-17,47.3962
2020-12-18,46.5155
2020-12-19,46.5155
2020-12-20,46.5155
2020-12-21,47.0704
2020-12-22,47.1649
2020-12-23,49.3408
2020-12-24,50.0501
2020-12-25,50.0501
2020-12-26,50.0501
2020-12-27,50.0501
2020-12-28,48.6852
2020-12-29,47.3495
2020-12-30,47.8429
2020-12-31,47.2022
2021-01-01,47.2022
2021-01-02,47.2022
2021-01-03,47.2022
2021-01-04,49.5009
2021-01-05,53.3385
2021-01-06,55.3846
2021-01-07,57.8431
2021-01-08,59.0655
2021-01-09,59.0655
2021-01-10,59.0655
2021-01-11,63.4802
2021-01-12,66.4882
2021-01-13,62.2731
2021-01-14,59.5618
2021-01-15,59.3128
2021-01-16,59.3128
2021-01-17,59.3128
2021-01-18,59.3128
2021-01-19,58.6897
2021-01-20,52.8601
2021-01-21,49.5175
2021-01-22,52.357
2021-01-23,52.357
2021-01-24,52.357
2021-01-25,54.5501
2021-01-26,53.2087
2021-01-27,52.6875
2021-01-28,52.6113
2021-01-29,52.2597
2021-01-30,52.2597
2021-01-31,52.2597
2021-02-01,52.2963
2021-02-02,53.5506
2021-02-03,54.71
2021-02-04,54.8193
2021-02-05,55.7768
2021-02-06,55.7768
2021-02-07,55.7768
2021-02-08,58.041
2021-02-09,54.1846
2021-02-10,54.4756
2021-02-11,50.4933
2021-02-12,49.8648
2021-02-13,49.8648
2021-02-14,49.8648
2021-02-15,49.8648
2021-02-16,49.9855
2021-02-17,53.5358
2021-02-18,51.0891
2021-02-19,50.8886
2021-02-20,50.8886
2021-02-21,50.8886
2021-02-22,50.0755
2021-02-23,50.9073
2021-02-24,52.6778
2021-02-25,49.7576
2021-02-26,48.5641
2021-02-27,48.5641
2021-02-28,48.5641
2021-03-01,51.1501
2021-03-02,49.9724
2021-03-03,47.3291
2021-03-04,47.253
2021-03-05,51.3751
2021-03-06,51.3751
2021-03-07,51.3751
2021-03-08,50.4553
2021-03-09,50.8511
2021-03-10,50.8917
2021-03-11,53.3236
2021-03-12,55.0597
2021-03-13,55.0597
2021-03-14,55.0597
2021-03-15,58.1735
2021-03-16,55.492
2021-03-17,53.6996
2021-03-18,52.4886
2021-03-19,54.4666
2021-03-20,54.4666
2021-03-21,54.4666
2021-03-22,55.2518
2021-03-23,51.4941
2021-03-24,48.2856
2021-03-25,48.982
2021-03-26,51.3896
2021-03-27,51.3896
2021-03-28,51.3896
2021-03-29,49.1048
2021-03-30,48.7008
2021-03-31,51.0487
2021-04-01,52.9528
2021-04-02,52.9528
2021-04-03,52.9528
2021-04-04,52.9528
2021-04-05,54.2045
2021-04-06,53.59
2021-04-07,53.9143
2021-04-08,53.6557
2021-04-09,52.6115
2021-04-10,52.6115
2021-04-11,52.6115
2021-04-12,52.2173
2021-04-13,53.7701
2021-04-14,56.1513
2021-04-15,55.6804
2021-04-16,53.9939
2021-04-17,53.9939
2021-04-18,53.9939
2021-04-19,54.5868
2021-04-20,57.4955
2021-04-21,58.0728
2021-04-22,58.0218
2021-04-23,58.2868
2021-04-24,58.2868
2021-04-25,58.2868
2021-04-26,58.7867
2021-04-27,57.5251
2021-04-28,58.0114
2021-04-29,57.6699
2021-04-30,57.263
2021-05-01,57.263
2021-05-02,57.263
2021-05-03,57.8779
2021-05-04,52.5684
2021-05-05,53.3146
2021-05-06,49.5358
2021-05-07,57.4059
2021-05-08,57.4059
2021-05-09,57.4059
2021-05-10,56.6324
2021-05-11,55.3781
2021-05-12,57.1528
2021-05-13,58.2135
2021-05-14,58.6156
2021-05-15,58.6156
2021-05-16,58.6156
2021-05-17,56.9662
2021-05-18,52.6554
2021-05-19,49.4711
2021-05-20,52.4082
2021-05-21,52.9124
2021-05-22,52.9124
2021-05-23,52.9124
2021-05-24,49.6476
2021-05-25,44.8075
2021-05-26,44.9756
2021-05-27,45.3203
2021-05-28,45.6286
2021-05-29,45.6286
2021-05-30,45.6286
2021-05-31,45.6286
2021-06-01,47.1265
2021-06-02,45.0136
2021-06-03,44.4976
2021-06-04,45.331
2021-06-05,45.331
2021-06-06,45.331
2021-06-07,44.1499
2021-06-08,44.8689
2021-06-09,47.5248
2021-06-10,48.2933
2021-06-11,48.4312
2021-06-12,48.4312
2021-06-13,48.4312
2021-06-14,47.4709
2021-06-15,46.9457
2021-06-16,46.0239
2021-06-17,44.726
2021-06-18,46.1911
2021-06-19,46.1911
2021-06-20,46.1911
2021-06-21,47.8756
2021-06-22,48.332
2021-06-23,45.5367
2021-06-24,48.7535
2021-06-25,51.3543
2021-06-26,51.3543
2021-06-27,51.3543
2021-06-28,34.0941
2021-06-29,33.9411
2021-06-30,35.103
2021-07-01,36.8892
2021-07-02,35.9627
2021-07-03,35.9627
2021-07-04,35.9627
2021-07-05,35.9627
2021-07-06,36.5269
2021-07-07,35.4822
2021-07-08,35.1356
2021-07-09,35.9674
2021-07-10,35.9674
2021-07-11,35.9674
2021-07-12,36.0145
2021-07-13,35.1836
2021-07-14,34.5976
2021-07-15,34.3822
2021-07-16,32.7726
2021-07-17,32.7726
2021-07-18,32.7726
2021-07-19,31.5214
2021-07-20,34.5213
2021-07-21,35.2799
2021-07-22,35.028
2021-07-23,34.4346
2021-07-24,34.4346
2021-07-25,34.4346
2021-07-26,33.8138
2021-07-27,34.5901
2021-07-28,37.2548
2021-07-29,36.3787
2021-07-30,36.3471
2021-07-31,36.3471
2021-08-01,36.3471
2021-08-02,38.4474
2021-08-03,37.57
2021-08-04,36.9658
2021-08-05,38.1659
2021-08-06,39.5826
2021-08-07,39.5826
2021-08-08,39.5826
2021-08-09,41.2534
2021-08-10,39.9579
2021-08-11,41.3039
2021-08-12,44.1121
2021-08-13,45.7138
2021-08-14,45.7138
2021-08-15,45.7138
2021-08-16,46.7826
2021-08-17,49.2909
2021-08-18,46.0341
2021-08-19,44.1188
2021-08-20,47.2582
2021-08-21,47.2582
2021-08-22,47.2582
2021-08-23,48.8586
2021-08-24,49.4928
2021-08-25,49.4023
2021-08-26,50.0171
2021-08-27,51.8334
2021-08-28,51.8334
2021-08-29,51.8334
2021-08-30,50.9977
2021-08-31,50.5514
2021-09-01,52.3259
2021-09-02,55.5794
2021-09-03,53.0158
2021-09-04,53.0158
2021-09-05,53.0158
2021-09-06,53.0158
2021-09-07,51.7805
2021-09-08,53.3981
2021-09-09,51.7035
2021-09-10,53.5858
2021-09-11,53.5858
2021-09-12,53.5858
2021-09-13,54.716
2021-09-14,54.243
2021-09-15,55.7383
2021-09-16,56.0443
2021-09-17,56.8379
2021-09-18,56.8379
2021-09-19,56.8379
2021-09-20,51.9834
2021-09-21,54.2728
2021-09-22,53.5989
2021-09-23,54.9348
2021-09-24,54.1287
2021-09-25,54.1287
2021-09-26,54.1287
2021-09-27,55.6977
2021-09-28,55.1403
2021-09-29,55.2792
2021-09-30,57.5887
2021-10-01,59.2943
2021-10-02,59.2943
2021-10-03,59.2943
2021-10-04,56.3632
2021-10-05,55.6237
2021-10-06,55.5657
2021-10-07,58.5197
2021-10-08,58.7774
2021-10-09,58.7774
2021-10-10,58.7774
2021-10-11,58.997
2021-10-12,57.2919
2021-10-13,57.5271
2021-10-14,59.3338
2021-10-15,59.2002
2021-10-16,59.2002
2021-10-17,59.2002
2021-10-18,55.8811
2021-10-19,56.8142
2021-10-20,57.4994
2021-10-21,55.483
2021-10-22,55.8447
2021-10-23,55.8447
2021-10-24,55.8447
2021-10-25,57.0314
2021-10-26,57.1867
2021-10-27,54.7317
2021-10-28,57.1625
2021-10-29,55.4873
2021-10-30,55.4873
2021-10-31,55.4873
2021-11-01,56.4898
2021-11-02,57.4294
2021-11-03,43.2563
2021-11-04,41.9973
2021-11-05,44.3227
2021-11-06,44.3227
2021-11-07,44.3227
2021-11-08,41.8981
2021-11-09,40.6706
2021-11-10,40.289
2021-11-11,38.4243
2021-11-12,39.9201
2021-11-13,39.9201
2021-11-14,39.9201
2021-11-15,39.8047
2021-11-16,39.2568
2021-11-17,39.0581
2021-11-18,37.526
2021-11-19,40.8495
2021-11-20,40.8495
2021-11-21,40.8495
2021-11-22,37.7345
2021-11-23,38.8072
2021-11-24,39.2881
2021-11-25,39.2881
2021-11-26,37.6799
2021-11-27,37.6799
2021-11-28,37.6799
2021-11-29,37.1186
2021-11-30,36.6665
2021-12-01,35.2242
2021-12-02,35.7604
2021-12-03,33.4676
2021-12-04,33.4676
2021-12-05,33.4676
2021-12-06,35.7322
2021-12-07,38.2271
2021-12-08,40.0782
2021-12-09,38.8731
2021-12-10,39.376
2021-12-11,39.376
2021-12-12,39.376
2021-12-13,41.552
2021-12-14,41.552
2021-12-15,46.5928
2021-12-16,45.507
2021-12-17,48.5792
2021-12-18,48.5792
2021-12-19,48.5792
2021-12-20,50.9865
2021-12-21,52.1923
2021-12-22,53.0056
2021-12-23,53.8653
2021-12-24,53.8653
2021-12-25,53.8653
2021-12-26,53.8653
2021-12-27,52.4321
2021-12-28,51.4516
2021-12-29,52.2218
2021-12-30,50.2429
2021-12-31,48.3983
2022-01-01,48.3983
2022-01-02,48.3983
2022-01-03,52.9894
2022-01-04,50.7574
2022-01-05,47.3058
2022-01-06,48.6112
2022-01-07,50.7938
2022-01-08,50.7938
2022-01-09,50.7938
2022-01-10,48.5652
2022-01-11,48.5652
2022-01-12,47.1063
2022-01-13,46.2259
2022-01-14,48.0753
2022-01-15,48.0753
2022-01-16,48.0753
2022-01-17,48.0753
2022-01-18,44.712
2022-01-19,43.4376
2022-01-20,43.2252
2022-01-21,44.8436
2022-01-22,44.8436
2022-01-23,44.8436
2022-01-24,50.8419
2022-01-25,49.406
2022-01-26,48.0916
2022-01-27,45.913
2022-01-28,47.6309
2022-01-29,47.6309
2022-01-30,47.6309
2022-01-31,49.2046
2022-02-01,50.6909
2022-02-02,48.4016
2022-02-03,48.5459
2022-02-04,52.3999
2022-02-05,52.3999
2022-02-06,52.3999
2022-02-07,53.7232
2022-02-08,53.1317
2022-02-09,54.846
2022-02-10,52.6066
2022-02-11,51.7326
2022-02-12,51.7326
2022-02-13,51.7326
2022-02-14,50.9541
2022-02-15,53.6166
2022-02-16,53.1111
2022-02-17,49.5358
2022-02-18,54.7329
2022-02-19,54.7329
2022-02-20,54.7329
2022-02-21,54.7329
2022-02-22,54.8905
2022-02-23,54.0152
2022-02-24,56.7127
2022-02-25,57.0196
2022-02-26,57.0196
2022-02-27,57.0196
2022-02-28,58.3556
2022-03-01,59.689
2022-03-02,60.02
2022-03-03,60.3196
2022-03-04,58.2861
2022-03-05,58.2861
2022-03-06,58.2861
2022-03-07,58.2861
2022-03-08,56.7504
2022-03-09,58.5496
2022-03-10,60.4118
2022-03-11,58.4468
2022-03-12,58.4468
2022-03-13,58.4468
2022-03-14,56.2213
2022-03-15,54.6603
2022-03-16,56.1794
2022-03-17,56.609
2022-03-18,59.2542
2022-03-19,59.2542
2022-03-20,59.2542
2022-03-21,58.4479
2022-03-22,59.9383
2022-03-23,58.0747
2022-03-24,59.022
2022-03-25,60.4296
2022-03-26,60.4296
2022-03-27,60.4296
2022-03-28,59.6424
2022-03-29,60.6221
2022-03-30,62.3928
2022-03-31,63.2661
2022-04-01,64.0913
2022-04-02,64.0913
2022-04-03,64.0913
2022-04-04,65.087
2022-04-05,63.3375
2022-04-06,64.0299
2022-04-07,63.0041
2022-04-08,63.3684
2022-04-09,63.3684
2022-04-10,63.3684
2022-04-11,59.1509
2022-04-12,59.0219
2022-04-13,61.7006
2022-04-14,62.1138
2022-04-15,62.1138
2022-04-16,62.1138
2022-04-17,62.1138
2022-04-18,60.4933
2022-04-19,59.8872
2022-04-20,60.9223
2022-04-21,58.0265
2022-04-22,57.1121
2022-04-23,57.1121
2022-04-24,57.1121
2022-04-25,59.1117
2022-04-26,55.3609
2022-04-27,57.0339
2022-04-28,57.8281
2022-04-29,55.1603
2022-04-30,55.1603
2022-05-01,55.1603
2022-05-02,56.6982
2022-05-03,56.1997
2022-05-04,57.4102
2022-05-05,54.071
2022-05-06,49.6456
2022-05-07,49.6456
2022-05-08,49.6456
2022-05-09,40.443
2022-05-10,42.6427
2022-05-11,42.9973
2022-05-12,42.8408
2022-05-13,44.309
2022-05-14,44.309
2022-05-15,44.309
2022-05-16,45.2444
2022-05-17,47.4265
2022-05-18,42.533
2022-05-19,35.9735
2022-05-20,37.5292
2022-05-21,37.5292
2022-05-22,37.5292
2022-05-23,37.4998
2022-05-24,37.3482
2022-05-25,37.9194
2022-05-26,39.8786
2022-05-27,40.944
2022-05-28,40.944
2022-05-29,40.944
2022-05-30,40.944
2022-05-31,40.6953
2022-06-01,41.4313
2022-06-02,42.8464
2022-06-03,44.3908
2022-06-04,44.3908
2022-06-05,44.3908
2022-06-06,43.3408
2022-06-07,46.7957
2022-06-08,45.7501
2022-06-09,44.3557
2022-06-10,41.5074
2022-06-11,41.5074
2022-06-12,41.5074
2022-06-13,39.6903
2022-06-14,39.9038
2022-06-15,41.3532
2022-06-16,39.9861
2022-06-17,45.0175
2022-06-18,45.0175
2022-06-19,45.0175
2022-06-20,45.0175
2022-06-21,48.5764
2022-06-22,51.9944
2022-06-23,56.0916
2022-06-24,58.9231
2022-06-25,58.9231
2022-06-26,58.9231
2022-06-27,58.9231
2022-06-28,53.603
2022-06-29,53.0227
2022-06-30,53.1277
2022-07-01,55.689
2022-07-02,55.689
2022-07-03,55.689
2022-07-04,55.689
2022-07-05,57.9097
2022-07-06,54.9007
2022-07-07,55.4828
2022-07-08,56.4518
2022-07-09,56.4518
2022-07-10,56.4518
2022-07-11,51.1533
2022-07-12,52.6201
2022-07-13,54.422
2022-07-14,53.3721
2022-07-15,53.3341
2022-07-16,53.3341
2022-07-17,53.3341
2022-07-18,54.1118
2022-07-19,55.022
2022-07-20,55.4285
2022-07-21,53.0321
2022-07-22,50.9876
2022-07-23,50.9876
2022-07-24,50.9876
2022-07-25,51.545
2022-07-26,52.7315
2022-07-27,52.565
2022-07-28,50.2673
2022-07-29,51.0188
2022-07-30,51.0188
2022-07-31,51.0188
2022-08-01,51.1794
2022-08-02,53.28
2022-08-03,52.8803
2022-08-04,53.0422
2022-08-05,53.3738
2022-08-06,53.3738
2022-08-07,53.3738
2022-08-08,53.5012
2022-08-09,51.1407
2022-08-10,44.6524
2022-08-11,43.6606
2022-08-12,44.8343
2022-08-13,44.8343
2022-08-14,44.8343
2022-08-15,44.5272
2022-08-16,45.0624
2022-08-17,44.2592
2022-08-18,43.895
2022-08-19,44.4727
2022-08-20,44.4727
2022-08-21,44.4727
2022-08-22,43.7108
2022-08-23,43.5394
2022-08-24,43.1021
2022-08-25,42.2246
2022-08-26,39.7944
2022-08-27,39.7944
2022-08-28,39.7944
2022-08-29,38.8765
2022-08-30,38.3591
2022-08-31,37.8382
2022-09-01,40.9035
2022-09-02,39.5989
2022-09-03,39.5989
2022-09-04,39.5989
2022-09-05,39.5989
2022-09-06,37.4467
2022-09-07,40.0077
2022-09-08,40.193
2022-09-09,40.761
2022-09-10,40.761
2022-09-11,40.761
2022-09-12,41.2102
2022-09-13,37.7033
2022-09-14,37.9665
2022-09-15,37.7602
2022-09-16,37.8998
2022-09-17,37.8998
2022-09-18,37.8998
2022-09-19,36.9147
2022-09-20,36.8286
2022-09-21,35.133
2022-09-22,35.6692
2022-09-23,34.4488
2022-09-24,34.4488
2022-09-25,34.4488
2022-09-26,32.8836
2022-09-27,32.9644
2022-09-28,35.3008
2022-09-29,33.8287
2022-09-30,33.1745
2022-10-01,33.1745
2022-10-02,33.1745
2022-10-03,38.3401
2022-10-04,38.7785
2022-10-05,36.8367
2022-10-06,35.2243
2022-10-07,34.4043
2022-10-08,34.4043
2022-10-09,34.4043
2022-10-10,32.6733
2022-10-11,36.786
2022-10-12,36.0001
2022-10-13,38.4348
2022-10-14,38.3904
2022-10-15,38.3904
2022-10-16,38.3904
2022-10-17,43.0242
2022-10-18,44.2989
2022-10-19,42.9086
2022-10-20,42.3198
2022-10-21,44.4237
2022-10-22,44.4237
2022-10-23,44.4237
2022-10-24,43.753
2022-10-25,46.0228
2022-10-26,44.2799
2022-10-27,44.175
2022-10-28,46.2177
2022-10-29,46.2177
2022-10-30,46.2177
2022-10-31,45.9372
2022-11-01,47.3903
2022-11-02,48.7505
2022-11-03,44.3966
2022-11-04,45.8266
2022-11-05,45.8266
2022-11-06,45.8266
2022-11-07,45.225
2022-11-08,46.6092
2022-11-09,45.6433
2022-11-10,48.9885
2022-11-11,48.3375
2022-11-12,48.3375
2022-11-13,48.3375
2022-11-14,47.7999
2022-11-15,48.3937
2022-11-16,48.7289
2022-11-17,49.2066
2022-11-18,49.139
2022-11-19,49.139
2022-11-20,49.139
2022-11-21,48.5177
2022-11-22,50.6683
2022-11-23,48.8392
2022-11-24,48.8392
2022-11-25,49.4204
2022-11-26,49.4204
2022-11-27,49.4204
2022-11-28,48.3549
2022-11-29,45.963
2022-11-30,50.5867
2022-12-01,50.3083
2022-12-02,52.6656
2022-12-03,52.6656
2022-12-04,52.6656
2022-12-05,51.4395
2022-12-06,47.7212
2022-12-07,45.7315
2022-12-08,46.9471
2022-12-09,42.5928
2022-12-10,42.5928
2022-12-11,42.5928
2022-12-12,44.7826
2022-12-13,44.6123
2022-12-14,45.6112
2022-12-15,43.3578
2022-12-16,44.3783
2022-12-17,44.3783
2022-12-18,44.3783
2022-12-19,41.6088
2022-12-20,43.4347
2022-12-21,43.9424
2022-12-22,44.8927
2022-12-23,44.5323
2022-12-24,44.5323
2022-12-25,44.5323
2022-12-26,44.5323
2022-12-27,42.4743
2022-12-28,42.0721
2022-12-29,44.0304
2022-12-30,46.8555
2022-12-31,46.8555
2023-01-01,46.8555
2023-01-02,46.8555
2023-01-03,48.6887
2023-01-04,53.3613
2023-01-05,50.4942
2023-01-06,54.4104
2023-01-07,54.4104
2023-01-08,54.4104
2023-01-09,51.7926
2023-01-10,53.5539
2023-01-11,51.2535
2023-01-12,50.6611
2023-01-13,49.1336
2023-01-14,49.1336
2023-01-15,49.1336
2023-01-16,49.1336
2023-01-17,48.4937
2023-01-18,48.3752
2023-01-19,49.8336
2023-01-20,51.0769
2023-01-21,51.0769
2023-01-22,51.0769
2023-01-23,52.8304
2023-01-24,54.7954
2023-01-25,54.5878
2023-01-26,56.7354
2023-01-27,55.0349
2023-01-28,55.0349
2023-01-29,55.0349
2023-01-30,54.472
2023-01-31,55.8162
2023-02-01,55.375
2023-02-02,55.677
2023-02-03,55.2131
2023-02-04,55.2131
2023-02-05,55.2131
2023-02-06,53.0781
2023-02-07,53.2118
2023-02-08,56.2426
2023-02-09,54.8353
2023-02-10,54.5998
2023-02-11,54.5998
2023-02-12,54.5998
2023-02-13,55.5221
2023-02-14,57.9821
2023-02-15,55.4598
2023-02-16,53.4428
2023-02-17,53.2886
2023-02-18,53.2886
2023-02-19,53.2886
2023-02-20,53.2886
2023-02-21,52.9723
2023-02-22,52.3297
2023-02-23,52.7742
2023-02-24,50.3462
2023-02-25,50.3462
2023-02-26,50.3462
2023-02-27,52.7452
2023-02-28,49.8636
2023-03-01,52.6824
2023-03-02,50.4984
2023-03-03,50.2754
2023-03-04,50.2754
2023-03-05,50.2754
2023-03-06,45.5572
2023-03-07,45.6348
2023-03-08,44.8412
2023-03-09,47.2908
2023-03-10,47.3688
2023-03-11,47.3688
2023-03-12,47.3688
2023-03-13,48.3957
2023-03-14,53.1924
2023-03-15,55.3396
2023-03-16,54.4778
2023-03-17,53.3834
2023-03-18,53.3834
