,MBUU US Equity
,RSI_30D
2020-01-01,67.4587
2020-01-02,67.4587
2020-01-03,66.8827
2020-01-04,66.8827
2020-01-05,66.8827
2020-01-06,67.3546
2020-01-07,65.2185
2020-01-08,65.7245
2020-01-09,61.6039
2020-01-10,58.1172
2020-01-11,58.1172
2020-01-12,58.1172
2020-01-13,60.5223
2020-01-14,60.6438
2020-01-15,62.8879
2020-01-16,65.3362
2020-01-17,67.4822
2020-01-18,67.4822
2020-01-19,67.4822
2020-01-20,67.4822
2020-01-21,67.6235
2020-01-22,62.559
2020-01-23,68.0388
2020-01-24,68.1598
2020-01-25,68.1598
2020-01-26,68.1598
2020-01-27,67.7177
2020-01-28,70.271
2020-01-29,67.8006
2020-01-30,65.3009
2020-01-31,64.199
2020-02-01,64.199
2020-02-02,64.199
2020-02-03,64.4061
2020-02-04,64.1927
2020-02-05,70.0111
2020-02-06,72.3286
2020-02-07,70.2959
2020-02-08,70.2959
2020-02-09,70.2959
2020-02-10,69.4253
2020-02-11,69.655
2020-02-12,72.4251
2020-02-13,75.2368
2020-02-14,70.4196
2020-02-15,70.4196
2020-02-16,70.4196
2020-02-17,70.4196
2020-02-18,71.0777
2020-02-19,72.3368
2020-02-20,72.4899
2020-02-21,66.8201
2020-02-22,66.8201
2020-02-23,66.8201
2020-02-24,60.1068
2020-02-25,54.6078
2020-02-26,57.296
2020-02-27,50.6606
2020-02-28,51.3005
2020-02-29,51.3005
2020-03-01,51.3005
2020-03-02,48.5785
2020-03-03,47.8388
2020-03-04,49.1797
2020-03-05,41.5174
2020-03-06,40.2885
2020-03-07,40.2885
2020-03-08,40.2885
2020-03-09,34.9499
2020-03-10,34.1293
2020-03-11,32.0754
2020-03-12,28.9823
2020-03-13,33.9962
2020-03-14,33.9962
2020-03-15,33.9962
2020-03-16,32.5518
2020-03-17,32.9545
2020-03-18,30.4184
2020-03-19,32.6393
2020-03-20,30.9683
2020-03-21,30.9683
2020-03-22,30.9683
2020-03-23,30.1733
2020-03-24,33.3252
2020-03-25,36.1236
2020-03-26,39.3557
2020-03-27,38.889
2020-03-28,38.889
2020-03-29,38.889
2020-03-30,39.9702
2020-03-31,39.9384
2020-04-01,35.8232
2020-04-02,31.6379
2020-04-03,31.1528
2020-04-04,31.1528
2020-04-05,31.1528
2020-04-06,33.5594
2020-04-07,35.0035
2020-04-08,37.9425
2020-04-09,43.227
2020-04-10,43.227
2020-04-11,43.227
2020-04-12,43.227
2020-04-13,40.9561
2020-04-14,42.2841
2020-04-15,41.5114
2020-04-16,41.4461
2020-04-17,44.01
2020-04-18,44.01
2020-04-19,44.01
2020-04-20,42.8571
2020-04-21,42.8835
2020-04-22,43.6794
2020-04-23,45.9506
2020-04-24,48.2597
2020-04-25,48.2597
2020-04-26,48.2597
2020-04-27,51.3559
2020-04-28,54.0299
2020-04-29,55.0563
2020-04-30,53.2008
2020-05-01,51.6042
2020-05-02,51.6042
2020-05-03,51.6042
2020-05-04,51.5326
2020-05-05,52.2638
2020-05-06,52.8388
2020-05-07,56.5628
2020-05-08,58.3812
2020-05-09,58.3812
2020-05-10,58.3812
2020-05-11,60.4656
2020-05-12,56.2624
2020-05-13,53.2288
2020-05-14,55.3496
2020-05-15,58.5433
2020-05-16,58.5433
2020-05-17,58.5433
2020-05-18,62.3273
2020-05-19,62.7113
2020-05-20,61.4641
2020-05-21,61.4796
2020-05-22,62.2667
2020-05-23,62.2667
2020-05-24,62.2667
2020-05-25,62.2667
2020-05-26,62.4018
2020-05-27,65.4572
2020-05-28,61.701
2020-05-29,60.2889
2020-05-30,60.2889
2020-05-31,60.2889
2020-06-01,61.9954
2020-06-02,60.7074
2020-06-03,64.4149
2020-06-04,64.9194
2020-06-05,64.3032
2020-06-06,64.3032
2020-06-07,64.3032
2020-06-08,64.3389
2020-06-09,62.8677
2020-06-10,62.4624
2020-06-11,57.7071
2020-06-12,58.6093
2020-06-13,58.6093
2020-06-14,58.6093
2020-06-15,60.1602
2020-06-16,61.7842
2020-06-17,59.9828
2020-06-18,59.9704
2020-06-19,58.9873
2020-06-20,58.9873
2020-06-21,58.9873
2020-06-22,59.8515
2020-06-23,59.6283
2020-06-24,57.4136
2020-06-25,57.1681
2020-06-26,55.982
2020-06-27,55.982
2020-06-28,55.982
2020-06-29,57.2327
2020-06-30,58.7484
2020-07-01,57.5372
2020-07-02,57.9603
2020-07-03,57.9603
2020-07-04,57.9603
2020-07-05,57.9603
2020-07-06,61.2246
2020-07-07,56.7955
2020-07-08,56.9503
2020-07-09,53.8327
2020-07-10,55.1829
2020-07-11,55.1829
2020-07-12,55.1829
2020-07-13,54.5256
2020-07-14,56.6042
2020-07-15,58.636
2020-07-16,57.9539
2020-07-17,55.8224
2020-07-18,55.8224
2020-07-19,55.8224
2020-07-20,56.8668
2020-07-21,60.5847
2020-07-22,62.1673
2020-07-23,61.9911
2020-07-24,62.0254
2020-07-25,62.0254
2020-07-26,62.0254
2020-07-27,64.4297
2020-07-28,63.4128
2020-07-29,63.137
2020-07-30,62.9283
2020-07-31,59.9143
2020-08-01,59.9143
2020-08-02,59.9143
2020-08-03,62.2308
2020-08-04,61.396
2020-08-05,61.5798
2020-08-06,57.5931
2020-08-07,56.2786
2020-08-08,56.2786
2020-08-09,56.2786
2020-08-10,54.0893
2020-08-11,53.9085
2020-08-12,56.2428
2020-08-13,58.7821
2020-08-14,59.4624
2020-08-15,59.4624
2020-08-16,59.4624
2020-08-17,60.507
2020-08-18,59.6969
2020-08-19,57.7955
2020-08-20,53.2935
2020-08-21,51.1423
2020-08-22,51.1423
2020-08-23,51.1423
2020-08-24,51.5515
2020-08-25,50.1868
2020-08-26,51.9341
2020-08-27,53.1359
2020-08-28,51.5754
2020-08-29,51.5754
2020-08-30,51.5754
2020-08-31,47.5342
2020-09-01,51.5518
2020-09-02,50.6144
2020-09-03,47.382
2020-09-04,46.6046
2020-09-05,46.6046
2020-09-06,46.6046
2020-09-07,46.6046
2020-09-08,46.6046
2020-09-09,46.3903
2020-09-10,45.009
2020-09-11,44.2587
2020-09-12,44.2587
2020-09-13,44.2587
2020-09-14,46.0411
2020-09-15,46.4191
2020-09-16,46.4191
2020-09-17,46.3472
2020-09-18,45.5089
2020-09-19,45.5089
2020-09-20,45.5089
2020-09-21,43.5598
2020-09-22,50.857
2020-09-23,46.628
2020-09-24,44.7494
2020-09-25,44.9625
2020-09-26,44.9625
2020-09-27,44.9625
2020-09-28,45.4236
2020-09-29,45.0979
2020-09-30,47.0992
2020-10-01,49.7025
2020-10-02,51.9839
2020-10-03,51.9839
2020-10-04,51.9839
2020-10-05,54.5722
2020-10-06,54.5829
2020-10-07,55.3298
2020-10-08,53.8817
2020-10-09,55.043
2020-10-10,55.043
2020-10-11,55.043
2020-10-12,53.1139
2020-10-13,53.9091
2020-10-14,52.8344
2020-10-15,53.7875
2020-10-16,54.0755
2020-10-17,54.0755
2020-10-18,54.0755
2020-10-19,51.3708
2020-10-20,53.3888
2020-10-21,50.8593
2020-10-22,50.3656
2020-10-23,50.0613
2020-10-24,50.0613
2020-10-25,50.0613
2020-10-26,46.5219
2020-10-27,49.478
2020-10-28,51.615
2020-10-29,49.2602
2020-10-30,47.1978
2020-10-31,47.1978
2020-11-01,47.1978
2020-11-02,47.9323
2020-11-03,51.6777
2020-11-04,52.015
2020-11-05,56.9079
2020-11-06,52.5444
2020-11-07,52.5444
2020-11-08,52.5444
2020-11-09,47.6012
2020-11-10,47.5421
2020-11-11,51.1673
2020-11-12,50.4809
2020-11-13,52.0731
2020-11-14,52.0731
2020-11-15,52.0731
2020-11-16,53.6726
2020-11-17,54.8419
2020-11-18,54.0955
2020-11-19,52.9823
2020-11-20,53.7936
2020-11-21,53.7936
2020-11-22,53.7936
2020-11-23,56.6833
2020-11-24,53.7524
2020-11-25,53.7181
2020-11-26,53.7181
2020-11-27,54.9153
2020-11-28,54.9153
2020-11-29,54.9153
2020-11-30,52.5115
2020-12-01,54.1755
2020-12-02,53.521
2020-12-03,53.9628
2020-12-04,54.6166
2020-12-05,54.6166
2020-12-06,54.6166
2020-12-07,55.4069
2020-12-08,55.4175
2020-12-09,54.4432
2020-12-10,55.1802
2020-12-11,54.2719
2020-12-12,54.2719
2020-12-13,54.2719
2020-12-14,59.1324
2020-12-15,60.0006
2020-12-16,59.6692
2020-12-17,60.6278
2020-12-18,59.8618
2020-12-19,59.8618
2020-12-20,59.8618
2020-12-21,60.3596
2020-12-22,62.4163
2020-12-23,62.7511
2020-12-24,61.3933
2020-12-25,61.3933
2020-12-26,61.3933
2020-12-27,61.3933
2020-12-28,58.5684
2020-12-29,54.3385
2020-12-30,55.3857
2020-12-31,54.3323
2021-01-01,54.3323
2021-01-02,54.3323
2021-01-03,54.3323
2021-01-04,53.4603
2021-01-05,56.4661
2021-01-06,56.0516
2021-01-07,56.2919
2021-01-08,54.729
2021-01-09,54.729
2021-01-10,54.729
2021-01-11,57.2868
2021-01-12,61.9195
2021-01-13,64.899
2021-01-14,62.2078
2021-01-15,61.4986
2021-01-16,61.4986
2021-01-17,61.4986
2021-01-18,61.4986
2021-01-19,64.7571
2021-01-20,65.4137
2021-01-21,65.5931
2021-01-22,65.3795
2021-01-23,65.3795
2021-01-24,65.3795
2021-01-25,61.8807
2021-01-26,64.3812
2021-01-27,58.133
2021-01-28,57.3884
2021-01-29,55.8477
2021-01-30,55.8477
2021-01-31,55.8477
2021-02-01,57.3132
2021-02-02,58.2894
2021-02-03,58.9161
2021-02-04,59.9359
2021-02-05,60.5014
2021-02-06,60.5014
2021-02-07,60.5014
2021-02-08,63.4494
2021-02-09,59.1208
2021-02-10,62.5341
2021-02-11,59.3226
2021-02-12,58.8425
2021-02-13,58.8425
2021-02-14,58.8425
2021-02-15,58.8425
2021-02-16,59.2914
2021-02-17,59.427
2021-02-18,56.5522
2021-02-19,58.9955
2021-02-20,58.9955
2021-02-21,58.9955
2021-02-22,59.9652
2021-02-23,61.5181
2021-02-24,61.8591
2021-02-25,58.0477
2021-02-26,54.0023
2021-02-27,54.0023
2021-02-28,54.0023
2021-03-01,57.9852
2021-03-02,57.757
2021-03-03,58.1063
2021-03-04,55.7017
2021-03-05,57.9341
2021-03-06,57.9341
2021-03-07,57.9341
2021-03-08,60.883
2021-03-09,61.3229
2021-03-10,62.461
2021-03-11,64.1953
2021-03-12,64.4505
2021-03-13,64.4505
2021-03-14,64.4505
2021-03-15,66.2077
2021-03-16,66.349
2021-03-17,61.5801
2021-03-18,59.4268
2021-03-19,59.5488
2021-03-20,59.5488
2021-03-21,59.5488
2021-03-22,58.9645
2021-03-23,53.0513
2021-03-24,50.0649
2021-03-25,52.258
2021-03-26,53.5459
2021-03-27,53.5459
2021-03-28,53.5459
2021-03-29,50.0411
2021-03-30,51.8433
2021-03-31,52.1919
2021-04-01,53.6301
2021-04-02,53.6301
2021-04-03,53.6301
2021-04-04,53.6301
2021-04-05,54.9671
2021-04-06,54.4971
2021-04-07,53.6663
2021-04-08,54.853
2021-04-09,54.9382
2021-04-10,54.9382
2021-04-11,54.9382
2021-04-12,56.8036
2021-04-13,55.4288
2021-04-14,55.1806
2021-04-15,54.4133
2021-04-16,55.3132
2021-04-17,55.3132
2021-04-18,55.3132
2021-04-19,54.6414
2021-04-20,50.6307
2021-04-21,51.3946
2021-04-22,54.9359
2021-04-23,56.3291
2021-04-24,56.3291
2021-04-25,56.3291
2021-04-26,57.6086
2021-04-27,57.4242
2021-04-28,53.5866
2021-04-29,53.2884
2021-04-30,52.9294
2021-05-01,52.9294
2021-05-02,52.9294
2021-05-03,56.1176
2021-05-04,54.5725
2021-05-05,51.1849
2021-05-06,51.6082
2021-05-07,53.4494
2021-05-08,53.4494
2021-05-09,53.4494
2021-05-10,51.7892
2021-05-11,52.7784
2021-05-12,46.748
2021-05-13,52.167
2021-05-14,53.3057
2021-05-15,53.3057
2021-05-16,53.3057
2021-05-17,51.9347
2021-05-18,50.8896
2021-05-19,50.2259
2021-05-20,49.2163
2021-05-21,47.3277
2021-05-22,47.3277
2021-05-23,47.3277
2021-05-24,45.7421
2021-05-25,43.9959
2021-05-26,45.2843
2021-05-27,47.1366
2021-05-28,47.8592
2021-05-29,47.8592
2021-05-30,47.8592
2021-05-31,47.8592
2021-06-01,49.1041
2021-06-02,47.9386
2021-06-03,46.6743
2021-06-04,45.3221
2021-06-05,45.3221
2021-06-06,45.3221
2021-06-07,46.7091
2021-06-08,46.6349
2021-06-09,45.5135
2021-06-10,42.2714
2021-06-11,43.4649
2021-06-12,43.4649
2021-06-13,43.4649
2021-06-14,42.1716
2021-06-15,41.8663
2021-06-16,41.2571
2021-06-17,42.1404
2021-06-18,42.8929
2021-06-19,42.8929
2021-06-20,42.8929
2021-06-21,45.8662
2021-06-22,46.5826
2021-06-23,46.3574
2021-06-24,47.0911
2021-06-25,46.0758
2021-06-26,46.0758
2021-06-27,46.0758
2021-06-28,44.4883
2021-06-29,44.1364
2021-06-30,45.4108
2021-07-01,46.2219
2021-07-02,43.9345
2021-07-03,43.9345
2021-07-04,43.9345
2021-07-05,43.9345
2021-07-06,42.0876
2021-07-07,41.7848
2021-07-08,40.9317
2021-07-09,44.4776
2021-07-10,44.4776
2021-07-11,44.4776
2021-07-12,49.0265
2021-07-13,48.8902
2021-07-14,50.9916
2021-07-15,49.7966
2021-07-16,49.0315
2021-07-17,49.0315
2021-07-18,49.0315
2021-07-19,48.451
2021-07-20,53.1044
2021-07-21,53.4112
2021-07-22,52.9251
2021-07-23,54.3723
2021-07-24,54.3723
2021-07-25,54.3723
2021-07-26,53.6261
2021-07-27,51.7375
2021-07-28,53.3315
2021-07-29,56.1504
2021-07-30,58.2066
2021-07-31,58.2066
2021-08-01,58.2066
2021-08-02,58.6678
2021-08-03,58.3493
2021-08-04,59.3558
2021-08-05,57.4316
2021-08-06,57.8448
2021-08-07,57.8448
2021-08-08,57.8448
2021-08-09,54.5438
2021-08-10,57.3476
2021-08-11,57.8121
2021-08-12,55.3057
2021-08-13,53.8857
2021-08-14,53.8857
2021-08-15,53.8857
2021-08-16,53.6937
2021-08-17,49.0809
2021-08-18,44.186
2021-08-19,43.5798
2021-08-20,46.4309
2021-08-21,46.4309
2021-08-22,46.4309
2021-08-23,48.0834
2021-08-24,52.3561
2021-08-25,52.545
2021-08-26,48.5412
2021-08-27,46.1113
2021-08-28,46.1113
2021-08-29,46.1113
2021-08-30,47.6243
2021-08-31,43.4717
2021-09-01,44.8389
2021-09-02,43.217
2021-09-03,42.7363
2021-09-04,42.7363
2021-09-05,42.7363
2021-09-06,42.7363
2021-09-07,42.0936
2021-09-08,41.0353
2021-09-09,42.2882
2021-09-10,41.9051
2021-09-11,41.9051
2021-09-12,41.9051
2021-09-13,42.7733
2021-09-14,40.9487
2021-09-15,42.0576
2021-09-16,41.2932
2021-09-17,42.3372
2021-09-18,42.3372
2021-09-19,42.3372
2021-09-20,40.5488
2021-09-21,40.1268
2021-09-22,42.5326
2021-09-23,44.3309
2021-09-24,44.7648
2021-09-25,44.7648
2021-09-26,44.7648
2021-09-27,45.6936
2021-09-28,47.1513
2021-09-29,45.8885
2021-09-30,45.3404
2021-10-01,48.8557
2021-10-02,48.8557
2021-10-03,48.8557
2021-10-04,47.3457
2021-10-05,47.9438
2021-10-06,47.8582
2021-10-07,49.12
2021-10-08,47.2332
2021-10-09,47.2332
2021-10-10,47.2332
2021-10-11,44.8566
2021-10-12,44.8099
2021-10-13,45.017
2021-10-14,46.6582
2021-10-15,45.6548
2021-10-16,45.6548
2021-10-17,45.6548
2021-10-18,47.7018
2021-10-19,45.1694
2021-10-20,43.8801
2021-10-21,46.0679
2021-10-22,46.4644
2021-10-23,46.4644
2021-10-24,46.4644
2021-10-25,47.7739
2021-10-26,44.3213
2021-10-27,43.213
2021-10-28,46.3016
2021-10-29,48.5589
2021-10-30,48.5589
2021-10-31,48.5589
2021-11-01,52.756
2021-11-02,50.4296
2021-11-03,52.9419
2021-11-04,53.8507
2021-11-05,56.025
2021-11-06,56.025
2021-11-07,56.025
2021-11-08,53.1841
2021-11-09,51.5879
2021-11-10,50.6661
2021-11-11,48.3999
2021-11-12,49.0329
2021-11-13,49.0329
2021-11-14,49.0329
2021-11-15,47.4849
2021-11-16,49.5114
2021-11-17,50.2758
2021-11-18,49.4391
2021-11-19,48.3094
2021-11-20,48.3094
2021-11-21,48.3094
2021-11-22,52.0809
2021-11-23,53.4943
2021-11-24,53.875
2021-11-25,53.875
2021-11-26,49.1689
2021-11-27,49.1689
2021-11-28,49.1689
2021-11-29,48.4066
2021-11-30,46.6679
2021-12-01,47.5837
2021-12-02,49.0496
2021-12-03,46.7783
2021-12-04,46.7783
2021-12-05,46.7783
