,MBUU US Equity
2021-12-06,48.7009
2021-12-07,48.2708
2021-12-08,45.8839
2021-12-09,44.2711
2021-12-10,45.1589
2021-12-11,45.1589
2021-12-12,45.1589
2021-12-13,44.4933
2021-12-14,44.4818
2021-12-15,46.4704
2021-12-16,45.0416
2021-12-17,42.7235
2021-12-18,42.7235
2021-12-19,42.7235
2021-12-20,40.3428
2021-12-21,42.6637
2021-12-22,43.8928
2021-12-23,45.495
2021-12-24,45.495
2021-12-25,45.495
2021-12-26,45.495
2021-12-27,46.6832
2021-12-28,46.8643
2021-12-29,48.2766
2021-12-30,49.298
2021-12-31,48.4948
2022-01-01,48.4948
2022-01-02,48.4948
2022-01-03,49.8473
2022-01-04,48.2895
2022-01-05,45.9195
2022-01-06,50.2752
2022-01-07,46.8329
2022-01-08,46.8329
2022-01-09,46.8329
2022-01-10,47.1169
2022-01-11,45.8972
2022-01-12,44.7465
2022-01-13,45.7759
2022-01-14,44.6724
2022-01-15,44.6724
2022-01-16,44.6724
2022-01-17,44.6724
2022-01-18,41.7223
2022-01-19,40.8463
2022-01-20,38.1553
2022-01-21,35.9739
2022-01-22,35.9739
2022-01-23,35.9739
2022-01-24,42.7203
2022-01-25,42.3832
2022-01-26,41.6336
2022-01-27,42.1417
2022-01-28,46.1307
2022-01-29,46.1307
2022-01-30,46.1307
2022-01-31,48.6073
2022-02-01,51.5456
2022-02-02,47.9015
2022-02-03,47.2171
2022-02-04,46.76
2022-02-05,46.76
2022-02-06,46.76
2022-02-07,47.8294
2022-02-08,53.7582
2022-02-09,53.5149
2022-02-10,51.7496
2022-02-11,52.1762
2022-02-12,52.1762
2022-02-13,52.1762
2022-02-14,50.4346
2022-02-15,52.6851
2022-02-16,51.5444
2022-02-17,50.5509
2022-02-18,50.6653
2022-02-19,50.6653
2022-02-20,50.6653
2022-02-21,50.6653
2022-02-22,50.328
2022-02-23,50.4863
2022-02-24,50.9835
2022-02-25,52.3809
2022-02-26,52.3809
2022-02-27,52.3809
2022-02-28,53.1633
2022-03-01,51.6277
2022-03-02,53.9496
2022-03-03,52.948
2022-03-04,48.1216
2022-03-05,48.1216
2022-03-06,48.1216
2022-03-07,41.2079
2022-03-08,43.601
2022-03-09,47.22
2022-03-10,46.1946
2022-03-11,43.5334
2022-03-12,43.5334
2022-03-13,43.5334
2022-03-14,41.4225
2022-03-15,43.2003
2022-03-16,45.2822
2022-03-17,43.9703
2022-03-18,45.5457
2022-03-19,45.5457
2022-03-20,45.5457
2022-03-21,45.614
2022-03-22,46.3791
2022-03-23,43.0561
2022-03-24,44.0746
2022-03-25,43.8858
2022-03-26,43.8858
2022-03-27,43.8858
2022-03-28,44.5372
2022-03-29,48.6344
2022-03-30,45.9603
2022-03-31,43.6182
2022-04-01,41.8146
2022-04-02,41.8146
2022-04-03,41.8146
2022-04-04,42.0779
2022-04-05,39.4976
2022-04-06,37.8175
2022-04-07,37.6403
2022-04-08,37.6534
2022-04-09,37.6534
2022-04-10,37.6534
2022-04-11,39.3841
2022-04-12,39.4638
2022-04-13,39.791
2022-04-14,39.6801
2022-04-15,39.6801
2022-04-16,39.6801
2022-04-17,39.6801
2022-04-18,40.1262
2022-04-19,41.8068
2022-04-20,41.4978
2022-04-21,40.1177
2022-04-22,38.669
2022-04-23,38.669
2022-04-24,38.669
2022-04-25,40.7324
2022-04-26,38.1723
2022-04-27,38.1723
2022-04-28,40.0658
2022-04-29,39.8115
2022-04-30,39.8115
2022-05-01,39.8115
2022-05-02,41.1408
2022-05-03,42.3958
2022-05-04,45.3225
2022-05-05,43.1026
2022-05-06,42.9686
2022-05-07,42.9686
2022-05-08,42.9686
2022-05-09,43.5734
2022-05-10,49.3645
2022-05-11,48.4275
2022-05-12,50.1658
2022-05-13,53.6272
2022-05-14,53.6272
2022-05-15,53.6272
2022-05-16,52.3771
2022-05-17,54.8497
2022-05-18,48.4723
2022-05-19,47.0831
2022-05-20,47.499
2022-05-21,47.499
2022-05-22,47.499
2022-05-23,47.5477
2022-05-24,49.0878
2022-05-25,50.99
2022-05-26,51.9021
2022-05-27,51.9021
2022-05-28,51.9021
2022-05-29,51.9021
2022-05-30,51.9021
2022-05-31,51.9506
2022-06-01,52.063
2022-06-02,51.9512
2022-06-03,49.6497
2022-06-04,49.6497
2022-06-05,49.6497
2022-06-06,51.9192
2022-06-07,52.3455
2022-06-08,52.6875
2022-06-09,52.4479
2022-06-10,47.9381
2022-06-11,47.9381
2022-06-12,47.9381
2022-06-13,45.1046
2022-06-14,46.9421
2022-06-15,45.5736
2022-06-16,40.0464
2022-06-17,43.5066
2022-06-18,43.5066
2022-06-19,43.5066
2022-06-20,43.5066
2022-06-21,44.3902
2022-06-22,45.486
2022-06-23,46.6012
2022-06-24,46.7086
2022-06-25,46.7086
2022-06-26,46.7086
2022-06-27,47.2979
2022-06-28,46.4331
2022-06-29,47.2316
2022-06-30,45.7452
2022-07-01,46.22
2022-07-02,46.22
2022-07-03,46.22
2022-07-04,46.22
2022-07-05,48.9085
2022-07-06,48.3972
2022-07-07,50.4695
2022-07-08,51.0232
2022-07-09,51.0232
2022-07-10,51.0232
2022-07-11,50.4111
2022-07-12,51.4159
2022-07-13,52.6357
2022-07-14,51.0179
2022-07-15,52.4995
2022-07-16,52.4995
2022-07-17,52.4995
2022-07-18,50.5936
2022-07-19,52.7816
2022-07-20,55.1709
2022-07-21,56.3642
2022-07-22,55.8024
2022-07-23,55.8024
2022-07-24,55.8024
2022-07-25,56.2535
2022-07-26,55.7343
2022-07-27,57.6097
2022-07-28,57.519
2022-07-29,58.7417
2022-07-30,58.7417
2022-07-31,58.7417
2022-08-01,59.3403
2022-08-02,56.9469
2022-08-03,59.1004
2022-08-04,58.8514
2022-08-05,58.6156
2022-08-06,58.6156
2022-08-07,58.6156
2022-08-08,60.289
2022-08-09,58.6012
2022-08-10,60.855
2022-08-11,60.7117
2022-08-12,62.7473
2022-08-13,62.7473
2022-08-14,62.7473
2022-08-15,64.585
2022-08-16,64.9614
2022-08-17,65.7039
2022-08-18,67.3943
2022-08-19,62.7557
2022-08-20,62.7557
2022-08-21,62.7557
2022-08-22,59.2961
2022-08-23,59.6342
2022-08-24,60.1219
2022-08-25,58.5399
2022-08-26,53.1177
2022-08-27,53.1177
2022-08-28,53.1177
2022-08-29,50.8753
2022-08-30,50.161
2022-08-31,47.8004
2022-09-01,45.5814
2022-09-02,45.4672
2022-09-03,45.4672
2022-09-04,45.4672
2022-09-05,45.4672
2022-09-06,42.074
2022-09-07,45.1842
2022-09-08,41.7384
2022-09-09,41.3664
2022-09-10,41.3664
2022-09-11,41.3664
2022-09-12,42.8948
2022-09-13,41.3463
2022-09-14,41.2109
2022-09-15,43.2728
2022-09-16,40.2989
2022-09-17,40.2989
2022-09-18,40.2989
2022-09-19,41.4948
2022-09-20,38.9671
2022-09-21,37.8733
2022-09-22,37.2612
2022-09-23,36.724
2022-09-24,36.724
2022-09-25,36.724
2022-09-26,35.9258
2022-09-27,40.3536
2022-09-28,41.7868
2022-09-29,39.8533
2022-09-30,37.1732
2022-10-01,37.1732
2022-10-02,37.1732
2022-10-03,36.3544
2022-10-04,38.7058
2022-10-05,37.5617
2022-10-06,38.5194
2022-10-07,37.3665
2022-10-08,37.3665
2022-10-09,37.3665
2022-10-10,37.9339
2022-10-11,40.0191
2022-10-12,41.3138
2022-10-13,42.6985
2022-10-14,39.3322
2022-10-15,39.3322
2022-10-16,39.3322
2022-10-17,39.4392
2022-10-18,42.3656
2022-10-19,41.3748
2022-10-20,40.6737
2022-10-21,41.1802
2022-10-22,41.1802
2022-10-23,41.1802
2022-10-24,44.1737
2022-10-25,48.1556
2022-10-26,49.7261
2022-10-27,49.1395
2022-10-28,50.9214
2022-10-29,50.9214
2022-10-30,50.9214
2022-10-31,49.5188
2022-11-01,50.7707
2022-11-02,47.1424
2022-11-03,48.6813
2022-11-04,51.1712
2022-11-05,51.1712
2022-11-06,51.1712
2022-11-07,50.6951
2022-11-08,52.7694
2022-11-09,51.5403
2022-11-10,56.1496
2022-11-11,58.7435
2022-11-12,58.7435
2022-11-13,58.7435
2022-11-14,57.4508
2022-11-15,58.0678
2022-11-16,54.81
2022-11-17,55.3651
2022-11-18,56.7572
2022-11-19,56.7572
2022-11-20,56.7572
2022-11-21,52.4523
2022-11-22,54.496
2022-11-23,52.7168
2022-11-24,52.7168
2022-11-25,53.0065
2022-11-26,53.0065
2022-11-27,53.0065
2022-11-28,52.4714
2022-11-29,52.9495
2022-11-30,53.9738
2022-12-01,54.4797
2022-12-02,54.9114
2022-12-03,54.9114
2022-12-04,54.9114
2022-12-05,52.1606
2022-12-06,51.1889
2022-12-07,50.5702
2022-12-08,50.5856
2022-12-09,50.164
2022-12-10,50.164
2022-12-11,50.164
2022-12-12,52.4656
2022-12-13,51.6376
2022-12-14,51.718
2022-12-15,50.8777
2022-12-16,50.0022
2022-12-17,50.0022
2022-12-18,50.0022
2022-12-19,48.0192
2022-12-20,47.1519
2022-12-21,49.9907
2022-12-22,46.6289
2022-12-23,47.7287
2022-12-24,47.7287
2022-12-25,47.7287
2022-12-26,47.7287
2022-12-27,47.1611
2022-12-28,44.3259
2022-12-29,47.2803
2022-12-30,47.1383
2022-12-31,47.1383
2023-01-01,47.1383
2023-01-02,47.1383
2023-01-03,47.3564
2023-01-04,50.5405
2023-01-05,51.0816
2023-01-06,54.0401
2023-01-07,54.0401
2023-01-08,54.0401
2023-01-09,53.9474
2023-01-10,55.2501
2023-01-11,55.9573
2023-01-12,56.8663
2023-01-13,56.0412
2023-01-14,56.0412
2023-01-15,56.0412
2023-01-16,56.0412
2023-01-17,55.6237
2023-01-18,51.2588
2023-01-19,51.6319
2023-01-20,53.3556
2023-01-21,53.3556
2023-01-22,53.3556
2023-01-23,55.6575
2023-01-24,55.6903
2023-01-25,55.0794
2023-01-26,51.4367
2023-01-27,50.784
2023-01-28,50.784
2023-01-29,50.784
2023-01-30,52.0971
2023-01-31,57.6455
2023-02-01,60.5882
2023-02-02,63.6717
2023-02-03,60.8897
2023-02-04,60.8897
2023-02-05,60.8897
2023-02-06,58.4732
2023-02-07,59.6257
2023-02-08,60.1781
2023-02-09,55.1499
2023-02-10,54.1197
2023-02-11,54.1197
2023-02-12,54.1197
2023-02-13,55.9612
2023-02-14,55.5766
2023-02-15,57.1817
2023-02-16,55.3967
2023-02-17,56.2029
2023-02-18,56.2029
2023-02-19,56.2029
2023-02-20,56.2029
2023-02-21,53.2012
2023-02-22,54.5019
2023-02-23,53.6697
2023-02-24,53.0758
2023-02-25,53.0758
2023-02-26,53.0758
2023-02-27,51.8709
2023-02-28,51.5899
2023-03-01,50.6324
2023-03-02,51.9646
2023-03-03,52.4243
2023-03-04,52.4243
2023-03-05,52.4243
2023-03-06,51.5361
2023-03-07,52.5967
2023-03-08,52.5571
2023-03-09,49.0199
2023-03-10,46.8344
2023-03-11,46.8344
2023-03-12,46.8344
2023-03-13,44.8492
2023-03-14,45.7488
2023-03-15,43.8261
2023-03-16,44.5066
2023-03-17,41.4088
2023-03-18,41.4088
