,H US Equity
2020-06-06,56.116
2020-06-07,56.116
2020-06-08,59.1215
2020-06-09,54.7403
2020-06-10,51.9699
2020-06-11,47.5592
2020-06-12,48.9097
2020-06-13,48.9097
2020-06-14,48.9097
2020-06-15,48.5479
2020-06-16,49.5179
2020-06-17,48.1259
2020-06-18,48.7224
2020-06-19,46.7066
2020-06-20,46.7066
2020-06-21,46.7066
2020-06-22,46.9568
2020-06-23,46.7945
2020-06-24,44.2612
2020-06-25,43.6878
2020-06-26,42.2751
2020-06-27,42.2751
2020-06-28,42.2751
2020-06-29,45.4097
2020-06-30,45.2356
2020-07-01,46.0624
2020-07-02,46.5047
2020-07-03,46.5047
2020-07-04,46.5047
2020-07-05,46.5047
2020-07-06,47.2505
2020-07-07,45.0831
2020-07-08,45.8539
2020-07-09,44.3929
2020-07-10,45.4194
2020-07-11,45.4194
2020-07-12,45.4194
2020-07-13,44.7933
2020-07-14,44.9371
2020-07-15,49.9095
2020-07-16,50.0264
2020-07-17,48.494
2020-07-18,48.494
2020-07-19,48.494
2020-07-20,46.8121
2020-07-21,47.6873
2020-07-22,48.2077
2020-07-23,47.4209
2020-07-24,46.3994
2020-07-25,46.3994
2020-07-26,46.3994
2020-07-27,45.5325
2020-07-28,45.3334
2020-07-29,46.3408
2020-07-30,45.3308
2020-07-31,44.1807
2020-08-01,44.1807
2020-08-02,44.1807
2020-08-03,44.16
2020-08-04,45.8144
2020-08-05,45.3074
2020-08-06,47.4771
2020-08-07,48.358
2020-08-08,48.358
2020-08-09,48.358
2020-08-10,52.2373
2020-08-11,53.2275
2020-08-12,52.1971
2020-08-13,52.3267
2020-08-14,54.1061
2020-08-15,54.1061
2020-08-16,54.1061
2020-08-17,52.2865
2020-08-18,51.3092
2020-08-19,51.1116
2020-08-20,51.1505
2020-08-21,52.2262
2020-08-22,52.2262
2020-08-23,52.2262
2020-08-24,55.6627
2020-08-25,55.8511
2020-08-26,51.7165
2020-08-27,54.5624
2020-08-28,56.8823
2020-08-29,56.8823
2020-08-30,56.8823
2020-08-31,53.3029
2020-09-01,53.5746
2020-09-02,54.3866
2020-09-03,55.1524
2020-09-04,57.2364
2020-09-05,57.2364
2020-09-06,57.2364
2020-09-07,57.2364
2020-09-08,54.5048
2020-09-09,53.4546
2020-09-10,52.6208
2020-09-11,50.6185
2020-09-12,50.6185
2020-09-13,50.6185
2020-09-14,55.2537
2020-09-15,56.0643
2020-09-16,57.378
2020-09-17,55.1665
2020-09-18,51.993
2020-09-19,51.993
2020-09-20,51.993
2020-09-21,47.806
2020-09-22,47.795
2020-09-23,46.7791
2020-09-24,46.8173
2020-09-25,47.9993
2020-09-26,47.9993
2020-09-27,47.9993
2020-09-28,49.3905
2020-09-29,47.8962
2020-09-30,48.0535
2020-10-01,48.4161
2020-10-02,48.4712
2020-10-03,48.4712
2020-10-04,48.4712
2020-10-05,49.9646
2020-10-06,50.7305
2020-10-07,53.1546
2020-10-08,55.4588
2020-10-09,53.1471
2020-10-10,53.1471
2020-10-11,53.1471
2020-10-12,53.6125
2020-10-13,50.2749
2020-10-14,48.7894
2020-10-15,49.7944
2020-10-16,50.2042
2020-10-17,50.2042
2020-10-18,50.2042
2020-10-19,48.6698
2020-10-20,50.6749
2020-10-21,50.364
2020-10-22,54.7387
2020-10-23,55.0081
2020-10-24,55.0081
2020-10-25,55.0081
2020-10-26,50.8655
2020-10-27,48.8765
2020-10-28,46.761
2020-10-29,49.0811
2020-10-30,49.8135
2020-10-31,49.8135
2020-11-01,49.8135
2020-11-02,50.4195
2020-11-03,53.8413
2020-11-04,52.5763
2020-11-05,51.729
2020-11-06,51.1378
2020-11-07,51.1378
2020-11-08,51.1378
2020-11-09,62.6194
2020-11-10,60.9482
2020-11-11,59.4883
2020-11-12,60.1061
2020-11-13,62.821
2020-11-14,62.821
2020-11-15,62.821
2020-11-16,64.6273
2020-11-17,63.2344
2020-11-18,62.5975
2020-11-19,62.7297
2020-11-20,61.2325
2020-11-21,61.2325
2020-11-22,61.2325
2020-11-23,63.4028
2020-11-24,65.3176
2020-11-25,64.3089
2020-11-26,64.3089
2020-11-27,64.4608
2020-11-28,64.4608
2020-11-29,64.4608
2020-11-30,62.2115
2020-12-01,63.2407
2020-12-02,63.6303
2020-12-03,64.4272
2020-12-04,65.3709
2020-12-05,65.3709
2020-12-06,65.3709
2020-12-07,62.5893
2020-12-08,62.4691
2020-12-09,62.5343
2020-12-10,63.2598
2020-12-11,61.562
2020-12-12,61.562
2020-12-13,61.562
2020-12-14,57.6512
2020-12-15,59.7159
2020-12-16,59.4192
2020-12-17,59.7605
2020-12-18,59.3692
2020-12-19,59.3692
2020-12-20,59.3692
2020-12-21,58.5131
2020-12-22,56.8942
2020-12-23,58.7181
2020-12-24,58.573
2020-12-25,58.573
2020-12-26,58.573
2020-12-27,58.573
2020-12-28,59.0499
2020-12-29,58.5566
2020-12-30,59.4035
2020-12-31,60.1377
2021-01-01,60.1377
2021-01-02,60.1377
2021-01-03,60.1377
2021-01-04,54.6862
2021-01-05,55.3941
2021-01-06,58.3896
2021-01-07,59.0171
2021-01-08,58.6612
2021-01-09,58.6612
2021-01-10,58.6612
2021-01-11,56.9196
2021-01-12,57.3268
2021-01-13,54.7345
2021-01-14,55.5922
2021-01-15,52.7334
2021-01-16,52.7334
2021-01-17,52.7334
2021-01-18,52.7334
2021-01-19,53.2949
2021-01-20,54.0432
2021-01-21,54.9588
2021-01-22,52.5113
2021-01-23,52.5113
2021-01-24,52.5113
2021-01-25,51.7331
2021-01-26,51.3721
2021-01-27,44.8914
2021-01-28,48.7239
2021-01-29,45.1054
2021-01-30,45.1054
2021-01-31,45.1054
2021-02-01,46.9615
2021-02-02,50.3532
2021-02-03,51.9304
2021-02-04,53.5553
2021-02-05,55.8255
2021-02-06,55.8255
2021-02-07,55.8255
2021-02-08,55.5793
2021-02-09,54.6982
2021-02-10,55.2123
2021-02-11,55.7198
2021-02-12,58.5518
2021-02-13,58.5518
2021-02-14,58.5518
2021-02-15,58.5518
2021-02-16,61.0226
2021-02-17,60.6308
2021-02-18,60.7611
2021-02-19,64.5088
2021-02-20,64.5088
2021-02-21,64.5088
2021-02-22,65.7614
2021-02-23,68.1309
2021-02-24,71.5803
2021-02-25,65.3464
2021-02-26,65.9776
2021-02-27,65.9776
2021-02-28,65.9776
2021-03-01,66.1161
2021-03-02,65.8849
2021-03-03,65.967
2021-03-04,61.0449
2021-03-05,62.3109
2021-03-06,62.3109
2021-03-07,62.3109
2021-03-08,63.3678
2021-03-09,60.9705
2021-03-10,59.5912
2021-03-11,60.9115
2021-03-12,61.0526
2021-03-13,61.0526
2021-03-14,61.0526
2021-03-15,63.4707
2021-03-16,59.4379
2021-03-17,62.3445
2021-03-18,59.0797
2021-03-19,58.9629
2021-03-20,58.9629
2021-03-21,58.9629
2021-03-22,57.0434
2021-03-23,50.4841
2021-03-24,51.1457
2021-03-25,53.1385
2021-03-26,53.7243
2021-03-27,53.7243
2021-03-28,53.7243
2021-03-29,51.9009
2021-03-30,53.7441
2021-03-31,53.0844
2021-04-01,54.0206
2021-04-02,54.0206
2021-04-03,54.0206
2021-04-04,54.0206
2021-04-05,56.0313
2021-04-06,56.4426
2021-04-07,54.7425
2021-04-08,54.3254
2021-04-09,54.0498
2021-04-10,54.0498
2021-04-11,54.0498
2021-04-12,54.3763
2021-04-13,53.2796
2021-04-14,53.8074
2021-04-15,53.226
2021-04-16,53.8262
2021-04-17,53.8262
2021-04-18,53.8262
2021-04-19,51.3453
2021-04-20,48.2247
2021-04-21,50.697
2021-04-22,51.0163
2021-04-23,52.3667
2021-04-24,52.3667
2021-04-25,52.3667
2021-04-26,52.1503
2021-04-27,53.2735
2021-04-28,52.2445
2021-04-29,53.0414
2021-04-30,50.9014
2021-05-01,50.9014
2021-05-02,50.9014
2021-05-03,50.3861
2021-05-04,48.6244
2021-05-05,47.721
2021-05-06,46.2097
2021-05-07,48.5743
2021-05-08,48.5743
2021-05-09,48.5743
2021-05-10,46.3104
2021-05-11,45.8731
2021-05-12,42.1557
2021-05-13,43.9317
2021-05-14,47.8313
2021-05-15,47.8313
2021-05-16,47.8313
2021-05-17,46.1176
2021-05-18,45.1793
2021-05-19,44.3059
2021-05-20,44.2222
2021-05-21,44.777
2021-05-22,44.777
2021-05-23,44.777
2021-05-24,45.2775
2021-05-25,45.4533
2021-05-26,47.7425
2021-05-27,47.8518
2021-05-28,47.1953
2021-05-29,47.1953
2021-05-30,47.1953
2021-05-31,47.1953
2021-06-01,50.1211
2021-06-02,49.1814
2021-06-03,48.0247
2021-06-04,48.7534
2021-06-05,48.7534
2021-06-06,48.7534
2021-06-07,49.1467
2021-06-08,54.4918
2021-06-09,51.7196
2021-06-10,51.4873
2021-06-11,52.9022
2021-06-12,52.9022
2021-06-13,52.9022
2021-06-14,53.4953
2021-06-15,53.0403
2021-06-16,54.9347
2021-06-17,53.7863
2021-06-18,49.5488
2021-06-19,49.5488
2021-06-20,49.5488
2021-06-21,53.5919
2021-06-22,52.4236
2021-06-23,52.1414
2021-06-24,51.1135
2021-06-25,50.89
2021-06-26,50.89
2021-06-27,50.89
2021-06-28,45.7724
2021-06-29,44.5143
2021-06-30,46.0642
2021-07-01,47.579
2021-07-02,48.6161
2021-07-03,48.6161
2021-07-04,48.6161
2021-07-05,48.6161
2021-07-06,47.1397
2021-07-07,46.2618
2021-07-08,45.108
2021-07-09,49.3511
2021-07-10,49.3511
2021-07-11,49.3511
2021-07-12,48.8021
2021-07-13,46.2147
2021-07-14,46.7823
2021-07-15,46.7094
2021-07-16,43.8159
2021-07-17,43.8159
2021-07-18,43.8159
2021-07-19,39.4837
2021-07-20,42.9734
2021-07-21,48.1037
2021-07-22,47.8478
2021-07-23,47.9481
2021-07-24,47.9481
2021-07-25,47.9481
2021-07-26,49.6088
2021-07-27,49.9223
2021-07-28,50.257
2021-07-29,52.9978
2021-07-30,51.2656
2021-07-31,51.2656
2021-08-01,51.2656
2021-08-02,47.7555
2021-08-03,45.7217
2021-08-04,42.2809
2021-08-05,45.2079
2021-08-06,46.0471
2021-08-07,46.0471
2021-08-08,46.0471
2021-08-09,44.2527
2021-08-10,45.1172
2021-08-11,44.192
2021-08-12,42.6753
2021-08-13,42.2567
2021-08-14,42.2567
2021-08-15,42.2567
2021-08-16,42.4352
2021-08-17,41.4118
2021-08-18,40.2425
2021-08-19,39.0332
2021-08-20,40.4438
2021-08-21,40.4438
2021-08-22,40.4438
2021-08-23,42.7064
2021-08-24,47.7896
2021-08-25,48.2831
2021-08-26,45.7315
2021-08-27,47.7912
2021-08-28,47.7912
2021-08-29,47.7912
2021-08-30,46.3989
2021-08-31,46.5644
2021-09-01,46.2154
2021-09-02,46.9433
2021-09-03,44.0349
2021-09-04,44.0349
2021-09-05,44.0349
2021-09-06,44.0349
2021-09-07,44.4614
2021-09-08,43.1657
2021-09-09,45.2498
2021-09-10,45.3161
2021-09-11,45.3161
2021-09-12,45.3161
2021-09-13,48.6944
2021-09-14,49.8989
2021-09-15,50.5076
2021-09-16,50.7089
2021-09-17,50.3503
2021-09-18,50.3503
2021-09-19,50.3503
2021-09-20,48.9033
2021-09-21,47.6149
2021-09-22,50.5122
2021-09-23,52.9563
2021-09-24,56.8108
2021-09-25,56.8108
2021-09-26,56.8108
2021-09-27,57.5281
2021-09-28,57.2954
2021-09-29,54.5727
2021-09-30,52.0472
2021-10-01,58.2408
2021-10-02,58.2408
2021-10-03,58.2408
2021-10-04,56.3659
2021-10-05,58.0586
2021-10-06,57.0657
2021-10-07,57.4542
2021-10-08,59.7834
2021-10-09,59.7834
2021-10-10,59.7834
2021-10-11,60.628
2021-10-12,62.278
2021-10-13,60.5061
2021-10-14,60.744
2021-10-15,61.6319
2021-10-16,61.6319
2021-10-17,61.6319
2021-10-18,61.4476
2021-10-19,59.8188
2021-10-20,56.2107
2021-10-21,57.4104
2021-10-22,55.4338
2021-10-23,55.4338
2021-10-24,55.4338
2021-10-25,55.9036
2021-10-26,55.8514
2021-10-27,59.2987
2021-10-28,58.811
2021-10-29,58.4427
2021-10-30,58.4427
2021-10-31,58.4427
2021-11-01,59.1311
2021-11-02,55.0492
2021-11-03,56.7777
2021-11-04,61.7097
2021-11-05,64.4745
2021-11-06,64.4745
2021-11-07,64.4745
2021-11-08,63.2969
2021-11-09,61.7471
2021-11-10,58.627
2021-11-11,55.4789
2021-11-12,53.5165
2021-11-13,53.5165
2021-11-14,53.5165
2021-11-15,52.7247
2021-11-16,52.0296
2021-11-17,53.7509
2021-11-18,52.6032
2021-11-19,53.1542
2021-11-20,53.1542
2021-11-21,53.1542
2021-11-22,52.2349
2021-11-23,52.3627
2021-11-24,50.4387
2021-11-25,50.4387
2021-11-26,44.0396
2021-11-27,44.0396
2021-11-28,44.0396
2021-11-29,47.3214
2021-11-30,45.3526
2021-12-01,44.2409
2021-12-02,51.4108
2021-12-03,47.9913
2021-12-04,47.9913
2021-12-05,47.9913
2021-12-06,52.4266
2021-12-07,53.9612
2021-12-08,53.5088
2021-12-09,53.9294
2021-12-10,54.5356
2021-12-11,54.5356
2021-12-12,54.5356
2021-12-13,49.9982
2021-12-14,50.8881
2021-12-15,49.7769
2021-12-16,48.6551
2021-12-17,51.1075
2021-12-18,51.1075
2021-12-19,51.1075
2021-12-20,50.6959
2021-12-21,56.1821
2021-12-22,58.8816
2021-12-23,60.6457
2021-12-24,60.6457
2021-12-25,60.6457
2021-12-26,60.6457
2021-12-27,62.2952
2021-12-28,62.4752
2021-12-29,61.7332
2021-12-30,61.2494
2021-12-31,62.0108
2022-01-01,62.0108
2022-01-02,62.0108
2022-01-03,61.3523
2022-01-04,61.2235
2022-01-05,58.3781
2022-01-06,59.5713
2022-01-07,61.7485
2022-01-08,61.7485
2022-01-09,61.7485
2022-01-10,59.0795
2022-01-11,59.7509
2022-01-12,58.6313
2022-01-13,58.3938
2022-01-14,54.927
2022-01-15,54.927
2022-01-16,54.927
2022-01-17,54.927
2022-01-18,52.0074
2022-01-19,48.6787
2022-01-20,50.3615
2022-01-21,48.7844
2022-01-22,48.7844
2022-01-23,48.7844
2022-01-24,49.6911
2022-01-25,49.5647
2022-01-26,52.5819
2022-01-27,48.5078
2022-01-28,51.6329
2022-01-29,51.6329
2022-01-30,51.6329
2022-01-31,53.5951
2022-02-01,54.8425
2022-02-02,54.8425
2022-02-03,54.4781
2022-02-04,55.0243
2022-02-05,55.0243
2022-02-06,55.0243
2022-02-07,57.512
2022-02-08,59.9762
2022-02-09,60.0119
2022-02-10,62.017
2022-02-11,58.8067
2022-02-12,58.8067
2022-02-13,58.8067
2022-02-14,58.6634
2022-02-15,65.0911
2022-02-16,65.3823
2022-02-17,59.8704
2022-02-18,58.6153
2022-02-19,58.6153
2022-02-20,58.6153
2022-02-21,58.6153
2022-02-22,55.9039
2022-02-23,51.7095
2022-02-24,52.8246
2022-02-25,55.6054
2022-02-26,55.6054
2022-02-27,55.6054
2022-02-28,53.7739
2022-03-01,49.1545
2022-03-02,52.1392
2022-03-03,49.6357
2022-03-04,48.0397
2022-03-05,48.0397
2022-03-06,48.0397
2022-03-07,42.1753
2022-03-08,44.182
2022-03-09,47.5299
2022-03-10,49.0399
2022-03-11,48.7454
2022-03-12,48.7454
2022-03-13,48.7454
2022-03-14,47.9318
2022-03-15,49.0087
2022-03-16,51.5437
2022-03-17,51.2996
2022-03-18,51.689
2022-03-19,51.689
2022-03-20,51.689
2022-03-21,50.2227
2022-03-22,51.4805
2022-03-23,50.7545
2022-03-24,52.2672
2022-03-25,52.3633
2022-03-26,52.3633
2022-03-27,52.3633
2022-03-28,51.5491
2022-03-29,54.8232
2022-03-30,53.1117
2022-03-31,52.193
2022-04-01,51.5749
2022-04-02,51.5749
2022-04-03,51.5749
2022-04-04,51.9164
2022-04-05,51.6339
2022-04-06,46.9228
2022-04-07,46.3989
2022-04-08,45.3914
2022-04-09,45.3914
2022-04-10,45.3914
2022-04-11,44.4179
2022-04-12,45.9954
2022-04-13,51.3396
2022-04-14,53.7965
2022-04-15,53.7965
2022-04-16,53.7965
2022-04-17,53.7965
2022-04-18,53.3247
2022-04-19,55.7635
2022-04-20,55.1783
2022-04-21,53.3476
2022-04-22,51.3253
2022-04-23,51.3253
2022-04-24,51.3253
2022-04-25,53.5206
2022-04-26,52.0858
2022-04-27,52.7653
2022-04-28,53.8901
2022-04-29,51.004
2022-04-30,51.004
2022-05-01,51.004
2022-05-02,50.3789
2022-05-03,46.4014
2022-05-04,47.0946
2022-05-05,44.2139
2022-05-06,43.5018
2022-05-07,43.5018
2022-05-08,43.5018
2022-05-09,39.6167
2022-05-10,44.1779
2022-05-11,43.1758
2022-05-12,41.1787
2022-05-13,44.0789
2022-05-14,44.0789
2022-05-15,44.0789
2022-05-16,42.4424
2022-05-17,43.8518
2022-05-18,41.5143
2022-05-19,44.2153
2022-05-20,43.1837
2022-05-21,43.1837
2022-05-22,43.1837
2022-05-23,44.6836
2022-05-24,43.6232
2022-05-25,45.1525
2022-05-26,48.2018
2022-05-27,49.562
2022-05-28,49.562
2022-05-29,49.562
2022-05-30,49.562
2022-05-31,49.5847
2022-06-01,50.0268
2022-06-02,51.5384
2022-06-03,52.4791
2022-06-04,52.4791
2022-06-05,52.4791
2022-06-06,54.6528
2022-06-07,53.7759
2022-06-08,53.2045
2022-06-09,50.5845
2022-06-10,46.2994
2022-06-11,46.2994
2022-06-12,46.2994
2022-06-13,42.4058
2022-06-14,42.959
2022-06-15,45.0441
2022-06-16,41.5351
2022-06-17,41.2986
2022-06-18,41.2986
2022-06-19,41.2986
2022-06-20,41.2986
2022-06-21,40.7822
2022-06-22,39.5739
2022-06-23,38.5212
2022-06-24,42.9451
2022-06-25,42.9451
2022-06-26,42.9451
2022-06-27,43.6606
2022-06-28,42.6806
2022-06-29,42.4438
2022-06-30,41.5669
2022-07-01,42.7015
2022-07-02,42.7015
2022-07-03,42.7015
2022-07-04,42.7015
2022-07-05,42.6878
2022-07-06,41.3385
2022-07-07,42.8487
2022-07-08,42.5653
2022-07-09,42.5653
2022-07-10,42.5653
2022-07-11,42.4129
2022-07-12,42.5143
2022-07-13,42.8576
2022-07-14,42.1707
2022-07-15,43.8819
2022-07-16,43.8819
2022-07-17,43.8819
2022-07-18,44.9456
2022-07-19,48.0426
2022-07-20,49.1322
2022-07-21,48.8602
2022-07-22,48.2221
2022-07-23,48.2221
2022-07-24,48.2221
2022-07-25,49.2555
2022-07-26,47.885
2022-07-27,51.7352
2022-07-28,51.4514
2022-07-29,51.4201
2022-07-30,51.4201
2022-07-31,51.4201
2022-08-01,52.2603
2022-08-02,52.0276
2022-08-03,53.3178
2022-08-04,54.346
2022-08-05,53.2866
2022-08-06,53.2866
2022-08-07,53.2866
2022-08-08,53.7269
2022-08-09,56.0728
2022-08-10,56.6657
2022-08-11,58.5559
2022-08-12,60.7773
2022-08-13,60.7773
2022-08-14,60.7773
2022-08-15,60.9709
2022-08-16,63.0295
2022-08-17,62.5178
2022-08-18,63.1286
2022-08-19,57.8796
2022-08-20,57.8796
2022-08-21,57.8796
2022-08-22,55.8547
2022-08-23,57.4058
2022-08-24,59.1209
2022-08-25,60.0726
2022-08-26,55.6279
2022-08-27,55.6279
2022-08-28,55.6279
2022-08-29,54.8474
2022-08-30,53.7134
2022-08-31,53.8983
2022-09-01,52.3598
2022-09-02,52.1074
2022-09-03,52.1074
2022-09-04,52.1074
2022-09-05,52.1074
2022-09-06,51.5928
2022-09-07,54.1048
2022-09-08,55.2681
2022-09-09,57.2232
2022-09-10,57.2232
2022-09-11,57.2232
2022-09-12,58.3627
2022-09-13,53.7635
2022-09-14,56.458
2022-09-15,56.6509
2022-09-16,51.4736
2022-09-17,51.4736
2022-09-18,51.4736
2022-09-19,52.2247
2022-09-20,51.6358
2022-09-21,47.3838
2022-09-22,43.5021
2022-09-23,41.5925
2022-09-24,41.5925
2022-09-25,41.5925
2022-09-26,41.0424
2022-09-27,43.8407
2022-09-28,46.8967
2022-09-29,45.0437
2022-09-30,44.7114
2022-10-01,44.7114
2022-10-02,44.7114
2022-10-03,46.2759
2022-10-04,49.9722
2022-10-05,49.6632
2022-10-06,47.6438
2022-10-07,46.8536
2022-10-08,46.8536
2022-10-09,46.8536
2022-10-10,46.0633
2022-10-11,44.8749
2022-10-12,46.6091
2022-10-13,47.362
2022-10-14,47.6718
2022-10-15,47.6718
2022-10-16,47.6718
2022-10-17,50.3591
2022-10-18,51.6487
2022-10-19,51.2958
2022-10-20,49.5977
2022-10-21,53.2538
2022-10-22,53.2538
2022-10-23,53.2538
2022-10-24,52.6511
2022-10-25,54.3246
2022-10-26,54.0091
2022-10-27,55.5233
2022-10-28,57.1818
2022-10-29,57.1818
2022-10-30,57.1818
2022-10-31,58.5332
2022-11-01,58.1457
2022-11-02,55.6803
2022-11-03,53.5494
2022-11-04,55.3377
2022-11-05,55.3377
2022-11-06,55.3377
2022-11-07,53.0812
2022-11-08,54.15
2022-11-09,52.6148
2022-11-10,56.8317
2022-11-11,58.5417
2022-11-12,58.5417
2022-11-13,58.5417
2022-11-14,53.5842
2022-11-15,54.2341
2022-11-16,55.7594
2022-11-17,55.9302
2022-11-18,57.26
2022-11-19,57.26
2022-11-20,57.26
2022-11-21,56.4974
2022-11-22,58.1982
2022-11-23,57.2548
2022-11-24,57.2548
2022-11-25,57.1552
2022-11-26,57.1552
2022-11-27,57.1552
2022-11-28,54.8366
2022-11-29,58.3166
2022-11-30,60.2321
2022-12-01,60.7359
2022-12-02,59.0856
2022-12-03,59.0856
2022-12-04,59.0856
2022-12-05,56.979
2022-12-06,55.2279
2022-12-07,54.1045
2022-12-08,55.7251
2022-12-09,57.1316
2022-12-10,57.1316
2022-12-11,57.1316
2022-12-12,58.4692
2022-12-13,59.2652
2022-12-14,57.4726
2022-12-15,54.2476
2022-12-16,53.0324
2022-12-17,53.0324
2022-12-18,53.0324
2022-12-19,51.2345
2022-12-20,51.0992
2022-12-21,48.5576
2022-12-22,47.083
2022-12-23,47.7745
2022-12-24,47.7745
2022-12-25,47.7745
2022-12-26,47.7745
2022-12-27,46.6209
2022-12-28,44.6288
2022-12-29,46.3134
2022-12-30,47.519
2022-12-31,47.519
2023-01-01,47.519
2023-01-02,47.519
2023-01-03,45.7648
2023-01-04,49.1209
2023-01-05,49.4952
2023-01-06,53.007
2023-01-07,53.007
2023-01-08,53.007
2023-01-09,54.5019
2023-01-10,56.0083
2023-01-11,59.832
2023-01-12,60.707
2023-01-13,61.8111
2023-01-14,61.8111
2023-01-15,61.8111
2023-01-16,61.8111
2023-01-17,61.8519
2023-01-18,61.1495
2023-01-19,61.6434
2023-01-20,64.9286
2023-01-21,64.9286
2023-01-22,64.9286
2023-01-23,66.0546
2023-01-24,66.9219
2023-01-25,67.1319
2023-01-26,66.649
2023-01-27,66.9944
2023-01-28,66.9944
2023-01-29,66.9944
2023-01-30,62.0871
2023-01-31,62.2594
2023-02-01,62.741
2023-02-02,63.3999
2023-02-03,62.7722
2023-02-04,62.7722
2023-02-05,62.7722
2023-02-06,63.34
2023-02-07,65.738
2023-02-08,62.9202
2023-02-09,63.1269
2023-02-10,59.6015
2023-02-11,59.6015
2023-02-12,59.6015
2023-02-13,61.4421
2023-02-14,65.3979
2023-02-15,66.2535
2023-02-16,65.8807
2023-02-17,61.2455
2023-02-18,61.2455
2023-02-19,61.2455
2023-02-20,61.2455
2023-02-21,59.9302
2023-02-22,59.7947
2023-02-23,61.2979
2023-02-24,62.4527
2023-02-25,62.4527
2023-02-26,62.4527
2023-02-27,63.0489
2023-02-28,62.9141
2023-03-01,63.8557
2023-03-02,65.8923
2023-03-03,68.2641
2023-03-04,68.2641
2023-03-05,68.2641
2023-03-06,68.6582
2023-03-07,65.5851
2023-03-08,63.2798
2023-03-09,53.7904
2023-03-10,52.0821
2023-03-11,52.0821
2023-03-12,52.0821
2023-03-13,49.1089
2023-03-14,51.6152
2023-03-15,47.4571
2023-03-16,49.0889
2023-03-17,47.7445
2023-03-18,47.7445
