,MKC US Equity
,RSI_30D
2020-01-01,57.952
2020-01-02,53.9462
2020-01-03,57.6237
2020-01-04,57.6237
2020-01-05,57.6237
2020-01-06,58.9201
2020-01-07,53.9948
2020-01-08,52.6023
2020-01-09,45.6473
2020-01-10,48.3808
2020-01-11,48.3808
2020-01-12,48.3808
2020-01-13,49.7855
2020-01-14,51.8017
2020-01-15,52.6915
2020-01-16,52.0564
2020-01-17,53.9657
2020-01-18,53.9657
2020-01-19,53.9657
2020-01-20,53.9657
2020-01-21,56.8366
2020-01-22,58.3382
2020-01-23,58.5973
2020-01-24,58.4407
2020-01-25,58.4407
2020-01-26,58.4407
2020-01-27,58.4866
2020-01-28,49.1451
2020-01-29,50.7956
2020-01-30,48.5037
2020-01-31,46.0812
2020-02-01,46.0812
2020-02-02,46.0812
2020-02-03,45.8488
2020-02-04,43.2074
2020-02-05,44.9544
2020-02-06,45.1011
2020-02-07,46.4301
2020-02-08,46.4301
2020-02-09,46.4301
2020-02-10,47.0993
2020-02-11,46.6651
2020-02-12,49.0794
2020-02-13,51.6593
2020-02-14,51.3427
2020-02-15,51.3427
2020-02-16,51.3427
2020-02-17,51.3427
2020-02-18,48.8522
2020-02-19,47.7594
2020-02-20,47.5096
2020-02-21,45.5026
2020-02-22,45.5026
2020-02-23,45.5026
2020-02-24,44.0729
2020-02-25,41.1749
2020-02-26,36.2276
2020-02-27,33.9418
2020-02-28,31.0477
2020-02-29,31.0477
2020-03-01,31.0477
2020-03-02,39.308
2020-03-03,37.4107
2020-03-04,41.9032
2020-03-05,41.6391
2020-03-06,39.4453
2020-03-07,39.4453
2020-03-08,39.4453
2020-03-09,35.0865
2020-03-10,42.5393
2020-03-11,39.4645
2020-03-12,31.9679
2020-03-13,35.1241
2020-03-14,35.1241
2020-03-15,35.1241
2020-03-16,29.6705
2020-03-17,41.4526
2020-03-18,42.7146
2020-03-19,37.2281
2020-03-20,36.8812
2020-03-21,36.8812
2020-03-22,36.8812
2020-03-23,33.6906
2020-03-24,39.3189
2020-03-25,39.0901
2020-03-26,42.571
2020-03-27,42.8657
2020-03-28,42.8657
2020-03-29,42.8657
2020-03-30,47.5202
2020-03-31,46.8154
2020-04-01,45.8757
2020-04-02,48.5918
2020-04-03,49.2593
2020-04-04,49.2593
2020-04-05,49.2593
2020-04-06,51.27
2020-04-07,50.5789
2020-04-08,50.0887
2020-04-09,52.4122
2020-04-10,52.4122
2020-04-11,52.4122
2020-04-12,52.4122
2020-04-13,50.0871
2020-04-14,51.8592
2020-04-15,51.5939
2020-04-16,52.7296
2020-04-17,53.312
2020-04-18,53.312
2020-04-19,53.312
2020-04-20,52.9584
2020-04-21,50.7257
2020-04-22,51.6604
2020-04-23,50.8629
2020-04-24,52.0188
2020-04-25,52.0188
2020-04-26,52.0188
2020-04-27,53.1461
2020-04-28,53.0621
2020-04-29,52.9399
2020-04-30,53.1167
2020-05-01,51.8335
2020-05-02,51.8335
2020-05-03,51.8335
2020-05-04,53.2669
2020-05-05,54.5941
2020-05-06,54.5989
2020-05-07,54.9099
2020-05-08,56.4388
2020-05-09,56.4388
2020-05-10,56.4388
2020-05-11,56.8305
2020-05-12,58.601
2020-05-13,58.5351
2020-05-14,61.6563
2020-05-15,62.6777
2020-05-16,62.6777
2020-05-17,62.6777
2020-05-18,61.5403
2020-05-19,58.9835
2020-05-20,59.4727
2020-05-21,57.465
2020-05-22,58.0977
2020-05-23,58.0977
2020-05-24,58.0977
2020-05-25,58.0977
2020-05-26,57.53
2020-05-27,58.02
2020-05-28,58.2818
2020-05-29,59.6347
2020-05-30,59.6347
2020-05-31,59.6347
2020-06-01,60.3426
2020-06-02,59.4627
2020-06-03,58.6019
2020-06-04,55.9603
2020-06-05,55.9952
2020-06-06,55.9952
2020-06-07,55.9952
2020-06-08,57.1308
2020-06-09,55.8474
2020-06-10,56.6379
2020-06-11,53.2006
2020-06-12,52.2672
2020-06-13,52.2672
2020-06-14,52.2672
