,EQH US Equity
,RSI_30D
2023-03-06,52.8624
2023-03-07,50.5329
2023-03-08,48.1354
2023-03-09,41.7156
2023-03-10,37.8741
2023-03-11,37.8741
2023-03-12,37.8741
2023-03-13,32.8569
2023-03-14,35.2188
2023-03-15,32.0424
2023-03-16,35.0347
2023-03-17,32.3868
2023-03-18,32.3868
2023-03-19,32.3868
2023-03-20,34.7904
2023-03-21,40.0359
2023-03-22,37.4365
2023-03-23,36.7026
2023-03-24,35.9365
2023-03-25,35.9365
2023-03-26,35.9365
2023-03-27,37.3229
2023-03-28,36.6777
2023-03-29,38.3807
2023-03-30,40.0805
2023-03-31,42.2665
2023-04-01,42.2665
2023-04-02,42.2665
2023-04-03,41.5842
2023-04-04,40.2835
2023-04-05,39.817
2023-04-06,40.929
2023-04-07,40.929
2023-04-08,40.929
2023-04-09,40.929
2023-04-10,40.6465
2023-04-11,42.328
2023-04-12,43.1777
2023-04-13,43.3159
2023-04-14,43.3159
2023-04-15,43.3159
2023-04-16,43.3159
2023-04-17,45.033
2023-04-18,46.3978
2023-04-19,47.2661
2023-04-20,46.2129
2023-04-21,45.4124
2023-04-22,45.4124
2023-04-23,45.4124
2023-04-24,45.7117
2023-04-25,43.6092
2023-04-26,43.3966
2023-04-27,45.2121
2023-04-28,46.7111
2023-04-29,46.7111
2023-04-30,46.7111
2023-05-01,47.0187
2023-05-02,43.5411
2023-05-03,42.1546
2023-05-04,37.9428
2023-05-05,41.9673
2023-05-06,41.9673
2023-05-07,41.9673
2023-05-08,40.7835
2023-05-09,38.9159
2023-05-10,38.8661
2023-05-11,41.2369
2023-05-12,41.391
2023-05-13,41.391
2023-05-14,41.391
2023-05-15,43.2397
2023-05-16,41.8183
2023-05-17,45.4887
2023-05-18,47.1943
2023-05-19,45.8908
2023-05-20,45.8908
2023-05-21,45.8908
2023-05-22,48.2958
2023-05-23,48.2324
2023-05-24,46.7724
2023-05-25,48.7606
2023-05-26,49.2082
2023-05-27,49.2082
2023-05-28,49.2082
2023-05-29,49.2082
2023-05-30,48.5002
2023-05-31,46.3014
2023-06-01,47.7995
2023-06-02,51.3255
2023-06-03,51.3255
2023-06-04,51.3255
2023-06-05,50.1237
2023-06-06,52.2392
2023-06-07,53.6378
2023-06-08,53.6697
2023-06-09,53.8993
2023-06-10,53.8993
2023-06-11,53.8993
2023-06-12,52.7402
2023-06-13,55.5735
2023-06-14,54.2053
2023-06-15,53.9306
2023-06-16,52.8617
2023-06-17,52.8617
2023-06-18,52.8617
2023-06-19,52.8617
2023-06-20,52.2664
2023-06-21,52.0239
2023-06-22,49.5661
2023-06-23,48.9107
2023-06-24,48.9107
2023-06-25,48.9107
2023-06-26,50.9246
2023-06-27,53.2427
2023-06-28,53.353
2023-06-29,54.68
2023-06-30,55.4449
2023-07-01,55.4449
2023-07-02,55.4449
2023-07-03,56.2452
2023-07-04,56.2452
2023-07-05,55.0366
2023-07-06,53.8398
2023-07-07,55.2716
2023-07-08,55.2716
2023-07-09,55.2716
2023-07-10,55.6943
2023-07-11,56.6196
2023-07-12,57.1213
2023-07-13,58.2735
2023-07-14,54.7718
2023-07-15,54.7718
2023-07-16,54.7718
2023-07-17,56.2308
2023-07-18,58.1194
2023-07-19,59.1408
2023-07-20,59.5057
2023-07-21,58.639
2023-07-22,58.639
2023-07-23,58.639
2023-07-24,60.1404
2023-07-25,60.4007
2023-07-26,61.4785
2023-07-27,59.4022
2023-07-28,58.5498
2023-07-29,58.5498
2023-07-30,58.5498
2023-07-31,58.6725
2023-08-01,59.7409
2023-08-02,56.8744
2023-08-03,57.3496
2023-08-04,58.1366
2023-08-05,58.1366
2023-08-06,58.1366
2023-08-07,60.4438
2023-08-08,60.4847
2023-08-09,56.0979
2023-08-10,54.7475
2023-08-11,56.0694
2023-08-12,56.0694
2023-08-13,56.0694
2023-08-14,54.2054
2023-08-15,52.0362
2023-08-16,50.9809
2023-08-17,50.5042
2023-08-18,51.3411
2023-08-19,51.3411
2023-08-20,51.3411
2023-08-21,51.285
2023-08-22,48.5951
2023-08-23,50.1944
2023-08-24,51.5391
2023-08-25,52.2853
2023-08-26,52.2853
2023-08-27,52.2853
2023-08-28,54.7076
2023-08-29,56.1292
2023-08-30,58.9768
2023-08-31,57.061
2023-09-01,58.8027
2023-09-02,58.8027
2023-09-03,58.8027
2023-09-04,58.8027
2023-09-05,54.9592
2023-09-06,54.3375
2023-09-07,51.2821
2023-09-08,54.185
2023-09-09,54.185
2023-09-10,54.185
2023-09-11,53.2171
2023-09-12,55.8035
2023-09-13,54.3847
2023-09-14,56.6643
2023-09-15,56.7931
2023-09-16,56.7931
2023-09-17,56.7931
2023-09-18,56.8816
2023-09-19,56.2857
2023-09-20,56.164
2023-09-21,50.9236
2023-09-22,50.4473
2023-09-23,50.4473
2023-09-24,50.4473
2023-09-25,51.4904
2023-09-26,47.699
2023-09-27,48.2391
2023-09-28,50.7638
2023-09-29,52.2204
2023-09-30,52.2204
2023-10-01,52.2204
2023-10-02,47.4622
2023-10-03,44.5036
2023-10-04,44.9277
2023-10-05,45.89
2023-10-06,47.9294
2023-10-07,47.9294
2023-10-08,47.9294
2023-10-09,47.8337
2023-10-10,49.8025
2023-10-11,52.3018
2023-10-12,48.9871
2023-10-13,48.4185
2023-10-14,48.4185
2023-10-15,48.4185
2023-10-16,51.5683
2023-10-17,53.2493
2023-10-18,51.6942
2023-10-19,48.9736
2023-10-20,45.9868
2023-10-21,45.9868
2023-10-22,45.9868
2023-10-23,45.4804
2023-10-24,46.892
2023-10-25,43.0235
2023-10-26,45.5449
2023-10-27,43.4765
2023-10-28,43.4765
2023-10-29,43.4765
2023-10-30,44.0714
2023-10-31,45.5053
2023-11-01,40.4715
2023-11-02,46.5842
2023-11-03,50.704
2023-11-04,50.704
2023-11-05,50.704
2023-11-06,46.9574
2023-11-07,47.2588
2023-11-08,45.8439
2023-11-09,45.1121
2023-11-10,47.3263
2023-11-11,47.3263
2023-11-12,47.3263
2023-11-13,46.6313
2023-11-14,51.8933
2023-11-15,52.9595
2023-11-16,51.918
2023-11-17,53.701
2023-11-18,53.701
2023-11-19,53.701
2023-11-20,53.8347
2023-11-21,52.9258
2023-11-22,56.1551
2023-11-23,56.1551
2023-11-24,57.4415
2023-11-25,57.4415
2023-11-26,57.4415
2023-11-27,58.6653
2023-11-28,57.8479
2023-11-29,59.0894
2023-11-30,61.2443
2023-12-01,62.826
2023-12-02,62.826
2023-12-03,62.826
2023-12-04,65.3656
2023-12-05,61.2962
2023-12-06,61.903
2023-12-07,62.7437
2023-12-08,63.3965
2023-12-09,63.3965
2023-12-10,63.3965
2023-12-11,64.3779
2023-12-12,65.1661
2023-12-13,67.0861
2023-12-14,69.0097
2023-12-15,67.0306
2023-12-16,67.0306
2023-12-17,67.0306
2023-12-18,66.5137
2023-12-19,66.6828
2023-12-20,64.3766
2023-12-21,64.233
2023-12-22,62.8311
2023-12-23,62.8311
2023-12-24,62.8311
2023-12-25,62.8311
2023-12-26,63.7621
2023-12-27,63.0688
2023-12-28,63.938
2023-12-29,61.9764
2023-12-30,61.9764
2023-12-31,61.9764
2024-01-01,61.9764
2024-01-02,61.0817
2024-01-03,57.7741
2024-01-04,58.2486
2024-01-05,59.849
2024-01-06,59.849
2024-01-07,59.849
2024-01-08,60.3081
2024-01-09,57.5374
2024-01-10,58.0619
2024-01-11,58.0976
2024-01-12,57.4901
2024-01-13,57.4901
2024-01-14,57.4901
2024-01-15,57.4901
2024-01-16,55.8784
2024-01-17,55.4263
2024-01-18,56.2402
2024-01-19,58.55
2024-01-20,58.55
2024-01-21,58.55
2024-01-22,59.5969
2024-01-23,57.9739
2024-01-24,58.7106
2024-01-25,59.1396
2024-01-26,58.1174
2024-01-27,58.1174
2024-01-28,58.1174
2024-01-29,58.7727
2024-01-30,58.7133
2024-01-31,55.2482
2024-02-01,53.6116
2024-02-02,55.6502
2024-02-03,55.6502
2024-02-04,55.6502
2024-02-05,54.6563
2024-02-06,55.0256
2024-02-07,59.1551
2024-02-08,58.633
2024-02-09,59.1715
2024-02-10,59.1715
2024-02-11,59.1715
2024-02-12,60.6392
2024-02-13,55.0646
2024-02-14,57.8079
2024-02-15,60.835
2024-02-16,58.7094
2024-02-17,58.7094
2024-02-18,58.7094
2024-02-19,58.7094
2024-02-20,59.1888
2024-02-21,57.9048
2024-02-22,59.3859
2024-02-23,60.892
2024-02-24,60.892
2024-02-25,60.892
2024-02-26,59.6093
2024-02-27,59.9131
2024-02-28,57.9404
2024-02-29,58.1846
2024-03-01,55.3587
2024-03-02,55.3587
2024-03-03,55.3587
2024-03-04,53.8727
2024-03-05,55.2485
2024-03-06,52.3316
2024-03-07,53.9918
2024-03-08,54.1259
2024-03-09,54.1259
2024-03-10,54.1259
2024-03-11,55.5977
2024-03-12,58.5959
2024-03-13,60.5114
2024-03-14,60.9967
2024-03-15,60.6409
2024-03-16,60.6409
2024-03-17,60.6409
2024-03-18,62.0531
2024-03-19,63.1977
2024-03-20,65.1613
2024-03-21,66.3551
2024-03-22,63.6597
2024-03-23,63.6597
2024-03-24,63.6597
2024-03-25,66.9831
2024-03-26,66.799
2024-03-27,68.5287
2024-03-28,68.6452
2024-03-29,68.6452
2024-03-30,68.6452
2024-03-31,68.6452
2024-04-01,65.0921
2024-04-02,63.9506
2024-04-03,65.873
2024-04-04,64.3684
2024-04-05,65.0294
2024-04-06,65.0294
2024-04-07,65.0294
2024-04-08,65.1298
