,KMX US Equity
2020-09-11,53.0656
2020-09-12,53.0656
2020-09-13,53.0656
2020-09-14,56.6245
2020-09-15,56.8487
2020-09-16,56.134
2020-09-17,53.9989
2020-09-18,54.0939
2020-09-19,54.0939
2020-09-20,54.0939
2020-09-21,51.4146
2020-09-22,55.1613
2020-09-23,56.9227
2020-09-24,44.1106
2020-09-25,43.8913
2020-09-26,43.8913
2020-09-27,43.8913
2020-09-28,45.0445
2020-09-29,43.2678
2020-09-30,42.244
2020-10-01,44.092
2020-10-02,46.4049
2020-10-03,46.4049
2020-10-04,46.4049
2020-10-05,48.9098
2020-10-06,44.564
2020-10-07,45.5627
2020-10-08,47.4591
2020-10-09,46.5653
2020-10-10,46.5653
2020-10-11,46.5653
2020-10-12,44.4027
2020-10-13,45.0705
2020-10-14,43.7125
2020-10-15,45.4033
2020-10-16,46.0778
2020-10-17,46.0778
2020-10-18,46.0778
2020-10-19,44.5177
2020-10-20,43.6983
2020-10-21,42.5239
2020-10-22,44.409
2020-10-23,43.9735
2020-10-24,43.9735
2020-10-25,43.9735
2020-10-26,42.0145
2020-10-27,40.8382
2020-10-28,41.3914
2020-10-29,41.8136
2020-10-30,40.2066
2020-10-31,40.2066
2020-11-01,40.2066
2020-11-02,43.5538
2020-11-03,48.1488
2020-11-04,46.623
2020-11-05,48.5254
2020-11-06,47.956
2020-11-07,47.956
2020-11-08,47.956
2020-11-09,51.2957
2020-11-10,49.5983
2020-11-11,48.7044
2020-11-12,48.3801
2020-11-13,50.8958
2020-11-14,50.8958
2020-11-15,50.8958
2020-11-16,52.9967
2020-11-17,49.9973
2020-11-18,48.116
2020-11-19,49.8632
2020-11-20,49.8837
2020-11-21,49.8837
2020-11-22,49.8837
2020-11-23,51.8027
2020-11-24,51.372
2020-11-25,50.5567
2020-11-26,50.5567
2020-11-27,50.6432
2020-11-28,50.6432
2020-11-29,50.6432
2020-11-30,48.5682
2020-12-01,51.4636
2020-12-02,51.8117
2020-12-03,51.5798
2020-12-04,51.8363
2020-12-05,51.8363
2020-12-06,51.8363
2020-12-07,51.2984
2020-12-08,49.2788
2020-12-09,49.8743
2020-12-10,49.2276
2020-12-11,48.7221
2020-12-12,48.7221
2020-12-13,48.7221
2020-12-14,47.0284
2020-12-15,51.5302
2020-12-16,54.7959
2020-12-17,55.5417
2020-12-18,53.559
2020-12-19,53.559
2020-12-20,53.559
2020-12-21,55.8963
2020-12-22,46.9115
2020-12-23,47.8187
2020-12-24,46.9593
2020-12-25,46.9593
2020-12-26,46.9593
2020-12-27,46.9593
2020-12-28,45.704
2020-12-29,47.0993
2020-12-30,49.6676
2020-12-31,49.5005
2021-01-01,49.5005
2021-01-02,49.5005
2021-01-03,49.5005
2021-01-04,48.282
2021-01-05,49.284
2021-01-06,53.2025
2021-01-07,55.42
2021-01-08,57.0399
2021-01-09,57.0399
2021-01-10,57.0399
2021-01-11,59.2039
2021-01-12,60.7034
2021-01-13,59.4754
2021-01-14,60.1848
2021-01-15,60.2602
2021-01-16,60.2602
2021-01-17,60.2602
2021-01-18,60.2602
2021-01-19,67.352
2021-01-20,70.7856
2021-01-21,67.8825
2021-01-22,66.0335
2021-01-23,66.0335
2021-01-24,66.0335
2021-01-25,67.328
2021-01-26,70.7256
2021-01-27,64.3042
2021-01-28,64.1521
2021-01-29,60.8847
2021-01-30,60.8847
2021-01-31,60.8847
2021-02-01,60.0998
2021-02-02,63.5269
2021-02-03,63.6691
2021-02-04,64.9011
2021-02-05,65.1663
2021-02-06,65.1663
2021-02-07,65.1663
2021-02-08,65.5256
2021-02-09,64.0876
2021-02-10,64.0876
2021-02-11,64.906
2021-02-12,63.0837
2021-02-13,63.0837
2021-02-14,63.0837
2021-02-15,63.0837
2021-02-16,60.3247
2021-02-17,60.4227
2021-02-18,58.1726
2021-02-19,58.9254
2021-02-20,58.9254
2021-02-21,58.9254
2021-02-22,57.0184
2021-02-23,56.9006
2021-02-24,58.7945
2021-02-25,55.9176
2021-02-26,56.3639
2021-02-27,56.3639
2021-02-28,56.3639
2021-03-01,57.7731
2021-03-02,57.3552
2021-03-03,57.984
2021-03-04,56.4101
2021-03-05,58.6547
2021-03-06,58.6547
2021-03-07,58.6547
2021-03-08,62.7407
2021-03-09,62.208
2021-03-10,65.1916
2021-03-11,64.5649
2021-03-12,65.0385
2021-03-13,65.0385
2021-03-14,65.0385
2021-03-15,65.3958
2021-03-16,61.8179
2021-03-17,62.4301
2021-03-18,64.04
2021-03-19,62.5811
2021-03-20,62.5811
2021-03-21,62.5811
2021-03-22,61.5482
2021-03-23,60.1497
2021-03-24,57.3383
2021-03-25,59.0085
2021-03-26,61.2477
2021-03-27,61.2477
2021-03-28,61.2477
2021-03-29,61.7593
2021-03-30,62.606
2021-03-31,59.1948
2021-04-01,50.7567
2021-04-02,50.7567
2021-04-03,50.7567
2021-04-04,50.7567
2021-04-05,54.1886
2021-04-06,52.8021
2021-04-07,52.617
2021-04-08,54.101
2021-04-09,56.4939
2021-04-10,56.4939
2021-04-11,56.4939
2021-04-12,56.8085
2021-04-13,55.0984
2021-04-14,54.636
2021-04-15,54.2539
2021-04-16,54.8465
2021-04-17,54.8465
2021-04-18,54.8465
2021-04-19,54.9472
2021-04-20,52.7937
2021-04-21,53.7156
2021-04-22,53.8147
2021-04-23,55.4826
2021-04-24,55.4826
2021-04-25,55.4826
2021-04-26,55.7675
2021-04-27,57.0827
2021-04-28,57.9137
2021-04-29,56.9269
2021-04-30,56.969
2021-05-01,56.969
2021-05-02,56.969
2021-05-03,59.9672
2021-05-04,60.3304
2021-05-05,60.7148
2021-05-06,52.5359
2021-05-07,52.2489
2021-05-08,52.2489
2021-05-09,52.2489
2021-05-10,50.2786
2021-05-11,46.3736
2021-05-12,42.3218
2021-05-13,45.1394
2021-05-14,48.3343
2021-05-15,48.3343
2021-05-16,48.3343
2021-05-17,48.0309
2021-05-18,44.8362
2021-05-19,41.9686
2021-05-20,43.1024
2021-05-21,42.7581
2021-05-22,42.7581
2021-05-23,42.7581
2021-05-24,40.9023
2021-05-25,40.5706
2021-05-26,41.9273
2021-05-27,42.8774
2021-05-28,42.4464
2021-05-29,42.4464
2021-05-30,42.4464
2021-05-31,42.4464
2021-06-01,43.9142
2021-06-02,42.4315
2021-06-03,41.782
2021-06-04,42.0296
2021-06-05,42.0296
2021-06-06,42.0296
2021-06-07,42.5663
2021-06-08,43.0689
2021-06-09,43.044
2021-06-10,43.044
2021-06-11,45.1347
2021-06-12,45.1347
2021-06-13,45.1347
2021-06-14,46.5072
2021-06-15,47.3037
2021-06-16,45.9842
2021-06-17,44.5201
2021-06-18,42.0537
2021-06-19,42.0537
2021-06-20,42.0537
2021-06-21,45.377
2021-06-22,46.8409
2021-06-23,47.7149
2021-06-24,48.9433
2021-06-25,56.2494
2021-06-26,56.2494
2021-06-27,56.2494
2021-06-28,57.5197
2021-06-29,58.7808
2021-06-30,57.1748
2021-07-01,58.2985
2021-07-02,60.7145
2021-07-03,60.7145
2021-07-04,60.7145
2021-07-05,60.7145
2021-07-06,59.5253
2021-07-07,62.4425
2021-07-08,58.6307
2021-07-09,59.7365
2021-07-10,59.7365
2021-07-11,59.7365
2021-07-12,60.1436
2021-07-13,56.4003
2021-07-14,58.1924
2021-07-15,55.3764
2021-07-16,55.0846
2021-07-17,55.0846
2021-07-18,55.0846
2021-07-19,52.8544
2021-07-20,57.2081
2021-07-21,58.268
2021-07-22,56.8398
2021-07-23,57.1472
2021-07-24,57.1472
2021-07-25,57.1472
2021-07-26,57.33
2021-07-27,57.2088
2021-07-28,55.5195
2021-07-29,56.838
2021-07-30,55.7931
2021-07-31,55.7931
2021-08-01,55.7931
2021-08-02,57.7995
2021-08-03,60.1476
2021-08-04,56.9902
2021-08-05,56.374
2021-08-06,54.4296
2021-08-07,54.4296
2021-08-08,54.4296
2021-08-09,53.3057
2021-08-10,55.3127
2021-08-11,52.1015
2021-08-12,49.8537
2021-08-13,48.7905
2021-08-14,48.7905
2021-08-15,48.7905
2021-08-16,49.6612
2021-08-17,48.2748
2021-08-18,45.9131
2021-08-19,45.6054
2021-08-20,46.1166
2021-08-21,46.1166
2021-08-22,46.1166
2021-08-23,46.2774
2021-08-24,46.9122
2021-08-25,48.8678
2021-08-26,47.7241
2021-08-27,48.0642
2021-08-28,48.0642
2021-08-29,48.0642
2021-08-30,47.9664
2021-08-31,46.7075
2021-09-01,49.0112
2021-09-02,48.1023
2021-09-03,48.876
2021-09-04,48.876
2021-09-05,48.876
2021-09-06,48.876
2021-09-07,48.633
2021-09-08,53.3003
2021-09-09,55.0399
2021-09-10,56.2315
2021-09-11,56.2315
2021-09-12,56.2315
2021-09-13,56.066
2021-09-14,56.6413
2021-09-15,58.317
2021-09-16,60.8099
2021-09-17,61.3086
2021-09-18,61.3086
2021-09-19,61.3086
2021-09-20,58.6328
2021-09-21,57.1081
2021-09-22,60.1822
2021-09-23,61.5159
2021-09-24,63.2596
2021-09-25,63.2596
2021-09-26,63.2596
2021-09-27,63.874
2021-09-28,61.0287
2021-09-29,63.6228
2021-09-30,46.3625
2021-10-01,45.8201
2021-10-02,45.8201
2021-10-03,45.8201
2021-10-04,42.7425
2021-10-05,45.7407
2021-10-06,48.0587
2021-10-07,49.5832
2021-10-08,49.0038
2021-10-09,49.0038
2021-10-10,49.0038
2021-10-11,48.0993
2021-10-12,49.8326
2021-10-13,51.1574
2021-10-14,52.8067
2021-10-15,53.6204
2021-10-16,53.6204
2021-10-17,53.6204
2021-10-18,54.1396
2021-10-19,54.8416
2021-10-20,54.8853
2021-10-21,57.2689
2021-10-22,58.3126
2021-10-23,58.3126
2021-10-24,58.3126
2021-10-25,55.1607
2021-10-26,52.994
2021-10-27,52.7483
2021-10-28,51.8648
2021-10-29,52.504
2021-10-30,52.504
2021-10-31,52.504
2021-11-01,54.1038
2021-11-02,58.0233
2021-11-03,60.0476
2021-11-04,62.165
2021-11-05,64.2272
2021-11-06,64.2272
2021-11-07,64.2272
2021-11-08,63.5071
2021-11-09,64.0147
2021-11-10,61.1783
2021-11-11,59.486
2021-11-12,58.2452
2021-11-13,58.2452
2021-11-14,58.2452
2021-11-15,58.7828
2021-11-16,57.2666
2021-11-17,56.6007
2021-11-18,55.4175
2021-11-19,56.1327
2021-11-20,56.1327
2021-11-21,56.1327
2021-11-22,56.2092
2021-11-23,55.4391
2021-11-24,56.2761
2021-11-25,56.2761
2021-11-26,54.6327
2021-11-27,54.6327
2021-11-28,54.6327
2021-11-29,55.2457
2021-11-30,50.2168
2021-12-01,49.381
2021-12-02,52.6587
2021-12-03,51.375
2021-12-04,51.375
2021-12-05,51.375
2021-12-06,52.9079
2021-12-07,57.0695
2021-12-08,56.056
2021-12-09,53.9798
2021-12-10,56.1404
2021-12-11,56.1404
2021-12-12,56.1404
2021-12-13,50.803
2021-12-14,49.2933
2021-12-15,49.8338
2021-12-16,46.3813
2021-12-17,46.4982
2021-12-18,46.4982
2021-12-19,46.4982
2021-12-20,42.5294
2021-12-21,46.7821
2021-12-22,41.282
2021-12-23,40.4407
2021-12-24,40.4407
2021-12-25,40.4407
2021-12-26,40.4407
2021-12-27,41.3756
2021-12-28,41.7125
2021-12-29,41.4952
2021-12-30,42.0439
2021-12-31,43.7565
2022-01-01,43.7565
2022-01-02,43.7565
2022-01-03,41.7423
2022-01-04,39.8844
2022-01-05,37.4178
2022-01-06,37.2855
2022-01-07,39.0503
2022-01-08,39.0503
2022-01-09,39.0503
2022-01-10,37.714
2022-01-11,38.1501
2022-01-12,38.2526
2022-01-13,37.2145
2022-01-14,34.9817
2022-01-15,34.9817
2022-01-16,34.9817
2022-01-17,34.9817
2022-01-18,33.4513
2022-01-19,32.1095
2022-01-20,31.3717
2022-01-21,33.4279
2022-01-22,33.4279
2022-01-23,33.4279
2022-01-24,37.0797
2022-01-25,36.0202
2022-01-26,34.8799
2022-01-27,33.764
2022-01-28,37.9108
2022-01-29,37.9108
2022-01-30,37.9108
2022-01-31,38.9481
2022-02-01,38.8277
2022-02-02,38.1535
2022-02-03,36.4166
2022-02-04,36.1568
2022-02-05,36.1568
2022-02-06,36.1568
2022-02-07,35.7859
2022-02-08,39.1608
2022-02-09,42.47
2022-02-10,41.1382
2022-02-11,39.8397
2022-02-12,39.8397
2022-02-13,39.8397
2022-02-14,42.0632
2022-02-15,44.0973
2022-02-16,41.6974
2022-02-17,40.4196
2022-02-18,39.3273
2022-02-19,39.3273
2022-02-20,39.3273
2022-02-21,39.3273
2022-02-22,36.8262
2022-02-23,36.387
2022-02-24,40.6712
2022-02-25,42.5071
2022-02-26,42.5071
2022-02-27,42.5071
2022-02-28,44.1171
2022-03-01,41.6262
2022-03-02,42.0893
2022-03-03,41.2965
2022-03-04,40.4422
2022-03-05,40.4422
2022-03-06,40.4422
2022-03-07,38.6594
2022-03-08,38.6249
2022-03-09,40.4056
2022-03-10,39.7053
2022-03-11,38.7664
2022-03-12,38.7664
2022-03-13,38.7664
2022-03-14,38.3641
2022-03-15,40.6516
2022-03-16,41.6906
2022-03-17,43.4593
2022-03-18,43.9683
2022-03-19,43.9683
2022-03-20,43.9683
2022-03-21,42.6119
2022-03-22,43.0566
2022-03-23,40.1662
2022-03-24,40.5262
2022-03-25,39.1651
2022-03-26,39.1651
2022-03-27,39.1651
2022-03-28,40.5624
2022-03-29,45.5037
2022-03-30,43.8401
2022-03-31,40.4652
2022-04-01,42.2943
2022-04-02,42.2943
2022-04-03,42.2943
2022-04-04,44.8077
2022-04-05,43.7469
2022-04-06,42.3678
2022-04-07,43.5824
2022-04-08,46.2535
2022-04-09,46.2535
2022-04-10,46.2535
2022-04-11,47.0483
2022-04-12,40.6132
2022-04-13,40.4157
2022-04-14,39.7103
2022-04-15,39.7103
2022-04-16,39.7103
2022-04-17,39.7103
2022-04-18,39.3081
2022-04-19,43.7938
2022-04-20,41.8068
2022-04-21,40.3937
2022-04-22,40.2238
2022-04-23,40.2238
2022-04-24,40.2238
2022-04-25,40.2865
2022-04-26,39.0627
2022-04-27,39.477
2022-04-28,39.6987
2022-04-29,37.6399
2022-04-30,37.6399
2022-05-01,37.6399
2022-05-02,42.6105
2022-05-03,45.8824
2022-05-04,49.7369
2022-05-05,44.7086
2022-05-06,46.3767
2022-05-07,46.3767
2022-05-08,46.3767
2022-05-09,45.2268
2022-05-10,44.8676
2022-05-11,43.3988
2022-05-12,44.5351
2022-05-13,44.8467
2022-05-14,44.8467
2022-05-15,44.8467
2022-05-16,45.6367
2022-05-17,49.2536
2022-05-18,44.3827
2022-05-19,45.1147
2022-05-20,46.3279
2022-05-21,46.3279
2022-05-22,46.3279
2022-05-23,45.3472
2022-05-24,45.2841
2022-05-25,49.0639
2022-05-26,51.2424
2022-05-27,51.9879
2022-05-28,51.9879
2022-05-29,51.9879
2022-05-30,51.9879
2022-05-31,51.2561
2022-06-01,50.6702
2022-06-02,51.1904
2022-06-03,49.1063
2022-06-04,49.1063
2022-06-05,49.1063
2022-06-06,49.967
2022-06-07,50.5045
2022-06-08,53.3892
2022-06-09,51.5971
2022-06-10,48.7398
2022-06-11,48.7398
2022-06-12,48.7398
2022-06-13,44.0662
2022-06-14,44.8093
2022-06-15,46.1313
2022-06-16,42.6414
2022-06-17,43.581
2022-06-18,43.581
2022-06-19,43.581
2022-06-20,43.581
2022-06-21,44.1123
2022-06-22,45.6992
2022-06-23,47.2051
2022-06-24,51.7501
2022-06-25,51.7501
2022-06-26,51.7501
2022-06-27,51.9188
2022-06-28,49.0401
2022-06-29,48.4931
2022-06-30,46.4955
2022-07-01,48.0641
2022-07-02,48.0641
2022-07-03,48.0641
2022-07-04,48.0641
2022-07-05,50.2349
2022-07-06,48.35
2022-07-07,49.6506
2022-07-08,48.183
2022-07-09,48.183
2022-07-10,48.183
2022-07-11,45.7641
2022-07-12,47.4778
2022-07-13,47.0675
2022-07-14,46.108
2022-07-15,47.9071
2022-07-16,47.9071
2022-07-17,47.9071
2022-07-18,48.8269
2022-07-19,51.1726
2022-07-20,51.4825
2022-07-21,51.0356
2022-07-22,49.7985
2022-07-23,49.7985
2022-07-24,49.7985
2022-07-25,50.01
2022-07-26,48.195
2022-07-27,49.8747
2022-07-28,52.5354
2022-07-29,53.6356
2022-07-30,53.6356
2022-07-31,53.6356
2022-08-01,55.2984
2022-08-02,52.9135
2022-08-03,53.4643
2022-08-04,53.192
2022-08-05,52.9384
2022-08-06,52.9384
2022-08-07,52.9384
2022-08-08,53.3981
2022-08-09,50.9935
2022-08-10,53.3601
2022-08-11,54.6092
2022-08-12,54.5103
2022-08-13,54.5103
2022-08-14,54.5103
2022-08-15,54.353
2022-08-16,56.4927
2022-08-17,52.6537
2022-08-18,51.5602
2022-08-19,49.4924
2022-08-20,49.4924
2022-08-21,49.4924
2022-08-22,44.6816
2022-08-23,45.095
2022-08-24,45.6032
2022-08-25,47.6097
2022-08-26,45.2009
2022-08-27,45.2009
2022-08-28,45.2009
2022-08-29,45.8136
2022-08-30,45.5353
2022-08-31,44.1186
2022-09-01,44.7583
2022-09-02,43.5745
2022-09-03,43.5745
2022-09-04,43.5745
2022-09-05,43.5745
2022-09-06,41.7933
2022-09-07,45.0357
2022-09-08,45.3701
2022-09-09,47.322
2022-09-10,47.322
2022-09-11,47.322
2022-09-12,47.3953
2022-09-13,43.1165
2022-09-14,42.9926
2022-09-15,42.6792
2022-09-16,42.4885
2022-09-17,42.4885
2022-09-18,42.4885
2022-09-19,43.9902
2022-09-20,40.9466
2022-09-21,40.1331
2022-09-22,39.2131
2022-09-23,39.0123
2022-09-24,39.0123
2022-09-25,39.0123
2022-09-26,39.5612
2022-09-27,40.9135
2022-09-28,46.4496
2022-09-29,33.3927
2022-09-30,34.1671
2022-10-01,34.1671
2022-10-02,34.1671
2022-10-03,35.7135
2022-10-04,36.3519
2022-10-05,35.4592
2022-10-06,34.7887
2022-10-07,33.2702
2022-10-08,33.2702
2022-10-09,33.2702
2022-10-10,34.5088
2022-10-11,34.2235
2022-10-12,33.7443
2022-10-13,34.032
2022-10-14,32.8769
2022-10-15,32.8769
2022-10-16,32.8769
2022-10-17,34.7901
2022-10-18,34.0549
2022-10-19,32.37
2022-10-20,31.8438
2022-10-21,31.4434
2022-10-22,31.4434
2022-10-23,31.4434
2022-10-24,34.2295
2022-10-25,37.9476
2022-10-26,37.7645
2022-10-27,38.288
2022-10-28,40.0571
2022-10-29,40.0571
2022-10-30,40.0571
2022-10-31,39.5286
2022-11-01,40.9141
2022-11-02,39.5229
2022-11-03,40.6146
2022-11-04,40.1746
2022-11-05,40.1746
2022-11-06,40.1746
2022-11-07,42.1309
2022-11-08,42.2795
2022-11-09,42.1914
2022-11-10,48.2607
2022-11-11,51.7023
2022-11-12,51.7023
2022-11-13,51.7023
2022-11-14,51.156
2022-11-15,49.9825
2022-11-16,46.3628
2022-11-17,45.4774
2022-11-18,44.9463
2022-11-19,44.9463
2022-11-20,44.9463
2022-11-21,44.6644
2022-11-22,45.6022
2022-11-23,45.1342
2022-11-24,45.1342
2022-11-25,45.3137
2022-11-26,45.3137
2022-11-27,45.3137
2022-11-28,44.2567
2022-11-29,45.9521
2022-11-30,48.2884
2022-12-01,48.0391
2022-12-02,48.5569
2022-12-03,48.5569
2022-12-04,48.5569
2022-12-05,46.4087
2022-12-06,44.7335
2022-12-07,44.2834
2022-12-08,44.7296
2022-12-09,44.9934
2022-12-10,44.9934
2022-12-11,44.9934
2022-12-12,45.1902
2022-12-13,46.8144
2022-12-14,47.4611
2022-12-15,44.9843
2022-12-16,41.1976
2022-12-17,41.1976
2022-12-18,41.1976
2022-12-19,38.3643
2022-12-20,38.0973
2022-12-21,40.1979
2022-12-22,38.3819
2022-12-23,42.0745
2022-12-24,42.0745
2022-12-25,42.0745
2022-12-26,42.0745
2022-12-27,42.3882
2022-12-28,41.3371
2022-12-29,43.8048
2022-12-30,43.4584
2022-12-31,43.4584
2023-01-01,43.4584
2023-01-02,43.4584
2023-01-03,43.2195
2023-01-04,48.4704
2023-01-05,46.6955
2023-01-06,49.3268
2023-01-07,49.3268
2023-01-08,49.3268
2023-01-09,50.6589
2023-01-10,50.9895
2023-01-11,51.032
2023-01-12,50.4112
2023-01-13,48.3322
2023-01-14,48.3322
2023-01-15,48.3322
2023-01-16,48.3322
2023-01-17,51.043
2023-01-18,46.8438
2023-01-19,45.6673
2023-01-20,49.8241
2023-01-21,49.8241
2023-01-22,49.8241
2023-01-23,51.0686
2023-01-24,50.4371
2023-01-25,50.0071
2023-01-26,49.9534
2023-01-27,52.9249
2023-01-28,52.9249
2023-01-29,52.9249
2023-01-30,52.8564
2023-01-31,54.2963
2023-02-01,59.2217
2023-02-02,61.9598
2023-02-03,60.5931
2023-02-04,60.5931
2023-02-05,60.5931
2023-02-06,60.192
2023-02-07,58.141
2023-02-08,58.193
2023-02-09,56.1017
2023-02-10,55.0318
2023-02-11,55.0318
2023-02-12,55.0318
2023-02-13,56.4755
2023-02-14,57.2276
2023-02-15,56.7766
2023-02-16,55.2377
2023-02-17,53.5648
2023-02-18,53.5648
2023-02-19,53.5648
2023-02-20,53.5648
2023-02-21,48.7084
2023-02-22,49.6826
2023-02-23,49.2738
2023-02-24,47.9319
2023-02-25,47.9319
2023-02-26,47.9319
2023-02-27,47.156
2023-02-28,49.3741
2023-03-01,49.0618
2023-03-02,48.0512
2023-03-03,50.9433
2023-03-04,50.9433
2023-03-05,50.9433
2023-03-06,49.1472
2023-03-07,49.1824
2023-03-08,51.1412
2023-03-09,46.5958
2023-03-10,43.9974
2023-03-11,43.9974
2023-03-12,43.9974
2023-03-13,41.7011
2023-03-14,40.9294
2023-03-15,39.8881
2023-03-16,39.3275
2023-03-17,37.4669
2023-03-18,37.4669
2023-03-19,37.4669
