,MTD US Equity
2021-01-23,60.9232
2021-01-24,60.9232
2021-01-25,60.7363
2021-01-26,57.4463
2021-01-27,50.2768
2021-01-28,52.1389
2021-01-29,51.8255
2021-01-30,51.8255
2021-01-31,51.8255
2021-02-01,53.1963
2021-02-02,56.8667
2021-02-03,53.4238
2021-02-04,56.1114
2021-02-05,53.6726
2021-02-06,53.6726
2021-02-07,53.6726
2021-02-08,54.9826
2021-02-09,54.6677
2021-02-10,54.7171
2021-02-11,54.1263
2021-02-12,55.9769
2021-02-13,55.9769
2021-02-14,55.9769
2021-02-15,55.9769
2021-02-16,52.4637
2021-02-17,49.8211
2021-02-18,48.1781
2021-02-19,49.7828
2021-02-20,49.7828
2021-02-21,49.7828
2021-02-22,46.0724
2021-02-23,44.4809
2021-02-24,46.3656
2021-02-25,44.7439
2021-02-26,45.4292
2021-02-27,45.4292
2021-02-28,45.4292
2021-03-01,47.473
2021-03-02,46.3071
2021-03-03,43.6027
2021-03-04,40.7982
2021-03-05,40.935
2021-03-06,40.935
2021-03-07,40.935
2021-03-08,39.1649
2021-03-09,40.5511
2021-03-10,41.1526
2021-03-11,44.1481
2021-03-12,42.9786
2021-03-13,42.9786
2021-03-14,42.9786
2021-03-15,46.4012
2021-03-16,45.0827
2021-03-17,45.9939
2021-03-18,46.8956
2021-03-19,49.3209
2021-03-20,49.3209
2021-03-21,49.3209
2021-03-22,50.1168
2021-03-23,48.6666
2021-03-24,47.9739
2021-03-25,48.78
2021-03-26,53.4692
2021-03-27,53.4692
2021-03-28,53.4692
2021-03-29,54.1792
2021-03-30,51.8554
2021-03-31,52.4902
2021-04-01,54.3802
2021-04-02,54.3802
2021-04-03,54.3802
2021-04-04,54.3802
2021-04-05,56.2595
2021-04-06,57.5627
2021-04-07,56.3342
2021-04-08,56.9351
2021-04-09,58.381
2021-04-10,58.381
2021-04-11,58.381
2021-04-12,57.9323
2021-04-13,59.029
2021-04-14,58.2114
2021-04-15,61.5034
2021-04-16,63.1412
2021-04-17,63.1412
2021-04-18,63.1412
2021-04-19,62.4611
2021-04-20,62.4086
2021-04-21,65.1359
2021-04-22,63.7959
2021-04-23,66.3099
2021-04-24,66.3099
2021-04-25,66.3099
2021-04-26,63.298
2021-04-27,64.054
2021-04-28,64.1407
2021-04-29,64.4547
2021-04-30,62.3826
2021-05-01,62.3826
2021-05-02,62.3826
2021-05-03,62.5887
2021-05-04,58.0115
2021-05-05,59.0276
2021-05-06,59.5355
2021-05-07,56.9092
2021-05-08,56.9092
2021-05-09,56.9092
2021-05-10,52.8128
2021-05-11,52.2851
2021-05-12,52.4461
2021-05-13,53.7495
2021-05-14,55.9044
2021-05-15,55.9044
2021-05-16,55.9044
2021-05-17,53.968
2021-05-18,52.3397
2021-05-19,52.9912
2021-05-20,55.5376
2021-05-21,55.5794
2021-05-22,55.5794
2021-05-23,55.5794
2021-05-24,55.9782
2021-05-25,56.7138
2021-05-26,55.9678
2021-05-27,57.6167
2021-05-28,58.0209
2021-05-29,58.0209
2021-05-30,58.0209
2021-05-31,58.0209
2021-06-01,57.3342
2021-06-02,54.2717
2021-06-03,51.6622
2021-06-04,51.8504
2021-06-05,51.8504
2021-06-06,51.8504
2021-06-07,50.7809
2021-06-08,52.9355
2021-06-09,53.3089
2021-06-10,56.9362
2021-06-11,59.5425
2021-06-12,59.5425
2021-06-13,59.5425
2021-06-14,62.0395
2021-06-15,62.635
2021-06-16,61.3489
2021-06-17,63.0242
2021-06-18,60.7437
2021-06-19,60.7437
2021-06-20,60.7437
2021-06-21,61.8427
2021-06-22,62.9844
2021-06-23,59.9432
2021-06-24,59.769
2021-06-25,59.2614
2021-06-26,59.2614
2021-06-27,59.2614
2021-06-28,62.1685
2021-06-29,63.6161
2021-06-30,61.7337
2021-07-01,61.0941
2021-07-02,62.9808
2021-07-03,62.9808
2021-07-04,62.9808
2021-07-05,62.9808
2021-07-06,64.6209
2021-07-07,65.9958
2021-07-08,63.8657
2021-07-09,64.9864
2021-07-10,64.9864
2021-07-11,64.9864
2021-07-12,65.0409
2021-07-13,65.5813
2021-07-14,64.4698
2021-07-15,64.5139
2021-07-16,65.7275
2021-07-17,65.7275
2021-07-18,65.7275
2021-07-19,63.9249
2021-07-20,64.3895
2021-07-21,62.5272
2021-07-22,65.1579
2021-07-23,66.7397
2021-07-24,66.7397
2021-07-25,66.7397
2021-07-26,65.7578
2021-07-27,66.5176
2021-07-28,67.2195
2021-07-29,69.2845
2021-07-30,62.8203
2021-07-31,62.8203
2021-08-01,62.8203
2021-08-02,63.4188
2021-08-03,64.9219
2021-08-04,66.5144
2021-08-05,67.5262
2021-08-06,66.5337
2021-08-07,66.5337
2021-08-08,66.5337
2021-08-09,66.7276
2021-08-10,65.2211
2021-08-11,62.4472
2021-08-12,64.2926
2021-08-13,66.0175
2021-08-14,66.0175
2021-08-15,66.0175
2021-08-16,67.7996
2021-08-17,65.6932
2021-08-18,61.5787
2021-08-19,63.5245
2021-08-20,61.8657
2021-08-21,61.8657
2021-08-22,61.8657
2021-08-23,61.9963
2021-08-24,61.0217
2021-08-25,64.2284
2021-08-26,63.6521
2021-08-27,64.4241
2021-08-28,64.4241
2021-08-29,64.4241
2021-08-30,66.3825
2021-08-31,60.9895
2021-09-01,60.9666
2021-09-02,62.4676
2021-09-03,63.0127
2021-09-04,63.0127
2021-09-05,63.0127
2021-09-06,63.0127
2021-09-07,63.3848
2021-09-08,65.5174
2021-09-09,62.5675
2021-09-10,63.3818
2021-09-11,63.3818
2021-09-12,63.3818
2021-09-13,57.9202
2021-09-14,58.3024
2021-09-15,58.4709
2021-09-16,57.548
2021-09-17,56.231
2021-09-18,56.231
2021-09-19,56.231
2021-09-20,53.796
2021-09-21,54.7194
2021-09-22,55.5498
2021-09-23,57.7928
2021-09-24,56.8382
2021-09-25,56.8382
2021-09-26,56.8382
2021-09-27,47.2829
2021-09-28,42.061
2021-09-29,40.9632
2021-09-30,38.5162
2021-10-01,40.0084
2021-10-02,40.0084
2021-10-03,40.0084
2021-10-04,38.6622
2021-10-05,40.0455
2021-10-06,40.1038
2021-10-07,42.4934
2021-10-08,40.8745
2021-10-09,40.8745
2021-10-10,40.8745
2021-10-11,38.9482
2021-10-12,38.4627
2021-10-13,39.1219
2021-10-14,43.7877
2021-10-15,45.8253
2021-10-16,45.8253
2021-10-17,45.8253
2021-10-18,46.0971
2021-10-19,47.2261
2021-10-20,47.9858
2021-10-21,47.9454
2021-10-22,51.4995
2021-10-23,51.4995
2021-10-24,51.4995
2021-10-25,51.6006
2021-10-26,51.5845
2021-10-27,50.5742
2021-10-28,52.4863
2021-10-29,52.6761
2021-10-30,52.6761
2021-10-31,52.6761
2021-11-01,48.4575
2021-11-02,51.2715
2021-11-03,51.4238
2021-11-04,52.8456
2021-11-05,56.2814
2021-11-06,56.2814
2021-11-07,56.2814
2021-11-08,58.5229
2021-11-09,59.7876
2021-11-10,58.1715
2021-11-11,55.3278
2021-11-12,56.4848
2021-11-13,56.4848
2021-11-14,56.4848
2021-11-15,54.3007
2021-11-16,55.5904
2021-11-17,56.1289
2021-11-18,57.0755
2021-11-19,57.8277
2021-11-20,57.8277
2021-11-21,57.8277
2021-11-22,54.2655
2021-11-23,54.3574
2021-11-24,53.6295
2021-11-25,53.6295
2021-11-26,51.0574
2021-11-27,51.0574
2021-11-28,51.0574
2021-11-29,55.1352
2021-11-30,52.6041
2021-12-01,53.2394
2021-12-02,55.8684
2021-12-03,53.7864
2021-12-04,53.7864
2021-12-05,53.7864
2021-12-06,54.3676
2021-12-07,57.2248
2021-12-08,58.9594
2021-12-09,58.4701
2021-12-10,59.0177
2021-12-11,59.0177
2021-12-12,59.0177
2021-12-13,59.1818
2021-12-14,53.4609
2021-12-15,55.7163
2021-12-16,55.5832
2021-12-17,56.8344
2021-12-18,56.8344
2021-12-19,56.8344
2021-12-20,53.9324
2021-12-21,55.5453
2021-12-22,58.4807
2021-12-23,60.2131
2021-12-24,60.2131
2021-12-25,60.2131
2021-12-26,60.2131
2021-12-27,63.6866
2021-12-28,63.8086
2021-12-29,65.628
2021-12-30,65.6639
2021-12-31,64.9713
2022-01-01,64.9713
2022-01-02,64.9713
2022-01-03,62.1236
2022-01-04,58.1006
2022-01-05,52.1973
2022-01-06,53.8588
2022-01-07,48.5159
2022-01-08,48.5159
2022-01-09,48.5159
2022-01-10,50.4988
2022-01-11,50.9493
2022-01-12,49.9288
2022-01-13,45.4674
2022-01-14,46.2728
2022-01-15,46.2728
2022-01-16,46.2728
2022-01-17,46.2728
2022-01-18,44.1169
2022-01-19,43.0666
2022-01-20,43.2057
2022-01-21,42.3127
2022-01-22,42.3127
2022-01-23,42.3127
2022-01-24,42.7445
2022-01-25,39.2823
2022-01-26,38.7404
2022-01-27,38.1355
2022-01-28,41.6714
2022-01-29,41.6714
2022-01-30,41.6714
2022-01-31,45.6462
2022-02-01,47.7227
2022-02-02,50.1799
2022-02-03,47.785
2022-02-04,47.5071
2022-02-05,47.5071
2022-02-06,47.5071
2022-02-07,48.2002
2022-02-08,48.2651
2022-02-09,52.7374
2022-02-10,50.006
2022-02-11,43.546
2022-02-12,43.546
2022-02-13,43.546
2022-02-14,42.6537
2022-02-15,43.791
2022-02-16,46.406
2022-02-17,43.497
2022-02-18,42.9618
2022-02-19,42.9618
2022-02-20,42.9618
2022-02-21,42.9618
2022-02-22,43.6484
2022-02-23,41.4032
2022-02-24,44.0206
2022-02-25,46.7474
2022-02-26,46.7474
2022-02-27,46.7474
2022-02-28,44.2853
2022-03-01,43.3475
2022-03-02,42.9782
2022-03-03,44.3908
2022-03-04,43.3738
2022-03-05,43.3738
2022-03-06,43.3738
2022-03-07,40.4074
2022-03-08,39.1531
2022-03-09,44.8013
2022-03-10,41.9733
2022-03-11,40.5361
2022-03-12,40.5361
2022-03-13,40.5361
2022-03-14,39.4089
2022-03-15,41.7156
2022-03-16,44.5695
2022-03-17,46.6477
2022-03-18,47.7254
2022-03-19,47.7254
2022-03-20,47.7254
2022-03-21,47.0765
2022-03-22,47.4233
2022-03-23,44.9585
2022-03-24,46.4029
2022-03-25,47.036
2022-03-26,47.036
2022-03-27,47.036
2022-03-28,47.5622
2022-03-29,49.5227
2022-03-30,48.3343
2022-03-31,46.2055
2022-04-01,46.1048
2022-04-02,46.1048
2022-04-03,46.1048
2022-04-04,45.1779
2022-04-05,44.6276
2022-04-06,43.2583
2022-04-07,46.5382
2022-04-08,47.5434
2022-04-09,47.5434
2022-04-10,47.5434
2022-04-11,45.2689
2022-04-12,43.1107
2022-04-13,45.3788
2022-04-14,43.8581
2022-04-15,43.8581
2022-04-16,43.8581
2022-04-17,43.8581
2022-04-18,43.0101
2022-04-19,45.1179
2022-04-20,47.5023
2022-04-21,45.1617
2022-04-22,42.664
2022-04-23,42.664
2022-04-24,42.664
2022-04-25,44.0461
2022-04-26,41.3048
2022-04-27,41.563
2022-04-28,44.3014
2022-04-29,43.3537
2022-04-30,43.3537
2022-05-01,43.3537
2022-05-02,44.5432
2022-05-03,47.5829
2022-05-04,50.6452
2022-05-05,46.4131
2022-05-06,46.7201
2022-05-07,46.7201
2022-05-08,46.7201
2022-05-09,40.413
2022-05-10,42.006
2022-05-11,40.112
2022-05-12,42.3647
2022-05-13,45.0284
2022-05-14,45.0284
2022-05-15,45.0284
2022-05-16,43.9476
2022-05-17,44.1319
2022-05-18,42.0457
2022-05-19,43.7024
2022-05-20,44.9225
2022-05-21,44.9225
2022-05-22,44.9225
2022-05-23,45.4988
2022-05-24,44.6293
2022-05-25,44.5495
2022-05-26,46.4903
2022-05-27,50.7537
2022-05-28,50.7537
2022-05-29,50.7537
2022-05-30,50.7537
2022-05-31,48.3861
2022-06-01,47.1076
2022-06-02,50.8296
2022-06-03,49.2667
2022-06-04,49.2667
2022-06-05,49.2667
2022-06-06,49.5703
2022-06-07,50.2364
2022-06-08,48.9843
2022-06-09,46.7023
2022-06-10,43.8297
2022-06-11,43.8297
2022-06-12,43.8297
2022-06-13,42.4473
2022-06-14,41.7042
2022-06-15,42.3682
2022-06-16,39.9819
2022-06-17,39.0153
2022-06-18,39.0153
2022-06-19,39.0153
2022-06-20,39.0153
2022-06-21,39.0044
2022-06-22,39.3195
2022-06-23,41.6198
2022-06-24,42.6824
2022-06-25,42.6824
2022-06-26,42.6824
2022-06-27,42.5355
2022-06-28,41.782
2022-06-29,42.9653
2022-06-30,43.1807
2022-07-01,44.2174
2022-07-02,44.2174
2022-07-03,44.2174
2022-07-04,44.2174
2022-07-05,45.2926
2022-07-06,45.0375
2022-07-07,47.8417
2022-07-08,48.8979
2022-07-09,48.8979
2022-07-10,48.8979
2022-07-11,49.0163
2022-07-12,46.6864
2022-07-13,45.4252
2022-07-14,43.1662
2022-07-15,44.8896
2022-07-16,44.8896
2022-07-17,44.8896
2022-07-18,42.5619
2022-07-19,45.3252
2022-07-20,46.0775
2022-07-21,51.4252
2022-07-22,50.297
2022-07-23,50.297
2022-07-24,50.297
2022-07-25,50.7181
2022-07-26,51.1148
2022-07-27,53.6973
2022-07-28,55.3413
2022-07-29,58.3955
2022-07-30,58.3955
2022-07-31,58.3955
2022-08-01,58.4592
2022-08-02,57.588
2022-08-03,58.7733
2022-08-04,57.6642
2022-08-05,57.7173
2022-08-06,57.7173
2022-08-07,57.7173
2022-08-08,57.2208
2022-08-09,54.8306
2022-08-10,57.0043
2022-08-11,57.005
2022-08-12,58.1649
2022-08-13,58.1649
2022-08-14,58.1649
2022-08-15,58.3188
2022-08-16,57.3383
2022-08-17,57.3744
2022-08-18,57.5317
2022-08-19,55.0611
2022-08-20,55.0611
2022-08-21,55.0611
2022-08-22,52.6643
2022-08-23,50.4026
2022-08-24,51.5804
2022-08-25,53.7968
2022-08-26,47.801
2022-08-27,47.801
2022-08-28,47.801
2022-08-29,46.3516
2022-08-30,45.7168
2022-08-31,44.889
2022-09-01,44.5827
2022-09-02,43.591
2022-09-03,43.591
2022-09-04,43.591
2022-09-05,43.591
2022-09-06,46.168
2022-09-07,48.604
2022-09-08,51.3769
2022-09-09,52.6761
2022-09-10,52.6761
2022-09-11,52.6761
2022-09-12,53.7095
2022-09-13,50.0297
2022-09-14,48.4159
2022-09-15,47.9294
2022-09-16,44.577
2022-09-17,44.577
2022-09-18,44.577
2022-09-19,45.131
2022-09-20,42.5371
2022-09-21,42.0348
2022-09-22,40.4179
2022-09-23,40.1884
2022-09-24,40.1884
2022-09-25,40.1884
2022-09-26,39.2608
2022-09-27,38.3825
2022-09-28,38.8848
2022-09-29,38.0708
2022-09-30,37.2289
2022-10-01,37.2289
2022-10-02,37.2289
2022-10-03,42.3208
2022-10-04,46.5011
2022-10-05,48.4614
2022-10-06,48.521
2022-10-07,45.0124
2022-10-08,45.0124
2022-10-09,45.0124
2022-10-10,42.9437
2022-10-11,42.0176
2022-10-12,41.3114
2022-10-13,43.9753
2022-10-14,42.9584
2022-10-15,42.9584
2022-10-16,42.9584
2022-10-17,47.7595
2022-10-18,49.852
2022-10-19,47.4367
2022-10-20,45.8322
2022-10-21,48.2257
2022-10-22,48.2257
2022-10-23,48.2257
2022-10-24,49.9345
2022-10-25,52.3472
2022-10-26,54.4941
2022-10-27,53.7297
2022-10-28,54.5063
2022-10-29,54.5063
2022-10-30,54.5063
2022-10-31,54.5325
2022-11-01,55.6371
2022-11-02,52.173
2022-11-03,51.1585
2022-11-04,55.2388
2022-11-05,55.2388
2022-11-06,55.2388
2022-11-07,56.1563
2022-11-08,59.3296
2022-11-09,58.1032
2022-11-10,64.0041
2022-11-11,64.6979
2022-11-12,64.6979
2022-11-13,64.6979
2022-11-14,62.9204
2022-11-15,60.1653
2022-11-16,59.2179
2022-11-17,58.6793
2022-11-18,59.3688
2022-11-19,59.3688
2022-11-20,59.3688
2022-11-21,58.6084
2022-11-22,61.2273
2022-11-23,61.3105
2022-11-24,61.3105
2022-11-25,61.7627
2022-11-26,61.7627
2022-11-27,61.7627
2022-11-28,60.9005
2022-11-29,58.5139
2022-11-30,61.7285
2022-12-01,62.8082
2022-12-02,62.4371
2022-12-03,62.4371
2022-12-04,62.4371
2022-12-05,59.6999
2022-12-06,59.6513
2022-12-07,60.1092
2022-12-08,61.3451
2022-12-09,58.9204
2022-12-10,58.9204
2022-12-11,58.9204
2022-12-12,60.657
2022-12-13,62.2407
2022-12-14,58.9045
2022-12-15,54.4323
2022-12-16,55.0623
2022-12-17,55.0623
2022-12-18,55.0623
2022-12-19,52.804
2022-12-20,53.2705
2022-12-21,55.7472
2022-12-22,55.313
2022-12-23,55.3523
2022-12-24,55.3523
2022-12-25,55.3523
2022-12-26,55.3523
2022-12-27,55.8915
2022-12-28,54.4739
2022-12-29,56.9207
2022-12-30,55.1232
2022-12-31,55.1232
2023-01-01,55.1232
2023-01-02,55.1232
2023-01-03,56.2077
2023-01-04,58.1023
2023-01-05,57.9225
2023-01-06,54.5374
2023-01-07,54.5374
2023-01-08,54.5374
2023-01-09,55.0033
2023-01-10,59.0897
2023-01-11,60.9603
2023-01-12,59.4612
2023-01-13,60.6923
2023-01-14,60.6923
2023-01-15,60.6923
2023-01-16,60.6923
2023-01-17,58.4385
2023-01-18,58.9359
2023-01-19,57.1405
2023-01-20,59.7206
2023-01-21,59.7206
2023-01-22,59.7206
2023-01-23,60.584
2023-01-24,57.0809
2023-01-25,56.8231
2023-01-26,56.1744
2023-01-27,56.5685
2023-01-28,56.5685
2023-01-29,56.5685
2023-01-30,54.6868
2023-01-31,56.4001
2023-02-01,58.1714
2023-02-02,59.606
2023-02-03,60.0776
2023-02-04,60.0776
2023-02-05,60.0776
2023-02-06,56.9219
2023-02-07,57.0501
2023-02-08,56.7612
2023-02-09,54.9777
2023-02-10,53.1411
2023-02-11,53.1411
2023-02-12,53.1411
2023-02-13,56.0553
2023-02-14,55.2948
2023-02-15,56.4345
2023-02-16,54.0494
2023-02-17,52.3243
2023-02-18,52.3243
2023-02-19,52.3243
2023-02-20,52.3243
2023-02-21,48.0885
2023-02-22,47.8245
2023-02-23,48.8078
2023-02-24,45.9146
2023-02-25,45.9146
2023-02-26,45.9146
2023-02-27,46.2065
2023-02-28,46.3877
2023-03-01,45.2174
2023-03-02,50.2883
2023-03-03,52.4459
2023-03-04,52.4459
2023-03-05,52.4459
2023-03-06,52.2271
2023-03-07,49.6479
2023-03-08,50.9535
2023-03-09,49.8047
2023-03-10,46.6649
2023-03-11,46.6649
2023-03-12,46.6649
2023-03-13,47.1793
2023-03-14,49.5908
2023-03-15,47.3058
2023-03-16,49.7025
2023-03-17,48.6135
2023-03-18,48.6135
