,DISCB US Equity
2023-03-18,39.4952
2023-03-19,39.4952
2023-03-20,39.4952
2023-03-21,39.4952
2023-03-22,39.4952
2023-03-23,39.4952
2023-03-24,39.4952
2023-03-25,39.4952
2023-03-26,39.4952
2023-03-27,39.4952
2023-03-28,39.4952
2023-03-29,39.4952
2023-03-30,39.4952
2023-03-31,39.4952
2023-04-01,39.4952
2023-04-02,39.4952
2023-04-03,39.4952
2023-04-04,39.4952
2023-04-05,39.4952
2023-04-06,39.4952
2023-04-07,39.4952
2023-04-08,39.4952
2023-04-09,39.4952
2023-04-10,39.4952
2023-04-11,39.4952
2023-04-12,39.4952
2023-04-13,39.4952
2023-04-14,39.4952
2023-04-15,39.4952
2023-04-16,39.4952
2023-04-17,39.4952
2023-04-18,39.4952
2023-04-19,39.4952
2023-04-20,39.4952
2023-04-21,39.4952
2023-04-22,39.4952
2023-04-23,39.4952
2023-04-24,39.4952
2023-04-25,39.4952
2023-04-26,39.4952
2023-04-27,39.4952
2023-04-28,39.4952
2023-04-29,39.4952
2023-04-30,39.4952
2023-05-01,39.4952
2023-05-02,39.4952
2023-05-03,39.4952
2023-05-04,39.4952
2023-05-05,39.4952
2023-05-06,39.4952
2023-05-07,39.4952
2023-05-08,39.4952
2023-05-09,39.4952
2023-05-10,39.4952
2023-05-11,39.4952
2023-05-12,39.4952
2023-05-13,39.4952
2023-05-14,39.4952
2023-05-15,39.4952
2023-05-16,39.4952
2023-05-17,39.4952
2023-05-18,39.4952
2023-05-19,39.4952
2023-05-20,39.4952
2023-05-21,39.4952
2023-05-22,39.4952
2023-05-23,39.4952
2023-05-24,39.4952
2023-05-25,39.4952
2023-05-26,39.4952
2023-05-27,39.4952
2023-05-28,39.4952
2023-05-29,39.4952
2023-05-30,39.4952
2023-05-31,39.4952
2023-06-01,39.4952
2023-06-02,39.4952
2023-06-03,39.4952
2023-06-04,39.4952
2023-06-05,39.4952
2023-06-06,39.4952
2023-06-07,39.4952
2023-06-08,39.4952
2023-06-09,39.4952
2023-06-10,39.4952
2023-06-11,39.4952
2023-06-12,39.4952
2023-06-13,39.4952
2023-06-14,39.4952
2023-06-15,39.4952
2023-06-16,39.4952
2023-06-17,39.4952
2023-06-18,39.4952
2023-06-19,39.4952
2023-06-20,39.4952
2023-06-21,39.4952
2023-06-22,39.4952
2023-06-23,39.4952
2023-06-24,39.4952
2023-06-25,39.4952
2023-06-26,39.4952
2023-06-27,39.4952
2023-06-28,39.4952
2023-06-29,39.4952
2023-06-30,39.4952
2023-07-01,39.4952
2023-07-02,39.4952
2023-07-03,39.4952
2023-07-04,39.4952
2023-07-05,39.4952
2023-07-06,39.4952
2023-07-07,39.4952
2023-07-08,39.4952
2023-07-09,39.4952
2023-07-10,39.4952
2023-07-11,39.4952
2023-07-12,39.4952
2023-07-13,39.4952
2023-07-14,39.4952
2023-07-15,39.4952
2023-07-16,39.4952
2023-07-17,39.4952
2023-07-18,39.4952
2023-07-19,39.4952
2023-07-20,39.4952
2023-07-21,39.4952
2023-07-22,39.4952
2023-07-23,39.4952
2023-07-24,39.4952
2023-07-25,39.4952
2023-07-26,39.4952
2023-07-27,39.4952
2023-07-28,39.4952
2023-07-29,39.4952
2023-07-30,39.4952
2023-07-31,39.4952
2023-08-01,39.4952
2023-08-02,39.4952
2023-08-03,39.4952
2023-08-04,39.4952
2023-08-05,39.4952
2023-08-06,39.4952
2023-08-07,39.4952
2023-08-08,39.4952
2023-08-09,39.4952
2023-08-10,39.4952
2023-08-11,39.4952
2023-08-12,39.4952
2023-08-13,39.4952
2023-08-14,39.4952
2023-08-15,39.4952
2023-08-16,39.4952
2023-08-17,39.4952
2023-08-18,39.4952
2023-08-19,39.4952
2023-08-20,39.4952
2023-08-21,39.4952
2023-08-22,39.4952
2023-08-23,39.4952
2023-08-24,39.4952
2023-08-25,39.4952
2023-08-26,39.4952
2023-08-27,39.4952
2023-08-28,39.4952
2023-08-29,39.4952
2023-08-30,39.4952
2023-08-31,39.4952
2023-09-01,39.4952
2023-09-02,39.4952
2023-09-03,39.4952
2023-09-04,39.4952
2023-09-05,39.4952
2023-09-06,39.4952
2023-09-07,39.4952
2023-09-08,39.4952
2023-09-09,39.4952
2023-09-10,39.4952
2023-09-11,39.4952
2023-09-12,39.4952
2023-09-13,39.4952
2023-09-14,39.4952
2023-09-15,39.4952
2023-09-16,39.4952
2023-09-17,39.4952
2023-09-18,39.4952
2023-09-19,39.4952
2023-09-20,39.4952
2023-09-21,39.4952
2023-09-22,39.4952
2023-09-23,39.4952
2023-09-24,39.4952
2023-09-25,39.4952
2023-09-26,39.4952
2023-09-27,39.4952
2023-09-28,39.4952
2023-09-29,39.4952
2023-09-30,39.4952
2023-10-01,39.4952
2023-10-02,39.4952
2023-10-03,39.4952
2023-10-04,39.4952
2023-10-05,39.4952
2023-10-06,39.4952
2023-10-07,39.4952
2023-10-08,39.4952
2023-10-09,39.4952
2023-10-10,39.4952
2023-10-11,39.4952
2023-10-12,39.4952
2023-10-13,39.4952
2023-10-14,39.4952
2023-10-15,39.4952
2023-10-16,39.4952
2023-10-17,39.4952
2023-10-18,39.4952
2023-10-19,39.4952
2023-10-20,39.4952
2023-10-21,39.4952
2023-10-22,39.4952
2023-10-23,39.4952
2023-10-24,39.4952
2023-10-25,39.4952
2023-10-26,39.4952
2023-10-27,39.4952
2023-10-28,39.4952
2023-10-29,39.4952
2023-10-30,39.4952
2023-10-31,39.4952
2023-11-01,39.4952
2023-11-02,39.4952
2023-11-03,39.4952
2023-11-04,39.4952
2023-11-05,39.4952
2023-11-06,39.4952
2023-11-07,39.4952
2023-11-08,39.4952
2023-11-09,39.4952
2023-11-10,39.4952
2023-11-11,39.4952
2023-11-12,39.4952
2023-11-13,39.4952
2023-11-14,39.4952
2023-11-15,39.4952
2023-11-16,39.4952
2023-11-17,39.4952
2023-11-18,39.4952
2023-11-19,39.4952
2023-11-20,39.4952
2023-11-21,39.4952
2023-11-22,39.4952
2023-11-23,39.4952
2023-11-24,39.4952
2023-11-25,39.4952
2023-11-26,39.4952
2023-11-27,39.4952
2023-11-28,39.4952
2023-11-29,39.4952
2023-11-30,39.4952
2023-12-01,39.4952
2023-12-02,39.4952
2023-12-03,39.4952
2023-12-04,39.4952
2023-12-05,39.4952
2023-12-06,39.4952
2023-12-07,39.4952
2023-12-08,39.4952
2023-12-09,39.4952
2023-12-10,39.4952
2023-12-11,39.4952
2023-12-12,39.4952
2023-12-13,39.4952
2023-12-14,39.4952
2023-12-15,39.4952
2023-12-16,39.4952
2023-12-17,39.4952
2023-12-18,39.4952
2023-12-19,39.4952
2023-12-20,39.4952
2023-12-21,39.4952
2023-12-22,39.4952
2023-12-23,39.4952
2023-12-24,39.4952
2023-12-25,39.4952
2023-12-26,39.4952
2023-12-27,39.4952
2023-12-28,39.4952
2023-12-29,39.4952
2023-12-30,39.4952
2023-12-31,39.4952
2024-01-01,39.4952
2024-01-02,39.4952
2024-01-03,39.4952
2024-01-04,39.4952
2024-01-05,39.4952
2024-01-06,39.4952
2024-01-07,39.4952
2024-01-08,39.4952
2024-01-09,39.4952
2024-01-10,39.4952
2024-01-11,39.4952
2024-01-12,39.4952
2024-01-13,39.4952
2024-01-14,39.4952
2024-01-15,39.4952
2024-01-16,39.4952
2024-01-17,39.4952
2024-01-18,39.4952
2024-01-19,39.4952
2024-01-20,39.4952
2024-01-21,39.4952
2024-01-22,39.4952
2024-01-23,39.4952
2024-01-24,39.4952
2024-01-25,39.4952
2024-01-26,39.4952
2024-01-27,39.4952
2024-01-28,39.4952
2024-01-29,39.4952
2024-01-30,39.4952
2024-01-31,39.4952
2024-02-01,39.4952
2024-02-02,39.4952
2024-02-03,39.4952
2024-02-04,39.4952
2024-02-05,39.4952
2024-02-06,39.4952
2024-02-07,39.4952
2024-02-08,39.4952
2024-02-09,39.4952
2024-02-10,39.4952
2024-02-11,39.4952
2024-02-12,39.4952
2024-02-13,39.4952
2024-02-14,39.4952
2024-02-15,39.4952
2024-02-16,39.4952
2024-02-17,39.4952
2024-02-18,39.4952
2024-02-19,39.4952
2024-02-20,39.4952
2024-02-21,39.4952
2024-02-22,39.4952
2024-02-23,39.4952
2024-02-24,39.4952
2024-02-25,39.4952
2024-02-26,39.4952
2024-02-27,39.4952
2024-02-28,39.4952
2024-02-29,39.4952
2024-03-01,39.4952
2024-03-02,39.4952
2024-03-03,39.4952
2024-03-04,39.4952
2024-03-05,39.4952
2024-03-06,39.4952
2024-03-07,39.4952
2024-03-08,39.4952
2024-03-09,39.4952
2024-03-10,39.4952
2024-03-11,39.4952
2024-03-12,39.4952
2024-03-13,39.4952
2024-03-14,39.4952
2024-03-15,39.4952
2024-03-16,39.4952
2024-03-17,39.4952
2024-03-18,39.4952
2024-03-19,39.4952
2024-03-20,39.4952
2024-03-21,39.4952
2024-03-22,39.4952
2024-03-23,39.4952
2024-03-24,39.4952
2024-03-25,39.4952
2024-03-26,39.4952
2024-03-27,39.4952
2024-03-28,39.4952
2024-03-29,39.4952
2024-03-30,39.4952
2024-03-31,39.4952
2024-04-01,39.4952
2024-04-02,39.4952
2024-04-03,39.4952
2024-04-04,39.4952
2024-04-05,39.4952
2024-04-06,39.4952
2024-04-07,39.4952
2024-04-08,39.4952
