,QCOM US Equity
2020-06-04,57.2558
2020-06-05,58.9816
2020-06-06,58.9816
2020-06-07,58.9816
2020-06-08,60.8202
2020-06-09,59.2421
2020-06-10,60.0756
2020-06-11,53.7659
2020-06-12,54.6263
2020-06-13,54.6263
2020-06-14,54.6263
2020-06-15,55.4351
2020-06-16,57.5647
2020-06-17,57.8443
2020-06-18,57.8256
2020-06-19,56.7679
2020-06-20,56.7679
2020-06-21,56.7679
2020-06-22,57.0024
2020-06-23,57.1677
2020-06-24,56.9516
2020-06-25,56.7613
2020-06-26,55.7548
2020-06-27,55.7548
2020-06-28,55.7548
2020-06-29,56.5933
2020-06-30,58.4056
2020-07-01,56.8107
2020-07-02,58.5231
2020-07-03,58.5231
2020-07-04,58.5231
2020-07-05,58.5231
2020-07-06,59.3606
2020-07-07,58.4536
2020-07-08,59.5918
2020-07-09,59.2535
2020-07-10,58.348
2020-07-11,58.348
2020-07-12,58.348
2020-07-13,56.9133
2020-07-14,57.867
2020-07-15,58.0226
2020-07-16,56.314
2020-07-17,57.3063
2020-07-18,57.3063
2020-07-19,57.3063
2020-07-20,58.2026
2020-07-21,57.0686
2020-07-22,57.3584
2020-07-23,53.5783
2020-07-24,52.6233
2020-07-25,52.6233
2020-07-26,52.6233
2020-07-27,56.5381
2020-07-28,54.9957
2020-07-29,56.5458
2020-07-30,67.063
2020-07-31,65.2404
2020-08-01,65.2404
2020-08-02,65.2404
2020-08-03,67.5393
2020-08-04,68.2809
2020-08-05,68.5215
2020-08-06,68.1205
2020-08-07,64.7807
2020-08-08,64.7807
2020-08-09,64.7807
2020-08-10,62.6437
2020-08-11,64.2386
2020-08-12,68.1966
2020-08-13,65.6272
2020-08-14,65.8119
2020-08-15,65.8119
2020-08-16,65.8119
2020-08-17,64.1263
2020-08-18,63.9634
2020-08-19,62.8725
2020-08-20,62.4496
2020-08-21,63.9925
2020-08-22,63.9925
2020-08-23,63.9925
2020-08-24,65.8002
2020-08-25,65.8246
2020-08-26,65.8812
2020-08-27,65.8561
2020-08-28,67.2624
2020-08-29,67.2624
2020-08-30,67.2624
2020-08-31,67.8282
2020-09-01,69.5866
2020-09-02,70.6307
2020-09-03,62.4102
2020-09-04,61.9023
2020-09-05,61.9023
2020-09-06,61.9023
2020-09-07,61.9023
2020-09-08,55.5939
2020-09-09,58.5867
2020-09-10,57.1065
2020-09-11,57.7907
2020-09-12,57.7907
2020-09-13,57.7907
2020-09-14,57.8192
2020-09-15,59.9921
2020-09-16,57.9912
2020-09-17,58.2196
2020-09-18,54.2268
2020-09-19,54.2268
2020-09-20,54.2268
2020-09-21,55.1607
2020-09-22,56.5764
2020-09-23,53.5828
2020-09-24,54.8156
2020-09-25,56.5191
2020-09-26,56.5191
2020-09-27,56.5191
2020-09-28,59.2504
2020-09-29,58.2118
2020-09-30,58.4193
2020-10-01,59.6895
2020-10-02,55.8079
2020-10-03,55.8079
2020-10-04,55.8079
2020-10-05,59.2279
2020-10-06,58.3218
2020-10-07,60.5455
2020-10-08,59.8919
2020-10-09,61.4695
2020-10-10,61.4695
2020-10-11,61.4695
2020-10-12,62.5653
2020-10-13,63.0255
2020-10-14,64.4465
2020-10-15,63.0989
2020-10-16,63.3732
2020-10-17,63.3732
2020-10-18,63.3732
2020-10-19,62.7195
2020-10-20,62.5881
2020-10-21,62.7562
2020-10-22,62.5584
2020-10-23,62.914
2020-10-24,62.914
2020-10-25,62.914
2020-10-26,59.7665
2020-10-27,59.4337
2020-10-28,54.7262
2020-10-29,58.5392
2020-10-30,55.4761
2020-10-31,55.4761
2020-11-01,55.4761
2020-11-02,55.9484
2020-11-03,57.0907
2020-11-04,59.6642
2020-11-05,68.7264
2020-11-06,68.34
2020-11-07,68.34
2020-11-08,68.34
2020-11-09,66.0352
2020-11-10,63.7195
2020-11-11,67.3146
2020-11-12,64.0409
2020-11-13,64.2076
2020-11-14,64.2076
2020-11-15,64.2076
2020-11-16,66.4211
2020-11-17,66.1309
2020-11-18,64.6345
2020-11-19,64.8681
2020-11-20,63.5121
2020-11-21,63.5121
2020-11-22,63.5121
2020-11-23,61.551
2020-11-24,62.6889
2020-11-25,61.0502
2020-11-26,61.0502
2020-11-27,60.8279
2020-11-28,60.8279
2020-11-29,60.8279
2020-11-30,62.7046
2020-12-01,64.8386
2020-12-02,64.2502
2020-12-03,64.1833
2020-12-04,67.984
2020-12-05,67.984
2020-12-06,67.984
2020-12-07,68.1653
2020-12-08,68.5248
2020-12-09,65.7854
2020-12-10,65.5222
2020-12-11,55.7252
2020-12-12,55.7252
2020-12-13,55.7252
2020-12-14,56.8936
2020-12-15,58.0724
2020-12-16,58.8485
2020-12-17,58.6775
2020-12-18,56.9574
2020-12-19,56.9574
2020-12-20,56.9574
2020-12-21,56.4544
2020-12-22,56.0742
2020-12-23,56.4828
2020-12-24,57.6845
2020-12-25,57.6845
2020-12-26,57.6845
2020-12-27,57.6845
2020-12-28,56.7542
2020-12-29,57.2635
2020-12-30,58.2535
2020-12-31,59.8293
2021-01-01,59.8293
2021-01-02,59.8293
2021-01-03,59.8293
2021-01-04,56.2972
2021-01-05,58.8681
2021-01-06,57.7591
2021-01-07,60.555
2021-01-08,61.11
2021-01-09,61.11
2021-01-10,61.11
2021-01-11,60.6126
2021-01-12,59.055
2021-01-13,60.914
2021-01-14,62.9251
2021-01-15,59.456
2021-01-16,59.456
2021-01-17,59.456
2021-01-18,59.456
2021-01-19,63.186
2021-01-20,63.6163
2021-01-21,63.6956
2021-01-22,61.5397
2021-01-23,61.5397
2021-01-24,61.5397
2021-01-25,62.651
2021-01-26,60.9487
2021-01-27,53.7034
2021-01-28,54.8781
2021-01-29,55.3334
2021-01-30,55.3334
2021-01-31,55.3334
2021-02-01,58.4799
2021-02-02,60.2297
2021-02-03,58.2612
2021-02-04,48.7392
2021-02-05,47.5444
2021-02-06,47.5444
2021-02-07,47.5444
2021-02-08,48.4889
2021-02-09,47.7553
2021-02-10,47.399
2021-02-11,47.4389
2021-02-12,49.0515
2021-02-13,49.0515
2021-02-14,49.0515
2021-02-15,49.0515
2021-02-16,48.5296
2021-02-17,47.0089
2021-02-18,46.4838
2021-02-19,47.2316
2021-02-20,47.2316
2021-02-21,47.2316
2021-02-22,43.8585
2021-02-23,42.5172
2021-02-24,45.4524
2021-02-25,42.3236
2021-02-26,42.8062
2021-02-27,42.8062
2021-02-28,42.8062
2021-03-01,45.1788
2021-03-02,43.7838
2021-03-03,41.2293
2021-03-04,39.2939
2021-03-05,40.7475
2021-03-06,40.7475
2021-03-07,40.7475
2021-03-08,37.6176
2021-03-09,41.791
2021-03-10,41.1928
2021-03-11,43.7903
2021-03-12,42.8989
2021-03-13,42.8989
2021-03-14,42.8989
2021-03-15,44.0109
2021-03-16,45.3443
2021-03-17,45.5245
2021-03-18,43.2456
2021-03-19,44.1268
2021-03-20,44.1268
2021-03-21,44.1268
2021-03-22,46.2151
2021-03-23,45.319
2021-03-24,42.4247
2021-03-25,42.4958
2021-03-26,46.4076
2021-03-27,46.4076
2021-03-28,46.4076
2021-03-29,45.4443
2021-03-30,44.7956
2021-03-31,46.4852
2021-04-01,49.8167
2021-04-02,49.8167
2021-04-03,49.8167
2021-04-04,49.8167
2021-04-05,51.3472
2021-04-06,49.9391
2021-04-07,50.7818
2021-04-08,51.3446
2021-04-09,51.4896
2021-04-10,51.4896
2021-04-11,51.4896
2021-04-12,49.416
2021-04-13,49.3241
2021-04-14,47.654
2021-04-15,49.7853
2021-04-16,50.0373
2021-04-17,50.0373
2021-04-18,50.0373
2021-04-19,48.0421
2021-04-20,46.8347
2021-04-21,48.8406
2021-04-22,46.7353
2021-04-23,48.4901
2021-04-24,48.4901
2021-04-25,48.4901
2021-04-26,50.8918
2021-04-27,50.2396
2021-04-28,49.25
2021-04-29,53.2887
2021-04-30,50.6413
2021-05-01,50.6413
2021-05-02,50.6413
2021-05-03,49.7387
2021-05-04,47.6175
2021-05-05,47.9849
2021-05-06,48.9289
2021-05-07,50.2099
2021-05-08,50.2099
2021-05-09,50.2099
2021-05-10,44.6324
2021-05-11,44.3067
2021-05-12,42.2102
2021-05-13,44.0294
2021-05-14,46.1695
2021-05-15,46.1695
2021-05-16,46.1695
2021-05-17,45.9602
2021-05-18,45.4186
2021-05-19,46.6963
2021-05-20,48.1179
2021-05-21,47.3396
2021-05-22,47.3396
2021-05-23,47.3396
2021-05-24,48.4006
2021-05-25,49.0162
2021-05-26,48.5455
2021-05-27,48.968
2021-05-28,49.6676
2021-05-29,49.6676
2021-05-30,49.6676
2021-05-31,49.6676
2021-06-01,49.2024
2021-06-02,49.66
2021-06-03,48.0296
2021-06-04,50.154
2021-06-05,50.154
2021-06-06,50.154
2021-06-07,49.323
2021-06-08,50.0615
2021-06-09,48.9627
2021-06-10,50.1127
2021-06-11,50.4601
2021-06-12,50.4601
2021-06-13,50.4601
2021-06-14,52.7486
2021-06-15,51.1757
2021-06-16,50.6073
2021-06-17,50.965
2021-06-18,48.8161
2021-06-19,48.8161
2021-06-20,48.8161
2021-06-21,49.7122
2021-06-22,50.7527
2021-06-23,51.1634
2021-06-24,53.3581
2021-06-25,53.0805
2021-06-26,53.0805
2021-06-27,53.0805
2021-06-28,54.9398
2021-06-29,57.3871
2021-06-30,57.6415
2021-07-01,55.2951
2021-07-02,56.8148
2021-07-03,56.8148
2021-07-04,56.8148
2021-07-05,56.8148
2021-07-06,55.2963
2021-07-07,53.9861
2021-07-08,52.2234
2021-07-09,55.0604
2021-07-10,55.0604
2021-07-11,55.0604
2021-07-12,55.9565
2021-07-13,54.5605
2021-07-14,56.7826
2021-07-15,54.3334
2021-07-16,52.5419
2021-07-17,52.5419
2021-07-18,52.5419
2021-07-19,51.6163
2021-07-20,52.3339
2021-07-21,54.7284
2021-07-22,54.9695
2021-07-23,57.1056
2021-07-24,57.1056
2021-07-25,57.1056
2021-07-26,55.5635
2021-07-27,52.8158
2021-07-28,54.1926
2021-07-29,60.8793
2021-07-30,59.6261
2021-07-31,59.6261
2021-08-01,59.6261
2021-08-02,58.6398
2021-08-03,57.6841
2021-08-04,57.8947
2021-08-05,56.3997
2021-08-06,55.8098
2021-08-07,55.8098
2021-08-08,55.8098
2021-08-09,56.3593
2021-08-10,55.1945
2021-08-11,55.9215
2021-08-12,56.3466
2021-08-13,57.6852
2021-08-14,57.6852
2021-08-15,57.6852
2021-08-16,57.0656
2021-08-17,52.7875
2021-08-18,50.4425
2021-08-19,48.8615
2021-08-20,50.3781
2021-08-21,50.3781
2021-08-22,50.3781
2021-08-23,52.4009
2021-08-24,52.7121
2021-08-25,52.0628
2021-08-26,50.4395
2021-08-27,52.955
2021-08-28,52.955
2021-08-29,52.955
2021-08-30,54.0203
2021-08-31,54.7498
2021-09-01,55.1833
2021-09-02,53.5783
2021-09-03,52.9909
2021-09-04,52.9909
2021-09-05,52.9909
2021-09-06,52.9909
2021-09-07,51.9331
2021-09-08,50.4762
2021-09-09,49.3811
2021-09-10,50.6766
2021-09-11,50.6766
2021-09-12,50.6766
2021-09-13,51.5282
2021-09-14,48.8167
2021-09-15,45.6425
2021-09-16,45.8435
2021-09-17,41.1245
2021-09-18,41.1245
2021-09-19,41.1245
2021-09-20,40.3722
2021-09-21,39.474
2021-09-22,41.1633
2021-09-23,42.3523
2021-09-24,42.3228
2021-09-25,42.3228
2021-09-26,42.3228
2021-09-27,41.9202
2021-09-28,38.5268
2021-09-29,37.976
2021-09-30,37.7062
2021-10-01,37.4585
2021-10-02,37.4585
2021-10-03,37.4585
2021-10-04,35.6371
2021-10-05,36.9647
2021-10-06,37.7924
2021-10-07,37.5805
2021-10-08,36.3444
2021-10-09,36.3444
2021-10-10,36.3444
2021-10-11,34.8639
2021-10-12,33.1378
2021-10-13,36.5507
2021-10-14,41.8675
2021-10-15,43.935
2021-10-16,43.935
2021-10-17,43.935
2021-10-18,43.8512
2021-10-19,46.9648
2021-10-20,46.583
2021-10-21,47.7335
2021-10-22,46.0838
2021-10-23,46.0838
2021-10-24,46.0838
2021-10-25,46.4985
2021-10-26,46.5122
2021-10-27,45.6162
2021-10-28,49.0337
2021-10-29,48.2155
2021-10-30,48.2155
2021-10-31,48.2155
2021-11-01,50.5404
2021-11-02,51.0795
2021-11-03,55.0055
2021-11-04,68.977
2021-11-05,72.4505
2021-11-06,72.4505
2021-11-07,72.4505
2021-11-08,73.6923
2021-11-09,74.0738
2021-11-10,66.3157
2021-11-11,68.5818
2021-11-12,68.826
2021-11-13,68.826
2021-11-14,68.826
2021-11-15,70.4568
2021-11-16,75.4136
2021-11-17,75.9564
2021-11-18,76.8076
2021-11-19,75.4948
2021-11-20,75.4948
2021-11-21,75.4948
2021-11-22,72.0217
2021-11-23,71.5864
2021-11-24,71.3633
2021-11-25,71.3633
2021-11-26,66.7154
2021-11-27,66.7154
2021-11-28,66.7154
2021-11-29,69.972
2021-11-30,67.2657
2021-12-01,63.8391
2021-12-02,64.4561
2021-12-03,64.0363
2021-12-04,64.0363
2021-12-05,64.0363
2021-12-06,63.1686
2021-12-07,66.7993
2021-12-08,65.9134
2021-12-09,65.6079
2021-12-10,66.3151
2021-12-11,66.3151
2021-12-12,66.3151
2021-12-13,65.831
2021-12-14,64.6625
2021-12-15,67.8759
2021-12-16,59.362
2021-12-17,58.4422
2021-12-18,58.4422
2021-12-19,58.4422
2021-12-20,58.3521
2021-12-21,59.7873
2021-12-22,60.6548
2021-12-23,61.3073
2021-12-24,61.3073
2021-12-25,61.3073
2021-12-26,61.3073
2021-12-27,62.9835
2021-12-28,61.8182
2021-12-29,62.4746
2021-12-30,59.8005
2021-12-31,59.8722
2022-01-01,59.8722
2022-01-02,59.8722
2022-01-03,61.5638
2022-01-04,62.069
2022-01-05,61.4708
2022-01-06,61.0126
2022-01-07,56.6148
2022-01-08,56.6148
2022-01-09,56.6148
2022-01-10,56.0639
2022-01-11,59.2758
2022-01-12,59.8176
2022-01-13,57.8428
2022-01-14,60.4082
2022-01-15,60.4082
2022-01-16,60.4082
2022-01-17,60.4082
2022-01-18,53.5097
2022-01-19,49.6935
2022-01-20,46.4892
2022-01-21,45.6877
2022-01-22,45.6877
2022-01-23,45.6877
2022-01-24,48.6839
2022-01-25,46.3085
2022-01-26,47.2026
2022-01-27,44.3441
2022-01-28,47.5238
2022-01-29,47.5238
2022-01-30,47.5238
2022-01-31,52.0454
2022-02-01,52.6909
2022-02-02,57.4756
2022-02-03,52.9239
2022-02-04,53.0802
2022-02-05,53.0802
2022-02-06,53.0802
2022-02-07,51.0064
2022-02-08,52.5392
2022-02-09,54.7804
2022-02-10,50.2551
2022-02-11,46.4653
2022-02-12,46.4653
2022-02-13,46.4653
2022-02-14,46.6814
2022-02-15,50.0332
2022-02-16,49.8684
2022-02-17,47.5201
2022-02-18,47.8878
2022-02-19,47.8878
2022-02-20,47.8878
2022-02-21,47.8878
2022-02-22,47.1755
2022-02-23,45.4685
2022-02-24,48.3483
2022-02-25,49.6248
2022-02-26,49.6248
2022-02-27,49.6248
2022-02-28,50.0833
2022-03-01,46.6441
2022-03-02,49.3599
2022-03-03,47.7872
2022-03-04,46.5711
2022-03-05,46.5711
2022-03-06,46.5711
2022-03-07,42.1991
2022-03-08,42.5022
2022-03-09,45.354
2022-03-10,44.4912
2022-03-11,43.6431
2022-03-12,43.6431
2022-03-13,43.6431
2022-03-14,39.9682
2022-03-15,41.3189
2022-03-16,44.0995
2022-03-17,45.1254
2022-03-18,45.6285
2022-03-19,45.6285
2022-03-20,45.6285
2022-03-21,46.3307
2022-03-22,47.2208
2022-03-23,45.3932
2022-03-24,47.8554
2022-03-25,47.6605
2022-03-26,47.6605
2022-03-27,47.6605
2022-03-28,47.8756
2022-03-29,49.0577
2022-03-30,45.6487
2022-03-31,45.6908
2022-04-01,43.4347
2022-04-02,43.4347
2022-04-03,43.4347
2022-04-04,46.6242
2022-04-05,43.5164
2022-04-06,41.4034
2022-04-07,41.3833
2022-04-08,40.5217
2022-04-09,40.5217
2022-04-10,40.5217
2022-04-11,40.068
2022-04-12,40.4466
2022-04-13,42.7082
2022-04-14,41.3847
2022-04-15,41.3847
2022-04-16,41.3847
2022-04-17,41.3847
2022-04-18,42.6195
2022-04-19,43.5034
2022-04-20,43.2208
2022-04-21,41.5567
2022-04-22,40.3043
2022-04-23,40.3043
2022-04-24,40.3043
2022-04-25,42.3468
2022-04-26,41.1581
2022-04-27,42.0381
2022-04-28,48.5508
2022-04-29,45.1435
2022-04-30,45.1435
2022-05-01,45.1435
2022-05-02,47.639
2022-05-03,47.2366
2022-05-04,49.336
2022-05-05,46.3826
2022-05-06,45.9753
2022-05-07,45.9753
2022-05-08,45.9753
2022-05-09,43.8485
2022-05-10,44.7317
2022-05-11,43.0598
2022-05-12,42.8651
2022-05-13,44.4158
2022-05-14,44.4158
2022-05-15,44.4158
2022-05-16,44.0168
2022-05-17,46.8169
2022-05-18,43.2403
2022-05-19,43.2985
2022-05-20,43.8101
2022-05-21,43.8101
2022-05-22,43.8101
2022-05-23,44.0736
2022-05-24,42.6453
2022-05-25,44.0558
2022-05-26,45.8963
2022-05-27,48.2945
2022-05-28,48.2945
2022-05-29,48.2945
2022-05-30,48.2945
2022-05-31,49.9097
2022-06-01,48.7874
2022-06-02,51.6259
2022-06-03,49.346
2022-06-04,49.346
2022-06-05,49.346
2022-06-06,48.9954
2022-06-07,49.6828
2022-06-08,48.3214
2022-06-09,47.2919
2022-06-10,45.7199
2022-06-11,45.7199
2022-06-12,45.7199
2022-06-13,43.773
2022-06-14,44.6326
2022-06-15,45.0508
2022-06-16,40.8214
2022-06-17,40.917
2022-06-18,40.917
2022-06-19,40.917
2022-06-20,40.917
2022-06-21,42.8267
2022-06-22,41.9076
2022-06-23,41.0615
2022-06-24,43.8976
2022-06-25,43.8976
2022-06-26,43.8976
2022-06-27,45.0336
2022-06-28,47.376
2022-06-29,46.7374
2022-06-30,45.5821
2022-07-01,43.6931
2022-07-02,43.6931
2022-07-03,43.6931
2022-07-04,43.6931
2022-07-05,44.9817
2022-07-06,45.6695
2022-07-07,49.5624
2022-07-08,50.3693
2022-07-09,50.3693
2022-07-10,50.3693
2022-07-11,48.4901
2022-07-12,48.8618
2022-07-13,50.2683
2022-07-14,53.3567
2022-07-15,54.5098
2022-07-16,54.5098
2022-07-17,54.5098
2022-07-18,53.0381
2022-07-19,55.6627
2022-07-20,57.5384
2022-07-21,59.244
2022-07-22,57.9898
2022-07-23,57.9898
2022-07-24,57.9898
2022-07-25,57.7264
2022-07-26,55.815
2022-07-27,57.3516
2022-07-28,53.4657
2022-07-29,52.7287
2022-07-30,52.7287
2022-07-31,52.7287
2022-08-01,53.8508
2022-08-02,53.6285
2022-08-03,54.6594
2022-08-04,55.5473
2022-08-05,55.0649
2022-08-06,55.0649
2022-08-07,55.0649
2022-08-08,53.6198
2022-08-09,50.5869
2022-08-10,52.9157
2022-08-11,53.3422
2022-08-12,55.0763
2022-08-13,55.0763
2022-08-14,55.0763
2022-08-15,55.4917
2022-08-16,54.1956
2022-08-17,53.2761
2022-08-18,54.7839
2022-08-19,52.461
2022-08-20,52.461
2022-08-21,52.461
2022-08-22,49.0515
2022-08-23,48.5664
2022-08-24,48.9129
2022-08-25,51.7297
2022-08-26,47.4207
2022-08-27,47.4207
2022-08-28,47.4207
2022-08-29,46.7551
2022-08-30,45.4014
2022-08-31,44.7004
2022-09-01,43.5251
2022-09-02,42.8116
2022-09-03,42.8116
2022-09-04,42.8116
2022-09-05,42.8116
2022-09-06,41.9181
2022-09-07,43.2252
2022-09-08,43.3959
2022-09-09,45.563
2022-09-10,45.563
2022-09-11,45.563
2022-09-12,46.1956
2022-09-13,41.9151
2022-09-14,43.6552
2022-09-15,42.3674
2022-09-16,42.3522
2022-09-17,42.3522
2022-09-18,42.3522
2022-09-19,43.54
2022-09-20,42.5373
2022-09-21,42.4566
2022-09-22,41.9408
2022-09-23,40.5895
2022-09-24,40.5895
2022-09-25,40.5895
2022-09-26,39.8166
2022-09-27,40.3032
2022-09-28,39.5263
2022-09-29,37.3652
2022-09-30,36.4282
2022-10-01,36.4282
2022-10-02,36.4282
2022-10-03,39.9777
2022-10-04,43.9126
2022-10-05,45.7141
2022-10-06,45.9918
2022-10-07,43.4171
2022-10-08,43.4171
2022-10-09,43.4171
2022-10-10,40.0667
2022-10-11,37.8769
2022-10-12,37.2365
2022-10-13,40.401
2022-10-14,38.9984
2022-10-15,38.9984
2022-10-16,38.9984
2022-10-17,40.2086
2022-10-18,40.0183
2022-10-19,41.2596
2022-10-20,40.7963
2022-10-21,43.6264
2022-10-22,43.6264
2022-10-23,43.6264
2022-10-24,44.0969
2022-10-25,46.1249
2022-10-26,45.4765
2022-10-27,43.4441
2022-10-28,46.703
2022-10-29,46.703
2022-10-30,46.703
2022-10-31,45.7654
2022-11-01,45.5639
2022-11-02,42.7168
2022-11-03,38.2986
2022-11-04,40.3782
2022-11-05,40.3782
2022-11-06,40.3782
2022-11-07,42.7916
2022-11-08,44.4673
2022-11-09,43.3364
2022-11-10,49.7577
2022-11-11,50.185
2022-11-12,50.185
2022-11-13,50.185
2022-11-14,49.8168
2022-11-15,52.7857
2022-11-16,49.703
2022-11-17,50.8975
2022-11-18,51.4518
2022-11-19,51.4518
2022-11-20,51.4518
2022-11-21,49.3278
2022-11-22,51.2938
2022-11-23,52.1292
2022-11-24,52.1292
2022-11-25,51.1016
2022-11-26,51.1016
2022-11-27,51.1016
2022-11-28,48.8123
2022-11-29,48.1503
2022-11-30,53.1978
2022-12-01,53.3674
2022-12-02,52.6579
2022-12-03,52.6579
2022-12-04,52.6579
2022-12-05,51.2126
2022-12-06,49.1319
2022-12-07,48.2278
2022-12-08,50.3585
2022-12-09,48.7747
2022-12-10,48.7747
2022-12-11,48.7747
2022-12-12,50.0742
2022-12-13,51.4199
2022-12-14,50.3244
2022-12-15,47.3518
2022-12-16,46.1775
2022-12-17,46.1775
2022-12-18,46.1775
2022-12-19,45.1241
2022-12-20,44.843
2022-12-21,46.5255
2022-12-22,44.329
2022-12-23,44.44
2022-12-24,44.44
2022-12-25,44.44
2022-12-26,44.44
2022-12-27,43.663
2022-12-28,42.2831
2022-12-29,44.3791
2022-12-30,44.4518
2022-12-31,44.4518
2023-01-01,44.4518
2023-01-02,44.4518
2023-01-03,42.8635
2023-01-04,46.0168
2023-01-05,44.7597
2023-01-06,48.795
2023-01-07,48.795
2023-01-08,48.795
2023-01-09,48.346
2023-01-10,49.8501
2023-01-11,50.8036
2023-01-12,52.8106
2023-01-13,51.8868
2023-01-14,51.8868
2023-01-15,51.8868
2023-01-16,51.8868
2023-01-17,51.9126
2023-01-18,53.0576
2023-01-19,49.9403
2023-01-20,53.3242
2023-01-21,53.3242
2023-01-22,53.3242
2023-01-23,57.8306
2023-01-24,57.5971
2023-01-25,57.8478
2023-01-26,59.3249
2023-01-27,58.8964
2023-01-28,58.8964
2023-01-29,58.8964
2023-01-30,57.5374
2023-01-31,58.4233
2023-02-01,61.2054
2023-02-02,59.1692
2023-02-03,58.5286
2023-02-04,58.5286
2023-02-05,58.5286
2023-02-06,56.9234
2023-02-07,58.9836
2023-02-08,55.6639
2023-02-09,54.4971
2023-02-10,53.4096
2023-02-11,53.4096
2023-02-12,53.4096
2023-02-13,54.5371
2023-02-14,55.4414
2023-02-15,55.8833
2023-02-16,53.688
2023-02-17,51.9188
2023-02-18,51.9188
2023-02-19,51.9188
2023-02-20,51.9188
2023-02-21,49.158
2023-02-22,49.3313
2023-02-23,50.8902
2023-02-24,49.5856
2023-02-25,49.5856
2023-02-26,49.5856
2023-02-27,48.9436
2023-02-28,49.0252
2023-03-01,49.7099
2023-03-02,49.7874
2023-03-03,49.6449
2023-03-04,49.6449
2023-03-05,49.6449
2023-03-06,48.6918
2023-03-07,46.2084
2023-03-08,47.9235
2023-03-09,44.9854
2023-03-10,43.5758
2023-03-11,43.5758
2023-03-12,43.5758
2023-03-13,43.0533
2023-03-14,44.9578
2023-03-15,44.1933
2023-03-16,48.4848
2023-03-17,48.6637
2023-03-18,48.6637
