,WBT US Equity
2020-07-20,49.1149
2020-07-21,51.9754
2020-07-22,52.1391
2020-07-23,52.9141
2020-07-24,50.2108
2020-07-25,50.2108
2020-07-26,50.2108
2020-07-27,51.3534
2020-07-28,50.3376
2020-07-29,51.732
2020-07-30,49.978
2020-07-31,48.6253
2020-08-01,48.6253
2020-08-02,48.6253
2020-08-03,49.7867
2020-08-04,51.5173
2020-08-05,55.4599
2020-08-06,54.8828
2020-08-07,56.1927
2020-08-08,56.1927
2020-08-09,56.1927
2020-08-10,57.8146
2020-08-11,57.0633
2020-08-12,56.9242
2020-08-13,56.781
2020-08-14,57.2813
2020-08-15,57.2813
2020-08-16,57.2813
2020-08-17,56.1604
2020-08-18,54.9009
2020-08-19,55.2672
2020-08-20,54.6549
2020-08-21,54.9133
2020-08-22,54.9133
2020-08-23,54.9133
2020-08-24,58.2364
2020-08-25,55.7188
2020-08-26,53.8378
2020-08-27,55.0314
2020-08-28,56.0824
2020-08-29,56.0824
2020-08-30,56.0824
2020-08-31,53.4231
2020-09-01,52.612
2020-09-02,53.4102
2020-09-03,51.7567
2020-09-04,51.6065
2020-09-05,51.6065
2020-09-06,51.6065
2020-09-07,51.6065
2020-09-08,49.8114
2020-09-09,51.3434
2020-09-10,50.4333
2020-09-11,50.3564
2020-09-12,50.3564
2020-09-13,50.3564
2020-09-14,52.2408
2020-09-15,48.4368
2020-09-16,47.3665
2020-09-17,47.8434
2020-09-18,46.891
2020-09-19,46.891
2020-09-20,46.891
2020-09-21,43.5137
2020-09-22,45.8994
2020-09-23,45.1511
2020-09-24,44.4693
2020-09-25,44.6423
2020-09-26,44.6423
2020-09-27,44.6423
2020-09-28,46.0332
2020-09-29,43.6237
2020-09-30,45.4481
2020-10-01,45.1602
2020-10-02,48.2952
2020-10-03,48.2952
2020-10-04,48.2952
2020-10-05,50.51
2020-10-06,49.9566
2020-10-07,52.3486
2020-10-08,52.8747
2020-10-09,52.5318
2020-10-10,52.5318
2020-10-11,52.5318
2020-10-12,53.1603
2020-10-13,51.6569
2020-10-14,52.151
2020-10-15,50.035
2020-10-16,50.8938
2020-10-17,50.8938
2020-10-18,50.8938
2020-10-19,49.5716
2020-10-20,49.483
2020-10-21,49.3916
2020-10-22,52.0481
2020-10-23,55.0764
2020-10-24,55.0764
2020-10-25,55.0764
2020-10-26,50.6633
2020-10-27,45.4798
2020-10-28,44.0664
2020-10-29,44.9513
2020-10-30,44.7317
2020-10-31,44.7317
2020-11-01,44.7317
2020-11-02,48.7867
2020-11-03,51.6743
2020-11-04,47.3454
2020-11-05,51.0737
2020-11-06,51.2836
2020-11-07,51.2836
2020-11-08,51.2836
2020-11-09,61.4832
2020-11-10,62.0344
2020-11-11,60.0345
2020-11-12,56.2155
2020-11-13,58.1676
2020-11-14,58.1676
2020-11-15,58.1676
2020-11-16,62.1511
2020-11-17,62.318
2020-11-18,62.3609
2020-11-19,60.7159
2020-11-20,61.1765
2020-11-21,61.1765
2020-11-22,61.1765
2020-11-23,62.844
2020-11-24,65.2634
2020-11-25,63.137
2020-11-26,63.137
2020-11-27,62.9905
2020-11-28,62.9905
2020-11-29,62.9905
2020-11-30,60.3829
2020-12-01,61.4826
2020-12-02,63.0731
2020-12-03,63.5915
2020-12-04,68.2422
2020-12-05,68.2422
2020-12-06,68.2422
2020-12-07,66.2876
2020-12-08,67.1176
2020-12-09,65.9492
2020-12-10,66.772
2020-12-11,67.9377
2020-12-12,67.9377
2020-12-13,67.9377
2020-12-14,62.5465
2020-12-15,64.9328
2020-12-16,65.6515
2020-12-17,66.3995
2020-12-18,63.6675
2020-12-19,63.6675
2020-12-20,63.6675
2020-12-21,62.733
2020-12-22,64.9028
2020-12-23,66.3602
2020-12-24,65.3335
2020-12-25,65.3335
2020-12-26,65.3335
2020-12-27,65.3335
2020-12-28,66.8881
2020-12-29,67.8377
2020-12-30,68.1414
2020-12-31,68.4836
2021-01-01,68.4836
2021-01-02,68.4836
2021-01-03,68.4836
2021-01-04,64.0037
2021-01-05,67.0801
2021-01-06,68.4891
2021-01-07,69.0802
2021-01-08,68.5898
2021-01-09,68.5898
2021-01-10,68.5898
2021-01-11,68.9159
2021-01-12,69.5376
2021-01-13,66.5658
2021-01-14,67.7482
2021-01-15,67.4579
2021-01-16,67.4579
2021-01-17,67.4579
2021-01-18,67.4579
2021-01-19,68.3011
2021-01-20,65.5906
2021-01-21,63.8893
2021-01-22,64.6404
2021-01-23,64.6404
2021-01-24,64.6404
2021-01-25,61.6387
2021-01-26,61.7242
2021-01-27,56.2735
2021-01-28,60.7549
2021-01-29,55.7453
2021-01-30,55.7453
2021-01-31,55.7453
2021-02-01,59.2954
2021-02-02,60.3089
2021-02-03,60.9554
2021-02-04,62.7678
2021-02-05,63.1422
2021-02-06,63.1422
2021-02-07,63.1422
2021-02-08,63.4189
2021-02-09,62.5086
2021-02-10,62.262
2021-02-11,61.5091
2021-02-12,61.8668
2021-02-13,61.8668
2021-02-14,61.8668
2021-02-15,61.8668
2021-02-16,63.3547
2021-02-17,61.2092
2021-02-18,59.3811
2021-02-19,62.5344
2021-02-20,62.5344
2021-02-21,62.5344
2021-02-22,62.7991
2021-02-23,62.603
2021-02-24,65.2938
2021-02-25,63.5208
2021-02-26,64.1548
2021-02-27,64.1548
2021-02-28,64.1548
2021-03-01,66.9831
2021-03-02,63.3446
2021-03-03,61.4074
2021-03-04,58.0772
2021-03-05,60.048
2021-03-06,60.048
2021-03-07,60.048
2021-03-08,61.7967
2021-03-09,60.4286
2021-03-10,62.6053
2021-03-11,62.1416
2021-03-12,63.1647
2021-03-13,63.1647
2021-03-14,63.1647
2021-03-15,63.2356
2021-03-16,60.352
2021-03-17,61.9596
2021-03-18,58.3188
2021-03-19,59.4361
2021-03-20,59.4361
2021-03-21,59.4361
2021-03-22,57.1413
2021-03-23,51.8191
2021-03-24,51.8191
2021-03-25,54.7036
2021-03-26,56.4622
2021-03-27,56.4622
2021-03-28,56.4622
2021-03-29,54.469
2021-03-30,55.6924
2021-03-31,56.473
2021-04-01,56.4215
2021-04-02,56.4215
2021-04-03,56.4215
2021-04-04,56.4215
2021-04-05,55.6356
2021-04-06,54.3818
2021-04-07,53.0924
2021-04-08,52.4747
2021-04-09,54.1754
2021-04-10,54.1754
2021-04-11,54.1754
2021-04-12,55.5108
2021-04-13,53.8338
2021-04-14,53.3498
2021-04-15,53.3498
2021-04-16,54.4694
2021-04-17,54.4694
2021-04-18,54.4694
2021-04-19,52.6507
2021-04-20,52.4807
2021-04-21,73.2068
2021-04-22,69.421
2021-04-23,70.3464
2021-04-24,70.3464
2021-04-25,70.3464
2021-04-26,69.4588
2021-04-27,70.2736
2021-04-28,70.3126
2021-04-29,69.0471
2021-04-30,69.343
2021-05-01,69.343
2021-05-02,69.343
2021-05-03,67.2522
2021-05-04,66.8259
2021-05-05,67.1135
2021-05-06,67.2603
2021-05-07,68.2143
2021-05-08,68.2143
2021-05-09,68.2143
2021-05-10,67.227
2021-05-11,64.6296
2021-05-12,58.0348
2021-05-13,58.9317
2021-05-14,60.6152
2021-05-15,60.6152
2021-05-16,60.6152
2021-05-17,59.3992
2021-05-18,57.6473
2021-05-19,56.1027
2021-05-20,53.999
2021-05-21,54.8742
2021-05-22,54.8742
2021-05-23,54.8742
2021-05-24,54.0558
2021-05-25,54.5467
2021-05-26,54.2043
2021-05-27,55.1863
2021-05-28,67.8417
2021-05-29,67.8417
2021-05-30,67.8417
2021-05-31,67.8417
2021-06-01,67.9784
2021-06-02,68.0186
2021-06-03,67.3194
2021-06-04,67.4492
2021-06-05,67.4492
2021-06-06,67.4492
2021-06-07,66.6731
2021-06-08,65.8432
2021-06-09,65.7491
2021-06-10,65.6521
2021-06-11,64.958
2021-06-12,64.958
2021-06-13,64.958
2021-06-14,64.8061
2021-06-15,65.5831
2021-06-16,65.9991
2021-06-17,65.7252
2021-06-18,62.5044
2021-06-19,62.5044
2021-06-20,62.5044
2021-06-21,63.2496
2021-06-22,61.6648
2021-06-23,63.1608
2021-06-24,62.7298
2021-06-25,59.3268
2021-06-26,59.3268
2021-06-27,59.3268
2021-06-28,59.1735
2021-06-29,59.7473
2021-06-30,56.7563
2021-07-01,57.7005
2021-07-02,56.5759
2021-07-03,56.5759
2021-07-04,56.5759
2021-07-05,56.5759
2021-07-06,62.8417
2021-07-07,62.2359
2021-07-08,61.2183
2021-07-09,61.8633
2021-07-10,61.8633
2021-07-11,61.8633
2021-07-12,61.9288
2021-07-13,53.9691
2021-07-14,54.3711
2021-07-15,54.7429
2021-07-16,54.3308
2021-07-17,54.3308
2021-07-18,54.3308
2021-07-19,54.4097
2021-07-20,54.3126
2021-07-21,54.7717
2021-07-22,54.2082
2021-07-23,54.2966
2021-07-24,54.2966
2021-07-25,54.2966
2021-07-26,54.1884
2021-07-27,53.5806
2021-07-28,54.0651
2021-07-29,54.1147
2021-07-30,54.6711
2021-07-31,54.6711
2021-08-01,54.6711
2021-08-02,53.6914
2021-08-03,53.0158
2021-08-04,52.3345
2021-08-05,52.9598
2021-08-06,53.5897
2021-08-07,53.5897
2021-08-08,53.5897
2021-08-09,53.3211
2021-08-10,53.7408
2021-08-11,53.8022
2021-08-12,53.5084
2021-08-13,52.8368
2021-08-14,52.8368
2021-08-15,52.8368
2021-08-16,52.3833
2021-08-17,52.2288
2021-08-18,51.9908
2021-08-19,52.6603
2021-08-20,52.492
2021-08-21,52.492
2021-08-22,52.492
2021-08-23,52.492
2021-08-24,54.0631
2021-08-25,53.6047
2021-08-26,54.0081
2021-08-27,54.0907
2021-08-28,54.0907
2021-08-29,54.0907
2021-08-30,54.1759
2021-08-31,53.9688
2021-09-01,55.0355
2021-09-02,55.4802
2021-09-03,55.2541
2021-09-04,55.2541
2021-09-05,55.2541
2021-09-06,55.2541
2021-09-07,55.3483
2021-09-08,54.6349
2021-09-09,54.7354
2021-09-10,54.6102
2021-09-11,54.6102
2021-09-12,54.6102
2021-09-13,54.7174
2021-09-14,55.0469
2021-09-15,54.9091
2021-09-16,54.3463
2021-09-17,53.9174
2021-09-18,53.9174
2021-09-19,53.9174
2021-09-20,53.0514
2021-09-21,53.6926
2021-09-22,54.3378
2021-09-23,54.7293
2021-09-24,54.2481
2021-09-25,54.2481
2021-09-26,54.2481
2021-09-27,55.4632
2021-09-28,55.1266
2021-09-29,54.9542
2021-09-30,49.7963
2021-10-01,54.1125
2021-10-02,54.1125
2021-10-03,54.1125
2021-10-04,54.7614
2021-10-05,54.4428
2021-10-06,53.9557
2021-10-07,55.1997
2021-10-08,55.0288
2021-10-09,55.0288
2021-10-10,55.0288
2021-10-11,55.0288
2021-10-12,55.1773
2021-10-13,54.8029
2021-10-14,55.5823
2021-10-15,55.1885
2021-10-16,55.1885
2021-10-17,55.1885
2021-10-18,55.1885
2021-10-19,55.1885
2021-10-20,55.3635
2021-10-21,55.3635
2021-10-22,55.1331
2021-10-23,55.1331
2021-10-24,55.1331
2021-10-25,55.1331
2021-10-26,55.1331
2021-10-27,54.8801
2021-10-28,55.0932
2021-10-29,55.3116
2021-10-30,55.3116
2021-10-31,55.3116
2021-11-01,57.0405
2021-11-02,56.7565
2021-11-03,56.178
2021-11-04,55.8833
2021-11-05,55.2834
2021-11-06,55.2834
2021-11-07,55.2834
2021-11-08,56.4913
2021-11-09,57.6741
2021-11-10,56.4051
2021-11-11,56.6518
2021-11-12,55.0409
2021-11-13,55.0409
2021-11-14,55.0409
2021-11-15,55.8207
2021-11-16,55.4888
2021-11-17,54.8146
2021-11-18,54.8146
2021-11-19,52.1047
2021-11-20,52.1047
2021-11-21,52.1047
2021-11-22,53.006
2021-11-23,54.4827
2021-11-24,52.7674
2021-11-25,52.7674
2021-11-26,51.4273
2021-11-27,51.4273
2021-11-28,51.4273
2021-11-29,51.7443
2021-11-30,49.7302
2021-12-01,49.7302
2021-12-02,48.7157
2021-12-03,53.3138
2021-12-04,53.3138
2021-12-05,53.3138
2021-12-06,54.8107
2021-12-07,55.4024
2021-12-08,53.5878
2021-12-09,52.52
2021-12-10,54.3999
2021-12-11,54.3999
2021-12-12,54.3999
2021-12-13,54.709
2021-12-14,52.4997
2021-12-15,51.7787
2021-12-16,53.111
2021-12-17,52.7342
2021-12-18,52.7342
2021-12-19,52.7342
2021-12-20,51.9713
2021-12-21,52.328
2021-12-22,54.4289
2021-12-23,55.4445
2021-12-24,55.4445
2021-12-25,55.4445
2021-12-26,55.4445
2021-12-27,57.0932
2021-12-28,57.0932
2021-12-29,55.7682
2021-12-30,55.3254
2021-12-31,55.3254
2022-01-01,55.3254
2022-01-02,55.3254
2022-01-03,55.7018
2022-01-04,57.5515
2022-01-05,57.5515
2022-01-06,55.0898
2022-01-07,57.3542
2022-01-08,57.3542
2022-01-09,57.3542
2022-01-10,56.3741
2022-01-11,57.1319
2022-01-12,55.6323
2022-01-13,55.1333
2022-01-14,55.1333
2022-01-15,55.1333
2022-01-16,55.1333
2022-01-17,55.1333
2022-01-18,52.6083
2022-01-19,52.1144
2022-01-20,50.1659
2022-01-21,50.1659
2022-01-22,50.1659
2022-01-23,50.1659
2022-01-24,45.6042
2022-01-25,45.6042
2022-01-26,46.1284
2022-01-27,46.1284
2022-01-28,51.6174
2022-01-29,51.6174
2022-01-30,51.6174
2022-01-31,52.9694
2022-02-01,54.2907
2022-02-02,54.2907
2022-02-03,53.2239
2022-02-04,53.2239
2022-02-05,53.2239
2022-02-06,53.2239
2022-02-07,55.1117
2022-02-08,53.9848
2022-02-09,57.1568
2022-02-10,53.8644
2022-02-11,49.8997
2022-02-12,49.8997
2022-02-13,49.8997
2022-02-14,50.8356
2022-02-15,53.9502
2022-02-16,57.1588
2022-02-17,54.2273
2022-02-18,50.6446
2022-02-19,50.6446
2022-02-20,50.6446
2022-02-21,50.6446
2022-02-22,45.2343
2022-02-23,45.6632
2022-02-24,45.2962
2022-02-25,48.7078
2022-02-26,48.7078
2022-02-27,48.7078
2022-02-28,47.1857
2022-03-01,50.7667
2022-03-02,50.3741
2022-03-03,53.3591
2022-03-04,51.3616
2022-03-05,51.3616
2022-03-06,51.3616
2022-03-07,49.4468
2022-03-08,49.8338
2022-03-09,53.5146
2022-03-10,50.8147
2022-03-11,49.703
2022-03-12,49.703
2022-03-13,49.703
2022-03-14,50.0796
2022-03-15,51.5798
2022-03-16,49.6503
2022-03-17,50.7929
2022-03-18,49.2514
2022-03-19,49.2514
2022-03-20,49.2514
2022-03-21,50.7961
2022-03-22,51.9314
2022-03-23,51.118
2022-03-24,50.7072
2022-03-25,50.2891
2022-03-26,50.2891
2022-03-27,50.2891
2022-03-28,51.1229
2022-03-29,51.9565
2022-03-30,50.6169
2022-03-31,51.0521
2022-04-01,50.138
2022-04-02,50.138
2022-04-03,50.138
2022-04-04,50.5955
2022-04-05,49.1946
2022-04-06,46.953
2022-04-07,47.9347
2022-04-08,50.3127
2022-04-09,50.3127
2022-04-10,50.3127
2022-04-11,51.2343
2022-04-12,51.2343
2022-04-13,49.7529
2022-04-14,51.2122
2022-04-15,51.2122
2022-04-16,51.2122
2022-04-17,51.2122
2022-04-18,50.7044
2022-04-19,50.1896
2022-04-20,51.7112
2022-04-21,49.6205
2022-04-22,48.6041
2022-04-23,48.6041
2022-04-24,48.6041
2022-04-25,49.1429
2022-04-26,46.1404
2022-04-27,48.3181
2022-04-28,46.3782
2022-04-29,44.9772
2022-04-30,44.9772
2022-05-01,44.9772
2022-05-02,49.2097
2022-05-03,48.725
2022-05-04,49.2422
2022-05-05,44.1725
2022-05-06,44.1725
2022-05-07,44.1725
2022-05-08,44.1725
2022-05-09,37.1103
2022-05-10,45.6294
2022-05-11,39.482
2022-05-12,35.0815
2022-05-13,40.4241
2022-05-14,40.4241
2022-05-15,40.4241
2022-05-16,39.9383
2022-05-17,42.4424
2022-05-18,38.8517
2022-05-19,38.8517
2022-05-20,34.1157
2022-05-21,34.1157
2022-05-22,34.1157
2022-05-23,43.1542
2022-05-24,47.0416
2022-05-25,48.2617
2022-05-26,49.466
2022-05-27,51.5654
2022-05-28,51.5654
2022-05-29,51.5654
2022-05-30,51.5654
2022-05-31,52.2495
2022-06-01,53.1619
2022-06-02,52.3853
2022-06-03,51.3506
2022-06-04,51.3506
2022-06-05,51.3506
2022-06-06,49.3345
2022-06-07,50.3429
2022-06-08,49.3273
2022-06-09,53.4556
2022-06-10,52.1626
2022-06-11,52.1626
2022-06-12,52.1626
2022-06-13,52.6367
2022-06-14,51.8395
2022-06-15,51.5702
2022-06-16,49.4444
2022-06-17,54.5338
2022-06-18,54.5338
2022-06-19,54.5338
2022-06-20,54.5338
2022-06-21,53.7344
2022-06-22,54.4255
2022-06-23,55.3456
2022-06-24,56.0343
2022-06-25,56.0343
2022-06-26,56.0343
2022-06-27,56.2668
2022-06-28,55.358
2022-06-29,55.0514
2022-06-30,54.4277
2022-07-01,56.2235
2022-07-02,56.2235
2022-07-03,56.2235
2022-07-04,56.2235
2022-07-05,56.7274
2022-07-06,56.0598
2022-07-07,56.0598
2022-07-08,56.0598
2022-07-09,56.0598
2022-07-10,56.0598
2022-07-11,57.1757
2022-07-12,57.4552
2022-07-13,55.9446
2022-07-14,57.1111
2022-07-15,58.8037
2022-07-16,58.8037
2022-07-17,58.8037
2022-07-18,58.8037
2022-07-19,58.8037
2022-07-20,58.8037
2022-07-21,58.8037
2022-07-22,58.349
2022-07-23,58.349
2022-07-24,58.349
2022-07-25,57.886
2022-07-26,58.5662
2022-07-27,58.5662
2022-07-28,59.2703
2022-07-29,59.2703
2022-07-30,59.2703
2022-07-31,59.2703
2022-08-01,59.2703
2022-08-02,59.2703
2022-08-03,59.2703
2022-08-04,59.2703
2022-08-05,59.2703
2022-08-06,59.2703
2022-08-07,59.2703
2022-08-08,59.2703
2022-08-09,59.2703
2022-08-10,59.2703
2022-08-11,59.2703
2022-08-12,59.2703
2022-08-13,59.2703
2022-08-14,59.2703
2022-08-15,59.2703
2022-08-16,59.2703
2022-08-17,59.2703
2022-08-18,59.2703
2022-08-19,59.2703
2022-08-20,59.2703
2022-08-21,59.2703
2022-08-22,59.2703
2022-08-23,59.2703
2022-08-24,59.2703
2022-08-25,59.2703
2022-08-26,59.2703
2022-08-27,59.2703
2022-08-28,59.2703
2022-08-29,59.2703
2022-08-30,59.2703
2022-08-31,59.2703
2022-09-01,59.2703
2022-09-02,59.2703
2022-09-03,59.2703
2022-09-04,59.2703
2022-09-05,59.2703
2022-09-06,59.2703
2022-09-07,59.2703
2022-09-08,59.2703
2022-09-09,59.2703
2022-09-10,59.2703
2022-09-11,59.2703
2022-09-12,59.2703
2022-09-13,59.2703
2022-09-14,59.2703
2022-09-15,59.2703
2022-09-16,59.2703
2022-09-17,59.2703
2022-09-18,59.2703
2022-09-19,59.2703
2022-09-20,59.2703
2022-09-21,59.2703
2022-09-22,59.2703
2022-09-23,59.2703
2022-09-24,59.2703
2022-09-25,59.2703
2022-09-26,59.2703
2022-09-27,59.2703
2022-09-28,59.2703
2022-09-29,59.2703
2022-09-30,59.2703
2022-10-01,59.2703
2022-10-02,59.2703
2022-10-03,59.2703
2022-10-04,59.2703
2022-10-05,59.2703
2022-10-06,59.2703
2022-10-07,59.2703
2022-10-08,59.2703
2022-10-09,59.2703
2022-10-10,59.2703
2022-10-11,59.2703
2022-10-12,59.2703
2022-10-13,59.2703
2022-10-14,59.2703
2022-10-15,59.2703
2022-10-16,59.2703
2022-10-17,59.2703
2022-10-18,59.2703
2022-10-19,59.2703
2022-10-20,59.2703
2022-10-21,59.2703
2022-10-22,59.2703
2022-10-23,59.2703
2022-10-24,59.2703
2022-10-25,59.2703
2022-10-26,59.2703
2022-10-27,59.2703
2022-10-28,59.2703
2022-10-29,59.2703
2022-10-30,59.2703
2022-10-31,59.2703
2022-11-01,59.2703
2022-11-02,59.2703
2022-11-03,59.2703
2022-11-04,59.2703
2022-11-05,59.2703
2022-11-06,59.2703
2022-11-07,59.2703
2022-11-08,59.2703
2022-11-09,59.2703
2022-11-10,59.2703
2022-11-11,59.2703
2022-11-12,59.2703
2022-11-13,59.2703
2022-11-14,59.2703
2022-11-15,59.2703
2022-11-16,59.2703
2022-11-17,59.2703
2022-11-18,59.2703
2022-11-19,59.2703
2022-11-20,59.2703
2022-11-21,59.2703
2022-11-22,59.2703
2022-11-23,59.2703
2022-11-24,59.2703
2022-11-25,59.2703
2022-11-26,59.2703
2022-11-27,59.2703
2022-11-28,59.2703
2022-11-29,59.2703
2022-11-30,59.2703
2022-12-01,59.2703
2022-12-02,59.2703
2022-12-03,59.2703
2022-12-04,59.2703
2022-12-05,59.2703
2022-12-06,59.2703
2022-12-07,59.2703
2022-12-08,59.2703
2022-12-09,59.2703
2022-12-10,59.2703
2022-12-11,59.2703
2022-12-12,59.2703
2022-12-13,59.2703
2022-12-14,59.2703
2022-12-15,59.2703
2022-12-16,59.2703
2022-12-17,59.2703
2022-12-18,59.2703
2022-12-19,59.2703
2022-12-20,59.2703
2022-12-21,59.2703
2022-12-22,59.2703
2022-12-23,59.2703
2022-12-24,59.2703
2022-12-25,59.2703
2022-12-26,59.2703
2022-12-27,59.2703
2022-12-28,59.2703
2022-12-29,59.2703
2022-12-30,59.2703
2022-12-31,59.2703
2023-01-01,59.2703
2023-01-02,59.2703
2023-01-03,59.2703
2023-01-04,59.2703
2023-01-05,59.2703
2023-01-06,59.2703
2023-01-07,59.2703
2023-01-08,59.2703
2023-01-09,59.2703
2023-01-10,59.2703
2023-01-11,59.2703
2023-01-12,59.2703
2023-01-13,59.2703
2023-01-14,59.2703
2023-01-15,59.2703
2023-01-16,59.2703
2023-01-17,59.2703
2023-01-18,59.2703
2023-01-19,59.2703
2023-01-20,59.2703
2023-01-21,59.2703
2023-01-22,59.2703
2023-01-23,59.2703
2023-01-24,59.2703
2023-01-25,59.2703
2023-01-26,59.2703
2023-01-27,59.2703
2023-01-28,59.2703
2023-01-29,59.2703
2023-01-30,59.2703
2023-01-31,59.2703
2023-02-01,59.2703
2023-02-02,59.2703
2023-02-03,59.2703
2023-02-04,59.2703
2023-02-05,59.2703
2023-02-06,59.2703
2023-02-07,59.2703
2023-02-08,59.2703
2023-02-09,59.2703
2023-02-10,59.2703
2023-02-11,59.2703
2023-02-12,59.2703
2023-02-13,59.2703
2023-02-14,59.2703
2023-02-15,59.2703
2023-02-16,59.2703
2023-02-17,59.2703
2023-02-18,59.2703
2023-02-19,59.2703
2023-02-20,59.2703
2023-02-21,59.2703
2023-02-22,59.2703
2023-02-23,59.2703
2023-02-24,59.2703
2023-02-25,59.2703
2023-02-26,59.2703
2023-02-27,59.2703
2023-02-28,59.2703
2023-03-01,59.2703
2023-03-02,59.2703
2023-03-03,59.2703
2023-03-04,59.2703
2023-03-05,59.2703
2023-03-06,59.2703
2023-03-07,59.2703
2023-03-08,59.2703
2023-03-09,59.2703
2023-03-10,59.2703
2023-03-11,59.2703
2023-03-12,59.2703
2023-03-13,59.2703
2023-03-14,59.2703
2023-03-15,59.2703
2023-03-16,59.2703
