,WHD US Equity
2020-11-18,58.5467
2020-11-19,58.8541
2020-11-20,57.6847
2020-11-21,57.6847
2020-11-22,57.6847
2020-11-23,60.3087
2020-11-24,63.0383
2020-11-25,60.98
2020-11-26,60.98
2020-11-27,60.2261
2020-11-28,60.2261
2020-11-29,60.2261
2020-11-30,54.7691
2020-12-01,57.6954
2020-12-02,58.969
2020-12-03,58.6834
2020-12-04,63.4284
2020-12-05,63.4284
2020-12-06,63.4284
2020-12-07,61.8676
2020-12-08,62.2865
2020-12-09,60.2881
2020-12-10,61.4399
2020-12-11,60.2631
2020-12-12,60.2631
2020-12-13,60.2631
2020-12-14,59.4019
2020-12-15,62.2483
2020-12-16,60.3598
2020-12-17,59.1779
2020-12-18,57.6759
2020-12-19,57.6759
2020-12-20,57.6759
2020-12-21,55.2577
2020-12-22,54.6519
2020-12-23,56.8842
2020-12-24,55.5112
2020-12-25,55.5112
2020-12-26,55.5112
2020-12-27,55.5112
2020-12-28,55.5112
2020-12-29,53.9271
2020-12-30,54.9811
2020-12-31,55.5528
2021-01-01,55.5528
2021-01-02,55.5528
2021-01-03,55.5528
2021-01-04,56.9113
2021-01-05,60.9078
2021-01-06,63.7412
2021-01-07,64.6961
2021-01-08,64.0532
2021-01-09,64.0532
2021-01-10,64.0532
2021-01-11,59.5356
2021-01-12,61.0747
2021-01-13,56.7422
2021-01-14,58.5164
2021-01-15,56.0386
2021-01-16,56.0386
2021-01-17,56.0386
2021-01-18,56.0386
2021-01-19,57.0459
2021-01-20,58.1502
2021-01-21,55.1191
2021-01-22,56.9277
2021-01-23,56.9277
2021-01-24,56.9277
2021-01-25,53.5664
2021-01-26,51.8607
2021-01-27,48.1718
2021-01-28,51.5758
2021-01-29,50.4924
2021-01-30,50.4924
2021-01-31,50.4924
2021-02-01,51.2767
2021-02-02,51.6922
2021-02-03,54.7353
2021-02-04,55.6741
2021-02-05,55.8562
2021-02-06,55.8562
2021-02-07,55.8562
2021-02-08,57.6216
2021-02-09,56.6883
2021-02-10,56.3253
2021-02-11,54.6833
2021-02-12,54.4899
2021-02-13,54.4899
2021-02-14,54.4899
2021-02-15,54.4899
2021-02-16,55.8817
2021-02-17,55.8049
2021-02-18,56.1991
2021-02-19,56.8073
2021-02-20,56.8073
2021-02-21,56.8073
2021-02-22,58.4933
2021-02-23,58.0928
2021-02-24,64.1972
2021-02-25,61.1616
2021-02-26,58.9977
2021-02-27,58.9977
2021-02-28,58.9977
2021-03-01,63.0837
2021-03-02,60.3568
2021-03-03,60.5493
2021-03-04,62.5253
2021-03-05,65.6732
2021-03-06,65.6732
2021-03-07,65.6732
2021-03-08,67.9115
2021-03-09,55.0499
2021-03-10,56.4001
2021-03-11,55.2783
2021-03-12,55.6773
2021-03-13,55.6773
2021-03-14,55.6773
2021-03-15,55.4034
2021-03-16,53.2359
2021-03-17,53.7352
2021-03-18,50.6084
2021-03-19,51.2801
2021-03-20,51.2801
2021-03-21,51.2801
2021-03-22,51.035
2021-03-23,49.2767
2021-03-24,50.5335
2021-03-25,51.6186
2021-03-26,53.1541
2021-03-27,53.1541
2021-03-28,53.1541
2021-03-29,50.3906
2021-03-30,50.1246
2021-03-31,50.9988
2021-04-01,52.0111
2021-04-02,52.0111
2021-04-03,52.0111
2021-04-04,52.0111
2021-04-05,51.624
2021-04-06,51.1124
2021-04-07,51.4379
2021-04-08,49.6671
2021-04-09,48.9734
2021-04-10,48.9734
2021-04-11,48.9734
2021-04-12,49.9243
2021-04-13,47.1016
2021-04-14,50.0053
2021-04-15,48.2123
2021-04-16,48.0972
2021-04-17,48.0972
2021-04-18,48.0972
2021-04-19,47.7629
2021-04-20,45.3833
2021-04-21,46.2985
2021-04-22,46.2008
2021-04-23,47.6404
2021-04-24,47.6404
2021-04-25,47.6404
2021-04-26,49.2028
2021-04-27,48.2872
2021-04-28,51.6024
2021-04-29,51.832
2021-04-30,50.0238
2021-05-01,50.0238
2021-05-02,50.0238
2021-05-03,53.1937
2021-05-04,54.5284
2021-05-05,56.9384
2021-05-06,58.2686
2021-05-07,61.4547
2021-05-08,61.4547
2021-05-09,61.4547
2021-05-10,57.7626
2021-05-11,57.1071
2021-05-12,58.1408
2021-05-13,56.8626
2021-05-14,58.772
2021-05-15,58.772
2021-05-16,58.772
2021-05-17,59.5493
2021-05-18,57.0176
2021-05-19,55.1585
2021-05-20,55.7231
2021-05-21,56.238
2021-05-22,56.238
2021-05-23,56.238
2021-05-24,56.7398
2021-05-25,55.5202
2021-05-26,55.7367
2021-05-27,56.5151
2021-05-28,57.2725
2021-05-29,57.2725
2021-05-30,57.2725
2021-05-31,57.2725
2021-06-01,60.5117
2021-06-02,64.488
2021-06-03,65.9938
2021-06-04,66.5527
2021-06-05,66.5527
2021-06-06,66.5527
2021-06-07,66.5953
2021-06-08,67.1578
2021-06-09,65.2347
2021-06-10,65.893
2021-06-11,66.1245
2021-06-12,66.1245
2021-06-13,66.1245
2021-06-14,65.3899
2021-06-15,68.5793
2021-06-16,69.7098
2021-06-17,60.7
2021-06-18,56.2469
2021-06-19,56.2469
2021-06-20,56.2469
2021-06-21,59.3332
2021-06-22,56.9785
2021-06-23,55.6409
2021-06-24,55.2692
2021-06-25,55.3891
2021-06-26,55.3891
2021-06-27,55.3891
2021-06-28,50.7274
2021-06-29,51.0215
2021-06-30,51.6189
2021-07-01,55.9763
2021-07-02,55.7487
2021-07-03,55.7487
2021-07-04,55.7487
2021-07-05,55.7487
2021-07-06,51.5313
2021-07-07,51.7782
2021-07-08,52.4758
2021-07-09,54.4005
2021-07-10,54.4005
2021-07-11,54.4005
2021-07-12,54.9496
2021-07-13,55.3838
2021-07-14,52.3562
2021-07-15,49.6822
2021-07-16,48.8592
2021-07-17,48.8592
2021-07-18,48.8592
2021-07-19,45.892
2021-07-20,48.1675
2021-07-21,51.5134
2021-07-22,50.7945
2021-07-23,50.4211
2021-07-24,50.4211
2021-07-25,50.4211
2021-07-26,50.8138
2021-07-27,50.7742
2021-07-28,49.9285
2021-07-29,51.9963
2021-07-30,49.1185
2021-07-31,49.1185
2021-08-01,49.1185
2021-08-02,50.649
2021-08-03,48.8935
2021-08-04,45.6389
2021-08-05,45.6598
2021-08-06,46.5737
2021-08-07,46.5737
2021-08-08,46.5737
2021-08-09,46.5361
2021-08-10,49.2728
2021-08-11,50.9636
2021-08-12,48.7618
2021-08-13,47.5448
2021-08-14,47.5448
2021-08-15,47.5448
2021-08-16,46.0173
2021-08-17,45.0378
2021-08-18,44.0317
2021-08-19,42.7039
2021-08-20,42.9444
2021-08-21,42.9444
2021-08-22,42.9444
2021-08-23,46.6728
2021-08-24,49.4531
2021-08-25,51.3364
2021-08-26,52.1796
2021-08-27,56.2567
2021-08-28,56.2567
2021-08-29,56.2567
2021-08-30,54.3853
2021-08-31,53.4135
2021-09-01,53.8769
2021-09-02,53.9527
2021-09-03,51.1686
2021-09-04,51.1686
2021-09-05,51.1686
2021-09-06,51.1686
2021-09-07,50.329
2021-09-08,48.4379
2021-09-09,48.4597
2021-09-10,49.1484
2021-09-11,49.1484
2021-09-12,49.1484
2021-09-13,50.8152
2021-09-14,48.2737
2021-09-15,52.038
2021-09-16,49.3797
2021-09-17,47.5161
2021-09-18,47.5161
2021-09-19,47.5161
2021-09-20,45.4789
2021-09-21,45.1118
2021-09-22,45.3854
2021-09-23,49.0019
2021-09-24,48.5984
2021-09-25,48.5984
2021-09-26,48.5984
2021-09-27,53.4915
2021-09-28,53.8594
2021-09-29,52.1729
2021-09-30,53.8751
2021-10-01,56.5752
2021-10-02,56.5752
2021-10-03,56.5752
2021-10-04,59.2537
2021-10-05,58.7088
2021-10-06,55.7898
2021-10-07,57.9836
2021-10-08,60.0643
2021-10-09,60.0643
2021-10-10,60.0643
2021-10-11,59.5484
2021-10-12,60.2094
2021-10-13,60.1857
2021-10-14,59.821
2021-10-15,59.7211
2021-10-16,59.7211
2021-10-17,59.7211
2021-10-18,62.9516
2021-10-19,63.5946
2021-10-20,64.3536
2021-10-21,64.0556
2021-10-22,63.8333
2021-10-23,63.8333
2021-10-24,63.8333
2021-10-25,65.7112
2021-10-26,64.4624
2021-10-27,59.1986
2021-10-28,60.3597
2021-10-29,58.4158
2021-10-30,58.4158
2021-10-31,58.4158
2021-11-01,59.9387
2021-11-02,59.3075
2021-11-03,57.6253
2021-11-04,54.6117
2021-11-05,52.93
2021-11-06,52.93
2021-11-07,52.93
2021-11-08,55.1135
2021-11-09,57.0121
2021-11-10,52.8537
2021-11-11,53.4362
2021-11-12,52.6333
2021-11-13,52.6333
2021-11-14,52.6333
2021-11-15,51.8278
2021-11-16,52.0331
2021-11-17,48.7257
2021-11-18,47.0385
2021-11-19,44.6401
2021-11-20,44.6401
2021-11-21,44.6401
2021-11-22,44.38
2021-11-23,47.5419
2021-11-24,46.4684
2021-11-25,46.4684
2021-11-26,42.7543
2021-11-27,42.7543
2021-11-28,42.7543
2021-11-29,44.6608
2021-11-30,43.3944
2021-12-01,41.712
2021-12-02,44.2635
2021-12-03,42.1681
2021-12-04,42.1681
2021-12-05,42.1681
2021-12-06,47.137
2021-12-07,48.087
2021-12-08,48.3807
2021-12-09,47.9318
2021-12-10,50.7487
2021-12-11,50.7487
2021-12-12,50.7487
2021-12-13,48.1304
2021-12-14,45.7918
2021-12-15,45.7055
2021-12-16,45.7266
2021-12-17,45.6898
2021-12-18,45.6898
2021-12-19,45.6898
2021-12-20,43.7903
2021-12-21,45.7423
2021-12-22,47.9971
2021-12-23,47.2427
2021-12-24,47.2427
2021-12-25,47.2427
2021-12-26,47.2427
2021-12-27,49.2118
2021-12-28,48.5467
2021-12-29,48.1186
2021-12-30,48.9611
2021-12-31,49.0512
2022-01-01,49.0512
2022-01-02,49.0512
2022-01-03,54.7159
2022-01-04,57.0763
2022-01-05,55.7454
2022-01-06,57.6982
2022-01-07,57.6745
2022-01-08,57.6745
2022-01-09,57.6745
2022-01-10,56.1
2022-01-11,60.2193
2022-01-12,59.1283
2022-01-13,58.7691
2022-01-14,62.1322
2022-01-15,62.1322
2022-01-16,62.1322
2022-01-17,62.1322
2022-01-18,60.9912
2022-01-19,61.007
2022-01-20,62.2074
2022-01-21,59.9708
2022-01-22,59.9708
2022-01-23,59.9708
2022-01-24,61.1243
2022-01-25,64.1776
2022-01-26,65.7144
2022-01-27,64.4127
2022-01-28,64.4412
2022-01-29,64.4412
2022-01-30,64.4412
2022-01-31,63.6743
2022-02-01,65.5327
2022-02-02,60.9602
2022-02-03,58.9508
2022-02-04,62.5558
2022-02-05,62.5558
2022-02-06,62.5558
2022-02-07,62.0858
2022-02-08,59.607
2022-02-09,60.8316
2022-02-10,59.881
2022-02-11,61.2559
2022-02-12,61.2559
2022-02-13,61.2559
2022-02-14,59.5893
2022-02-15,61.6421
2022-02-16,59.7805
2022-02-17,60.2155
2022-02-18,56.0703
2022-02-19,56.0703
2022-02-20,56.0703
2022-02-21,56.0703
2022-02-22,56.2555
2022-02-23,55.5072
2022-02-24,55.6508
2022-02-25,58.3676
2022-02-26,58.3676
2022-02-27,58.3676
2022-02-28,60.8786
2022-03-01,56.5673
2022-03-02,63.3435
2022-03-03,60.2486
2022-03-04,63.4543
2022-03-05,63.4543
2022-03-06,63.4543
2022-03-07,68.8538
2022-03-08,69.1323
2022-03-09,60.6638
2022-03-10,64.2316
2022-03-11,58.7475
2022-03-12,58.7475
2022-03-13,58.7475
2022-03-14,52.654
2022-03-15,50.685
2022-03-16,49.6367
2022-03-17,52.6178
2022-03-18,52.8608
2022-03-19,52.8608
2022-03-20,52.8608
2022-03-21,54.7798
2022-03-22,56.378
2022-03-23,56.378
2022-03-24,55.6522
2022-03-25,57.8864
2022-03-26,57.8864
2022-03-27,57.8864
2022-03-28,55.0647
2022-03-29,56.1376
2022-03-30,55.8713
2022-03-31,57.4746
2022-04-01,57.9608
2022-04-02,57.9608
2022-04-03,57.9608
2022-04-04,57.6853
2022-04-05,55.9939
2022-04-06,55.0108
2022-04-07,56.0198
2022-04-08,57.9311
2022-04-09,57.9311
2022-04-10,57.9311
2022-04-11,54.1984
2022-04-12,56.6656
2022-04-13,57.7098
2022-04-14,59.3461
2022-04-15,59.3461
2022-04-16,59.3461
2022-04-17,59.3461
2022-04-18,60.5832
2022-04-19,59.9271
2022-04-20,60.5984
2022-04-21,55.8269
2022-04-22,53.1567
2022-04-23,53.1567
2022-04-24,53.1567
2022-04-25,47.7887
2022-04-26,47.6307
2022-04-27,48.1406
2022-04-28,49.64
2022-04-29,46.7895
2022-04-30,46.7895
2022-05-01,46.7895
2022-05-02,46.5499
2022-05-03,47.7831
2022-05-04,50.1727
2022-05-05,46.0928
2022-05-06,46.2053
2022-05-07,46.2053
2022-05-08,46.2053
2022-05-09,42.2698
2022-05-10,42.3993
2022-05-11,43.6246
2022-05-12,43.3836
2022-05-13,45.6187
2022-05-14,45.6187
2022-05-15,45.6187
2022-05-16,47.1425
2022-05-17,47.1657
2022-05-18,45.4226
2022-05-19,46.3451
2022-05-20,46.8949
2022-05-21,46.8949
2022-05-22,46.8949
2022-05-23,48.9742
2022-05-24,48.9513
2022-05-25,50.6248
2022-05-26,52.5706
2022-05-27,52.9789
2022-05-28,52.9789
2022-05-29,52.9789
2022-05-30,52.9789
2022-05-31,51.7999
2022-06-01,53.1596
2022-06-02,52.0211
2022-06-03,52.5408
2022-06-04,52.5408
2022-06-05,52.5408
2022-06-06,54.1305
2022-06-07,55.9331
2022-06-08,53.7481
2022-06-09,51.1416
2022-06-10,48.1411
2022-06-11,48.1411
2022-06-12,48.1411
2022-06-13,44.234
2022-06-14,42.4902
2022-06-15,42.2148
2022-06-16,40.4236
2022-06-17,37.3324
2022-06-18,37.3324
2022-06-19,37.3324
2022-06-20,37.3324
2022-06-21,38.0485
2022-06-22,35.7606
2022-06-23,36.4623
2022-06-24,38.9811
2022-06-25,38.9811
2022-06-26,38.9811
2022-06-27,41.8074
2022-06-28,42.841
2022-06-29,42.6549
2022-06-30,41.1274
2022-07-01,40.6764
2022-07-02,40.6764
2022-07-03,40.6764
2022-07-04,40.6764
2022-07-05,39.5405
2022-07-06,38.8242
2022-07-07,41.562
2022-07-08,41.2804
2022-07-09,41.2804
2022-07-10,41.2804
2022-07-11,40.7197
2022-07-12,38.2751
2022-07-13,38.777
2022-07-14,37.7568
2022-07-15,37.4396
2022-07-16,37.4396
2022-07-17,37.4396
2022-07-18,40.1206
2022-07-19,41.9081
2022-07-20,40.5703
2022-07-21,39.1343
2022-07-22,39.6238
2022-07-23,39.6238
2022-07-24,39.6238
2022-07-25,42.8886
2022-07-26,42.6311
2022-07-27,46.4354
2022-07-28,45.8258
2022-07-29,48.1455
2022-07-30,48.1455
2022-07-31,48.1455
2022-08-01,46.8846
2022-08-02,47.1094
2022-08-03,45.7937
2022-08-04,43.8165
2022-08-05,45.9934
2022-08-06,45.9934
2022-08-07,45.9934
2022-08-08,46.1247
2022-08-09,47.3173
2022-08-10,47.1706
2022-08-11,49.7353
2022-08-12,51.8096
2022-08-13,51.8096
2022-08-14,51.8096
2022-08-15,48.8877
2022-08-16,47.3996
2022-08-17,47.2548
2022-08-18,49.4624
2022-08-19,48.0791
2022-08-20,48.0791
2022-08-21,48.0791
2022-08-22,47.6831
2022-08-23,51.2902
2022-08-24,52.761
2022-08-25,54.1792
2022-08-26,51.9533
2022-08-27,51.9533
2022-08-28,51.9533
2022-08-29,53.4822
2022-08-30,49.5975
2022-08-31,47.0486
2022-09-01,47.288
2022-09-02,49.972
2022-09-03,49.972
2022-09-04,49.972
2022-09-05,49.972
2022-09-06,49.2535
2022-09-07,49.1182
2022-09-08,49.9432
2022-09-09,53.1662
2022-09-10,53.1662
2022-09-11,53.1662
2022-09-12,53.092
2022-09-13,50.4518
2022-09-14,53.8978
2022-09-15,50.9434
2022-09-16,49.0413
2022-09-17,49.0413
2022-09-18,49.0413
2022-09-19,48.937
2022-09-20,47.5256
2022-09-21,46.5609
2022-09-22,45.133
2022-09-23,42.1067
2022-09-24,42.1067
2022-09-25,42.1067
2022-09-26,40.888
2022-09-27,43.2068
2022-09-28,47.3911
2022-09-29,48.46
2022-09-30,46.3881
2022-10-01,46.3881
2022-10-02,46.3881
2022-10-03,50.1975
2022-10-04,51.6833
2022-10-05,54.9818
2022-10-06,53.0198
2022-10-07,51.722
2022-10-08,51.722
2022-10-09,51.722
2022-10-10,49.8996
2022-10-11,49.1943
2022-10-12,49.2949
2022-10-13,53.0767
2022-10-14,51.4022
2022-10-15,51.4022
2022-10-16,51.4022
2022-10-17,52.4294
2022-10-18,54.1279
2022-10-19,55.8357
2022-10-20,57.5643
2022-10-21,58.8665
2022-10-22,58.8665
2022-10-23,58.8665
2022-10-24,59.514
2022-10-25,59.7761
2022-10-26,60.6575
2022-10-27,60.9222
2022-10-28,59.9432
2022-10-29,59.9432
2022-10-30,59.9432
2022-10-31,60.651
2022-11-01,59.4653
2022-11-02,58.5283
2022-11-03,59.8376
2022-11-04,61.5242
2022-11-05,61.5242
2022-11-06,61.5242
2022-11-07,63.8828
2022-11-08,65.1604
2022-11-09,58.9192
2022-11-10,61.4957
2022-11-11,62.974
2022-11-12,62.974
2022-11-13,62.974
2022-11-14,60.6408
2022-11-15,61.4137
2022-11-16,59.5325
2022-11-17,59.9455
2022-11-18,59.4556
2022-11-19,59.4556
2022-11-20,59.4556
2022-11-21,57.9252
2022-11-22,59.0484
2022-11-23,56.7363
2022-11-24,56.7363
2022-11-25,55.7244
2022-11-26,55.7244
2022-11-27,55.7244
2022-11-28,52.829
2022-11-29,54.8014
2022-11-30,56.9368
2022-12-01,56.2929
2022-12-02,57.1362
2022-12-03,57.1362
2022-12-04,57.1362
2022-12-05,53.7985
2022-12-06,51.8635
2022-12-07,51.3255
2022-12-08,50.8211
2022-12-09,47.1784
2022-12-10,47.1784
2022-12-11,47.1784
2022-12-12,49.9893
2022-12-13,53.3416
2022-12-14,52.2469
2022-12-15,50.523
2022-12-16,49.3014
2022-12-17,49.3014
2022-12-18,49.3014
2022-12-19,48.3875
2022-12-20,49.6276
2022-12-21,50.1235
2022-12-22,48.7517
2022-12-23,50.5902
2022-12-24,50.5902
2022-12-25,50.5902
2022-12-26,50.5902
2022-12-27,50.9857
2022-12-28,48.2934
2022-12-29,50.6934
2022-12-30,50.8638
2022-12-31,50.8638
2023-01-01,50.8638
2023-01-02,50.8638
2023-01-03,50.0111
2023-01-04,52.1397
2023-01-05,52.2059
2023-01-06,56.3532
2023-01-07,56.3532
2023-01-08,56.3532
2023-01-09,57.1412
2023-01-10,58.9237
2023-01-11,55.3798
2023-01-12,55.7779
2023-01-13,56.6487
2023-01-14,56.6487
2023-01-15,56.6487
2023-01-16,56.6487
2023-01-17,56.4932
2023-01-18,52.4424
2023-01-19,51.6674
2023-01-20,52.7444
2023-01-21,52.7444
2023-01-22,52.7444
2023-01-23,52.3325
2023-01-24,51.2674
2023-01-25,52.7325
2023-01-26,52.5015
2023-01-27,50.5169
2023-01-28,50.5169
2023-01-29,50.5169
2023-01-30,51.0761
2023-01-31,54.0186
2023-02-01,53.554
2023-02-02,51.2281
2023-02-03,52.3986
2023-02-04,52.3986
2023-02-05,52.3986
2023-02-06,51.4834
2023-02-07,52.0658
2023-02-08,52.8613
2023-02-09,48.1084
2023-02-10,52.4579
2023-02-11,52.4579
2023-02-12,52.4579
2023-02-13,52.704
2023-02-14,54.176
2023-02-15,51.2573
2023-02-16,51.6803
2023-02-17,47.4491
2023-02-18,47.4491
2023-02-19,47.4491
2023-02-20,47.4491
2023-02-21,45.1154
2023-02-22,43.8289
2023-02-23,43.9392
2023-02-24,44.1987
2023-02-25,44.1987
2023-02-26,44.1987
2023-02-27,45.4081
2023-02-28,42.6311
2023-03-01,43.9344
2023-03-02,47.2901
2023-03-03,46.6957
2023-03-04,46.6957
2023-03-05,46.6957
2023-03-06,45.6567
2023-03-07,44.7471
2023-03-08,44.4641
2023-03-09,41.0494
2023-03-10,39.2732
2023-03-11,39.2732
2023-03-12,39.2732
2023-03-13,36.8124
2023-03-14,36.9564
2023-03-15,34.3167
2023-03-16,35.4317
2023-03-17,33.8995
