,NMRK US Equity
,RSI_30D
2020-01-01,72.4113
2020-01-02,63.3401
2020-01-03,63.5598
2020-01-04,63.5598
2020-01-05,63.5598
2020-01-06,59.734
2020-01-07,58.1002
2020-01-08,55.843
2020-01-09,56.5416
2020-01-10,52.2645
2020-01-11,52.2645
2020-01-12,52.2645
2020-01-13,50.5822
2020-01-14,52.3553
2020-01-15,54.489
2020-01-16,54.1753
2020-01-17,54.9798
2020-01-18,54.9798
2020-01-19,54.9798
2020-01-20,54.9798
2020-01-21,52.847
2020-01-22,51.9096
2020-01-23,54.8118
2020-01-24,51.7842
2020-01-25,51.7842
2020-01-26,51.7842
2020-01-27,51.8774
2020-01-28,51.9735
2020-01-29,51.4424
2020-01-30,51.9503
2020-01-31,50.1069
2020-02-01,50.1069
2020-02-02,50.1069
2020-02-03,51.4692
2020-02-04,54.439
2020-02-05,55.8368
2020-02-06,54.7934
2020-02-07,50.1604
2020-02-08,50.1604
2020-02-09,50.1604
2020-02-10,52.9367
2020-02-11,49.1294
2020-02-12,52.1423
2020-02-13,49.6532
2020-02-14,46.8269
2020-02-15,46.8269
2020-02-16,46.8269
2020-02-17,46.8269
2020-02-18,45.6856
2020-02-19,49.8825
2020-02-20,51.9872
2020-02-21,49.0618
2020-02-22,49.0618
2020-02-23,49.0618
2020-02-24,44.61
2020-02-25,41.5545
2020-02-26,42.3798
2020-02-27,38.1295
2020-02-28,35.8709
2020-02-29,35.8709
2020-03-01,35.8709
2020-03-02,40.5104
2020-03-03,38.406
2020-03-04,39.4485
2020-03-05,36.9129
2020-03-06,34.9103
2020-03-07,34.9103
2020-03-08,34.9103
2020-03-09,29.8795
2020-03-10,32.7649
2020-03-11,29.9776
2020-03-12,27.7967
2020-03-13,29.9345
2020-03-14,29.9345
2020-03-15,29.9345
2020-03-16,26.1442
2020-03-17,24.8382
2020-03-18,20.8976
2020-03-19,30.0098
2020-03-20,29.415
2020-03-21,29.415
2020-03-22,29.415
2020-03-23,29.3505
2020-03-24,31.9731
2020-03-25,32.2282
2020-03-26,37.0178
2020-03-27,36.3401
2020-03-28,36.3401
2020-03-29,36.3401
2020-03-30,35.4799
2020-03-31,34.0221
2020-04-01,31.9828
2020-04-02,31.0211
2020-04-03,30.7478
2020-04-04,30.7478
2020-04-05,30.7478
2020-04-06,32.0381
2020-04-07,33.6245
2020-04-08,35.3862
2020-04-09,37.1607
2020-04-10,37.1607
2020-04-11,37.1607
2020-04-12,37.1607
2020-04-13,36.4982
2020-04-14,37.2032
2020-04-15,36.5731
2020-04-16,35.6802
2020-04-17,35.6802
2020-04-18,35.6802
2020-04-19,35.6802
2020-04-20,35.5872
2020-04-21,35.0517
2020-04-22,34.7022
2020-04-23,35.1281
2020-04-24,36.475
2020-04-25,36.475
2020-04-26,36.475
2020-04-27,38.4577
2020-04-28,38.4201
2020-04-29,39.9976
2020-04-30,39.1204
2020-05-01,37.8707
2020-05-02,37.8707
2020-05-03,37.8707
2020-05-04,38.3798
2020-05-05,39.3439
2020-05-06,38.19
2020-05-07,38.7212
2020-05-08,42.4915
2020-05-09,42.4915
2020-05-10,42.4915
2020-05-11,40.6497
2020-05-12,40.0933
2020-05-13,39.4064
2020-05-14,40.4615
2020-05-15,40.19
2020-05-16,40.19
2020-05-17,40.19
2020-05-18,41.9365
2020-05-19,40.8913
2020-05-20,43.4113
2020-05-21,43.0119
2020-05-22,42.1593
2020-05-23,42.1593
2020-05-24,42.1593
2020-05-25,42.1593
2020-05-26,44.8216
2020-05-27,47.3952
2020-05-28,47.7641
2020-05-29,45.8252
2020-05-30,45.8252
2020-05-31,45.8252
2020-06-01,45.7155
2020-06-02,46.5102
2020-06-03,54.6883
2020-06-04,53.6208
2020-06-05,57.3966
2020-06-06,57.3966
2020-06-07,57.3966
2020-06-08,58.2424
2020-06-09,56.1485
2020-06-10,52.6043
2020-06-11,48.9955
2020-06-12,49.0212
2020-06-13,49.0212
2020-06-14,49.0212
2020-06-15,50.4146
2020-06-16,50.9286
2020-06-17,48.8845
2020-06-18,48.6514
2020-06-19,48.2809
2020-06-20,48.2809
2020-06-21,48.2809
2020-06-22,48.5127
2020-06-23,49.0733
2020-06-24,47.3876
2020-06-25,48.2459
2020-06-26,46.6707
2020-06-27,46.6707
2020-06-28,46.6707
2020-06-29,48.2924
2020-06-30,49.0931
2020-07-01,48.1439
2020-07-02,47.4909
2020-07-03,47.4909
2020-07-04,47.4909
2020-07-05,47.4909
2020-07-06,48.3474
2020-07-07,46.4772
2020-07-08,46.8204
2020-07-09,45.2591
2020-07-10,46.743
2020-07-11,46.743
2020-07-12,46.743
2020-07-13,45.4975
2020-07-14,44.7454
2020-07-15,47.0281
2020-07-16,46.3675
2020-07-17,45.5482
2020-07-18,45.5482
2020-07-19,45.5482
2020-07-20,45.0415
2020-07-21,44.6561
2020-07-22,45.6976
2020-07-23,45.2906
2020-07-24,44.9456
2020-07-25,44.9456
2020-07-26,44.9456
2020-07-27,44.5941
2020-07-28,45.9068
2020-07-29,47.2009
2020-07-30,47.2878
2020-07-31,45.5045
2020-08-01,45.5045
2020-08-02,45.5045
2020-08-03,44.671
2020-08-04,45.3302
2020-08-05,47.0999
2020-08-06,46.6071
2020-08-07,49.1746
2020-08-08,49.1746
2020-08-09,49.1746
2020-08-10,51.7057
2020-08-11,51.9574
2020-08-12,51.6326
2020-08-13,50.2403
2020-08-14,50.6988
2020-08-15,50.6988
2020-08-16,50.6988
2020-08-17,50.6023
2020-08-18,47.6043
2020-08-19,47.3774
2020-08-20,47.2377
2020-08-21,46.4814
2020-08-22,46.4814
2020-08-23,46.4814
2020-08-24,48.0934
2020-08-25,47.7948
2020-08-26,47.3891
2020-08-27,47.9603
2020-08-28,49.7114
2020-08-29,49.7114
2020-08-30,49.7114
2020-08-31,49.4339
2020-09-01,47.7782
2020-09-02,49.3006
2020-09-03,48.5128
2020-09-04,48.2848
2020-09-05,48.2848
2020-09-06,48.2848
2020-09-07,48.2848
2020-09-08,50.4532
2020-09-09,49.6163
2020-09-10,48.6619
2020-09-11,47.4809
2020-09-12,47.4809
2020-09-13,47.4809
2020-09-14,50.1112
2020-09-15,52.4571
2020-09-16,51.7026
2020-09-17,51.0694
2020-09-18,49.0198
2020-09-19,49.0198
2020-09-20,49.0198
2020-09-21,45.526
2020-09-22,46.4325
2020-09-23,45.7573
2020-09-24,45.7573
2020-09-25,47.5264
2020-09-26,47.5264
2020-09-27,47.5264
2020-09-28,48.8539
2020-09-29,48.4733
2020-09-30,48.8852
2020-10-01,52.7892
2020-10-02,53.1593
2020-10-03,53.1593
2020-10-04,53.1593
2020-10-05,53.1593
2020-10-06,56.4476
2020-10-07,54.5405
2020-10-08,56.9699
2020-10-09,56.8204
2020-10-10,56.8204
2020-10-11,56.8204
2020-10-12,56.8204
2020-10-13,56.0331
2020-10-14,57.4952
2020-10-15,59.1353
2020-10-16,58.1407
2020-10-17,58.1407
2020-10-18,58.1407
2020-10-19,55.8724
2020-10-20,55.5521
2020-10-21,53.036
2020-10-22,55.2631
2020-10-23,55.5198
2020-10-24,55.5198
2020-10-25,55.5198
2020-10-26,50.026
2020-10-27,49.0755
2020-10-28,46.0987
2020-10-29,51.0409
2020-10-30,51.3527
2020-10-31,51.3527
2020-11-01,51.3527
2020-11-02,52.6625
2020-11-03,53.7662
2020-11-04,53.9513
2020-11-05,60.9131
2020-11-06,61.1017
2020-11-07,61.1017
2020-11-08,61.1017
2020-11-09,68.9958
2020-11-10,69.1229
2020-11-11,66.1761
2020-11-12,62.1312
2020-11-13,63.4723
2020-11-14,63.4723
2020-11-15,63.4723
2020-11-16,65.3751
2020-11-17,65.2448
2020-11-18,61.3274
2020-11-19,61.7868
2020-11-20,61.8649
2020-11-21,61.8649
2020-11-22,61.8649
2020-11-23,65.2452
2020-11-24,68.3995
2020-11-25,67.5121
2020-11-26,67.5121
2020-11-27,67.126
2020-11-28,67.126
2020-11-29,67.126
2020-11-30,65.0728
2020-12-01,65.8824
2020-12-02,67.3505
2020-12-03,67.5432
2020-12-04,69.7868
2020-12-05,69.7868
2020-12-06,69.7868
2020-12-07,67.6657
2020-12-08,67.533
2020-12-09,67.1244
2020-12-10,67.6641
2020-12-11,64.9084
2020-12-12,64.9084
2020-12-13,64.9084
2020-12-14,62.2844
2020-12-15,64.2291
2020-12-16,64.5203
2020-12-17,65.3945
2020-12-18,64.4364
2020-12-19,64.4364
2020-12-20,64.4364
2020-12-21,60.1397
2020-12-22,58.4297
2020-12-23,59.6175
2020-12-24,59.9557
2020-12-25,59.9557
2020-12-26,59.9557
2020-12-27,59.9557
2020-12-28,61.4582
2020-12-29,59.4085
2020-12-30,58.401
2020-12-31,58.8521
2021-01-01,58.8521
2021-01-02,58.8521
2021-01-03,58.8521
2021-01-04,54.0048
2021-01-05,55.1512
2021-01-06,56.9103
2021-01-07,56.3091
2021-01-08,56.4992
2021-01-09,56.4992
2021-01-10,56.4992
2021-01-11,55.6227
2021-01-12,55.7242
2021-01-13,55.7242
2021-01-14,55.0503
2021-01-15,55.3852
2021-01-16,55.3852
2021-01-17,55.3852
2021-01-18,55.3852
2021-01-19,54.6828
2021-01-20,55.5001
2021-01-21,56.6554
2021-01-22,58.0087
2021-01-23,58.0087
2021-01-24,58.0087
2021-01-25,59.1092
2021-01-26,57.8543
2021-01-27,52.2592
2021-01-28,53.9143
2021-01-29,49.5946
2021-01-30,49.5946
2021-01-31,49.5946
2021-02-01,51.7134
2021-02-02,61.1088
2021-02-03,58.915
2021-02-04,61.7914
2021-02-05,60.5059
2021-02-06,60.5059
2021-02-07,60.5059
2021-02-08,62.7642
2021-02-09,64.3296
2021-02-10,64.0873
2021-02-11,65.4345
2021-02-12,65.0558
2021-02-13,65.0558
2021-02-14,65.0558
2021-02-15,65.0558
2021-02-16,64.286
2021-02-17,64.8595
2021-02-18,68.1648
2021-02-19,72.3602
2021-02-20,72.3602
2021-02-21,72.3602
2021-02-22,72.9743
2021-02-23,73.4438
2021-02-24,74.651
2021-02-25,75.2011
2021-02-26,67.7761
2021-02-27,67.7761
2021-02-28,67.7761
2021-03-01,70.1733
2021-03-02,68.4717
2021-03-03,67.114
2021-03-04,61.8374
2021-03-05,64.3468
2021-03-06,64.3468
2021-03-07,64.3468
2021-03-08,65.9673
2021-03-09,65.9181
2021-03-10,65.9181
2021-03-11,67.5265
2021-03-12,68.47
2021-03-13,68.47
2021-03-14,68.47
2021-03-15,69.7155
2021-03-16,68.425
2021-03-17,68.9209
2021-03-18,67.1745
2021-03-19,65.1466
2021-03-20,65.1466
2021-03-21,65.1466
2021-03-22,60.7528
2021-03-23,57.9502
2021-03-24,56.8385
2021-03-25,60.5351
2021-03-26,60.4443
2021-03-27,60.4443
2021-03-28,60.4443
2021-03-29,58.0146
2021-03-30,57.6594
2021-03-31,55.5908
2021-04-01,59.1696
2021-04-02,59.1696
2021-04-03,59.1696
2021-04-04,59.1696
2021-04-05,59.7143
2021-04-06,58.1106
2021-04-07,57.5774
2021-04-08,58.1076
2021-04-09,57.7344
2021-04-10,57.7344
2021-04-11,57.7344
2021-04-12,57.5432
2021-04-13,56.9579
2021-04-14,58.5568
2021-04-15,58.2516
2021-04-16,58.6235
2021-04-17,58.6235
2021-04-18,58.6235
2021-04-19,56.8425
2021-04-20,56.6853
2021-04-21,59.791
2021-04-22,59.1411
2021-04-23,57.0046
2021-04-24,57.0046
2021-04-25,57.0046
2021-04-26,57.6379
2021-04-27,57.7986
2021-04-28,59.997
2021-04-29,58.9755
2021-04-30,57.7326
2021-05-01,57.7326
2021-05-02,57.7326
2021-05-03,58.7145
2021-05-04,58.961
2021-05-05,57.8882
2021-05-06,66.5608
2021-05-07,70.2874
2021-05-08,70.2874
2021-05-09,70.2874
2021-05-10,69.6276
2021-05-11,70.4409
2021-05-12,69.3115
2021-05-13,70.5333
2021-05-14,71.1976
2021-05-15,71.1976
2021-05-16,71.1976
2021-05-17,71.3408
2021-05-18,67.63
2021-05-19,66.5116
2021-05-20,65.7245
2021-05-21,65.042
2021-05-22,65.042
2021-05-23,65.042
2021-05-24,66.7675
2021-05-25,63.3093
2021-05-26,63.6237
2021-05-27,65.2852
2021-05-28,64.7189
2021-05-29,64.7189
2021-05-30,64.7189
2021-05-31,64.7189
2021-06-01,65.2797
2021-06-02,65.6562
2021-06-03,64.5697
2021-06-04,63.3645
2021-06-05,63.3645
2021-06-06,63.3645
2021-06-07,63.9218
2021-06-08,64.9558
2021-06-09,63.8205
2021-06-10,63.1858
2021-06-11,64.0006
2021-06-12,64.0006
2021-06-13,64.0006
2021-06-14,60.835
2021-06-15,65.4336
2021-06-16,63.9985
2021-06-17,59.6034
2021-06-18,52.2717
2021-06-19,52.2717
2021-06-20,52.2717
2021-06-21,55.7117
2021-06-22,56.1981
2021-06-23,57.9061
2021-06-24,57.9061
2021-06-25,53.777
2021-06-26,53.777
2021-06-27,53.777
2021-06-28,52.025
2021-06-29,50.0181
2021-06-30,49.7008
2021-07-01,50.4328
2021-07-02,48.5645
2021-07-03,48.5645
2021-07-04,48.5645
2021-07-05,48.5645
2021-07-06,47.847
