,RS US Equity
2020-04-20,44.7793
2020-04-21,44.0304
2020-04-22,44.242
2020-04-23,45.5449
2020-04-24,46.3
2020-04-25,46.3
2020-04-26,46.3
2020-04-27,48.2035
2020-04-28,47.774
2020-04-29,51.0287
2020-04-30,48.0019
2020-05-01,47.0169
2020-05-02,47.0169
2020-05-03,47.0169
2020-05-04,46.8214
2020-05-05,46.6485
2020-05-06,46.3857
2020-05-07,47.8589
2020-05-08,50.4003
2020-05-09,50.4003
2020-05-10,50.4003
2020-05-11,49.4452
2020-05-12,46.8566
2020-05-13,44.6448
2020-05-14,46.3026
2020-05-15,47.6089
2020-05-16,47.6089
2020-05-17,47.6089
2020-05-18,51.2074
2020-05-19,49.9777
2020-05-20,49.9051
2020-05-21,49.8926
2020-05-22,50.0091
2020-05-23,50.0091
2020-05-24,50.0091
2020-05-25,50.0091
2020-05-26,51.7374
2020-05-27,54.5343
2020-05-28,54.2186
2020-05-29,53.7268
2020-05-30,53.7268
2020-05-31,53.7268
2020-06-01,54.3317
2020-06-02,54.7018
2020-06-03,55.7321
2020-06-04,56.3382
2020-06-05,56.8656
2020-06-06,56.8656
2020-06-07,56.8656
2020-06-08,57.0032
2020-06-09,56.0693
2020-06-10,56.6583
2020-06-11,48.553
2020-06-12,49.6171
2020-06-13,49.6171
2020-06-14,49.6171
2020-06-15,50.0998
2020-06-16,52.4148
2020-06-17,51.5971
2020-06-18,51.2108
2020-06-19,51.414
2020-06-20,51.414
2020-06-21,51.414
2020-06-22,51.7985
2020-06-23,51.071
2020-06-24,47.6342
2020-06-25,49.1342
2020-06-26,47.2372
2020-06-27,47.2372
2020-06-28,47.2372
2020-06-29,49.2636
2020-06-30,50.8692
2020-07-01,49.318
2020-07-02,50.4192
2020-07-03,50.4192
2020-07-04,50.4192
2020-07-05,50.4192
2020-07-06,51.0648
2020-07-07,49.9842
2020-07-08,48.5454
2020-07-09,46.788
2020-07-10,49.0073
2020-07-11,49.0073
2020-07-12,49.0073
2020-07-13,48.0275
2020-07-14,50.262
2020-07-15,51.2521
2020-07-16,50.7854
2020-07-17,50.4247
2020-07-18,50.4247
2020-07-19,50.4247
2020-07-20,50.182
2020-07-21,51.5146
2020-07-22,52.5111
2020-07-23,56.0812
2020-07-24,57.3333
2020-07-25,57.3333
2020-07-26,57.3333
2020-07-27,58.0989
2020-07-28,54.862
2020-07-29,56.0535
2020-07-30,53.9088
2020-07-31,52.6767
2020-08-01,52.6767
2020-08-02,52.6767
2020-08-03,54.9931
2020-08-04,55.7687
2020-08-05,56.3405
2020-08-06,55.8324
2020-08-07,57.3275
2020-08-08,57.3275
2020-08-09,57.3275
2020-08-10,59.2656
2020-08-11,59.5544
2020-08-12,59.8797
2020-08-13,58.5327
2020-08-14,59.0769
2020-08-15,59.0769
2020-08-16,59.0769
2020-08-17,59.3445
2020-08-18,58.7606
2020-08-19,56.9121
2020-08-20,57.484
2020-08-21,55.2804
2020-08-22,55.2804
2020-08-23,55.2804
2020-08-24,57.4371
2020-08-25,56.2894
2020-08-26,56.68
2020-08-27,56.9518
2020-08-28,57.668
2020-08-29,57.668
2020-08-30,57.668
2020-08-31,55.8253
2020-09-01,57.95
2020-09-02,60.0228
2020-09-03,57.0609
2020-09-04,57.9868
2020-09-05,57.9868
2020-09-06,57.9868
2020-09-07,57.9868
2020-09-08,53.0592
2020-09-09,54.9333
2020-09-10,53.0708
2020-09-11,53.899
2020-09-12,53.899
2020-09-13,53.899
2020-09-14,54.9467
2020-09-15,55.2417
2020-09-16,55.2821
2020-09-17,56.3716
2020-09-18,55.2268
2020-09-19,55.2268
2020-09-20,55.2268
2020-09-21,48.9723
2020-09-22,48.4839
2020-09-23,48.4404
2020-09-24,49.7792
2020-09-25,50.6098
2020-09-26,50.6098
2020-09-27,50.6098
2020-09-28,52.4732
2020-09-29,49.945
2020-09-30,49.8405
2020-10-01,52.9089
2020-10-02,54.2237
2020-10-03,54.2237
2020-10-04,54.2237
2020-10-05,56.6177
2020-10-06,54.3649
2020-10-07,57.2306
2020-10-08,59.5107
2020-10-09,59.1894
2020-10-10,59.1894
2020-10-11,59.1894
2020-10-12,59.9324
2020-10-13,59.3533
2020-10-14,59.532
2020-10-15,60.3577
2020-10-16,60.3865
2020-10-17,60.3865
2020-10-18,60.3865
2020-10-19,59.1406
2020-10-20,58.9012
2020-10-21,58.5334
2020-10-22,56.6136
2020-10-23,57.19
2020-10-24,57.19
2020-10-25,57.19
2020-10-26,52.3812
2020-10-27,53.5781
2020-10-28,50.215
2020-10-29,53.0486
2020-10-30,53.3729
2020-10-31,53.3729
2020-11-01,53.3729
2020-11-02,55.5618
2020-11-03,56.2986
2020-11-04,51.8764
2020-11-05,56.019
2020-11-06,56.2009
2020-11-07,56.2009
2020-11-08,56.2009
2020-11-09,60.7779
2020-11-10,62.257
2020-11-11,59.9321
2020-11-12,57.2219
2020-11-13,59.9421
2020-11-14,59.9421
2020-11-15,59.9421
2020-11-16,62.0201
2020-11-17,62.557
2020-11-18,59.0303
2020-11-19,58.7952
2020-11-20,59.1062
2020-11-21,59.1062
2020-11-22,59.1062
2020-11-23,60.494
2020-11-24,62.777
2020-11-25,61.1872
2020-11-26,61.1872
2020-11-27,60.9406
2020-11-28,60.9406
2020-11-29,60.9406
2020-11-30,56.6748
2020-12-01,58.7972
2020-12-02,57.4256
2020-12-03,57.7624
2020-12-04,59.5567
2020-12-05,59.5567
2020-12-06,59.5567
2020-12-07,58.2033
2020-12-08,58.7197
2020-12-09,57.5281
2020-12-10,59.5257
2020-12-11,58.2309
2020-12-12,58.2309
2020-12-13,58.2309
2020-12-14,56.0938
2020-12-15,58.2534
2020-12-16,56.0855
2020-12-17,55.6378
2020-12-18,53.2374
2020-12-19,53.2374
2020-12-20,53.2374
2020-12-21,54.1789
2020-12-22,52.807
2020-12-23,53.8186
2020-12-24,53.3793
2020-12-25,53.3793
2020-12-26,53.3793
2020-12-27,53.3793
2020-12-28,53.6943
2020-12-29,53.3855
2020-12-30,54.502
2020-12-31,55.1641
2021-01-01,55.1641
2021-01-02,55.1641
2021-01-03,55.1641
2021-01-04,55.1078
2021-01-05,58.8311
2021-01-06,65.6241
2021-01-07,66.6334
2021-01-08,65.0114
2021-01-09,65.0114
2021-01-10,65.0114
2021-01-11,65.7317
2021-01-12,67.8435
2021-01-13,63.6103
2021-01-14,63.372
2021-01-15,57.9911
2021-01-16,57.9911
2021-01-17,57.9911
2021-01-18,57.9911
2021-01-19,58.4568
2021-01-20,58.6808
2021-01-21,55.0994
2021-01-22,55.8447
2021-01-23,55.8447
2021-01-24,55.8447
2021-01-25,55.1895
2021-01-26,51.8627
2021-01-27,48.4342
2021-01-28,46.7592
2021-01-29,45.3757
2021-01-30,45.3757
2021-01-31,45.3757
2021-02-01,48.6255
2021-02-02,50.2837
2021-02-03,51.4795
2021-02-04,53.189
2021-02-05,52.998
2021-02-06,52.998
2021-02-07,52.998
2021-02-08,53.7522
2021-02-09,54.0419
2021-02-10,52.9216
2021-02-11,53.421
2021-02-12,54.6895
2021-02-13,54.6895
2021-02-14,54.6895
2021-02-15,54.6895
2021-02-16,56.5501
2021-02-17,54.0603
2021-02-18,55.5064
2021-02-19,59.5152
2021-02-20,59.5152
2021-02-21,59.5152
2021-02-22,62.6319
2021-02-23,62.758
2021-02-24,64.6793
2021-02-25,61.2618
2021-02-26,57.6018
2021-02-27,57.6018
2021-02-28,57.6018
2021-03-01,62.7056
2021-03-02,62.0124
2021-03-03,63.1642
2021-03-04,59.0374
2021-03-05,61.5245
2021-03-06,61.5245
2021-03-07,61.5245
2021-03-08,65.2624
2021-03-09,64.5919
2021-03-10,66.0882
2021-03-11,67.6526
2021-03-12,68.5287
2021-03-13,68.5287
2021-03-14,68.5287
2021-03-15,68.009
2021-03-16,65.4629
2021-03-17,65.4203
2021-03-18,64.7881
2021-03-19,64.1578
2021-03-20,64.1578
2021-03-21,64.1578
2021-03-22,61.0636
2021-03-23,56.6333
2021-03-24,57.3377
2021-03-25,60.2523
2021-03-26,65.3039
2021-03-27,65.3039
2021-03-28,65.3039
2021-03-29,60.9631
2021-03-30,61.2121
2021-03-31,61.7948
2021-04-01,63.6211
2021-04-02,63.6211
2021-04-03,63.6211
2021-04-04,63.6211
2021-04-05,64.3041
2021-04-06,62.3571
2021-04-07,62.0502
2021-04-08,61.8118
2021-04-09,61.7922
2021-04-10,61.7922
2021-04-11,61.7922
2021-04-12,63.2018
2021-04-13,60.9168
2021-04-14,61.6926
2021-04-15,61.2362
2021-04-16,61.8333
2021-04-17,61.8333
2021-04-18,61.8333
2021-04-19,61.0822
2021-04-20,58.5435
2021-04-21,60.1317
2021-04-22,60.1595
2021-04-23,61.7673
2021-04-24,61.7673
2021-04-25,61.7673
2021-04-26,63.2931
2021-04-27,63.4298
2021-04-28,64.786
2021-04-29,65.7253
2021-04-30,61.9531
2021-05-01,61.9531
2021-05-02,61.9531
2021-05-03,64.6422
2021-05-04,67.083
2021-05-05,68.3699
2021-05-06,70.1861
2021-05-07,71.2282
2021-05-08,71.2282
2021-05-09,71.2282
2021-05-10,69.4862
2021-05-11,69.877
2021-05-12,61.1208
2021-05-13,63.6332
2021-05-14,61.9445
2021-05-15,61.9445
2021-05-16,61.9445
2021-05-17,61.9667
2021-05-18,59.462
2021-05-19,58.2229
2021-05-20,57.5243
2021-05-21,57.7472
2021-05-22,57.7472
2021-05-23,57.7472
2021-05-24,59.2564
2021-05-25,56.5456
2021-05-26,57.3569
2021-05-27,59.0296
2021-05-28,58.8048
2021-05-29,58.8048
2021-05-30,58.8048
2021-05-31,58.8048
2021-06-01,61.5269
2021-06-02,58.4404
2021-06-03,58.7171
2021-06-04,59.3485
2021-06-05,59.3485
2021-06-06,59.3485
2021-06-07,56.6325
2021-06-08,60.5692
2021-06-09,60.1592
2021-06-10,59.6947
2021-06-11,60.0204
2021-06-12,60.0204
2021-06-13,60.0204
2021-06-14,54.7112
2021-06-15,53.1822
2021-06-16,50.6023
2021-06-17,45.4123
2021-06-18,42.5818
2021-06-19,42.5818
2021-06-20,42.5818
2021-06-21,45.18
2021-06-22,43.5617
2021-06-23,43.874
2021-06-24,45.1978
2021-06-25,45.4823
2021-06-26,45.4823
2021-06-27,45.4823
2021-06-28,42.6705
2021-06-29,42.6786
2021-06-30,44.4197
2021-07-01,46.0135
2021-07-02,45.6915
2021-07-03,45.6915
2021-07-04,45.6915
2021-07-05,45.6915
2021-07-06,43.3938
2021-07-07,44.9124
2021-07-08,43.3659
2021-07-09,46.0131
2021-07-10,46.0131
2021-07-11,46.0131
2021-07-12,46.8412
2021-07-13,45.1448
2021-07-14,44.9302
2021-07-15,45.8375
2021-07-16,44.0668
2021-07-17,44.0668
2021-07-18,44.0668
2021-07-19,41.6265
2021-07-20,45.042
2021-07-21,46.6833
2021-07-22,46.0945
2021-07-23,47.1606
2021-07-24,47.1606
2021-07-25,47.1606
2021-07-26,49.0798
2021-07-27,48.7137
2021-07-28,48.9068
2021-07-29,52.904
2021-07-30,51.6336
2021-07-31,51.6336
2021-08-01,51.6336
2021-08-02,49.7076
2021-08-03,51.7856
2021-08-04,47.4107
2021-08-05,46.6875
2021-08-06,48.4748
2021-08-07,48.4748
2021-08-08,48.4748
2021-08-09,48.9234
2021-08-10,52.0212
2021-08-11,53.697
2021-08-12,52.7766
2021-08-13,51.9982
2021-08-14,51.9982
2021-08-15,51.9982
2021-08-16,50.5038
2021-08-17,48.513
2021-08-18,46.5847
2021-08-19,46.4853
2021-08-20,46.6032
2021-08-21,46.6032
2021-08-22,46.6032
2021-08-23,47.6268
2021-08-24,48.8689
2021-08-25,48.1854
2021-08-26,46.5451
2021-08-27,49.5166
2021-08-28,49.5166
2021-08-29,49.5166
2021-08-30,49.149
2021-08-31,47.0609
2021-09-01,46.6665
2021-09-02,46.7496
2021-09-03,46.7078
2021-09-04,46.7078
2021-09-05,46.7078
2021-09-06,46.7078
2021-09-07,46.2285
2021-09-08,45.3855
2021-09-09,46.0194
2021-09-10,45.9651
2021-09-11,45.9651
2021-09-12,45.9651
2021-09-13,47.0737
2021-09-14,43.8397
2021-09-15,48.019
2021-09-16,44.8956
2021-09-17,43.0362
2021-09-18,43.0362
2021-09-19,43.0362
2021-09-20,40.7904
2021-09-21,40.1516
2021-09-22,43.7554
2021-09-23,44.4436
2021-09-24,43.2623
2021-09-25,43.2623
2021-09-26,43.2623
2021-09-27,45.7515
2021-09-28,46.2549
2021-09-29,45.228
2021-09-30,43.3891
2021-10-01,44.2567
2021-10-02,44.2567
2021-10-03,44.2567
2021-10-04,44.0158
2021-10-05,44.83
2021-10-06,42.6757
2021-10-07,44.2833
2021-10-08,43.4236
2021-10-09,43.4236
2021-10-10,43.4236
2021-10-11,45.9698
2021-10-12,46.0334
2021-10-13,46.7787
2021-10-14,48.3717
2021-10-15,49.75
2021-10-16,49.75
2021-10-17,49.75
2021-10-18,50.7698
2021-10-19,49.7156
2021-10-20,51.5774
2021-10-21,50.4969
2021-10-22,51.4749
2021-10-23,51.4749
2021-10-24,51.4749
2021-10-25,54.996
2021-10-26,53.0821
2021-10-27,46.1285
2021-10-28,46.4428
2021-10-29,48.3238
2021-10-30,48.3238
2021-10-31,48.3238
2021-11-01,51.2236
2021-11-02,52.3447
2021-11-03,56.4832
2021-11-04,60.3538
2021-11-05,61.964
2021-11-06,61.964
2021-11-07,61.964
2021-11-08,62.9984
2021-11-09,63.6431
2021-11-10,61.439
2021-11-11,63.0444
2021-11-12,63.3026
2021-11-13,63.3026
2021-11-14,63.3026
2021-11-15,61.3874
2021-11-16,61.7325
2021-11-17,55.3957
2021-11-18,56.7251
2021-11-19,57.6658
2021-11-20,57.6658
2021-11-21,57.6658
2021-11-22,59.2738
2021-11-23,59.2536
2021-11-24,57.0367
2021-11-25,57.0367
2021-11-26,53.6573
2021-11-27,53.6573
2021-11-28,53.6573
2021-11-29,52.4275
2021-11-30,45.9124
2021-12-01,46.6071
2021-12-02,49.7752
2021-12-03,48.2639
2021-12-04,48.2639
2021-12-05,48.2639
2021-12-06,50.2615
2021-12-07,52.6109
2021-12-08,52.4903
2021-12-09,52.3744
2021-12-10,53.3712
2021-12-11,53.3712
2021-12-12,53.3712
2021-12-13,51.9293
2021-12-14,52.2628
2021-12-15,50.9141
2021-12-16,52.956
2021-12-17,54.0237
2021-12-18,54.0237
2021-12-19,54.0237
2021-12-20,49.1065
2021-12-21,50.6915
2021-12-22,52.4925
2021-12-23,53.1909
2021-12-24,53.1909
2021-12-25,53.1909
2021-12-26,53.1909
2021-12-27,55.0271
2021-12-28,55.1964
2021-12-29,56.1104
2021-12-30,55.0432
2021-12-31,55.6227
2022-01-01,55.6227
2022-01-02,55.6227
2022-01-03,54.7084
2022-01-04,56.5101
2022-01-05,58.861
2022-01-06,57.5851
2022-01-07,58.3559
2022-01-08,58.3559
2022-01-09,58.3559
2022-01-10,54.302
2022-01-11,55.6748
2022-01-12,58.255
2022-01-13,56.2181
2022-01-14,56.7615
2022-01-15,56.7615
2022-01-16,56.7615
2022-01-17,56.7615
2022-01-18,54.4653
2022-01-19,54.2783
2022-01-20,51.5596
2022-01-21,43.9723
2022-01-22,43.9723
2022-01-23,43.9723
2022-01-24,45.1294
2022-01-25,44.649
2022-01-26,42.9622
2022-01-27,44.3243
2022-01-28,45.1947
2022-01-29,45.1947
2022-01-30,45.1947
2022-01-31,46.3258
2022-02-01,50.8636
2022-02-02,52.0584
2022-02-03,51.8125
2022-02-04,48.9351
2022-02-05,48.9351
2022-02-06,48.9351
2022-02-07,47.3526
2022-02-08,51.2151
2022-02-09,54.1159
2022-02-10,52.3427
2022-02-11,52.3427
2022-02-12,52.3427
2022-02-13,52.3427
2022-02-14,53.0504
2022-02-15,56.3671
2022-02-16,57.3315
2022-02-17,60.6542
2022-02-18,61.3346
2022-02-19,61.3346
2022-02-20,61.3346
2022-02-21,61.3346
2022-02-22,61.0638
2022-02-23,59.2769
2022-02-24,59.469
2022-02-25,65.1897
2022-02-26,65.1897
2022-02-27,65.1897
2022-02-28,68.4744
2022-03-01,65.3164
2022-03-02,66.2035
2022-03-03,66.5609
2022-03-04,65.538
2022-03-05,65.538
2022-03-06,65.538
2022-03-07,62.0236
2022-03-08,59.8885
2022-03-09,63.3019
2022-03-10,63.3644
2022-03-11,63.3313
2022-03-12,63.3313
2022-03-13,63.3313
2022-03-14,62.8564
2022-03-15,64.037
2022-03-16,63.5346
2022-03-17,64.327
2022-03-18,64.567
2022-03-19,64.567
2022-03-20,64.567
2022-03-21,66.1748
2022-03-22,66.4544
2022-03-23,65.5303
2022-03-24,66.0242
2022-03-25,65.6554
2022-03-26,65.6554
2022-03-27,65.6554
2022-03-28,61.7127
2022-03-29,56.6708
2022-03-30,56.1959
2022-03-31,55.0816
2022-04-01,56.0442
2022-04-02,56.0442
2022-04-03,56.0442
2022-04-04,53.8822
2022-04-05,51.3316
2022-04-06,51.1984
2022-04-07,50.8931
2022-04-08,51.6081
2022-04-09,51.6081
2022-04-10,51.6081
2022-04-11,54.3864
2022-04-12,55.3379
2022-04-13,58.5938
2022-04-14,61.654
2022-04-15,61.654
2022-04-16,61.654
2022-04-17,61.654
2022-04-18,61.8146
2022-04-19,64.0246
2022-04-20,65.1392
2022-04-21,61.9547
2022-04-22,57.9952
2022-04-23,57.9952
2022-04-24,57.9952
2022-04-25,56.1669
2022-04-26,53.3711
2022-04-27,54.9619
2022-04-28,60.4991
2022-04-29,59.8221
2022-04-30,59.8221
2022-05-01,59.8221
2022-05-02,59.4856
2022-05-03,62.8994
2022-05-04,65.878
2022-05-05,56.3407
2022-05-06,56.1167
2022-05-07,56.1167
2022-05-08,56.1167
2022-05-09,53.6133
2022-05-10,51.8748
2022-05-11,50.5299
2022-05-12,50.3847
2022-05-13,49.9507
2022-05-14,49.9507
2022-05-15,49.9507
2022-05-16,49.3833
2022-05-17,52.9698
2022-05-18,47.7624
2022-05-19,45.9685
2022-05-20,45.8116
2022-05-21,45.8116
2022-05-22,45.8116
2022-05-23,46.7517
2022-05-24,46.1768
2022-05-25,50.6715
2022-05-26,56.8458
2022-05-27,59.2
2022-05-28,59.2
2022-05-29,59.2
2022-05-30,59.2
2022-05-31,53.7135
2022-06-01,54.1255
2022-06-02,54.8105
2022-06-03,53.0411
2022-06-04,53.0411
2022-06-05,53.0411
2022-06-06,54.3154
2022-06-07,56.0646
2022-06-08,52.9607
2022-06-09,50.0392
2022-06-10,49.4381
2022-06-11,49.4381
2022-06-12,49.4381
2022-06-13,45.9882
2022-06-14,44.8399
2022-06-15,46.7197
2022-06-16,42.0222
2022-06-17,43.331
2022-06-18,43.331
2022-06-19,43.331
2022-06-20,43.331
2022-06-21,43.4983
2022-06-22,41.8827
2022-06-23,40.971
2022-06-24,45.4438
2022-06-25,45.4438
2022-06-26,45.4438
2022-06-27,45.9664
2022-06-28,45.5387
2022-06-29,44.76
2022-06-30,44.3537
2022-07-01,44.9667
2022-07-02,44.9667
2022-07-03,44.9667
2022-07-04,44.9667
2022-07-05,44.4104
2022-07-06,44.3677
2022-07-07,46.8416
2022-07-08,46.0495
2022-07-09,46.0495
2022-07-10,46.0495
2022-07-11,46.4084
2022-07-12,46.3513
2022-07-13,47.7272
2022-07-14,47.267
2022-07-15,48.2705
2022-07-16,48.2705
2022-07-17,48.2705
2022-07-18,47.6766
2022-07-19,50.5643
2022-07-20,50.0803
2022-07-21,52.285
2022-07-22,50.6106
2022-07-23,50.6106
2022-07-24,50.6106
2022-07-25,52.979
2022-07-26,52.3802
2022-07-27,53.7198
2022-07-28,53.4817
2022-07-29,55.5305
2022-07-30,55.5305
2022-07-31,55.5305
2022-08-01,56.001
2022-08-02,53.0177
2022-08-03,50.0166
2022-08-04,52.3723
2022-08-05,53.9067
2022-08-06,53.9067
2022-08-07,53.9067
2022-08-08,53.4866
2022-08-09,54.6105
2022-08-10,56.5649
2022-08-11,56.6348
2022-08-12,58.1904
2022-08-13,58.1904
2022-08-14,58.1904
2022-08-15,57.4077
2022-08-16,58.1072
2022-08-17,56.2847
2022-08-18,56.9016
2022-08-19,54.5572
2022-08-20,54.5572
2022-08-21,54.5572
2022-08-22,52.3332
2022-08-23,53.3487
2022-08-24,53.3085
2022-08-25,56.7071
2022-08-26,55.7259
2022-08-27,55.7259
2022-08-28,55.7259
2022-08-29,56.3903
2022-08-30,52.1724
2022-08-31,51.1776
2022-09-01,48.3013
2022-09-02,48.7289
2022-09-03,48.7289
2022-09-04,48.7289
2022-09-05,48.7289
2022-09-06,49.1004
2022-09-07,51.507
2022-09-08,52.7175
2022-09-09,56.5317
2022-09-10,56.5317
2022-09-11,56.5317
2022-09-12,54.1246
2022-09-13,50.7239
2022-09-14,45.4455
2022-09-15,45.4574
2022-09-16,44.137
2022-09-17,44.137
2022-09-18,44.137
2022-09-19,47.7492
2022-09-20,46.6529
2022-09-21,45.8426
2022-09-22,44.4887
2022-09-23,42.5094
2022-09-24,42.5094
2022-09-25,42.5094
2022-09-26,41.5962
2022-09-27,43.8693
2022-09-28,46.3023
2022-09-29,45.1595
2022-09-30,45.1841
2022-10-01,45.1841
2022-10-02,45.1841
2022-10-03,49.6607
2022-10-04,53.5068
2022-10-05,52.6001
2022-10-06,49.3855
2022-10-07,47.6016
2022-10-08,47.6016
2022-10-09,47.6016
2022-10-10,49.9931
2022-10-11,50.1408
2022-10-12,49.2123
2022-10-13,52.1082
2022-10-14,49.3761
2022-10-15,49.3761
2022-10-16,49.3761
2022-10-17,50.2568
2022-10-18,50.8448
2022-10-19,48.8002
2022-10-20,48.5848
2022-10-21,51.5906
2022-10-22,51.5906
2022-10-23,51.5906
2022-10-24,52.4567
2022-10-25,53.9243
2022-10-26,55.5915
2022-10-27,58.1866
2022-10-28,57.9619
2022-10-29,57.9619
2022-10-30,57.9619
2022-10-31,58.8287
2022-11-01,60.3843
2022-11-02,56.6004
2022-11-03,56.8646
2022-11-04,58.2689
2022-11-05,58.2689
2022-11-06,58.2689
2022-11-07,58.6329
2022-11-08,59.6883
2022-11-09,56.6654
2022-11-10,59.5394
2022-11-11,52.0968
2022-11-12,52.0968
2022-11-13,52.0968
2022-11-14,55.2189
2022-11-15,55.9864
2022-11-16,55.7433
2022-11-17,57.2101
2022-11-18,57.4771
2022-11-19,57.4771
2022-11-20,57.4771
2022-11-21,58.478
2022-11-22,60.3289
2022-11-23,59.5258
2022-11-24,59.5258
2022-11-25,59.5964
2022-11-26,59.5964
2022-11-27,59.5964
2022-11-28,57.2451
2022-11-29,57.8497
2022-11-30,58.759
2022-12-01,58.9734
2022-12-02,59.6203
2022-12-03,59.6203
2022-12-04,59.6203
2022-12-05,56.7278
2022-12-06,56.5754
2022-12-07,56.6958
2022-12-08,56.8607
2022-12-09,52.9485
2022-12-10,52.9485
2022-12-11,52.9485
2022-12-12,53.8571
2022-12-13,53.8377
2022-12-14,53.4057
2022-12-15,50.8904
2022-12-16,51.507
2022-12-17,51.507
2022-12-18,51.507
2022-12-19,50.8724
2022-12-20,52.4349
2022-12-21,53.9441
2022-12-22,52.3433
2022-12-23,53.3193
2022-12-24,53.3193
2022-12-25,53.3193
2022-12-26,53.3193
2022-12-27,54.2276
2022-12-28,51.2183
2022-12-29,52.0091
2022-12-30,51.7223
2022-12-31,51.7223
2023-01-01,51.7223
2023-01-02,51.7223
2023-01-03,50.9775
2023-01-04,53.485
2023-01-05,54.6162
2023-01-06,55.3442
2023-01-07,55.3442
2023-01-08,55.3442
2023-01-09,53.4701
2023-01-10,55.9992
2023-01-11,56.5161
2023-01-12,58.0864
2023-01-13,60.1435
2023-01-14,60.1435
2023-01-15,60.1435
2023-01-16,60.1435
2023-01-17,57.8864
2023-01-18,55.3142
2023-01-19,56.0364
2023-01-20,58.259
2023-01-21,58.259
2023-01-22,58.259
2023-01-23,58.6244
2023-01-24,58.1962
2023-01-25,61.0595
2023-01-26,64.5357
2023-01-27,63.5629
2023-01-28,63.5629
2023-01-29,63.5629
2023-01-30,59.9831
2023-01-31,62.5392
2023-02-01,64.2908
2023-02-02,65.9465
2023-02-03,66.114
2023-02-04,66.114
2023-02-05,66.114
2023-02-06,64.4252
2023-02-07,63.6576
2023-02-08,62.6229
2023-02-09,59.2322
2023-02-10,59.7628
2023-02-11,59.7628
2023-02-12,59.7628
2023-02-13,61.2704
2023-02-14,62.891
2023-02-15,62.2197
2023-02-16,66.5684
2023-02-17,68.436
2023-02-18,68.436
2023-02-19,68.436
2023-02-20,68.436
2023-02-21,63.847
2023-02-22,64.927
2023-02-23,63.8474
2023-02-24,64.673
2023-02-25,64.673
2023-02-26,64.673
2023-02-27,64.4874
2023-02-28,65.7498
2023-03-01,67.7703
2023-03-02,70.3525
2023-03-03,71.4334
2023-03-04,71.4334
2023-03-05,71.4334
2023-03-06,67.1127
2023-03-07,67.5688
2023-03-08,67.7437
2023-03-09,64.3496
2023-03-10,61.2388
2023-03-11,61.2388
2023-03-12,61.2388
2023-03-13,60.5958
2023-03-14,61.8265
2023-03-15,55.7162
2023-03-16,57.5274
2023-03-17,54.3379
2023-03-18,54.3379
2023-03-19,54.3379
2023-03-20,57.133
2023-03-21,58.7393
