,NRC US Equity
,RSI_30D
2020-06-28,48.467
2020-06-29,51.9071
2020-06-30,53.717
2020-07-01,53.3221
2020-07-02,53.7996
2020-07-03,53.7996
2020-07-04,53.7996
2020-07-05,53.7996
2020-07-06,53.4793
2020-07-07,52.0576
2020-07-08,50.8485
2020-07-09,49.6656
2020-07-10,51.6753
2020-07-11,51.6753
2020-07-12,51.6753
2020-07-13,51.5672
2020-07-14,52.8927
2020-07-15,55.214
2020-07-16,54.0789
2020-07-17,54.9106
2020-07-18,54.9106
2020-07-19,54.9106
2020-07-20,54.241
