,DECK US Equity
,RSI_30D
2023-03-17,51.4937
2023-03-18,51.4937
2023-03-19,51.4937
2023-03-20,52.4465
2023-03-21,58.701
2023-03-22,56.6179
2023-03-23,58.6781
2023-03-24,58.7934
2023-03-25,58.7934
2023-03-26,58.7934
2023-03-27,60.0138
2023-03-28,60.7917
2023-03-29,60.8143
2023-03-30,59.4776
2023-03-31,59.8625
2023-04-01,59.8625
2023-04-02,59.8625
2023-04-03,60.8284
2023-04-04,61.2443
2023-04-05,58.9553
2023-04-06,57.9275
2023-04-07,57.9275
2023-04-08,57.9275
2023-04-09,57.9275
2023-04-10,60.8785
2023-04-11,60.566
2023-04-12,60.7018
2023-04-13,62.039
2023-04-14,62.9977
2023-04-15,62.9977
2023-04-16,62.9977
2023-04-17,63.208
2023-04-18,65.4609
2023-04-19,66.1906
2023-04-20,65.7177
2023-04-21,67.3115
2023-04-22,67.3115
2023-04-23,67.3115
2023-04-24,68.0025
2023-04-25,62.178
2023-04-26,62.7324
2023-04-27,61.4251
2023-04-28,62.4348
2023-04-29,62.4348
2023-04-30,62.4348
2023-05-01,64.05
2023-05-02,63.6055
2023-05-03,63.6011
2023-05-04,60.9301
2023-05-05,62.6404
2023-05-06,62.6404
2023-05-07,62.6404
2023-05-08,64.9513
2023-05-09,65.4789
2023-05-10,64.9529
2023-05-11,62.5966
2023-05-12,62.6337
2023-05-13,62.6337
2023-05-14,62.6337
2023-05-15,62.8889
2023-05-16,55.3231
2023-05-17,54.2249
2023-05-18,54.8946
2023-05-19,48.7818
2023-05-20,48.7818
2023-05-21,48.7818
2023-05-22,49.247
2023-05-23,46.9297
2023-05-24,44.4588
2023-05-25,47.7171
2023-05-26,52.2576
2023-05-27,52.2576
2023-05-28,52.2576
2023-05-29,52.2576
2023-05-30,58.186
2023-05-31,54.088
2023-06-01,51.4367
2023-06-02,54.1745
2023-06-03,54.1745
2023-06-04,54.1745
2023-06-05,56.1267
2023-06-06,57.3369
2023-06-07,58.6811
2023-06-08,56.6768
2023-06-09,55.9442
2023-06-10,55.9442
2023-06-11,55.9442
2023-06-12,58.57
2023-06-13,55.7849
2023-06-14,58.9628
2023-06-15,59.9468
2023-06-16,60.0778
2023-06-17,60.0778
2023-06-18,60.0778
2023-06-19,60.0778
2023-06-20,58.8347
2023-06-21,59.1925
2023-06-22,57.296
2023-06-23,57.8409
2023-06-24,57.8409
2023-06-25,57.8409
2023-06-26,58.5478
2023-06-27,59.1034
2023-06-28,60.7926
2023-06-29,58.8777
2023-06-30,61.6588
2023-07-01,61.6588
2023-07-02,61.6588
2023-07-03,62.3892
2023-07-04,62.3892
2023-07-05,62.99
2023-07-06,61.4871
2023-07-07,60.5892
2023-07-08,60.5892
2023-07-09,60.5892
2023-07-10,63.3144
2023-07-11,65.2371
2023-07-12,65.5726
2023-07-13,61.0998
2023-07-14,61.8894
2023-07-15,61.8894
2023-07-16,61.8894
2023-07-17,62.6507
2023-07-18,62.3973
2023-07-19,61.4256
2023-07-20,58.7652
2023-07-21,59.2323
2023-07-22,59.2323
2023-07-23,59.2323
2023-07-24,61.7525
2023-07-25,62.9221
2023-07-26,63.4433
2023-07-27,56.8934
2023-07-28,56.0488
2023-07-29,56.0488
2023-07-30,56.0488
2023-07-31,58.1402
2023-08-01,57.7476
2023-08-02,57.3141
2023-08-03,60.3938
2023-08-04,59.5098
2023-08-05,59.5098
2023-08-06,59.5098
2023-08-07,62.1236
2023-08-08,61.9781
2023-08-09,58.8581
2023-08-10,59.7784
2023-08-11,57.5982
2023-08-12,57.5982
2023-08-13,57.5982
2023-08-14,58.9001
2023-08-15,57.823
2023-08-16,58.2555
2023-08-17,55.6516
2023-08-18,57.7441
2023-08-19,57.7441
2023-08-20,57.7441
2023-08-21,58.4401
2023-08-22,56.882
2023-08-23,55.3347
2023-08-24,47.8926
2023-08-25,47.8318
2023-08-26,47.8318
2023-08-27,47.8318
2023-08-28,46.6
2023-08-29,49.5745
2023-08-30,47.4494
2023-08-31,49.9687
2023-09-01,50.8418
2023-09-02,50.8418
2023-09-03,50.8418
2023-09-04,50.8418
2023-09-05,48.766
2023-09-06,49.1888
2023-09-07,48.6731
2023-09-08,49.5878
2023-09-09,49.5878
2023-09-10,49.5878
2023-09-11,52.0921
2023-09-12,52.9306
2023-09-13,51.1195
2023-09-14,51.8672
2023-09-15,48.2708
2023-09-16,48.2708
2023-09-17,48.2708
2023-09-18,49.1495
2023-09-19,50.4931
2023-09-20,48.5117
2023-09-21,44.2512
2023-09-22,45.6888
2023-09-23,45.6888
2023-09-24,45.6888
2023-09-25,45.9643
2023-09-26,43.8789
2023-09-27,43.7249
2023-09-28,45.4505
2023-09-29,47.2128
2023-09-30,47.2128
2023-10-01,47.2128
2023-10-02,48.1467
2023-10-03,45.8591
2023-10-04,46.6269
2023-10-05,43.3267
2023-10-06,43.0037
2023-10-07,43.0037
2023-10-08,43.0037
2023-10-09,44.304
2023-10-10,46.8467
2023-10-11,46.991
2023-10-12,44.2
2023-10-13,43.0791
2023-10-14,43.0791
2023-10-15,43.0791
2023-10-16,45.6181
2023-10-17,50.2248
2023-10-18,48.5514
2023-10-19,47.8209
2023-10-20,45.24
2023-10-21,45.24
2023-10-22,45.24
2023-10-23,44.5482
2023-10-24,45.0053
2023-10-25,44.1608
2023-10-26,42.4205
2023-10-27,61.0562
2023-10-28,61.0562
2023-10-29,61.0562
2023-10-30,62.1858
2023-10-31,63.8418
2023-11-01,63.137
2023-11-02,64.0709
2023-11-03,63.1525
2023-11-04,63.1525
2023-11-05,63.1525
2023-11-06,65.2445
2023-11-07,67.2255
2023-11-08,66.7604
2023-11-09,67.0466
2023-11-10,67.4436
2023-11-11,67.4436
2023-11-12,67.4436
2023-11-13,66.3241
2023-11-14,66.5568
2023-11-15,66.8492
2023-11-16,62.4385
2023-11-17,63.1906
2023-11-18,63.1906
2023-11-19,63.1906
2023-11-20,64.4968
2023-11-21,65.164
2023-11-22,64.7177
2023-11-23,64.7177
2023-11-24,65.3927
2023-11-25,65.3927
2023-11-26,65.3927
2023-11-27,68.094
2023-11-28,66.7324
2023-11-29,67.1872
2023-11-30,68.3996
2023-12-01,71.0026
2023-12-02,71.0026
2023-12-03,71.0026
2023-12-04,71.9928
2023-12-05,71.0151
2023-12-06,70.2425
2023-12-07,71.0587
2023-12-08,71.176
2023-12-09,71.176
2023-12-10,71.176
2023-12-11,71.485
2023-12-12,72.458
2023-12-13,74.0259
2023-12-14,67.7016
2023-12-15,68.3503
2023-12-16,68.3503
2023-12-17,68.3503
2023-12-18,68.8594
2023-12-19,69.9106
2023-12-20,65.9445
2023-12-21,66.4101
2023-12-22,63.5984
2023-12-23,63.5984
2023-12-24,63.5984
2023-12-25,63.5984
2023-12-26,62.1105
2023-12-27,62.0526
2023-12-28,58.8948
2023-12-29,57.152
2023-12-30,57.152
2023-12-31,57.152
2024-01-01,57.152
2024-01-02,58.1548
2024-01-03,58.9357
2024-01-04,57.3807
2024-01-05,52.6966
2024-01-06,52.6966
2024-01-07,52.6966
2024-01-08,58.4144
2024-01-09,60.2788
2024-01-10,60.0478
2024-01-11,61.2328
2024-01-12,61.6826
2024-01-13,61.6826
2024-01-14,61.6826
2024-01-15,61.6826
2024-01-16,63.8791
2024-01-17,64.2595
2024-01-18,65.933
2024-01-19,67.5462
2024-01-20,67.5462
2024-01-21,67.5462
2024-01-22,69.728
2024-01-23,66.3397
2024-01-24,65.4821
2024-01-25,66.7893
2024-01-26,67.6171
2024-01-27,67.6171
2024-01-28,67.6171
2024-01-29,68.4534
2024-01-30,68.1348
2024-01-31,63.1942
2024-02-01,65.679
2024-02-02,75.4659
2024-02-03,75.4659
2024-02-04,75.4659
2024-02-05,69.6958
2024-02-06,65.3041
2024-02-07,65.9831
2024-02-08,65.8311
2024-02-09,66.9392
2024-02-10,66.9392
2024-02-11,66.9392
2024-02-12,66.8428
2024-02-13,65.4258
2024-02-14,66.4762
2024-02-15,68.4433
2024-02-16,67.0448
2024-02-17,67.0448
2024-02-18,67.0448
2024-02-19,67.0448
2024-02-20,66.629
2024-02-21,66.72
2024-02-22,68.7354
2024-02-23,68.054
2024-02-24,68.054
2024-02-25,68.054
2024-02-26,65.9733
2024-02-27,66.1609
2024-02-28,67.2283
2024-02-29,68.4582
2024-03-01,69.1583
2024-03-02,69.1583
2024-03-03,69.1583
2024-03-04,71.1612
2024-03-05,67.3313
2024-03-06,67.7977
2024-03-07,67.879
2024-03-08,67.7442
2024-03-09,67.7442
2024-03-10,67.7442
2024-03-11,65.6228
2024-03-12,66.9816
2024-03-13,68.206
2024-03-14,68.7189
2024-03-15,64.1044
2024-03-16,64.1044
2024-03-17,64.1044
2024-03-18,63.9248
2024-03-19,63.9248
2024-03-20,64.6374
2024-03-21,68.485
2024-03-22,62.7776
2024-03-23,62.7776
2024-03-24,62.7776
2024-03-25,63.8157
2024-03-26,64.3088
2024-03-27,64.3553
2024-03-28,64.7106
2024-03-29,64.7106
2024-03-30,64.7106
2024-03-31,64.7106
2024-04-01,62.642
2024-04-02,57.8095
2024-04-03,57.3751
2024-04-04,53.6726
2024-04-05,53.9504
2024-04-06,53.9504
2024-04-07,53.9504
2024-04-08,55.1536
