,MOV US Equity
2020-04-01,37.1313
2020-04-02,38.6592
2020-04-03,36.1805
2020-04-04,36.1805
2020-04-05,36.1805
2020-04-06,38.9305
2020-04-07,38.767
2020-04-08,38.5517
2020-04-09,47.4712
2020-04-10,47.4712
2020-04-11,47.4712
2020-04-12,47.4712
2020-04-13,42.037
2020-04-14,41.7777
2020-04-15,38.5213
2020-04-16,38.3851
2020-04-17,39.2739
2020-04-18,39.2739
2020-04-19,39.2739
2020-04-20,39.2321
2020-04-21,39.1244
2020-04-22,37.9388
2020-04-23,38.0094
2020-04-24,39.3664
2020-04-25,39.3664
2020-04-26,39.3664
2020-04-27,41.5605
2020-04-28,43.4749
2020-04-29,45.4844
2020-04-30,43.6711
2020-05-01,42.5921
2020-05-02,42.5921
2020-05-03,42.5921
2020-05-04,42.2405
2020-05-05,41.6563
2020-05-06,41.3476
2020-05-07,40.9292
2020-05-08,42.9807
2020-05-09,42.9807
2020-05-10,42.9807
2020-05-11,45.0967
2020-05-12,43.9249
2020-05-13,44.1446
2020-05-14,44.1446
2020-05-15,43.9603
2020-05-16,43.9603
2020-05-17,43.9603
2020-05-18,46.1321
2020-05-19,45.1305
2020-05-20,45.7592
2020-05-21,46.5513
2020-05-22,47.0709
2020-05-23,47.0709
2020-05-24,47.0709
2020-05-25,47.0709
2020-05-26,47.2749
2020-05-27,47.692
2020-05-28,47.614
2020-05-29,46.3222
2020-05-30,46.3222
2020-05-31,46.3222
2020-06-01,47.6143
2020-06-02,49.2274
2020-06-03,50.7537
2020-06-04,54.1592
2020-06-05,56.373
2020-06-06,56.373
2020-06-07,56.373
2020-06-08,60.8605
2020-06-09,60.265
2020-06-10,54.8812
2020-06-11,51.4473
2020-06-12,53.8127
2020-06-13,53.8127
2020-06-14,53.8127
2020-06-15,53.3644
2020-06-16,52.3495
2020-06-17,50.4028
2020-06-18,49.7172
2020-06-19,49.6804
2020-06-20,49.6804
2020-06-21,49.6804
2020-06-22,50.8102
2020-06-23,51.0754
2020-06-24,48.0515
2020-06-25,46.2238
2020-06-26,43.9842
2020-06-27,43.9842
2020-06-28,43.9842
2020-06-29,46.5419
2020-06-30,46.9792
2020-07-01,45.3063
2020-07-02,45.9287
2020-07-03,45.9287
2020-07-04,45.9287
2020-07-05,45.9287
2020-07-06,45.5356
2020-07-07,44.2185
2020-07-08,43.6886
2020-07-09,43.1536
2020-07-10,44.8761
2020-07-11,44.8761
2020-07-12,44.8761
2020-07-13,48.293
2020-07-14,46.8301
2020-07-15,50.1593
2020-07-16,49.2534
2020-07-17,47.7034
2020-07-18,47.7034
2020-07-19,47.7034
2020-07-20,47.0146
2020-07-21,49.0442
2020-07-22,47.5906
2020-07-23,47.8928
2020-07-24,47.2485
2020-07-25,47.2485
2020-07-26,47.2485
2020-07-27,46.64
2020-07-28,44.8474
2020-07-29,46.0859
2020-07-30,44.2665
2020-07-31,43.9543
2020-08-01,43.9543
2020-08-02,43.9543
2020-08-03,43.8344
2020-08-04,45.1251
2020-08-05,47.8524
2020-08-06,46.8881
2020-08-07,48.6401
2020-08-08,48.6401
2020-08-09,48.6401
2020-08-10,48.1834
2020-08-11,48.6325
2020-08-12,49.6359
2020-08-13,49.4361
2020-08-14,50.0599
2020-08-15,50.0599
2020-08-16,50.0599
2020-08-17,50.2715
2020-08-18,48.3639
2020-08-19,47.2812
2020-08-20,46.2111
2020-08-21,45.8025
2020-08-22,45.8025
2020-08-23,45.8025
2020-08-24,52.0515
2020-08-25,54.1158
2020-08-26,50.5063
2020-08-27,51.0448
2020-08-28,51.7848
2020-08-29,51.7848
2020-08-30,51.7848
2020-08-31,50.5722
2020-09-01,50.9339
2020-09-02,53.1144
2020-09-03,52.9446
2020-09-04,52.1399
2020-09-05,52.1399
2020-09-06,52.1399
2020-09-07,52.1399
2020-09-08,51.3895
2020-09-09,51.1552
2020-09-10,52.0042
2020-09-11,52.5727
2020-09-12,52.5727
2020-09-13,52.5727
2020-09-14,53.5405
2020-09-15,56.3075
2020-09-16,56.983
2020-09-17,57.3504
2020-09-18,60.2591
2020-09-19,60.2591
2020-09-20,60.2591
2020-09-21,51.2772
2020-09-22,49.8882
2020-09-23,47.6296
2020-09-24,46.0134
2020-09-25,45.7216
2020-09-26,45.7216
2020-09-27,45.7216
2020-09-28,46.54
2020-09-29,44.1775
2020-09-30,44.3601
2020-10-01,46.5314
2020-10-02,47.8188
2020-10-03,47.8188
2020-10-04,47.8188
2020-10-05,49.9711
2020-10-06,47.7206
2020-10-07,48.6882
2020-10-08,49.9838
2020-10-09,50.3223
2020-10-10,50.3223
2020-10-11,50.3223
2020-10-12,49.9146
2020-10-13,48.8615
2020-10-14,47.7047
2020-10-15,49.4384
2020-10-16,50.7063
2020-10-17,50.7063
2020-10-18,50.7063
2020-10-19,53.1377
2020-10-20,55.618
2020-10-21,57.0989
2020-10-22,60.3548
2020-10-23,59.8103
2020-10-24,59.8103
2020-10-25,59.8103
2020-10-26,59.1207
2020-10-27,56.4928
2020-10-28,50.4282
2020-10-29,49.9928
2020-10-30,48.5824
2020-10-31,48.5824
2020-11-01,48.5824
2020-11-02,49.6561
2020-11-03,51.2093
2020-11-04,51.5408
2020-11-05,54.4733
2020-11-06,51.2092
2020-11-07,51.2092
2020-11-08,51.2092
2020-11-09,59.0509
2020-11-10,61.8723
2020-11-11,56.3437
2020-11-12,56.9815
2020-11-13,59.5015
2020-11-14,59.5015
2020-11-15,59.5015
2020-11-16,60.2921
2020-11-17,62.1532
2020-11-18,64.2867
2020-11-19,66.0921
2020-11-20,67.129
2020-11-21,67.129
2020-11-22,67.129
2020-11-23,68.3413
2020-11-24,72.394
2020-11-25,70.2904
2020-11-26,70.2904
2020-11-27,69.1472
2020-11-28,69.1472
2020-11-29,69.1472
2020-11-30,64.6482
2020-12-01,64.3626
2020-12-02,64.6587
2020-12-03,65.5735
2020-12-04,66.8526
2020-12-05,66.8526
2020-12-06,66.8526
2020-12-07,63.3258
2020-12-08,64.994
2020-12-09,63.1721
2020-12-10,61.4373
2020-12-11,61.5554
2020-12-12,61.5554
2020-12-13,61.5554
2020-12-14,57.5456
2020-12-15,61.1729
2020-12-16,61.5903
2020-12-17,62.6698
2020-12-18,62.2061
2020-12-19,62.2061
2020-12-20,62.2061
2020-12-21,60.0903
2020-12-22,58.005
2020-12-23,59.8453
2020-12-24,59.5304
2020-12-25,59.5304
2020-12-26,59.5304
2020-12-27,59.5304
2020-12-28,58.44
2020-12-29,56.8248
2020-12-30,56.1559
2020-12-31,56.0648
2021-01-01,56.0648
2021-01-02,56.0648
2021-01-03,56.0648
2021-01-04,56.5386
2021-01-05,58.189
2021-01-06,60.8001
2021-01-07,61.4389
2021-01-08,60.8745
2021-01-09,60.8745
2021-01-10,60.8745
2021-01-11,63.4037
2021-01-12,68.8687
2021-01-13,66.004
2021-01-14,67.2232
2021-01-15,67.946
2021-01-16,67.946
2021-01-17,67.946
2021-01-18,67.946
2021-01-19,67.0577
2021-01-20,66.9566
2021-01-21,66.1825
2021-01-22,64.6364
2021-01-23,64.6364
2021-01-24,64.6364
2021-01-25,64.8347
2021-01-26,66.3409
2021-01-27,69.6975
2021-01-28,64.3384
2021-01-29,61.3394
2021-01-30,61.3394
2021-01-31,61.3394
2021-02-01,63.8136
2021-02-02,63.8136
2021-02-03,63.9953
2021-02-04,66.8488
2021-02-05,68.8728
2021-02-06,68.8728
2021-02-07,68.8728
2021-02-08,70.045
2021-02-09,67.7753
2021-02-10,67.9507
2021-02-11,63.6919
2021-02-12,60.7483
2021-02-13,60.7483
2021-02-14,60.7483
2021-02-15,60.7483
2021-02-16,59.6241
2021-02-17,58.3476
2021-02-18,55.9096
2021-02-19,57.0299
2021-02-20,57.0299
2021-02-21,57.0299
2021-02-22,57.6452
2021-02-23,58.3213
2021-02-24,59.6819
2021-02-25,59.9695
2021-02-26,61.0615
2021-02-27,61.0615
2021-02-28,61.0615
2021-03-01,63.245
2021-03-02,59.6955
2021-03-03,61.7535
2021-03-04,61.2006
2021-03-05,62.766
2021-03-06,62.766
2021-03-07,62.766
2021-03-08,65.4768
2021-03-09,65.2996
2021-03-10,65.7314
2021-03-11,65.6844
2021-03-12,65.7097
2021-03-13,65.7097
2021-03-14,65.7097
2021-03-15,66.6774
2021-03-16,63.6926
2021-03-17,61.5886
2021-03-18,61.6759
2021-03-19,59.7102
2021-03-20,59.7102
2021-03-21,59.7102
2021-03-22,56.3486
2021-03-23,51.712
2021-03-24,49.0025
2021-03-25,60.3217
2021-03-26,65.5089
2021-03-27,65.5089
2021-03-28,65.5089
2021-03-29,63.8929
2021-03-30,64.6658
2021-03-31,65.4134
2021-04-01,63.5475
2021-04-02,63.5475
2021-04-03,63.5475
2021-04-04,63.5475
2021-04-05,65.4915
2021-04-06,64.6703
2021-04-07,63.3018
2021-04-08,64.8042
2021-04-09,63.7996
2021-04-10,63.7996
2021-04-11,63.7996
2021-04-12,67.2579
2021-04-13,68.4023
2021-04-14,69.0262
2021-04-15,68.0636
2021-04-16,66.8142
2021-04-17,66.8142
2021-04-18,66.8142
2021-04-19,65.3949
2021-04-20,63.5786
2021-04-21,65.914
2021-04-22,63.5022
2021-04-23,64.3201
2021-04-24,64.3201
2021-04-25,64.3201
2021-04-26,64.8694
2021-04-27,65.8447
2021-04-28,65.3753
2021-04-29,63.5021
2021-04-30,63.8931
2021-05-01,63.8931
2021-05-02,63.8931
2021-05-03,65.0749
2021-05-04,63.8816
2021-05-05,64.7997
2021-05-06,60.7684
2021-05-07,62.5282
2021-05-08,62.5282
2021-05-09,62.5282
2021-05-10,57.9778
2021-05-11,57.0684
2021-05-12,54.9766
2021-05-13,57.6231
2021-05-14,59.3237
2021-05-15,59.3237
2021-05-16,59.3237
2021-05-17,61.0055
2021-05-18,58.5632
2021-05-19,56.6386
2021-05-20,55.2304
2021-05-21,53.9017
2021-05-22,53.9017
2021-05-23,53.9017
2021-05-24,54.2236
2021-05-25,52.9869
2021-05-26,55.5112
2021-05-27,53.6238
2021-05-28,48.0516
2021-05-29,48.0516
2021-05-30,48.0516
2021-05-31,48.0516
2021-06-01,52.5481
2021-06-02,52.5709
2021-06-03,53.3146
2021-06-04,51.237
2021-06-05,51.237
2021-06-06,51.237
2021-06-07,51.0057
2021-06-08,54.3454
2021-06-09,54.7331
2021-06-10,53.5435
2021-06-11,56.1784
2021-06-12,56.1784
2021-06-13,56.1784
2021-06-14,54.945
2021-06-15,54.719
2021-06-16,54.3433
2021-06-17,53.4669
2021-06-18,52.332
2021-06-19,52.332
2021-06-20,52.332
2021-06-21,53.8394
2021-06-22,55.2039
2021-06-23,56.7469
2021-06-24,56.8932
2021-06-25,56.5962
2021-06-26,56.5962
2021-06-27,56.5962
2021-06-28,54.8835
2021-06-29,53.8781
2021-06-30,56.0286
2021-07-01,57.1146
2021-07-02,54.1812
2021-07-03,54.1812
2021-07-04,54.1812
2021-07-05,54.1812
2021-07-06,52.4588
2021-07-07,50.4962
2021-07-08,49.3216
2021-07-09,52.494
2021-07-10,52.494
2021-07-11,52.494
2021-07-12,53.123
2021-07-13,52.3437
2021-07-14,50.982
2021-07-15,49.2354
2021-07-16,48.4072
2021-07-17,48.4072
2021-07-18,48.4072
2021-07-19,45.3361
2021-07-20,45.89
2021-07-21,49.7331
2021-07-22,48.4135
2021-07-23,49.5867
2021-07-24,49.5867
2021-07-25,49.5867
2021-07-26,51.5451
2021-07-27,50.3374
2021-07-28,49.3213
2021-07-29,50.8312
2021-07-30,51.43
2021-07-31,51.43
2021-08-01,51.43
2021-08-02,51.7944
2021-08-03,54.5571
2021-08-04,51.5036
2021-08-05,53.3981
2021-08-06,54.4304
2021-08-07,54.4304
2021-08-08,54.4304
2021-08-09,51.6778
2021-08-10,55.7431
2021-08-11,57.2938
2021-08-12,59.944
2021-08-13,59.2168
2021-08-14,59.2168
2021-08-15,59.2168
2021-08-16,58.648
2021-08-17,53.037
2021-08-18,51.5707
2021-08-19,51.0096
2021-08-20,54.2776
2021-08-21,54.2776
2021-08-22,54.2776
2021-08-23,56.7231
2021-08-24,60.0397
2021-08-25,59.1974
2021-08-26,63.7785
2021-08-27,65.4244
2021-08-28,65.4244
2021-08-29,65.4244
2021-08-30,61.2767
2021-08-31,60.7784
2021-09-01,61.6038
2021-09-02,57.7759
2021-09-03,54.4036
2021-09-04,54.4036
2021-09-05,54.4036
2021-09-06,54.4036
2021-09-07,52.8116
2021-09-08,50.2463
2021-09-09,50.9444
2021-09-10,50.2605
2021-09-11,50.2605
2021-09-12,50.2605
2021-09-13,50.9642
2021-09-14,50.3932
2021-09-15,52.1047
2021-09-16,52.9668
2021-09-17,53.0817
2021-09-18,53.0817
2021-09-19,53.0817
2021-09-20,51.1423
2021-09-21,50.2061
2021-09-22,52.1176
2021-09-23,53.2133
2021-09-24,54.2031
2021-09-25,54.2031
2021-09-26,54.2031
2021-09-27,56.8348
2021-09-28,55.4542
2021-09-29,54.8355
2021-09-30,48.2093
2021-10-01,50.3189
2021-10-02,50.3189
2021-10-03,50.3189
2021-10-04,50.5531
2021-10-05,51.9582
2021-10-06,48.6229
2021-10-07,51.6286
2021-10-08,50.191
2021-10-09,50.191
2021-10-10,50.191
2021-10-11,48.9626
2021-10-12,51.1827
2021-10-13,51.159
2021-10-14,53.3733
2021-10-15,53.1969
2021-10-16,53.1969
2021-10-17,53.1969
2021-10-18,55.0416
2021-10-19,54.46
2021-10-20,53.5554
2021-10-21,54.6554
2021-10-22,53.777
2021-10-23,53.777
2021-10-24,53.777
2021-10-25,56.7437
2021-10-26,53.2359
2021-10-27,49.4686
2021-10-28,51.3849
2021-10-29,51.0511
2021-10-30,51.0511
2021-10-31,51.0511
2021-11-01,54.0093
2021-11-02,54.2441
2021-11-03,57.1648
2021-11-04,55.2631
2021-11-05,56.1202
2021-11-06,56.1202
2021-11-07,56.1202
2021-11-08,56.2028
2021-11-09,57.9248
2021-11-10,55.9211
2021-11-11,60.522
2021-11-12,55.3173
2021-11-13,55.3173
2021-11-14,55.3173
2021-11-15,54.3503
2021-11-16,56.8755
2021-11-17,56.9299
2021-11-18,60.3435
2021-11-19,59.8233
2021-11-20,59.8233
2021-11-21,59.8233
2021-11-22,61.2548
2021-11-23,67.6545
2021-11-24,70.9304
2021-11-25,70.9304
2021-11-26,65.9083
2021-11-27,65.9083
2021-11-28,65.9083
2021-11-29,66.7986
2021-11-30,63.914
2021-12-01,59.5998
2021-12-02,60.2042
2021-12-03,58.4333
2021-12-04,58.4333
2021-12-05,58.4333
2021-12-06,57.3746
2021-12-07,59.505
2021-12-08,57.969
2021-12-09,57.3157
2021-12-10,57.4008
2021-12-11,57.4008
2021-12-12,57.4008
2021-12-13,52.6398
2021-12-14,52.1802
2021-12-15,52.5768
2021-12-16,51.5333
2021-12-17,51.9513
2021-12-18,51.9513
2021-12-19,51.9513
2021-12-20,50.7734
2021-12-21,53.9162
2021-12-22,54.3153
2021-12-23,54.5758
2021-12-24,54.5758
2021-12-25,54.5758
2021-12-26,54.5758
2021-12-27,56.653
2021-12-28,55.581
2021-12-29,56.7316
2021-12-30,56.908
2021-12-31,56.2822
2022-01-01,56.2822
2022-01-02,56.2822
2022-01-03,57.0073
2022-01-04,56.7582
2022-01-05,54.7552
2022-01-06,54.9952
2022-01-07,53.2641
2022-01-08,53.2641
2022-01-09,53.2641
2022-01-10,51.5843
2022-01-11,52.3912
2022-01-12,51.9656
2022-01-13,51.0624
2022-01-14,49.3327
2022-01-15,49.3327
2022-01-16,49.3327
2022-01-17,49.3327
2022-01-18,47.171
2022-01-19,46.6937
2022-01-20,43.9346
2022-01-21,42.7051
2022-01-22,42.7051
2022-01-23,42.7051
2022-01-24,46.3604
2022-01-25,46.8192
2022-01-26,44.8166
2022-01-27,43.8372
2022-01-28,43.9861
2022-01-29,43.9861
2022-01-30,43.9861
2022-01-31,46.9005
2022-02-01,48.7176
2022-02-02,48.3493
2022-02-03,46.8826
2022-02-04,48.7282
2022-02-05,48.7282
2022-02-06,48.7282
2022-02-07,48.7754
2022-02-08,51.6753
2022-02-09,53.6776
2022-02-10,50.5334
2022-02-11,49.8178
2022-02-12,49.8178
2022-02-13,49.8178
2022-02-14,50.16
2022-02-15,53.2184
2022-02-16,53.3037
2022-02-17,50.069
2022-02-18,51.2964
2022-02-19,51.2964
2022-02-20,51.2964
2022-02-21,51.2964
2022-02-22,49.9342
2022-02-23,47.2501
2022-02-24,50.3077
2022-02-25,52.3603
2022-02-26,52.3603
2022-02-27,52.3603
2022-02-28,51.9484
2022-03-01,47.5224
2022-03-02,51.3522
2022-03-03,49.6019
2022-03-04,46.964
2022-03-05,46.964
2022-03-06,46.964
2022-03-07,44.0622
2022-03-08,44.9842
2022-03-09,47.7404
2022-03-10,46.7209
2022-03-11,42.9899
2022-03-12,42.9899
2022-03-13,42.9899
2022-03-14,41.8429
2022-03-15,42.2577
2022-03-16,44.7877
2022-03-17,44.9779
2022-03-18,48.5057
2022-03-19,48.5057
2022-03-20,48.5057
2022-03-21,46.8531
2022-03-22,47.0762
2022-03-23,44.5947
2022-03-24,50.4576
2022-03-25,51.2253
2022-03-26,51.2253
2022-03-27,51.2253
2022-03-28,51.1694
2022-03-29,54.6523
2022-03-30,56.1894
2022-03-31,52.4009
2022-04-01,51.7156
2022-04-02,51.7156
2022-04-03,51.7156
2022-04-04,53.2793
2022-04-05,49.8218
2022-04-06,47.6189
2022-04-07,49.2254
2022-04-08,49.8992
2022-04-09,49.8992
2022-04-10,49.8992
2022-04-11,50.8168
2022-04-12,50.9046
2022-04-13,53.0867
2022-04-14,53.7616
2022-04-15,53.7616
2022-04-16,53.7616
2022-04-17,53.7616
2022-04-18,52.5112
2022-04-19,55.0782
2022-04-20,54.9972
2022-04-21,52.8677
2022-04-22,50.0496
2022-04-23,50.0496
2022-04-24,50.0496
2022-04-25,51.117
2022-04-26,48.5003
2022-04-27,49.1362
2022-04-28,49.5908
2022-04-29,46.7118
2022-04-30,46.7118
2022-05-01,46.7118
2022-05-02,49.3903
2022-05-03,48.426
2022-05-04,49.3728
2022-05-05,46.0005
2022-05-06,45.5833
2022-05-07,45.5833
2022-05-08,45.5833
2022-05-09,44.876
2022-05-10,44.4849
2022-05-11,42.5025
2022-05-12,42.7244
2022-05-13,44.2814
2022-05-14,44.2814
2022-05-15,44.2814
2022-05-16,43.6674
2022-05-17,45.369
2022-05-18,43.1681
2022-05-19,41.9954
2022-05-20,42.0662
2022-05-21,42.0662
2022-05-22,42.0662
2022-05-23,43.4233
2022-05-24,38.7453
2022-05-25,42.5126
2022-05-26,51.0532
2022-05-27,50.8654
2022-05-28,50.8654
2022-05-29,50.8654
2022-05-30,50.8654
2022-05-31,46.7133
2022-06-01,45.5606
2022-06-02,47.1549
2022-06-03,47.7807
2022-06-04,47.7807
2022-06-05,47.7807
2022-06-06,48.1337
2022-06-07,48.6237
2022-06-08,47.3386
2022-06-09,47.625
2022-06-10,46.5768
2022-06-11,46.5768
2022-06-12,46.5768
2022-06-13,42.5707
2022-06-14,45.67
2022-06-15,46.7544
2022-06-16,44.55
2022-06-17,46.0087
2022-06-18,46.0087
2022-06-19,46.0087
2022-06-20,46.0087
2022-06-21,47.0933
2022-06-22,45.7174
2022-06-23,45.5535
2022-06-24,46.8736
2022-06-25,46.8736
2022-06-26,46.8736
2022-06-27,46.8561
2022-06-28,45.5683
2022-06-29,44.1914
2022-06-30,43.7469
2022-07-01,44.1492
2022-07-02,44.1492
2022-07-03,44.1492
2022-07-04,44.1492
2022-07-05,45.2297
2022-07-06,43.2291
2022-07-07,45.7559
2022-07-08,45.6443
2022-07-09,45.6443
2022-07-10,45.6443
2022-07-11,44.7228
2022-07-12,46.8738
2022-07-13,46.6958
2022-07-14,46.0126
2022-07-15,48.5545
2022-07-16,48.5545
2022-07-17,48.5545
2022-07-18,48.2581
2022-07-19,51.8632
2022-07-20,53.4401
2022-07-21,53.5611
2022-07-22,53.5132
2022-07-23,53.5132
2022-07-24,53.5132
2022-07-25,52.3965
2022-07-26,50.4321
2022-07-27,51.652
2022-07-28,52.7002
2022-07-29,50.8325
2022-07-30,50.8325
2022-07-31,50.8325
2022-08-01,53.6984
2022-08-02,53.6238
2022-08-03,54.6665
2022-08-04,55.5496
2022-08-05,54.9553
2022-08-06,54.9553
2022-08-07,54.9553
2022-08-08,56.9476
2022-08-09,53.2159
2022-08-10,54.8651
2022-08-11,55.2516
2022-08-12,54.1327
2022-08-13,54.1327
2022-08-14,54.1327
2022-08-15,53.7307
2022-08-16,55.8559
2022-08-17,54.5328
2022-08-18,54.8554
2022-08-19,51.6846
2022-08-20,51.6846
2022-08-21,51.6846
2022-08-22,49.6787
2022-08-23,49.278
2022-08-24,47.7347
2022-08-25,49.9074
2022-08-26,46.6674
2022-08-27,46.6674
2022-08-28,46.6674
2022-08-29,46.0216
2022-08-30,45.9276
2022-08-31,43.7566
2022-09-01,44.3357
2022-09-02,44.0076
2022-09-03,44.0076
2022-09-04,44.0076
2022-09-05,44.0076
2022-09-06,41.1837
2022-09-07,44.5667
2022-09-08,43.323
2022-09-09,45.5796
2022-09-10,45.5796
2022-09-11,45.5796
2022-09-12,47.4428
2022-09-13,42.7651
2022-09-14,42.0101
2022-09-15,41.7218
2022-09-16,42.0743
2022-09-17,42.0743
2022-09-18,42.0743
2022-09-19,43.4599
2022-09-20,42.5635
2022-09-21,41.9592
2022-09-22,40.7835
2022-09-23,40.0174
2022-09-24,40.0174
2022-09-25,40.0174
2022-09-26,38.7899
2022-09-27,38.7252
2022-09-28,42.151
2022-09-29,40.5131
2022-09-30,39.6714
2022-10-01,39.6714
2022-10-02,39.6714
2022-10-03,41.2011
2022-10-04,47.9662
2022-10-05,49.8763
2022-10-06,51.147
2022-10-07,47.4165
2022-10-08,47.4165
2022-10-09,47.4165
2022-10-10,47.9143
2022-10-11,47.5467
2022-10-12,48.2855
2022-10-13,48.9739
2022-10-14,47.2308
2022-10-15,47.2308
2022-10-16,47.2308
2022-10-17,50.2388
2022-10-18,50.4249
2022-10-19,48.0616
2022-10-20,46.9865
2022-10-21,49.1171
2022-10-22,49.1171
2022-10-23,49.1171
2022-10-24,50.366
2022-10-25,53.8557
2022-10-26,53.7131
2022-10-27,52.5615
2022-10-28,54.1627
2022-10-29,54.1627
2022-10-30,54.1627
2022-10-31,53.8642
2022-11-01,54.8174
2022-11-02,50.6887
2022-11-03,52.1432
2022-11-04,54.3949
2022-11-05,54.3949
2022-11-06,54.3949
2022-11-07,55.4189
2022-11-08,53.5244
2022-11-09,50.5365
2022-11-10,54.9163
2022-11-11,56.9535
2022-11-12,56.9535
2022-11-13,56.9535
2022-11-14,56.0797
2022-11-15,58.2188
2022-11-16,55.0564
2022-11-17,54.8402
2022-11-18,55.6732
2022-11-19,55.6732
2022-11-20,55.6732
2022-11-21,52.2762
2022-11-22,44.7062
2022-11-23,45.9752
2022-11-24,45.9752
2022-11-25,46.1922
2022-11-26,46.1922
2022-11-27,46.1922
2022-11-28,48.1543
2022-11-29,47.9998
2022-11-30,49.6941
2022-12-01,50.267
2022-12-02,48.6665
2022-12-03,48.6665
2022-12-04,48.6665
2022-12-05,48.7672
2022-12-06,48.9744
2022-12-07,48.7958
2022-12-08,48.8785
2022-12-09,47.4776
2022-12-10,47.4776
2022-12-11,47.4776
2022-12-12,48.5427
2022-12-13,49.5158
2022-12-14,51.3089
2022-12-15,49.4357
2022-12-16,48.1679
2022-12-17,48.1679
2022-12-18,48.1679
2022-12-19,43.3656
2022-12-20,44.3814
2022-12-21,46.5403
2022-12-22,45.9912
2022-12-23,47.6184
2022-12-24,47.6184
2022-12-25,47.6184
2022-12-26,47.6184
2022-12-27,50.4845
2022-12-28,49.1211
2022-12-29,51.1547
2022-12-30,51.8618
2022-12-31,51.8618
2023-01-01,51.8618
2023-01-02,51.8618
2023-01-03,54.0535
2023-01-04,56.5069
2023-01-05,56.1456
2023-01-06,57.6401
2023-01-07,57.6401
2023-01-08,57.6401
2023-01-09,57.4817
2023-01-10,55.5865
2023-01-11,58.1331
2023-01-12,59.5242
2023-01-13,60.1647
2023-01-14,60.1647
2023-01-15,60.1647
2023-01-16,60.1647
2023-01-17,58.067
2023-01-18,55.0868
2023-01-19,52.8647
2023-01-20,55.1312
2023-01-21,55.1312
2023-01-22,55.1312
2023-01-23,56.4269
2023-01-24,56.2436
2023-01-25,55.6206
2023-01-26,54.7732
2023-01-27,54.0788
2023-01-28,54.0788
2023-01-29,54.0788
2023-01-30,52.6353
2023-01-31,56.4759
2023-02-01,57.5182
2023-02-02,59.2554
2023-02-03,59.9198
2023-02-04,59.9198
2023-02-05,59.9198
2023-02-06,56.01
2023-02-07,57.1195
2023-02-08,51.4045
2023-02-09,51.0808
2023-02-10,51.993
2023-02-11,51.993
2023-02-12,51.993
2023-02-13,53.4302
2023-02-14,52.3588
2023-02-15,53.8842
2023-02-16,52.1283
2023-02-17,52.3958
2023-02-18,52.3958
2023-02-19,52.3958
2023-02-20,52.3958
2023-02-21,50.1634
2023-02-22,50.9495
2023-02-23,51.5147
2023-02-24,51.1489
2023-02-25,51.1489
2023-02-26,51.1489
2023-02-27,52.684
2023-02-28,52.2672
2023-03-01,52.0705
2023-03-02,52.2255
2023-03-03,53.6216
2023-03-04,53.6216
2023-03-05,53.6216
2023-03-06,50.2462
2023-03-07,51.9967
2023-03-08,53.5076
2023-03-09,53.7485
2023-03-10,51.5381
2023-03-11,51.5381
2023-03-12,51.5381
2023-03-13,49.7521
2023-03-14,52.3162
2023-03-15,47.8278
2023-03-16,49.1137
2023-03-17,47.2903
2023-03-18,47.2903
