,SYY US Equity
,RSI_30D
2020-01-01,66.4027
2020-01-02,64.0467
2020-01-03,62.3955
2020-01-04,62.3955
2020-01-05,62.3955
2020-01-06,61.8106
2020-01-07,58.3145
2020-01-08,61.5257
2020-01-09,61.8393
2020-01-10,62.7499
2020-01-11,62.7499
2020-01-12,62.7499
2020-01-13,56.9342
2020-01-14,51.5026
2020-01-15,52.3925
2020-01-16,52.4286
2020-01-17,53.0186
2020-01-18,53.0186
2020-01-19,53.0186
2020-01-20,53.0186
2020-01-21,54.5139
2020-01-22,54.1227
2020-01-23,55.7646
2020-01-24,51.6827
2020-01-25,51.6827
2020-01-26,51.6827
2020-01-27,50.5269
2020-01-28,51.7959
2020-01-29,48.739
2020-01-30,52.2869
2020-01-31,49.6667
2020-02-01,49.6667
2020-02-02,49.6667
2020-02-03,35.3661
2020-02-04,32.4944
2020-02-05,34.6626
2020-02-06,37.6411
2020-02-07,39.92
2020-02-08,39.92
2020-02-09,39.92
2020-02-10,39.1206
2020-02-11,37.7708
2020-02-12,41.3793
2020-02-13,42.7642
2020-02-14,43.5404
2020-02-15,43.5404
2020-02-16,43.5404
2020-02-17,43.5404
2020-02-18,40.6274
2020-02-19,39.383
2020-02-20,40.8989
2020-02-21,41.872
2020-02-22,41.872
2020-02-23,41.872
2020-02-24,38.8633
2020-02-25,36.191
2020-02-26,34.2611
2020-02-27,29.8146
2020-02-28,26.4425
2020-02-29,26.4425
2020-03-01,26.4425
2020-03-02,34.1473
2020-03-03,32.7647
2020-03-04,37.5321
2020-03-05,34.0473
2020-03-06,33.301
2020-03-07,33.301
2020-03-08,33.301
2020-03-09,28.1105
2020-03-10,30.4136
2020-03-11,25.22
2020-03-12,19.6595
2020-03-13,24.8984
2020-03-14,24.8984
2020-03-15,24.8984
2020-03-16,21.1613
2020-03-17,20.2536
2020-03-18,19.0531
2020-03-19,26.0237
2020-03-20,25.3392
2020-03-21,25.3392
2020-03-22,25.3392
2020-03-23,26.3968
2020-03-24,29.3803
2020-03-25,35.9869
2020-03-26,42.5174
2020-03-27,40.8491
2020-03-28,40.8491
2020-03-29,40.8491
2020-03-30,38.7223
2020-03-31,38.3595
2020-04-01,36.5114
2020-04-02,36.4479
2020-04-03,35.567
2020-04-04,35.567
2020-04-05,35.567
2020-04-06,40.1717
2020-04-07,41.0107
2020-04-08,41.9482
2020-04-09,43.7811
2020-04-10,43.7811
2020-04-11,43.7811
2020-04-12,43.7811
2020-04-13,42.282
2020-04-14,43.2864
2020-04-15,41.9659
2020-04-16,41.7522
2020-04-17,45.4028
2020-04-18,45.4028
2020-04-19,45.4028
2020-04-20,44.9564
2020-04-21,44.6256
2020-04-22,46.4245
2020-04-23,45.341
2020-04-24,47.9562
2020-04-25,47.9562
2020-04-26,47.9562
2020-04-27,49.3416
2020-04-28,50.0297
2020-04-29,52.0509
2020-04-30,50.275
2020-05-01,47.7369
2020-05-02,47.7369
2020-05-03,47.7369
2020-05-04,48.5559
2020-05-05,46.2505
2020-05-06,47.3046
2020-05-07,47.6219
2020-05-08,48.4327
2020-05-09,48.4327
2020-05-10,48.4327
2020-05-11,47.2417
2020-05-12,45.4807
2020-05-13,43.6781
2020-05-14,44.8052
2020-05-15,44.5479
2020-05-16,44.5479
2020-05-17,44.5479
2020-05-18,48.8381
2020-05-19,47.8431
2020-05-20,48.8236
2020-05-21,48.7446
2020-05-22,48.1562
2020-05-23,48.1562
2020-05-24,48.1562
2020-05-25,48.1562
2020-05-26,50.974
2020-05-27,52.4385
2020-05-28,51.5724
2020-05-29,50.8855
2020-05-30,50.8855
2020-05-31,50.8855
2020-06-01,52.5569
2020-06-02,52.0669
2020-06-03,54.0843
2020-06-04,53.6005
2020-06-05,55.9959
2020-06-06,55.9959
2020-06-07,55.9959
2020-06-08,57.8852
2020-06-09,55.2371
2020-06-10,51.3092
2020-06-11,48.3811
2020-06-12,49.1195
2020-06-13,49.1195
2020-06-14,49.1195
2020-06-15,49.6388
2020-06-16,51.015
2020-06-17,49.284
2020-06-18,50.5127
2020-06-19,49.0956
2020-06-20,49.0956
2020-06-21,49.0956
2020-06-22,49.7419
2020-06-23,52.5068
2020-06-24,49.5818
2020-06-25,49.6841
2020-06-26,47.4427
2020-06-27,47.4427
2020-06-28,47.4427
2020-06-29,49.3005
2020-06-30,49.5096
2020-07-01,49.0613
2020-07-02,49.3959
2020-07-03,49.3959
2020-07-04,49.3959
2020-07-05,49.3959
2020-07-06,49.1177
2020-07-07,48.422
2020-07-08,48.5137
2020-07-09,46.4889
2020-07-10,47.8937
2020-07-11,47.8937
2020-07-12,47.8937
2020-07-13,48.0316
2020-07-14,48.5948
2020-07-15,51.2036
2020-07-16,50.3299
2020-07-17,49.8471
2020-07-18,49.8471
2020-07-19,49.8471
2020-07-20,48.6245
2020-07-21,50.4868
2020-07-22,51.1587
2020-07-23,50.6995
2020-07-24,50.6995
2020-07-25,50.6995
2020-07-26,50.6995
2020-07-27,49.5688
2020-07-28,48.9858
2020-07-29,49.599
2020-07-30,49.1006
2020-07-31,48.1742
2020-08-01,48.1742
2020-08-02,48.1742
2020-08-03,47.2764
2020-08-04,49.931
2020-08-05,51.0638
2020-08-06,52.8327
2020-08-07,54.5212
2020-08-08,54.5212
2020-08-09,54.5212
2020-08-10,57.1295
2020-08-11,57.9325
2020-08-12,56.2533
2020-08-13,54.6715
2020-08-14,55.7709
2020-08-15,55.7709
2020-08-16,55.7709
2020-08-17,55.959
2020-08-18,55.7903
2020-08-19,53.4994
2020-08-20,53.2746
2020-08-21,52.5587
2020-08-22,52.5587
2020-08-23,52.5587
2020-08-24,55.2707
2020-08-25,53.2581
2020-08-26,52.2073
2020-08-27,55.4908
2020-08-28,57.701
2020-08-29,57.701
2020-08-30,57.701
2020-08-31,55.0408
2020-09-01,54.9809
2020-09-02,55.8999
2020-09-03,55.1601
2020-09-04,54.7929
2020-09-05,54.7929
2020-09-06,54.7929
2020-09-07,54.7929
2020-09-08,53.7313
2020-09-09,56.3055
2020-09-10,56.7673
2020-09-11,57.4393
2020-09-12,57.4393
2020-09-13,57.4393
2020-09-14,60.2311
2020-09-15,61.1939
2020-09-16,64.2669
2020-09-17,64.4203
2020-09-18,62.9844
2020-09-19,62.9844
2020-09-20,62.9844
2020-09-21,56.886
2020-09-22,56.8383
2020-09-23,51.6141
2020-09-24,52.9436
2020-09-25,53.5153
2020-09-26,53.5153
2020-09-27,53.5153
2020-09-28,53.2772
2020-09-29,52.2551
2020-09-30,53.6747
2020-10-01,54.8082
2020-10-02,55.5364
2020-10-03,55.5364
2020-10-04,55.5364
2020-10-05,56.0295
2020-10-06,57.518
2020-10-07,59.5368
2020-10-08,61.3766
2020-10-09,61.5389
2020-10-10,61.5389
2020-10-11,61.5389
2020-10-12,60.5979
2020-10-13,56.3211
2020-10-14,58.6125
2020-10-15,58.0586
2020-10-16,56.6732
2020-10-17,56.6732
2020-10-18,56.6732
2020-10-19,54.2623
2020-10-20,54.5953
2020-10-21,53.2908
2020-10-22,55.2887
2020-10-23,54.5863
2020-10-24,54.5863
2020-10-25,54.5863
2020-10-26,48.3833
2020-10-27,45.1212
2020-10-28,40.9951
2020-10-29,41.7709
2020-10-30,41.8026
2020-10-31,41.8026
2020-11-01,41.8026
2020-11-02,44.5774
2020-11-03,49.0396
2020-11-04,49.6894
2020-11-05,49.8109
2020-11-06,49.8527
2020-11-07,49.8527
2020-11-08,49.8527
2020-11-09,61.2299
2020-11-10,62.2696
2020-11-11,57.253
2020-11-12,56.655
2020-11-13,59.8457
2020-11-14,59.8457
2020-11-15,59.8457
2020-11-16,62.6122
2020-11-17,61.664
2020-11-18,58.5057
2020-11-19,58.7713
2020-11-20,56.3753
2020-11-21,56.3753
2020-11-22,56.3753
2020-11-23,57.5537
2020-11-24,58.5614
2020-11-25,57.6058
2020-11-26,57.6058
2020-11-27,57.0555
2020-11-28,57.0555
2020-11-29,57.0555
2020-11-30,57.1036
2020-12-01,59.1335
2020-12-02,58.2278
2020-12-03,60.0254
2020-12-04,62.9642
2020-12-05,62.9642
2020-12-06,62.9642
2020-12-07,59.9806
2020-12-08,60.7082
2020-12-09,60.2946
2020-12-10,61.03
2020-12-11,59.1724
2020-12-12,59.1724
2020-12-13,59.1724
2020-12-14,55.9961
2020-12-15,56.8566
2020-12-16,56.3
2020-12-17,56.8688
2020-12-18,54.0612
2020-12-19,54.0612
2020-12-20,54.0612
2020-12-21,54.2667
2020-12-22,53.5495
2020-12-23,54.6211
2020-12-24,54.0105
2020-12-25,54.0105
2020-12-26,54.0105
2020-12-27,54.0105
2020-12-28,55.6186
2020-12-29,54.2275
2020-12-30,54.7659
2020-12-31,55.8974
2021-01-01,55.8974
2021-01-02,55.8974
2021-01-03,55.8974
2021-01-04,53.1332
2021-01-05,53.6921
2021-01-06,57.3832
2021-01-07,57.427
2021-01-08,59.532
2021-01-09,59.532
2021-01-10,59.532
2021-01-11,59.532
2021-01-12,60.4084
2021-01-13,56.9391
2021-01-14,55.9992
2021-01-15,56.0707
2021-01-16,56.0707
2021-01-17,56.0707
2021-01-18,56.0707
2021-01-19,54.993
2021-01-20,57.5833
2021-01-21,57.2819
2021-01-22,54.7244
2021-01-23,54.7244
2021-01-24,54.7244
2021-01-25,51.5452
2021-01-26,53.0526
2021-01-27,50.0904
2021-01-28,52.7918
2021-01-29,49.3659
2021-01-30,49.3659
2021-01-31,49.3659
2021-02-01,49.443
2021-02-02,51.3102
2021-02-03,55.2559
2021-02-04,55.3891
2021-02-05,56.021
2021-02-06,56.021
