,GEF/B US Equity
2023-03-21,45.242
2023-03-22,44.8989
2023-03-23,44.7724
2023-03-24,46.1327
2023-03-25,46.1327
2023-03-26,46.1327
2023-03-27,47.3538
2023-03-28,48.209
2023-03-29,49.0987
2023-03-30,49.802
2023-03-31,51.8016
2023-04-01,51.8016
2023-04-02,51.8016
2023-04-03,51.6407
2023-04-04,49.2153
2023-04-05,49.1288
2023-04-06,47.8586
2023-04-07,47.8586
2023-04-08,47.8586
2023-04-09,47.8586
2023-04-10,50.0194
2023-04-11,54.2116
2023-04-12,53.9886
2023-04-13,53.7597
2023-04-14,53.4861
2023-04-15,53.4861
2023-04-16,53.4861
2023-04-17,53.6082
2023-04-18,54.6465
2023-04-19,54.4117
2023-04-20,56.7872
2023-04-21,57.9213
2023-04-22,57.9213
2023-04-23,57.9213
2023-04-24,58.205
2023-04-25,55.1291
2023-04-26,51.1601
2023-04-27,53.1315
2023-04-28,54.1674
2023-04-29,54.1674
2023-04-30,54.1674
2023-05-01,55.0386
2023-05-02,53.0363
2023-05-03,52.4401
2023-05-04,48.3313
2023-05-05,52.1375
2023-05-06,52.1375
2023-05-07,52.1375
2023-05-08,51.7771
2023-05-09,48.9229
2023-05-10,48.4594
2023-05-11,46.9891
2023-05-12,49.6364
2023-05-13,49.6364
2023-05-14,49.6364
2023-05-15,49.1613
2023-05-16,43.9259
2023-05-17,44.0637
2023-05-18,43.7617
2023-05-19,43.7454
2023-05-20,43.7454
2023-05-21,43.7454
2023-05-22,45.4505
2023-05-23,46.056
2023-05-24,43.1992
2023-05-25,40.9492
2023-05-26,40.7802
2023-05-27,40.7802
2023-05-28,40.7802
2023-05-29,40.7802
2023-05-30,39.7766
2023-05-31,39.3451
2023-06-01,38.4362
2023-06-02,43.1134
2023-06-03,43.1134
2023-06-04,43.1134
2023-06-05,42.9803
2023-06-06,44.2709
2023-06-07,48.3957
2023-06-08,58.4791
2023-06-09,60.122
2023-06-10,60.122
2023-06-11,60.122
2023-06-12,60.6878
2023-06-13,59.9835
2023-06-14,56.7835
2023-06-15,58.1493
2023-06-16,58.2045
2023-06-17,58.2045
2023-06-18,58.2045
2023-06-19,58.2045
2023-06-20,55.067
2023-06-21,52.3405
2023-06-22,51.3624
2023-06-23,50.1587
2023-06-24,50.1587
2023-06-25,50.1587
2023-06-26,50.2926
2023-06-27,51.6693
2023-06-28,50.643
2023-06-29,52.3481
2023-06-30,52.9146
2023-07-01,52.9146
2023-07-02,52.9146
2023-07-03,55.3989
2023-07-04,55.3989
2023-07-05,51.3748
2023-07-06,49.3447
2023-07-07,48.7193
2023-07-08,48.7193
2023-07-09,48.7193
2023-07-10,51.7494
2023-07-11,52.9812
2023-07-12,54.9635
2023-07-13,55.9246
2023-07-14,55.175
2023-07-15,55.175
2023-07-16,55.175
2023-07-17,53.9409
2023-07-18,55.3041
2023-07-19,55.663
2023-07-20,54.3097
2023-07-21,51.7624
2023-07-22,51.7624
2023-07-23,51.7624
2023-07-24,52.4966
2023-07-25,53.7826
2023-07-26,52.4302
2023-07-27,53.8203
2023-07-28,54.2133
2023-07-29,54.2133
2023-07-30,54.2133
2023-07-31,54.2133
2023-08-01,54.8921
2023-08-02,52.927
2023-08-03,54.6432
2023-08-04,53.5475
2023-08-05,53.5475
2023-08-06,53.5475
2023-08-07,53.9037
2023-08-08,49.7299
2023-08-09,50.7889
2023-08-10,50.967
2023-08-11,49.0099
2023-08-12,49.0099
2023-08-13,49.0099
2023-08-14,46.5081
2023-08-15,45.3836
2023-08-16,43.6303
2023-08-17,43.0163
2023-08-18,42.0372
2023-08-19,42.0372
2023-08-20,42.0372
2023-08-21,40.7354
2023-08-22,39.7306
2023-08-23,40.062
2023-08-24,43.5448
2023-08-25,46.5957
2023-08-26,46.5957
2023-08-27,46.5957
2023-08-28,47.3859
2023-08-29,49.6549
2023-08-30,49.5715
2023-08-31,46.7663
2023-09-01,48.8285
2023-09-02,48.8285
2023-09-03,48.8285
2023-09-04,48.8285
2023-09-05,44.0694
2023-09-06,42.805
2023-09-07,40.9418
2023-09-08,40.9257
2023-09-09,40.9257
2023-09-10,40.9257
2023-09-11,40.3861
2023-09-12,42.225
2023-09-13,40.0822
2023-09-14,41.4789
2023-09-15,39.4296
2023-09-16,39.4296
2023-09-17,39.4296
2023-09-18,40.2119
2023-09-19,39.9948
2023-09-20,39.9262
2023-09-21,39.2301
2023-09-22,37.8312
2023-09-23,37.8312
2023-09-24,37.8312
2023-09-25,37.0806
2023-09-26,35.0201
2023-09-27,38.4487
2023-09-28,40.3501
2023-09-29,38.1458
2023-09-30,38.1458
2023-10-01,38.1458
2023-10-02,40.6853
2023-10-03,38.6654
2023-10-04,38.3611
2023-10-05,38.1323
2023-10-06,37.4394
2023-10-07,37.4394
2023-10-08,37.4394
2023-10-09,39.7582
2023-10-10,38.8912
2023-10-11,39.0013
2023-10-12,36.9853
2023-10-13,36.159
2023-10-14,36.159
2023-10-15,36.159
2023-10-16,39.1945
2023-10-17,39.5797
2023-10-18,37.3255
2023-10-19,36.2655
2023-10-20,35.8866
2023-10-21,35.8866
2023-10-22,35.8866
2023-10-23,34.9025
2023-10-24,35.6028
2023-10-25,35.882
2023-10-26,40.1195
2023-10-27,38.5422
2023-10-28,38.5422
2023-10-29,38.5422
2023-10-30,40.2573
2023-10-31,39.8736
2023-11-01,39.465
2023-11-02,42.9767
2023-11-03,46.08
2023-11-04,46.08
2023-11-05,46.08
2023-11-06,45.1246
2023-11-07,43.1275
2023-11-08,42.1723
2023-11-09,42.4528
2023-11-10,44.6742
2023-11-11,44.6742
2023-11-12,44.6742
2023-11-13,43.6714
2023-11-14,52.0464
2023-11-15,51.6333
2023-11-16,49.9912
2023-11-17,52.0087
2023-11-18,52.0087
2023-11-19,52.0087
2023-11-20,50.2975
2023-11-21,48.4929
2023-11-22,49.0236
2023-11-23,49.0236
2023-11-24,49.7685
2023-11-25,49.7685
2023-11-26,49.7685
2023-11-27,50.0985
2023-11-28,49.4978
2023-11-29,52.8218
2023-11-30,55.1038
2023-12-01,56.6785
2023-12-02,56.6785
2023-12-03,56.6785
2023-12-04,57.2823
2023-12-05,55.4435
2023-12-06,53.7617
2023-12-07,49.1578
2023-12-08,43.1656
2023-12-09,43.1656
2023-12-10,43.1656
2023-12-11,41.7122
2023-12-12,40.0355
2023-12-13,48.0183
2023-12-14,49.1449
2023-12-15,46.1774
2023-12-16,46.1774
2023-12-17,46.1774
2023-12-18,47.2246
2023-12-19,52.2117
2023-12-20,51.9217
2023-12-21,51.0418
2023-12-22,50.893
2023-12-23,50.893
2023-12-24,50.893
2023-12-25,50.893
2023-12-26,51.9962
2023-12-27,51.5057
2023-12-28,50.9094
2023-12-29,48.8053
2023-12-30,48.8053
2023-12-31,48.8053
2024-01-01,48.8053
2024-01-02,48.6129
2024-01-03,45.5298
2024-01-04,45.102
2024-01-05,44.9201
2024-01-06,44.9201
2024-01-07,44.9201
2024-01-08,45.6459
2024-01-09,43.9244
2024-01-10,44.3726
2024-01-11,47.524
2024-01-12,45.7558
2024-01-13,45.7558
2024-01-14,45.7558
2024-01-15,45.7558
2024-01-16,44.6233
2024-01-17,44.2644
2024-01-18,45.0583
2024-01-19,46.0698
2024-01-20,46.0698
2024-01-21,46.0698
2024-01-22,48.0258
2024-01-23,46.696
2024-01-24,45.4558
2024-01-25,48.026
2024-01-26,49.1955
2024-01-27,49.1955
2024-01-28,49.1955
2024-01-29,47.0893
2024-01-30,47.4691
2024-01-31,44.1875
2024-02-01,44.7554
2024-02-02,43.8719
2024-02-03,43.8719
2024-02-04,43.8719
2024-02-05,43.2893
2024-02-06,43.5833
2024-02-07,42.9344
2024-02-08,45.0108
2024-02-09,46.8533
2024-02-10,46.8533
2024-02-11,46.8533
2024-02-12,48.5353
2024-02-13,42.4867
2024-02-14,45.265
2024-02-15,46.0523
2024-02-16,44.9379
2024-02-17,44.9379
2024-02-18,44.9379
2024-02-19,44.9379
2024-02-20,44.8358
2024-02-21,46.0027
2024-02-22,46.6374
2024-02-23,46.947
2024-02-24,46.947
2024-02-25,46.947
2024-02-26,45.6456
2024-02-27,44.9002
2024-02-28,43.1548
2024-02-29,50.1793
2024-03-01,48.8932
2024-03-02,48.8932
2024-03-03,48.8932
2024-03-04,47.9125
2024-03-05,46.917
2024-03-06,50.8387
2024-03-07,52.7835
2024-03-08,56.2637
2024-03-09,56.2637
2024-03-10,56.2637
2024-03-11,57.6834
2024-03-12,55.4119
2024-03-13,53.9164
2024-03-14,51.6844
2024-03-15,53.6137
2024-03-16,53.6137
2024-03-17,53.6137
2024-03-18,50.3926
2024-03-19,52.788
2024-03-20,54.8551
2024-03-21,58.3851
2024-03-22,56.8232
2024-03-23,56.8232
2024-03-24,56.8232
2024-03-25,58.9954
2024-03-26,57.11
2024-03-27,59.144
2024-03-28,59.6238
2024-03-29,59.6238
2024-03-30,59.6238
2024-03-31,59.6238
2024-04-01,58.4332
2024-04-02,57.9269
2024-04-03,58.2332
2024-04-04,57.2983
2024-04-05,54.8236
2024-04-06,54.8236
2024-04-07,54.8236
2024-04-08,56.6508
