,MXL US Equity
,RSI_30D
2020-06-11,54.312
2020-06-12,54.9198
2020-06-13,54.9198
2020-06-14,54.9198
2020-06-15,56.5797
2020-06-16,57.1885
2020-06-17,57.0113
2020-06-18,57.0342
2020-06-19,55.621
2020-06-20,55.621
2020-06-21,55.621
2020-06-22,57.8075
2020-06-23,60.8341
2020-06-24,59.0925
2020-06-25,60.593
2020-06-26,58.4669
2020-06-27,58.4669
2020-06-28,58.4669
2020-06-29,57.768
2020-06-30,58.7873
2020-07-01,56.9331
2020-07-02,57.7149
2020-07-03,57.7149
2020-07-04,57.7149
2020-07-05,57.7149
2020-07-06,59.2457
2020-07-07,65.7683
2020-07-08,63.5485
2020-07-09,64.3499
2020-07-10,64.2877
2020-07-11,64.2877
2020-07-12,64.2877
2020-07-13,63.588
2020-07-14,64.2647
2020-07-15,64.3018
2020-07-16,62.6207
2020-07-17,64.5206
2020-07-18,64.5206
2020-07-19,64.5206
2020-07-20,67.1224
2020-07-21,66.2455
2020-07-22,65.2283
2020-07-23,64.2753
2020-07-24,64.0334
2020-07-25,64.0334
2020-07-26,64.0334
2020-07-27,62.8449
2020-07-28,59.6129
2020-07-29,61.2245
2020-07-30,61.1909
2020-07-31,59.8623
2020-08-01,59.8623
2020-08-02,59.8623
2020-08-03,64.7364
2020-08-04,63.5391
2020-08-05,60.8857
2020-08-06,61.2936
2020-08-07,59.2794
2020-08-08,59.2794
2020-08-09,59.2794
2020-08-10,58.9613
2020-08-11,57.7431
2020-08-12,58.9887
2020-08-13,59.2648
2020-08-14,57.6589
2020-08-15,57.6589
2020-08-16,57.6589
2020-08-17,59.1844
2020-08-18,58.0684
2020-08-19,57.6594
2020-08-20,55.7962
2020-08-21,55.6608
2020-08-22,55.6608
2020-08-23,55.6608
2020-08-24,56.0741
2020-08-25,57.7054
2020-08-26,55.6735
2020-08-27,51.8622
2020-08-28,53.7696
2020-08-29,53.7696
2020-08-30,53.7696
2020-08-31,51.2906
2020-09-01,53.4812
2020-09-02,53.4493
2020-09-03,47.2439
2020-09-04,46.1255
2020-09-05,46.1255
2020-09-06,46.1255
2020-09-07,46.1255
2020-09-08,42.2075
2020-09-09,43.1574
2020-09-10,43.8047
2020-09-11,45.3081
2020-09-12,45.3081
2020-09-13,45.3081
2020-09-14,47.7571
2020-09-15,50.4138
2020-09-16,50.4952
2020-09-17,50.4381
2020-09-18,50.9827
2020-09-19,50.9827
2020-09-20,50.9827
2020-09-21,49.5594
2020-09-22,49.7408
2020-09-23,46.6455
2020-09-24,45.6297
2020-09-25,45.4085
2020-09-26,45.4085
2020-09-27,45.4085
2020-09-28,48.0152
2020-09-29,48.5866
2020-09-30,49.4488
2020-10-01,51.565
2020-10-02,47.9892
2020-10-03,47.9892
2020-10-04,47.9892
2020-10-05,49.7157
2020-10-06,51.2696
2020-10-07,51.9199
2020-10-08,54.2454
2020-10-09,56.9073
2020-10-10,56.9073
2020-10-11,56.9073
2020-10-12,56.197
2020-10-13,53.406
2020-10-14,52.1761
