,TRGP US Equity
,RSI_30D
2020-01-01,58.4768
2020-01-02,57.5708
2020-01-03,59.4609
2020-01-04,59.4609
2020-01-05,59.4609
2020-01-06,61.1665
2020-01-07,61.4689
2020-01-08,52.3448
2020-01-09,54.6003
2020-01-10,52.2418
2020-01-11,52.2418
2020-01-12,52.2418
2020-01-13,53.727
2020-01-14,55.7641
2020-01-15,55.5561
2020-01-16,56.7518
2020-01-17,56.8077
2020-01-18,56.8077
2020-01-19,56.8077
2020-01-20,56.8077
2020-01-21,53.0477
2020-01-22,50.2252
2020-01-23,50.2881
2020-01-24,48.1179
2020-01-25,48.1179
2020-01-26,48.1179
2020-01-27,44.8396
2020-01-28,47.1787
2020-01-29,46.5744
2020-01-30,46.2159
2020-01-31,44.6744
2020-02-01,44.6744
2020-02-02,44.6744
2020-02-03,44.8938
2020-02-04,48.4864
2020-02-05,50.982
2020-02-06,49.5626
2020-02-07,47.5997
2020-02-08,47.5997
2020-02-09,47.5997
2020-02-10,42.3161
2020-02-11,45.1691
2020-02-12,47.1879
2020-02-13,46.1865
2020-02-14,47.373
2020-02-15,47.373
2020-02-16,47.373
2020-02-17,47.373
2020-02-18,47.2879
2020-02-19,47.5803
2020-02-20,54.7875
2020-02-21,53.838
2020-02-22,53.838
2020-02-23,53.838
2020-02-24,49.8587
2020-02-25,44.6842
2020-02-26,42.6469
2020-02-27,37.8992
2020-02-28,38.2733
2020-02-29,38.2733
2020-03-01,38.2733
2020-03-02,42.4402
2020-03-03,40.8532
2020-03-04,43.182
2020-03-05,40.4774
2020-03-06,33.5657
2020-03-07,33.5657
2020-03-08,33.5657
2020-03-09,21.5007
2020-03-10,23.4887
2020-03-11,24.0681
2020-03-12,22.1426
2020-03-13,24.6882
2020-03-14,24.6882
2020-03-15,24.6882
2020-03-16,23.1617
2020-03-17,21.7842
2020-03-18,20.5853
2020-03-19,23.5005
2020-03-20,25.0605
2020-03-21,25.0605
2020-03-22,25.0605
2020-03-23,24.9449
2020-03-24,26.5578
2020-03-25,26.8406
2020-03-26,26.491
2020-03-27,26.0538
2020-03-28,26.0538
2020-03-29,26.0538
2020-03-30,25.7146
2020-03-31,26.5487
2020-04-01,25.8368
2020-04-02,26.6941
2020-04-03,26.7145
2020-04-04,26.7145
2020-04-05,26.7145
2020-04-06,28.5234
2020-04-07,29.8465
2020-04-08,30.1142
2020-04-09,31.4054
2020-04-10,31.4054
2020-04-11,31.4054
2020-04-12,31.4054
2020-04-13,31.3474
2020-04-14,31.6304
2020-04-15,30.9305
2020-04-16,30.6156
2020-04-17,31.1999
2020-04-18,31.1999
2020-04-19,31.1999
2020-04-20,31.1456
2020-04-21,31.1009
2020-04-22,32.2591
2020-04-23,34.6315
2020-04-24,35.747
2020-04-25,35.747
2020-04-26,35.747
2020-04-27,36.5264
2020-04-28,37.8189
2020-04-29,41.6455
2020-04-30,43.492
2020-05-01,41.6265
2020-05-02,41.6265
2020-05-03,41.6265
2020-05-04,41.9624
2020-05-05,43.0694
2020-05-06,41.7415
2020-05-07,45.6066
2020-05-08,46.4009
2020-05-09,46.4009
2020-05-10,46.4009
2020-05-11,45.6389
2020-05-12,47.8333
2020-05-13,47.1891
2020-05-14,47.426
2020-05-15,49.2259
2020-05-16,49.2259
2020-05-17,49.2259
2020-05-18,53.9091
2020-05-19,52.4149
2020-05-20,53.5975
2020-05-21,53.4901
2020-05-22,54.8568
2020-05-23,54.8568
2020-05-24,54.8568
2020-05-25,54.8568
2020-05-26,55.3035
2020-05-27,55.5689
2020-05-28,55.3262
2020-05-29,54.2719
