,VECO US Equity
2023-03-18,51.9285
2023-03-19,51.9285
2023-03-20,52.916
2023-03-21,51.2334
2023-03-22,49.9292
2023-03-23,51.582
2023-03-24,51.0836
2023-03-25,51.0836
2023-03-26,51.0836
2023-03-27,49.9845
2023-03-28,49.6829
2023-03-29,51.4019
2023-03-30,52.0989
2023-03-31,52.9957
2023-04-01,52.9957
2023-04-02,52.9957
2023-04-03,51.7703
2023-04-04,47.2027
2023-04-05,46.3938
2023-04-06,45.4461
2023-04-07,45.4461
2023-04-08,45.4461
2023-04-09,45.4461
2023-04-10,48.1316
2023-04-11,48.0317
2023-04-12,45.9136
2023-04-13,45.7196
2023-04-14,45.4711
2023-04-15,45.4711
2023-04-16,45.4711
2023-04-17,44.0353
2023-04-18,43.0651
2023-04-19,42.3413
2023-04-20,43.1972
2023-04-21,42.3468
2023-04-22,42.3468
2023-04-23,42.3468
2023-04-24,42.5533
2023-04-25,40.4077
2023-04-26,39.733
2023-04-27,39.6352
2023-04-28,40.0929
2023-04-29,40.0929
2023-04-30,40.0929
2023-05-01,40.0929
2023-05-02,39.9847
2023-05-03,38.6371
2023-05-04,36.8881
2023-05-05,42.7972
2023-05-06,42.7972
2023-05-07,42.7972
2023-05-08,47.4775
2023-05-09,53.2673
2023-05-10,55.9997
2023-05-11,55.3906
2023-05-12,55.6898
2023-05-13,55.6898
2023-05-14,55.6898
2023-05-15,59.6974
2023-05-16,63.1089
2023-05-17,60.8521
2023-05-18,63.7571
2023-05-19,63.259
2023-05-20,63.259
2023-05-21,63.259
2023-05-22,63.9509
2023-05-23,62.2283
2023-05-24,60.7853
2023-05-25,63.7703
2023-05-26,67.898
2023-05-27,67.898
2023-05-28,67.898
2023-05-29,67.898
2023-05-30,66.0279
2023-05-31,66.429
2023-06-01,67.7618
2023-06-02,68.4394
2023-06-03,68.4394
2023-06-04,68.4394
2023-06-05,65.4688
2023-06-06,67.1292
2023-06-07,67.8981
2023-06-08,66.7794
2023-06-09,66.2151
2023-06-10,66.2151
2023-06-11,66.2151
2023-06-12,65.5152
2023-06-13,66.8973
2023-06-14,64.54
2023-06-15,62.4481
2023-06-16,62.8148
2023-06-17,62.8148
2023-06-18,62.8148
2023-06-19,62.8148
2023-06-20,64.0847
2023-06-21,62.2622
2023-06-22,62.3386
2023-06-23,58.0805
2023-06-24,58.0805
2023-06-25,58.0805
2023-06-26,58.4994
2023-06-27,62.2818
2023-06-28,60.7466
2023-06-29,62.7902
2023-06-30,63.1447
2023-07-01,63.1447
2023-07-02,63.1447
2023-07-03,63.5754
2023-07-04,63.5754
2023-07-05,57.9688
2023-07-06,55.4399
2023-07-07,54.7705
2023-07-08,54.7705
2023-07-09,54.7705
2023-07-10,55.8315
2023-07-11,54.0477
2023-07-12,54.1369
2023-07-13,60.3799
2023-07-14,60.2718
2023-07-15,60.2718
2023-07-16,60.2718
2023-07-17,63.6394
2023-07-18,64.2969
2023-07-19,62.1918
2023-07-20,58.1009
2023-07-21,60.3224
2023-07-22,60.3224
2023-07-23,60.3224
2023-07-24,59.8677
2023-07-25,60.7518
2023-07-26,60.1716
2023-07-27,61.9486
2023-07-28,63.7196
2023-07-29,63.7196
2023-07-30,63.7196
2023-07-31,65.616
2023-08-01,67.139
2023-08-02,65.9086
2023-08-03,66.962
2023-08-04,63.5057
2023-08-05,63.5057
2023-08-06,63.5057
2023-08-07,63.3446
2023-08-08,68.6382
2023-08-09,69.8965
2023-08-10,68.4239
2023-08-11,66.3578
2023-08-12,66.3578
2023-08-13,66.3578
2023-08-14,67.5489
2023-08-15,63.7253
2023-08-16,59.4316
2023-08-17,56.6867
2023-08-18,57.2438
2023-08-19,57.2438
2023-08-20,57.2438
2023-08-21,58.3522
2023-08-22,57.2854
2023-08-23,58.2333
2023-08-24,55.0327
2023-08-25,55.5974
2023-08-26,55.5974
2023-08-27,55.5974
2023-08-28,54.9258
2023-08-29,57.1353
2023-08-30,58.8733
2023-08-31,59.0916
2023-09-01,61.4796
2023-09-02,61.4796
2023-09-03,61.4796
2023-09-04,61.4796
2023-09-05,56.0785
2023-09-06,56.5796
2023-09-07,55.7571
2023-09-08,53.8537
2023-09-09,53.8537
2023-09-10,53.8537
2023-09-11,52.8608
2023-09-12,51.2575
2023-09-13,52.9498
2023-09-14,54.1755
2023-09-15,47.8399
2023-09-16,47.8399
2023-09-17,47.8399
2023-09-18,48.7058
2023-09-19,48.671
2023-09-20,47.5113
2023-09-21,46.5039
2023-09-22,47.2618
2023-09-23,47.2618
2023-09-24,47.2618
2023-09-25,49.1446
2023-09-26,47.8558
2023-09-27,50.7205
2023-09-28,53.6696
2023-09-29,53.4333
2023-09-30,53.4333
2023-10-01,53.4333
2023-10-02,50.7375
2023-10-03,48.7039
2023-10-04,49.4893
2023-10-05,49.1925
2023-10-06,50.5724
2023-10-07,50.5724
2023-10-08,50.5724
2023-10-09,50.2976
2023-10-10,51.3906
2023-10-11,51.9372
2023-10-12,54.6861
2023-10-13,51.1228
2023-10-14,51.1228
2023-10-15,51.1228
2023-10-16,48.6808
2023-10-17,48.8388
2023-10-18,47.7737
2023-10-19,44.7114
2023-10-20,42.24
2023-10-21,42.24
2023-10-22,42.24
2023-10-23,41.731
2023-10-24,42.888
2023-10-25,41.2896
2023-10-26,40.4931
2023-10-27,39.6078
2023-10-28,39.6078
2023-10-29,39.6078
2023-10-30,38.6098
2023-10-31,39.1058
2023-11-01,40.9803
2023-11-02,43.5807
2023-11-03,45.6091
2023-11-04,45.6091
2023-11-05,45.6091
2023-11-06,43.9387
2023-11-07,52.3061
2023-11-08,50.3006
2023-11-09,51.5922
2023-11-10,54.7795
2023-11-11,54.7795
2023-11-12,54.7795
2023-11-13,54.2462
2023-11-14,55.7732
2023-11-15,55.1387
2023-11-16,55.5312
2023-11-17,56.5473
2023-11-18,56.5473
2023-11-19,56.5473
2023-11-20,59.0456
2023-11-21,57.6316
2023-11-22,58.2892
2023-11-23,58.2892
2023-11-24,57.9789
2023-11-25,57.9789
2023-11-26,57.9789
2023-11-27,58.9793
2023-11-28,56.5963
2023-11-29,55.7608
2023-11-30,55.4932
2023-12-01,56.0029
2023-12-02,56.0029
2023-12-03,56.0029
2023-12-04,53.7732
2023-12-05,52.0241
2023-12-06,52.0241
2023-12-07,53.5599
2023-12-08,54.55
2023-12-09,54.55
2023-12-10,54.55
2023-12-11,56.9792
2023-12-12,59.2332
2023-12-13,59.3708
2023-12-14,62.8719
2023-12-15,63.1758
2023-12-16,63.1758
2023-12-17,63.1758
2023-12-18,63.3311
2023-12-19,64.3572
2023-12-20,58.7878
2023-12-21,61.2302
2023-12-22,62.5299
2023-12-23,62.5299
2023-12-24,62.5299
2023-12-25,62.5299
2023-12-26,63.2705
2023-12-27,62.6556
2023-12-28,61.5723
2023-12-29,60.0881
2023-12-30,60.0881
2023-12-31,60.0881
2024-01-01,60.0881
2024-01-02,57.6587
2024-01-03,51.5435
2024-01-04,49.8514
2024-01-05,49.191
2024-01-06,49.191
2024-01-07,49.191
2024-01-08,50.3517
2024-01-09,48.6854
2024-01-10,47.637
2024-01-11,47.4413
2024-01-12,48.5349
2024-01-13,48.5349
2024-01-14,48.5349
2024-01-15,48.5349
2024-01-16,54.247
2024-01-17,55.2741
2024-01-18,60.1557
2024-01-19,62.6888
2024-01-20,62.6888
2024-01-21,62.6888
2024-01-22,64.7787
2024-01-23,62.8482
2024-01-24,63.7622
2024-01-25,63.4036
2024-01-26,60.0828
2024-01-27,60.0828
2024-01-28,60.0828
2024-01-29,60.644
2024-01-30,59.9897
2024-01-31,57.3442
2024-02-01,58.7113
2024-02-02,59.3109
2024-02-03,59.3109
2024-02-04,59.3109
2024-02-05,59.8834
2024-02-06,55.5432
2024-02-07,55.706
2024-02-08,58.7383
2024-02-09,62.6142
2024-02-10,62.6142
2024-02-11,62.6142
2024-02-12,63.9941
2024-02-13,61.7623
2024-02-14,64.4934
2024-02-15,64.8838
2024-02-16,64.8838
2024-02-17,64.8838
2024-02-18,64.8838
2024-02-19,64.8838
2024-02-20,58.1257
2024-02-21,58.2862
2024-02-22,61.3041
2024-02-23,61.3531
2024-02-24,61.3531
2024-02-25,61.3531
2024-02-26,62.7682
2024-02-27,61.9589
2024-02-28,60.076
2024-02-29,63.1566
2024-03-01,64.7115
2024-03-02,64.7115
2024-03-03,64.7115
2024-03-04,64.6706
2024-03-05,61.075
2024-03-06,61.8311
2024-03-07,63.0758
2024-03-08,59.2692
2024-03-09,59.2692
2024-03-10,59.2692
2024-03-11,55.3593
2024-03-12,56.3955
2024-03-13,54.3863
2024-03-14,52.6403
2024-03-15,51.9376
2024-03-16,51.9376
2024-03-17,51.9376
2024-03-18,53.258
2024-03-19,52.1062
2024-03-20,54.5742
2024-03-21,55.9554
2024-03-22,56.0935
2024-03-23,56.0935
2024-03-24,56.0935
2024-03-25,55.1983
2024-03-26,53.1959
2024-03-27,54.5136
2024-03-28,55.4281
2024-03-29,55.4281
2024-03-30,55.4281
2024-03-31,55.4281
2024-04-01,56.9587
2024-04-02,53.448
2024-04-03,55.1689
2024-04-04,52.1919
2024-04-05,53.2883
2024-04-06,53.2883
2024-04-07,53.2883
2024-04-08,55.6485
