,BOOM US Equity
2023-03-18,45.5127
2023-03-19,45.5127
2023-03-20,46.6742
2023-03-21,47.2685
2023-03-22,46.1805
2023-03-23,43.8059
2023-03-24,43.9452
2023-03-25,43.9452
2023-03-26,43.9452
2023-03-27,46.7584
2023-03-28,46.5707
2023-03-29,46.5707
2023-03-30,46.8846
2023-03-31,48.8623
2023-04-01,48.8623
2023-04-02,48.8623
2023-04-03,50.9669
2023-04-04,46.1323
2023-04-05,44.5169
2023-04-06,44.4263
2023-04-07,44.4263
2023-04-08,44.4263
2023-04-09,44.4263
2023-04-10,44.8619
2023-04-11,44.5249
2023-04-12,43.4399
2023-04-13,44.4665
2023-04-14,43.6226
2023-04-15,43.6226
2023-04-16,43.6226
2023-04-17,43.472
2023-04-18,43.6397
2023-04-19,45.7386
2023-04-20,45.516
2023-04-21,45.6528
2023-04-22,45.6528
2023-04-23,45.6528
2023-04-24,47.0962
2023-04-25,43.5627
2023-04-26,41.6841
2023-04-27,41.5297
2023-04-28,42.7364
2023-04-29,42.7364
2023-04-30,42.7364
2023-05-01,42.8842
2023-05-02,38.7459
2023-05-03,39.0501
2023-05-04,39.439
2023-05-05,43.2947
2023-05-06,43.2947
2023-05-07,43.2947
2023-05-08,40.3291
2023-05-09,41.0555
2023-05-10,41.0555
2023-05-11,41.0021
2023-05-12,40.3772
2023-05-13,40.3772
2023-05-14,40.3772
2023-05-15,39.9662
2023-05-16,39.1688
2023-05-17,41.0159
2023-05-18,41.3508
2023-05-19,40.7523
2023-05-20,40.7523
2023-05-21,40.7523
2023-05-22,41.2798
2023-05-23,43.865
2023-05-24,42.354
2023-05-25,41.5661
2023-05-26,40.3849
2023-05-27,40.3849
2023-05-28,40.3849
2023-05-29,40.3849
2023-05-30,39.6487
2023-05-31,38.3529
2023-06-01,41.1301
2023-06-02,46.5293
2023-06-03,46.5293
2023-06-04,46.5293
2023-06-05,43.3645
2023-06-06,45.4006
2023-06-07,47.6419
2023-06-08,46.4141
2023-06-09,44.7501
2023-06-10,44.7501
2023-06-11,44.7501
2023-06-12,44.9811
2023-06-13,46.0315
2023-06-14,42.7773
2023-06-15,43.1769
2023-06-16,40.6238
2023-06-17,40.6238
2023-06-18,40.6238
2023-06-19,40.6238
2023-06-20,40.0328
2023-06-21,41.8661
2023-06-22,40.3577
2023-06-23,43.554
2023-06-24,43.554
2023-06-25,43.554
2023-06-26,44.7938
2023-06-27,46.2441
2023-06-28,46.3592
2023-06-29,48.3057
2023-06-30,48.8702
2023-07-01,48.8702
2023-07-02,48.8702
2023-07-03,50.5101
2023-07-04,50.5101
2023-07-05,43.9483
2023-07-06,42.6176
2023-07-07,46.952
2023-07-08,46.952
2023-07-09,46.952
2023-07-10,47.3633
2023-07-11,49.5872
2023-07-12,49.7536
2023-07-13,51.316
2023-07-14,50.3511
2023-07-15,50.3511
2023-07-16,50.3511
2023-07-17,52.4012
2023-07-18,51.9715
2023-07-19,51.8981
2023-07-20,51.2618
2023-07-21,51.4249
2023-07-22,51.4249
2023-07-23,51.4249
2023-07-24,53.7889
2023-07-25,53.8587
2023-07-26,54.7782
2023-07-27,50.7169
2023-07-28,50.7917
2023-07-29,50.7917
2023-07-30,50.7917
2023-07-31,52.8976
2023-08-01,50.9582
2023-08-02,50.0669
2023-08-03,51.9567
2023-08-04,51.3138
2023-08-05,51.3138
2023-08-06,51.3138
2023-08-07,50.3867
2023-08-08,47.6747
2023-08-09,61.9353
2023-08-10,59.5129
2023-08-11,59.4421
2023-08-12,59.4421
2023-08-13,59.4421
2023-08-14,64.0405
2023-08-15,62.9752
2023-08-16,61.3562
2023-08-17,60.9335
2023-08-18,63.3498
2023-08-19,63.3498
2023-08-20,63.3498
2023-08-21,63.7882
2023-08-22,62.8622
2023-08-23,64.4427
2023-08-24,59.1308
2023-08-25,58.6998
2023-08-26,58.6998
2023-08-27,58.6998
2023-08-28,59.8636
2023-08-29,60.6887
2023-08-30,60.8506
2023-08-31,61.2281
2023-09-01,64.0937
2023-09-02,64.0937
2023-09-03,64.0937
2023-09-04,64.0937
2023-09-05,65.7313
2023-09-06,66.94
2023-09-07,65.5512
2023-09-08,65.7756
2023-09-09,65.7756
2023-09-10,65.7756
2023-09-11,64.5495
2023-09-12,64.6813
2023-09-13,61.8652
2023-09-14,61.7477
2023-09-15,61.2264
2023-09-16,61.2264
2023-09-17,61.2264
2023-09-18,58.6645
2023-09-19,59.6585
2023-09-20,59.3393
2023-09-21,56.6733
2023-09-22,55.7961
2023-09-23,55.7961
2023-09-24,55.7961
2023-09-25,55.9189
2023-09-26,56.0136
2023-09-27,56.2407
2023-09-28,58.6984
2023-09-29,56.4691
2023-09-30,56.4691
2023-10-01,56.4691
2023-10-02,53.8351
2023-10-03,52.1204
2023-10-04,47.8142
2023-10-05,46.4897
2023-10-06,46.7502
2023-10-07,46.7502
2023-10-08,46.7502
2023-10-09,47.8753
2023-10-10,49.5656
2023-10-11,47.7211
2023-10-12,44.8848
2023-10-13,44.0749
2023-10-14,44.0749
2023-10-15,44.0749
2023-10-16,42.9645
2023-10-17,43.4963
2023-10-18,42.7665
2023-10-19,41.8815
2023-10-20,40.7901
2023-10-21,40.7901
2023-10-22,40.7901
2023-10-23,39.6004
2023-10-24,39.0566
2023-10-25,37.2906
2023-10-26,37.1459
2023-10-27,37.7955
2023-10-28,37.7955
2023-10-29,37.7955
2023-10-30,38.3532
2023-10-31,39.0216
2023-11-01,38.4902
2023-11-02,39.5545
2023-11-03,33.8318
2023-11-04,33.8318
2023-11-05,33.8318
2023-11-06,33.0467
2023-11-07,31.8244
2023-11-08,31.7232
2023-11-09,30.6159
2023-11-10,31.7914
2023-11-11,31.7914
2023-11-12,31.7914
2023-11-13,31.5283
2023-11-14,36.4778
2023-11-15,35.6002
2023-11-16,33.6726
2023-11-17,33.6726
2023-11-18,33.6726
2023-11-19,33.6726
2023-11-20,34.6603
2023-11-21,33.9627
2023-11-22,35.6377
2023-11-23,35.6377
2023-11-24,36.3613
2023-11-25,36.3613
2023-11-26,36.3613
2023-11-27,35.7221
2023-11-28,34.2881
2023-11-29,35.6248
2023-11-30,36.4389
2023-12-01,39.9199
2023-12-02,39.9199
2023-12-03,39.9199
2023-12-04,41.523
2023-12-05,39.3164
2023-12-06,39.6968
2023-12-07,41.1152
2023-12-08,43.6466
2023-12-09,43.6466
2023-12-10,43.6466
2023-12-11,42.543
2023-12-12,41.1216
2023-12-13,46.1977
2023-12-14,47.6762
2023-12-15,50.9855
2023-12-16,50.9855
2023-12-17,50.9855
2023-12-18,51.4039
2023-12-19,52.9815
2023-12-20,51.5244
2023-12-21,52.5371
2023-12-22,52.9187
2023-12-23,52.9187
2023-12-24,52.9187
2023-12-25,52.9187
2023-12-26,54.1475
2023-12-27,54.8205
2023-12-28,52.8157
2023-12-29,51.6912
2023-12-30,51.6912
2023-12-31,51.6912
2024-01-01,51.6912
2024-01-02,48.531
2024-01-03,45.8046
2024-01-04,45.5153
2024-01-05,48.3593
2024-01-06,48.3593
2024-01-07,48.3593
2024-01-08,45.0601
2024-01-09,41.7115
2024-01-10,41.9078
2024-01-11,43.3871
2024-01-12,43.5852
2024-01-13,43.5852
2024-01-14,43.5852
2024-01-15,43.5852
2024-01-16,43.8394
2024-01-17,44.9176
2024-01-18,45.7388
2024-01-19,45.4758
2024-01-20,45.4758
2024-01-21,45.4758
2024-01-22,47.5554
2024-01-23,47.4618
2024-01-24,46.4217
2024-01-25,47.2907
2024-01-26,47.1424
2024-01-27,47.1424
2024-01-28,47.1424
2024-01-29,54.3927
2024-01-30,53.6163
2024-01-31,46.1642
2024-02-01,46.3523
2024-02-02,43.9304
2024-02-03,43.9304
2024-02-04,43.9304
2024-02-05,45.4294
2024-02-06,44.9879
2024-02-07,47.4379
2024-02-08,48.6441
2024-02-09,50.8004
2024-02-10,50.8004
2024-02-11,50.8004
2024-02-12,52.0584
2024-02-13,48.2717
2024-02-14,50.8927
2024-02-15,53.4146
2024-02-16,51.7985
2024-02-17,51.7985
2024-02-18,51.7985
2024-02-19,51.7985
2024-02-20,51.6674
2024-02-21,47.7109
2024-02-22,48.6529
2024-02-23,46.752
2024-02-24,46.752
2024-02-25,46.752
2024-02-26,46.517
2024-02-27,49.2025
2024-02-28,46.1012
2024-02-29,45.9495
2024-03-01,45.5233
2024-03-02,45.5233
2024-03-03,45.5233
2024-03-04,46.0876
2024-03-05,48.3476
2024-03-06,47.3011
2024-03-07,48.0915
2024-03-08,48.2332
2024-03-09,48.2332
2024-03-10,48.2332
2024-03-11,49.8849
2024-03-12,49.4188
2024-03-13,50.094
2024-03-14,49.5563
2024-03-15,52.0721
2024-03-16,52.0721
2024-03-17,52.0721
2024-03-18,52.2616
2024-03-19,56.7696
2024-03-20,57.0983
2024-03-21,55.6217
2024-03-22,55.076
2024-03-23,55.076
2024-03-24,55.076
2024-03-25,55.1215
2024-03-26,54.0445
2024-03-27,55.9652
2024-03-28,58.4205
2024-03-29,58.4205
2024-03-30,58.4205
2024-03-31,58.4205
2024-04-01,57.4152
2024-04-02,57.0567
2024-04-03,57.7838
2024-04-04,54.5583
2024-04-05,54.8
2024-04-06,54.8
2024-04-07,54.8
2024-04-08,53.9102
