,RUTH US Equity
,RSI_30D
2023-03-06,51.6505
2023-03-07,52.7673
2023-03-08,52.1443
2023-03-09,48.9113
2023-03-10,46.7271
2023-03-11,46.7271
2023-03-12,46.7271
2023-03-13,46.4278
2023-03-14,47.0707
2023-03-15,48.2391
2023-03-16,51.2976
2023-03-17,46.6803
2023-03-18,46.6803
2023-03-19,46.6803
2023-03-20,45.8646
2023-03-21,46.3778
2023-03-22,45.0047
2023-03-23,42.983
2023-03-24,43.9522
2023-03-25,43.9522
2023-03-26,43.9522
2023-03-27,44.6216
2023-03-28,44.9309
2023-03-29,46.4771
2023-03-30,45.7332
2023-03-31,45.9887
2023-04-01,45.9887
2023-04-02,45.9887
2023-04-03,45.6552
2023-04-04,44.9248
2023-04-05,44.1382
2023-04-06,44.3542
2023-04-07,44.3542
2023-04-08,44.3542
2023-04-09,44.3542
2023-04-10,45.6583
2023-04-11,46.3805
2023-04-12,45.9384
2023-04-13,47.635
2023-04-14,48.4356
2023-04-15,48.4356
2023-04-16,48.4356
2023-04-17,46.8851
2023-04-18,46.8851
2023-04-19,48.2719
2023-04-20,46.5265
2023-04-21,46.5265
2023-04-22,46.5265
2023-04-23,46.5265
2023-04-24,43.6232
2023-04-25,40.129
2023-04-26,40.3421
2023-04-27,42.664
2023-04-28,46.5751
2023-04-29,46.5751
2023-04-30,46.5751
2023-05-01,47.6826
2023-05-02,45.8473
2023-05-03,69.4918
2023-05-04,69.0341
2023-05-05,68.9167
2023-05-06,68.9167
2023-05-07,68.9167
2023-05-08,68.9167
2023-05-09,68.8541
2023-05-10,68.9998
2023-05-11,68.7336
2023-05-12,68.7336
2023-05-13,68.7336
2023-05-14,68.7336
2023-05-15,68.7336
2023-05-16,68.7336
2023-05-17,68.8369
2023-05-18,68.8723
2023-05-19,68.9089
2023-05-20,68.9089
2023-05-21,68.9089
2023-05-22,68.8252
2023-05-23,68.7389
2023-05-24,68.7794
2023-05-25,68.8212
2023-05-26,68.8643
2023-05-27,68.8643
2023-05-28,68.8643
2023-05-29,68.8643
2023-05-30,68.8643
2023-05-31,68.7625
2023-06-01,68.9525
2023-06-02,68.8442
2023-06-03,68.8442
2023-06-04,68.8442
2023-06-05,68.8442
2023-06-06,69.0005
2023-06-07,68.7626
2023-06-08,68.7626
2023-06-09,68.8201
2023-06-10,68.8201
2023-06-11,68.8201
2023-06-12,68.8201
2023-06-13,68.8814
2023-06-14,68.8814
2023-06-15,68.8814
2023-06-16,68.8814
2023-06-17,68.8814
2023-06-18,68.8814
2023-06-19,68.8814
2023-06-20,68.8814
2023-06-21,68.8814
2023-06-22,68.8814
2023-06-23,68.8814
2023-06-24,68.8814
2023-06-25,68.8814
2023-06-26,68.8814
2023-06-27,68.8814
2023-06-28,68.8814
2023-06-29,68.8814
2023-06-30,68.8814
2023-07-01,68.8814
2023-07-02,68.8814
2023-07-03,68.8814
2023-07-04,68.8814
2023-07-05,68.8814
2023-07-06,68.8814
2023-07-07,68.8814
2023-07-08,68.8814
2023-07-09,68.8814
2023-07-10,68.8814
2023-07-11,68.8814
2023-07-12,68.8814
2023-07-13,68.8814
2023-07-14,68.8814
2023-07-15,68.8814
2023-07-16,68.8814
2023-07-17,68.8814
2023-07-18,68.8814
2023-07-19,68.8814
2023-07-20,68.8814
2023-07-21,68.8814
2023-07-22,68.8814
2023-07-23,68.8814
2023-07-24,68.8814
2023-07-25,68.8814
2023-07-26,68.8814
2023-07-27,68.8814
2023-07-28,68.8814
2023-07-29,68.8814
2023-07-30,68.8814
2023-07-31,68.8814
2023-08-01,68.8814
2023-08-02,68.8814
2023-08-03,68.8814
2023-08-04,68.8814
2023-08-05,68.8814
2023-08-06,68.8814
2023-08-07,68.8814
2023-08-08,68.8814
2023-08-09,68.8814
2023-08-10,68.8814
2023-08-11,68.8814
2023-08-12,68.8814
2023-08-13,68.8814
2023-08-14,68.8814
2023-08-15,68.8814
2023-08-16,68.8814
2023-08-17,68.8814
2023-08-18,68.8814
2023-08-19,68.8814
2023-08-20,68.8814
2023-08-21,68.8814
2023-08-22,68.8814
2023-08-23,68.8814
2023-08-24,68.8814
2023-08-25,68.8814
2023-08-26,68.8814
2023-08-27,68.8814
2023-08-28,68.8814
2023-08-29,68.8814
2023-08-30,68.8814
2023-08-31,68.8814
2023-09-01,68.8814
2023-09-02,68.8814
2023-09-03,68.8814
2023-09-04,68.8814
2023-09-05,68.8814
2023-09-06,68.8814
2023-09-07,68.8814
2023-09-08,68.8814
2023-09-09,68.8814
2023-09-10,68.8814
2023-09-11,68.8814
2023-09-12,68.8814
2023-09-13,68.8814
2023-09-14,68.8814
2023-09-15,68.8814
2023-09-16,68.8814
2023-09-17,68.8814
2023-09-18,68.8814
2023-09-19,68.8814
2023-09-20,68.8814
2023-09-21,68.8814
2023-09-22,68.8814
2023-09-23,68.8814
2023-09-24,68.8814
2023-09-25,68.8814
2023-09-26,68.8814
2023-09-27,68.8814
2023-09-28,68.8814
2023-09-29,68.8814
2023-09-30,68.8814
2023-10-01,68.8814
2023-10-02,68.8814
2023-10-03,68.8814
2023-10-04,68.8814
2023-10-05,68.8814
2023-10-06,68.8814
2023-10-07,68.8814
2023-10-08,68.8814
2023-10-09,68.8814
2023-10-10,68.8814
2023-10-11,68.8814
2023-10-12,68.8814
2023-10-13,68.8814
2023-10-14,68.8814
2023-10-15,68.8814
2023-10-16,68.8814
2023-10-17,68.8814
2023-10-18,68.8814
2023-10-19,68.8814
2023-10-20,68.8814
2023-10-21,68.8814
2023-10-22,68.8814
2023-10-23,68.8814
2023-10-24,68.8814
2023-10-25,68.8814
2023-10-26,68.8814
2023-10-27,68.8814
2023-10-28,68.8814
2023-10-29,68.8814
2023-10-30,68.8814
2023-10-31,68.8814
2023-11-01,68.8814
2023-11-02,68.8814
2023-11-03,68.8814
2023-11-04,68.8814
2023-11-05,68.8814
2023-11-06,68.8814
2023-11-07,68.8814
2023-11-08,68.8814
2023-11-09,68.8814
2023-11-10,68.8814
2023-11-11,68.8814
2023-11-12,68.8814
2023-11-13,68.8814
2023-11-14,68.8814
2023-11-15,68.8814
2023-11-16,68.8814
2023-11-17,68.8814
2023-11-18,68.8814
2023-11-19,68.8814
2023-11-20,68.8814
2023-11-21,68.8814
2023-11-22,68.8814
2023-11-23,68.8814
2023-11-24,68.8814
2023-11-25,68.8814
2023-11-26,68.8814
2023-11-27,68.8814
2023-11-28,68.8814
2023-11-29,68.8814
2023-11-30,68.8814
2023-12-01,68.8814
2023-12-02,68.8814
2023-12-03,68.8814
2023-12-04,68.8814
2023-12-05,68.8814
2023-12-06,68.8814
2023-12-07,68.8814
2023-12-08,68.8814
2023-12-09,68.8814
2023-12-10,68.8814
2023-12-11,68.8814
2023-12-12,68.8814
2023-12-13,68.8814
2023-12-14,68.8814
2023-12-15,68.8814
2023-12-16,68.8814
2023-12-17,68.8814
2023-12-18,68.8814
2023-12-19,68.8814
2023-12-20,68.8814
2023-12-21,68.8814
2023-12-22,68.8814
2023-12-23,68.8814
2023-12-24,68.8814
2023-12-25,68.8814
2023-12-26,68.8814
2023-12-27,68.8814
2023-12-28,68.8814
2023-12-29,68.8814
2023-12-30,68.8814
2023-12-31,68.8814
2024-01-01,68.8814
2024-01-02,68.8814
2024-01-03,68.8814
2024-01-04,68.8814
2024-01-05,68.8814
2024-01-06,68.8814
2024-01-07,68.8814
2024-01-08,68.8814
2024-01-09,68.8814
2024-01-10,68.8814
2024-01-11,68.8814
2024-01-12,68.8814
2024-01-13,68.8814
2024-01-14,68.8814
2024-01-15,68.8814
2024-01-16,68.8814
2024-01-17,68.8814
2024-01-18,68.8814
2024-01-19,68.8814
2024-01-20,68.8814
2024-01-21,68.8814
2024-01-22,68.8814
2024-01-23,68.8814
2024-01-24,68.8814
2024-01-25,68.8814
2024-01-26,68.8814
2024-01-27,68.8814
2024-01-28,68.8814
2024-01-29,68.8814
2024-01-30,68.8814
2024-01-31,68.8814
2024-02-01,68.8814
2024-02-02,68.8814
2024-02-03,68.8814
2024-02-04,68.8814
2024-02-05,68.8814
2024-02-06,68.8814
2024-02-07,68.8814
2024-02-08,68.8814
2024-02-09,68.8814
2024-02-10,68.8814
2024-02-11,68.8814
2024-02-12,68.8814
2024-02-13,68.8814
2024-02-14,68.8814
2024-02-15,68.8814
2024-02-16,68.8814
2024-02-17,68.8814
2024-02-18,68.8814
2024-02-19,68.8814
2024-02-20,68.8814
2024-02-21,68.8814
2024-02-22,68.8814
2024-02-23,68.8814
2024-02-24,68.8814
2024-02-25,68.8814
2024-02-26,68.8814
2024-02-27,68.8814
2024-02-28,68.8814
2024-02-29,68.8814
2024-03-01,68.8814
2024-03-02,68.8814
2024-03-03,68.8814
2024-03-04,68.8814
2024-03-05,68.8814
2024-03-06,68.8814
2024-03-07,68.8814
2024-03-08,68.8814
2024-03-09,68.8814
2024-03-10,68.8814
2024-03-11,68.8814
2024-03-12,68.8814
2024-03-13,68.8814
2024-03-14,68.8814
2024-03-15,68.8814
2024-03-16,68.8814
2024-03-17,68.8814
2024-03-18,68.8814
2024-03-19,68.8814
2024-03-20,68.8814
2024-03-21,68.8814
2024-03-22,68.8814
2024-03-23,68.8814
2024-03-24,68.8814
2024-03-25,68.8814
2024-03-26,68.8814
2024-03-27,68.8814
2024-03-28,68.8814
2024-03-29,68.8814
2024-03-30,68.8814
2024-03-31,68.8814
2024-04-01,68.8814
2024-04-02,68.8814
2024-04-03,68.8814
2024-04-04,68.8814
2024-04-05,68.8814
2024-04-06,68.8814
2024-04-07,68.8814
2024-04-08,68.8814
