,WSBF US Equity
2023-03-22,42.5122
2023-03-23,41.1264
2023-03-24,42.6532
2023-03-25,42.6532
2023-03-26,42.6532
2023-03-27,44.1514
2023-03-28,42.6899
2023-03-29,41.6394
2023-03-30,42.3729
2023-03-31,43.7317
2023-04-01,43.7317
2023-04-02,43.7317
2023-04-03,41.3279
2023-04-04,39.6549
2023-04-05,40.8397
2023-04-06,43.3833
2023-04-07,43.3833
2023-04-08,43.3833
2023-04-09,43.3833
2023-04-10,44.1084
2023-04-11,42.8908
2023-04-12,42.5666
2023-04-13,42.6786
2023-04-14,41.3437
2023-04-15,41.3437
2023-04-16,41.3437
2023-04-17,44.6988
2023-04-18,41.506
2023-04-19,42.7002
2023-04-20,42.4557
2023-04-21,41.8768
2023-04-22,41.8768
2023-04-23,41.8768
2023-04-24,41.4591
2023-04-25,38.3707
2023-04-26,40.1448
2023-04-27,40.3815
2023-04-28,38.268
2023-04-29,38.268
2023-04-30,38.268
2023-05-01,37.5157
2023-05-02,37.8946
2023-05-03,37.7367
2023-05-04,35.8817
2023-05-05,40.426
2023-05-06,40.426
2023-05-07,40.426
2023-05-08,40.7877
2023-05-09,40.4489
2023-05-10,38.3873
2023-05-11,36.0316
2023-05-12,36.0316
2023-05-13,36.0316
2023-05-14,36.0316
2023-05-15,34.708
2023-05-16,34.8456
2023-05-17,42.8205
2023-05-18,42.6517
2023-05-19,40.5834
2023-05-20,40.5834
2023-05-21,40.5834
2023-05-22,42.8759
2023-05-23,43.2159
2023-05-24,43.1274
2023-05-25,42.4971
2023-05-26,42.3143
2023-05-27,42.3143
2023-05-28,42.3143
2023-05-29,42.3143
2023-05-30,44.0567
2023-05-31,41.6404
2023-06-01,46.964
2023-06-02,52.9485
2023-06-03,52.9485
2023-06-04,52.9485
2023-06-05,53.2127
2023-06-06,58.0107
2023-06-07,59.7477
2023-06-08,58.2925
2023-06-09,55.879
2023-06-10,55.879
2023-06-11,55.879
2023-06-12,56.5001
2023-06-13,57.8057
2023-06-14,56.2642
2023-06-15,56.2642
2023-06-16,53.9055
2023-06-17,53.9055
2023-06-18,53.9055
2023-06-19,53.9055
2023-06-20,50.9287
2023-06-21,49.0312
2023-06-22,49.5863
2023-06-23,50.2405
2023-06-24,50.2405
2023-06-25,50.2405
2023-06-26,49.1104
2023-06-27,49.2089
2023-06-28,50.1079
2023-06-29,51.7757
2023-06-30,49.5579
2023-07-01,49.5579
2023-07-02,49.5579
2023-07-03,51.0372
2023-07-04,51.0372
2023-07-05,51.5274
2023-07-06,50.3795
2023-07-07,51.5124
2023-07-08,51.5124
2023-07-09,51.5124
2023-07-10,50.9652
2023-07-11,52.5301
2023-07-12,53.4521
2023-07-13,53.5558
2023-07-14,51.1962
2023-07-15,51.1962
2023-07-16,51.1962
2023-07-17,52.1771
2023-07-18,54.1878
2023-07-19,56.6678
2023-07-20,56.1645
2023-07-21,55.1512
2023-07-22,55.1512
2023-07-23,55.1512
2023-07-24,56.8621
2023-07-25,52.8161
2023-07-26,47.0447
2023-07-27,47.3692
2023-07-28,46.4852
2023-07-29,46.4852
2023-07-30,46.4852
2023-07-31,44.7569
2023-08-01,42.4874
2023-08-02,42.9661
2023-08-03,42.8738
2023-08-04,42.5899
2023-08-05,42.5899
2023-08-06,42.5899
2023-08-07,43.7459
2023-08-08,40.7293
2023-08-09,40.0156
2023-08-10,38.4476
2023-08-11,37.935
2023-08-12,37.935
2023-08-13,37.935
2023-08-14,37.504
2023-08-15,33.7011
2023-08-16,32.2223
2023-08-17,36.3497
2023-08-18,35.972
2023-08-19,35.972
2023-08-20,35.972
2023-08-21,34.3476
2023-08-22,33.4249
2023-08-23,33.212
2023-08-24,35.4802
2023-08-25,35.7623
2023-08-26,35.7623
2023-08-27,35.7623
2023-08-28,36.9039
2023-08-29,37.4786
2023-08-30,36.365
2023-08-31,36.0243
2023-09-01,42.1879
2023-09-02,42.1879
2023-09-03,42.1879
2023-09-04,42.1879
2023-09-05,38.683
2023-09-06,36.562
2023-09-07,37.2215
2023-09-08,38.2833
2023-09-09,38.2833
2023-09-10,38.2833
2023-09-11,37.706
2023-09-12,37.706
2023-09-13,36.284
2023-09-14,40.131
2023-09-15,37.9311
2023-09-16,37.9311
2023-09-17,37.9311
2023-09-18,35.9698
2023-09-19,35.2902
2023-09-20,34.5401
2023-09-21,35.5324
2023-09-22,33.8635
2023-09-23,33.8635
2023-09-24,33.8635
2023-09-25,35.2926
2023-09-26,32.1978
2023-09-27,31.6635
2023-09-28,31.5282
2023-09-29,30.7134
2023-09-30,30.7134
2023-10-01,30.7134
2023-10-02,29.5293
2023-10-03,27.5742
2023-10-04,28.0363
2023-10-05,31.5502
2023-10-06,33.3078
2023-10-07,33.3078
2023-10-08,33.3078
2023-10-09,35.9996
2023-10-10,35.9207
2023-10-11,34.7387
2023-10-12,33.669
2023-10-13,33.4408
2023-10-14,33.4408
2023-10-15,33.4408
2023-10-16,36.5554
2023-10-17,38.539
2023-10-18,35.8861
2023-10-19,33.9949
2023-10-20,31.4568
2023-10-21,31.4568
2023-10-22,31.4568
2023-10-23,30.7507
2023-10-24,32.4615
2023-10-25,32.1195
2023-10-26,36.5461
2023-10-27,37.3387
2023-10-28,37.3387
2023-10-29,37.3387
2023-10-30,41.6139
2023-10-31,43.6041
2023-11-01,45.4157
2023-11-02,47.1712
2023-11-03,49.4822
2023-11-04,49.4822
2023-11-05,49.4822
2023-11-06,48.3873
2023-11-07,47.9879
2023-11-08,47.9879
2023-11-09,47.2574
2023-11-10,48.4178
2023-11-11,48.4178
2023-11-12,48.4178
2023-11-13,49.6778
2023-11-14,58.2196
2023-11-15,55.0688
2023-11-16,53.1203
2023-11-17,55.192
2023-11-18,55.192
2023-11-19,55.192
2023-11-20,55.6147
2023-11-21,54.8651
2023-11-22,55.4858
2023-11-23,55.4858
2023-11-24,55.8447
2023-11-25,55.8447
2023-11-26,55.8447
2023-11-27,56.9228
2023-11-28,55.1807
2023-11-29,56.996
2023-11-30,56.64
2023-12-01,58.5163
2023-12-02,58.5163
2023-12-03,58.5163
2023-12-04,60.0491
2023-12-05,56.9071
2023-12-06,57.263
2023-12-07,58.9297
2023-12-08,59.9502
2023-12-09,59.9502
2023-12-10,59.9502
2023-12-11,60.2904
2023-12-12,60.4641
2023-12-13,65.3284
2023-12-14,66.564
2023-12-15,67.8163
2023-12-16,67.8163
2023-12-17,67.8163
2023-12-18,68.2053
2023-12-19,69.7798
2023-12-20,68.3786
2023-12-21,70.058
2023-12-22,69.0741
2023-12-23,69.0741
2023-12-24,69.0741
2023-12-25,69.0741
2023-12-26,70.3657
2023-12-27,71.6489
2023-12-28,69.5255
2023-12-29,66.4039
2023-12-30,66.4039
2023-12-31,66.4039
2024-01-01,66.4039
2024-01-02,64.7053
2024-01-03,61.0985
2024-01-04,61.8569
2024-01-05,62.6936
2024-01-06,62.6936
2024-01-07,62.6936
2024-01-08,62.8469
2024-01-09,60.1618
2024-01-10,58.9217
2024-01-11,58.5472
2024-01-12,57.6624
2024-01-13,57.6624
2024-01-14,57.6624
2024-01-15,57.6624
2024-01-16,54.8454
2024-01-17,56.8371
2024-01-18,55.6284
2024-01-19,57.4087
2024-01-20,57.4087
2024-01-21,57.4087
2024-01-22,60.6732
2024-01-23,58.9511
2024-01-24,59.9589
2024-01-25,61.1909
2024-01-26,61.2731
2024-01-27,61.2731
2024-01-28,61.2731
2024-01-29,63.6611
2024-01-30,60.2047
2024-01-31,51.8927
2024-02-01,49.5931
2024-02-02,44.7513
2024-02-03,44.7513
2024-02-04,44.7513
2024-02-05,46.0444
2024-02-06,46.1375
2024-02-07,46.1375
2024-02-08,45.3829
2024-02-09,47.0744
2024-02-10,47.0744
2024-02-11,47.0744
2024-02-12,50.8704
2024-02-13,43.6775
2024-02-14,45.5166
2024-02-15,50.3849
2024-02-16,49.856
2024-02-17,49.856
2024-02-18,49.856
2024-02-19,49.856
2024-02-20,48.7224
2024-02-21,48.4943
2024-02-22,46.6128
2024-02-23,45.9488
2024-02-24,45.9488
2024-02-25,45.9488
2024-02-26,45.5019
2024-02-27,47.526
2024-02-28,46.3642
2024-02-29,48.1982
2024-03-01,46.5516
2024-03-02,46.5516
2024-03-03,46.5516
2024-03-04,45.1092
2024-03-05,44.2141
2024-03-06,44.4043
2024-03-07,44.0932
2024-03-08,42.7759
2024-03-09,42.7759
2024-03-10,42.7759
2024-03-11,42.3143
2024-03-12,40.0069
2024-03-13,39.4329
2024-03-14,37.3537
2024-03-15,39.4456
2024-03-16,39.4456
2024-03-17,39.4456
2024-03-18,37.9286
2024-03-19,38.8138
2024-03-20,43.017
2024-03-21,43.1181
2024-03-22,39.9653
2024-03-23,39.9653
2024-03-24,39.9653
2024-03-25,39.9653
2024-03-26,41.3527
2024-03-27,45.927
2024-03-28,49.1387
2024-03-29,49.1387
2024-03-30,49.1387
2024-03-31,49.1387
2024-04-01,47.4384
2024-04-02,45.2039
2024-04-03,43.6633
2024-04-04,44.7759
2024-04-05,43.2827
2024-04-06,43.2827
2024-04-07,43.2827
2024-04-08,43.8637
