,TNET US Equity
2021-01-31,45.1824
2021-02-01,48.2814
2021-02-02,50.1348
2021-02-03,49.304
2021-02-04,51.5162
2021-02-05,50.3213
2021-02-06,50.3213
2021-02-07,50.3213
2021-02-08,52.4406
2021-02-09,53.9206
2021-02-10,55.6947
2021-02-11,57.5618
2021-02-12,57.9415
2021-02-13,57.9415
2021-02-14,57.9415
2021-02-15,57.9415
2021-02-16,50.9367
2021-02-17,50.0579
2021-02-18,51.0043
2021-02-19,51.8408
2021-02-20,51.8408
2021-02-21,51.8408
2021-02-22,54.1323
2021-02-23,56.1386
2021-02-24,58.0078
2021-02-25,53.9843
2021-02-26,51.2105
2021-02-27,51.2105
2021-02-28,51.2105
2021-03-01,54.8085
2021-03-02,52.5714
2021-03-03,50.9333
2021-03-04,46.7509
2021-03-05,50.2712
2021-03-06,50.2712
2021-03-07,50.2712
2021-03-08,51.4241
2021-03-09,54.0663
2021-03-10,53.9269
2021-03-11,55.1507
2021-03-12,57.1597
2021-03-13,57.1597
2021-03-14,57.1597
2021-03-15,53.3989
2021-03-16,53.4815
2021-03-17,52.4975
2021-03-18,50.4618
2021-03-19,50.2757
2021-03-20,50.2757
2021-03-21,50.2757
2021-03-22,49.191
2021-03-23,47.946
2021-03-24,47.1001
2021-03-25,47.1814
2021-03-26,48.32
2021-03-27,48.32
2021-03-28,48.32
2021-03-29,46.8655
2021-03-30,47.0609
2021-03-31,47.6459
2021-04-01,49.4174
2021-04-02,49.4174
2021-04-03,49.4174
2021-04-04,49.4174
2021-04-05,50.0848
2021-04-06,49.8375
2021-04-07,48.0811
2021-04-08,49.7962
2021-04-09,51.6459
2021-04-10,51.6459
2021-04-11,51.6459
2021-04-12,52.6564
2021-04-13,51.9742
2021-04-14,53.4898
2021-04-15,54.7177
2021-04-16,55.4152
2021-04-17,55.4152
2021-04-18,55.4152
2021-04-19,53.9863
2021-04-20,52.8781
2021-04-21,54.2533
2021-04-22,54.3418
2021-04-23,56.7768
2021-04-24,56.7768
2021-04-25,56.7768
2021-04-26,54.5906
2021-04-27,46.1672
2021-04-28,47.7338
2021-04-29,48.713
2021-04-30,47.4745
2021-05-01,47.4745
2021-05-02,47.4745
2021-05-03,48.4937
2021-05-04,47.8853
2021-05-05,47.9394
2021-05-06,48.9123
2021-05-07,51.5259
2021-05-08,51.5259
2021-05-09,51.5259
2021-05-10,48.5662
2021-05-11,46.206
2021-05-12,44.6042
2021-05-13,48.4961
2021-05-14,49.975
2021-05-15,49.975
2021-05-16,49.975
2021-05-17,49.3882
2021-05-18,47.524
2021-05-19,46.5736
2021-05-20,47.1139
2021-05-21,46.5178
2021-05-22,46.5178
2021-05-23,46.5178
2021-05-24,48.286
2021-05-25,47.2631
2021-05-26,46.9329
2021-05-27,45.8373
2021-05-28,44.1991
2021-05-29,44.1991
2021-05-30,44.1991
2021-05-31,44.1991
2021-06-01,43.77
2021-06-02,41.4957
2021-06-03,41.7253
2021-06-04,41.6649
2021-06-05,41.6649
2021-06-06,41.6649
2021-06-07,41.3061
2021-06-08,42.9193
2021-06-09,41.4958
2021-06-10,41.0015
2021-06-11,43.8912
2021-06-12,43.8912
2021-06-13,43.8912
2021-06-14,42.5295
2021-06-15,44.2493
2021-06-16,42.6747
2021-06-17,41.6483
2021-06-18,39.7336
2021-06-19,39.7336
2021-06-20,39.7336
2021-06-21,42.9101
2021-06-22,43.0835
2021-06-23,42.868
2021-06-24,44.8992
2021-06-25,46.8373
2021-06-26,46.8373
2021-06-27,46.8373
2021-06-28,45.3337
2021-06-29,46.0813
2021-06-30,44.1774
2021-07-01,44.629
2021-07-02,44.74
2021-07-03,44.74
2021-07-04,44.74
2021-07-05,44.74
2021-07-06,42.5209
2021-07-07,41.9647
2021-07-08,41.3903
2021-07-09,42.4297
2021-07-10,42.4297
2021-07-11,42.4297
2021-07-12,44.2738
2021-07-13,43.614
2021-07-14,45.32
2021-07-15,45.8977
2021-07-16,45.4693
2021-07-17,45.4693
2021-07-18,45.4693
2021-07-19,42.7296
2021-07-20,46.4307
2021-07-21,46.6632
2021-07-22,45.9581
2021-07-23,48.0002
2021-07-24,48.0002
2021-07-25,48.0002
2021-07-26,47.7826
2021-07-27,57.3233
2021-07-28,58.6223
2021-07-29,61.2427
2021-07-30,62.5419
2021-07-31,62.5419
2021-08-01,62.5419
2021-08-02,63.3423
2021-08-03,65.0032
2021-08-04,64.7744
2021-08-05,66.3767
2021-08-06,67.1915
2021-08-07,67.1915
2021-08-08,67.1915
2021-08-09,66.5549
2021-08-10,68.1584
2021-08-11,69.5375
2021-08-12,69.5476
2021-08-13,70.4144
2021-08-14,70.4144
2021-08-15,70.4144
2021-08-16,70.8338
2021-08-17,68.9791
2021-08-18,66.2747
2021-08-19,68.4686
2021-08-20,68.6489
2021-08-21,68.6489
2021-08-22,68.6489
2021-08-23,69.0259
2021-08-24,69.4923
2021-08-25,67.9659
2021-08-26,67.2268
2021-08-27,67.9362
2021-08-28,67.9362
2021-08-29,67.9362
2021-08-30,66.1292
2021-08-31,67.4479
2021-09-01,68.1734
2021-09-02,68.1979
2021-09-03,66.4813
2021-09-04,66.4813
2021-09-05,66.4813
2021-09-06,66.4813
2021-09-07,67.0359
2021-09-08,66.5477
2021-09-09,65.7497
2021-09-10,65.7497
2021-09-11,65.7497
2021-09-12,65.7497
2021-09-13,66.7788
2021-09-14,63.4273
2021-09-15,65.7158
2021-09-16,66.1879
2021-09-17,66.5917
2021-09-18,66.5917
2021-09-19,66.5917
2021-09-20,68.3643
2021-09-21,67.6915
2021-09-22,68.2812
2021-09-23,69.2758
2021-09-24,70.0055
2021-09-25,70.0055
2021-09-26,70.0055
2021-09-27,67.4876
2021-09-28,64.2515
2021-09-29,65.5449
2021-09-30,63.5623
2021-10-01,66.4976
2021-10-02,66.4976
2021-10-03,66.4976
2021-10-04,66.9888
2021-10-05,70.4239
2021-10-06,68.6589
2021-10-07,70.6226
2021-10-08,68.9435
2021-10-09,68.9435
2021-10-10,68.9435
2021-10-11,68.1326
2021-10-12,68.2997
2021-10-13,67.7624
2021-10-14,64.3449
2021-10-15,64.8477
2021-10-16,64.8477
2021-10-17,64.8477
2021-10-18,64.5982
2021-10-19,61.498
2021-10-20,59.9574
2021-10-21,60.0801
2021-10-22,60.0801
2021-10-23,60.0801
2021-10-24,60.0801
2021-10-25,60.2106
2021-10-26,62.8494
2021-10-27,61.4443
2021-10-28,65.0264
2021-10-29,66.623
2021-10-30,66.623
2021-10-31,66.623
2021-11-01,67.0267
2021-11-02,67.6199
2021-11-03,70.0156
2021-11-04,67.6617
2021-11-05,71.6652
2021-11-06,71.6652
2021-11-07,71.6652
2021-11-08,72.2127
2021-11-09,71.6967
2021-11-10,68.869
2021-11-11,71.8547
2021-11-12,72.2465
2021-11-13,72.2465
2021-11-14,72.2465
2021-11-15,69.2284
2021-11-16,70.4046
2021-11-17,67.0089
2021-11-18,64.1013
2021-11-19,63.9339
2021-11-20,63.9339
2021-11-21,63.9339
2021-11-22,64.4417
2021-11-23,66.6227
2021-11-24,63.5152
2021-11-25,63.5152
2021-11-26,55.1206
2021-11-27,55.1206
2021-11-28,55.1206
2021-11-29,56.9421
2021-11-30,51.0749
2021-12-01,43.6707
2021-12-02,48.3417
2021-12-03,45.9845
2021-12-04,45.9845
2021-12-05,45.9845
2021-12-06,49.579
2021-12-07,49.3094
2021-12-08,48.5277
2021-12-09,45.933
2021-12-10,46.4652
2021-12-11,46.4652
2021-12-12,46.4652
2021-12-13,46.128
2021-12-14,43.4486
2021-12-15,45.7585
2021-12-16,41.8924
2021-12-17,42.7775
2021-12-18,42.7775
2021-12-19,42.7775
2021-12-20,41.023
2021-12-21,45.2353
2021-12-22,45.5081
2021-12-23,46.2075
2021-12-24,46.2075
2021-12-25,46.2075
2021-12-26,46.2075
2021-12-27,49.2466
2021-12-28,49.908
2021-12-29,49.2562
2021-12-30,47.6411
2021-12-31,47.1838
2022-01-01,47.1838
2022-01-02,47.1838
2022-01-03,48.7637
2022-01-04,50.0346
2022-01-05,45.5518
2022-01-06,44.208
2022-01-07,41.912
2022-01-08,41.912
2022-01-09,41.912
2022-01-10,41.8709
2022-01-11,40.9673
2022-01-12,39.9723
2022-01-13,38.7187
2022-01-14,37.4079
2022-01-15,37.4079
2022-01-16,37.4079
2022-01-17,37.4079
2022-01-18,35.2241
2022-01-19,36.7738
2022-01-20,36.2649
2022-01-21,35.5614
2022-01-22,35.5614
2022-01-23,35.5614
2022-01-24,39.6861
2022-01-25,36.8853
2022-01-26,35.1981
2022-01-27,36.2653
2022-01-28,39.5063
2022-01-29,39.5063
2022-01-30,39.5063
2022-01-31,41.7651
2022-02-01,42.5145
2022-02-02,43.5717
2022-02-03,43.3223
2022-02-04,43.7855
2022-02-05,43.7855
2022-02-06,43.7855
2022-02-07,43.3957
2022-02-08,47.439
2022-02-09,46.902
2022-02-10,44.4982
2022-02-11,41.638
2022-02-12,41.638
2022-02-13,41.638
2022-02-14,42.2512
2022-02-15,44.7533
2022-02-16,39.7269
2022-02-17,47.7407
2022-02-18,47.0459
2022-02-19,47.0459
2022-02-20,47.0459
2022-02-21,47.0459
2022-02-22,44.1412
2022-02-23,45.8918
2022-02-24,46.3852
2022-02-25,49.3704
2022-02-26,49.3704
2022-02-27,49.3704
2022-02-28,47.9542
2022-03-01,47.0045
2022-03-02,48.9963
2022-03-03,48.2985
2022-03-04,48.6324
2022-03-05,48.6324
2022-03-06,48.6324
2022-03-07,47.1112
2022-03-08,47.6718
2022-03-09,47.4011
2022-03-10,47.1463
2022-03-11,45.8388
2022-03-12,45.8388
2022-03-13,45.8388
2022-03-14,46.986
2022-03-15,49.2714
2022-03-16,51.7523
2022-03-17,51.8216
2022-03-18,54.9149
2022-03-19,54.9149
2022-03-20,54.9149
2022-03-21,55.8154
2022-03-22,54.5037
2022-03-23,54.2904
2022-03-24,57.2844
2022-03-25,57.2144
2022-03-26,57.2144
2022-03-27,57.2144
2022-03-28,59.2535
2022-03-29,64.1928
2022-03-30,63.361
2022-03-31,58.2083
2022-04-01,59.0184
2022-04-02,59.0184
2022-04-03,59.0184
2022-04-04,57.6943
2022-04-05,55.0757
2022-04-06,54.771
2022-04-07,54.4221
2022-04-08,53.5402
2022-04-09,53.5402
2022-04-10,53.5402
2022-04-11,51.8635
2022-04-12,52.6923
2022-04-13,54.2332
2022-04-14,54.621
2022-04-15,54.621
2022-04-16,54.621
2022-04-17,54.621
2022-04-18,53.9989
2022-04-19,56.495
2022-04-20,57.3395
2022-04-21,54.1463
2022-04-22,50.3922
2022-04-23,50.3922
2022-04-24,50.3922
2022-04-25,49.6445
2022-04-26,47.8829
2022-04-27,47.984
2022-04-28,49.8228
2022-04-29,45.3372
2022-04-30,45.3372
2022-05-01,45.3372
2022-05-02,44.9661
2022-05-03,44.7928
2022-05-04,45.0803
2022-05-05,41.444
2022-05-06,40.846
2022-05-07,40.846
2022-05-08,40.846
2022-05-09,38.5448
2022-05-10,37.7204
2022-05-11,36.7977
2022-05-12,36.0552
2022-05-13,38.1999
2022-05-14,38.1999
2022-05-15,38.1999
2022-05-16,37.4098
2022-05-17,40.4726
2022-05-18,35.958
2022-05-19,34.5343
2022-05-20,35.0692
2022-05-21,35.0692
2022-05-22,35.0692
2022-05-23,36.2516
2022-05-24,35.2186
2022-05-25,34.8428
2022-05-26,39.6396
2022-05-27,40.7537
2022-05-28,40.7537
2022-05-29,40.7537
2022-05-30,40.7537
2022-05-31,40.8102
2022-06-01,41.0863
2022-06-02,42.885
2022-06-03,42.1443
2022-06-04,42.1443
2022-06-05,42.1443
2022-06-06,42.1334
2022-06-07,43.8769
2022-06-08,42.3301
2022-06-09,41.0317
2022-06-10,39.5944
2022-06-11,39.5944
2022-06-12,39.5944
2022-06-13,36.5527
2022-06-14,38.2003
2022-06-15,37.8097
2022-06-16,34.1597
2022-06-17,34.7245
2022-06-18,34.7245
2022-06-19,34.7245
2022-06-20,34.7245
2022-06-21,38.2914
2022-06-22,39.0619
2022-06-23,41.0622
2022-06-24,44.0267
2022-06-25,44.0267
2022-06-26,44.0267
2022-06-27,44.7556
2022-06-28,43.0802
2022-06-29,43.0584
2022-06-30,45.9309
2022-07-01,46.1799
2022-07-02,46.1799
2022-07-03,46.1799
2022-07-04,46.1799
2022-07-05,46.618
2022-07-06,47.9608
2022-07-07,50.2371
2022-07-08,50.385
2022-07-09,50.385
2022-07-10,50.385
2022-07-11,48.6055
2022-07-12,47.9502
2022-07-13,46.7137
2022-07-14,46.3019
2022-07-15,47.3245
2022-07-16,47.3245
2022-07-17,47.3245
2022-07-18,46.3831
2022-07-19,49.8438
2022-07-20,51.9543
2022-07-21,53.3093
2022-07-22,50.5934
2022-07-23,50.5934
2022-07-24,50.5934
2022-07-25,50.8608
2022-07-26,47.9632
2022-07-27,51.6986
2022-07-28,52.704
2022-07-29,52.9409
2022-07-30,52.9409
2022-07-31,52.9409
2022-08-01,52.8344
2022-08-02,52.1067
2022-08-03,54.8962
2022-08-04,54.8638
2022-08-05,55.0832
2022-08-06,55.0832
2022-08-07,55.0832
2022-08-08,57.5139
2022-08-09,58.0431
2022-08-10,61.5583
2022-08-11,61.3391
2022-08-12,63.8579
2022-08-13,63.8579
2022-08-14,63.8579
2022-08-15,64.4282
2022-08-16,62.556
2022-08-17,61.2177
2022-08-18,59.2684
2022-08-19,59.678
2022-08-20,59.678
2022-08-21,59.678
2022-08-22,57.4851
2022-08-23,55.9557
2022-08-24,55.3776
2022-08-25,54.5995
2022-08-26,50.3577
2022-08-27,50.3577
2022-08-28,50.3577
2022-08-29,49.3925
2022-08-30,46.6899
2022-08-31,47.8479
2022-09-01,48.1106
2022-09-02,44.9755
2022-09-03,44.9755
2022-09-04,44.9755
2022-09-05,44.9755
2022-09-06,46.3775
2022-09-07,48.3618
2022-09-08,46.8787
2022-09-09,48.0327
2022-09-10,48.0327
2022-09-11,48.0327
2022-09-12,47.879
2022-09-13,41.456
2022-09-14,41.1146
2022-09-15,40.0782
2022-09-16,40.2615
2022-09-17,40.2615
2022-09-18,40.2615
2022-09-19,42.7954
2022-09-20,42.0184
2022-09-21,40.8102
2022-09-22,38.7291
2022-09-23,36.7226
2022-09-24,36.7226
2022-09-25,36.7226
2022-09-26,35.636
2022-09-27,35.341
2022-09-28,38.7416
2022-09-29,36.8512
2022-09-30,36.3727
2022-10-01,36.3727
2022-10-02,36.3727
2022-10-03,41.3553
2022-10-04,43.6059
2022-10-05,43.2091
2022-10-06,40.8283
2022-10-07,38.7137
2022-10-08,38.7137
2022-10-09,38.7137
2022-10-10,38.6349
2022-10-11,38.1306
2022-10-12,38.6764
2022-10-13,41.8775
2022-10-14,38.7673
2022-10-15,38.7673
2022-10-16,38.7673
2022-10-17,43.6465
2022-10-18,44.3819
2022-10-19,46.1902
2022-10-20,44.2198
2022-10-21,44.7702
2022-10-22,44.7702
2022-10-23,44.7702
2022-10-24,46.0293
2022-10-25,49.3864
2022-10-26,37.6662
2022-10-27,36.4809
2022-10-28,38.0085
2022-10-29,38.0085
2022-10-30,38.0085
2022-10-31,37.7073
2022-11-01,37.5928
2022-11-02,35.7777
2022-11-03,34.5928
2022-11-04,35.2704
2022-11-05,35.2704
2022-11-06,35.2704
2022-11-07,42.6585
2022-11-08,42.225
2022-11-09,42.1287
2022-11-10,45.1438
2022-11-11,44.5665
2022-11-12,44.5665
2022-11-13,44.5665
2022-11-14,45.8332
2022-11-15,46.333
2022-11-16,45.7066
2022-11-17,46.1371
2022-11-18,46.1134
2022-11-19,46.1134
2022-11-20,46.1134
2022-11-21,46.9154
2022-11-22,47.0156
2022-11-23,47.8732
2022-11-24,47.8732
2022-11-25,48.1382
2022-11-26,48.1382
2022-11-27,48.1382
2022-11-28,47.72
2022-11-29,48.0932
2022-11-30,50.7453
2022-12-01,49.9161
2022-12-02,49.6415
2022-12-03,49.6415
2022-12-04,49.6415
2022-12-05,49.5006
2022-12-06,49.2436
2022-12-07,42.8817
2022-12-08,45.01
2022-12-09,44.0808
2022-12-10,44.0808
2022-12-11,44.0808
2022-12-12,44.1829
2022-12-13,44.9973
2022-12-14,44.0773
2022-12-15,41.3206
2022-12-16,40.1056
2022-12-17,40.1056
2022-12-18,40.1056
2022-12-19,38.0441
2022-12-20,38.427
2022-12-21,42.7636
2022-12-22,42.1929
2022-12-23,43.033
2022-12-24,43.033
2022-12-25,43.033
2022-12-26,43.033
2022-12-27,44.6444
2022-12-28,44.1616
2022-12-29,48.1377
2022-12-30,47.3738
2022-12-31,47.3738
2023-01-01,47.3738
2023-01-02,47.3738
2023-01-03,49.9206
2023-01-04,51.1737
2023-01-05,50.1795
2023-01-06,54.5683
2023-01-07,54.5683
2023-01-08,54.5683
2023-01-09,54.1378
2023-01-10,56.0682
2023-01-11,56.4474
2023-01-12,56.792
2023-01-13,57.7057
2023-01-14,57.7057
2023-01-15,57.7057
2023-01-16,57.7057
2023-01-17,54.4566
2023-01-18,55.2672
2023-01-19,55.3992
2023-01-20,58.7172
2023-01-21,58.7172
2023-01-22,58.7172
2023-01-23,58.7306
2023-01-24,58.6125
2023-01-25,56.7056
2023-01-26,58.1012
2023-01-27,56.0378
2023-01-28,56.0378
2023-01-29,56.0378
2023-01-30,54.8404
2023-01-31,56.5186
2023-02-01,56.4989
2023-02-02,62.0173
2023-02-03,59.6607
2023-02-04,59.6607
2023-02-05,59.6607
2023-02-06,56.382
2023-02-07,56.7936
2023-02-08,57.7963
2023-02-09,57.1944
2023-02-10,58.0973
2023-02-11,58.0973
2023-02-12,58.0973
2023-02-13,58.6888
2023-02-14,59.5331
2023-02-15,61.6158
2023-02-16,69.6942
2023-02-17,72.0392
2023-02-18,72.0392
2023-02-19,72.0392
2023-02-20,72.0392
2023-02-21,65.092
2023-02-22,64.7819
2023-02-23,63.3042
2023-02-24,60.2701
2023-02-25,60.2701
2023-02-26,60.2701
2023-02-27,60.4234
2023-02-28,58.3131
2023-03-01,57.8978
2023-03-02,58.9834
2023-03-03,59.4076
2023-03-04,59.4076
2023-03-05,59.4076
2023-03-06,59.9489
2023-03-07,60.7386
2023-03-08,60.108
2023-03-09,58.0473
2023-03-10,52.31
2023-03-11,52.31
2023-03-12,52.31
2023-03-13,46.8902
2023-03-14,49.567
2023-03-15,48.5833
2023-03-16,49.5542
2023-03-17,48.2228
2023-03-18,48.2228
2023-03-19,48.2228
2023-03-20,49.5844
