,NUE US Equity
,RSI_30D
2020-01-01,59.5619
2020-01-02,54.4171
2020-01-03,51.52
2020-01-04,51.52
2020-01-05,51.52
2020-01-06,49.792
2020-01-07,49.3454
2020-01-08,48.8542
2020-01-09,48.1676
2020-01-10,45.4854
2020-01-11,45.4854
2020-01-12,45.4854
2020-01-13,47.9498
2020-01-14,50.386
2020-01-15,48.2713
2020-01-16,47.979
2020-01-17,49.7879
2020-01-18,49.7879
2020-01-19,49.7879
2020-01-20,49.7879
2020-01-21,44.7173
2020-01-22,43.4851
2020-01-23,42.7969
2020-01-24,38.7066
2020-01-25,38.7066
2020-01-26,38.7066
2020-01-27,35.8372
2020-01-28,37.0545
2020-01-29,33.8266
2020-01-30,37.0454
2020-01-31,34.1064
2020-02-01,34.1064
2020-02-02,34.1064
2020-02-03,35.8361
2020-02-04,39.1414
2020-02-05,41.497
2020-02-06,40.3795
2020-02-07,37.8447
2020-02-08,37.8447
2020-02-09,37.8447
2020-02-10,37.2876
2020-02-11,39.6898
2020-02-12,39.795
2020-02-13,38.814
2020-02-14,37.016
2020-02-15,37.016
2020-02-16,37.016
2020-02-17,37.016
2020-02-18,37.9087
2020-02-19,39.0992
2020-02-20,39.6231
2020-02-21,42.2656
2020-02-22,42.2656
2020-02-23,42.2656
2020-02-24,39.117
2020-02-25,34.3229
2020-02-26,32.0463
2020-02-27,29.1814
2020-02-28,28.5289
2020-02-29,28.5289
2020-03-01,28.5289
2020-03-02,33.0723
2020-03-03,31.7871
2020-03-04,35.8861
2020-03-05,32.2147
2020-03-06,30.6593
2020-03-07,30.6593
2020-03-08,30.6593
2020-03-09,25.3268
2020-03-10,31.4091
2020-03-11,29.647
2020-03-12,26.354
2020-03-13,34.6979
2020-03-14,34.6979
2020-03-15,34.6979
2020-03-16,30.1788
2020-03-17,30.8063
2020-03-18,29.5203
2020-03-19,32.1467
2020-03-20,31.9874
2020-03-21,31.9874
2020-03-22,31.9874
2020-03-23,30.1865
2020-03-24,36.1744
2020-03-25,35.4846
2020-03-26,39.0894
2020-03-27,38.9163
2020-03-28,38.9163
2020-03-29,38.9163
2020-03-30,41.8548
2020-03-31,43.4326
2020-04-01,43.3
2020-04-02,43.3596
2020-04-03,43.0203
2020-04-04,43.0203
2020-04-05,43.0203
2020-04-06,45.8329
2020-04-07,45.595
2020-04-08,48.1303
2020-04-09,48.6737
2020-04-10,48.6737
2020-04-11,48.6737
2020-04-12,48.6737
2020-04-13,47.8011
2020-04-14,47.2399
2020-04-15,43.5618
2020-04-16,43.5372
2020-04-17,46.3882
2020-04-18,46.3882
2020-04-19,46.3882
2020-04-20,45.347
2020-04-21,44.724
2020-04-22,45.291
2020-04-23,47.3962
2020-04-24,47.6331
2020-04-25,47.6331
2020-04-26,47.6331
2020-04-27,51.5874
2020-04-28,51.5721
2020-04-29,54.3881
2020-04-30,52.3363
2020-05-01,52.0417
2020-05-02,52.0417
2020-05-03,52.0417
2020-05-04,52.1297
2020-05-05,51.6233
2020-05-06,51.2083
2020-05-07,51.8648
2020-05-08,53.8844
2020-05-09,53.8844
2020-05-10,53.8844
2020-05-11,51.1808
2020-05-12,48.579
2020-05-13,46.0525
2020-05-14,46.3429
2020-05-15,47.3433
2020-05-16,47.3433
2020-05-17,47.3433
2020-05-18,51.8138
2020-05-19,51.0901
2020-05-20,51.5105
2020-05-21,50.3822
2020-05-22,49.5241
2020-05-23,49.5241
2020-05-24,49.5241
2020-05-25,49.5241
2020-05-26,52.7726
2020-05-27,55.1132
2020-05-28,54.1528
2020-05-29,53.6429
2020-05-30,53.6429
2020-05-31,53.6429
2020-06-01,53.9522
2020-06-02,55.1443
2020-06-03,56.4616
2020-06-04,57.2675
2020-06-05,58.4891
2020-06-06,58.4891
2020-06-07,58.4891
2020-06-08,58.5187
2020-06-09,55.9627
2020-06-10,55.6584
2020-06-11,47.7157
2020-06-12,50.2624
2020-06-13,50.2624
2020-06-14,50.2624
2020-06-15,51.4072
2020-06-16,55.3496
2020-06-17,54.3418
2020-06-18,53.5216
2020-06-19,52.1311
2020-06-20,52.1311
2020-06-21,52.1311
2020-06-22,51.4565
2020-06-23,51.3191
2020-06-24,48.712
2020-06-25,49.9839
2020-06-26,48.6202
2020-06-27,48.6202
2020-06-28,48.6202
2020-06-29,49.845
2020-06-30,50.7272
2020-07-01,48.9292
2020-07-02,50.7186
2020-07-03,50.7186
2020-07-04,50.7186
2020-07-05,50.7186
2020-07-06,51.1526
2020-07-07,50.2913
2020-07-08,47.6095
2020-07-09,46.1685
2020-07-10,49.219
2020-07-11,49.219
2020-07-12,49.219
2020-07-13,48.3431
2020-07-14,50.3505
2020-07-15,51.4313
2020-07-16,51.5721
2020-07-17,50.6237
2020-07-18,50.6237
2020-07-19,50.6237
2020-07-20,49.5677
2020-07-21,51.779
2020-07-22,52.4496
2020-07-23,53.052
2020-07-24,53.5319
2020-07-25,53.5319
2020-07-26,53.5319
2020-07-27,55.3127
2020-07-28,52.8334
2020-07-29,53.9201
2020-07-30,52.7273
2020-07-31,51.1592
2020-08-01,51.1592
2020-08-02,51.1592
2020-08-03,52.9167
2020-08-04,53.2039
2020-08-05,54.111
2020-08-06,53.6078
2020-08-07,55.6999
2020-08-08,55.6999
2020-08-09,55.6999
2020-08-10,58.8298
2020-08-11,57.191
2020-08-12,58.0323
2020-08-13,57.0893
2020-08-14,58.4157
2020-08-15,58.4157
2020-08-16,58.4157
2020-08-17,58.648
2020-08-18,58.648
2020-08-19,57.1244
2020-08-20,56.7563
2020-08-21,54.275
2020-08-22,54.275
2020-08-23,54.275
2020-08-24,56.971
2020-08-25,55.8191
2020-08-26,55.638
2020-08-27,55.7441
2020-08-28,56.6868
2020-08-29,56.6868
2020-08-30,56.6868
2020-08-31,55.2211
2020-09-01,57.7379
2020-09-02,59.3791
2020-09-03,57.0052
2020-09-04,57.6034
2020-09-05,57.6034
2020-09-06,57.6034
2020-09-07,57.6034
2020-09-08,54.0867
2020-09-09,55.104
2020-09-10,53.3604
2020-09-11,54.5592
2020-09-12,54.5592
2020-09-13,54.5592
2020-09-14,56.2814
2020-09-15,56.4095
2020-09-16,58.0426
2020-09-17,60.8229
2020-09-18,61.2189
2020-09-19,61.2189
2020-09-20,61.2189
2020-09-21,52.4011
2020-09-22,52.1253
2020-09-23,49.8417
2020-09-24,50.0434
2020-09-25,51.1501
2020-09-26,51.1501
2020-09-27,51.1501
2020-09-28,53.3743
2020-09-29,50.7108
2020-09-30,50.9802
2020-10-01,51.415
2020-10-02,53.632
2020-10-03,53.632
2020-10-04,53.632
2020-10-05,56.2205
2020-10-06,55.3188
2020-10-07,58.6874
2020-10-08,60.116
2020-10-09,58.5775
2020-10-10,58.5775
2020-10-11,58.5775
2020-10-12,59.3567
2020-10-13,57.7252
2020-10-14,59.0795
2020-10-15,58.7504
2020-10-16,58.8886
2020-10-17,58.8886
2020-10-18,58.8886
2020-10-19,57.8575
2020-10-20,56.5486
2020-10-21,56.348
2020-10-22,59.4524
2020-10-23,60.0365
2020-10-24,60.0365
2020-10-25,60.0365
2020-10-26,54.6714
2020-10-27,54.5131
2020-10-28,50.3876
2020-10-29,53.4122
2020-10-30,52.97
2020-10-31,52.97
2020-11-01,52.97
2020-11-02,55.329
2020-11-03,57.6643
2020-11-04,50.4908
2020-11-05,54.0219
2020-11-06,53.2154
