,AIN US Equity
2020-10-13,54.9697
2020-10-14,55.0374
2020-10-15,55.2117
2020-10-16,57.3173
2020-10-17,57.3173
2020-10-18,57.3173
2020-10-19,53.5684
2020-10-20,54.0602
2020-10-21,52.4592
2020-10-22,54.8024
2020-10-23,52.8232
2020-10-24,52.8232
2020-10-25,52.8232
2020-10-26,50.1206
2020-10-27,48.8644
2020-10-28,46.5059
2020-10-29,43.9643
2020-10-30,46.7779
2020-10-31,46.7779
2020-11-01,46.7779
2020-11-02,50.5256
2020-11-03,51.8777
2020-11-04,49.5102
2020-11-05,52.3508
2020-11-06,52.1753
2020-11-07,52.1753
2020-11-08,52.1753
2020-11-09,59.6726
2020-11-10,64.2866
2020-11-11,63.7389
2020-11-12,60.554
2020-11-13,63.0233
2020-11-14,63.0233
2020-11-15,63.0233
2020-11-16,65.1924
2020-11-17,65.4386
2020-11-18,67.0292
2020-11-19,67.1347
2020-11-20,67.1162
2020-11-21,67.1162
2020-11-22,67.1162
2020-11-23,68.7982
2020-11-24,70.732
2020-11-25,68.2833
2020-11-26,68.2833
2020-11-27,67.1895
2020-11-28,67.1895
2020-11-29,67.1895
2020-11-30,63.2916
2020-12-01,64.2255
2020-12-02,65.0782
2020-12-03,64.6004
2020-12-04,66.4773
2020-12-05,66.4773
2020-12-06,66.4773
2020-12-07,65.7882
2020-12-08,66.6814
2020-12-09,66.0616
2020-12-10,64.246
2020-12-11,64.0208
2020-12-12,64.0208
2020-12-13,64.0208
2020-12-14,62.3809
2020-12-15,65.3273
2020-12-16,62.6004
2020-12-17,63.9695
2020-12-18,64.9646
2020-12-19,64.9646
2020-12-20,64.9646
2020-12-21,62.4874
2020-12-22,61.7583
2020-12-23,63.4683
2020-12-24,62.5225
2020-12-25,62.5225
2020-12-26,62.5225
2020-12-27,62.5225
2020-12-28,62.6884
2020-12-29,60.6692
2020-12-30,61.8132
2020-12-31,62.1502
2021-01-01,62.1502
2021-01-02,62.1502
2021-01-03,62.1502
2021-01-04,57.7167
2021-01-05,60.2192
2021-01-06,64.3157
2021-01-07,64.4226
2021-01-08,62.8641
2021-01-09,62.8641
2021-01-10,62.8641
2021-01-11,63.6902
2021-01-12,65.1344
2021-01-13,60.987
2021-01-14,62.9944
2021-01-15,59.7799
2021-01-16,59.7799
2021-01-17,59.7799
2021-01-18,59.7799
2021-01-19,60.9157
2021-01-20,61.9557
2021-01-21,59.0551
2021-01-22,59.4864
2021-01-23,59.4864
2021-01-24,59.4864
2021-01-25,58.9723
2021-01-26,54.9363
2021-01-27,52.1697
2021-01-28,53.5217
2021-01-29,49.1091
2021-01-30,49.1091
2021-01-31,49.1091
2021-02-01,51.6585
2021-02-02,52.1802
2021-02-03,51.7991
2021-02-04,54.0843
2021-02-05,55.3344
2021-02-06,55.3344
2021-02-07,55.3344
2021-02-08,55.678
2021-02-09,56.281
2021-02-10,55.9479
2021-02-11,50.9296
2021-02-12,53.1522
2021-02-13,53.1522
2021-02-14,53.1522
2021-02-15,53.1522
2021-02-16,56.3289
2021-02-17,57.6299
2021-02-18,60.4076
2021-02-19,59.4429
2021-02-20,59.4429
2021-02-21,59.4429
2021-02-22,61.7266
2021-02-23,62.705
2021-02-24,62.8762
2021-02-25,57.9933
2021-02-26,56.5377
2021-02-27,56.5377
2021-02-28,56.5377
2021-03-01,61.1599
2021-03-02,61.0514
2021-03-03,62.7198
2021-03-04,63.3446
2021-03-05,64.3499
2021-03-06,64.3499
2021-03-07,64.3499
2021-03-08,62.5745
2021-03-09,61.214
2021-03-10,63.25
2021-03-11,60.7004
2021-03-12,60.422
2021-03-13,60.422
2021-03-14,60.422
2021-03-15,59.574
2021-03-16,57.8522
2021-03-17,60.8764
2021-03-18,60.1448
2021-03-19,58.1831
2021-03-20,58.1831
2021-03-21,58.1831
2021-03-22,56.0247
2021-03-23,52.2045
2021-03-24,51.9301
2021-03-25,54.9149
2021-03-26,55.09
2021-03-27,55.09
2021-03-28,55.09
2021-03-29,52.7817
2021-03-30,53.3825
2021-03-31,54.9874
2021-04-01,55.9044
2021-04-02,55.9044
2021-04-03,55.9044
2021-04-04,55.9044
2021-04-05,57.8445
2021-04-06,58.1453
2021-04-07,55.7056
2021-04-08,56.7291
2021-04-09,57.6986
2021-04-10,57.6986
2021-04-11,57.6986
2021-04-12,57.8142
2021-04-13,55.7502
2021-04-14,57.1992
2021-04-15,57.4503
2021-04-16,58.6508
2021-04-17,58.6508
2021-04-18,58.6508
2021-04-19,58.2643
2021-04-20,54.4627
2021-04-21,56.2949
2021-04-22,55.1402
2021-04-23,57.3464
2021-04-24,57.3464
2021-04-25,57.3464
2021-04-26,58.5363
2021-04-27,59.4513
2021-04-28,59.9509
2021-04-29,60.0376
2021-04-30,58.1178
2021-05-01,58.1178
2021-05-02,58.1178
2021-05-03,60.4254
2021-05-04,58.8137
2021-05-05,58.4108
2021-05-06,58.8194
2021-05-07,57.9777
2021-05-08,57.9777
2021-05-09,57.9777
2021-05-10,54.6906
2021-05-11,50.1948
2021-05-12,46.3899
2021-05-13,49.9473
2021-05-14,52.1183
2021-05-15,52.1183
2021-05-16,52.1183
2021-05-17,51.665
2021-05-18,48.44
2021-05-19,47.7143
2021-05-20,47.4012
2021-05-21,48.6088
2021-05-22,48.6088
2021-05-23,48.6088
2021-05-24,49.2913
2021-05-25,47.7728
2021-05-26,51.6026
2021-05-27,54.3671
2021-05-28,55.8823
2021-05-29,55.8823
2021-05-30,55.8823
2021-05-31,55.8823
2021-06-01,55.6995
2021-06-02,53.6055
2021-06-03,54.0345
2021-06-04,53.9053
2021-06-05,53.9053
2021-06-06,53.9053
2021-06-07,53.9812
2021-06-08,55.2639
2021-06-09,53.301
2021-06-10,53.7358
2021-06-11,54.856
2021-06-12,54.856
2021-06-13,54.856
2021-06-14,54.0752
2021-06-15,55.4928
2021-06-16,55.8255
2021-06-17,53.0211
2021-06-18,52.7008
2021-06-19,52.7008
2021-06-20,52.7008
2021-06-21,56.1281
2021-06-22,56.0273
2021-06-23,55.4097
2021-06-24,58.7059
2021-06-25,58.6881
2021-06-26,58.6881
2021-06-27,58.6881
2021-06-28,54.5615
2021-06-29,53.0406
2021-06-30,53.5622
2021-07-01,52.9375
2021-07-02,52.8034
2021-07-03,52.8034
2021-07-04,52.8034
2021-07-05,52.8034
2021-07-06,50.0335
2021-07-07,51.5729
2021-07-08,49.2728
2021-07-09,52.1791
2021-07-10,52.1791
2021-07-11,52.1791
2021-07-12,51.1164
2021-07-13,47.5571
2021-07-14,45.6372
2021-07-15,44.4096
2021-07-16,42.8667
2021-07-17,42.8667
2021-07-18,42.8667
2021-07-19,39.2403
2021-07-20,43.8047
2021-07-21,46.0628
2021-07-22,43.5206
2021-07-23,44.2314
2021-07-24,44.2314
2021-07-25,44.2314
2021-07-26,44.307
2021-07-27,49.8951
2021-07-28,47.9926
2021-07-29,49.9036
2021-07-30,50.8193
2021-07-31,50.8193
2021-08-01,50.8193
2021-08-02,49.1666
2021-08-03,49.9039
2021-08-04,45.9969
2021-08-05,47.0653
2021-08-06,40.6151
2021-08-07,40.6151
2021-08-08,40.6151
2021-08-09,39.7599
2021-08-10,41.8176
2021-08-11,42.3572
2021-08-12,41.8255
2021-08-13,41.4096
2021-08-14,41.4096
2021-08-15,41.4096
2021-08-16,40.7551
2021-08-17,39.3574
2021-08-18,39.7113
2021-08-19,39.597
2021-08-20,42.0298
2021-08-21,42.0298
2021-08-22,42.0298
2021-08-23,42.8744
2021-08-24,43.1703
2021-08-25,44.8348
2021-08-26,43.2902
2021-08-27,46.6834
2021-08-28,46.6834
2021-08-29,46.6834
2021-08-30,44.9164
2021-08-31,45.1567
2021-09-01,44.3315
2021-09-02,45.1949
2021-09-03,44.4155
2021-09-04,44.4155
2021-09-05,44.4155
2021-09-06,44.4155
2021-09-07,47.1645
2021-09-08,46.0209
2021-09-09,45.9396
2021-09-10,44.3189
2021-09-11,44.3189
2021-09-12,44.3189
2021-09-13,47.3151
2021-09-14,45.8811
2021-09-15,46.8804
2021-09-16,44.2506
2021-09-17,46.0399
2021-09-18,46.0399
2021-09-19,46.0399
2021-09-20,45.2749
2021-09-21,42.7725
2021-09-22,45.0869
2021-09-23,48.0793
2021-09-24,47.7921
2021-09-25,47.7921
2021-09-26,47.7921
2021-09-27,49.6728
2021-09-28,46.5964
2021-09-29,48.4886
2021-09-30,46.1418
2021-10-01,49.5827
2021-10-02,49.5827
2021-10-03,49.5827
2021-10-04,50.1365
2021-10-05,51.0987
2021-10-06,50.0434
2021-10-07,52.5185
2021-10-08,52.052
2021-10-09,52.052
2021-10-10,52.052
2021-10-11,50.1649
2021-10-12,51.376
2021-10-13,51.0075
2021-10-14,52.7735
2021-10-15,50.559
2021-10-16,50.559
2021-10-17,50.559
2021-10-18,50.7324
2021-10-19,50.9253
2021-10-20,52.3361
2021-10-21,52.7209
2021-10-22,51.7077
2021-10-23,51.7077
2021-10-24,51.7077
2021-10-25,51.927
2021-10-26,53.9811
2021-10-27,48.7335
2021-10-28,49.8541
2021-10-29,50.7361
2021-10-30,50.7361
2021-10-31,50.7361
2021-11-01,54.1734
2021-11-02,51.7419
2021-11-03,53.1633
2021-11-04,55.0795
2021-11-05,60.3532
2021-11-06,60.3532
2021-11-07,60.3532
2021-11-08,60.6573
2021-11-09,59.3292
2021-11-10,59.8813
2021-11-11,59.5157
2021-11-12,59.5157
2021-11-13,59.5157
2021-11-14,59.5157
2021-11-15,59.5785
2021-11-16,58.841
2021-11-17,57.5928
2021-11-18,58.3272
2021-11-19,56.9414
2021-11-20,56.9414
2021-11-21,56.9414
2021-11-22,57.4785
2021-11-23,58.1498
2021-11-24,58.2683
2021-11-25,58.2683
2021-11-26,49.1431
2021-11-27,49.1431
2021-11-28,49.1431
2021-11-29,48.416
2021-11-30,46.4785
2021-12-01,44.3281
2021-12-02,50.7966
2021-12-03,49.7089
2021-12-04,49.7089
2021-12-05,49.7089
2021-12-06,52.0322
2021-12-07,54.7735
2021-12-08,54.9655
2021-12-09,54.5503
2021-12-10,55.5784
2021-12-11,55.5784
2021-12-12,55.5784
2021-12-13,52.8327
2021-12-14,51.7956
2021-12-15,53.7578
2021-12-16,49.527
2021-12-17,49.2306
2021-12-18,49.2306
2021-12-19,49.2306
2021-12-20,49.8223
2021-12-21,55.7915
2021-12-22,56.272
2021-12-23,56.3946
2021-12-24,56.3946
2021-12-25,56.3946
2021-12-26,56.3946
2021-12-27,57.7336
2021-12-28,58.3526
2021-12-29,57.0311
2021-12-30,54.6667
2021-12-31,55.6572
2022-01-01,55.6572
2022-01-02,55.6572
2022-01-03,57.0048
2022-01-04,56.8159
2022-01-05,53.7977
2022-01-06,55.0466
2022-01-07,56.2433
2022-01-08,56.2433
2022-01-09,56.2433
2022-01-10,55.8974
2022-01-11,53.3192
2022-01-12,52.7725
2022-01-13,54.371
2022-01-14,55.0639
2022-01-15,55.0639
2022-01-16,55.0639
2022-01-17,55.0639
2022-01-18,51.5072
2022-01-19,49.2757
2022-01-20,47.5615
2022-01-21,46.3574
2022-01-22,46.3574
2022-01-23,46.3574
2022-01-24,48.1252
2022-01-25,46.5244
2022-01-26,44.7447
2022-01-27,43.0284
2022-01-28,44.4685
2022-01-29,44.4685
2022-01-30,44.4685
2022-01-31,47.8219
2022-02-01,49.7604
2022-02-02,49.8979
2022-02-03,48.9129
2022-02-04,49.6202
2022-02-05,49.6202
2022-02-06,49.6202
2022-02-07,50.8677
2022-02-08,53.7249
2022-02-09,55.1179
2022-02-10,54.1445
2022-02-11,54.0387
2022-02-12,54.0387
2022-02-13,54.0387
2022-02-14,55.2301
2022-02-15,58.8479
2022-02-16,55.1457
2022-02-17,54.0134
2022-02-18,54.1442
2022-02-19,54.1442
2022-02-20,54.1442
2022-02-21,54.1442
2022-02-22,49.2189
2022-02-23,47.9795
2022-02-24,48.459
2022-02-25,50.0622
2022-02-26,50.0622
2022-02-27,50.0622
2022-02-28,52.7991
2022-03-01,46.3456
2022-03-02,51.0909
2022-03-03,50.4583
2022-03-04,49.2766
2022-03-05,49.2766
2022-03-06,49.2766
2022-03-07,46.644
2022-03-08,45.9258
2022-03-09,47.623
2022-03-10,46.6979
2022-03-11,47.9047
2022-03-12,47.9047
2022-03-13,47.9047
2022-03-14,49.2649
2022-03-15,49.7081
2022-03-16,51.8422
2022-03-17,51.9809
2022-03-18,52.3085
2022-03-19,52.3085
2022-03-20,52.3085
2022-03-21,51.8156
2022-03-22,51.9215
2022-03-23,49.1463
2022-03-24,51.3123
2022-03-25,52.8841
2022-03-26,52.8841
2022-03-27,52.8841
2022-03-28,49.5291
2022-03-29,50.5554
2022-03-30,49.409
2022-03-31,48.0125
2022-04-01,50.3389
2022-04-02,50.3389
2022-04-03,50.3389
2022-04-04,50.3389
2022-04-05,45.8716
2022-04-06,45.066
2022-04-07,44.9415
2022-04-08,43.0279
2022-04-09,43.0279
2022-04-10,43.0279
2022-04-11,43.0816
2022-04-12,44.242
2022-04-13,45.3407
2022-04-14,44.9949
2022-04-15,44.9949
2022-04-16,44.9949
2022-04-17,44.9949
2022-04-18,46.4105
2022-04-19,49.9897
2022-04-20,49.8898
2022-04-21,50.3178
2022-04-22,47.5134
2022-04-23,47.5134
2022-04-24,47.5134
2022-04-25,47.909
2022-04-26,38.7813
2022-04-27,38.4729
2022-04-28,45.0512
2022-04-29,42.5033
2022-04-30,42.5033
2022-05-01,42.5033
2022-05-02,42.7705
2022-05-03,44.482
2022-05-04,48.7176
2022-05-05,45.1086
2022-05-06,44.6217
2022-05-07,44.6217
2022-05-08,44.6217
2022-05-09,44.1174
2022-05-10,44.3142
2022-05-11,44.4699
2022-05-12,45.1361
2022-05-13,48.9387
2022-05-14,48.9387
2022-05-15,48.9387
2022-05-16,49.3279
2022-05-17,52.9173
2022-05-18,52.0838
2022-05-19,50.2869
2022-05-20,48.8232
2022-05-21,48.8232
2022-05-22,48.8232
2022-05-23,50.5394
2022-05-24,48.6696
2022-05-25,49.4066
2022-05-26,51.8733
2022-05-27,54.7886
2022-05-28,54.7886
2022-05-29,54.7886
2022-05-30,54.7886
2022-05-31,52.2285
2022-06-01,51.3957
2022-06-02,53.8351
2022-06-03,51.9788
2022-06-04,51.9788
2022-06-05,51.9788
2022-06-06,54.7073
2022-06-07,56.4938
2022-06-08,53.4032
2022-06-09,51.7827
2022-06-10,48.1079
2022-06-11,48.1079
2022-06-12,48.1079
2022-06-13,45.018
2022-06-14,45.4824
2022-06-15,46.4056
2022-06-16,42.1372
2022-06-17,42.7245
2022-06-18,42.7245
2022-06-19,42.7245
2022-06-20,42.7245
2022-06-21,45.0461
2022-06-22,44.3686
2022-06-23,44.0747
2022-06-24,46.8917
2022-06-25,46.8917
2022-06-26,46.8917
2022-06-27,48.0445
2022-06-28,46.0462
2022-06-29,45.8284
2022-06-30,46.5443
2022-07-01,48.3373
2022-07-02,48.3373
2022-07-03,48.3373
2022-07-04,48.3373
2022-07-05,47.0631
2022-07-06,47.2028
2022-07-07,48.9191
2022-07-08,47.5287
2022-07-09,47.5287
2022-07-10,47.5287
2022-07-11,46.9227
2022-07-12,46.6999
2022-07-13,45.865
2022-07-14,45.9602
2022-07-15,47.9484
2022-07-16,47.9484
2022-07-17,47.9484
2022-07-18,46.9139
2022-07-19,51.9658
2022-07-20,51.9213
2022-07-21,52.2462
2022-07-22,50.765
2022-07-23,50.765
2022-07-24,50.765
2022-07-25,52.0397
2022-07-26,56.6564
2022-07-27,59.0044
2022-07-28,60.7613
2022-07-29,62.8535
2022-07-30,62.8535
2022-07-31,62.8535
2022-08-01,62.8738
2022-08-02,60.5819
2022-08-03,62.1273
2022-08-04,61.559
2022-08-05,60.4499
2022-08-06,60.4499
2022-08-07,60.4499
2022-08-08,61.0399
2022-08-09,61.7661
2022-08-10,64.9744
2022-08-11,63.719
2022-08-12,66.2146
2022-08-13,66.2146
2022-08-14,66.2146
2022-08-15,66.871
2022-08-16,64.5328
2022-08-17,62.1444
2022-08-18,63.1709
2022-08-19,60.8271
2022-08-20,60.8271
2022-08-21,60.8271
2022-08-22,57.0438
2022-08-23,57.4169
2022-08-24,58.1339
2022-08-25,59.4315
2022-08-26,54.5874
2022-08-27,54.5874
2022-08-28,54.5874
2022-08-29,54.6737
2022-08-30,52.6623
2022-08-31,50.8
2022-09-01,48.8494
2022-09-02,47.85
2022-09-03,47.85
2022-09-04,47.85
2022-09-05,47.85
2022-09-06,46.2198
2022-09-07,47.9088
2022-09-08,48.4189
2022-09-09,48.3629
2022-09-10,48.3629
2022-09-11,48.3629
2022-09-12,51.6857
2022-09-13,46.0125
2022-09-14,46.5397
2022-09-15,46.3247
2022-09-16,45.1319
2022-09-17,45.1319
2022-09-18,45.1319
2022-09-19,46.4372
2022-09-20,45.1328
2022-09-21,44.2168
2022-09-22,42.2458
2022-09-23,39.7055
2022-09-24,39.7055
2022-09-25,39.7055
2022-09-26,38.4973
2022-09-27,38.9945
2022-09-28,41.8936
2022-09-29,41.598
2022-09-30,41.0706
2022-10-01,41.0706
2022-10-02,41.0706
2022-10-03,45.5957
2022-10-04,48.513
2022-10-05,47.9648
2022-10-06,48.3769
2022-10-07,48.1936
2022-10-08,48.1936
2022-10-09,48.1936
2022-10-10,50.9589
2022-10-11,52.5559
2022-10-12,46.3268
2022-10-13,48.4254
2022-10-14,48.4124
2022-10-15,48.4124
2022-10-16,48.4124
2022-10-17,51.3632
2022-10-18,53.9276
2022-10-19,53.2647
2022-10-20,49.8399
2022-10-21,52.8525
2022-10-22,52.8525
2022-10-23,52.8525
2022-10-24,54.0346
2022-10-25,53.8962
2022-10-26,54.8415
2022-10-27,56.3759
2022-10-28,57.1914
2022-10-29,57.1914
2022-10-30,57.1914
2022-10-31,58.2268
2022-11-01,61.3019
2022-11-02,58.6292
2022-11-03,59.3395
2022-11-04,61.8664
2022-11-05,61.8664
2022-11-06,61.8664
2022-11-07,63.2918
2022-11-08,65.3169
2022-11-09,63.2585
2022-11-10,67.4464
2022-11-11,63.8369
2022-11-12,63.8369
2022-11-13,63.8369
2022-11-14,64.6484
2022-11-15,66.3413
2022-11-16,63.6723
2022-11-17,61.5623
2022-11-18,62.2843
2022-11-19,62.2843
2022-11-20,62.2843
2022-11-21,61.0159
2022-11-22,62.2771
2022-11-23,61.7955
2022-11-24,61.7955
2022-11-25,62.3884
2022-11-26,62.3884
2022-11-27,62.3884
2022-11-28,59.2372
2022-11-29,57.7422
2022-11-30,59.6846
2022-12-01,60.0866
2022-12-02,62.2937
2022-12-03,62.2937
2022-12-04,62.2937
2022-12-05,60.6583
2022-12-06,59.658
2022-12-07,59.3727
2022-12-08,59.6818
2022-12-09,57.3375
2022-12-10,57.3375
2022-12-11,57.3375
2022-12-12,60.3218
2022-12-13,60.4179
2022-12-14,59.1143
2022-12-15,54.3322
2022-12-16,53.2157
2022-12-17,53.2157
2022-12-18,53.2157
2022-12-19,51.9959
2022-12-20,52.6162
2022-12-21,53.7591
2022-12-22,52.5156
2022-12-23,53.2275
2022-12-24,53.2275
2022-12-25,53.2275
2022-12-26,53.2275
2022-12-27,53.1716
2022-12-28,50.4059
2022-12-29,53.9964
2022-12-30,52.6768
2022-12-31,52.6768
2023-01-01,52.6768
2023-01-02,52.6768
2023-01-03,53.6454
2023-01-04,54.8032
2023-01-05,53.5329
2023-01-06,55.7156
2023-01-07,55.7156
2023-01-08,55.7156
2023-01-09,55.497
2023-01-10,57.1441
2023-01-11,59.0118
2023-01-12,62.694
2023-01-13,63.8737
2023-01-14,63.8737
2023-01-15,63.8737
2023-01-16,63.8737
2023-01-17,61.3127
2023-01-18,58.2975
2023-01-19,57.0496
2023-01-20,60.3631
2023-01-21,60.3631
2023-01-22,60.3631
2023-01-23,61.0841
2023-01-24,61.1497
2023-01-25,59.6923
2023-01-26,59.9942
2023-01-27,59.5787
2023-01-28,59.5787
2023-01-29,59.5787
2023-01-30,60.0138
2023-01-31,63.7631
2023-02-01,64.4332
2023-02-02,65.0653
2023-02-03,65.1842
2023-02-04,65.1842
2023-02-05,65.1842
2023-02-06,63.5661
2023-02-07,62.4404
2023-02-08,59.6424
2023-02-09,55.901
2023-02-10,56.673
2023-02-11,56.673
2023-02-12,56.673
2023-02-13,57.9572
2023-02-14,50.6943
2023-02-15,48.526
2023-02-16,49.6401
2023-02-17,49.5548
2023-02-18,49.5548
2023-02-19,49.5548
2023-02-20,49.5548
2023-02-21,45.8067
2023-02-22,47.3048
2023-02-23,48.2161
2023-02-24,47.1959
2023-02-25,47.1959
2023-02-26,47.1959
2023-02-27,47.9296
2023-02-28,46.7653
2023-03-01,46.5482
2023-03-02,44.8955
2023-03-03,45.1873
2023-03-04,45.1873
2023-03-05,45.1873
2023-03-06,42.4003
2023-03-07,41.9431
2023-03-08,41.5139
2023-03-09,40.9887
2023-03-10,37.8249
2023-03-11,37.8249
2023-03-12,37.8249
2023-03-13,34.8875
2023-03-14,38.339
2023-03-15,35.8967
2023-03-16,38.1537
2023-03-17,36.6822
