,ON US Equity
2023-03-23,54.2071
2023-03-24,51.265
2023-03-25,51.265
2023-03-26,51.265
2023-03-27,49.3871
2023-03-28,50.1463
2023-03-29,52.9799
2023-03-30,54.5482
2023-03-31,54.937
2023-04-01,54.937
2023-04-02,54.937
2023-04-03,53.7909
2023-04-04,51.3045
2023-04-05,49.5606
2023-04-06,48.5109
2023-04-07,48.5109
2023-04-08,48.5109
2023-04-09,48.5109
2023-04-10,50.638
2023-04-11,50.2016
2023-04-12,49.5029
2023-04-13,50.5613
2023-04-14,50.8723
2023-04-15,50.8723
2023-04-16,50.8723
2023-04-17,51.3426
2023-04-18,52.1167
2023-04-19,49.7719
2023-04-20,47.2191
2023-04-21,46.7343
2023-04-22,46.7343
2023-04-23,46.7343
2023-04-24,47.4216
2023-04-25,43.7451
2023-04-26,45.481
2023-04-27,43.761
2023-04-28,45.8887
2023-04-29,45.8887
2023-04-30,45.8887
2023-05-01,51.9402
2023-05-02,52.6624
2023-05-03,52.0936
2023-05-04,51.3641
2023-05-05,54.3531
2023-05-06,54.3531
2023-05-07,54.3531
2023-05-08,53.6488
2023-05-09,51.9478
2023-05-10,52.9053
2023-05-11,53.3139
2023-05-12,54.2446
2023-05-13,54.2446
2023-05-14,54.2446
2023-05-15,55.1959
2023-05-16,55.7845
2023-05-17,58.0561
2023-05-18,58.7834
2023-05-19,56.2828
2023-05-20,56.2828
2023-05-21,56.2828
2023-05-22,57.0634
2023-05-23,54.0027
2023-05-24,51.1141
2023-05-25,53.1954
2023-05-26,57.1416
2023-05-27,57.1416
2023-05-28,57.1416
2023-05-29,57.1416
2023-05-30,54.4191
2023-05-31,54.0472
2023-06-01,57.5738
2023-06-02,56.4205
2023-06-03,56.4205
2023-06-04,56.4205
2023-06-05,55.1951
2023-06-06,57.4649
2023-06-07,58.0512
2023-06-08,58.6332
2023-06-09,57.5646
2023-06-10,57.5646
2023-06-11,57.5646
2023-06-12,59.183
2023-06-13,60.4156
2023-06-14,60.4693
2023-06-15,58.4313
2023-06-16,57.4528
2023-06-17,57.4528
2023-06-18,57.4528
2023-06-19,57.4528
2023-06-20,56.5651
2023-06-21,55.0676
2023-06-22,55.8793
2023-06-23,54.2324
2023-06-24,54.2324
2023-06-25,54.2324
2023-06-26,55.2812
2023-06-27,58.2082
2023-06-28,57.4187
2023-06-29,58.192
2023-06-30,60.3334
2023-07-01,60.3334
2023-07-02,60.3334
2023-07-03,62.1389
2023-07-04,62.1389
2023-07-05,57.4723
2023-07-06,57.0836
2023-07-07,57.6844
2023-07-08,57.6844
2023-07-09,57.6844
2023-07-10,59.9375
2023-07-11,60.4736
2023-07-12,62.0575
2023-07-13,64.5739
2023-07-14,61.6468
2023-07-15,61.6468
2023-07-16,61.6468
2023-07-17,64.8907
2023-07-18,65.2245
2023-07-19,61.7368
2023-07-20,56.7939
2023-07-21,57.8983
2023-07-22,57.8983
2023-07-23,57.8983
2023-07-24,56.7976
2023-07-25,58.5863
2023-07-26,57.7548
2023-07-27,59.8871
2023-07-28,61.9568
2023-07-29,61.9568
2023-07-30,61.9568
2023-07-31,63.687
2023-08-01,63.9041
2023-08-02,59.0497
2023-08-03,58.1699
2023-08-04,57.7707
2023-08-05,57.7707
2023-08-06,57.7707
2023-08-07,58.7322
2023-08-08,56.4371
2023-08-09,54.1681
2023-08-10,52.8624
2023-08-11,49.9674
2023-08-12,49.9674
2023-08-13,49.9674
2023-08-14,52.1548
2023-08-15,49.5283
2023-08-16,47.9008
2023-08-17,46.1704
2023-08-18,46.8174
2023-08-19,46.8174
2023-08-20,46.8174
2023-08-21,48.9052
2023-08-22,48.3418
2023-08-23,48.8131
2023-08-24,46.3105
2023-08-25,48.5174
2023-08-26,48.5174
2023-08-27,48.5174
2023-08-28,49.7045
2023-08-29,53.1032
2023-08-30,54.1028
2023-08-31,53.7301
2023-09-01,54.5113
2023-09-02,54.5113
2023-09-03,54.5113
2023-09-04,54.5113
2023-09-05,54.4203
2023-09-06,54.5772
2023-09-07,53.5393
2023-09-08,52.9126
2023-09-09,52.9126
2023-09-10,52.9126
2023-09-11,52.8367
2023-09-12,51.6754
2023-09-13,51.7168
2023-09-14,51.3073
2023-09-15,47.6533
2023-09-16,47.6533
2023-09-17,47.6533
2023-09-18,49.3154
2023-09-19,48.9296
2023-09-20,47.437
2023-09-21,45.479
2023-09-22,48.777
2023-09-23,48.777
2023-09-24,48.777
2023-09-25,49.4903
2023-09-26,45.1749
2023-09-27,47.2717
2023-09-28,49.3798
2023-09-29,48.2815
2023-09-30,48.2815
2023-10-01,48.2815
2023-10-02,48.7319
2023-10-03,45.2296
2023-10-04,45.4878
2023-10-05,43.7976
2023-10-06,46.8933
2023-10-07,46.8933
2023-10-08,46.8933
2023-10-09,46.8933
2023-10-10,49.4724
2023-10-11,51.3342
2023-10-12,49.1814
2023-10-13,45.4893
2023-10-14,45.4893
2023-10-15,45.4893
2023-10-16,48.1171
2023-10-17,48.1171
2023-10-18,46.1562
2023-10-19,43.8833
2023-10-20,42.0724
2023-10-21,42.0724
2023-10-22,42.0724
2023-10-23,41.0907
2023-10-24,42.7666
2023-10-25,39.6667
2023-10-26,41.4865
2023-10-27,42.2929
2023-10-28,42.2929
2023-10-29,42.2929
2023-10-30,31.2113
2023-10-31,30.0035
2023-11-01,32.2146
2023-11-02,33.9702
2023-11-03,35.5334
2023-11-04,35.5334
2023-11-05,35.5334
2023-11-06,34.4804
2023-11-07,35.0423
2023-11-08,34.7449
2023-11-09,33.7221
2023-11-10,36.7918
2023-11-11,36.7918
2023-11-12,36.7918
2023-11-13,36.3719
2023-11-14,39.6047
2023-11-15,40.7063
2023-11-16,39.6388
2023-11-17,40.1926
2023-11-18,40.1926
2023-11-19,40.1926
2023-11-20,40.833
2023-11-21,39.2993
2023-11-22,39.4739
2023-11-23,39.4739
2023-11-24,40.2271
2023-11-25,40.2271
2023-11-26,40.2271
2023-11-27,39.8002
2023-11-28,40.2593
2023-11-29,42.9597
2023-11-30,42.7298
2023-12-01,45.6853
2023-12-02,45.6853
2023-12-03,45.6853
2023-12-04,44.7794
2023-12-05,44.0927
2023-12-06,45.3199
2023-12-07,47.7735
2023-12-08,48.0748
2023-12-09,48.0748
2023-12-10,48.0748
2023-12-11,51.2371
2023-12-12,50.2562
2023-12-13,52.731
2023-12-14,56.9998
2023-12-15,56.4266
2023-12-16,56.4266
2023-12-17,56.4266
2023-12-18,54.5126
2023-12-19,55.3255
2023-12-20,51.8349
2023-12-21,53.924
2023-12-22,54.2221
2023-12-23,54.2221
2023-12-24,54.2221
2023-12-25,54.2221
2023-12-26,55.4321
2023-12-27,54.9995
2023-12-28,54.9256
2023-12-29,53.3883
2023-12-30,53.3883
2023-12-31,53.3883
2024-01-01,53.3883
2024-01-02,51.2593
2024-01-03,49.1723
2024-01-04,46.336
2024-01-05,45.8958
2024-01-06,45.8958
2024-01-07,45.8958
2024-01-08,48.1778
2024-01-09,47.3387
2024-01-10,46.0441
2024-01-11,44.9866
2024-01-12,44.1334
2024-01-13,44.1334
2024-01-14,44.1334
2024-01-15,44.1334
2024-01-16,44.5077
2024-01-17,43.1223
2024-01-18,44.2372
2024-01-19,45.0003
2024-01-20,45.0003
2024-01-21,45.0003
2024-01-22,46.5372
2024-01-23,48.3034
2024-01-24,46.6677
2024-01-25,44.2825
2024-01-26,43.369
2024-01-27,43.369
2024-01-28,43.369
2024-01-29,44.9397
2024-01-30,44.5011
2024-01-31,43.1084
2024-02-01,42.2162
2024-02-02,43.0464
2024-02-03,43.0464
2024-02-04,43.0464
2024-02-05,50.7743
2024-02-06,49.4698
2024-02-07,50.1376
2024-02-08,53.8361
2024-02-09,53.9209
2024-02-10,53.9209
2024-02-11,53.9209
2024-02-12,54.0375
2024-02-13,51.4252
2024-02-14,54.4372
2024-02-15,53.2722
2024-02-16,51.1375
2024-02-17,51.1375
2024-02-18,51.1375
2024-02-19,51.1375
2024-02-20,49.9148
2024-02-21,50.0731
2024-02-22,50.8658
2024-02-23,48.5286
2024-02-24,48.5286
2024-02-25,48.5286
2024-02-26,50.0388
2024-02-27,49.3871
2024-02-28,48.8387
2024-02-29,51.5648
2024-03-01,53.869
2024-03-02,53.869
2024-03-03,53.869
2024-03-04,52.4052
2024-03-05,49.2312
2024-03-06,49.9152
2024-03-07,55.2076
2024-03-08,51.0196
2024-03-09,51.0196
2024-03-10,51.0196
2024-03-11,53.4345
2024-03-12,54.3051
2024-03-13,51.584
2024-03-14,49.0239
2024-03-15,46.9842
2024-03-16,46.9842
2024-03-17,46.9842
2024-03-18,46.0788
2024-03-19,46.3031
2024-03-20,47.8633
2024-03-21,48.0775
2024-03-22,47.0304
2024-03-23,47.0304
2024-03-24,47.0304
2024-03-25,45.9574
2024-03-26,45.3471
2024-03-27,48.318
2024-03-28,46.3442
2024-03-29,46.3442
2024-03-30,46.3442
2024-03-31,46.3442
2024-04-01,46.6724
2024-04-02,43.5753
2024-04-03,43.8612
2024-04-04,42.4118
2024-04-05,42.6763
2024-04-06,42.6763
2024-04-07,42.6763
2024-04-08,42.1573
