,CACC US Equity
2020-06-03,60.1664
2020-06-04,63.1844
2020-06-05,66.1613
2020-06-06,66.1613
2020-06-07,66.1613
2020-06-08,66.6654
2020-06-09,64.7009
2020-06-10,60.0954
2020-06-11,56.8248
2020-06-12,58.5109
2020-06-13,58.5109
2020-06-14,58.5109
2020-06-15,58.0493
2020-06-16,58.541
2020-06-17,57.765
2020-06-18,57.1355
2020-06-19,55.8688
2020-06-20,55.8688
2020-06-21,55.8688
2020-06-22,56.5348
2020-06-23,56.6281
2020-06-24,54.4267
2020-06-25,55.5795
2020-06-26,53.9671
2020-06-27,53.9671
2020-06-28,53.9671
2020-06-29,55.0506
2020-06-30,54.881
2020-07-01,55.0541
2020-07-02,55.2344
2020-07-03,55.2344
2020-07-04,55.2344
2020-07-05,55.2344
2020-07-06,56.6479
2020-07-07,55.5555
2020-07-08,56.7922
2020-07-09,53.797
2020-07-10,55.1198
2020-07-11,55.1198
2020-07-12,55.1198
2020-07-13,55.3684
2020-07-14,55.4904
2020-07-15,58.0152
2020-07-16,57.7248
2020-07-17,55.2328
2020-07-18,55.2328
2020-07-19,55.2328
2020-07-20,55.6129
2020-07-21,56.4299
2020-07-22,57.7141
2020-07-23,58.9536
2020-07-24,57.9813
2020-07-25,57.9813
2020-07-26,57.9813
2020-07-27,58.1754
2020-07-28,59.1679
2020-07-29,61.2825
2020-07-30,61.8669
2020-07-31,58.6011
2020-08-01,58.6011
2020-08-02,58.6011
2020-08-03,59.9704
2020-08-04,59.3666
2020-08-05,62.1349
2020-08-06,64.3076
2020-08-07,64.1983
2020-08-08,64.1983
2020-08-09,64.1983
2020-08-10,65.4597
2020-08-11,64.2456
2020-08-12,63.5402
2020-08-13,59.4279
2020-08-14,57.4219
2020-08-15,57.4219
2020-08-16,57.4219
2020-08-17,55.7676
2020-08-18,54.2183
2020-08-19,53.6467
2020-08-20,52.7842
2020-08-21,53.2993
2020-08-22,53.2993
2020-08-23,53.2993
2020-08-24,55.4096
2020-08-25,54.1078
2020-08-26,52.4935
2020-08-27,52.6148
2020-08-28,52.0589
2020-08-29,52.0589
2020-08-30,52.0589
2020-08-31,40.6548
2020-09-01,39.1017
2020-09-02,41.2238
2020-09-03,39.7752
2020-09-04,40.0718
2020-09-05,40.0718
2020-09-06,40.0718
2020-09-07,40.0718
2020-09-08,38.4576
2020-09-09,38.3086
2020-09-10,36.2489
2020-09-11,35.585
2020-09-12,35.585
2020-09-13,35.585
2020-09-14,36.7546
2020-09-15,35.9319
2020-09-16,36.5504
2020-09-17,35.3632
2020-09-18,34.1921
2020-09-19,34.1921
2020-09-20,34.1921
2020-09-21,32.9887
2020-09-22,32.708
2020-09-23,31.6982
2020-09-24,31.8248
2020-09-25,33.1424
2020-09-26,33.1424
2020-09-27,33.1424
2020-09-28,37.221
2020-09-29,39.7954
2020-09-30,40.9723
2020-10-01,42.7161
2020-10-02,44.0847
2020-10-03,44.0847
2020-10-04,44.0847
2020-10-05,43.4638
2020-10-06,41.1613
2020-10-07,42.8104
2020-10-08,45.5144
2020-10-09,45.0892
2020-10-10,45.0892
2020-10-11,45.0892
2020-10-12,43.7608
2020-10-13,43.4215
2020-10-14,44.1099
2020-10-15,43.5867
2020-10-16,41.9205
2020-10-17,41.9205
2020-10-18,41.9205
2020-10-19,41.8181
2020-10-20,43.4391
2020-10-21,43.0753
2020-10-22,42.7481
2020-10-23,43.598
2020-10-24,43.598
2020-10-25,43.598
2020-10-26,42.6411
2020-10-27,40.8305
2020-10-28,38.9055
2020-10-29,40.3219
2020-10-30,36.9611
2020-10-31,36.9611
2020-11-01,36.9611
2020-11-02,38.2497
2020-11-03,38.0203
2020-11-04,39.0441
2020-11-05,40.4997
2020-11-06,40.8295
2020-11-07,40.8295
2020-11-08,40.8295
2020-11-09,42.0887
2020-11-10,41.8091
2020-11-11,41.66
2020-11-12,39.6415
2020-11-13,42.087
2020-11-14,42.087
2020-11-15,42.087
2020-11-16,42.7693
2020-11-17,42.4398
2020-11-18,41.8987
2020-11-19,41.0487
2020-11-20,38.1987
2020-11-21,38.1987
2020-11-22,38.1987
2020-11-23,37.2586
2020-11-24,42.8838
2020-11-25,41.047
2020-11-26,41.047
2020-11-27,41.3824
2020-11-28,41.3824
2020-11-29,41.3824
2020-11-30,41.1681
2020-12-01,47.3888
2020-12-02,48.2586
2020-12-03,49.5979
2020-12-04,49.7768
2020-12-05,49.7768
2020-12-06,49.7768
2020-12-07,49.0636
2020-12-08,50.1629
2020-12-09,49.4486
2020-12-10,50.7524
2020-12-11,50.1819
2020-12-12,50.1819
2020-12-13,50.1819
2020-12-14,49.3281
2020-12-15,51.6763
2020-12-16,51.6268
2020-12-17,51.2403
2020-12-18,49.6546
2020-12-19,49.6546
2020-12-20,49.6546
2020-12-21,50.6583
2020-12-22,48.6865
2020-12-23,51.527
2020-12-24,48.8031
2020-12-25,48.8031
2020-12-26,48.8031
2020-12-27,48.8031
2020-12-28,50.2081
2020-12-29,50.1474
2020-12-30,52.1521
2020-12-31,53.4219
2021-01-01,53.4219
2021-01-02,53.4219
2021-01-03,53.4219
2021-01-04,50.5107
2021-01-05,52.8789
2021-01-06,49.7744
2021-01-07,50.661
2021-01-08,51.4451
2021-01-09,51.4451
2021-01-10,51.4451
2021-01-11,51.73
2021-01-12,51.8093
2021-01-13,52.4967
2021-01-14,55.5509
2021-01-15,55.4354
2021-01-16,55.4354
2021-01-17,55.4354
2021-01-18,55.4354
2021-01-19,50.6099
2021-01-20,52.4492
2021-01-21,52.4519
2021-01-22,46.8264
2021-01-23,46.8264
2021-01-24,46.8264
2021-01-25,53.93
2021-01-26,60.1384
2021-01-27,57.2834
2021-01-28,56.5045
2021-01-29,59.0361
2021-01-30,59.0361
2021-01-31,59.0361
2021-02-01,55.4628
2021-02-02,47.829
2021-02-03,49.2754
2021-02-04,49.2518
2021-02-05,50.7115
2021-02-06,50.7115
2021-02-07,50.7115
2021-02-08,49.7183
2021-02-09,51.3578
2021-02-10,51.1653
2021-02-11,51.6483
2021-02-12,52.333
2021-02-13,52.333
2021-02-14,52.333
2021-02-15,52.333
2021-02-16,53.955
2021-02-17,52.758
2021-02-18,52.678
2021-02-19,54.2567
2021-02-20,54.2567
2021-02-21,54.2567
2021-02-22,53.211
2021-02-23,53.8073
2021-02-24,54.6167
2021-02-25,53.265
2021-02-26,53.291
2021-02-27,53.291
2021-02-28,53.291
2021-03-01,56.5093
2021-03-02,56.3198
2021-03-03,55.5748
2021-03-04,56.3729
2021-03-05,60.4337
2021-03-06,60.4337
2021-03-07,60.4337
2021-03-08,64.7157
2021-03-09,60.2673
2021-03-10,58.5093
2021-03-11,53.6807
2021-03-12,54.6108
2021-03-13,54.6108
2021-03-14,54.6108
2021-03-15,53.8431
2021-03-16,52.6238
2021-03-17,51.9514
2021-03-18,50.4674
2021-03-19,50.3933
2021-03-20,50.3933
2021-03-21,50.3933
2021-03-22,51.7875
2021-03-23,53.2962
2021-03-24,49.1824
2021-03-25,48.9352
2021-03-26,50.7515
2021-03-27,50.7515
2021-03-28,50.7515
2021-03-29,52.9411
2021-03-30,52.4167
2021-03-31,49.1496
2021-04-01,49.7297
2021-04-02,49.7297
2021-04-03,49.7297
2021-04-04,49.7297
2021-04-05,48.7285
2021-04-06,48.9381
2021-04-07,48.9139
2021-04-08,49.863
2021-04-09,49.6963
2021-04-10,49.6963
2021-04-11,49.6963
2021-04-12,51.0128
2021-04-13,49.2659
2021-04-14,49.8191
2021-04-15,49.7991
2021-04-16,52.7669
2021-04-17,52.7669
2021-04-18,52.7669
2021-04-19,52.5892
2021-04-20,53.301
2021-04-21,53.0563
2021-04-22,53.4703
2021-04-23,52.9252
2021-04-24,52.9252
2021-04-25,52.9252
2021-04-26,54.646
2021-04-27,56.5377
2021-04-28,57.2446
2021-04-29,56.6925
2021-04-30,57.4881
2021-05-01,57.4881
2021-05-02,57.4881
2021-05-03,62.2718
2021-05-04,62.7293
2021-05-05,62.7152
2021-05-06,62.403
2021-05-07,63.8656
2021-05-08,63.8656
2021-05-09,63.8656
2021-05-10,64.1939
2021-05-11,62.1496
2021-05-12,60.4105
2021-05-13,61.7049
2021-05-14,61.8457
2021-05-15,61.8457
2021-05-16,61.8457
2021-05-17,63.7243
2021-05-18,63.1067
2021-05-19,63.5858
2021-05-20,63.8685
2021-05-21,64.1088
2021-05-22,64.1088
2021-05-23,64.1088
2021-05-24,65.1817
2021-05-25,65.7538
2021-05-26,65.3818
2021-05-27,66.6167
2021-05-28,67.5112
2021-05-29,67.5112
2021-05-30,67.5112
2021-05-31,67.5112
2021-06-01,67.8864
2021-06-02,70.2913
2021-06-03,45.925
2021-06-04,48.8882
2021-06-05,48.8882
2021-06-06,48.8882
2021-06-07,47.8003
2021-06-08,51.0376
2021-06-09,53.4944
2021-06-10,54.9282
2021-06-11,55.4976
2021-06-12,55.4976
2021-06-13,55.4976
2021-06-14,53.4945
2021-06-15,55.0924
2021-06-16,55.9904
2021-06-17,58.0011
2021-06-18,51.2338
2021-06-19,51.2338
2021-06-20,51.2338
2021-06-21,54.892
2021-06-22,55.8393
2021-06-23,56.2208
2021-06-24,57.5909
2021-06-25,57.9848
2021-06-26,57.9848
2021-06-27,57.9848
2021-06-28,57.3668
2021-06-29,58.0149
2021-06-30,58.5935
2021-07-01,58.2198
2021-07-02,58.318
2021-07-03,58.318
2021-07-04,58.318
2021-07-05,58.318
2021-07-06,57.637
2021-07-07,54.1709
2021-07-08,54.3144
2021-07-09,56.5022
2021-07-10,56.5022
2021-07-11,56.5022
2021-07-12,56.9566
2021-07-13,55.9499
2021-07-14,53.6063
2021-07-15,57.2645
2021-07-16,57.281
2021-07-17,57.281
2021-07-18,57.281
2021-07-19,57.4782
2021-07-20,59.9663
2021-07-21,60.8764
2021-07-22,61.3668
2021-07-23,61.5812
2021-07-24,61.5812
2021-07-25,61.5812
2021-07-26,61.3789
2021-07-27,61.2112
2021-07-28,60.1235
2021-07-29,62.0859
2021-07-30,62.7509
2021-07-31,62.7509
2021-08-01,62.7509
2021-08-02,70.1149
2021-08-03,71.9177
2021-08-04,74.3448
2021-08-05,69.0593
2021-08-06,70.1191
2021-08-07,70.1191
2021-08-08,70.1191
2021-08-09,68.9141
2021-08-10,68.9141
2021-08-11,70.0246
2021-08-12,70.1484
2021-08-13,70.8658
2021-08-14,70.8658
2021-08-15,70.8658
2021-08-16,71.6891
2021-08-17,72.4414
2021-08-18,71.7286
2021-08-19,72.3146
2021-08-20,72.6128
2021-08-21,72.6128
2021-08-22,72.6128
2021-08-23,69.7448
2021-08-24,70.89
2021-08-25,70.2257
2021-08-26,69.3763
2021-08-27,69.9743
2021-08-28,69.9743
2021-08-29,69.9743
2021-08-30,69.0374
2021-08-31,69.5477
2021-09-01,71.227
2021-09-02,78.9247
2021-09-03,79.7562
2021-09-04,79.7562
2021-09-05,79.7562
2021-09-06,79.7562
2021-09-07,73.4228
2021-09-08,73.5713
2021-09-09,64.1195
2021-09-10,61.8051
2021-09-11,61.8051
2021-09-12,61.8051
2021-09-13,63.3267
2021-09-14,61.9788
2021-09-15,60.8774
2021-09-16,60.2527
2021-09-17,59.6608
2021-09-18,59.6608
2021-09-19,59.6608
2021-09-20,60.0651
2021-09-21,59.1307
2021-09-22,59.6914
2021-09-23,55.8728
2021-09-24,57.7498
2021-09-25,57.7498
2021-09-26,57.7498
2021-09-27,59.1638
2021-09-28,56.6559
2021-09-29,56.6366
2021-09-30,55.6156
2021-10-01,54.841
2021-10-02,54.841
2021-10-03,54.841
2021-10-04,58.5364
2021-10-05,60.1819
2021-10-06,59.6737
2021-10-07,61.1588
2021-10-08,59.5344
2021-10-09,59.5344
2021-10-10,59.5344
2021-10-11,60.5954
2021-10-12,61.7656
2021-10-13,61.9441
2021-10-14,58.8563
2021-10-15,58.1199
2021-10-16,58.1199
2021-10-17,58.1199
2021-10-18,58.3305
2021-10-19,57.8971
2021-10-20,59.2646
2021-10-21,57.6777
2021-10-22,58.8867
2021-10-23,58.8867
2021-10-24,58.8867
2021-10-25,57.989
2021-10-26,52.3362
2021-10-27,51.0758
2021-10-28,53.8287
2021-10-29,52.7842
2021-10-30,52.7842
2021-10-31,52.7842
2021-11-01,52.3117
2021-11-02,63.8268
2021-11-03,64.4921
2021-11-04,66.8034
2021-11-05,64.5945
2021-11-06,64.5945
2021-11-07,64.5945
2021-11-08,60.4211
2021-11-09,59.2854
2021-11-10,60.7014
2021-11-11,60.9558
2021-11-12,61.2808
2021-11-13,61.2808
2021-11-14,61.2808
2021-11-15,60.871
2021-11-16,59.8021
2021-11-17,56.904
2021-11-18,55.5611
2021-11-19,54.7605
2021-11-20,54.7605
2021-11-21,54.7605
2021-11-22,55.9743
2021-11-23,56.2167
2021-11-24,55.6805
2021-11-25,55.6805
2021-11-26,54.9734
2021-11-27,54.9734
2021-11-28,54.9734
2021-11-29,53.683
2021-11-30,50.767
2021-12-01,50.7956
2021-12-02,54.1157
2021-12-03,55.0708
2021-12-04,55.0708
2021-12-05,55.0708
2021-12-06,54.8561
2021-12-07,56.514
2021-12-08,55.396
2021-12-09,55.7514
2021-12-10,53.414
2021-12-11,53.414
2021-12-12,53.414
2021-12-13,53.2242
2021-12-14,55.7562
2021-12-15,58.7333
2021-12-16,55.1859
2021-12-17,55.3348
2021-12-18,55.3348
2021-12-19,55.3348
2021-12-20,54.0923
2021-12-21,56.4824
2021-12-22,57.3361
2021-12-23,58.8443
2021-12-24,58.8443
2021-12-25,58.8443
2021-12-26,58.8443
2021-12-27,57.9366
2021-12-28,58.5973
2021-12-29,56.2918
2021-12-30,55.9943
2021-12-31,59.2694
2022-01-01,59.2694
2022-01-02,59.2694
2022-01-03,51.0908
2022-01-04,48.0515
2022-01-05,48.2015
2022-01-06,49.7042
2022-01-07,48.3464
2022-01-08,48.3464
2022-01-09,48.3464
2022-01-10,45.82
2022-01-11,46.1428
2022-01-12,44.8106
2022-01-13,42.1002
2022-01-14,39.5119
2022-01-15,39.5119
2022-01-16,39.5119
2022-01-17,39.5119
2022-01-18,39.8548
2022-01-19,36.5416
2022-01-20,35.3092
2022-01-21,35.9414
2022-01-22,35.9414
2022-01-23,35.9414
2022-01-24,36.6628
2022-01-25,36.8628
2022-01-26,35.3282
2022-01-27,33.7936
2022-01-28,34.8353
2022-01-29,34.8353
2022-01-30,34.8353
2022-01-31,36.7933
2022-02-01,35.0471
2022-02-02,34.4833
2022-02-03,33.0991
2022-02-04,35.5925
2022-02-05,35.5925
2022-02-06,35.5925
2022-02-07,35.48
2022-02-08,39.7232
2022-02-09,42.8402
2022-02-10,41.7257
2022-02-11,40.9725
2022-02-12,40.9725
2022-02-13,40.9725
2022-02-14,40.3501
2022-02-15,42.6919
2022-02-16,42.0856
2022-02-17,38.9911
2022-02-18,42.1532
2022-02-19,42.1532
2022-02-20,42.1532
2022-02-21,42.1532
2022-02-22,43.0025
2022-02-23,41.1242
2022-02-24,43.3285
2022-02-25,46.383
2022-02-26,46.383
2022-02-27,46.383
2022-02-28,45.4329
2022-03-01,42.6463
2022-03-02,46.9736
2022-03-03,47.0819
2022-03-04,43.9482
2022-03-05,43.9482
2022-03-06,43.9482
2022-03-07,37.8636
2022-03-08,39.7029
2022-03-09,42.4208
2022-03-10,39.7698
2022-03-11,37.5758
2022-03-12,37.5758
2022-03-13,37.5758
2022-03-14,37.6648
2022-03-15,41.3865
2022-03-16,42.342
2022-03-17,44.3436
2022-03-18,45.2146
2022-03-19,45.2146
2022-03-20,45.2146
2022-03-21,44.9528
2022-03-22,46.3787
2022-03-23,46.6042
2022-03-24,46.9145
2022-03-25,46.9687
2022-03-26,46.9687
2022-03-27,46.9687
2022-03-28,46.126
2022-03-29,51.2462
2022-03-30,50.3912
2022-03-31,50.8235
2022-04-01,50.7154
2022-04-02,50.7154
2022-04-03,50.7154
2022-04-04,50.8667
2022-04-05,49.8628
2022-04-06,51.132
2022-04-07,48.5411
2022-04-08,52.5696
2022-04-09,52.5696
2022-04-10,52.5696
2022-04-11,52.1635
2022-04-12,51.6621
2022-04-13,54.6543
2022-04-14,56.2691
2022-04-15,56.2691
2022-04-16,56.2691
2022-04-17,56.2691
2022-04-18,57.1167
2022-04-19,60.3549
2022-04-20,58.7892
2022-04-21,54.8425
2022-04-22,50.1451
2022-04-23,50.1451
2022-04-24,50.1451
2022-04-25,48.9026
2022-04-26,45.2229
2022-04-27,44.0738
2022-04-28,47.9452
2022-04-29,44.7211
2022-04-30,44.7211
2022-05-01,44.7211
2022-05-02,45.4781
2022-05-03,57.8033
2022-05-04,59.5315
2022-05-05,55.1275
2022-05-06,54.4971
2022-05-07,54.4971
2022-05-08,54.4971
2022-05-09,51.569
2022-05-10,51.6031
2022-05-11,50.9526
2022-05-12,50.2075
2022-05-13,53.1248
2022-05-14,53.1248
2022-05-15,53.1248
2022-05-16,53.4753
2022-05-17,55.5234
2022-05-18,53.0268
2022-05-19,50.3611
2022-05-20,48.7322
2022-05-21,48.7322
2022-05-22,48.7322
2022-05-23,49.8721
2022-05-24,49.0137
2022-05-25,49.7478
2022-05-26,51.9694
2022-05-27,52.8957
2022-05-28,52.8957
2022-05-29,52.8957
2022-05-30,52.8957
2022-05-31,53.469
2022-06-01,52.0319
2022-06-02,53.1402
2022-06-03,49.7516
2022-06-04,49.7516
2022-06-05,49.7516
2022-06-06,49.7435
2022-06-07,51.7833
2022-06-08,49.1828
2022-06-09,47.3381
2022-06-10,45.0039
2022-06-11,45.0039
2022-06-12,45.0039
2022-06-13,43.3999
2022-06-14,43.352
2022-06-15,44.2653
2022-06-16,39.335
2022-06-17,40.5403
2022-06-18,40.5403
2022-06-19,40.5403
2022-06-20,40.5403
2022-06-21,41.2167
2022-06-22,41.4195
2022-06-23,41.9388
2022-06-24,45.3133
2022-06-25,45.3133
2022-06-26,45.3133
2022-06-27,44.2009
2022-06-28,43.6576
2022-06-29,41.7683
2022-06-30,42.0774
2022-07-01,45.1306
2022-07-02,45.1306
2022-07-03,45.1306
2022-07-04,45.1306
2022-07-05,48.9819
2022-07-06,45.8511
2022-07-07,48.5131
2022-07-08,46.8982
2022-07-09,46.8982
2022-07-10,46.8982
2022-07-11,46.3089
2022-07-12,46.4156
2022-07-13,47.2077
2022-07-14,46.5773
2022-07-15,48.0247
2022-07-16,48.0247
2022-07-17,48.0247
2022-07-18,48.7274
2022-07-19,51.6611
2022-07-20,52.894
2022-07-21,53.1197
2022-07-22,52.8147
2022-07-23,52.8147
2022-07-24,52.8147
2022-07-25,52.7426
2022-07-26,51.2698
2022-07-27,52.8868
2022-07-28,53.7445
2022-07-29,55.6664
2022-07-30,55.6664
2022-07-31,55.6664
2022-08-01,56.3612
2022-08-02,49.1002
2022-08-03,51.1598
2022-08-04,50.9988
2022-08-05,50.9646
2022-08-06,50.9646
2022-08-07,50.9646
2022-08-08,52.9643
2022-08-09,51.0657
2022-08-10,52.3454
2022-08-11,52.3218
2022-08-12,52.5595
2022-08-13,52.5595
2022-08-14,52.5595
2022-08-15,54.6873
2022-08-16,58.3098
2022-08-17,57.3951
2022-08-18,57.8752
2022-08-19,56.5442
2022-08-20,56.5442
2022-08-21,56.5442
2022-08-22,51.8008
2022-08-23,53.5793
2022-08-24,53.4011
2022-08-25,54.4169
2022-08-26,50.8619
2022-08-27,50.8619
2022-08-28,50.8619
2022-08-29,50.2151
2022-08-30,48.3645
2022-08-31,47.3877
2022-09-01,47.59
2022-09-02,46.0062
2022-09-03,46.0062
2022-09-04,46.0062
2022-09-05,46.0062
2022-09-06,44.3326
2022-09-07,45.0284
2022-09-08,44.8933
2022-09-09,45.4982
2022-09-10,45.4982
2022-09-11,45.4982
2022-09-12,48.2799
2022-09-13,43.6119
2022-09-14,43.4041
2022-09-15,43.4188
2022-09-16,42.3702
2022-09-17,42.3702
2022-09-18,42.3702
2022-09-19,43.5044
2022-09-20,40.8487
2022-09-21,41.5042
2022-09-22,40.4133
2022-09-23,39.7849
2022-09-24,39.7849
2022-09-25,39.7849
2022-09-26,38.5786
2022-09-27,38.1593
2022-09-28,40.5679
2022-09-29,38.1161
2022-09-30,37.7502
2022-10-01,37.7502
2022-10-02,37.7502
2022-10-03,41.4317
2022-10-04,44.9424
2022-10-05,43.6453
2022-10-06,42.2641
2022-10-07,40.4979
2022-10-08,40.4979
2022-10-09,40.4979
2022-10-10,39.0006
2022-10-11,39.6326
2022-10-12,40.7316
2022-10-13,42.475
2022-10-14,40.2397
2022-10-15,40.2397
2022-10-16,40.2397
2022-10-17,42.6917
2022-10-18,43.3772
2022-10-19,39.6595
2022-10-20,38.3208
2022-10-21,41.1402
2022-10-22,41.1402
2022-10-23,41.1402
2022-10-24,42.4073
2022-10-25,46.5993
2022-10-26,46.6008
2022-10-27,46.2118
2022-10-28,48.5957
2022-10-29,48.5957
2022-10-30,48.5957
2022-10-31,47.7828
2022-11-01,48.7342
2022-11-02,44.1177
2022-11-03,45.331
2022-11-04,45.0245
2022-11-05,45.0245
2022-11-06,45.0245
2022-11-07,44.784
2022-11-08,46.1573
2022-11-09,45.6276
2022-11-10,52.2859
2022-11-11,56.2198
2022-11-12,56.2198
2022-11-13,56.2198
2022-11-14,53.5268
2022-11-15,52.5065
2022-11-16,50.5575
2022-11-17,49.7817
2022-11-18,49.5309
2022-11-19,49.5309
2022-11-20,49.5309
2022-11-21,49.5891
2022-11-22,49.6638
2022-11-23,50.4593
2022-11-24,50.4593
2022-11-25,50.14
2022-11-26,50.14
2022-11-27,50.14
2022-11-28,48.3331
2022-11-29,49.1626
2022-11-30,49.5893
2022-12-01,49.6669
2022-12-02,49.6265
2022-12-03,49.6265
2022-12-04,49.6265
2022-12-05,47.4107
2022-12-06,46.9112
2022-12-07,44.2388
2022-12-08,46.8656
2022-12-09,48.4106
2022-12-10,48.4106
2022-12-11,48.4106
2022-12-12,48.437
2022-12-13,47.7269
2022-12-14,46.5824
2022-12-15,46.5182
2022-12-16,44.8628
2022-12-17,44.8628
2022-12-18,44.8628
2022-12-19,44.4099
2022-12-20,44.4313
2022-12-21,49.1008
2022-12-22,45.5474
2022-12-23,49.6814
2022-12-24,49.6814
2022-12-25,49.6814
2022-12-26,49.6814
2022-12-27,49.5975
2022-12-28,49.4109
2022-12-29,51.6263
2022-12-30,51.3001
2022-12-31,51.3001
2023-01-01,51.3001
2023-01-02,51.3001
2023-01-03,48.0824
2023-01-04,40.342
2023-01-05,37.3739
2023-01-06,41.6056
2023-01-07,41.6056
2023-01-08,41.6056
2023-01-09,40.8752
2023-01-10,41.0528
2023-01-11,40.9791
2023-01-12,44.7835
2023-01-13,43.775
2023-01-14,43.775
2023-01-15,43.775
2023-01-16,43.775
2023-01-17,41.8866
2023-01-18,41.4228
2023-01-19,40.0324
2023-01-20,44.295
2023-01-21,44.295
2023-01-22,44.295
2023-01-23,49.6781
2023-01-24,49.4031
2023-01-25,50.7042
2023-01-26,51.6922
2023-01-27,53.8891
2023-01-28,53.8891
2023-01-29,53.8891
2023-01-30,50.4601
2023-01-31,52.323
2023-02-01,59.5157
2023-02-02,61.6757
2023-02-03,58.6976
2023-02-04,58.6976
2023-02-05,58.6976
2023-02-06,56.4766
2023-02-07,55.706
2023-02-08,52.8311
2023-02-09,52.9789
2023-02-10,50.479
2023-02-11,50.479
2023-02-12,50.479
2023-02-13,53.7676
2023-02-14,53.0755
2023-02-15,53.1211
2023-02-16,52.0206
2023-02-17,50.5705
2023-02-18,50.5705
2023-02-19,50.5705
2023-02-20,50.5705
2023-02-21,48.81
2023-02-22,49.1544
2023-02-23,49.3023
2023-02-24,48.3515
2023-02-25,48.3515
2023-02-26,48.3515
2023-02-27,47.3559
2023-02-28,47.6584
2023-03-01,47.6451
2023-03-02,48.3282
2023-03-03,48.4845
2023-03-04,48.4845
2023-03-05,48.4845
2023-03-06,48.0219
2023-03-07,47.2205
2023-03-08,47.6022
2023-03-09,45.187
2023-03-10,43.7083
2023-03-11,43.7083
2023-03-12,43.7083
2023-03-13,41.9542
2023-03-14,42.4311
2023-03-15,41.8693
2023-03-16,42.5813
2023-03-17,41.2217
2023-03-18,41.2217
2023-03-19,41.2217
