,JLL US Equity
,RSI_30D
2020-01-01,71.3156
2020-01-02,72.1849
2020-01-03,69.5609
2020-01-04,69.5609
2020-01-05,69.5609
2020-01-06,69.3846
2020-01-07,67.5602
2020-01-08,63.7073
2020-01-09,65.1699
2020-01-10,62.7466
2020-01-11,62.7466
2020-01-12,62.7466
2020-01-13,63.4267
2020-01-14,59.386
2020-01-15,61.8433
2020-01-16,61.6481
2020-01-17,62.4589
2020-01-18,62.4589
2020-01-19,62.4589
2020-01-20,62.4589
2020-01-21,60.105
2020-01-22,58.4909
2020-01-23,59.1263
2020-01-24,58.4286
2020-01-25,58.4286
2020-01-26,58.4286
2020-01-27,56.918
2020-01-28,59.7593
2020-01-29,59.4062
2020-01-30,60.1059
2020-01-31,57.4516
2020-02-01,57.4516
2020-02-02,57.4516
2020-02-03,61.2225
2020-02-04,62.7608
2020-02-05,64.5863
2020-02-06,58.5998
2020-02-07,58.2231
2020-02-08,58.2231
2020-02-09,58.2231
2020-02-10,57.9068
2020-02-11,49.1111
2020-02-12,54.1529
2020-02-13,53.9481
2020-02-14,55.0856
2020-02-15,55.0856
2020-02-16,55.0856
2020-02-17,55.0856
2020-02-18,53.6371
2020-02-19,49.3705
2020-02-20,49.3116
2020-02-21,45.0034
2020-02-22,45.0034
2020-02-23,45.0034
2020-02-24,39.6817
2020-02-25,34.8338
2020-02-26,33.3827
2020-02-27,34.6654
2020-02-28,37.4896
2020-02-29,37.4896
2020-03-01,37.4896
2020-03-02,39.318
2020-03-03,41.3386
2020-03-04,42.3865
2020-03-05,39.5835
2020-03-06,37.515
2020-03-07,37.515
2020-03-08,37.515
2020-03-09,33.205
2020-03-10,40.2018
2020-03-11,37.4611
2020-03-12,30.7811
2020-03-13,38.6221
2020-03-14,38.6221
2020-03-15,38.6221
2020-03-16,31.8182
2020-03-17,30.0796
2020-03-18,27.1932
2020-03-19,30.965
2020-03-20,28.7232
2020-03-21,28.7232
2020-03-22,28.7232
2020-03-23,27.1537
2020-03-24,30.0094
2020-03-25,31.9124
2020-03-26,36.8187
2020-03-27,36.2176
2020-03-28,36.2176
2020-03-29,36.2176
2020-03-30,39.4487
2020-03-31,37.7894
2020-04-01,36.1763
2020-04-02,35.6438
2020-04-03,34.3207
2020-04-04,34.3207
2020-04-05,34.3207
2020-04-06,37.3339
2020-04-07,40.7254
2020-04-08,44.069
2020-04-09,45.5025
2020-04-10,45.5025
2020-04-11,45.5025
2020-04-12,45.5025
2020-04-13,43.4341
2020-04-14,44.0844
2020-04-15,43.2773
2020-04-16,43.2687
2020-04-17,43.3074
2020-04-18,43.3074
2020-04-19,43.3074
2020-04-20,41.1722
2020-04-21,40.9816
2020-04-22,40.8038
2020-04-23,42.1575
2020-04-24,42.555
2020-04-25,42.555
2020-04-26,42.555
2020-04-27,44.3869
2020-04-28,44.2245
2020-04-29,45.8977
2020-04-30,44.268
2020-05-01,42.7486
2020-05-02,42.7486
2020-05-03,42.7486
2020-05-04,42.7384
2020-05-05,43.367
2020-05-06,41.3211
2020-05-07,44.2877
2020-05-08,44.8361
2020-05-09,44.8361
2020-05-10,44.8361
2020-05-11,43.3397
2020-05-12,40.698
2020-05-13,38.479
2020-05-14,38.8446
2020-05-15,39.0025
2020-05-16,39.0025
2020-05-17,39.0025
2020-05-18,42.8564
2020-05-19,42.7492
2020-05-20,44.0795
2020-05-21,44.7874
2020-05-22,43.0624
2020-05-23,43.0624
2020-05-24,43.0624
2020-05-25,43.0624
2020-05-26,46.1711
2020-05-27,48.7112
2020-05-28,47.9118
2020-05-29,47.1978
2020-05-30,47.1978
2020-05-31,47.1978
2020-06-01,47.2339
2020-06-02,48.648
2020-06-03,52.4146
2020-06-04,53.2574
2020-06-05,55.6086
2020-06-06,55.6086
2020-06-07,55.6086
2020-06-08,56.6622
2020-06-09,54.2282
2020-06-10,52.0271
2020-06-11,48.0302
2020-06-12,49.5159
2020-06-13,49.5159
2020-06-14,49.5159
2020-06-15,48.9472
2020-06-16,50.124
2020-06-17,48.4245
2020-06-18,48.0135
2020-06-19,47.6079
2020-06-20,47.6079
2020-06-21,47.6079
2020-06-22,46.8631
2020-06-23,47.3225
2020-06-24,46.1316
2020-06-25,46.2665
2020-06-26,45.0099
2020-06-27,45.0099
2020-06-28,45.0099
2020-06-29,46.598
2020-06-30,47.7435
2020-07-01,47.3714
2020-07-02,48.6447
2020-07-03,48.6447
2020-07-04,48.6447
2020-07-05,48.6447
2020-07-06,50.1115
2020-07-07,48.0671
2020-07-08,48.209
2020-07-09,47.5373
2020-07-10,48.4184
2020-07-11,48.4184
2020-07-12,48.4184
2020-07-13,47.3993
2020-07-14,47.4744
2020-07-15,50.2922
2020-07-16,48.8577
2020-07-17,49.2716
2020-07-18,49.2716
2020-07-19,49.2716
2020-07-20,46.9971
2020-07-21,46.4816
2020-07-22,47.076
2020-07-23,47.5973
2020-07-24,46.3874
2020-07-25,46.3874
2020-07-26,46.3874
2020-07-27,45.4588
2020-07-28,44.6668
2020-07-29,45.2874
2020-07-30,46.1278
2020-07-31,46.0311
2020-08-01,46.0311
2020-08-02,46.0311
2020-08-03,43.1146
2020-08-04,43.4636
2020-08-05,44.7616
2020-08-06,41.3055
2020-08-07,44.713
2020-08-08,44.713
2020-08-09,44.713
2020-08-10,47.0396
2020-08-11,51.4444
2020-08-12,50.516
2020-08-13,47.6564
2020-08-14,48.5332
2020-08-15,48.5332
2020-08-16,48.5332
2020-08-17,48.5456
2020-08-18,46.5804
2020-08-19,46.437
2020-08-20,45.1151
2020-08-21,46.7778
2020-08-22,46.7778
2020-08-23,46.7778
2020-08-24,49.8685
2020-08-25,50.6893
2020-08-26,51.0261
2020-08-27,51.5585
2020-08-28,51.8229
2020-08-29,51.8229
2020-08-30,51.8229
2020-08-31,50.6031
2020-09-01,50.2674
2020-09-02,51.8508
2020-09-03,50.4774
2020-09-04,50.5274
2020-09-05,50.5274
2020-09-06,50.5274
2020-09-07,50.5274
2020-09-08,49.193
2020-09-09,50.6882
2020-09-10,48.9615
2020-09-11,48.8585
2020-09-12,48.8585
2020-09-13,48.8585
2020-09-14,52.6768
2020-09-15,53.4117
2020-09-16,53.3551
2020-09-17,52.646
2020-09-18,50.3519
2020-09-19,50.3519
2020-09-20,50.3519
2020-09-21,47.0131
2020-09-22,45.0581
2020-09-23,42.722
2020-09-24,44.4069
2020-09-25,44.9652
2020-09-26,44.9652
2020-09-27,44.9652
2020-09-28,46.9663
2020-09-29,46.0202
2020-09-30,45.6957
2020-10-01,46.4095
2020-10-02,48.6537
2020-10-03,48.6537
2020-10-04,48.6537
2020-10-05,50.5346
2020-10-06,52.4067
2020-10-07,53.4585
2020-10-08,55.2731
2020-10-09,54.5398
2020-10-10,54.5398
2020-10-11,54.5398
2020-10-12,55.3496
2020-10-13,55.2213
2020-10-14,55.4122
2020-10-15,56.9177
2020-10-16,55.46
2020-10-17,55.46
2020-10-18,55.46
2020-10-19,55.6806
2020-10-20,56.2492
2020-10-21,56.7104
2020-10-22,57.531
2020-10-23,57.8989
2020-10-24,57.8989
2020-10-25,57.8989
2020-10-26,56.3395
2020-10-27,51.5739
2020-10-28,47.7408
2020-10-29,56.7564
2020-10-30,56.5452
2020-10-31,56.5452
2020-11-01,56.5452
2020-11-02,59.7469
2020-11-03,57.4855
2020-11-04,56.424
2020-11-05,60.0305
2020-11-06,57.416
2020-11-07,57.416
2020-11-08,57.416
2020-11-09,67.1711
2020-11-10,64.5587
2020-11-11,61.5488
2020-11-12,60.3582
2020-11-13,62.4269
2020-11-14,62.4269
2020-11-15,62.4269
2020-11-16,64.6708
2020-11-17,65.7183
2020-11-18,63.4624
2020-11-19,61.175
2020-11-20,59.5843
2020-11-21,59.5843
2020-11-22,59.5843
2020-11-23,61.3746
2020-11-24,63.2908
2020-11-25,60.9974
2020-11-26,60.9974
2020-11-27,58.9097
2020-11-28,58.9097
2020-11-29,58.9097
2020-11-30,57.8697
