,BKE US Equity
2020-05-09,45.5584
2020-05-10,45.5584
2020-05-11,45.9077
2020-05-12,44.0561
2020-05-13,42.0698
2020-05-14,41.7528
2020-05-15,43.9979
2020-05-16,43.9979
2020-05-17,43.9979
2020-05-18,47.5421
2020-05-19,45.9635
2020-05-20,46.1081
2020-05-21,48.6393
2020-05-22,46.0499
2020-05-23,46.0499
2020-05-24,46.0499
2020-05-25,46.0499
2020-05-26,46.5075
2020-05-27,48.2391
2020-05-28,46.2827
2020-05-29,44.7231
2020-05-30,44.7231
2020-05-31,44.7231
2020-06-01,45.1415
2020-06-02,46.836
2020-06-03,49.3354
2020-06-04,52.5602
2020-06-05,54.2265
2020-06-06,54.2265
2020-06-07,54.2265
2020-06-08,55.1844
2020-06-09,53.5611
2020-06-10,52.702
2020-06-11,48.6644
2020-06-12,49.0414
2020-06-13,49.0414
2020-06-14,49.0414
2020-06-15,48.3851
2020-06-16,51.0676
2020-06-17,49.7702
2020-06-18,50.2064
2020-06-19,48.2556
2020-06-20,48.2556
2020-06-21,48.2556
2020-06-22,50.2552
2020-06-23,50.4751
2020-06-24,48.6931
2020-06-25,47.4213
2020-06-26,46.5383
2020-06-27,46.5383
2020-06-28,46.5383
2020-06-29,48.5792
2020-06-30,49.1111
2020-07-01,48.5626
2020-07-02,50.2567
2020-07-03,50.2567
2020-07-04,50.2567
2020-07-05,50.2567
2020-07-06,52.4552
2020-07-07,50.6278
2020-07-08,52.5379
2020-07-09,50.1704
2020-07-10,50.5207
2020-07-11,50.5207
2020-07-12,50.5207
2020-07-13,49.9755
2020-07-14,49.7594
2020-07-15,52.0274
2020-07-16,52.2084
2020-07-17,49.9661
2020-07-18,49.9661
2020-07-19,49.9661
2020-07-20,47.4312
2020-07-21,49.3218
2020-07-22,48.7075
2020-07-23,48.5511
2020-07-24,47.0812
2020-07-25,47.0812
2020-07-26,47.0812
2020-07-27,46.3704
2020-07-28,48.9361
2020-07-29,51.6827
2020-07-30,50.9819
2020-07-31,50.2104
2020-08-01,50.2104
2020-08-02,50.2104
2020-08-03,49.1402
2020-08-04,53.9621
2020-08-05,52.3738
2020-08-06,51.0831
2020-08-07,54.6685
2020-08-08,54.6685
2020-08-09,54.6685
2020-08-10,54.7253
2020-08-11,54.9005
2020-08-12,54.5728
2020-08-13,53.6888
2020-08-14,54.6079
2020-08-15,54.6079
2020-08-16,54.6079
2020-08-17,55.0849
2020-08-18,51.8179
2020-08-19,51.5272
2020-08-20,49.8983
2020-08-21,59.0616
2020-08-22,59.0616
2020-08-23,59.0616
2020-08-24,54.5387
2020-08-25,55.6068
2020-08-26,57.5446
2020-08-27,57.5446
2020-08-28,56.516
2020-08-29,56.516
2020-08-30,56.516
2020-08-31,55.6922
2020-09-01,56.7254
2020-09-02,59.26
2020-09-03,59.1503
2020-09-04,60.4139
2020-09-05,60.4139
2020-09-06,60.4139
2020-09-07,60.4139
2020-09-08,60.6406
2020-09-09,61.0762
2020-09-10,59.8667
2020-09-11,60.4873
2020-09-12,60.4873
2020-09-13,60.4873
2020-09-14,63.5543
2020-09-15,60.8488
2020-09-16,62.4056
2020-09-17,61.5615
2020-09-18,60.9121
2020-09-19,60.9121
2020-09-20,60.9121
2020-09-21,56.411
2020-09-22,57.0286
2020-09-23,55.2612
2020-09-24,55.9671
2020-09-25,55.7396
2020-09-26,55.7396
2020-09-27,55.7396
2020-09-28,57.1797
2020-09-29,55.2054
2020-09-30,55.5479
2020-10-01,58.0512
2020-10-02,58.7746
2020-10-03,58.7746
2020-10-04,58.7746
2020-10-05,63.3045
2020-10-06,61.961
2020-10-07,64.1775
2020-10-08,64.2007
2020-10-09,63.0184
2020-10-10,63.0184
2020-10-11,63.0184
2020-10-12,62.3397
2020-10-13,63.0094
2020-10-14,63.3768
2020-10-15,63.7229
2020-10-16,60.6227
2020-10-17,60.6227
2020-10-18,60.6227
2020-10-19,58.9219
2020-10-20,59.5836
2020-10-21,60.6274
2020-10-22,63.9564
2020-10-23,65.5264
2020-10-24,65.5264
2020-10-25,65.5264
2020-10-26,60.8278
2020-10-27,60.9885
2020-10-28,57.49
2020-10-29,59.0443
2020-10-30,60.007
2020-10-31,60.007
2020-11-01,60.007
2020-11-02,62.4585
2020-11-03,65.27
2020-11-04,64.6439
2020-11-05,63.0589
2020-11-06,61.902
2020-11-07,61.902
2020-11-08,61.902
2020-11-09,69.8838
2020-11-10,72.6849
2020-11-11,65.8368
2020-11-12,61.1022
2020-11-13,61.1749
2020-11-14,61.1749
2020-11-15,61.1749
2020-11-16,61.5648
2020-11-17,61.6408
2020-11-18,61.0792
2020-11-19,63.4521
2020-11-20,60.3809
2020-11-21,60.3809
2020-11-22,60.3809
2020-11-23,60.598
2020-11-24,61.0196
2020-11-25,61.8444
2020-11-26,61.8444
2020-11-27,60.2679
2020-11-28,60.2679
2020-11-29,60.2679
2020-11-30,56.5262
2020-12-01,58.1225
2020-12-02,58.7872
2020-12-03,59.2833
2020-12-04,59.7626
2020-12-05,59.7626
2020-12-06,59.7626
2020-12-07,62.2881
2020-12-08,65.2356
2020-12-09,67.247
2020-12-10,65.9316
2020-12-11,66.7884
2020-12-12,66.7884
2020-12-13,66.7884
2020-12-14,65.7817
2020-12-15,67.0656
2020-12-16,66.4125
2020-12-17,65.7157
2020-12-18,65.3721
2020-12-19,65.3721
2020-12-20,65.3721
2020-12-21,64.4425
2020-12-22,61.2514
2020-12-23,63.4123
2020-12-24,63.6052
2020-12-25,63.6052
2020-12-26,63.6052
2020-12-27,63.6052
2020-12-28,64.1908
2020-12-29,62.3457
2020-12-30,59.4369
2020-12-31,59.7809
2021-01-01,59.7809
2021-01-02,59.7809
2021-01-03,59.7809
2021-01-04,57.8592
2021-01-05,61.4177
2021-01-06,66.0748
2021-01-07,66.5271
2021-01-08,66.7655
2021-01-09,66.7655
2021-01-10,66.7655
2021-01-11,68.0684
2021-01-12,68.7547
2021-01-13,65.5767
2021-01-14,66.445
2021-01-15,64.3992
2021-01-16,64.3992
2021-01-17,64.3992
2021-01-18,64.3992
2021-01-19,61.7645
2021-01-20,62.7319
2021-01-21,64.2767
2021-01-22,64.9491
2021-01-23,64.9491
2021-01-24,64.9491
2021-01-25,66.3741
2021-01-26,66.1861
2021-01-27,69.2179
2021-01-28,74.6717
2021-01-29,72.1294
2021-01-30,72.1294
2021-01-31,72.1294
2021-02-01,66.6807
2021-02-02,67.4268
2021-02-03,68.8149
2021-02-04,71.3297
2021-02-05,69.4577
2021-02-06,69.4577
2021-02-07,69.4577
2021-02-08,65.6924
2021-02-09,65.908
2021-02-10,67.27
2021-02-11,66.8098
2021-02-12,63.6566
2021-02-13,63.6566
2021-02-14,63.6566
2021-02-15,63.6566
2021-02-16,63.1337
2021-02-17,63.1337
2021-02-18,61.4284
2021-02-19,62.2545
2021-02-20,62.2545
2021-02-21,62.2545
2021-02-22,63.276
2021-02-23,62.7993
2021-02-24,63.5452
2021-02-25,60.1301
2021-02-26,60.4551
2021-02-27,60.4551
2021-02-28,60.4551
2021-03-01,61.3935
2021-03-02,56.9963
2021-03-03,57.9868
2021-03-04,55.5556
2021-03-05,56.7641
2021-03-06,56.7641
2021-03-07,56.7641
2021-03-08,60.3944
2021-03-09,60.1456
2021-03-10,61.2465
2021-03-11,62.5141
2021-03-12,62.4546
2021-03-13,62.4546
2021-03-14,62.4546
2021-03-15,66.1553
2021-03-16,63.9239
2021-03-17,63.4
2021-03-18,60.4934
2021-03-19,60.585
2021-03-20,60.585
2021-03-21,60.585
2021-03-22,59.5281
2021-03-23,55.4445
2021-03-24,53.6298
2021-03-25,56.8558
2021-03-26,58.8132
2021-03-27,58.8132
2021-03-28,58.8132
2021-03-29,53.3737
2021-03-30,55.5202
2021-03-31,54.196
2021-04-01,54.3487
2021-04-02,54.3487
2021-04-03,54.3487
2021-04-04,54.3487
2021-04-05,54.97
2021-04-06,55.6913
2021-04-07,56.5666
2021-04-08,57.8491
2021-04-09,60.9966
2021-04-10,60.9966
2021-04-11,60.9966
2021-04-12,62.2807
2021-04-13,58.8626
2021-04-14,60.2974
2021-04-15,58.7087
2021-04-16,59.7194
2021-04-17,59.7194
2021-04-18,59.7194
2021-04-19,59.3051
2021-04-20,54.648
2021-04-21,57.4668
2021-04-22,57.7646
2021-04-23,59.8517
2021-04-24,59.8517
2021-04-25,59.8517
2021-04-26,56.5352
2021-04-27,58.2777
2021-04-28,58.2067
2021-04-29,58.7782
2021-04-30,54.7641
2021-05-01,54.7641
2021-05-02,54.7641
2021-05-03,57.7978
2021-05-04,56.2285
2021-05-05,56.5424
2021-05-06,60.0796
2021-05-07,61.1449
2021-05-08,61.1449
2021-05-09,61.1449
2021-05-10,57.4307
2021-05-11,54.7858
2021-05-12,50.8269
2021-05-13,53.0746
2021-05-14,57.4771
2021-05-15,57.4771
2021-05-16,57.4771
2021-05-17,57.8171
2021-05-18,54.3166
2021-05-19,51.6196
2021-05-20,48.1329
2021-05-21,48.8637
2021-05-22,48.8637
2021-05-23,48.8637
2021-05-24,49.3397
2021-05-25,48.6771
2021-05-26,52.4025
2021-05-27,53.1338
2021-05-28,51.646
2021-05-29,51.646
2021-05-30,51.646
2021-05-31,51.646
2021-06-01,53.2342
2021-06-02,52.191
2021-06-03,49.6898
2021-06-04,47.2228
2021-06-05,47.2228
2021-06-06,47.2228
2021-06-07,47.0535
2021-06-08,47.0892
2021-06-09,46.8605
2021-06-10,46.9367
2021-06-11,50.0127
2021-06-12,50.0127
2021-06-13,50.0127
2021-06-14,50.7071
2021-06-15,49.9162
2021-06-16,52.3992
2021-06-17,51.7123
2021-06-18,48.4628
2021-06-19,48.4628
2021-06-20,48.4628
2021-06-21,51.6085
2021-06-22,53.1378
2021-06-23,55.2071
2021-06-24,57.0917
2021-06-25,58.6746
2021-06-26,58.6746
2021-06-27,58.6746
2021-06-28,57.4001
2021-06-29,58.5498
2021-06-30,62.6305
2021-07-01,63.1048
2021-07-02,61.652
2021-07-03,61.652
2021-07-04,61.652
2021-07-05,61.652
2021-07-06,56.6948
2021-07-07,54.1702
2021-07-08,53.2001
2021-07-09,56.8208
2021-07-10,56.8208
2021-07-11,56.8208
2021-07-12,57.3761
2021-07-13,55.3425
2021-07-14,54.5096
2021-07-15,53.0471
2021-07-16,49.1028
2021-07-17,49.1028
2021-07-18,49.1028
2021-07-19,47.8461
2021-07-20,50.2304
2021-07-21,51.3801
2021-07-22,49.7077
2021-07-23,50.1003
2021-07-24,50.1003
2021-07-25,50.1003
2021-07-26,50.9402
2021-07-27,49.1324
2021-07-28,48.7965
2021-07-29,48.4215
2021-07-30,48.2713
2021-07-31,48.2713
2021-08-01,48.2713
2021-08-02,48.6193
2021-08-03,50.1177
2021-08-04,45.9118
2021-08-05,48.5488
2021-08-06,50.2884
2021-08-07,50.2884
2021-08-08,50.2884
2021-08-09,49.7089
2021-08-10,53.8367
2021-08-11,53.5691
2021-08-12,54.4589
2021-08-13,53.583
2021-08-14,53.583
2021-08-15,53.583
2021-08-16,52.1254
2021-08-17,48.6264
2021-08-18,49.6477
2021-08-19,49.6652
2021-08-20,47.4421
2021-08-21,47.4421
2021-08-22,47.4421
2021-08-23,46.3041
2021-08-24,50.0245
2021-08-25,47.259
2021-08-26,44.2073
2021-08-27,46.2321
2021-08-28,46.2321
2021-08-29,46.2321
2021-08-30,44.6858
2021-08-31,43.6179
2021-09-01,43.2898
2021-09-02,45.8024
2021-09-03,45.8024
2021-09-04,45.8024
2021-09-05,45.8024
2021-09-06,45.8024
2021-09-07,44.8706
2021-09-08,44.5891
2021-09-09,46.6104
2021-09-10,44.745
2021-09-11,44.745
2021-09-12,44.745
2021-09-13,44.9611
2021-09-14,45.343
2021-09-15,46.2368
2021-09-16,48.4182
2021-09-17,49.0596
2021-09-18,49.0596
2021-09-19,49.0596
2021-09-20,47.9749
2021-09-21,49.1578
2021-09-22,51.7544
2021-09-23,52.6622
2021-09-24,52.3089
2021-09-25,52.3089
2021-09-26,52.3089
2021-09-27,54.5711
2021-09-28,53.8136
2021-09-29,53.7034
2021-09-30,45.8229
2021-10-01,47.6245
2021-10-02,47.6245
2021-10-03,47.6245
2021-10-04,50.5637
2021-10-05,49.2685
2021-10-06,47.5703
2021-10-07,50.7052
2021-10-08,49.6056
2021-10-09,49.6056
2021-10-10,49.6056
2021-10-11,47.0841
2021-10-12,48.653
2021-10-13,47.435
2021-10-14,50.044
2021-10-15,51.7971
2021-10-16,51.7971
2021-10-17,51.7971
2021-10-18,52.9199
2021-10-19,52.0955
2021-10-20,52.1656
2021-10-21,53.2273
2021-10-22,51.6846
2021-10-23,51.6846
2021-10-24,51.6846
2021-10-25,52.7383
2021-10-26,51.2434
2021-10-27,48.5481
2021-10-28,49.9668
2021-10-29,50.1014
2021-10-30,50.1014
2021-10-31,50.1014
2021-11-01,53.296
2021-11-02,55.0277
2021-11-03,58.5567
2021-11-04,60.0468
2021-11-05,61.2617
2021-11-06,61.2617
2021-11-07,61.2617
2021-11-08,61.515
2021-11-09,62.6113
2021-11-10,60.2881
2021-11-11,60.7461
2021-11-12,61.8614
2021-11-13,61.8614
2021-11-14,61.8614
2021-11-15,63.4178
2021-11-16,65.2704
2021-11-17,64.3966
2021-11-18,67.1396
2021-11-19,59.492
2021-11-20,59.492
2021-11-21,59.492
2021-11-22,62.0115
2021-11-23,60.9172
2021-11-24,58.7526
2021-11-25,58.7526
2021-11-26,55.0688
2021-11-27,55.0688
2021-11-28,55.0688
2021-11-29,55.2842
2021-11-30,52.4247
2021-12-01,49.4424
2021-12-02,51.4987
2021-12-03,52.0408
2021-12-04,52.0408
2021-12-05,52.0408
2021-12-06,53.8064
2021-12-07,56.8834
2021-12-08,56.4127
2021-12-09,57.3193
2021-12-10,56.9899
2021-12-11,56.9899
2021-12-12,56.9899
2021-12-13,51.93
2021-12-14,52.6523
2021-12-15,53.7813
2021-12-16,50.88
2021-12-17,52.2693
2021-12-18,52.2693
2021-12-19,52.2693
2021-12-20,46.8534
2021-12-21,49.923
2021-12-22,50.8694
2021-12-23,50.5179
2021-12-24,50.5179
2021-12-25,50.5179
2021-12-26,50.5179
2021-12-27,52.304
2021-12-28,51.2259
2021-12-29,53.1745
2021-12-30,53.3815
2021-12-31,52.6773
2022-01-01,52.6773
2022-01-02,52.6773
2022-01-03,51.2241
2022-01-04,51.4346
2022-01-05,49.1486
2022-01-06,50.3538
2022-01-07,47.9831
2022-01-08,47.9831
2022-01-09,47.9831
2022-01-10,45.3429
2022-01-11,46.7163
2022-01-12,45.4209
2022-01-13,44.7226
2022-01-14,42.6107
2022-01-15,42.6107
2022-01-16,42.6107
2022-01-17,42.6107
2022-01-18,42.7776
2022-01-19,42.3792
2022-01-20,38.5873
2022-01-21,38.2816
2022-01-22,38.2816
2022-01-23,38.2816
2022-01-24,47.6436
2022-01-25,47.5814
2022-01-26,46.0871
2022-01-27,45.6239
2022-01-28,45.108
2022-01-29,45.108
2022-01-30,45.108
2022-01-31,47.204
2022-02-01,47.445
2022-02-02,46.7488
2022-02-03,45.4042
2022-02-04,45.7673
2022-02-05,45.7673
2022-02-06,45.7673
2022-02-07,46.7842
2022-02-08,49.4887
2022-02-09,50.819
2022-02-10,50.3744
2022-02-11,47.8872
2022-02-12,47.8872
2022-02-13,47.8872
2022-02-14,46.2756
2022-02-15,49.2775
2022-02-16,49.7709
2022-02-17,46.9713
2022-02-18,47.0314
2022-02-19,47.0314
2022-02-20,47.0314
2022-02-21,47.0314
2022-02-22,45.4006
2022-02-23,43.615
2022-02-24,46.2596
2022-02-25,46.7277
2022-02-26,46.7277
2022-02-27,46.7277
2022-02-28,45.4978
2022-03-01,43.4898
2022-03-02,46.8301
2022-03-03,47.3896
2022-03-04,45.7189
2022-03-05,45.7189
2022-03-06,45.7189
2022-03-07,43.6364
2022-03-08,44.6333
2022-03-09,45.9381
2022-03-10,46.0865
2022-03-11,47.1163
2022-03-12,47.1163
2022-03-13,47.1163
2022-03-14,46.3155
2022-03-15,47.047
2022-03-16,50.8275
2022-03-17,52.6723
2022-03-18,51.5973
2022-03-19,51.5973
2022-03-20,51.5973
2022-03-21,49.4674
2022-03-22,49.6947
2022-03-23,47.8728
2022-03-24,46.4821
2022-03-25,45.9955
2022-03-26,45.9955
2022-03-27,45.9955
2022-03-28,44.849
2022-03-29,48.4744
2022-03-30,44.8032
2022-03-31,42.0998
2022-04-01,40.4484
2022-04-02,40.4484
2022-04-03,40.4484
2022-04-04,41.9435
2022-04-05,43.1295
2022-04-06,41.6193
2022-04-07,41.3559
2022-04-08,42.4625
2022-04-09,42.4625
2022-04-10,42.4625
2022-04-11,41.9571
2022-04-12,41.4817
2022-04-13,43.8243
2022-04-14,43.5773
2022-04-15,43.5773
2022-04-16,43.5773
2022-04-17,43.5773
2022-04-18,44.2276
2022-04-19,47.0212
2022-04-20,46.1888
2022-04-21,45.8112
2022-04-22,41.1347
2022-04-23,41.1347
2022-04-24,41.1347
2022-04-25,43.1203
2022-04-26,41.6313
2022-04-27,42.3595
2022-04-28,44.6031
2022-04-29,42.6589
2022-04-30,42.6589
2022-05-01,42.6589
2022-05-02,45.3162
2022-05-03,45.7845
2022-05-04,46.9822
2022-05-05,46.1956
2022-05-06,44.4336
2022-05-07,44.4336
2022-05-08,44.4336
2022-05-09,42.8029
2022-05-10,43.8435
2022-05-11,41.8275
2022-05-12,46.4825
2022-05-13,47.2108
2022-05-14,47.2108
2022-05-15,47.2108
2022-05-16,48.5243
2022-05-17,49.4662
2022-05-18,43.8882
2022-05-19,42.9467
2022-05-20,43.0421
2022-05-21,43.0421
2022-05-22,43.0421
2022-05-23,42.3642
2022-05-24,38.1027
2022-05-25,45.0979
2022-05-26,48.7938
2022-05-27,50.6552
2022-05-28,50.6552
2022-05-29,50.6552
2022-05-30,50.6552
2022-05-31,49.9686
2022-06-01,49.1525
2022-06-02,48.6773
2022-06-03,48.9912
2022-06-04,48.9912
2022-06-05,48.9912
2022-06-06,49.3319
2022-06-07,49.3525
2022-06-08,48.4365
2022-06-09,47.4843
2022-06-10,45.5339
2022-06-11,45.5339
2022-06-12,45.5339
2022-06-13,44.4651
2022-06-14,44.5372
2022-06-15,45.1758
2022-06-16,42.3075
2022-06-17,43.3632
2022-06-18,43.3632
2022-06-19,43.3632
2022-06-20,43.3632
2022-06-21,43.9192
2022-06-22,42.9671
2022-06-23,43.2587
2022-06-24,45.7125
2022-06-25,45.7125
2022-06-26,45.7125
2022-06-27,45.3243
2022-06-28,44.0345
2022-06-29,42.3915
2022-06-30,40.8352
2022-07-01,40.4024
2022-07-02,40.4024
2022-07-03,40.4024
2022-07-04,40.4024
2022-07-05,42.8243
2022-07-06,40.144
2022-07-07,44.7788
2022-07-08,44.0529
2022-07-09,44.0529
2022-07-10,44.0529
2022-07-11,42.7196
2022-07-12,42.3044
2022-07-13,42.8787
2022-07-14,41.8804
2022-07-15,43.7434
2022-07-16,43.7434
2022-07-17,43.7434
2022-07-18,45.8649
2022-07-19,48.7607
2022-07-20,50.9007
2022-07-21,51.3494
2022-07-22,51.1965
2022-07-23,51.1965
2022-07-24,51.1965
2022-07-25,51.2466
2022-07-26,47.7988
2022-07-27,49.4292
2022-07-28,49.7129
2022-07-29,50.6246
2022-07-30,50.6246
2022-07-31,50.6246
2022-08-01,51.5081
2022-08-02,49.1532
2022-08-03,51.4992
2022-08-04,51.363
2022-08-05,51.1671
2022-08-06,51.1671
2022-08-07,51.1671
2022-08-08,54.4064
2022-08-09,49.8955
2022-08-10,51.9082
2022-08-11,55.4719
2022-08-12,56.1825
2022-08-13,56.1825
2022-08-14,56.1825
2022-08-15,55.1886
2022-08-16,58.5591
2022-08-17,56.5515
2022-08-18,57.5013
2022-08-19,58.6992
2022-08-20,58.6992
2022-08-21,58.6992
2022-08-22,57.2285
2022-08-23,57.2498
2022-08-24,56.3781
2022-08-25,58.0519
2022-08-26,55.7236
2022-08-27,55.7236
2022-08-28,55.7236
2022-08-29,55.2366
2022-08-30,53.6946
2022-08-31,52.4053
2022-09-01,53.3376
2022-09-02,52.7883
2022-09-03,52.7883
2022-09-04,52.7883
2022-09-05,52.7883
2022-09-06,52.0011
2022-09-07,55.2246
2022-09-08,54.6223
2022-09-09,56.6521
2022-09-10,56.6521
2022-09-11,56.6521
2022-09-12,58.4808
2022-09-13,52.3759
2022-09-14,53.2375
2022-09-15,53.5274
2022-09-16,54.4525
2022-09-17,54.4525
2022-09-18,54.4525
2022-09-19,55.5602
2022-09-20,52.4884
2022-09-21,51.8784
2022-09-22,51.0689
2022-09-23,50.3405
2022-09-24,50.3405
2022-09-25,50.3405
2022-09-26,48.4964
2022-09-27,49.5242
2022-09-28,51.1218
2022-09-29,49.5286
2022-09-30,48.7428
2022-10-01,48.7428
2022-10-02,48.7428
2022-10-03,51.2569
2022-10-04,55.817
2022-10-05,57.0704
2022-10-06,56.0051
2022-10-07,54.5017
2022-10-08,54.5017
2022-10-09,54.5017
2022-10-10,53.2594
2022-10-11,54.0843
2022-10-12,53.2638
2022-10-13,56.1002
2022-10-14,55.2178
2022-10-15,55.2178
2022-10-16,55.2178
2022-10-17,57.9545
2022-10-18,58.2608
2022-10-19,56.3974
2022-10-20,56.4226
2022-10-21,59.8225
2022-10-22,59.8225
2022-10-23,59.8225
2022-10-24,61.3064
2022-10-25,64.0914
2022-10-26,65.7419
2022-10-27,66.1804
2022-10-28,68.0659
2022-10-29,68.0659
2022-10-30,68.0659
2022-10-31,64.2235
2022-11-01,63.1928
2022-11-02,59.587
2022-11-03,59.8804
2022-11-04,61.4322
2022-11-05,61.4322
2022-11-06,61.4322
2022-11-07,62.551
2022-11-08,62.3838
2022-11-09,58.8687
2022-11-10,62.4183
2022-11-11,62.3547
2022-11-12,62.3547
2022-11-13,62.3547
2022-11-14,62.0277
2022-11-15,63.1861
2022-11-16,58.5951
2022-11-17,60.0546
2022-11-18,62.7155
2022-11-19,62.7155
2022-11-20,62.7155
2022-11-21,64.6197
2022-11-22,67.7126
2022-11-23,65.0153
2022-11-24,65.0153
2022-11-25,66.37
2022-11-26,66.37
2022-11-27,66.37
2022-11-28,66.6159
2022-11-29,67.1747
2022-11-30,65.2601
2022-12-01,65.6913
2022-12-02,66.0434
2022-12-03,66.0434
2022-12-04,66.0434
2022-12-05,66.4505
2022-12-06,66.9458
2022-12-07,68.2341
2022-12-08,68.8857
2022-12-09,64.0596
2022-12-10,64.0596
2022-12-11,64.0596
2022-12-12,64.2603
2022-12-13,62.0765
2022-12-14,63.1778
2022-12-15,60.2259
2022-12-16,61.3508
2022-12-17,61.3508
2022-12-18,61.3508
2022-12-19,61.5317
2022-12-20,57.5969
2022-12-21,59.7958
2022-12-22,59.4314
2022-12-23,61.7236
2022-12-24,61.7236
2022-12-25,61.7236
2022-12-26,61.7236
2022-12-27,60.0307
2022-12-28,59.938
2022-12-29,61.2391
2022-12-30,61.3832
2022-12-31,61.3832
2023-01-01,61.3832
2023-01-02,61.3832
2023-01-03,61.215
2023-01-04,64.6432
2023-01-05,64.231
2023-01-06,66.0769
2023-01-07,66.0769
2023-01-08,66.0769
2023-01-09,64.8186
2023-01-10,67.1383
2023-01-11,68.6786
2023-01-12,63.182
2023-01-13,62.8173
2023-01-14,62.8173
2023-01-15,62.8173
2023-01-16,62.8173
2023-01-17,60.5493
2023-01-18,60.0939
2023-01-19,58.343
2023-01-20,58.2779
2023-01-21,58.2779
2023-01-22,58.2779
2023-01-23,56.9959
2023-01-24,54.944
2023-01-25,56.0937
2023-01-26,56.5525
2023-01-27,56.7085
2023-01-28,56.7085
2023-01-29,56.7085
2023-01-30,56.7887
2023-01-31,58.4358
2023-02-01,58.7245
2023-02-02,59.5698
2023-02-03,60.1502
2023-02-04,60.1502
2023-02-05,60.1502
2023-02-06,55.7823
2023-02-07,55.6741
2023-02-08,52.6135
2023-02-09,52.0017
2023-02-10,51.282
2023-02-11,51.282
2023-02-12,51.282
2023-02-13,55.1924
2023-02-14,54.6605
2023-02-15,53.0732
2023-02-16,51.9292
2023-02-17,52.0265
2023-02-18,52.0265
2023-02-19,52.0265
2023-02-20,52.0265
2023-02-21,45.9662
2023-02-22,46.035
2023-02-23,46.3881
2023-02-24,45.8297
2023-02-25,45.8297
2023-02-26,45.8297
2023-02-27,46.0908
2023-02-28,46.4342
2023-03-01,47.397
2023-03-02,37.8076
2023-03-03,39.0056
2023-03-04,39.0056
2023-03-05,39.0056
2023-03-06,37.421
2023-03-07,39.1874
2023-03-08,38.6828
2023-03-09,36.4185
2023-03-10,40.6366
2023-03-11,40.6366
2023-03-12,40.6366
2023-03-13,36.8338
2023-03-14,38.1151
2023-03-15,37.8575
2023-03-16,37.5728
2023-03-17,35.6936
2023-03-18,35.6936
2023-03-19,35.6936
