,IR US Equity
2020-08-24,61.6458
2020-08-25,60.8695
2020-08-26,60.554
2020-08-27,60.8947
2020-08-28,62.1187
2020-08-29,62.1187
2020-08-30,62.1187
2020-08-31,59.2609
2020-09-01,62.2152
2020-09-02,61.7719
2020-09-03,58.9669
2020-09-04,58.6564
2020-09-05,58.6564
2020-09-06,58.6564
2020-09-07,58.6564
2020-09-08,55.4833
2020-09-09,58.1331
2020-09-10,56.6998
2020-09-11,59.2326
2020-09-12,59.2326
2020-09-13,59.2326
2020-09-14,60.0968
2020-09-15,60.1225
2020-09-16,61.6565
2020-09-17,62.3065
2020-09-18,57.3193
2020-09-19,57.3193
2020-09-20,57.3193
2020-09-21,53.0934
2020-09-22,54.3294
2020-09-23,54.0948
2020-09-24,55.0696
2020-09-25,55.0696
2020-09-26,55.0696
2020-09-27,55.0696
2020-09-28,57.0229
2020-09-29,56.352
2020-09-30,55.3418
2020-10-01,55.228
2020-10-02,56.7906
2020-10-03,56.7906
2020-10-04,56.7906
2020-10-05,59.1887
2020-10-06,57.3634
2020-10-07,57.9755
2020-10-08,59.6037
2020-10-09,59.1875
2020-10-10,59.1875
2020-10-11,59.1875
2020-10-12,59.422
2020-10-13,60.3643
2020-10-14,59.6478
2020-10-15,58.3055
2020-10-16,58.7853
2020-10-17,58.7853
2020-10-18,58.7853
2020-10-19,56.0288
2020-10-20,58.1255
2020-10-21,58.19
2020-10-22,60.3072
2020-10-23,61.335
2020-10-24,61.335
2020-10-25,61.335
2020-10-26,54.0527
2020-10-27,52.3239
2020-10-28,49.2758
2020-10-29,48.7294
2020-10-30,48.2452
2020-10-31,48.2452
2020-11-01,48.2452
2020-11-02,51.9168
2020-11-03,59.7786
2020-11-04,57.3954
2020-11-05,61.4412
2020-11-06,62.4019
2020-11-07,62.4019
2020-11-08,62.4019
2020-11-09,67.1607
2020-11-10,67.0566
2020-11-11,66.5585
2020-11-12,66.1591
2020-11-13,66.6485
2020-11-14,66.6485
2020-11-15,66.6485
2020-11-16,70.4413
2020-11-17,69.1642
2020-11-18,66.5606
2020-11-19,67.07
2020-11-20,67.177
2020-11-21,67.177
2020-11-22,67.177
2020-11-23,67.5767
2020-11-24,69.3162
2020-11-25,66.8431
2020-11-26,66.8431
2020-11-27,66.8057
2020-11-28,66.8057
2020-11-29,66.8057
2020-11-30,64.8194
2020-12-01,65.8692
2020-12-02,64.1141
2020-12-03,64.3856
2020-12-04,65.8851
2020-12-05,65.8851
2020-12-06,65.8851
2020-12-07,62.6694
2020-12-08,63.1241
2020-12-09,64.0934
2020-12-10,63.328
2020-12-11,61.5414
2020-12-12,61.5414
2020-12-13,61.5414
2020-12-14,59.8324
2020-12-15,61.97
2020-12-16,60.3458
2020-12-17,62.9058
2020-12-18,62.0913
2020-12-19,62.0913
2020-12-20,62.0913
2020-12-21,63.0803
2020-12-22,62.6958
2020-12-23,63.1605
2020-12-24,63.7904
2020-12-25,63.7904
2020-12-26,63.7904
2020-12-27,63.7904
2020-12-28,60.1269
2020-12-29,57.8362
2020-12-30,59.7793
2020-12-31,60.5708
2021-01-01,60.5708
2021-01-02,60.5708
2021-01-03,60.5708
2021-01-04,56.1091
2021-01-05,58.3678
2021-01-06,61.7538
2021-01-07,62.479
2021-01-08,60.3213
2021-01-09,60.3213
2021-01-10,60.3213
2021-01-11,60.526
2021-01-12,61.8167
2021-01-13,58.4194
2021-01-14,59.0373
2021-01-15,57.5736
2021-01-16,57.5736
2021-01-17,57.5736
2021-01-18,57.5736
2021-01-19,58.5139
2021-01-20,57.4736
2021-01-21,56.6745
2021-01-22,54.8564
2021-01-23,54.8564
2021-01-24,54.8564
2021-01-25,52.4899
2021-01-26,49.6583
2021-01-27,42.4926
2021-01-28,47.6379
2021-01-29,45.7853
2021-01-30,45.7853
2021-01-31,45.7853
2021-02-01,47.7811
2021-02-02,49.7452
2021-02-03,50.1924
2021-02-04,48.7706
2021-02-05,50.77
2021-02-06,50.77
2021-02-07,50.77
2021-02-08,51.4401
2021-02-09,51.4907
2021-02-10,52.4893
2021-02-11,51.2851
2021-02-12,50.9757
2021-02-13,50.9757
2021-02-14,50.9757
2021-02-15,50.9757
2021-02-16,49.9829
2021-02-17,48.3681
2021-02-18,47.7626
2021-02-19,50.9935
2021-02-20,50.9935
2021-02-21,50.9935
2021-02-22,50.6463
2021-02-23,55.386
2021-02-24,60.807
2021-02-25,55.9252
2021-02-26,55.8987
2021-02-27,55.8987
2021-02-28,55.8987
2021-03-01,58.1962
2021-03-02,56.4049
2021-03-03,56.4259
2021-03-04,56.9627
2021-03-05,61.7057
2021-03-06,61.7057
2021-03-07,61.7057
2021-03-08,63.5199
2021-03-09,57.0331
2021-03-10,58.5977
2021-03-11,58.6861
2021-03-12,59.7186
2021-03-13,59.7186
2021-03-14,59.7186
2021-03-15,61.6988
2021-03-16,57.1396
2021-03-17,58.6002
2021-03-18,58.502
2021-03-19,57.7758
2021-03-20,57.7758
2021-03-21,57.7758
2021-03-22,56.1835
2021-03-23,52.2933
2021-03-24,54.6286
2021-03-25,55.3632
2021-03-26,57.166
2021-03-27,57.166
2021-03-28,57.166
2021-03-29,56.875
2021-03-30,57.7101
2021-03-31,55.6539
2021-04-01,56.4278
2021-04-02,56.4278
2021-04-03,56.4278
2021-04-04,56.4278
2021-04-05,57.3518
2021-04-06,57.623
2021-04-07,57.3804
2021-04-08,57.7484
2021-04-09,58.2867
2021-04-10,58.2867
2021-04-11,58.2867
2021-04-12,57.0434
2021-04-13,54.4717
2021-04-14,54.8607
2021-04-15,54.6901
2021-04-16,56.7759
2021-04-17,56.7759
2021-04-18,56.7759
2021-04-19,58.2559
2021-04-20,56.5518
2021-04-21,57.9147
2021-04-22,58.5541
2021-04-23,59.3904
2021-04-24,59.3904
2021-04-25,59.3904
2021-04-26,58.1447
2021-04-27,58.0801
2021-04-28,59.7685
2021-04-29,57.4723
2021-04-30,52.063
2021-05-01,52.063
2021-05-02,52.063
2021-05-03,49.1597
2021-05-04,51.4556
2021-05-05,51.9489
2021-05-06,52.2501
2021-05-07,54.6981
2021-05-08,54.6981
2021-05-09,54.6981
2021-05-10,53.534
2021-05-11,48.4364
2021-05-12,46.0524
2021-05-13,47.2008
2021-05-14,49.6454
2021-05-15,49.6454
2021-05-16,49.6454
2021-05-17,50.1865
2021-05-18,49.3388
2021-05-19,47.6729
2021-05-20,49.0597
2021-05-21,50.5932
2021-05-22,50.5932
2021-05-23,50.5932
2021-05-24,52.3731
2021-05-25,50.0172
2021-05-26,51.239
2021-05-27,52.4655
2021-05-28,52.3837
2021-05-29,52.3837
2021-05-30,52.3837
2021-05-31,52.3837
2021-06-01,53.3614
2021-06-02,52.5036
2021-06-03,50.8407
2021-06-04,51.031
2021-06-05,51.031
2021-06-06,51.031
2021-06-07,48.2689
2021-06-08,49.0955
2021-06-09,46.8777
2021-06-10,46.0736
2021-06-11,47.8354
2021-06-12,47.8354
2021-06-13,47.8354
2021-06-14,46.7116
2021-06-15,46.1508
2021-06-16,47.4559
2021-06-17,42.9671
2021-06-18,41.8212
2021-06-19,41.8212
2021-06-20,41.8212
2021-06-21,46.1281
2021-06-22,45.3456
2021-06-23,45.9679
2021-06-24,48.3714
2021-06-25,51.9418
2021-06-26,51.9418
2021-06-27,51.9418
2021-06-28,51.5564
2021-06-29,50.7222
2021-06-30,51.4535
2021-07-01,50.875
2021-07-02,50.8159
2021-07-03,50.8159
2021-07-04,50.8159
2021-07-05,50.8159
2021-07-06,49.8278
2021-07-07,52.9537
2021-07-08,49.7474
2021-07-09,52.7861
2021-07-10,52.7861
2021-07-11,52.7861
2021-07-12,52.7861
2021-07-13,50.454
2021-07-14,49.0256
2021-07-15,49.2006
2021-07-16,49.2907
2021-07-17,49.2907
2021-07-18,49.2907
2021-07-19,44.1368
2021-07-20,49.5637
2021-07-21,50.8125
2021-07-22,50.4625
2021-07-23,50.7594
2021-07-24,50.7594
2021-07-25,50.7594
2021-07-26,51.4167
2021-07-27,49.5906
2021-07-28,47.5697
2021-07-29,49.6079
2021-07-30,51.5033
2021-07-31,51.5033
2021-08-01,51.5033
2021-08-02,50.091
2021-08-03,53.5192
2021-08-04,55.1139
2021-08-05,54.4597
2021-08-06,53.6217
2021-08-07,53.6217
2021-08-08,53.6217
2021-08-09,52.7224
2021-08-10,56.5884
2021-08-11,57.6809
2021-08-12,58.777
2021-08-13,59.7213
2021-08-14,59.7213
2021-08-15,59.7213
2021-08-16,59.2865
2021-08-17,54.6915
2021-08-18,53.595
2021-08-19,51.4604
2021-08-20,52.3622
2021-08-21,52.3622
2021-08-22,52.3622
2021-08-23,54.5952
2021-08-24,56.649
2021-08-25,57.3302
2021-08-26,56.4754
2021-08-27,58.8939
2021-08-28,58.8939
2021-08-29,58.8939
2021-08-30,59.7915
2021-08-31,59.0249
2021-09-01,58.0869
2021-09-02,60.5206
2021-09-03,57.7142
2021-09-04,57.7142
2021-09-05,57.7142
2021-09-06,57.7142
2021-09-07,54.1107
2021-09-08,56.4017
2021-09-09,58.9834
2021-09-10,60.7113
2021-09-11,60.7113
2021-09-12,60.7113
2021-09-13,58.4959
2021-09-14,57.1656
2021-09-15,60.1451
2021-09-16,58.9293
2021-09-17,58.1289
2021-09-18,58.1289
2021-09-19,58.1289
2021-09-20,54.4187
2021-09-21,54.2274
2021-09-22,54.1711
2021-09-23,55.9224
2021-09-24,55.5367
2021-09-25,55.5367
2021-09-26,55.5367
2021-09-27,55.1433
2021-09-28,50.0121
2021-09-29,49.6184
2021-09-30,47.0637
2021-10-01,48.3297
2021-10-02,48.3297
2021-10-03,48.3297
2021-10-04,47.9941
2021-10-05,49.3104
2021-10-06,49.2008
2021-10-07,50.7032
2021-10-08,48.7069
2021-10-09,48.7069
2021-10-10,48.7069
2021-10-11,46.2652
2021-10-12,45.8005
2021-10-13,48.3355
2021-10-14,52.4747
2021-10-15,53.0846
2021-10-16,53.0846
2021-10-17,53.0846
2021-10-18,54.1251
2021-10-19,55.7351
2021-10-20,55.704
2021-10-21,57.0676
2021-10-22,57.2901
2021-10-23,57.2901
2021-10-24,57.2901
2021-10-25,58.1627
2021-10-26,56.0965
2021-10-27,53.7644
2021-10-28,56.6393
2021-10-29,54.8282
2021-10-30,54.8282
2021-10-31,54.8282
2021-11-01,56.6641
2021-11-02,60.6112
2021-11-03,60.0583
2021-11-04,62.3371
2021-11-05,62.5399
2021-11-06,62.5399
2021-11-07,62.5399
2021-11-08,63.8684
2021-11-09,66.8374
2021-11-10,63.1372
2021-11-11,62.6844
2021-11-12,63.0757
2021-11-13,63.0757
2021-11-14,63.0757
2021-11-15,64.2396
2021-11-16,66.5143
2021-11-17,63.3146
2021-11-18,66.0593
2021-11-19,66.9609
2021-11-20,66.9609
2021-11-21,66.9609
2021-11-22,62.2058
2021-11-23,63.5532
2021-11-24,64.1204
2021-11-25,64.1204
2021-11-26,58.2139
2021-11-27,58.2139
2021-11-28,58.2139
2021-11-29,59.7978
2021-11-30,56.0655
2021-12-01,53.1508
2021-12-02,57.1298
2021-12-03,55.4452
2021-12-04,55.4452
2021-12-05,55.4452
2021-12-06,55.8817
2021-12-07,57.6519
2021-12-08,58.3847
2021-12-09,57.8179
2021-12-10,56.9967
2021-12-11,56.9967
2021-12-12,56.9967
2021-12-13,57.0922
2021-12-14,53.2726
2021-12-15,56.1151
2021-12-16,55.8264
2021-12-17,53.0049
2021-12-18,53.0049
2021-12-19,53.0049
2021-12-20,52.2087
2021-12-21,54.8164
2021-12-22,53.8117
2021-12-23,55.7623
2021-12-24,55.7623
2021-12-25,55.7623
2021-12-26,55.7623
2021-12-27,58.4319
2021-12-28,58.7125
2021-12-29,58.7664
2021-12-30,58.3717
2021-12-31,59.5339
2022-01-01,59.5339
2022-01-02,59.5339
2022-01-03,53.9089
2022-01-04,56.0382
2022-01-05,52.5749
2022-01-06,54.6409
2022-01-07,52.4715
2022-01-08,52.4715
2022-01-09,52.4715
2022-01-10,51.8118
2022-01-11,53.7148
2022-01-12,53.7341
2022-01-13,52.6893
2022-01-14,52.3233
2022-01-15,52.3233
2022-01-16,52.3233
2022-01-17,52.3233
2022-01-18,50.618
2022-01-19,50.1
2022-01-20,48.4713
2022-01-21,47.6374
2022-01-22,47.6374
2022-01-23,47.6374
2022-01-24,47.3932
2022-01-25,44.0392
2022-01-26,44.9574
2022-01-27,42.7216
2022-01-28,43.4813
2022-01-29,43.4813
2022-01-30,43.4813
2022-01-31,46.2529
2022-02-01,47.713
2022-02-02,47.5793
2022-02-03,44.0662
2022-02-04,43.1083
2022-02-05,43.1083
2022-02-06,43.1083
2022-02-07,43.0075
2022-02-08,44.6922
2022-02-09,47.5439
2022-02-10,45.4239
2022-02-11,41.48
2022-02-12,41.48
2022-02-13,41.48
2022-02-14,42.7029
2022-02-15,45.895
2022-02-16,45.5146
2022-02-17,42.4313
2022-02-18,41.9926
2022-02-19,41.9926
2022-02-20,41.9926
2022-02-21,41.9926
2022-02-22,42.0443
2022-02-23,40.0344
2022-02-24,37.2148
2022-02-25,40.0899
2022-02-26,40.0899
2022-02-27,40.0899
2022-02-28,38.578
2022-03-01,36.5861
2022-03-02,39.6087
2022-03-03,38.4149
2022-03-04,33.7067
2022-03-05,33.7067
2022-03-06,33.7067
2022-03-07,31.981
2022-03-08,34.5515
2022-03-09,40.3388
2022-03-10,40.3388
2022-03-11,38.9649
2022-03-12,38.9649
2022-03-13,38.9649
2022-03-14,39.1181
2022-03-15,40.7449
2022-03-16,44.478
2022-03-17,45.697
2022-03-18,46.8268
2022-03-19,46.8268
2022-03-20,46.8268
2022-03-21,45.957
2022-03-22,45.7502
2022-03-23,43.3135
2022-03-24,43.4639
2022-03-25,44.742
2022-03-26,44.742
2022-03-27,44.742
2022-03-28,44.425
2022-03-29,46.5156
2022-03-30,46.6022
2022-03-31,45.7404
2022-04-01,45.5468
2022-04-02,45.5468
2022-04-03,45.5468
2022-04-04,43.1116
2022-04-05,42.1891
2022-04-06,41.1356
2022-04-07,40.9385
2022-04-08,39.3085
2022-04-09,39.3085
2022-04-10,39.3085
2022-04-11,38.5999
2022-04-12,38.3038
2022-04-13,41.2653
2022-04-14,39.6431
2022-04-15,39.6431
2022-04-16,39.6431
2022-04-17,39.6431
2022-04-18,40.1355
2022-04-19,43.6493
2022-04-20,47.0573
2022-04-21,43.9561
2022-04-22,40.758
2022-04-23,40.758
2022-04-24,40.758
2022-04-25,40.3104
2022-04-26,37.3844
2022-04-27,38.5016
2022-04-28,40.5028
2022-04-29,38.7224
2022-04-30,38.7224
2022-05-01,38.7224
2022-05-02,40.156
2022-05-03,41.7333
2022-05-04,45.7247
2022-05-05,43.213
2022-05-06,40.4868
2022-05-07,40.4868
2022-05-08,40.4868
2022-05-09,39.6639
2022-05-10,38.3587
2022-05-11,39.104
2022-05-12,39.6934
2022-05-13,41.3834
2022-05-14,41.3834
2022-05-15,41.3834
2022-05-16,41.02
2022-05-17,44.2647
2022-05-18,42.2036
2022-05-19,43.7057
2022-05-20,45.1797
2022-05-21,45.1797
2022-05-22,45.1797
2022-05-23,46.0306
2022-05-24,45.469
2022-05-25,47.3303
2022-05-26,50.376
2022-05-27,52.6089
2022-05-28,52.6089
2022-05-29,52.6089
2022-05-30,52.6089
2022-05-31,49.9022
2022-06-01,50.1004
2022-06-02,52.6579
2022-06-03,53.1845
2022-06-04,53.1845
2022-06-05,53.1845
2022-06-06,54.09
2022-06-07,56.0503
2022-06-08,55.774
2022-06-09,52.0576
2022-06-10,47.8195
2022-06-11,47.8195
2022-06-12,47.8195
2022-06-13,43.9471
2022-06-14,43.2892
2022-06-15,44.9324
2022-06-16,41.068
2022-06-17,39.8666
2022-06-18,39.8666
2022-06-19,39.8666
2022-06-20,39.8666
2022-06-21,41.1805
2022-06-22,41.0309
2022-06-23,39.8335
2022-06-24,44.7727
2022-06-25,44.7727
2022-06-26,44.7727
2022-06-27,44.8912
2022-06-28,43.9483
2022-06-29,43.0928
2022-06-30,42.7678
2022-07-01,43.2548
2022-07-02,43.2548
2022-07-03,43.2548
2022-07-04,43.2548
2022-07-05,41.8158
2022-07-06,41.8856
2022-07-07,45.6601
2022-07-08,44.4167
2022-07-09,44.4167
2022-07-10,44.4167
2022-07-11,43.5749
2022-07-12,43.1519
2022-07-13,41.5858
2022-07-14,39.9525
2022-07-15,42.6851
2022-07-16,42.6851
2022-07-17,42.6851
2022-07-18,43.1967
2022-07-19,47.6968
2022-07-20,49.3177
2022-07-21,51.0632
2022-07-22,50.2189
2022-07-23,50.2189
2022-07-24,50.2189
2022-07-25,49.8534
2022-07-26,50.5361
2022-07-27,54.7285
2022-07-28,56.9878
2022-07-29,59.6178
2022-07-30,59.6178
2022-07-31,59.6178
2022-08-01,58.116
2022-08-02,57.16
2022-08-03,59.0867
2022-08-04,58.8337
2022-08-05,58.8503
2022-08-06,58.8503
2022-08-07,58.8503
2022-08-08,59.207
2022-08-09,58.0906
2022-08-10,61.0613
2022-08-11,61.9336
2022-08-12,64.5337
2022-08-13,64.5337
2022-08-14,64.5337
2022-08-15,64.2727
2022-08-16,64.9907
2022-08-17,61.3467
2022-08-18,61.3627
2022-08-19,59.4278
2022-08-20,59.4278
2022-08-21,59.4278
2022-08-22,54.2365
2022-08-23,53.8871
2022-08-24,54.3247
2022-08-25,56.4615
2022-08-26,51.0478
2022-08-27,51.0478
2022-08-28,51.0478
2022-08-29,50.1788
2022-08-30,49.8793
2022-08-31,49.2109
2022-09-01,51.278
2022-09-02,49.9455
2022-09-03,49.9455
2022-09-04,49.9455
2022-09-05,49.9455
2022-09-06,49.7991
2022-09-07,52.0033
2022-09-08,53.1672
2022-09-09,54.9595
2022-09-10,54.9595
2022-09-11,54.9595
2022-09-12,57.3804
2022-09-13,52.9425
2022-09-14,53.0181
2022-09-15,52.3872
2022-09-16,48.0623
2022-09-17,48.0623
2022-09-18,48.0623
2022-09-19,50.5902
2022-09-20,48.1651
2022-09-21,46.2855
2022-09-22,43.997
2022-09-23,42.7884
2022-09-24,42.7884
2022-09-25,42.7884
2022-09-26,41.5906
2022-09-27,40.9735
2022-09-28,43.5928
2022-09-29,42.892
2022-09-30,42.1739
2022-10-01,42.1739
2022-10-02,42.1739
2022-10-03,46.022
2022-10-04,49.9899
2022-10-05,49.7488
2022-10-06,49.8835
2022-10-07,47.3347
2022-10-08,47.3347
2022-10-09,47.3347
2022-10-10,46.4501
2022-10-11,46.9938
2022-10-12,46.4496
2022-10-13,49.8861
2022-10-14,46.7455
2022-10-15,46.7455
2022-10-16,46.7455
2022-10-17,49.8923
2022-10-18,50.4347
2022-10-19,49.0889
2022-10-20,47.0582
2022-10-21,50.1161
2022-10-22,50.1161
2022-10-23,50.1161
2022-10-24,51.9229
2022-10-25,53.8259
2022-10-26,53.2707
2022-10-27,53.3063
2022-10-28,56.4303
2022-10-29,56.4303
2022-10-30,56.4303
2022-10-31,56.5129
2022-11-01,56.0726
2022-11-02,53.3833
2022-11-03,57.3141
2022-11-04,59.6647
2022-11-05,59.6647
2022-11-06,59.6647
2022-11-07,60.1336
2022-11-08,57.9557
2022-11-09,56.869
2022-11-10,60.1292
2022-11-11,62.1003
2022-11-12,62.1003
2022-11-13,62.1003
2022-11-14,61.8349
2022-11-15,62.3072
2022-11-16,61.1107
2022-11-17,58.4321
2022-11-18,58.2341
2022-11-19,58.2341
2022-11-20,58.2341
2022-11-21,58.0081
2022-11-22,58.3259
2022-11-23,57.9676
2022-11-24,57.9676
2022-11-25,57.4322
2022-11-26,57.4322
2022-11-27,57.4322
2022-11-28,56.7909
2022-11-29,55.9459
2022-11-30,58.126
2022-12-01,58.7142
2022-12-02,59.1959
2022-12-03,59.1959
2022-12-04,59.1959
2022-12-05,55.9984
2022-12-06,54.5366
2022-12-07,54.7025
2022-12-08,55.6441
2022-12-09,55.6175
2022-12-10,55.6175
2022-12-11,55.6175
2022-12-12,57.6873
2022-12-13,60.1899
2022-12-14,57.9895
2022-12-15,52.6848
2022-12-16,50.8765
2022-12-17,50.8765
2022-12-18,50.8765
2022-12-19,49.2798
2022-12-20,51.0854
2022-12-21,52.8025
2022-12-22,51.1709
2022-12-23,51.7704
2022-12-24,51.7704
2022-12-25,51.7704
2022-12-26,51.7704
2022-12-27,52.4393
2022-12-28,50.4545
2022-12-29,52.7403
2022-12-30,51.4768
2022-12-31,51.4768
2023-01-01,51.4768
2023-01-02,51.4768
2023-01-03,53.0914
2023-01-04,54.4503
2023-01-05,53.8053
2023-01-06,57.2878
2023-01-07,57.2878
2023-01-08,57.2878
2023-01-09,58.5218
2023-01-10,59.7078
2023-01-11,60.3395
2023-01-12,61.4298
2023-01-13,61.6799
2023-01-14,61.6799
2023-01-15,61.6799
2023-01-16,61.6799
2023-01-17,59.5954
2023-01-18,57.1329
2023-01-19,52.1314
2023-01-20,55.091
2023-01-21,55.091
2023-01-22,55.091
2023-01-23,56.122
2023-01-24,57.0475
2023-01-25,55.9756
2023-01-26,54.9327
2023-01-27,55.2
2023-01-28,55.2
2023-01-29,55.2
2023-01-30,54.303
2023-01-31,55.7688
2023-02-01,54.8716
2023-02-02,55.6317
2023-02-03,57.9352
2023-02-04,57.9352
2023-02-05,57.9352
2023-02-06,55.9677
2023-02-07,57.8397
2023-02-08,58.0021
2023-02-09,55.4081
2023-02-10,55.9501
2023-02-11,55.9501
2023-02-12,55.9501
2023-02-13,57.5101
2023-02-14,57.5315
2023-02-15,59.3255
2023-02-16,56.7297
2023-02-17,57.1438
2023-02-18,57.1438
2023-02-19,57.1438
2023-02-20,57.1438
2023-02-21,53.7809
2023-02-22,56.1818
2023-02-23,57.0996
2023-02-24,56.5017
2023-02-25,56.5017
2023-02-26,56.5017
2023-02-27,58.0177
2023-02-28,57.1636
2023-03-01,57.0737
2023-03-02,57.648
2023-03-03,60.245
2023-03-04,60.245
2023-03-05,60.245
2023-03-06,61.0818
2023-03-07,59.4632
2023-03-08,59.6623
2023-03-09,55.5258
2023-03-10,49.1203
2023-03-11,49.1203
2023-03-12,49.1203
2023-03-13,46.7271
2023-03-14,49.1886
2023-03-15,43.3861
2023-03-16,44.8203
2023-03-17,42.8049
2023-03-18,42.8049
2023-03-19,42.8049
