,AXP US Equity
2020-04-16,42.3249
2020-04-17,45.0296
2020-04-18,45.0296
2020-04-19,45.0296
2020-04-20,43.8394
2020-04-21,42.9738
2020-04-22,43.447
2020-04-23,43.4178
2020-04-24,43.7652
2020-04-25,43.7652
2020-04-26,43.7652
2020-04-27,44.7
2020-04-28,46.2314
2020-04-29,49.8698
2020-04-30,47.8143
2020-05-01,46.6184
2020-05-02,46.6184
2020-05-03,46.6184
2020-05-04,45.8332
2020-05-05,46.0078
2020-05-06,44.8692
2020-05-07,46.2404
2020-05-08,47.6083
2020-05-09,47.6083
2020-05-10,47.6083
2020-05-11,45.7938
2020-05-12,44.8648
2020-05-13,42.7704
2020-05-14,45.7345
2020-05-15,45.0702
2020-05-16,45.0702
2020-05-17,45.0702
2020-05-18,48.1059
2020-05-19,47.6003
2020-05-20,49.2647
2020-05-21,48.8484
2020-05-22,48.6123
2020-05-23,48.6123
2020-05-24,48.6123
2020-05-25,48.6123
2020-05-26,51.0545
2020-05-27,54.1744
2020-05-28,52.5837
2020-05-29,51.1192
2020-05-30,51.1192
2020-05-31,51.1192
2020-06-01,51.8979
2020-06-02,52.9683
2020-06-03,55.7476
2020-06-04,56.2295
2020-06-05,57.5671
2020-06-06,57.5671
2020-06-07,57.5671
2020-06-08,59.1617
2020-06-09,57.3455
2020-06-10,55.0054
2020-06-11,51.2051
2020-06-12,52.5857
2020-06-13,52.5857
2020-06-14,52.5857
2020-06-15,53.587
2020-06-16,54.3211
2020-06-17,53.4517
2020-06-18,52.5091
2020-06-19,51.8677
2020-06-20,51.8677
2020-06-21,51.8677
2020-06-22,51.0743
2020-06-23,51.0635
2020-06-24,48.9587
2020-06-25,50.2351
2020-06-26,47.918
2020-06-27,47.918
2020-06-28,47.918
2020-06-29,48.5278
2020-06-30,48.9104
2020-07-01,48.5137
2020-07-02,48.6811
2020-07-03,48.6811
2020-07-04,48.6811
2020-07-05,48.6811
2020-07-06,50.0322
2020-07-07,47.9597
2020-07-08,47.8965
2020-07-09,46.5514
2020-07-10,48.2672
2020-07-11,48.2672
2020-07-12,48.2672
2020-07-13,48.4794
2020-07-14,49.3139
2020-07-15,50.9324
2020-07-16,50.2474
2020-07-17,49.4926
2020-07-18,49.4926
2020-07-19,49.4926
2020-07-20,48.7091
2020-07-21,50.3157
2020-07-22,50.4604
2020-07-23,50.5526
2020-07-24,49.5687
2020-07-25,49.5687
2020-07-26,49.5687
2020-07-27,49.9149
2020-07-28,48.8812
2020-07-29,50.6336
2020-07-30,49.0697
2020-07-31,48.0685
2020-08-01,48.0685
2020-08-02,48.0685
2020-08-03,48.2492
2020-08-04,47.9744
2020-08-05,49.8319
2020-08-06,50.2743
2020-08-07,52.9012
2020-08-08,52.9012
2020-08-09,52.9012
2020-08-10,54.7775
2020-08-11,55.9868
2020-08-12,54.5334
2020-08-13,53.3901
2020-08-14,53.3809
2020-08-15,53.3809
2020-08-16,53.3809
2020-08-17,50.7945
2020-08-18,50.023
2020-08-19,50.2185
2020-08-20,50.062
2020-08-21,49.5264
2020-08-22,49.5264
2020-08-23,49.5264
2020-08-24,52.4617
2020-08-25,52.1853
2020-08-26,51.5332
2020-08-27,54.3733
2020-08-28,55.2487
2020-08-29,55.2487
2020-08-30,55.2487
2020-08-31,54.2362
2020-09-01,55.026
2020-09-02,56.7207
2020-09-03,56.773
2020-09-04,57.8377
2020-09-05,57.8377
2020-09-06,57.8377
2020-09-07,57.8377
2020-09-08,55.5004
2020-09-09,55.6025
2020-09-10,54.4168
2020-09-11,54.9968
2020-09-12,54.9968
2020-09-13,54.9968
2020-09-14,58.607
2020-09-15,57.8822
2020-09-16,57.0167
2020-09-17,55.4007
2020-09-18,53.9391
2020-09-19,53.9391
2020-09-20,53.9391
2020-09-21,48.2506
2020-09-22,48.5806
2020-09-23,45.7386
2020-09-24,45.6345
2020-09-25,46.5605
2020-09-26,46.5605
2020-09-27,46.5605
2020-09-28,49.3793
2020-09-29,48.2782
2020-09-30,50.9232
2020-10-01,52.0198
2020-10-02,52.3056
2020-10-03,52.3056
2020-10-04,52.3056
2020-10-05,54.5844
2020-10-06,52.1752
2020-10-07,53.7803
2020-10-08,56.6797
2020-10-09,56.9313
2020-10-10,56.9313
2020-10-11,56.9313
2020-10-12,57.1794
2020-10-13,55.2289
2020-10-14,54.9864
2020-10-15,54.5158
2020-10-16,55.0188
2020-10-17,55.0188
2020-10-18,55.0188
2020-10-19,51.995
2020-10-20,52.7329
2020-10-21,50.6762
2020-10-22,54.2993
2020-10-23,49.9918
2020-10-24,49.9918
2020-10-25,49.9918
2020-10-26,45.9351
2020-10-27,44.1716
2020-10-28,41.3661
2020-10-29,40.938
2020-10-30,41.1401
2020-10-31,41.1401
2020-11-01,41.1401
2020-11-02,43.6738
2020-11-03,46.841
2020-11-04,46.9585
2020-11-05,48.7782
2020-11-06,47.3818
2020-11-07,47.3818
2020-11-08,47.3818
2020-11-09,63.2374
2020-11-10,61.9122
2020-11-11,57.6604
2020-11-12,57.6435
2020-11-13,60.0098
2020-11-14,60.0098
2020-11-15,60.0098
2020-11-16,62.0828
2020-11-17,60.1628
2020-11-18,58.2565
2020-11-19,58.1713
2020-11-20,56.8312
2020-11-21,56.8312
2020-11-22,56.8312
2020-11-23,59.0282
2020-11-24,61.5107
2020-11-25,61.617
2020-11-26,61.617
2020-11-27,61.6228
2020-11-28,61.6228
2020-11-29,61.6228
2020-11-30,59.7637
2020-12-01,60.5878
2020-12-02,62.0288
2020-12-03,62.4957
2020-12-04,63.6204
2020-12-05,63.6204
2020-12-06,63.6204
2020-12-07,62.5094
2020-12-08,62.0812
2020-12-09,60.2216
2020-12-10,60.3224
2020-12-11,58.672
2020-12-12,58.672
2020-12-13,58.672
2020-12-14,55.854
2020-12-15,57.1449
2020-12-16,57.0457
2020-12-17,57.0253
2020-12-18,55.5103
2020-12-19,55.5103
2020-12-20,55.5103
2020-12-21,54.3916
2020-12-22,52.5397
2020-12-23,54.6029
2020-12-24,54.9407
2020-12-25,54.9407
2020-12-26,54.9407
2020-12-27,54.9407
2020-12-28,55.7996
2020-12-29,55.5609
2020-12-30,56.6847
2020-12-31,57.9468
2021-01-01,57.9468
2021-01-02,57.9468
2021-01-03,57.9468
2021-01-04,54.7467
2021-01-05,55.3072
2021-01-06,58.9703
2021-01-07,57.8821
2021-01-08,57.9813
2021-01-09,57.9813
2021-01-10,57.9813
2021-01-11,57.1456
2021-01-12,57.6369
2021-01-13,58.3253
2021-01-14,59.5289
2021-01-15,57.4997
2021-01-16,57.4997
2021-01-17,57.4997
2021-01-18,57.4997
2021-01-19,61.3463
2021-01-20,62.9957
2021-01-21,61.135
2021-01-22,59.5796
2021-01-23,59.5796
2021-01-24,59.5796
2021-01-25,54.0747
2021-01-26,49.3483
2021-01-27,47.576
2021-01-28,51.8167
2021-01-29,49.5157
2021-01-30,49.5157
2021-01-31,49.5157
2021-02-01,50.1662
2021-02-02,53.1429
2021-02-03,52.9113
2021-02-04,56.2919
2021-02-05,57.2737
2021-02-06,57.2737
2021-02-07,57.2737
2021-02-08,58.4696
2021-02-09,57.2008
2021-02-10,58.3082
2021-02-11,58.3657
2021-02-12,59.3165
2021-02-13,59.3165
2021-02-14,59.3165
2021-02-15,59.3165
2021-02-16,60.0795
2021-02-17,57.8352
2021-02-18,57.7615
2021-02-19,60.1765
2021-02-20,60.1765
2021-02-21,60.1765
2021-02-22,63.054
2021-02-23,63.6877
2021-02-24,65.5113
2021-02-25,62.4222
2021-02-26,60.5105
2021-02-27,60.5105
2021-02-28,60.5105
2021-03-01,62.7478
2021-03-02,63.0864
2021-03-03,65.1154
2021-03-04,65.1687
2021-03-05,67.8015
2021-03-06,67.8015
2021-03-07,67.8015
2021-03-08,69.3184
2021-03-09,63.8468
2021-03-10,64.765
2021-03-11,65.3173
2021-03-12,65.756
2021-03-13,65.756
2021-03-14,65.756
2021-03-15,64.1102
2021-03-16,60.388
2021-03-17,61.2582
2021-03-18,59.2106
2021-03-19,57.4418
2021-03-20,57.4418
2021-03-21,57.4418
2021-03-22,56.7293
2021-03-23,53.2501
2021-03-24,54.9773
2021-03-25,57.6474
2021-03-26,58.6015
2021-03-27,58.6015
2021-03-28,58.6015
2021-03-29,57.348
2021-03-30,58.1113
2021-03-31,56.5913
2021-04-01,58.748
2021-04-02,58.748
2021-04-03,58.748
2021-04-04,58.748
2021-04-05,59.7332
2021-04-06,59.7932
2021-04-07,60.4569
2021-04-08,60.3623
2021-04-09,60.8832
2021-04-10,60.8832
2021-04-11,60.8832
2021-04-12,60.6492
2021-04-13,58.8875
2021-04-14,59.976
2021-04-15,60.8092
2021-04-16,61.8887
2021-04-17,61.8887
2021-04-18,61.8887
2021-04-19,60.1855
2021-04-20,56.3775
2021-04-21,58.0382
2021-04-22,58.0162
2021-04-23,54.9704
2021-04-24,54.9704
2021-04-25,54.9704
2021-04-26,59.6269
2021-04-27,59.6413
2021-04-28,61.1983
2021-04-29,62.6282
2021-04-30,61.1993
2021-05-01,61.1993
2021-05-02,61.1993
2021-05-03,62.2097
2021-05-04,61.8992
2021-05-05,63.2078
2021-05-06,63.549
2021-05-07,64.9885
2021-05-08,64.9885
2021-05-09,64.9885
2021-05-10,64.6114
2021-05-11,59.548
2021-05-12,57.223
2021-05-13,58.6197
2021-05-14,60.8976
2021-05-15,60.8976
2021-05-16,60.8976
2021-05-17,60.5718
2021-05-18,58.4844
2021-05-19,58.1959
2021-05-20,58.8421
2021-05-21,59.9157
2021-05-22,59.9157
2021-05-23,59.9157
2021-05-24,61.2952
2021-05-25,60.5282
2021-05-26,60.9851
2021-05-27,61.9134
2021-05-28,62.226
2021-05-29,62.226
2021-05-30,62.226
2021-05-31,62.226
2021-06-01,64.9924
2021-06-02,65.2534
2021-06-03,65.5487
2021-06-04,65.9084
2021-06-05,65.9084
2021-06-06,65.9084
2021-06-07,66.5998
2021-06-08,67.0432
2021-06-09,63.468
2021-06-10,60.8864
2021-06-11,62.8049
2021-06-12,62.8049
2021-06-13,62.8049
2021-06-14,61.8415
2021-06-15,63.8571
2021-06-16,61.6787
2021-06-17,58.375
2021-06-18,53.7498
2021-06-19,53.7498
2021-06-20,53.7498
2021-06-21,59.4046
2021-06-22,58.9614
2021-06-23,60.1308
2021-06-24,61.7551
2021-06-25,62.6465
2021-06-26,62.6465
2021-06-27,62.6465
2021-06-28,57.4314
2021-06-29,56.8756
2021-06-30,57.6594
2021-07-01,59.3336
2021-07-02,60.5111
2021-07-03,60.5111
2021-07-04,60.5111
2021-07-05,60.5111
2021-07-06,61.2988
2021-07-07,62.3398
2021-07-08,58.3599
2021-07-09,61.5959
2021-07-10,61.5959
2021-07-11,61.5959
2021-07-12,62.7166
2021-07-13,61.6185
2021-07-14,61.5048
2021-07-15,61.7457
2021-07-16,58.487
2021-07-17,58.487
2021-07-18,58.487
2021-07-19,51.3759
2021-07-20,56.0306
2021-07-21,58.4992
2021-07-22,57.034
2021-07-23,58.5547
2021-07-24,58.5547
2021-07-25,58.5547
2021-07-26,58.0236
2021-07-27,58.2504
2021-07-28,55.5053
2021-07-29,56.8943
2021-07-30,55.5739
2021-07-31,55.5739
2021-08-01,55.5739
2021-08-02,54.4147
2021-08-03,54.2012
2021-08-04,53.2798
2021-08-05,54.56
2021-08-06,55.9363
2021-08-07,55.9363
2021-08-08,55.9363
2021-08-09,55.3548
2021-08-10,54.0617
2021-08-11,55.0552
2021-08-12,52.8989
2021-08-13,50.5734
2021-08-14,50.5734
2021-08-15,50.5734
2021-08-16,50.2643
2021-08-17,49.2266
2021-08-18,46.9306
2021-08-19,44.3011
2021-08-20,45.0409
2021-08-21,45.0409
2021-08-22,45.0409
2021-08-23,45.7655
2021-08-24,46.5466
2021-08-25,51.3585
2021-08-26,50.723
2021-08-27,53.5118
2021-08-28,53.5118
2021-08-29,53.5118
2021-08-30,49.4631
2021-08-31,50.9498
2021-09-01,49.6002
2021-09-02,47.5513
2021-09-03,45.3229
2021-09-04,45.3229
2021-09-05,45.3229
2021-09-06,45.3229
2021-09-07,45.7247
2021-09-08,45.08
2021-09-09,45.5425
2021-09-10,44.9719
2021-09-11,44.9719
2021-09-12,44.9719
2021-09-13,47.7324
2021-09-14,46.0094
2021-09-15,47.8482
2021-09-16,49.092
2021-09-17,50.3179
2021-09-18,50.3179
2021-09-19,50.3179
2021-09-20,47.2607
2021-09-21,49.8035
2021-09-22,53.4337
2021-09-23,57.8228
2021-09-24,59.4139
2021-09-25,59.4139
2021-09-26,59.4139
2021-09-27,60.1065
2021-09-28,56.649
2021-09-29,55.2012
2021-09-30,51.7706
2021-10-01,56.2651
2021-10-02,56.2651
2021-10-03,56.2651
2021-10-04,55.2024
2021-10-05,56.5938
2021-10-06,55.4402
2021-10-07,56.3361
2021-10-08,56.9199
2021-10-09,56.9199
2021-10-10,56.9199
2021-10-11,55.4138
2021-10-12,56.4369
2021-10-13,51.2442
2021-10-14,53.2498
2021-10-15,56.1272
2021-10-16,56.1272
2021-10-17,56.1272
2021-10-18,56.7737
2021-10-19,57.091
2021-10-20,58.5617
2021-10-21,56.6921
2021-10-22,62.3084
2021-10-23,62.3084
2021-10-24,62.3084
2021-10-25,58.4184
2021-10-26,57.3621
2021-10-27,55.1474
2021-10-28,52.6829
2021-10-29,52.0984
2021-10-30,52.0984
2021-10-31,52.0984
2021-11-01,52.3815
2021-11-02,51.6181
2021-11-03,51.2024
2021-11-04,51.1416
2021-11-05,54.0779
2021-11-06,54.0779
2021-11-07,54.0779
2021-11-08,56.2736
2021-11-09,56.1167
2021-11-10,57.1132
2021-11-11,57.0344
2021-11-12,57.4327
2021-11-13,57.4327
2021-11-14,57.4327
2021-11-15,58.2738
2021-11-16,56.2255
2021-11-17,55.0392
2021-11-18,52.0885
2021-11-19,49.9146
2021-11-20,49.9146
2021-11-21,49.9146
2021-11-22,47.8711
2021-11-23,47.8327
2021-11-24,48.482
2021-11-25,48.482
2021-11-26,38.7684
2021-11-27,38.7684
2021-11-28,38.7684
2021-11-29,39.648
2021-11-30,36.7299
2021-12-01,35.6368
2021-12-02,41.0714
2021-12-03,40.6324
2021-12-04,40.6324
2021-12-05,40.6324
2021-12-06,44.1587
2021-12-07,48.3563
2021-12-08,49.5941
2021-12-09,49.0353
2021-12-10,48.4213
2021-12-11,48.4213
2021-12-12,48.4213
2021-12-13,46.1682
2021-12-14,45.9016
2021-12-15,45.5329
2021-12-16,46.091
2021-12-17,44.246
2021-12-18,44.246
2021-12-19,44.246
2021-12-20,41.8576
2021-12-21,45.5616
2021-12-22,46.6541
2021-12-23,47.8478
2021-12-24,47.8478
2021-12-25,47.8478
2021-12-26,47.8478
2021-12-27,47.9878
2021-12-28,48.0022
2021-12-29,47.6057
2021-12-30,47.8592
2021-12-31,47.4562
2022-01-01,47.4562
2022-01-02,47.4562
2022-01-03,50.9725
2022-01-04,54.6501
2022-01-05,53.2349
2022-01-06,54.2769
2022-01-07,55.2494
2022-01-08,55.2494
2022-01-09,55.2494
2022-01-10,54.7287
2022-01-11,55.8321
2022-01-12,55.0618
2022-01-13,54.0611
2022-01-14,50.1539
2022-01-15,50.1539
2022-01-16,50.1539
2022-01-17,50.1539
2022-01-18,48.5002
2022-01-19,45.1958
2022-01-20,44.8848
2022-01-21,43.4499
2022-01-22,43.4499
2022-01-23,43.4499
2022-01-24,43.6124
2022-01-25,53.852
2022-01-26,55.1647
2022-01-27,52.7621
2022-01-28,55.7688
2022-01-29,55.7688
2022-01-30,55.7688
2022-01-31,57.2736
2022-02-01,59.2086
2022-02-02,59.5247
2022-02-03,59.4325
2022-02-04,60.3898
2022-02-05,60.3898
2022-02-06,60.3898
2022-02-07,61.4403
2022-02-08,64.4039
2022-02-09,65.4786
2022-02-10,64.7289
2022-02-11,61.6914
2022-02-12,61.6914
2022-02-13,61.6914
2022-02-14,61.9609
2022-02-15,64.6436
2022-02-16,64.8259
2022-02-17,62.597
2022-02-18,61.9124
2022-02-19,61.9124
2022-02-20,61.9124
2022-02-21,61.9124
2022-02-22,59.9196
2022-02-23,57.1956
2022-02-24,56.7369
2022-02-25,59.7222
2022-02-26,59.7222
2022-02-27,59.7222
2022-02-28,60.1626
2022-03-01,49.1297
2022-03-02,50.414
2022-03-03,50.1694
2022-03-04,46.3275
2022-03-05,46.3275
2022-03-06,46.3275
2022-03-07,40.0149
2022-03-08,40.5725
2022-03-09,45.4743
2022-03-10,45.9834
2022-03-11,45.2021
2022-03-12,45.2021
2022-03-13,45.2021
2022-03-14,47.8394
2022-03-15,49.5102
2022-03-16,51.7579
2022-03-17,54.6636
2022-03-18,56.2702
2022-03-19,56.2702
2022-03-20,56.2702
2022-03-21,55.3876
2022-03-22,56.3607
2022-03-23,53.4992
2022-03-24,54.7828
2022-03-25,55.3996
2022-03-26,55.3996
2022-03-27,55.3996
2022-03-28,55.0753
2022-03-29,55.6495
2022-03-30,54.958
2022-03-31,53.3539
2022-04-01,53.4404
2022-04-02,53.4404
2022-04-03,53.4404
2022-04-04,53.6968
2022-04-05,52.3225
2022-04-06,51.3067
2022-04-07,50.8222
2022-04-08,51.5966
2022-04-09,51.5966
2022-04-10,51.5966
2022-04-11,47.9424
2022-04-12,46.8067
2022-04-13,49.286
2022-04-14,50.2166
2022-04-15,50.2166
2022-04-16,50.2166
2022-04-17,50.2166
2022-04-18,52.1377
2022-04-19,53.6373
2022-04-20,54.3469
2022-04-21,52.5911
2022-04-22,49.4328
2022-04-23,49.4328
2022-04-24,49.4328
2022-04-25,51.4958
2022-04-26,48.3706
2022-04-27,47.8089
2022-04-28,50.3526
2022-04-29,46.4394
2022-04-30,46.4394
2022-05-01,46.4394
2022-05-02,44.905
2022-05-03,45.202
2022-05-04,48.5459
2022-05-05,45.1469
2022-05-06,43.3665
2022-05-07,43.3665
2022-05-08,43.3665
2022-05-09,40.7279
2022-05-10,41.2168
2022-05-11,40.1839
2022-05-12,37.7306
2022-05-13,41.0636
2022-05-14,41.0636
2022-05-15,41.0636
2022-05-16,40.123
2022-05-17,43.2638
2022-05-18,40.9088
2022-05-19,40.0845
2022-05-20,39.7844
2022-05-21,39.7844
2022-05-22,39.7844
2022-05-23,43.1452
2022-05-24,41.7287
2022-05-25,44.4297
2022-05-26,46.9624
2022-05-27,49.0531
2022-05-28,49.0531
2022-05-29,49.0531
2022-05-30,49.0531
2022-05-31,48.687
2022-06-01,47.2557
2022-06-02,48.9699
2022-06-03,47.8699
2022-06-04,47.8699
2022-06-05,47.8699
2022-06-06,47.9694
2022-06-07,48.8565
2022-06-08,47.4873
2022-06-09,45.1022
2022-06-10,42.213
2022-06-11,42.213
2022-06-12,42.213
2022-06-13,39.0093
2022-06-14,38.3828
2022-06-15,39.3486
2022-06-16,36.19
2022-06-17,40.0064
2022-06-18,40.0064
2022-06-19,40.0064
2022-06-20,40.0064
2022-06-21,40.327
2022-06-22,40.1853
2022-06-23,39.1319
2022-06-24,41.7272
2022-06-25,41.7272
2022-06-26,41.7272
2022-06-27,40.98
2022-06-28,40.1406
2022-06-29,39.0684
2022-06-30,38.9373
2022-07-01,40.0591
2022-07-02,40.0591
2022-07-03,40.0591
2022-07-04,40.0591
2022-07-05,39.7409
2022-07-06,39.0983
2022-07-07,40.9933
2022-07-08,41.4709
2022-07-09,41.4709
2022-07-10,41.4709
2022-07-11,40.9171
2022-07-12,40.2574
2022-07-13,40.4136
2022-07-14,39.0132
2022-07-15,43.1971
2022-07-16,43.1971
2022-07-17,43.1971
2022-07-18,43.1206
2022-07-19,46.6707
2022-07-20,47.3875
2022-07-21,48.1708
2022-07-22,49.9172
2022-07-23,49.9172
2022-07-24,49.9172
2022-07-25,50.3938
2022-07-26,47.9951
2022-07-27,49.1336
2022-07-28,49.4579
2022-07-29,50.6575
2022-07-30,50.6575
2022-07-31,50.6575
2022-08-01,50.2051
2022-08-02,49.0684
2022-08-03,51.5791
2022-08-04,52.4901
2022-08-05,52.8975
2022-08-06,52.8975
2022-08-07,52.8975
2022-08-08,52.7294
2022-08-09,53.7345
2022-08-10,56.0497
2022-08-11,56.3908
2022-08-12,58.1327
2022-08-13,58.1327
2022-08-14,58.1327
2022-08-15,57.7642
2022-08-16,57.7212
2022-08-17,56.46
2022-08-18,56.9632
2022-08-19,54.8559
2022-08-20,54.8559
2022-08-21,54.8559
2022-08-22,51.1672
2022-08-23,50.8787
2022-08-24,52.2339
2022-08-25,54.4716
2022-08-26,50.5811
2022-08-27,50.5811
2022-08-28,50.5811
2022-08-29,48.5611
2022-08-30,48.653
2022-08-31,46.7382
2022-09-01,46.1101
2022-09-02,45.1786
2022-09-03,45.1786
2022-09-04,45.1786
2022-09-05,45.1786
2022-09-06,44.3431
2022-09-07,47.4279
2022-09-08,48.4561
2022-09-09,52.2028
2022-09-10,52.2028
2022-09-11,52.2028
2022-09-12,54.963
2022-09-13,49.7055
2022-09-14,50.3627
2022-09-15,50.2412
2022-09-16,48.0875
2022-09-17,48.0875
2022-09-18,48.0875
2022-09-19,49.7532
2022-09-20,48.4277
2022-09-21,45.2627
2022-09-22,41.8903
2022-09-23,40.3728
2022-09-24,40.3728
2022-09-25,40.3728
2022-09-26,38.8941
2022-09-27,38.9271
2022-09-28,41.4336
2022-09-29,39.9049
2022-09-30,38.3819
2022-10-01,38.3819
2022-10-02,38.3819
2022-10-03,42.416
2022-10-04,46.2886
2022-10-05,45.6522
2022-10-06,44.4968
2022-10-07,42.6024
2022-10-08,42.6024
2022-10-09,42.6024
2022-10-10,41.791
2022-10-11,41.7028
2022-10-12,41.3584
2022-10-13,45.446
2022-10-14,42.7073
2022-10-15,42.7073
2022-10-16,42.7073
2022-10-17,46.0627
2022-10-18,48.9712
2022-10-19,47.7618
2022-10-20,46.8435
2022-10-21,45.4552
2022-10-22,45.4552
2022-10-23,45.4552
2022-10-24,46.55
2022-10-25,50.0646
2022-10-26,49.9763
2022-10-27,50.0349
2022-10-28,52.2654
2022-10-29,52.2654
2022-10-30,52.2654
2022-10-31,50.9169
2022-11-01,49.9982
2022-11-02,47.673
2022-11-03,45.1317
2022-11-04,48.7787
2022-11-05,48.7787
2022-11-06,48.7787
2022-11-07,50.2089
2022-11-08,52.177
2022-11-09,49.4516
2022-11-10,54.489
2022-11-11,54.5628
2022-11-12,54.5628
2022-11-13,54.5628
2022-11-14,54.0706
2022-11-15,53.9118
2022-11-16,53.0254
2022-11-17,51.7387
2022-11-18,52.8786
2022-11-19,52.8786
2022-11-20,52.8786
2022-11-21,53.0697
2022-11-22,54.1677
2022-11-23,53.6905
2022-11-24,53.6905
2022-11-25,53.8329
2022-11-26,53.8329
2022-11-27,53.8329
2022-11-28,51.3953
2022-11-29,53.7406
2022-11-30,55.7145
2022-12-01,55.6448
2022-12-02,55.0508
2022-12-03,55.0508
2022-12-04,55.0508
2022-12-05,54.513
2022-12-06,53.4014
2022-12-07,53.4512
2022-12-08,52.908
2022-12-09,52.7204
2022-12-10,52.7204
2022-12-11,52.7204
2022-12-12,55.2638
2022-12-13,55.4166
2022-12-14,52.4098
2022-12-15,49.2559
2022-12-16,46.3483
2022-12-17,46.3483
2022-12-18,46.3483
2022-12-19,45.4353
2022-12-20,46.0236
2022-12-21,47.2182
2022-12-22,45.8753
2022-12-23,47.355
2022-12-24,47.355
2022-12-25,47.355
2022-12-26,47.355
2022-12-27,46.8667
2022-12-28,45.0512
2022-12-29,47.9519
2022-12-30,48.3186
2022-12-31,48.3186
2023-01-01,48.3186
2023-01-02,48.3186
2023-01-03,47.8081
2023-01-04,50.731
2023-01-05,47.8132
2023-01-06,50.8591
2023-01-07,50.8591
2023-01-08,50.8591
2023-01-09,51.0409
2023-01-10,52.3105
2023-01-11,53.7978
2023-01-12,54.5613
2023-01-13,55.2046
2023-01-14,55.2046
2023-01-15,55.2046
2023-01-16,55.2046
2023-01-17,53.3355
2023-01-18,50.4104
2023-01-19,47.52
2023-01-20,51.3588
2023-01-21,51.3588
2023-01-22,51.3588
2023-01-23,53.1499
2023-01-24,54.1185
2023-01-25,55.1569
2023-01-26,54.3702
2023-01-27,64.1387
2023-01-28,64.1387
2023-01-29,64.1387
2023-01-30,64.3071
2023-01-31,65.3972
2023-02-01,64.2174
2023-02-02,63.7845
2023-02-03,66.5676
2023-02-04,66.5676
2023-02-05,66.5676
2023-02-06,64.4398
2023-02-07,65.5038
2023-02-08,65.6474
2023-02-09,65.829
2023-02-10,65.7125
2023-02-11,65.7125
2023-02-12,65.7125
2023-02-13,66.7675
2023-02-14,66.4523
2023-02-15,66.0878
2023-02-16,63.2872
2023-02-17,62.6434
2023-02-18,62.6434
2023-02-19,62.6434
2023-02-20,62.6434
2023-02-21,58.9411
2023-02-22,59.7275
2023-02-23,60.0132
2023-02-24,59.1353
2023-02-25,59.1353
2023-02-26,59.1353
2023-02-27,58.1953
2023-02-28,58.6887
2023-03-01,60.0461
2023-03-02,59.4462
2023-03-03,62.0281
2023-03-04,62.0281
2023-03-05,62.0281
2023-03-06,61.9954
2023-03-07,58.0529
2023-03-08,57.5568
2023-03-09,54.8739
2023-03-10,49.2481
2023-03-11,49.2481
2023-03-12,49.2481
2023-03-13,43.4549
2023-03-14,48.3464
2023-03-15,45.6777
2023-03-16,46.3649
2023-03-17,43.7451
2023-03-18,43.7451
