,SLGN US Equity
2020-03-24,38.1974
2020-03-25,42.1737
2020-03-26,45.0792
2020-03-27,44.5316
2020-03-28,44.5316
2020-03-29,44.5316
2020-03-30,49.3881
2020-03-31,49.0969
2020-04-01,48.4787
2020-04-02,52.3136
2020-04-03,50.8253
2020-04-04,50.8253
2020-04-05,50.8253
2020-04-06,50.6322
2020-04-07,52.5509
2020-04-08,54.6527
2020-04-09,55.6085
2020-04-10,55.6085
2020-04-11,55.6085
2020-04-12,55.6085
2020-04-13,54.4517
2020-04-14,56.9852
2020-04-15,57.1275
2020-04-16,59.7454
2020-04-17,58.5769
2020-04-18,58.5769
2020-04-19,58.5769
2020-04-20,57.3206
2020-04-21,56.6757
2020-04-22,58.4874
2020-04-23,59.6511
2020-04-24,60.6551
2020-04-25,60.6551
2020-04-26,60.6551
2020-04-27,62.2665
2020-04-28,63.4133
2020-04-29,62.3961
2020-04-30,60.1505
2020-05-01,58.0576
2020-05-02,58.0576
2020-05-03,58.0576
2020-05-04,57.8188
2020-05-05,57.2274
2020-05-06,56.144
2020-05-07,56.8795
2020-05-08,57.3454
2020-05-09,57.3454
2020-05-10,57.3454
2020-05-11,56.4911
2020-05-12,52.5477
2020-05-13,50.9702
2020-05-14,52.9489
2020-05-15,53.6338
2020-05-16,53.6338
2020-05-17,53.6338
2020-05-18,55.4706
2020-05-19,53.1871
2020-05-20,52.6101
2020-05-21,51.7558
2020-05-22,51.7558
2020-05-23,51.7558
2020-05-24,51.7558
2020-05-25,51.7558
2020-05-26,53.5633
2020-05-27,54.9054
2020-05-28,55.7966
2020-05-29,55.4046
2020-05-30,55.4046
2020-05-31,55.4046
2020-06-01,54.4158
2020-06-02,52.1809
2020-06-03,53.2092
2020-06-04,56.2581
2020-06-05,56.2178
2020-06-06,56.2178
2020-06-07,56.2178
2020-06-08,57.1703
2020-06-09,55.3435
2020-06-10,53.5337
2020-06-11,47.2785
2020-06-12,47.2785
2020-06-13,47.2785
2020-06-14,47.2785
2020-06-15,46.4534
2020-06-16,47.9932
2020-06-17,47.4936
2020-06-18,46.8498
2020-06-19,47.7994
2020-06-20,47.7994
2020-06-21,47.7994
2020-06-22,47.2895
2020-06-23,46.0554
2020-06-24,47.8365
2020-06-25,46.9416
2020-06-26,47.027
2020-06-27,47.027
2020-06-28,47.027
2020-06-29,49.0632
2020-06-30,51.5515
2020-07-01,52.1752
2020-07-02,53.2644
2020-07-03,53.2644
2020-07-04,53.2644
2020-07-05,53.2644
2020-07-06,54.1518
2020-07-07,54.3078
2020-07-08,52.9558
2020-07-09,51.8057
2020-07-10,53.071
2020-07-11,53.071
2020-07-12,53.071
2020-07-13,52.2666
2020-07-14,55.1809
2020-07-15,56.411
2020-07-16,57.8177
2020-07-17,60.4246
2020-07-18,60.4246
2020-07-19,60.4246
2020-07-20,62.0211
2020-07-21,62.087
2020-07-22,69.5942
2020-07-23,69.2332
2020-07-24,67.7276
2020-07-25,67.7276
2020-07-26,67.7276
2020-07-27,68.7224
2020-07-28,68.5093
2020-07-29,69.7701
2020-07-30,68.3545
2020-07-31,67.9159
2020-08-01,67.9159
2020-08-02,67.9159
2020-08-03,66.6984
2020-08-04,64.6282
2020-08-05,65.7846
2020-08-06,65.8135
2020-08-07,67.0517
2020-08-08,67.0517
2020-08-09,67.0517
2020-08-10,64.8753
2020-08-11,61.6238
2020-08-12,62.1429
2020-08-13,62.8894
2020-08-14,62.5565
2020-08-15,62.5565
2020-08-16,62.5565
2020-08-17,63.0621
2020-08-18,63.1137
2020-08-19,61.9514
2020-08-20,60.0166
2020-08-21,60.2114
2020-08-22,60.2114
2020-08-23,60.2114
2020-08-24,61.1511
2020-08-25,60.8414
2020-08-26,60.7142
2020-08-27,62.4602
2020-08-28,62.818
2020-08-29,62.818
2020-08-30,62.818
2020-08-31,62.6117
2020-09-01,62.9891
2020-09-02,67.9696
2020-09-03,60.4913
2020-09-04,61.1234
2020-09-05,61.1234
2020-09-06,61.1234
2020-09-07,61.1234
2020-09-08,53.064
2020-09-09,54.1073
2020-09-10,52.214
2020-09-11,53.9618
2020-09-12,53.9618
2020-09-13,53.9618
2020-09-14,51.775
2020-09-15,52.3164
2020-09-16,51.8991
2020-09-17,51.6152
2020-09-18,52.6425
2020-09-19,52.6425
2020-09-20,52.6425
2020-09-21,46.356
2020-09-22,48.3338
2020-09-23,46.4804
2020-09-24,48.0484
2020-09-25,51.2562
2020-09-26,51.2562
2020-09-27,51.2562
2020-09-28,52.062
2020-09-29,51.7083
2020-09-30,51.9615
2020-10-01,51.7276
2020-10-02,52.9967
2020-10-03,52.9967
2020-10-04,52.9967
2020-10-05,55.3818
2020-10-06,54.9768
2020-10-07,57.1258
2020-10-08,59.3955
2020-10-09,59.6533
2020-10-10,59.6533
2020-10-11,59.6533
2020-10-12,62.7949
2020-10-13,62.7387
2020-10-14,61.1547
2020-10-15,61.7611
2020-10-16,62.5089
2020-10-17,62.5089
2020-10-18,62.5089
2020-10-19,56.5686
2020-10-20,56.6468
2020-10-21,46.6533
2020-10-22,44.2649
2020-10-23,44.6956
2020-10-24,44.6956
2020-10-25,44.6956
2020-10-26,42.8788
2020-10-27,43.5949
2020-10-28,41.5732
2020-10-29,42.4022
2020-10-30,40.7412
2020-10-31,40.7412
2020-11-01,40.7412
2020-11-02,42.2392
2020-11-03,43.9344
2020-11-04,44.6161
2020-11-05,47.2691
2020-11-06,47.7866
2020-11-07,47.7866
2020-11-08,47.7866
2020-11-09,41.6548
2020-11-10,44.6126
2020-11-11,45.3091
2020-11-12,44.6261
2020-11-13,45.8712
2020-11-14,45.8712
2020-11-15,45.8712
2020-11-16,47.345
2020-11-17,45.7128
2020-11-18,45.5324
2020-11-19,43.3719
2020-11-20,42.9229
2020-11-21,42.9229
2020-11-22,42.9229
2020-11-23,43.9843
2020-11-24,44.0778
2020-11-25,41.906
2020-11-26,41.906
2020-11-27,42.5406
2020-11-28,42.5406
2020-11-29,42.5406
2020-11-30,41.7754
2020-12-01,44.7612
2020-12-02,43.2565
2020-12-03,43.3058
2020-12-04,47.3289
2020-12-05,47.3289
2020-12-06,47.3289
2020-12-07,47.9137
2020-12-08,47.703
2020-12-09,49.7602
2020-12-10,49.182
2020-12-11,50.1047
2020-12-12,50.1047
2020-12-13,50.1047
2020-12-14,49.7774
2020-12-15,51.8679
2020-12-16,53.8972
2020-12-17,54.5437
2020-12-18,54.9791
2020-12-19,54.9791
2020-12-20,54.9791
2020-12-21,54.0157
2020-12-22,53.6913
2020-12-23,54.4924
2020-12-24,56.154
2020-12-25,56.154
2020-12-26,56.154
2020-12-27,56.154
2020-12-28,54.5514
2020-12-29,54.4939
2020-12-30,56.8005
2020-12-31,56.9387
2021-01-01,56.9387
2021-01-02,56.9387
2021-01-03,56.9387
2021-01-04,54.1314
2021-01-05,55.6708
2021-01-06,61.7325
2021-01-07,59.2635
2021-01-08,55.2745
2021-01-09,55.2745
2021-01-10,55.2745
2021-01-11,54.7157
2021-01-12,55.1844
2021-01-13,52.1875
2021-01-14,50.5509
2021-01-15,49.558
2021-01-16,49.558
2021-01-17,49.558
2021-01-18,49.558
2021-01-19,50.0892
2021-01-20,52.7564
2021-01-21,53.5227
2021-01-22,55.6251
2021-01-23,55.6251
2021-01-24,55.6251
2021-01-25,52.1669
2021-01-26,50.0827
2021-01-27,48.4885
2021-01-28,48.5853
2021-01-29,50.8758
2021-01-30,50.8758
2021-01-31,50.8758
2021-02-01,55.1005
2021-02-02,54.1662
2021-02-03,52.3771
2021-02-04,52.7264
2021-02-05,55.9045
2021-02-06,55.9045
2021-02-07,55.9045
2021-02-08,58.5946
2021-02-09,58.0783
2021-02-10,59.6593
2021-02-11,56.9715
2021-02-12,59.0629
2021-02-13,59.0629
2021-02-14,59.0629
2021-02-15,59.0629
2021-02-16,57.245
2021-02-17,56.2989
2021-02-18,57.5962
2021-02-19,58.0134
2021-02-20,58.0134
2021-02-21,58.0134
2021-02-22,55.2043
2021-02-23,56.9679
2021-02-24,57.4302
2021-02-25,54.7429
2021-02-26,51.854
2021-02-27,51.854
2021-02-28,51.854
2021-03-01,56.6982
2021-03-02,57.7878
2021-03-03,57.4022
2021-03-04,56.1901
2021-03-05,61.5341
2021-03-06,61.5341
2021-03-07,61.5341
2021-03-08,65.2565
2021-03-09,67.1562
2021-03-10,66.1489
2021-03-11,61.4704
2021-03-12,63.3946
2021-03-13,63.3946
2021-03-14,63.3946
2021-03-15,66.1588
2021-03-16,65.7185
2021-03-17,65.0469
2021-03-18,62.3236
2021-03-19,59.4576
2021-03-20,59.4576
2021-03-21,59.4576
2021-03-22,61.4003
2021-03-23,58.9966
2021-03-24,59.7572
2021-03-25,62.2412
2021-03-26,62.6388
2021-03-27,62.6388
2021-03-28,62.6388
2021-03-29,63.6534
2021-03-30,60.7401
2021-03-31,58.0318
2021-04-01,57.877
2021-04-02,57.877
2021-04-03,57.877
2021-04-04,57.877
2021-04-05,58.9252
2021-04-06,59.8471
2021-04-07,57.2684
2021-04-08,57.2684
2021-04-09,57.4523
2021-04-10,57.4523
2021-04-11,57.4523
2021-04-12,57.9824
2021-04-13,58.1411
2021-04-14,57.7799
2021-04-15,58.513
2021-04-16,61.8751
2021-04-17,61.8751
2021-04-18,61.8751
2021-04-19,62.3427
2021-04-20,61.8522
2021-04-21,63.5437
2021-04-22,60.9914
2021-04-23,61.6352
2021-04-24,61.6352
2021-04-25,61.6352
2021-04-26,58.9513
2021-04-27,57.972
2021-04-28,50.4214
2021-04-29,53.9634
2021-04-30,53.4156
2021-05-01,53.4156
2021-05-02,53.4156
2021-05-03,54.6633
2021-05-04,55.024
2021-05-05,56.8483
2021-05-06,56.3669
2021-05-07,56.7295
2021-05-08,56.7295
2021-05-09,56.7295
2021-05-10,55.9426
2021-05-11,56.1697
2021-05-12,53.3051
2021-05-13,57.1373
2021-05-14,55.8974
2021-05-15,55.8974
2021-05-16,55.8974
2021-05-17,57.6983
2021-05-18,57.215
2021-05-19,53.4659
2021-05-20,54.9748
2021-05-21,54.766
2021-05-22,54.766
2021-05-23,54.766
2021-05-24,54.6372
2021-05-25,52.1428
2021-05-26,50.8405
2021-05-27,50.5547
2021-05-28,50.8414
2021-05-29,50.8414
2021-05-30,50.8414
2021-05-31,50.8414
2021-06-01,51.8726
2021-06-02,50.7278
2021-06-03,50.8141
2021-06-04,51.6472
2021-06-05,51.6472
2021-06-06,51.6472
2021-06-07,47.7705
2021-06-08,47.7705
2021-06-09,48.4295
2021-06-10,50.9886
2021-06-11,52.8056
2021-06-12,52.8056
2021-06-13,52.8056
2021-06-14,50.5883
2021-06-15,51.2935
2021-06-16,49.0312
2021-06-17,46.4058
2021-06-18,43.9702
2021-06-19,43.9702
2021-06-20,43.9702
2021-06-21,46.2304
2021-06-22,49.1482
2021-06-23,47.5702
2021-06-24,46.2699
2021-06-25,49.3514
2021-06-26,49.3514
2021-06-27,49.3514
2021-06-28,47.6012
2021-06-29,47.4824
2021-06-30,48.9324
2021-07-01,48.264
2021-07-02,48.7169
2021-07-03,48.7169
2021-07-04,48.7169
2021-07-05,48.7169
2021-07-06,47.6807
2021-07-07,49.5761
2021-07-08,47.7012
2021-07-09,49.8021
2021-07-10,49.8021
2021-07-11,49.8021
2021-07-12,48.9183
2021-07-13,46.1237
2021-07-14,46.0413
2021-07-15,46.339
2021-07-16,44.9287
2021-07-17,44.9287
2021-07-18,44.9287
2021-07-19,42.2293
2021-07-20,42.2293
2021-07-21,41.0475
2021-07-22,39.5956
2021-07-23,39.2179
2021-07-24,39.2179
2021-07-25,39.2179
2021-07-26,42.2384
2021-07-27,41.3952
2021-07-28,44.2983
2021-07-29,45.5615
2021-07-30,47.5607
2021-07-31,47.5607
2021-08-01,47.5607
2021-08-02,44.3226
2021-08-03,44.7378
2021-08-04,43.2773
2021-08-05,43.9265
2021-08-06,44.2566
2021-08-07,44.2566
2021-08-08,44.2566
2021-08-09,47.3046
2021-08-10,51.1803
2021-08-11,53.2692
2021-08-12,52.4785
2021-08-13,54.2777
2021-08-14,54.2777
2021-08-15,54.2777
2021-08-16,57.1051
2021-08-17,53.9065
2021-08-18,53.3272
2021-08-19,51.4214
2021-08-20,53.1115
2021-08-21,53.1115
2021-08-22,53.1115
2021-08-23,52.4819
2021-08-24,54.4993
2021-08-25,56.2569
2021-08-26,54.6322
2021-08-27,55.5453
2021-08-28,55.5453
2021-08-29,55.5453
2021-08-30,57.1667
2021-08-31,56.1569
2021-09-01,56.283
2021-09-02,57.9114
2021-09-03,57.9114
2021-09-04,57.9114
2021-09-05,57.9114
2021-09-06,57.9114
2021-09-07,51.6787
2021-09-08,52.5737
2021-09-09,49.0495
2021-09-10,49.3306
2021-09-11,49.3306
2021-09-12,49.3306
2021-09-13,46.9206
2021-09-14,45.1867
2021-09-15,48.5451
2021-09-16,47.8091
2021-09-17,42.6897
2021-09-18,42.6897
2021-09-19,42.6897
2021-09-20,43.9318
2021-09-21,43.6682
2021-09-22,42.5366
2021-09-23,42.1973
2021-09-24,40.7764
2021-09-25,40.7764
2021-09-26,40.7764
2021-09-27,40.739
2021-09-28,40.2057
2021-09-29,40.2635
2021-09-30,38.79
2021-10-01,36.2274
2021-10-02,36.2274
2021-10-03,36.2274
2021-10-04,40.787
2021-10-05,42.7968
2021-10-06,48.2046
2021-10-07,51.4012
2021-10-08,49.2499
2021-10-09,49.2499
2021-10-10,49.2499
2021-10-11,47.3571
2021-10-12,47.6606
2021-10-13,47.5795
2021-10-14,51.4651
2021-10-15,51.1633
2021-10-16,51.1633
2021-10-17,51.1633
2021-10-18,49.6572
2021-10-19,49.1441
2021-10-20,51.1041
2021-10-21,49.3973
2021-10-22,48.4529
2021-10-23,48.4529
2021-10-24,48.4529
2021-10-25,45.9733
2021-10-26,45.0588
2021-10-27,48.2967
2021-10-28,51.0668
2021-10-29,49.7931
2021-10-30,49.7931
2021-10-31,49.7931
2021-11-01,49.3685
2021-11-02,53.0543
2021-11-03,57.642
2021-11-04,54.7862
2021-11-05,52.3472
2021-11-06,52.3472
2021-11-07,52.3472
2021-11-08,52.4202
2021-11-09,54.4082
2021-11-10,54.1106
2021-11-11,55.825
2021-11-12,57.1699
2021-11-13,57.1699
2021-11-14,57.1699
2021-11-15,58.3145
2021-11-16,59.7543
2021-11-17,59.8521
2021-11-18,55.9159
2021-11-19,55.2448
2021-11-20,55.2448
2021-11-21,55.2448
2021-11-22,55.6122
2021-11-23,55.8745
2021-11-24,55.3907
2021-11-25,55.3907
2021-11-26,56.5581
2021-11-27,56.5581
2021-11-28,56.5581
2021-11-29,56.792
2021-11-30,51.8643
2021-12-01,50.2717
2021-12-02,52.9299
2021-12-03,53.373
2021-12-04,53.373
2021-12-05,53.373
2021-12-06,55.9841
2021-12-07,54.6608
2021-12-08,52.4177
2021-12-09,51.5689
2021-12-10,53.9637
2021-12-11,53.9637
2021-12-12,53.9637
2021-12-13,51.894
2021-12-14,52.0182
2021-12-15,54.4889
2021-12-16,55.0385
2021-12-17,54.2637
2021-12-18,54.2637
2021-12-19,54.2637
2021-12-20,49.6125
2021-12-21,49.9143
2021-12-22,49.6943
2021-12-23,48.892
2021-12-24,48.892
2021-12-25,48.892
2021-12-26,48.892
2021-12-27,52.2174
2021-12-28,54.5816
2021-12-29,56.1675
2021-12-30,55.3868
2021-12-31,55.902
2022-01-01,55.902
2022-01-02,55.902
2022-01-03,53.4931
2022-01-04,54.5677
2022-01-05,55.7079
2022-01-06,54.3966
2022-01-07,53.3964
2022-01-08,53.3964
2022-01-09,53.3964
2022-01-10,53.6608
2022-01-11,52.2799
2022-01-12,53.021
2022-01-13,56.1063
2022-01-14,55.567
2022-01-15,55.567
2022-01-16,55.567
2022-01-17,55.567
2022-01-18,53.5438
2022-01-19,56.7583
2022-01-20,52.9669
2022-01-21,49.844
2022-01-22,49.844
2022-01-23,49.844
2022-01-24,47.2583
2022-01-25,48.0355
2022-01-26,50.8974
2022-01-27,58.7442
2022-01-28,59.3634
2022-01-29,59.3634
2022-01-30,59.3634
2022-01-31,60.2279
2022-02-01,62.3019
2022-02-02,58.303
2022-02-03,57.4036
2022-02-04,56.3335
2022-02-05,56.3335
2022-02-06,56.3335
2022-02-07,54.322
2022-02-08,54.6708
2022-02-09,53.612
2022-02-10,51.9468
2022-02-11,49.4068
2022-02-12,49.4068
2022-02-13,49.4068
2022-02-14,50.0775
2022-02-15,50.3977
2022-02-16,50.9669
2022-02-17,50.2007
2022-02-18,49.1392
2022-02-19,49.1392
2022-02-20,49.1392
2022-02-21,49.1392
2022-02-22,47.4776
2022-02-23,46.2639
2022-02-24,44.1617
2022-02-25,48.5094
2022-02-26,48.5094
2022-02-27,48.5094
2022-02-28,47.4456
2022-03-01,44.1102
2022-03-02,44.9553
2022-03-03,46.282
2022-03-04,47.8426
2022-03-05,47.8426
2022-03-06,47.8426
2022-03-07,50.2118
2022-03-08,47.996
2022-03-09,50.1887
2022-03-10,51.0972
2022-03-11,51.8866
2022-03-12,51.8866
2022-03-13,51.8866
2022-03-14,56.4992
2022-03-15,57.976
2022-03-16,59.4681
2022-03-17,60.2752
2022-03-18,59.7544
2022-03-19,59.7544
2022-03-20,59.7544
2022-03-21,63.084
2022-03-22,62.8418
2022-03-23,58.0879
2022-03-24,58.5601
2022-03-25,61.6313
2022-03-26,61.6313
2022-03-27,61.6313
2022-03-28,61.3118
2022-03-29,60.9384
2022-03-30,61.7518
2022-03-31,61.3115
2022-04-01,61.2613
2022-04-02,61.2613
2022-04-03,61.2613
2022-04-04,58.4872
2022-04-05,57.0554
2022-04-06,59.516
2022-04-07,57.1631
2022-04-08,57.9203
2022-04-09,57.9203
2022-04-10,57.9203
2022-04-11,58.1291
2022-04-12,54.7559
2022-04-13,56.4969
2022-04-14,55.666
2022-04-15,55.666
2022-04-16,55.666
2022-04-17,55.666
2022-04-18,52.1814
2022-04-19,54.6709
2022-04-20,57.4739
2022-04-21,57.7049
2022-04-22,53.8173
2022-04-23,53.8173
2022-04-24,53.8173
2022-04-25,50.7518
2022-04-26,47.5208
2022-04-27,50.3544
2022-04-28,52.0374
2022-04-29,50.1357
2022-04-30,50.1357
2022-05-01,50.1357
2022-05-02,50.5938
2022-05-03,52.8352
2022-05-04,56.2177
2022-05-05,57.3416
2022-05-06,52.165
2022-05-07,52.165
2022-05-08,52.165
2022-05-09,50.1846
2022-05-10,47.8961
2022-05-11,45.9369
2022-05-12,46.5198
2022-05-13,47.0066
2022-05-14,47.0066
2022-05-15,47.0066
2022-05-16,48.6973
2022-05-17,50.2391
2022-05-18,46.7626
2022-05-19,44.2024
2022-05-20,44.6602
2022-05-21,44.6602
2022-05-22,44.6602
2022-05-23,45.2324
2022-05-24,48.2423
2022-05-25,45.874
2022-05-26,48.6782
2022-05-27,51.5787
2022-05-28,51.5787
2022-05-29,51.5787
2022-05-30,51.5787
2022-05-31,49.5585
2022-06-01,51.4368
2022-06-02,53.4026
2022-06-03,54.0716
2022-06-04,54.0716
2022-06-05,54.0716
2022-06-06,53.7391
2022-06-07,55.1099
2022-06-08,52.8162
2022-06-09,50.636
2022-06-10,48.4747
2022-06-11,48.4747
2022-06-12,48.4747
2022-06-13,44.263
2022-06-14,43.8509
2022-06-15,42.6942
2022-06-16,39.0478
2022-06-17,39.0478
2022-06-18,39.0478
2022-06-19,39.0478
2022-06-20,39.0478
2022-06-21,39.0478
2022-06-22,38.5274
2022-06-23,40.3951
2022-06-24,47.5495
2022-06-25,47.5495
2022-06-26,47.5495
2022-06-27,47.9958
2022-06-28,46.2321
2022-06-29,45.9633
2022-06-30,44.6214
2022-07-01,46.7445
2022-07-02,46.7445
2022-07-03,46.7445
2022-07-04,46.7445
2022-07-05,44.8059
2022-07-06,44.5669
2022-07-07,44.0004
2022-07-08,38.8008
2022-07-09,38.8008
2022-07-10,38.8008
2022-07-11,39.8994
2022-07-12,42.1811
2022-07-13,41.322
2022-07-14,41.4248
2022-07-15,40.9545
2022-07-16,40.9545
2022-07-17,40.9545
2022-07-18,40.8535
2022-07-19,44.9939
2022-07-20,45.5619
2022-07-21,47.476
2022-07-22,48.0944
2022-07-23,48.0944
2022-07-24,48.0944
2022-07-25,47.9101
2022-07-26,50.1812
2022-07-27,55.6592
2022-07-28,57.1049
2022-07-29,57.1307
2022-07-30,57.1307
2022-07-31,57.1307
2022-08-01,56.1517
2022-08-02,53.965
2022-08-03,53.8972
2022-08-04,51.2317
2022-08-05,50.9709
2022-08-06,50.9709
2022-08-07,50.9709
2022-08-08,53.1598
2022-08-09,56.4725
2022-08-10,59.4636
2022-08-11,57.3226
2022-08-12,60.7423
2022-08-13,60.7423
2022-08-14,60.7423
2022-08-15,61.577
2022-08-16,62.4677
2022-08-17,60.0445
2022-08-18,60.975
2022-08-19,59.4723
2022-08-20,59.4723
2022-08-21,59.4723
2022-08-22,56.6508
2022-08-23,58.424
2022-08-24,59.4352
2022-08-25,60.2264
2022-08-26,57.7256
2022-08-27,57.7256
2022-08-28,57.7256
2022-08-29,57.9236
2022-08-30,56.1215
2022-08-31,54.7209
2022-09-01,53.6007
2022-09-02,53.1046
2022-09-03,53.1046
2022-09-04,53.1046
2022-09-05,53.1046
2022-09-06,53.3132
2022-09-07,57.0672
2022-09-08,58.9662
2022-09-09,60.1011
2022-09-10,60.1011
2022-09-11,60.1011
2022-09-12,61.9473
2022-09-13,57.9967
2022-09-14,56.7818
2022-09-15,56.8597
2022-09-16,55.0462
2022-09-17,55.0462
2022-09-18,55.0462
2022-09-19,56.5083
2022-09-20,51.7966
2022-09-21,49.6552
2022-09-22,45.5947
2022-09-23,43.8147
2022-09-24,43.8147
2022-09-25,43.8147
2022-09-26,42.7043
2022-09-27,41.2323
2022-09-28,44.3631
2022-09-29,43.0022
2022-09-30,43.4662
2022-10-01,43.4662
2022-10-02,43.4662
2022-10-03,44.5862
2022-10-04,48.7846
2022-10-05,48.8681
2022-10-06,46.8154
2022-10-07,44.4622
2022-10-08,44.4622
2022-10-09,44.4622
2022-10-10,46.4551
2022-10-11,46.0778
2022-10-12,45.4164
2022-10-13,47.7729
2022-10-14,46.6907
2022-10-15,46.6907
2022-10-16,46.6907
2022-10-17,50.0054
2022-10-18,52.1035
2022-10-19,51.0377
2022-10-20,49.1756
2022-10-21,52.5716
2022-10-22,52.5716
2022-10-23,52.5716
2022-10-24,52.8746
2022-10-25,52.4413
2022-10-26,56.7212
2022-10-27,56.9046
2022-10-28,59.0371
2022-10-29,59.0371
2022-10-30,59.0371
2022-10-31,57.9137
2022-11-01,56.7957
2022-11-02,53.7823
2022-11-03,54.3038
2022-11-04,58.0143
2022-11-05,58.0143
2022-11-06,58.0143
2022-11-07,59.2416
2022-11-08,61.5661
2022-11-09,59.1479
2022-11-10,61.2222
2022-11-11,59.1316
2022-11-12,59.1316
2022-11-13,59.1316
2022-11-14,59.072
2022-11-15,59.9083
2022-11-16,60.88
2022-11-17,60.6535
2022-11-18,62.6261
2022-11-19,62.6261
2022-11-20,62.6261
2022-11-21,64.3957
2022-11-22,65.4622
2022-11-23,66.8948
2022-11-24,66.8948
2022-11-25,66.9124
2022-11-26,66.9124
2022-11-27,66.9124
2022-11-28,63.3718
2022-11-29,63.6256
2022-11-30,65.2402
2022-12-01,65.7827
2022-12-02,67.57
2022-12-03,67.57
2022-12-04,67.57
2022-12-05,65.775
2022-12-06,65.8126
2022-12-07,63.6088
2022-12-08,64.1383
2022-12-09,61.6404
2022-12-10,61.6404
2022-12-11,61.6404
2022-12-12,61.0779
2022-12-13,62.4086
2022-12-14,62.8682
2022-12-15,58.7626
2022-12-16,59.2609
2022-12-17,59.2609
2022-12-18,59.2609
2022-12-19,56.3433
2022-12-20,56.4707
2022-12-21,59.4573
2022-12-22,57.2908
2022-12-23,59.0482
2022-12-24,59.0482
2022-12-25,59.0482
2022-12-26,59.0482
2022-12-27,59.6288
2022-12-28,56.0451
2022-12-29,57.1689
2022-12-30,55.2011
2022-12-31,55.2011
2023-01-01,55.2011
2023-01-02,55.2011
2023-01-03,55.1378
2023-01-04,54.3635
2023-01-05,57.3093
2023-01-06,56.5475
2023-01-07,56.5475
2023-01-08,56.5475
2023-01-09,55.4209
2023-01-10,55.7162
2023-01-11,55.0306
2023-01-12,56.1742
2023-01-13,56.8934
2023-01-14,56.8934
2023-01-15,56.8934
2023-01-16,56.8934
2023-01-17,55.6223
2023-01-18,51.7919
2023-01-19,50.3819
2023-01-20,51.1941
2023-01-21,51.1941
2023-01-22,51.1941
2023-01-23,49.0229
2023-01-24,50.2742
2023-01-25,55.927
2023-01-26,55.4963
2023-01-27,54.6919
2023-01-28,54.6919
2023-01-29,54.6919
2023-01-30,55.5255
2023-01-31,58.6716
2023-02-01,59.0462
2023-02-02,61.793
2023-02-03,60.5151
2023-02-04,60.5151
2023-02-05,60.5151
2023-02-06,60.6354
2023-02-07,58.8186
2023-02-08,56.0868
2023-02-09,55.739
2023-02-10,56.3549
2023-02-11,56.3549
2023-02-12,56.3549
2023-02-13,57.1952
2023-02-14,56.188
2023-02-15,57.7282
2023-02-16,54.9526
2023-02-17,55.4548
2023-02-18,55.4548
2023-02-19,55.4548
2023-02-20,55.4548
2023-02-21,52.0641
2023-02-22,53.3549
2023-02-23,54.2054
2023-02-24,53.9872
2023-02-25,53.9872
2023-02-26,53.9872
2023-02-27,53.9123
2023-02-28,53.9123
2023-03-01,55.6555
2023-03-02,56.0127
2023-03-03,58.0164
2023-03-04,58.0164
2023-03-05,58.0164
2023-03-06,52.6239
2023-03-07,51.9314
2023-03-08,51.0895
2023-03-09,48.8456
2023-03-10,46.4663
2023-03-11,46.4663
2023-03-12,46.4663
2023-03-13,45.1836
2023-03-14,49.1413
2023-03-15,45.3215
2023-03-16,46.7877
2023-03-17,44.6074
2023-03-18,44.6074
2023-03-19,44.6074
