,VZ US Equity
,RSI_30D
2020-01-01,51.7865
2020-01-02,49.7639
2020-01-03,46.2906
2020-01-04,46.2906
2020-01-05,46.2906
2020-01-06,45.6316
2020-01-07,42.4127
2020-01-08,43.0945
2020-01-09,41.9386
2020-01-10,42.8449
2020-01-11,42.8449
2020-01-12,42.8449
2020-01-13,43.8804
2020-01-14,43.3222
2020-01-15,43.7262
2020-01-16,47.4099
2020-01-17,50.135
2020-01-18,50.135
2020-01-19,50.135
2020-01-20,50.135
2020-01-21,51.2152
2020-01-22,52.1187
2020-01-23,52.2901
2020-01-24,50.8466
2020-01-25,50.8466
2020-01-26,50.8466
2020-01-27,48.6133
2020-01-28,53.1577
2020-01-29,46.8147
2020-01-30,45.9899
2020-01-31,46.4492
2020-02-01,46.4492
2020-02-02,46.4492
2020-02-03,40.2904
2020-02-04,41.6718
2020-02-05,46.18
2020-02-06,47.7226
2020-02-07,50.1086
2020-02-08,50.1086
2020-02-09,50.1086
2020-02-10,51.483
2020-02-11,44.8755
2020-02-12,43.1744
2020-02-13,45.1387
2020-02-14,44.607
2020-02-15,44.607
2020-02-16,44.607
2020-02-17,44.607
2020-02-18,42.393
2020-02-19,43.8817
2020-02-20,43.3952
2020-02-21,43.9393
2020-02-22,43.9393
2020-02-23,43.9393
2020-02-24,43.1208
2020-02-25,39.9329
2020-02-26,40.0383
2020-02-27,33.679
2020-02-28,31.4436
2020-02-29,31.4436
2020-03-01,31.4436
2020-03-02,44.761
2020-03-03,40.5804
2020-03-04,48.0749
2020-03-05,45.709
2020-03-06,45.0167
2020-03-07,45.0167
2020-03-08,45.0167
2020-03-09,42.6218
2020-03-10,44.6431
2020-03-11,40.9849
2020-03-12,34.672
2020-03-13,42.2065
2020-03-14,42.2065
2020-03-15,42.2065
2020-03-16,37.4255
2020-03-17,44.2465
2020-03-18,44.2654
2020-03-19,43.2032
2020-03-20,40.5838
2020-03-21,40.5838
2020-03-22,40.5838
2020-03-23,38.6016
2020-03-24,38.1872
2020-03-25,38.1211
2020-03-26,45.192
2020-03-27,44.0775
2020-03-28,44.0775
2020-03-29,44.0775
2020-03-30,47.5528
2020-03-31,46.0145
2020-04-01,44.8457
2020-04-02,48.7216
2020-04-03,47.8997
2020-04-04,47.8997
2020-04-05,47.8997
2020-04-06,51.0088
2020-04-07,51.4286
2020-04-08,52.6576
2020-04-09,53.0439
2020-04-10,53.0439
2020-04-11,53.0439
2020-04-12,53.0439
2020-04-13,51.7254
2020-04-14,53.9843
2020-04-15,51.9158
2020-04-16,53.0388
2020-04-17,54.2502
2020-04-18,54.2502
2020-04-19,54.2502
2020-04-20,53.6595
2020-04-21,51.363
2020-04-22,53.2131
2020-04-23,52.5067
2020-04-24,53.0547
2020-04-25,53.0547
2020-04-26,53.0547
2020-04-27,52.8321
2020-04-28,52.8662
2020-04-29,53.3717
2020-04-30,52.0379
2020-05-01,50.822
2020-05-02,50.822
2020-05-03,50.822
2020-05-04,49.6794
2020-05-05,50.2093
2020-05-06,48.5065
2020-05-07,48.3894
2020-05-08,51.2692
2020-05-09,51.2692
2020-05-10,51.2692
2020-05-11,50.0485
2020-05-12,48.189
2020-05-13,47.0163
2020-05-14,47.1472
2020-05-15,46.749
2020-05-16,46.749
2020-05-17,46.749
2020-05-18,48.9992
2020-05-19,46.3132
2020-05-20,46.0792
2020-05-21,45.5045
2020-05-22,45.8179
2020-05-23,45.8179
2020-05-24,45.8179
2020-05-25,45.8179
2020-05-26,46.3093
2020-05-27,48.3449
2020-05-28,49.707
2020-05-29,53.3489
2020-05-30,53.3489
2020-05-31,53.3489
2020-06-01,49.7563
2020-06-02,51.077
2020-06-03,51.9825
2020-06-04,52.8022
2020-06-05,53.8879
2020-06-06,53.8879
2020-06-07,53.8879
2020-06-08,54.6148
2020-06-09,54.0357
2020-06-10,54.4485
2020-06-11,50.4982
2020-06-12,50.6832
2020-06-13,50.6832
2020-06-14,50.6832
2020-06-15,49.769
2020-06-16,51.5992
2020-06-17,50.9261
2020-06-18,51.5077
2020-06-19,49.6558
2020-06-20,49.6558
2020-06-21,49.6558
2020-06-22,48.4223
2020-06-23,46.6942
2020-06-24,44.3952
2020-06-25,45.3596
2020-06-26,42.8967
2020-06-27,42.8967
2020-06-28,42.8967
2020-06-29,46.9661
2020-06-30,48.0671
2020-07-01,47.0116
2020-07-02,47.3238
2020-07-03,47.3238
2020-07-04,47.3238
2020-07-05,47.3238
2020-07-06,48.5007
2020-07-07,48.0076
2020-07-08,48.921
2020-07-09,46.8325
2020-07-10,48.3531
2020-07-11,48.3531
2020-07-12,48.3531
2020-07-13,48.2493
2020-07-14,50.9459
2020-07-15,49.9132
