,DFS US Equity
,RSI_30D
2020-01-01,58.6284
2020-01-02,59.7794
2020-01-03,55.0891
2020-01-04,55.0891
2020-01-05,55.0891
2020-01-06,50.7924
2020-01-07,48.3916
2020-01-08,50.7217
2020-01-09,53.3464
2020-01-10,51.3447
2020-01-11,51.3447
2020-01-12,51.3447
2020-01-13,51.8432
2020-01-14,52.248
2020-01-15,52.9639
2020-01-16,53.7831
2020-01-17,55.7751
2020-01-18,55.7751
2020-01-19,55.7751
2020-01-20,55.7751
2020-01-21,53.5086
2020-01-22,57.4183
2020-01-23,58.5268
2020-01-24,38.8936
2020-01-25,38.8936
2020-01-26,38.8936
2020-01-27,35.8006
2020-01-28,38.602
2020-01-29,39.7759
2020-01-30,40.9439
2020-01-31,39.2316
2020-02-01,39.2316
2020-02-02,39.2316
2020-02-03,39.1769
2020-02-04,40.6946
2020-02-05,43.9162
2020-02-06,42.3642
2020-02-07,40.8282
2020-02-08,40.8282
2020-02-09,40.8282
2020-02-10,41.9376
2020-02-11,41.8175
2020-02-12,42.436
2020-02-13,42.7831
2020-02-14,43.2698
2020-02-15,43.2698
2020-02-16,43.2698
2020-02-17,43.2698
2020-02-18,41.4941
2020-02-19,42.9733
2020-02-20,43.4963
2020-02-21,42.6691
2020-02-22,42.6691
2020-02-23,42.6691
2020-02-24,39.1162
2020-02-25,34.1541
2020-02-26,33.5644
2020-02-27,30.4358
2020-02-28,29.824
2020-02-29,29.824
2020-03-01,29.824
2020-03-02,35.0054
2020-03-03,31.2952
2020-03-04,35.9752
2020-03-05,33.8504
2020-03-06,32.0144
2020-03-07,32.0144
2020-03-08,32.0144
2020-03-09,26.2306
2020-03-10,31.0582
2020-03-11,28.139
2020-03-12,23.8431
2020-03-13,32.6401
2020-03-14,32.6401
2020-03-15,32.6401
2020-03-16,26.2962
2020-03-17,25.921
2020-03-18,22.6249
2020-03-19,23.9725
2020-03-20,23.0123
2020-03-21,23.0123
2020-03-22,23.0123
2020-03-23,24.4355
2020-03-24,31.1419
2020-03-25,34.2491
2020-03-26,37.6288
2020-03-27,36.1401
2020-03-28,36.1401
2020-03-29,36.1401
2020-03-30,35.7763
2020-03-31,34.9247
2020-04-01,33.1639
2020-04-02,32.9398
2020-04-03,31.9232
2020-04-04,31.9232
2020-04-05,31.9232
2020-04-06,36.0169
2020-04-07,37.2365
2020-04-08,38.9713
2020-04-09,40.4964
2020-04-10,40.4964
2020-04-11,40.4964
2020-04-12,40.4964
2020-04-13,38.9628
2020-04-14,38.638
2020-04-15,37.3739
2020-04-16,36.7447
2020-04-17,39.4816
2020-04-18,39.4816
2020-04-19,39.4816
2020-04-20,39.6268
2020-04-21,39.1304
2020-04-22,39.8505
2020-04-23,39.6621
2020-04-24,40.8974
2020-04-25,40.8974
2020-04-26,40.8974
2020-04-27,41.9525
2020-04-28,44.1844
2020-04-29,48.7371
2020-04-30,46.7545
2020-05-01,45.7076
2020-05-02,45.7076
2020-05-03,45.7076
2020-05-04,45.7076
2020-05-05,45.5236
2020-05-06,44.1872
2020-05-07,45.3224
2020-05-08,47.1801
2020-05-09,47.1801
2020-05-10,47.1801
2020-05-11,45.5643
2020-05-12,44.6818
2020-05-13,42.7706
2020-05-14,45.2204
2020-05-15,44.3694
2020-05-16,44.3694
2020-05-17,44.3694
2020-05-18,46.9392
2020-05-19,45.9982
2020-05-20,47.4289
2020-05-21,47.2309
2020-05-22,47.0123
2020-05-23,47.0123
2020-05-24,47.0123
2020-05-25,47.0123
2020-05-26,50.0932
2020-05-27,54.2968
2020-05-28,54.1856
2020-05-29,52.5085
2020-05-30,52.5085
2020-05-31,52.5085
2020-06-01,54.2498
2020-06-02,56.0734
2020-06-03,59.2065
2020-06-04,59.9041
2020-06-05,61.345
2020-06-06,61.345
2020-06-07,61.345
2020-06-08,61.7487
2020-06-09,59.4111
2020-06-10,55.9198
2020-06-11,51.4568
2020-06-12,53.9113
2020-06-13,53.9113
2020-06-14,53.9113
2020-06-15,54.9384
2020-06-16,55.8327
2020-06-17,55.1386
2020-06-18,54.1033
2020-06-19,54.0194
2020-06-20,54.0194
2020-06-21,54.0194
2020-06-22,54.2324
2020-06-23,54.8591
2020-06-24,51.3522
2020-06-25,52.3252
2020-06-26,49.5449
2020-06-27,49.5449
2020-06-28,49.5449
2020-06-29,50.0712
2020-06-30,50.7012
2020-07-01,49.1432
2020-07-02,49.6821
2020-07-03,49.6821
2020-07-04,49.6821
2020-07-05,49.6821
2020-07-06,51.1772
2020-07-07,49.069
2020-07-08,49.5324
2020-07-09,47.6457
2020-07-10,49.3722
2020-07-11,49.3722
2020-07-12,49.3722
2020-07-13,49.1983
2020-07-14,48.6137
2020-07-15,51.1867
2020-07-16,51.1305
2020-07-17,49.9035
2020-07-18,49.9035
2020-07-19,49.9035
2020-07-20,48.5138
2020-07-21,49.9741
2020-07-22,51.5546
2020-07-23,52.4105
2020-07-24,51.5893
2020-07-25,51.5893
2020-07-26,51.5893
2020-07-27,52.4831
2020-07-28,50.7806
2020-07-29,52.4441
2020-07-30,50.9728
2020-07-31,49.9719
2020-08-01,49.9719
2020-08-02,49.9719
2020-08-03,50.0443
2020-08-04,49.2223
2020-08-05,51.0666
2020-08-06,50.6923
2020-08-07,52.0608
2020-08-08,52.0608
2020-08-09,52.0608
2020-08-10,54.4905
2020-08-11,56.4018
2020-08-12,54.8801
2020-08-13,53.6309
2020-08-14,54.5101
2020-08-15,54.5101
2020-08-16,54.5101
2020-08-17,52.4865
2020-08-18,50.6111
2020-08-19,50.9547
2020-08-20,49.946
2020-08-21,49.5148
2020-08-22,49.5148
2020-08-23,49.5148
2020-08-24,52.7325
2020-08-25,52.5238
2020-08-26,51.6649
2020-08-27,54.117
2020-08-28,54.7058
2020-08-29,54.7058
2020-08-30,54.7058
2020-08-31,53.1763
2020-09-01,53.0321
2020-09-02,53.8674
2020-09-03,55.8578
2020-09-04,57.7023
2020-09-05,57.7023
2020-09-06,57.7023
2020-09-07,57.7023
2020-09-08,54.8966
2020-09-09,54.8007
2020-09-10,53.4606
2020-09-11,54.2598
2020-09-12,54.2598
2020-09-13,54.2598
2020-09-14,57.8888
2020-09-15,56.5464
2020-09-16,58.8264
2020-09-17,59.1534
2020-09-18,58.389
2020-09-19,58.389
2020-09-20,58.389
2020-09-21,52.8353
2020-09-22,52.1949
2020-09-23,50.5595
2020-09-24,50.4454
2020-09-25,51.6859
2020-09-26,51.6859
2020-09-27,51.6859
2020-09-28,54.4614
2020-09-29,53.3457
2020-09-30,55.7908
2020-10-01,57.0212
2020-10-02,59.115
2020-10-03,59.115
2020-10-04,59.115
2020-10-05,61.2984
2020-10-06,58.3336
2020-10-07,60.8151
2020-10-08,62.3128
2020-10-09,61.5638
2020-10-10,61.5638
2020-10-11,61.5638
2020-10-12,61.1834
2020-10-13,60.4405
2020-10-14,60.6383
2020-10-15,60.9012
2020-10-16,61.8045
2020-10-17,61.8045
2020-10-18,61.8045
2020-10-19,58.7741
2020-10-20,57.9173
2020-10-21,54.4013
2020-10-22,60.1928
2020-10-23,61.8516
2020-10-24,61.8516
2020-10-25,61.8516
2020-10-26,58.925
2020-10-27,58.0934
2020-10-28,54.5844
2020-10-29,56.0724
2020-10-30,57.0559
2020-10-31,57.0559
2020-11-01,57.0559
2020-11-02,59.138
2020-11-03,61.0473
2020-11-04,59.0686
2020-11-05,59.6408
2020-11-06,58.8439
2020-11-07,58.8439
2020-11-08,58.8439
2020-11-09,65.5306
2020-11-10,65.6352
2020-11-11,62.8838
2020-11-12,61.7813
2020-11-13,64.2115
2020-11-14,64.2115
2020-11-15,64.2115
2020-11-16,65.04
2020-11-17,64.1527
2020-11-18,63.374
2020-11-19,63.9053
2020-11-20,61.2555
2020-11-21,61.2555
2020-11-22,61.2555
2020-11-23,63.8799
2020-11-24,66.3514
2020-11-25,63.3738
2020-11-26,63.3738
2020-11-27,62.8433
2020-11-28,62.8433
2020-11-29,62.8433
2020-11-30,59.5297
2020-12-01,62.5416
2020-12-02,63.6252
2020-12-03,62.5913
2020-12-04,63.9185
2020-12-05,63.9185
2020-12-06,63.9185
2020-12-07,63.6047
2020-12-08,62.9653
2020-12-09,63.8965
2020-12-10,64.6165
2020-12-11,63.6686
2020-12-12,63.6686
2020-12-13,63.6686
2020-12-14,62.5433
2020-12-15,64.6681
2020-12-16,65.4044
2020-12-17,66.2352
2020-12-18,64.1343
2020-12-19,64.1343
2020-12-20,64.1343
2020-12-21,64.9373
2020-12-22,64.6637
2020-12-23,65.862
2020-12-24,65.7414
2020-12-25,65.7414
2020-12-26,65.7414
2020-12-27,65.7414
2020-12-28,65.7414
2020-12-29,65.3095
2020-12-30,66.3922
2020-12-31,67.4036
2021-01-01,67.4036
2021-01-02,67.4036
2021-01-03,67.4036
2021-01-04,65.8699
2021-01-05,66.8206
2021-01-06,70.4207
2021-01-07,71.8183
2021-01-08,71.0868
2021-01-09,71.0868
2021-01-10,71.0868
2021-01-11,68.0242
2021-01-12,68.0998
2021-01-13,69.3448
2021-01-14,70.3821
2021-01-15,69.2542
2021-01-16,69.2542
2021-01-17,69.2542
2021-01-18,69.2542
2021-01-19,70.2195
2021-01-20,70.8129
2021-01-21,62.0062
2021-01-22,59.3441
2021-01-23,59.3441
2021-01-24,59.3441
2021-01-25,55.3393
2021-01-26,52.7686
2021-01-27,47.9915
2021-01-28,51.5783
2021-01-29,49.3616
2021-01-30,49.3616
2021-01-31,49.3616
2021-02-01,48.1116
2021-02-02,51.0917
2021-02-03,52.8493
2021-02-04,56.3118
2021-02-05,57.3457
2021-02-06,57.3457
2021-02-07,57.3457
2021-02-08,58.4833
2021-02-09,56.7302
2021-02-10,57.2899
2021-02-11,56.6493
2021-02-12,57.429
2021-02-13,57.429
2021-02-14,57.429
2021-02-15,57.429
2021-02-16,59.1723
2021-02-17,55.126
2021-02-18,53.672
2021-02-19,56.6766
2021-02-20,56.6766
2021-02-21,56.6766
2021-02-22,57.8134
2021-02-23,57.7174
2021-02-24,59.7588
2021-02-25,56.6125
2021-02-26,55.66
2021-02-27,55.66
2021-02-28,55.66
2021-03-01,58.6039
2021-03-02,57.2282
2021-03-03,57.3993
2021-03-04,55.9674
2021-03-05,58.0529
2021-03-06,58.0529
2021-03-07,58.0529
2021-03-08,57.9445
2021-03-09,57.5114
2021-03-10,59.1942
2021-03-11,61.2258
2021-03-12,61.2258
2021-03-13,61.2258
2021-03-14,61.2258
2021-03-15,59.3822
2021-03-16,56.9775
2021-03-17,57.3687
2021-03-18,53.6395
2021-03-19,52.7015
2021-03-20,52.7015
2021-03-21,52.7015
2021-03-22,52.5957
