,AMCX US Equity
2020-03-27,38.491
2020-03-28,38.491
2020-03-29,38.491
2020-03-30,40.8774
2020-03-31,38.7245
2020-04-01,36.7237
2020-04-02,36.5774
2020-04-03,34.8139
2020-04-04,34.8139
2020-04-05,34.8139
2020-04-06,38.505
2020-04-07,39.6995
2020-04-08,41.5615
2020-04-09,41.6287
2020-04-10,41.6287
2020-04-11,41.6287
2020-04-12,41.6287
2020-04-13,41.6287
2020-04-14,41.0852
2020-04-15,39.8706
2020-04-16,40.0596
2020-04-17,42.2562
2020-04-18,42.2562
2020-04-19,42.2562
2020-04-20,41.8629
2020-04-21,39.9904
2020-04-22,38.4874
2020-04-23,38.5075
2020-04-24,38.1211
2020-04-25,38.1211
2020-04-26,38.1211
2020-04-27,42.9023
2020-04-28,44.9917
2020-04-29,48.2457
2020-04-30,44.2479
2020-05-01,44.568
2020-05-02,44.568
2020-05-03,44.568
2020-05-04,44.3738
2020-05-05,42.9493
2020-05-06,44.9719
2020-05-07,45.166
2020-05-08,48.4325
2020-05-09,48.4325
2020-05-10,48.4325
2020-05-11,47.3777
2020-05-12,52.0722
2020-05-13,48.7715
2020-05-14,51.249
2020-05-15,50.8536
2020-05-16,50.8536
2020-05-17,50.8536
2020-05-18,51.3082
2020-05-19,52.1357
2020-05-20,54.7091
2020-05-21,55.3268
2020-05-22,52.7626
2020-05-23,52.7626
2020-05-24,52.7626
2020-05-25,52.7626
2020-05-26,53.8336
2020-05-27,53.9919
2020-05-28,51.6441
2020-05-29,51.09
2020-05-30,51.09
2020-05-31,51.09
2020-06-01,53.5469
2020-06-02,53.0028
2020-06-03,56.2104
2020-06-04,56.7039
2020-06-05,58.2583
2020-06-06,58.2583
2020-06-07,58.2583
2020-06-08,59.4628
2020-06-09,54.365
2020-06-10,52.0337
2020-06-11,49.6933
2020-06-12,49.0455
2020-06-13,49.0455
2020-06-14,49.0455
2020-06-15,51.2279
2020-06-16,48.8698
2020-06-17,47.0791
2020-06-18,47.9032
2020-06-19,47.3278
2020-06-20,47.3278
2020-06-21,47.3278
2020-06-22,47.8302
2020-06-23,47.0073
2020-06-24,45.2078
2020-06-25,44.1419
2020-06-26,41.7522
2020-06-27,41.7522
2020-06-28,41.7522
2020-06-29,43.1629
2020-06-30,43.1213
2020-07-01,43.1591
2020-07-02,42.7919
2020-07-03,42.7919
2020-07-04,42.7919
2020-07-05,42.7919
2020-07-06,42.9125
2020-07-07,41.9521
2020-07-08,40.944
2020-07-09,43.9392
2020-07-10,45.8909
2020-07-11,45.8909
2020-07-12,45.8909
2020-07-13,46.5904
2020-07-14,46.3323
2020-07-15,48.3837
2020-07-16,49.759
2020-07-17,47.2277
2020-07-18,47.2277
2020-07-19,47.2277
2020-07-20,46.0506
2020-07-21,46.5371
2020-07-22,46.7647
2020-07-23,47.4174
2020-07-24,47.3593
2020-07-25,47.3593
2020-07-26,47.3593
2020-07-27,46.0171
2020-07-28,45.8806
2020-07-29,44.515
2020-07-30,44.5881
2020-07-31,43.9097
2020-08-01,43.9097
2020-08-02,43.9097
2020-08-03,45.9852
2020-08-04,47.2027
2020-08-05,43.66
2020-08-06,45.7421
2020-08-07,45.8504
2020-08-08,45.8504
2020-08-09,45.8504
2020-08-10,46.7906
2020-08-11,49.9433
2020-08-12,49.2501
2020-08-13,48.9554
2020-08-14,49.698
2020-08-15,49.698
2020-08-16,49.698
2020-08-17,48.3597
2020-08-18,47.8916
2020-08-19,48.688
2020-08-20,47.6431
2020-08-21,48.1782
2020-08-22,48.1782
2020-08-23,48.1782
2020-08-24,50.9035
2020-08-25,49.9714
2020-08-26,49.5542
2020-08-27,49.8789
2020-08-28,50.5104
2020-08-29,50.5104
2020-08-30,50.5104
2020-08-31,47.5465
2020-09-01,44.1479
2020-09-02,43.9499
2020-09-03,42.7368
2020-09-04,45.4905
2020-09-05,45.4905
2020-09-06,45.4905
2020-09-07,45.4905
2020-09-08,43.6495
2020-09-09,43.2318
2020-09-10,40.9143
2020-09-11,40.1364
2020-09-12,40.1364
2020-09-13,40.1364
2020-09-14,45.0594
2020-09-15,41.3487
2020-09-16,51.8131
2020-09-17,52.0139
2020-09-18,51.3498
2020-09-19,51.3498
2020-09-20,51.3498
2020-09-21,50.3086
2020-09-22,50.2637
2020-09-23,48.7134
2020-09-24,48.4
2020-09-25,49.668
2020-09-26,49.668
2020-09-27,49.668
2020-09-28,50.9157
2020-09-29,50.6217
2020-09-30,50.8906
2020-10-01,49.7444
2020-10-02,49.2094
2020-10-03,49.2094
2020-10-04,49.2094
2020-10-05,48.2884
2020-10-06,48.1331
2020-10-07,48.8703
2020-10-08,49.1864
2020-10-09,48.4817
2020-10-10,48.4817
2020-10-11,48.4817
2020-10-12,50.898
2020-10-13,50.5141
2020-10-14,48.4496
2020-10-15,45.4204
2020-10-16,47.4096
2020-10-17,47.4096
2020-10-18,47.4096
2020-10-19,46.6709
2020-10-20,47.105
2020-10-21,51.1318
2020-10-22,49.427
2020-10-23,47.9122
2020-10-24,47.9122
2020-10-25,47.9122
2020-10-26,46.3105
2020-10-27,44.3425
2020-10-28,41.9023
2020-10-29,42.9843
2020-10-30,42.8386
2020-10-31,42.8386
2020-11-01,42.8386
2020-11-02,47.1028
2020-11-03,48.2319
2020-11-04,48.9259
2020-11-05,50.2762
2020-11-06,50.735
2020-11-07,50.735
2020-11-08,50.735
2020-11-09,53.7164
2020-11-10,57.1217
2020-11-11,54.7201
2020-11-12,52.7175
2020-11-13,56.3131
2020-11-14,56.3131
2020-11-15,56.3131
2020-11-16,60.5166
2020-11-17,62.6067
2020-11-18,60.9952
2020-11-19,61.0329
2020-11-20,63.1008
2020-11-21,63.1008
2020-11-22,63.1008
2020-11-23,65.1506
2020-11-24,67.7312
2020-11-25,67.9663
2020-11-26,67.9663
2020-11-27,69.3523
2020-11-28,69.3523
2020-11-29,69.3523
2020-11-30,65.8522
2020-12-01,64.0626
2020-12-02,64.1617
2020-12-03,64.1007
2020-12-04,65.1787
2020-12-05,65.1787
2020-12-06,65.1787
2020-12-07,62.3503
2020-12-08,59.3391
2020-12-09,61.7637
2020-12-10,62.3618
2020-12-11,60.7712
2020-12-12,60.7712
2020-12-13,60.7712
2020-12-14,61.0143
2020-12-15,62.0257
2020-12-16,59.3985
2020-12-17,60.2594
2020-12-18,59.2841
2020-12-19,59.2841
2020-12-20,59.2841
2020-12-21,58.1628
2020-12-22,57.6286
2020-12-23,62.0814
2020-12-24,59.732
2020-12-25,59.732
2020-12-26,59.732
2020-12-27,59.732
2020-12-28,62.0744
2020-12-29,63.2751
2020-12-30,64.2591
2020-12-31,64.7642
2021-01-01,64.7642
2021-01-02,64.7642
2021-01-03,64.7642
2021-01-04,64.232
2021-01-05,65.1724
2021-01-06,68.1409
2021-01-07,69.1125
2021-01-08,69.8757
2021-01-09,69.8757
2021-01-10,69.8757
2021-01-11,71.0083
2021-01-12,72.4878
2021-01-13,72.9719
2021-01-14,74.7387
2021-01-15,71.7479
2021-01-16,71.7479
2021-01-17,71.7479
2021-01-18,71.7479
2021-01-19,73.7295
2021-01-20,71.5454
2021-01-21,71.6587
2021-01-22,77.9932
2021-01-23,77.9932
2021-01-24,77.9932
2021-01-25,81.4273
2021-01-26,84.1793
2021-01-27,63.4395
2021-01-28,62.7067
2021-01-29,64.0677
2021-01-30,64.0677
2021-01-31,64.0677
2021-02-01,65.7969
2021-02-02,58.2219
2021-02-03,59.2213
2021-02-04,56.6825
2021-02-05,58.4171
2021-02-06,58.4171
2021-02-07,58.4171
2021-02-08,58.7078
2021-02-09,57.7886
2021-02-10,58.6497
2021-02-11,58.3264
2021-02-12,60.3854
2021-02-13,60.3854
2021-02-14,60.3854
2021-02-15,60.3854
2021-02-16,60.6485
2021-02-17,61.7504
2021-02-18,60.8287
2021-02-19,60.54
2021-02-20,60.54
2021-02-21,60.54
2021-02-22,63.5876
2021-02-23,60.9618
2021-02-24,62.9232
2021-02-25,61.271
2021-02-26,69.6066
2021-02-27,69.6066
2021-02-28,69.6066
2021-03-01,72.3325
2021-03-02,67.8019
2021-03-03,68.6173
2021-03-04,67.9608
2021-03-05,68.4478
2021-03-06,68.4478
2021-03-07,68.4478
2021-03-08,71.0685
2021-03-09,67.6782
2021-03-10,67.7039
2021-03-11,68.8705
2021-03-12,71.2509
2021-03-13,71.2509
2021-03-14,71.2509
2021-03-15,68.5971
2021-03-16,68.6658
2021-03-17,64.7506
2021-03-18,62.2378
2021-03-19,61.5238
2021-03-20,61.5238
2021-03-21,61.5238
2021-03-22,61.445
2021-03-23,57.2258
2021-03-24,53.6062
2021-03-25,53.8631
2021-03-26,48.5618
2021-03-27,48.5618
2021-03-28,48.5618
2021-03-29,47.4973
2021-03-30,48.4723
2021-03-31,48.0329
2021-04-01,48.3557
2021-04-02,48.3557
2021-04-03,48.3557
2021-04-04,48.3557
2021-04-05,47.0259
2021-04-06,48.5802
2021-04-07,47.4406
2021-04-08,46.8946
2021-04-09,47.019
2021-04-10,47.019
2021-04-11,47.019
2021-04-12,47.1288
2021-04-13,47.7357
2021-04-14,48.3863
2021-04-15,47.1199
2021-04-16,48.3057
2021-04-17,48.3057
2021-04-18,48.3057
2021-04-19,47.7878
2021-04-20,46.8935
2021-04-21,47.6688
2021-04-22,47.6113
2021-04-23,48.1933
2021-04-24,48.1933
2021-04-25,48.1933
2021-04-26,47.9585
2021-04-27,48.7336
2021-04-28,48.4415
2021-04-29,46.7458
2021-04-30,45.8319
2021-05-01,45.8319
2021-05-02,45.8319
2021-05-03,43.4675
2021-05-04,42.6122
2021-05-05,40.8094
2021-05-06,41.347
2021-05-07,43.5609
2021-05-08,43.5609
2021-05-09,43.5609
2021-05-10,43.6137
2021-05-11,44.4857
2021-05-12,42.5684
2021-05-13,44.4234
2021-05-14,46.7234
2021-05-15,46.7234
2021-05-16,46.7234
2021-05-17,44.8885
2021-05-18,45.5172
2021-05-19,46.8372
2021-05-20,48.0112
2021-05-21,49.334
2021-05-22,49.334
2021-05-23,49.334
2021-05-24,48.6567
2021-05-25,47.9998
2021-05-26,50.4046
2021-05-27,52.3616
2021-05-28,52.8126
2021-05-29,52.8126
2021-05-30,52.8126
2021-05-31,52.8126
2021-06-01,53.5141
2021-06-02,54.8184
2021-06-03,56.5282
2021-06-04,65.7919
2021-06-05,65.7919
2021-06-06,65.7919
2021-06-07,68.0397
2021-06-08,68.982
2021-06-09,62.0122
2021-06-10,58.4094
2021-06-11,59.8974
2021-06-12,59.8974
2021-06-13,59.8974
2021-06-14,59.9976
2021-06-15,57.9794
2021-06-16,58.8628
2021-06-17,55.7103
2021-06-18,55.5133
2021-06-19,55.5133
2021-06-20,55.5133
2021-06-21,55.3109
2021-06-22,56.69
2021-06-23,58.0384
2021-06-24,58.6048
2021-06-25,58.773
2021-06-26,58.773
2021-06-27,58.773
2021-06-28,60.166
2021-06-29,60.166
2021-06-30,60.2297
2021-07-01,59.0983
2021-07-02,59.9346
2021-07-03,59.9346
2021-07-04,59.9346
2021-07-05,59.9346
2021-07-06,53.4154
2021-07-07,52.3937
2021-07-08,49.9945
2021-07-09,52.205
2021-07-10,52.205
2021-07-11,52.205
2021-07-12,54.0315
2021-07-13,49.9191
2021-07-14,48.387
2021-07-15,46.4785
2021-07-16,45.9661
2021-07-17,45.9661
2021-07-18,45.9661
2021-07-19,44.1241
2021-07-20,45.623
2021-07-21,48.0588
2021-07-22,45.0787
2021-07-23,43.9899
2021-07-24,43.9899
2021-07-25,43.9899
2021-07-26,46.6768
2021-07-27,45.2749
2021-07-28,44.7773
2021-07-29,43.8812
2021-07-30,42.441
2021-07-31,42.441
2021-08-01,42.441
2021-08-02,42.4229
2021-08-03,40.5772
2021-08-04,40.6938
2021-08-05,42.6098
2021-08-06,46.4548
2021-08-07,46.4548
2021-08-08,46.4548
2021-08-09,46.6756
2021-08-10,48.3458
2021-08-11,49.6155
2021-08-12,46.5505
2021-08-13,45.4
2021-08-14,45.4
2021-08-15,45.4
2021-08-16,45.2291
2021-08-17,43.9502
2021-08-18,42.9897
2021-08-19,41.3792
2021-08-20,42.3557
2021-08-21,42.3557
2021-08-22,42.3557
2021-08-23,44.0336
2021-08-24,43.3856
2021-08-25,41.8288
2021-08-26,41.2522
2021-08-27,43.5562
2021-08-28,43.5562
2021-08-29,43.5562
2021-08-30,42.9784
2021-08-31,42.8076
2021-09-01,42.5342
2021-09-02,42.1776
2021-09-03,40.6039
2021-09-04,40.6039
2021-09-05,40.6039
2021-09-06,40.6039
2021-09-07,39.5991
2021-09-08,39.183
2021-09-09,42.8322
2021-09-10,42.1131
2021-09-11,42.1131
2021-09-12,42.1131
2021-09-13,43.847
2021-09-14,43.3433
2021-09-15,44.6891
2021-09-16,44.5237
2021-09-17,45.1536
2021-09-18,45.1536
2021-09-19,45.1536
2021-09-20,43.4523
2021-09-21,41.9797
2021-09-22,43.038
2021-09-23,44.4084
2021-09-24,45.4968
2021-09-25,45.4968
2021-09-26,45.4968
2021-09-27,46.5463
2021-09-28,46.9155
2021-09-29,45.7128
2021-09-30,44.6315
2021-10-01,45.9715
2021-10-02,45.9715
2021-10-03,45.9715
2021-10-04,44.5153
2021-10-05,43.9568
2021-10-06,42.8019
2021-10-07,44.0718
2021-10-08,44.1884
2021-10-09,44.1884
2021-10-10,44.1884
2021-10-11,43.0893
2021-10-12,43.2128
2021-10-13,45.0624
2021-10-14,47.1403
2021-10-15,43.8555
2021-10-16,43.8555
2021-10-17,43.8555
2021-10-18,43.0223
2021-10-19,44.4181
2021-10-20,45.8888
2021-10-21,43.3399
2021-10-22,41.3238
2021-10-23,41.3238
2021-10-24,41.3238
2021-10-25,40.5292
2021-10-26,38.9379
2021-10-27,36.7703
2021-10-28,38.477
2021-10-29,37.3804
2021-10-30,37.3804
2021-10-31,37.3804
2021-11-01,40.508
2021-11-02,42.242
2021-11-03,44.2552
2021-11-04,43.9628
2021-11-05,54.0875
2021-11-06,54.0875
2021-11-07,54.0875
2021-11-08,53.4519
2021-11-09,53.4664
2021-11-10,50.9846
2021-11-11,50.7265
2021-11-12,50.1358
2021-11-13,50.1358
2021-11-14,50.1358
2021-11-15,53.1462
2021-11-16,50.2683
2021-11-17,48.5381
2021-11-18,46.4981
2021-11-19,45.1054
2021-11-20,45.1054
2021-11-21,45.1054
2021-11-22,46.5914
2021-11-23,43.26
2021-11-24,42.4682
2021-11-25,42.4682
2021-11-26,40.0327
2021-11-27,40.0327
2021-11-28,40.0327
2021-11-29,40.4831
2021-11-30,39.3816
2021-12-01,35.8295
2021-12-02,38.7157
2021-12-03,41.2935
2021-12-04,41.2935
2021-12-05,41.2935
2021-12-06,43.2558
2021-12-07,44.9068
2021-12-08,43.8906
2021-12-09,42.4617
2021-12-10,42.8467
2021-12-11,42.8467
2021-12-12,42.8467
2021-12-13,40.4373
2021-12-14,38.5138
2021-12-15,37.3672
2021-12-16,37.0977
2021-12-17,39.3246
2021-12-18,39.3246
2021-12-19,39.3246
2021-12-20,37.3137
2021-12-21,40.0639
2021-12-22,39.7194
2021-12-23,41.7069
2021-12-24,41.7069
2021-12-25,41.7069
2021-12-26,41.7069
2021-12-27,40.8231
2021-12-28,40.6521
2021-12-29,39.9113
2021-12-30,42.1471
2021-12-31,40.5727
2022-01-01,40.5727
2022-01-02,40.5727
2022-01-03,45.2794
2022-01-04,48.3316
2022-01-05,47.2359
2022-01-06,46.5804
2022-01-07,50.5852
2022-01-08,50.5852
2022-01-09,50.5852
2022-01-10,51.6507
2022-01-11,52.0947
2022-01-12,51.3477
2022-01-13,52.4137
2022-01-14,52.761
2022-01-15,52.761
2022-01-16,52.761
2022-01-17,52.761
2022-01-18,50.1727
2022-01-19,49.3181
2022-01-20,47.7262
2022-01-21,43.6431
2022-01-22,43.6431
2022-01-23,43.6431
2022-01-24,45.7449
2022-01-25,47.998
2022-01-26,47.357
2022-01-27,47.8116
2022-01-28,50.2627
2022-01-29,50.2627
2022-01-30,50.2627
2022-01-31,53.7329
2022-02-01,52.7919
2022-02-02,51.5368
2022-02-03,50.4918
2022-02-04,49.9002
2022-02-05,49.9002
2022-02-06,49.9002
2022-02-07,49.2422
2022-02-08,51.9986
2022-02-09,53.819
2022-02-10,54.1166
2022-02-11,54.6636
2022-02-12,54.6636
2022-02-13,54.6636
2022-02-14,52.8955
2022-02-15,56.2101
2022-02-16,46.4688
2022-02-17,45.8079
2022-02-18,47.3709
2022-02-19,47.3709
2022-02-20,47.3709
2022-02-21,47.3709
2022-02-22,46.1949
2022-02-23,49.6174
2022-02-24,50.9683
2022-02-25,50.6952
2022-02-26,50.6952
2022-02-27,50.6952
2022-02-28,51.4883
2022-03-01,51.1995
2022-03-02,54.1149
2022-03-03,52.7165
2022-03-04,51.7308
2022-03-05,51.7308
2022-03-06,51.7308
2022-03-07,49.0812
2022-03-08,47.5846
2022-03-09,47.6441
2022-03-10,48.8898
2022-03-11,47.1828
2022-03-12,47.1828
2022-03-13,47.1828
2022-03-14,51.0789
2022-03-15,47.8484
2022-03-16,49.2979
2022-03-17,49.9756
2022-03-18,50.2005
2022-03-19,50.2005
2022-03-20,50.2005
2022-03-21,48.0769
2022-03-22,49.2601
2022-03-23,50.0309
2022-03-24,51.6231
2022-03-25,52.9096
2022-03-26,52.9096
2022-03-27,52.9096
2022-03-28,51.7339
2022-03-29,53.9619
2022-03-30,53.1685
2022-03-31,50.0331
2022-04-01,50.8911
2022-04-02,50.8911
2022-04-03,50.8911
2022-04-04,52.0885
2022-04-05,48.1794
2022-04-06,47.0708
2022-04-07,45.7401
2022-04-08,46.4987
2022-04-09,46.4987
2022-04-10,46.4987
2022-04-11,46.6755
2022-04-12,47.0702
2022-04-13,47.9175
2022-04-14,46.601
2022-04-15,46.601
2022-04-16,46.601
2022-04-17,46.601
2022-04-18,46.0592
2022-04-19,49.6893
2022-04-20,47.065
2022-04-21,45.1953
2022-04-22,43.385
2022-04-23,43.385
2022-04-24,43.385
2022-04-25,43.9266
2022-04-26,41.5524
2022-04-27,40.0512
2022-04-28,41.2228
2022-04-29,40.1943
2022-04-30,40.1943
2022-05-01,40.1943
2022-05-02,41.5174
2022-05-03,42.096
2022-05-04,44.689
2022-05-05,41.7982
2022-05-06,41.1487
2022-05-07,41.1487
2022-05-08,41.1487
2022-05-09,39.8175
2022-05-10,41.6756
2022-05-11,40.9231
2022-05-12,44.7438
2022-05-13,46.9314
2022-05-14,46.9314
2022-05-15,46.9314
2022-05-16,47.9481
2022-05-17,54.532
2022-05-18,55.4078
2022-05-19,56.3543
2022-05-20,54.3078
2022-05-21,54.3078
2022-05-22,54.3078
2022-05-23,53.7828
2022-05-24,51.1477
2022-05-25,53.1453
2022-05-26,51.6184
2022-05-27,52.4522
2022-05-28,52.4522
2022-05-29,52.4522
2022-05-30,52.4522
2022-05-31,52.0277
2022-06-01,50.9689
2022-06-02,50.1805
2022-06-03,47.6637
2022-06-04,47.6637
2022-06-05,47.6637
2022-06-06,47.3954
2022-06-07,48.2326
2022-06-08,46.6058
2022-06-09,44.8349
2022-06-10,42.8286
2022-06-11,42.8286
2022-06-12,42.8286
2022-06-13,39.4097
2022-06-14,39.2765
2022-06-15,40.1136
2022-06-16,36.9739
2022-06-17,37.1874
2022-06-18,37.1874
2022-06-19,37.1874
2022-06-20,37.1874
2022-06-21,37.2674
2022-06-22,38.3032
2022-06-23,38.2519
2022-06-24,42.3603
2022-06-25,42.3603
2022-06-26,42.3603
2022-06-27,42.0512
2022-06-28,41.6935
2022-06-29,40.0176
2022-06-30,40.0176
2022-07-01,40.767
2022-07-02,40.767
2022-07-03,40.767
2022-07-04,40.767
2022-07-05,40.7069
2022-07-06,39.6335
2022-07-07,41.5643
2022-07-08,41.0588
2022-07-09,41.0588
2022-07-10,41.0588
2022-07-11,39.7613
2022-07-12,41.4224
2022-07-13,41.6306
2022-07-14,40.8301
2022-07-15,42.9346
2022-07-16,42.9346
2022-07-17,42.9346
2022-07-18,43.6337
2022-07-19,46.4608
2022-07-20,49.3216
2022-07-21,49.5063
2022-07-22,48.8111
2022-07-23,48.8111
2022-07-24,48.8111
2022-07-25,48.7278
2022-07-26,46.1805
2022-07-27,48.0461
2022-07-28,48.1804
2022-07-29,45.3692
2022-07-30,45.3692
2022-07-31,45.3692
2022-08-01,46.779
2022-08-02,47.8516
2022-08-03,50.0453
2022-08-04,51.2455
2022-08-05,43.1618
2022-08-06,43.1618
2022-08-07,43.1618
2022-08-08,45.8823
2022-08-09,44.542
2022-08-10,45.6236
2022-08-11,46.6787
2022-08-12,46.6996
2022-08-13,46.6996
2022-08-14,46.6996
2022-08-15,47.7626
2022-08-16,48.0413
2022-08-17,44.0743
2022-08-18,43.5652
2022-08-19,42.8068
2022-08-20,42.8068
2022-08-21,42.8068
2022-08-22,39.3312
2022-08-23,39.6196
2022-08-24,42.405
2022-08-25,44.6221
2022-08-26,43.1805
2022-08-27,43.1805
2022-08-28,43.1805
2022-08-29,42.4791
2022-08-30,42.323
2022-08-31,41.7412
2022-09-01,40.3502
2022-09-02,39.2179
2022-09-03,39.2179
2022-09-04,39.2179
2022-09-05,39.2179
2022-09-06,37.6048
2022-09-07,37.1892
2022-09-08,36.9456
2022-09-09,40.6468
2022-09-10,40.6468
2022-09-11,40.6468
2022-09-12,41.1132
2022-09-13,38.1658
2022-09-14,37.724
2022-09-15,37.8343
2022-09-16,37.6962
2022-09-17,37.6962
2022-09-18,37.6962
2022-09-19,38.6803
2022-09-20,37.7019
2022-09-21,35.5
2022-09-22,34.6018
2022-09-23,34.5196
2022-09-24,34.5196
2022-09-25,34.5196
2022-09-26,33.0583
2022-09-27,32.6924
2022-09-28,36.2469
2022-09-29,35.0667
2022-09-30,34.428
2022-10-01,34.428
2022-10-02,34.428
2022-10-03,37.1693
2022-10-04,39.5175
2022-10-05,38.7216
2022-10-06,38.6449
2022-10-07,37.8881
2022-10-08,37.8881
2022-10-09,37.8881
2022-10-10,39.1214
2022-10-11,38.5929
2022-10-12,39.2783
2022-10-13,41.806
2022-10-14,41.0893
2022-10-15,41.0893
2022-10-16,41.0893
2022-10-17,42.9546
2022-10-18,42.6939
2022-10-19,41.881
2022-10-20,41.8326
2022-10-21,42.3844
2022-10-22,42.3844
2022-10-23,42.3844
2022-10-24,41.8708
2022-10-25,43.4654
2022-10-26,42.24
2022-10-27,42.3497
2022-10-28,44.633
2022-10-29,44.633
2022-10-30,44.633
2022-10-31,44.2018
2022-11-01,46.9919
2022-11-02,42.6367
2022-11-03,40.402
2022-11-04,35.2056
2022-11-05,35.2056
2022-11-06,35.2056
2022-11-07,35.9018
2022-11-08,37.9702
2022-11-09,35.1538
2022-11-10,39.9829
2022-11-11,46.6271
2022-11-12,46.6271
2022-11-13,46.6271
2022-11-14,45.1439
2022-11-15,46.379
2022-11-16,44.2945
2022-11-17,44.9921
2022-11-18,45.1237
2022-11-19,45.1237
2022-11-20,45.1237
2022-11-21,44.3983
2022-11-22,45.1719
2022-11-23,45.8676
2022-11-24,45.8676
2022-11-25,45.6042
2022-11-26,45.6042
2022-11-27,45.6042
2022-11-28,44.8058
2022-11-29,42.2546
2022-11-30,43.7016
2022-12-01,43.4202
2022-12-02,41.9981
2022-12-03,41.9981
2022-12-04,41.9981
2022-12-05,40.9297
2022-12-06,39.091
2022-12-07,38.0183
2022-12-08,39.0697
2022-12-09,39.5826
2022-12-10,39.5826
2022-12-11,39.5826
2022-12-12,42.3604
2022-12-13,41.9755
2022-12-14,41.4641
2022-12-15,38.4841
2022-12-16,37.916
2022-12-17,37.916
2022-12-18,37.916
2022-12-19,35.5951
2022-12-20,35.5343
2022-12-21,34.7562
2022-12-22,36.2014
2022-12-23,36.006
2022-12-24,36.006
2022-12-25,36.006
2022-12-26,36.006
2022-12-27,36.006
2022-12-28,33.6922
2022-12-29,37.4244
2022-12-30,38.2853
2022-12-31,38.2853
2023-01-01,38.2853
2023-01-02,38.2853
2023-01-03,39.1513
2023-01-04,42.3532
2023-01-05,43.0228
2023-01-06,43.1666
2023-01-07,43.1666
2023-01-08,43.1666
2023-01-09,44.3648
2023-01-10,45.517
2023-01-11,45.517
2023-01-12,46.2981
2023-01-13,45.3689
2023-01-14,45.3689
2023-01-15,45.3689
2023-01-16,45.3689
2023-01-17,45.3689
2023-01-18,44.1271
2023-01-19,43.7683
2023-01-20,43.8542
2023-01-21,43.8542
2023-01-22,43.8542
2023-01-23,46.1098
2023-01-24,45.7511
2023-01-25,45.7511
2023-01-26,46.5082
2023-01-27,48.8955
2023-01-28,48.8955
2023-01-29,48.8955
2023-01-30,46.6255
2023-01-31,50.0579
2023-02-01,52.1665
2023-02-02,54.4457
2023-02-03,51.9268
2023-02-04,51.9268
2023-02-05,51.9268
2023-02-06,49.4823
2023-02-07,48.5585
2023-02-08,48.039
2023-02-09,47.1445
2023-02-10,47.7732
2023-02-11,47.7732
2023-02-12,47.7732
2023-02-13,50.1455
2023-02-14,49.6229
2023-02-15,56.418
2023-02-16,57.1182
2023-02-17,71.429
2023-02-18,71.429
2023-02-19,71.429
2023-02-20,71.429
2023-02-21,61.2268
2023-02-22,61.0015
2023-02-23,62.3628
2023-02-24,59.6966
2023-02-25,59.6966
2023-02-26,59.6966
2023-02-27,57.2715
2023-02-28,56.1957
2023-03-01,57.2691
2023-03-02,56.6192
2023-03-03,56.6616
2023-03-04,56.6616
2023-03-05,56.6616
2023-03-06,53.0918
2023-03-07,52.2217
2023-03-08,52.8099
2023-03-09,48.3964
2023-03-10,45.8288
2023-03-11,45.8288
2023-03-12,45.8288
2023-03-13,42.8866
2023-03-14,42.3819
2023-03-15,42.7837
2023-03-16,42.0754
2023-03-17,41.2874
2023-03-18,41.2874
2023-03-19,41.2874
2023-03-20,41.1443
