,APO US Equity
2020-07-27,55.9954
2020-07-28,55.9954
2020-07-29,58.6231
2020-07-30,52.6491
2020-07-31,50.4545
2020-08-01,50.4545
2020-08-02,50.4545
2020-08-03,51.2717
2020-08-04,50.3512
2020-08-05,50.8532
2020-08-06,49.5804
2020-08-07,49.9007
2020-08-08,49.9007
2020-08-09,49.9007
2020-08-10,49.8843
2020-08-11,48.2448
2020-08-12,48.8191
2020-08-13,49.504
2020-08-14,48.4379
2020-08-15,48.4379
2020-08-16,48.4379
2020-08-17,50.5215
2020-08-18,49.3826
2020-08-19,49.0076
2020-08-20,47.1723
2020-08-21,47.9096
2020-08-22,47.9096
2020-08-23,47.9096
2020-08-24,45.3752
2020-08-25,45.6383
2020-08-26,48.0475
2020-08-27,48.8232
2020-08-28,47.5204
2020-08-29,47.5204
2020-08-30,47.5204
2020-08-31,48.0856
2020-09-01,50.6386
2020-09-02,51.2113
2020-09-03,47.3116
2020-09-04,47.7115
2020-09-05,47.7115
2020-09-06,47.7115
2020-09-07,47.7115
2020-09-08,44.2865
2020-09-09,45.6989
2020-09-10,45.1497
2020-09-11,44.6639
2020-09-12,44.6639
2020-09-13,44.6639
2020-09-14,46.1413
2020-09-15,46.0123
2020-09-16,46.4106
2020-09-17,44.4145
2020-09-18,44.8773
2020-09-19,44.8773
2020-09-20,44.8773
2020-09-21,43.0779
2020-09-22,44.5711
2020-09-23,43.8162
2020-09-24,41.8369
2020-09-25,46.1907
2020-09-26,46.1907
2020-09-27,46.1907
2020-09-28,49.4951
2020-09-29,47.6741
2020-09-30,46.555
2020-10-01,51.07
2020-10-02,51.6446
2020-10-03,51.6446
2020-10-04,51.6446
2020-10-05,53.0252
2020-10-06,49.9377
2020-10-07,48.9609
2020-10-08,50.7804
2020-10-09,50.004
2020-10-10,50.004
2020-10-11,50.004
2020-10-12,45.261
2020-10-13,44.0063
2020-10-14,43.7618
2020-10-15,43.8908
2020-10-16,39.8276
2020-10-17,39.8276
2020-10-18,39.8276
2020-10-19,37.7535
2020-10-20,40.421
2020-10-21,42.5934
2020-10-22,41.6654
2020-10-23,42.7273
2020-10-24,42.7273
2020-10-25,42.7273
2020-10-26,41.2205
2020-10-27,41.2854
2020-10-28,39.3382
2020-10-29,37.874
2020-10-30,36.5092
2020-10-31,36.5092
2020-11-01,36.5092
2020-11-02,39.9985
2020-11-03,41.904
2020-11-04,44.7477
2020-11-05,46.6077
2020-11-06,46.5409
2020-11-07,46.5409
2020-11-08,46.5409
2020-11-09,50.8096
2020-11-10,50.738
2020-11-11,48.7983
2020-11-12,48.7099
2020-11-13,51.3008
2020-11-14,51.3008
2020-11-15,51.3008
2020-11-16,53.2119
2020-11-17,53.9198
2020-11-18,53.1279
2020-11-19,52.8034
2020-11-20,49.8129
2020-11-21,49.8129
2020-11-22,49.8129
2020-11-23,52.0669
2020-11-24,54.1282
2020-11-25,50.832
2020-11-26,50.832
2020-11-27,50.85
2020-11-28,50.85
2020-11-29,50.85
2020-11-30,50.373
2020-12-01,53.4279
2020-12-02,54.6081
2020-12-03,55.6691
2020-12-04,58.638
2020-12-05,58.638
2020-12-06,58.638
2020-12-07,58.1853
2020-12-08,58.2329
2020-12-09,55.2581
2020-12-10,56.2372
2020-12-11,56.8602
2020-12-12,56.8602
2020-12-13,56.8602
2020-12-14,56.7022
2020-12-15,57.5562
2020-12-16,59.2691
2020-12-17,58.567
2020-12-18,55.6065
2020-12-19,55.6065
2020-12-20,55.6065
2020-12-21,53.3482
2020-12-22,55.493
2020-12-23,55.9053
2020-12-24,57.5501
2020-12-25,57.5501
2020-12-26,57.5501
2020-12-27,57.5501
2020-12-28,55.8582
2020-12-29,55.1914
2020-12-30,56.1438
2020-12-31,56.8874
2021-01-01,56.8874
2021-01-02,56.8874
2021-01-03,56.8874
2021-01-04,54.0213
2021-01-05,54.7426
2021-01-06,53.248
2021-01-07,51.8744
2021-01-08,52.0024
2021-01-09,52.0024
2021-01-10,52.0024
2021-01-11,53.079
2021-01-12,51.9224
2021-01-13,52.281
2021-01-14,54.6221
2021-01-15,53.9567
2021-01-16,53.9567
2021-01-17,53.9567
2021-01-18,53.9567
2021-01-19,54.4861
2021-01-20,54.1107
2021-01-21,53.4574
2021-01-22,49.8755
2021-01-23,49.8755
2021-01-24,49.8755
2021-01-25,48.5347
2021-01-26,55.8941
2021-01-27,52.1535
2021-01-28,53.127
2021-01-29,48.6083
2021-01-30,48.6083
2021-01-31,48.6083
2021-02-01,51.9953
2021-02-02,54.287
2021-02-03,56.4055
2021-02-04,57.7716
2021-02-05,57.1908
2021-02-06,57.1908
2021-02-07,57.1908
2021-02-08,57.6147
2021-02-09,56.8232
2021-02-10,58.9833
2021-02-11,55.841
2021-02-12,57.4994
2021-02-13,57.4994
2021-02-14,57.4994
2021-02-15,57.4994
2021-02-16,57.6013
2021-02-17,58.3417
2021-02-18,57.7769
2021-02-19,59.0432
2021-02-20,59.0432
2021-02-21,59.0432
2021-02-22,56.9768
2021-02-23,55.6894
2021-02-24,56.7201
2021-02-25,51.803
2021-02-26,52.9519
2021-02-27,52.9519
2021-02-28,52.9519
2021-03-01,54.723
2021-03-02,53.7001
2021-03-03,54.6358
2021-03-04,52.6854
2021-03-05,52.6854
2021-03-06,52.6854
2021-03-07,52.6854
2021-03-08,48.1417
2021-03-09,44.9168
2021-03-10,44.4791
2021-03-11,49.3705
2021-03-12,49.8671
2021-03-13,49.8671
2021-03-14,49.8671
2021-03-15,51.2906
2021-03-16,49.8073
2021-03-17,50.0529
2021-03-18,48.5177
2021-03-19,48.2118
2021-03-20,48.2118
2021-03-21,48.2118
2021-03-22,52.6022
2021-03-23,51.9604
2021-03-24,48.9727
2021-03-25,47.6057
2021-03-26,47.0621
2021-03-27,47.0621
2021-03-28,47.0621
2021-03-29,46.6684
2021-03-30,48.1493
2021-03-31,47.8577
2021-04-01,50.0913
2021-04-02,50.0913
2021-04-03,50.0913
2021-04-04,50.0913
2021-04-05,49.3694
2021-04-06,49.6424
2021-04-07,47.9699
2021-04-08,46.9019
2021-04-09,48.0496
2021-04-10,48.0496
2021-04-11,48.0496
2021-04-12,49.3272
2021-04-13,48.8814
2021-04-14,53.6691
2021-04-15,55.2586
2021-04-16,57.8429
2021-04-17,57.8429
2021-04-18,57.8429
2021-04-19,57.6357
2021-04-20,57.1856
2021-04-21,59.0911
2021-04-22,59.8643
2021-04-23,60.7624
2021-04-24,60.7624
2021-04-25,60.7624
2021-04-26,63.144
2021-04-27,64.2171
2021-04-28,64.6168
2021-04-29,64.8201
2021-04-30,64.3105
2021-05-01,64.3105
2021-05-02,64.3105
2021-05-03,63.3448
2021-05-04,63.116
2021-05-05,66.0848
2021-05-06,67.0062
2021-05-07,68.6558
2021-05-08,68.6558
2021-05-09,68.6558
2021-05-10,66.6803
2021-05-11,66.9471
2021-05-12,60.58
2021-05-13,61.4031
2021-05-14,63.584
2021-05-15,63.584
2021-05-16,63.584
2021-05-17,63.4624
2021-05-18,62.2611
2021-05-19,63.1933
2021-05-20,62.4907
2021-05-21,63.7418
2021-05-22,63.7418
2021-05-23,63.7418
2021-05-24,63.7607
2021-05-25,61.0546
2021-05-26,62.4227
2021-05-27,63.5336
2021-05-28,61.7769
2021-05-29,61.7769
2021-05-30,61.7769
2021-05-31,61.7769
2021-06-01,59.4972
2021-06-02,59.6274
2021-06-03,61.424
2021-06-04,61.0227
2021-06-05,61.0227
2021-06-06,61.0227
2021-06-07,61.7339
2021-06-08,60.9667
2021-06-09,59.8475
2021-06-10,60.0844
2021-06-11,61.2434
2021-06-12,61.2434
2021-06-13,61.2434
2021-06-14,60.2099
2021-06-15,61.4128
2021-06-16,62.7185
2021-06-17,62.1744
2021-06-18,58.2184
2021-06-19,58.2184
2021-06-20,58.2184
2021-06-21,60.8898
2021-06-22,60.0949
2021-06-23,60.1926
2021-06-24,62.1812
2021-06-25,67.2045
2021-06-26,67.2045
2021-06-27,67.2045
2021-06-28,67.0173
2021-06-29,68.609
2021-06-30,67.8013
2021-07-01,69.246
2021-07-02,71.2555
2021-07-03,71.2555
2021-07-04,71.2555
2021-07-05,71.2555
2021-07-06,69.2601
2021-07-07,67.6765
2021-07-08,58.5155
2021-07-09,59.8503
2021-07-10,59.8503
2021-07-11,59.8503
2021-07-12,60.1517
2021-07-13,56.0049
2021-07-14,56.2667
2021-07-15,54.6686
2021-07-16,47.9896
2021-07-17,47.9896
2021-07-18,47.9896
2021-07-19,46.8279
2021-07-20,49.726
2021-07-21,51.3015
2021-07-22,52.1436
2021-07-23,54.1511
2021-07-24,54.1511
2021-07-25,54.1511
2021-07-26,53.8746
2021-07-27,53.6171
2021-07-28,52.5773
2021-07-29,54.1635
2021-07-30,52.4283
2021-07-31,52.4283
2021-08-01,52.4283
2021-08-02,53.2268
2021-08-03,56.4727
2021-08-04,56.9594
2021-08-05,57.4939
2021-08-06,58.5586
2021-08-07,58.5586
2021-08-08,58.5586
2021-08-09,57.5154
2021-08-10,54.1239
2021-08-11,52.0687
2021-08-12,50.6727
2021-08-13,52.0996
2021-08-14,52.0996
2021-08-15,52.0996
2021-08-16,52.2965
2021-08-17,49.3334
2021-08-18,47.3752
2021-08-19,44.9015
2021-08-20,45.7311
2021-08-21,45.7311
2021-08-22,45.7311
2021-08-23,48.7639
2021-08-24,49.5065
2021-08-25,50.6545
2021-08-26,50.0528
2021-08-27,51.9277
2021-08-28,51.9277
2021-08-29,51.9277
2021-08-30,52.4838
2021-08-31,54.7247
2021-09-01,57.4401
2021-09-02,57.9444
2021-09-03,59.2686
2021-09-04,59.2686
2021-09-05,59.2686
2021-09-06,59.2686
2021-09-07,59.4634
2021-09-08,57.5034
2021-09-09,57.0641
2021-09-10,55.7423
2021-09-11,55.7423
2021-09-12,55.7423
2021-09-13,58.7543
2021-09-14,55.7493
2021-09-15,60.0617
2021-09-16,59.1376
2021-09-17,59.3256
2021-09-18,59.3256
2021-09-19,59.3256
2021-09-20,48.1915
2021-09-21,49.7541
2021-09-22,50.3735
2021-09-23,54.2298
2021-09-24,56.408
2021-09-25,56.408
2021-09-26,56.408
2021-09-27,57.4642
2021-09-28,53.8568
2021-09-29,55.5515
2021-09-30,53.843
2021-10-01,54.3778
2021-10-02,54.3778
2021-10-03,54.3778
2021-10-04,48.0439
2021-10-05,53.1072
2021-10-06,54.8551
2021-10-07,56.4092
2021-10-08,59.0434
2021-10-09,59.0434
2021-10-10,59.0434
2021-10-11,59.13
2021-10-12,59.8473
2021-10-13,60.0398
2021-10-14,62.554
2021-10-15,61.6871
2021-10-16,61.6871
2021-10-17,61.6871
2021-10-18,62.9182
2021-10-19,68.6896
2021-10-20,69.8054
2021-10-21,72.5108
2021-10-22,74.4364
2021-10-23,74.4364
2021-10-24,74.4364
2021-10-25,74.6181
2021-10-26,74.1638
2021-10-27,69.1748
2021-10-28,69.9599
2021-10-29,67.1221
2021-10-30,67.1221
2021-10-31,67.1221
2021-11-01,65.8801
2021-11-02,65.9747
2021-11-03,67.5754
2021-11-04,66.1628
2021-11-05,65.4345
2021-11-06,65.4345
2021-11-07,65.4345
2021-11-08,65.5466
2021-11-09,63.9378
2021-11-10,59.3377
2021-11-11,60.5182
2021-11-12,60.6082
2021-11-13,60.6082
2021-11-14,60.6082
2021-11-15,62.0284
2021-11-16,61.389
2021-11-17,60.7826
2021-11-18,61.3312
2021-11-19,60.3487
2021-11-20,60.3487
2021-11-21,60.3487
2021-11-22,61.6207
2021-11-23,57.3096
2021-11-24,57.5206
2021-11-25,57.5206
2021-11-26,53.2249
2021-11-27,53.2249
2021-11-28,53.2249
2021-11-29,55.7172
2021-11-30,51.2113
2021-12-01,50.9955
2021-12-02,52.8151
2021-12-03,49.993
2021-12-04,49.993
2021-12-05,49.993
2021-12-06,50.0584
2021-12-07,51.4368
2021-12-08,51.5357
2021-12-09,50.5424
2021-12-10,49.0748
2021-12-11,49.0748
2021-12-12,49.0748
2021-12-13,49.0047
2021-12-14,47.1246
2021-12-15,50.1129
2021-12-16,49.474
2021-12-17,50.4541
2021-12-18,50.4541
2021-12-19,50.4541
2021-12-20,47.357
2021-12-21,52.9884
2021-12-22,53.5611
2021-12-23,56.5229
2021-12-24,56.5229
2021-12-25,56.5229
2021-12-26,56.5229
2021-12-27,56.0605
2021-12-28,55.036
2021-12-29,53.797
2021-12-30,54.1792
2021-12-31,53.0258
2022-01-01,53.0258
2022-01-02,53.0258
2022-01-03,51.357
2022-01-04,54.6846
2022-01-05,48.0512
2022-01-06,48.0055
2022-01-07,47.0653
2022-01-08,47.0653
2022-01-09,47.0653
2022-01-10,46.1306
2022-01-11,49.8938
2022-01-12,50.1844
2022-01-13,48.2389
2022-01-14,47.1147
2022-01-15,47.1147
2022-01-16,47.1147
2022-01-17,47.1147
2022-01-18,45.3238
2022-01-19,44.4353
2022-01-20,44.3603
2022-01-21,42.7201
2022-01-22,42.7201
2022-01-23,42.7201
2022-01-24,41.9185
2022-01-25,40.2151
2022-01-26,39.3873
2022-01-27,44.6519
2022-01-28,48.0156
2022-01-29,48.0156
2022-01-30,48.0156
2022-01-31,50.9552
2022-02-01,51.9482
2022-02-02,52.5295
2022-02-03,49.2076
2022-02-04,51.3054
2022-02-05,51.3054
2022-02-06,51.3054
2022-02-07,52.1385
2022-02-08,47.1607
2022-02-09,50.5413
2022-02-10,50.2483
2022-02-11,44.8666
2022-02-12,44.8666
2022-02-13,44.8666
2022-02-14,44.8169
2022-02-15,47.7341
2022-02-16,48.2852
2022-02-17,45.2414
2022-02-18,43.9379
2022-02-19,43.9379
2022-02-20,43.9379
2022-02-21,43.9379
2022-02-22,42.7713
2022-02-23,41.4793
2022-02-24,41.5789
2022-02-25,47.0331
2022-02-26,47.0331
2022-02-27,47.0331
2022-02-28,46.5084
2022-03-01,43.0434
2022-03-02,46.6788
2022-03-03,46.2443
2022-03-04,44.9343
2022-03-05,44.9343
2022-03-06,44.9343
2022-03-07,39.4322
2022-03-08,41.8859
2022-03-09,46.1517
2022-03-10,44.8802
2022-03-11,46.1138
2022-03-12,46.1138
2022-03-13,46.1138
2022-03-14,42.4623
2022-03-15,42.643
2022-03-16,46.0604
2022-03-17,45.3438
2022-03-18,46.5722
2022-03-19,46.5722
2022-03-20,46.5722
2022-03-21,46.4857
2022-03-22,49.1472
2022-03-23,47.038
2022-03-24,48.3769
2022-03-25,46.8428
2022-03-26,46.8428
2022-03-27,46.8428
2022-03-28,47.7189
2022-03-29,50.6795
2022-03-30,47.6954
2022-03-31,46.5796
2022-04-01,46.995
2022-04-02,46.995
2022-04-03,46.995
2022-04-04,48.2559
2022-04-05,45.8149
2022-04-06,43.6634
2022-04-07,42.3315
2022-04-08,42.2237
2022-04-09,42.2237
2022-04-10,42.2237
2022-04-11,41.5376
2022-04-12,40.2054
2022-04-13,43.3036
2022-04-14,43.0359
2022-04-15,43.0359
2022-04-16,43.0359
2022-04-17,43.0359
2022-04-18,42.2766
2022-04-19,44.802
2022-04-20,45.5693
2022-04-21,42.363
2022-04-22,40.1886
2022-04-23,40.1886
2022-04-24,40.1886
2022-04-25,40.8366
2022-04-26,37.8488
2022-04-27,37.6465
2022-04-28,39.6625
2022-04-29,37.3696
2022-04-30,37.3696
2022-05-01,37.3696
2022-05-02,40.3893
2022-05-03,40.2129
2022-05-04,42.8368
2022-05-05,42.5466
2022-05-06,42.0687
2022-05-07,42.0687
2022-05-08,42.0687
2022-05-09,38.851
2022-05-10,40.1099
2022-05-11,40.9159
2022-05-12,41.713
2022-05-13,45.2987
2022-05-14,45.2987
2022-05-15,45.2987
2022-05-16,44.5548
2022-05-17,46.7857
2022-05-18,46.2615
2022-05-19,45.8114
2022-05-20,46.5426
2022-05-21,46.5426
2022-05-22,46.5426
2022-05-23,47.5646
2022-05-24,45.5674
2022-05-25,48.5645
2022-05-26,51.4908
2022-05-27,54.0555
2022-05-28,54.0555
2022-05-29,54.0555
2022-05-30,54.0555
2022-05-31,50.6932
2022-06-01,50.8466
2022-06-02,51.7545
2022-06-03,50.7967
2022-06-04,50.7967
2022-06-05,50.7967
2022-06-06,52.4827
2022-06-07,52.3625
2022-06-08,50.0442
2022-06-09,49.1992
2022-06-10,46.4806
2022-06-11,46.4806
2022-06-12,46.4806
2022-06-13,41.7603
2022-06-14,41.0498
2022-06-15,42.7162
2022-06-16,39.0943
2022-06-17,41.1085
2022-06-18,41.1085
2022-06-19,41.1085
2022-06-20,41.1085
2022-06-21,43.2226
2022-06-22,43.6672
2022-06-23,43.4087
2022-06-24,46.1275
2022-06-25,46.1275
2022-06-26,46.1275
2022-06-27,46.6169
2022-06-28,45.3714
2022-06-29,43.6435
2022-06-30,42.3833
2022-07-01,43.4806
2022-07-02,43.4806
2022-07-03,43.4806
2022-07-04,43.4806
2022-07-05,45.9518
2022-07-06,45.0181
2022-07-07,47.7568
2022-07-08,46.8815
2022-07-09,46.8815
2022-07-10,46.8815
2022-07-11,45.884
2022-07-12,45.8978
2022-07-13,45.405
2022-07-14,43.4849
2022-07-15,46.6087
2022-07-16,46.6087
2022-07-17,46.6087
2022-07-18,47.2316
2022-07-19,49.6228
2022-07-20,51.0741
2022-07-21,51.5766
2022-07-22,50.6927
2022-07-23,50.6927
2022-07-24,50.6927
2022-07-25,50.829
2022-07-26,50.1271
2022-07-27,51.9212
2022-07-28,54.1602
2022-07-29,54.9228
2022-07-30,54.9228
2022-07-31,54.9228
2022-08-01,54.9491
2022-08-02,53.7971
2022-08-03,54.9261
2022-08-04,55.9579
2022-08-05,55.1672
2022-08-06,55.1672
2022-08-07,55.1672
2022-08-08,54.975
2022-08-09,55.6721
2022-08-10,58.5617
2022-08-11,59.731
2022-08-12,59.8742
2022-08-13,59.8742
2022-08-14,59.8742
2022-08-15,60.508
2022-08-16,59.0016
2022-08-17,56.8593
2022-08-18,57.3153
2022-08-19,54.5816
2022-08-20,54.5816
2022-08-21,54.5816
2022-08-22,52.6603
2022-08-23,54.2623
2022-08-24,55.6012
2022-08-25,57.5939
2022-08-26,50.721
2022-08-27,50.721
2022-08-28,50.721
2022-08-29,49.6324
2022-08-30,48.5243
2022-08-31,49.544
2022-09-01,48.3641
2022-09-02,48.6509
2022-09-03,48.6509
2022-09-04,48.6509
2022-09-05,48.6509
2022-09-06,49.7046
2022-09-07,51.5621
2022-09-08,51.7595
2022-09-09,53.7896
2022-09-10,53.7896
2022-09-11,53.7896
2022-09-12,55.0878
2022-09-13,51.0151
2022-09-14,52.2328
2022-09-15,51.7599
2022-09-16,47.874
2022-09-17,47.874
2022-09-18,47.874
2022-09-19,48.9582
2022-09-20,46.4739
2022-09-21,44.7028
2022-09-22,43.0754
2022-09-23,40.5398
2022-09-24,40.5398
2022-09-25,40.5398
2022-09-26,39.6177
2022-09-27,39.5922
2022-09-28,41.9148
2022-09-29,38.8024
2022-09-30,37.4588
2022-10-01,37.4588
2022-10-02,37.4588
2022-10-03,41.9318
2022-10-04,46.7919
2022-10-05,46.3903
2022-10-06,45.5543
2022-10-07,42.6796
2022-10-08,42.6796
2022-10-09,42.6796
2022-10-10,42.4077
2022-10-11,41.3306
2022-10-12,42.409
2022-10-13,42.8646
2022-10-14,41.3045
2022-10-15,41.3045
2022-10-16,41.3045
2022-10-17,44.0433
2022-10-18,46.2552
2022-10-19,45.1583
2022-10-20,44.7278
2022-10-21,48.112
2022-10-22,48.112
2022-10-23,48.112
2022-10-24,48.948
2022-10-25,52.7792
2022-10-26,52.5106
2022-10-27,52.7302
2022-10-28,54.6674
2022-10-29,54.6674
2022-10-30,54.6674
2022-10-31,54.2044
2022-11-01,56.745
2022-11-02,59.6374
2022-11-03,60.952
2022-11-04,63.2592
2022-11-05,63.2592
2022-11-06,63.2592
2022-11-07,63.8732
2022-11-08,64.4765
2022-11-09,59.5188
2022-11-10,63.0262
2022-11-11,64.0178
2022-11-12,64.0178
2022-11-13,64.0178
2022-11-14,59.5924
2022-11-15,61.6321
2022-11-16,58.8387
2022-11-17,57.669
2022-11-18,58.061
2022-11-19,58.061
2022-11-20,58.061
2022-11-21,58.8495
2022-11-22,61.1386
2022-11-23,61.7204
2022-11-24,61.7204
2022-11-25,62.8905
2022-11-26,62.8905
2022-11-27,62.8905
2022-11-28,60.4588
2022-11-29,61.3543
2022-11-30,64.827
2022-12-01,64.5389
2022-12-02,62.8892
2022-12-03,62.8892
2022-12-04,62.8892
2022-12-05,57.0562
2022-12-06,55.2743
2022-12-07,52.771
2022-12-08,54.4327
2022-12-09,54.4902
2022-12-10,54.4902
2022-12-11,54.4902
2022-12-12,55.8619
2022-12-13,57.3913
2022-12-14,58.0931
2022-12-15,55.1285
2022-12-16,52.9823
2022-12-17,52.9823
2022-12-18,52.9823
2022-12-19,52.7356
2022-12-20,53.1989
2022-12-21,55.4456
2022-12-22,54.3168
2022-12-23,54.9088
2022-12-24,54.9088
2022-12-25,54.9088
2022-12-26,54.9088
2022-12-27,53.6502
2022-12-28,52.3353
2022-12-29,53.7196
2022-12-30,54.0091
2022-12-31,54.0091
2023-01-01,54.0091
2023-01-02,54.0091
2023-01-03,52.4959
2023-01-04,54.5781
2023-01-05,52.416
2023-01-06,54.251
2023-01-07,54.251
2023-01-08,54.251
2023-01-09,55.5238
2023-01-10,57.0231
2023-01-11,58.4247
2023-01-12,59.3237
2023-01-13,60.7895
2023-01-14,60.7895
2023-01-15,60.7895
2023-01-16,60.7895
2023-01-17,59.703
2023-01-18,57.8735
2023-01-19,54.2249
2023-01-20,55.8749
2023-01-21,55.8749
2023-01-22,55.8749
2023-01-23,58.0225
2023-01-24,56.2
2023-01-25,56.0403
2023-01-26,59.417
2023-01-27,59.8566
2023-01-28,59.8566
2023-01-29,59.8566
2023-01-30,57.2888
2023-01-31,59.0591
2023-02-01,60.9747
2023-02-02,60.3535
2023-02-03,61.7165
2023-02-04,61.7165
2023-02-05,61.7165
2023-02-06,59.5806
2023-02-07,60.9241
2023-02-08,61.5146
2023-02-09,53.0778
2023-02-10,55.6672
2023-02-11,55.6672
2023-02-12,55.6672
2023-02-13,56.1216
2023-02-14,56.781
2023-02-15,57.6406
2023-02-16,57.1217
2023-02-17,56.731
2023-02-18,56.731
2023-02-19,56.731
2023-02-20,56.731
2023-02-21,53.5631
2023-02-22,54.7146
2023-02-23,55.8713
2023-02-24,55.3424
2023-02-25,55.3424
2023-02-26,55.3424
2023-02-27,54.6342
2023-02-28,55.2658
2023-03-01,56.6196
2023-03-02,57.1866
2023-03-03,58.126
2023-03-04,58.126
2023-03-05,58.126
2023-03-06,57.1138
2023-03-07,54.7932
2023-03-08,54.8357
2023-03-09,48.7369
2023-03-10,40.2442
2023-03-11,40.2442
2023-03-12,40.2442
2023-03-13,38.4619
2023-03-14,40.3974
2023-03-15,38.3194
2023-03-16,40.0119
2023-03-17,37.916
2023-03-18,37.916
2023-03-19,37.916
