,BHF US Equity
2020-08-13,54.2547
2020-08-14,55.1325
2020-08-15,55.1325
2020-08-16,55.1325
2020-08-17,52.8404
2020-08-18,51.0721
2020-08-19,50.7026
2020-08-20,49.8079
2020-08-21,48.1417
2020-08-22,48.1417
2020-08-23,48.1417
2020-08-24,52.7586
2020-08-25,53.3933
2020-08-26,52.833
2020-08-27,54.1546
2020-08-28,53.9717
2020-08-29,53.9717
2020-08-30,53.9717
2020-08-31,51.115
2020-09-01,51.3371
2020-09-02,51.9393
2020-09-03,51.425
2020-09-04,54.8992
2020-09-05,54.8992
2020-09-06,54.8992
2020-09-07,54.8992
2020-09-08,51.1921
2020-09-09,50.8542
2020-09-10,49.2127
2020-09-11,49.1167
2020-09-12,49.1167
2020-09-13,49.1167
2020-09-14,49.5036
2020-09-15,47.3475
2020-09-16,48.8762
2020-09-17,47.8139
2020-09-18,46.8388
2020-09-19,46.8388
2020-09-20,46.8388
2020-09-21,43.5668
2020-09-22,43.7267
2020-09-23,42.7772
2020-09-24,42.0641
2020-09-25,42.461
2020-09-26,42.461
2020-09-27,42.461
2020-09-28,45.9785
2020-09-29,44.5043
2020-09-30,45.4443
2020-10-01,47.4029
2020-10-02,49.4566
2020-10-03,49.4566
2020-10-04,49.4566
2020-10-05,51.621
2020-10-06,51.7662
2020-10-07,53.854
2020-10-08,54.2357
2020-10-09,53.2995
2020-10-10,53.2995
2020-10-11,53.2995
2020-10-12,54.87
2020-10-13,52.5834
2020-10-14,53.3039
2020-10-15,56.3886
2020-10-16,55.0366
2020-10-17,55.0366
2020-10-18,55.0366
2020-10-19,55.5577
2020-10-20,56.1242
2020-10-21,53.745
2020-10-22,55.9442
2020-10-23,57.0497
2020-10-24,57.0497
2020-10-25,57.0497
2020-10-26,53.4332
2020-10-27,49.2725
2020-10-28,50.2739
2020-10-29,53.713
2020-10-30,56.0833
2020-10-31,56.0833
2020-11-01,56.0833
2020-11-02,54.9107
2020-11-03,55.5212
2020-11-04,52.0111
2020-11-05,55.4727
2020-11-06,52.0028
2020-11-07,52.0028
2020-11-08,52.0028
2020-11-09,59.9596
2020-11-10,60.6998
2020-11-11,56.4745
2020-11-12,54.0486
2020-11-13,54.3985
2020-11-14,54.3985
2020-11-15,54.3985
2020-11-16,55.5652
2020-11-17,55.1818
2020-11-18,54.2053
2020-11-19,54.4414
2020-11-20,54.2485
2020-11-21,54.2485
2020-11-22,54.2485
2020-11-23,58.6704
2020-11-24,60.5351
2020-11-25,59.1351
2020-11-26,59.1351
2020-11-27,58.2393
2020-11-28,58.2393
2020-11-29,58.2393
2020-11-30,54.3411
2020-12-01,56.2386
2020-12-02,56.5284
2020-12-03,55.4833
2020-12-04,57.6061
2020-12-05,57.6061
2020-12-06,57.6061
2020-12-07,54.4359
2020-12-08,53.2065
2020-12-09,52.513
2020-12-10,52.2241
2020-12-11,50.6741
2020-12-12,50.6741
2020-12-13,50.6741
2020-12-14,50.0664
2020-12-15,52.5756
2020-12-16,52.2199
2020-12-17,52.4651
2020-12-18,51.1276
2020-12-19,51.1276
2020-12-20,51.1276
2020-12-21,50.2821
2020-12-22,50.3207
2020-12-23,53.6723
2020-12-24,53.6903
2020-12-25,53.6903
2020-12-26,53.6903
2020-12-27,53.6903
2020-12-28,53.5829
2020-12-29,53.0775
2020-12-30,54.261
2020-12-31,55.0965
2021-01-01,55.0965
2021-01-02,55.0965
2021-01-03,55.0965
2021-01-04,52.8358
2021-01-05,54.2551
2021-01-06,59.3988
2021-01-07,59.4873
2021-01-08,58.7054
2021-01-09,58.7054
2021-01-10,58.7054
2021-01-11,58.2304
2021-01-12,61.2187
2021-01-13,62.0633
2021-01-14,64.3677
2021-01-15,64.0561
2021-01-16,64.0561
2021-01-17,64.0561
2021-01-18,64.0561
2021-01-19,64.762
2021-01-20,64.4076
2021-01-21,61.3869
2021-01-22,59.2746
2021-01-23,59.2746
2021-01-24,59.2746
2021-01-25,56.8136
2021-01-26,53.8374
2021-01-27,49.2771
2021-01-28,51.2587
2021-01-29,48.0534
2021-01-30,48.0534
2021-01-31,48.0534
2021-02-01,49.4386
2021-02-02,51.4655
2021-02-03,51.446
2021-02-04,55.1677
2021-02-05,56.4285
2021-02-06,56.4285
2021-02-07,56.4285
2021-02-08,58.9563
2021-02-09,59.4047
2021-02-10,59.293
2021-02-11,56.2516
2021-02-12,55.136
2021-02-13,55.136
2021-02-14,55.136
2021-02-15,55.136
2021-02-16,57.5203
2021-02-17,57.5364
2021-02-18,53.9411
2021-02-19,55.1353
2021-02-20,55.1353
2021-02-21,55.1353
2021-02-22,56.711
2021-02-23,54.7632
2021-02-24,57.6739
2021-02-25,53.6837
2021-02-26,52.967
2021-02-27,52.967
2021-02-28,52.967
2021-03-01,55.1977
2021-03-02,54.6691
2021-03-03,55.5499
2021-03-04,53.9436
2021-03-05,56.1333
2021-03-06,56.1333
2021-03-07,56.1333
2021-03-08,58.4088
2021-03-09,57.008
2021-03-10,58.6523
2021-03-11,59.2003
2021-03-12,59.6415
2021-03-13,59.6415
2021-03-14,59.6415
2021-03-15,61.1371
2021-03-16,56.9031
2021-03-17,59.4818
2021-03-18,60.7318
2021-03-19,59.1993
2021-03-20,59.1993
2021-03-21,59.1993
2021-03-22,56.822
2021-03-23,53.1956
2021-03-24,51.376
2021-03-25,53.3166
2021-03-26,54.1919
2021-03-27,54.1919
2021-03-28,54.1919
2021-03-29,53.342
2021-03-30,55.3272
2021-03-31,55.6525
2021-04-01,57.4682
2021-04-02,57.4682
2021-04-03,57.4682
2021-04-04,57.4682
2021-04-05,58.3865
2021-04-06,58.4912
2021-04-07,59.4557
2021-04-08,57.869
2021-04-09,57.9485
2021-04-10,57.9485
2021-04-11,57.9485
2021-04-12,58.8484
2021-04-13,58.2269
2021-04-14,59.1848
2021-04-15,58.3966
2021-04-16,59.6923
2021-04-17,59.6923
2021-04-18,59.6923
2021-04-19,58.928
2021-04-20,53.8646
2021-04-21,55.2391
2021-04-22,53.045
2021-04-23,54.5287
2021-04-24,54.5287
2021-04-25,54.5287
2021-04-26,54.9649
2021-04-27,56.1788
2021-04-28,56.4867
2021-04-29,57.5396
2021-04-30,56.7799
2021-05-01,56.7799
2021-05-02,56.7799
2021-05-03,57.675
2021-05-04,57.8817
2021-05-05,58.9198
2021-05-06,60.8266
2021-05-07,60.6878
2021-05-08,60.6878
2021-05-09,60.6878
2021-05-10,60.6592
2021-05-11,59.3556
2021-05-12,58.7749
2021-05-13,60.029
2021-05-14,61.0761
2021-05-15,61.0761
2021-05-16,61.0761
2021-05-17,60.7345
2021-05-18,59.5444
2021-05-19,60.3689
2021-05-20,57.9263
2021-05-21,58.24
2021-05-22,58.24
2021-05-23,58.24
2021-05-24,57.4799
2021-05-25,52.4897
2021-05-26,54.2639
2021-05-27,56.6716
2021-05-28,56.9618
2021-05-29,56.9618
2021-05-30,56.9618
2021-05-31,56.9618
2021-06-01,58.5096
2021-06-02,56.3243
2021-06-03,56.1757
2021-06-04,56.39
2021-06-05,56.39
2021-06-06,56.39
2021-06-07,55.4241
2021-06-08,55.6523
2021-06-09,49.3266
2021-06-10,47.7055
2021-06-11,50.4084
2021-06-12,50.4084
2021-06-13,50.4084
2021-06-14,49.312
2021-06-15,52.3258
2021-06-16,52.1085
2021-06-17,47.1234
2021-06-18,43.1361
2021-06-19,43.1361
2021-06-20,43.1361
2021-06-21,46.1585
2021-06-22,44.8016
2021-06-23,45.3639
2021-06-24,46.542
2021-06-25,50.8771
2021-06-26,50.8771
2021-06-27,50.8771
2021-06-28,47.7103
2021-06-29,47.0788
2021-06-30,48.7853
2021-07-01,49.7272
2021-07-02,48.4677
2021-07-03,48.4677
2021-07-04,48.4677
2021-07-05,48.4677
2021-07-06,44.8579
2021-07-07,43.8944
2021-07-08,41.0293
2021-07-09,45.871
2021-07-10,45.871
2021-07-11,45.871
2021-07-12,46.9532
2021-07-13,45.4938
2021-07-14,44.83
2021-07-15,45.5114
2021-07-16,43.2077
2021-07-17,43.2077
2021-07-18,43.2077
2021-07-19,40.377
2021-07-20,43.7426
2021-07-21,46.182
2021-07-22,44.2507
2021-07-23,43.7946
2021-07-24,43.7946
2021-07-25,43.7946
2021-07-26,45.8167
2021-07-27,45.0611
2021-07-28,46.334
2021-07-29,47.9534
2021-07-30,47.0211
2021-07-31,47.0211
2021-08-01,47.0211
2021-08-02,46.1134
2021-08-03,45.9737
2021-08-04,43.8906
2021-08-05,49.5563
2021-08-06,55.2601
2021-08-07,55.2601
2021-08-08,55.2601
2021-08-09,54.3576
2021-08-10,54.1497
2021-08-11,56.3928
2021-08-12,56.713
2021-08-13,57.0564
2021-08-14,57.0564
2021-08-15,57.0564
2021-08-16,54.2095
2021-08-17,54.5577
2021-08-18,53.3647
2021-08-19,51.5508
2021-08-20,52.6024
2021-08-21,52.6024
2021-08-22,52.6024
2021-08-23,53.3922
2021-08-24,55.3362
2021-08-25,57.2012
2021-08-26,55.5087
2021-08-27,57.3578
2021-08-28,57.3578
2021-08-29,57.3578
2021-08-30,55.5093
2021-08-31,56.7859
2021-09-01,56.9683
2021-09-02,56.1831
2021-09-03,55.9586
2021-09-04,55.9586
2021-09-05,55.9586
2021-09-06,55.9586
2021-09-07,55.856
2021-09-08,54.1364
2021-09-09,52.3689
2021-09-10,48.9462
2021-09-11,48.9462
2021-09-12,48.9462
2021-09-13,50.5387
2021-09-14,46.7462
2021-09-15,47.281
2021-09-16,46.6074
2021-09-17,45.8264
2021-09-18,45.8264
2021-09-19,45.8264
2021-09-20,40.7992
2021-09-21,39.8365
2021-09-22,40.9938
2021-09-23,45.3666
2021-09-24,47.544
2021-09-25,47.544
2021-09-26,47.544
2021-09-27,51.615
2021-09-28,51.1225
2021-09-29,51.0176
2021-09-30,49.4023
2021-10-01,51.4667
2021-10-02,51.4667
2021-10-03,51.4667
2021-10-04,51.3367
2021-10-05,53.7153
2021-10-06,53.5547
2021-10-07,56.0414
2021-10-08,57.4945
2021-10-09,57.4945
2021-10-10,57.4945
2021-10-11,58.8137
2021-10-12,58.2076
2021-10-13,56.3067
2021-10-14,57.7164
2021-10-15,56.4847
2021-10-16,56.4847
2021-10-17,56.4847
2021-10-18,57.7043
2021-10-19,58.9502
2021-10-20,61.0411
2021-10-21,61.4882
2021-10-22,62.077
2021-10-23,62.077
2021-10-24,62.077
2021-10-25,61.9617
2021-10-26,61.7836
2021-10-27,57.6693
2021-10-28,58.7353
2021-10-29,55.4958
2021-10-30,55.4958
2021-10-31,55.4958
2021-11-01,59.1021
2021-11-02,58.1122
2021-11-03,60.9934
2021-11-04,59.1236
2021-11-05,61.4018
2021-11-06,61.4018
2021-11-07,61.4018
2021-11-08,60.1593
2021-11-09,56.8146
2021-11-10,58.6974
2021-11-11,60.061
2021-11-12,60.9663
2021-11-13,60.9663
2021-11-14,60.9663
2021-11-15,62.2691
2021-11-16,61.0716
2021-11-17,58.13
2021-11-18,57.0847
2021-11-19,54.8767
2021-11-20,54.8767
2021-11-21,54.8767
2021-11-22,55.9383
2021-11-23,57.1307
2021-11-24,55.884
2021-11-25,55.884
2021-11-26,50.4569
2021-11-27,50.4569
2021-11-28,50.4569
2021-11-29,49.7981
2021-11-30,46.4457
2021-12-01,43.571
2021-12-02,48.2544
2021-12-03,47.7
2021-12-04,47.7
2021-12-05,47.7
2021-12-06,51.1638
2021-12-07,51.362
2021-12-08,51.1085
2021-12-09,51.9761
2021-12-10,52.2619
2021-12-11,52.2619
2021-12-12,52.2619
2021-12-13,48.5554
2021-12-14,50.2622
2021-12-15,50.7865
2021-12-16,50.7046
2021-12-17,50.473
2021-12-18,50.473
2021-12-19,50.473
2021-12-20,44.8829
2021-12-21,50.8102
2021-12-22,52.5079
2021-12-23,53.4574
2021-12-24,53.4574
2021-12-25,53.4574
2021-12-26,53.4574
2021-12-27,54.4993
2021-12-28,54.479
2021-12-29,54.6367
2021-12-30,52.8276
2021-12-31,52.2656
2022-01-01,52.2656
2022-01-02,52.2656
2022-01-03,54.9295
2022-01-04,60.3729
2022-01-05,54.4566
2022-01-06,56.7372
2022-01-07,58.0061
2022-01-08,58.0061
2022-01-09,58.0061
2022-01-10,57.1674
2022-01-11,59.1398
2022-01-12,58.3568
2022-01-13,59.0302
2022-01-14,60.3432
2022-01-15,60.3432
2022-01-16,60.3432
2022-01-17,60.3432
2022-01-18,55.9861
2022-01-19,55.5028
2022-01-20,54.6763
2022-01-21,50.0187
2022-01-22,50.0187
2022-01-23,50.0187
2022-01-24,50.0518
2022-01-25,51.6417
2022-01-26,51.9385
2022-01-27,50.2548
2022-01-28,49.6761
2022-01-29,49.6761
2022-01-30,49.6761
2022-01-31,53.0329
2022-02-01,55.6599
2022-02-02,57.0488
2022-02-03,54.9136
2022-02-04,57.5654
2022-02-05,57.5654
2022-02-06,57.5654
2022-02-07,59.185
2022-02-08,60.0782
2022-02-09,59.6019
2022-02-10,60.5324
2022-02-11,55.1436
2022-02-12,55.1436
2022-02-13,55.1436
2022-02-14,52.4958
2022-02-15,55.1274
2022-02-16,54.9039
2022-02-17,51.922
2022-02-18,50.9096
2022-02-19,50.9096
2022-02-20,50.9096
2022-02-21,50.9096
2022-02-22,48.4879
2022-02-23,47.5872
2022-02-24,46.384
2022-02-25,49.7282
2022-02-26,49.7282
2022-02-27,49.7282
2022-02-28,46.9766
2022-03-01,41.6253
2022-03-02,45.1351
2022-03-03,44.4559
2022-03-04,41.3311
2022-03-05,41.3311
2022-03-06,41.3311
2022-03-07,37.675
2022-03-08,38.8012
2022-03-09,42.6076
2022-03-10,42.2403
2022-03-11,42.0368
2022-03-12,42.0368
2022-03-13,42.0368
2022-03-14,43.3009
2022-03-15,44.1751
2022-03-16,48.1686
2022-03-17,48.4763
2022-03-18,48.4116
2022-03-19,48.4116
2022-03-20,48.4116
2022-03-21,47.727
2022-03-22,50.3794
2022-03-23,49.3834
2022-03-24,50.6552
2022-03-25,52.8148
2022-03-26,52.8148
2022-03-27,52.8148
2022-03-28,52.8148
2022-03-29,52.8421
2022-03-30,50.3441
2022-03-31,49.5127
2022-04-01,50.6226
2022-04-02,50.6226
2022-04-03,50.6226
2022-04-04,49.1617
2022-04-05,49.7435
2022-04-06,48.9055
2022-04-07,46.0459
2022-04-08,49.1825
2022-04-09,49.1825
2022-04-10,49.1825
2022-04-11,49.5917
2022-04-12,49.424
2022-04-13,51.9753
2022-04-14,52.4214
2022-04-15,52.4214
2022-04-16,52.4214
2022-04-17,52.4214
2022-04-18,52.3376
2022-04-19,55.5433
2022-04-20,56.9848
2022-04-21,55.4611
2022-04-22,51.7493
2022-04-23,51.7493
2022-04-24,51.7493
2022-04-25,51.9284
2022-04-26,47.7145
2022-04-27,48.7434
2022-04-28,50.514
2022-04-29,48.5114
2022-04-30,48.5114
2022-05-01,48.5114
2022-05-02,50.3354
2022-05-03,51.1852
2022-05-04,54.8577
2022-05-05,51.4066
2022-05-06,49.4418
2022-05-07,49.4418
2022-05-08,49.4418
2022-05-09,48.0647
2022-05-10,43.2428
2022-05-11,40.5055
2022-05-12,39.064
2022-05-13,42.787
2022-05-14,42.787
2022-05-15,42.787
2022-05-16,43.5404
2022-05-17,47.0264
2022-05-18,44.6957
2022-05-19,43.5942
2022-05-20,43.7196
2022-05-21,43.7196
2022-05-22,43.7196
2022-05-23,44.5274
2022-05-24,43.8647
2022-05-25,45.793
2022-05-26,47.5323
2022-05-27,49.2178
2022-05-28,49.2178
2022-05-29,49.2178
2022-05-30,49.2178
2022-05-31,48.4704
2022-06-01,47.7462
2022-06-02,48.4013
2022-06-03,46.7281
2022-06-04,46.7281
2022-06-05,46.7281
2022-06-06,48.887
2022-06-07,49.4521
2022-06-08,48.6727
2022-06-09,45.8056
2022-06-10,42.2602
2022-06-11,42.2602
2022-06-12,42.2602
2022-06-13,39.1077
2022-06-14,40.1462
2022-06-15,41.0312
2022-06-16,38.0211
2022-06-17,40.0865
2022-06-18,40.0865
2022-06-19,40.0865
2022-06-20,40.0865
2022-06-21,41.6916
2022-06-22,41.3914
2022-06-23,40.1731
2022-06-24,43.048
2022-06-25,43.048
2022-06-26,43.048
2022-06-27,42.4451
2022-06-28,42.7676
2022-06-29,42.1625
2022-06-30,41.8095
2022-07-01,44.3635
2022-07-02,44.3635
2022-07-03,44.3635
2022-07-04,44.3635
2022-07-05,42.8818
2022-07-06,41.177
2022-07-07,42.2258
2022-07-08,42.165
2022-07-09,42.165
2022-07-10,42.165
2022-07-11,42.2853
2022-07-12,43.6871
2022-07-13,41.8191
2022-07-14,40.5607
2022-07-15,42.5269
2022-07-16,42.5269
2022-07-17,42.5269
2022-07-18,42.7211
2022-07-19,45.2613
2022-07-20,45.8062
2022-07-21,45.8759
2022-07-22,45.3184
2022-07-23,45.3184
2022-07-24,45.3184
2022-07-25,46.571
2022-07-26,45.2198
2022-07-27,47.4148
2022-07-28,47.3824
2022-07-29,48.7791
2022-07-30,48.7791
2022-07-31,48.7791
2022-08-01,48.4165
2022-08-02,46.8386
2022-08-03,49.7134
2022-08-04,47.4178
2022-08-05,51.8945
2022-08-06,51.8945
2022-08-07,51.8945
2022-08-08,53.0884
2022-08-09,54.5917
2022-08-10,56.4762
2022-08-11,58.375
2022-08-12,59.5561
2022-08-13,59.5561
2022-08-14,59.5561
2022-08-15,58.6368
2022-08-16,59.5842
2022-08-17,58.9967
2022-08-18,60.3899
2022-08-19,56.9094
2022-08-20,56.9094
2022-08-21,56.9094
2022-08-22,54.5899
2022-08-23,54.8203
2022-08-24,55.444
2022-08-25,57.8375
2022-08-26,54.0058
2022-08-27,54.0058
2022-08-28,54.0058
2022-08-29,53.3574
2022-08-30,52.7027
2022-08-31,52.3703
2022-09-01,51.7885
2022-09-02,51.1064
2022-09-03,51.1064
2022-09-04,51.1064
2022-09-05,51.1064
2022-09-06,50.7033
2022-09-07,52.7763
2022-09-08,54.1014
2022-09-09,57.6578
2022-09-10,57.6578
2022-09-11,57.6578
2022-09-12,58.0298
2022-09-13,54.4806
2022-09-14,54.1421
2022-09-15,54.4863
2022-09-16,51.6962
2022-09-17,51.6962
2022-09-18,51.6962
2022-09-19,54.0264
2022-09-20,52.9146
2022-09-21,51.8888
2022-09-22,49.5572
2022-09-23,45.6761
2022-09-24,45.6761
2022-09-25,45.6761
2022-09-26,43.7224
2022-09-27,42.7534
2022-09-28,46.107
2022-09-29,44.9598
2022-09-30,44.3416
2022-10-01,44.3416
2022-10-02,44.3416
2022-10-03,47.5732
2022-10-04,53.3143
2022-10-05,52.7786
2022-10-06,52.826
2022-10-07,50.549
2022-10-08,50.549
2022-10-09,50.549
2022-10-10,50.4452
2022-10-11,50.2495
2022-10-12,50.0486
2022-10-13,53.8966
2022-10-14,53.3223
2022-10-15,53.3223
2022-10-16,53.3223
2022-10-17,55.309
2022-10-18,57.7388
2022-10-19,56.0431
2022-10-20,54.5041
2022-10-21,58.0769
2022-10-22,58.0769
2022-10-23,58.0769
2022-10-24,59.1004
2022-10-25,60.5866
2022-10-26,61.3595
2022-10-27,61.103
2022-10-28,64.5865
2022-10-29,64.5865
2022-10-30,64.5865
2022-10-31,64.3898
2022-11-01,65.17
2022-11-02,62.2176
2022-11-03,57.5295
2022-11-04,60.1929
2022-11-05,60.1929
2022-11-06,60.1929
2022-11-07,60.7028
2022-11-08,53.2888
2022-11-09,50.336
2022-11-10,55.1364
2022-11-11,55.8519
2022-11-12,55.8519
2022-11-13,55.8519
2022-11-14,55.0818
2022-11-15,55.7011
2022-11-16,52.9281
2022-11-17,52.7771
2022-11-18,54.3793
2022-11-19,54.3793
2022-11-20,54.3793
2022-11-21,54.7265
2022-11-22,56.3649
2022-11-23,55.3292
2022-11-24,55.3292
2022-11-25,56.2152
2022-11-26,56.2152
2022-11-27,56.2152
2022-11-28,53.9833
2022-11-29,54.7243
2022-11-30,56.3699
2022-12-01,56.1237
2022-12-02,55.11
2022-12-03,55.11
2022-12-04,55.11
2022-12-05,51.9267
2022-12-06,52.2774
2022-12-07,51.5834
2022-12-08,51.8094
2022-12-09,50.1658
2022-12-10,50.1658
2022-12-11,50.1658
2022-12-12,51.8781
2022-12-13,51.0327
2022-12-14,50.3258
2022-12-15,47.5492
2022-12-16,46.0808
2022-12-17,46.0808
2022-12-18,46.0808
2022-12-19,46.213
2022-12-20,47.4876
2022-12-21,50.2368
2022-12-22,48.2967
2022-12-23,48.6993
2022-12-24,48.6993
2022-12-25,48.6993
2022-12-26,48.6993
2022-12-27,48.1005
2022-12-28,46.1993
2022-12-29,49.6609
2022-12-30,49.1832
2022-12-31,49.1832
2023-01-01,49.1832
2023-01-02,49.1832
2023-01-03,48.7697
2023-01-04,50.8154
2023-01-05,50.0819
2023-01-06,52.6732
2023-01-07,52.6732
2023-01-08,52.6732
2023-01-09,50.2394
2023-01-10,50.1837
2023-01-11,53.628
2023-01-12,53.5097
2023-01-13,53.9998
2023-01-14,53.9998
2023-01-15,53.9998
2023-01-16,53.9998
2023-01-17,53.8321
2023-01-18,49.279
2023-01-19,48.6315
2023-01-20,51.883
2023-01-21,51.883
2023-01-22,51.883
2023-01-23,53.2722
2023-01-24,53.5532
2023-01-25,55.3247
2023-01-26,55.8709
2023-01-27,56.01
2023-01-28,56.01
2023-01-29,56.01
2023-01-30,54.8037
2023-01-31,57.2884
2023-02-01,57.7654
2023-02-02,60.0093
2023-02-03,57.6112
2023-02-04,57.6112
2023-02-05,57.6112
2023-02-06,57.0842
2023-02-07,58.8126
2023-02-08,60.0685
2023-02-09,58.6275
2023-02-10,58.6275
2023-02-11,58.6275
2023-02-12,58.6275
2023-02-13,62.098
2023-02-14,61.4995
2023-02-15,61.7063
2023-02-16,60.415
2023-02-17,59.8707
2023-02-18,59.8707
2023-02-19,59.8707
2023-02-20,59.8707
2023-02-21,53.9988
2023-02-22,54.1697
2023-02-23,54.9578
2023-02-24,55.0942
2023-02-25,55.0942
2023-02-26,55.0942
2023-02-27,55.354
2023-02-28,56.2007
2023-03-01,57.2394
2023-03-02,55.7661
2023-03-03,57.112
2023-03-04,57.112
2023-03-05,57.112
2023-03-06,54.3638
2023-03-07,51.6703
2023-03-08,48.8508
2023-03-09,42.6995
2023-03-10,37.9154
2023-03-11,37.9154
2023-03-12,37.9154
2023-03-13,33.3826
2023-03-14,33.5189
2023-03-15,31.0951
2023-03-16,32.6231
2023-03-17,29.6027
2023-03-18,29.6027
2023-03-19,29.6027
2023-03-20,33.4121
2023-03-21,37.4081
