,IDA US Equity
,RSI_30D
2023-03-08,46.9573
2023-03-09,46.4889
2023-03-10,46.2
2023-03-11,46.2
2023-03-12,46.2
2023-03-13,49.0033
2023-03-14,51.9565
2023-03-15,53.2491
2023-03-16,55.0694
2023-03-17,53.8605
2023-03-18,53.8605
2023-03-19,53.8605
2023-03-20,55.7465
2023-03-21,50.7639
2023-03-22,47.4526
2023-03-23,46.4087
2023-03-24,51.6986
2023-03-25,51.6986
2023-03-26,51.6986
2023-03-27,51.6028
2023-03-28,52.3466
2023-03-29,53.9647
2023-03-30,54.2959
2023-03-31,55.131
2023-04-01,55.131
2023-04-02,55.131
2023-04-03,54.6542
2023-04-04,52.8573
2023-04-05,57.0826
2023-04-06,57.9914
2023-04-07,57.9914
2023-04-08,57.9914
2023-04-09,57.9914
2023-04-10,58.5341
2023-04-11,58.4831
2023-04-12,58.866
2023-04-13,58.6674
2023-04-14,56.4294
2023-04-15,56.4294
2023-04-16,56.4294
2023-04-17,57.5027
2023-04-18,57.6645
2023-04-19,57.4758
2023-04-20,57.8043
2023-04-21,57.6641
2023-04-22,57.6641
2023-04-23,57.6641
2023-04-24,59.2143
2023-04-25,59.9302
2023-04-26,56.0046
2023-04-27,57.1627
2023-04-28,55.975
2023-04-29,55.975
2023-04-30,55.975
2023-05-01,56.8257
2023-05-02,55.5249
2023-05-03,56.4592
2023-05-04,57.5875
2023-05-05,56.3951
2023-05-06,56.3951
2023-05-07,56.3951
2023-05-08,53.8808
2023-05-09,52.6663
2023-05-10,54.7589
2023-05-11,52.2319
2023-05-12,52.4448
2023-05-13,52.4448
2023-05-14,52.4448
2023-05-15,50.1709
2023-05-16,49.6612
2023-05-17,48.8624
2023-05-18,46.4167
2023-05-19,46.769
2023-05-20,46.769
2023-05-21,46.769
2023-05-22,47.1706
2023-05-23,46.6532
2023-05-24,44.4845
2023-05-25,42.1434
2023-05-26,41.7701
2023-05-27,41.7701
2023-05-28,41.7701
2023-05-29,41.7701
2023-05-30,40.4883
2023-05-31,43.9311
2023-06-01,43.158
2023-06-02,46.5212
2023-06-03,46.5212
2023-06-04,46.5212
2023-06-05,44.8767
2023-06-06,43.9928
2023-06-07,48.8686
2023-06-08,48.2007
2023-06-09,48.1063
2023-06-10,48.1063
2023-06-11,48.1063
2023-06-12,46.8526
2023-06-13,45.8964
2023-06-14,45.352
2023-06-15,48.0346
2023-06-16,48.7387
2023-06-17,48.7387
2023-06-18,48.7387
2023-06-19,48.7387
2023-06-20,45.3844
2023-06-21,46.3719
2023-06-22,43.5653
2023-06-23,42.5344
2023-06-24,42.5344
2023-06-25,42.5344
2023-06-26,46.1794
2023-06-27,45.9252
2023-06-28,43.0375
2023-06-29,43.5934
2023-06-30,43.9555
2023-07-01,43.9555
2023-07-02,43.9555
2023-07-03,45.0056
2023-07-04,45.0056
2023-07-05,47.293
2023-07-06,46.6307
2023-07-07,46.1587
2023-07-08,46.1587
2023-07-09,46.1587
2023-07-10,44.7338
2023-07-11,44.758
2023-07-12,48.07
2023-07-13,47.7341
2023-07-14,46.7001
2023-07-15,46.7001
2023-07-16,46.7001
2023-07-17,45.5949
2023-07-18,43.1438
2023-07-19,45.2003
2023-07-20,50.2875
2023-07-21,52.5365
2023-07-22,52.5365
2023-07-23,52.5365
2023-07-24,52.1227
2023-07-25,50.4775
2023-07-26,50.0474
2023-07-27,43.5761
2023-07-28,45.668
2023-07-29,45.668
2023-07-30,45.668
2023-07-31,46.4305
2023-08-01,45.3973
2023-08-02,46.3022
2023-08-03,43.8279
2023-08-04,40.6333
2023-08-05,40.6333
2023-08-06,40.6333
2023-08-07,41.4609
2023-08-08,41.0987
2023-08-09,39.477
2023-08-10,38.641
2023-08-11,40.0534
2023-08-12,40.0534
2023-08-13,40.0534
2023-08-14,37.9001
2023-08-15,35.4232
2023-08-16,36.4286
2023-08-17,35.1957
2023-08-18,35.6617
2023-08-19,35.6617
2023-08-20,35.6617
2023-08-21,33.8965
2023-08-22,36.0283
2023-08-23,36.6979
2023-08-24,38.516
2023-08-25,40.5076
2023-08-26,40.5076
2023-08-27,40.5076
2023-08-28,41.0264
2023-08-29,41.998
2023-08-30,42.2755
2023-08-31,41.1102
2023-09-01,42.1059
2023-09-02,42.1059
2023-09-03,42.1059
2023-09-04,42.1059
2023-09-05,38.7524
2023-09-06,40.4742
2023-09-07,40.2437
2023-09-08,41.3338
2023-09-09,41.3338
2023-09-10,41.3338
2023-09-11,42.3684
2023-09-12,42.823
2023-09-13,45.3421
2023-09-14,49.6892
2023-09-15,49.5548
2023-09-16,49.5548
2023-09-17,49.5548
2023-09-18,49.3706
2023-09-19,47.5204
2023-09-20,47.407
2023-09-21,44.6917
2023-09-22,46.0433
2023-09-23,46.0433
2023-09-24,46.0433
2023-09-25,47.7699
2023-09-26,43.416
2023-09-27,41.3529
2023-09-28,40.6562
2023-09-29,39.9057
2023-09-30,39.9057
2023-10-01,39.9057
2023-10-02,33.4682
2023-10-03,38.5807
2023-10-04,42.549
2023-10-05,44.6767
2023-10-06,46.699
2023-10-07,46.699
2023-10-08,46.699
2023-10-09,48.3458
2023-10-10,49.4358
2023-10-11,51.7598
2023-10-12,49.1665
2023-10-13,49.4065
2023-10-14,49.4065
2023-10-15,49.4065
2023-10-16,48.6748
2023-10-17,48.7534
2023-10-18,48.2004
2023-10-19,46.616
2023-10-20,45.9281
2023-10-21,45.9281
2023-10-22,45.9281
2023-10-23,43.2346
2023-10-24,46.6029
2023-10-25,47.6066
2023-10-26,48.8648
2023-10-27,44.956
2023-10-28,44.956
2023-10-29,44.956
2023-10-30,45.5991
2023-10-31,48.1291
2023-11-01,51.5678
2023-11-02,56.2562
2023-11-03,58.2166
2023-11-04,58.2166
2023-11-05,58.2166
2023-11-06,53.5309
2023-11-07,50.9646
2023-11-08,48.3624
2023-11-09,47.7846
2023-11-10,47.1407
2023-11-11,47.1407
2023-11-12,47.1407
2023-11-13,47.5066
2023-11-14,53.2032
2023-11-15,53.3352
2023-11-16,54.53
2023-11-17,52.0941
2023-11-18,52.0941
2023-11-19,52.0941
2023-11-20,51.1682
2023-11-21,51.3599
2023-11-22,51.3251
2023-11-23,51.3251
2023-11-24,51.7471
2023-11-25,51.7471
2023-11-26,51.7471
2023-11-27,51.9539
2023-11-28,50.7721
2023-11-29,48.6288
2023-11-30,50.338
2023-12-01,53.7288
2023-12-02,53.7288
2023-12-03,53.7288
2023-12-04,53.8276
2023-12-05,53.5319
2023-12-06,56.8807
2023-12-07,56.8187
2023-12-08,55.2612
2023-12-09,55.2612
2023-12-10,55.2612
2023-12-11,54.6619
2023-12-12,52.3528
2023-12-13,57.7033
2023-12-14,52.9331
2023-12-15,50.1997
2023-12-16,50.1997
2023-12-17,50.1997
2023-12-18,51.3166
2023-12-19,52.1725
2023-12-20,49.1434
2023-12-21,49.4586
2023-12-22,50.4287
2023-12-23,50.4287
2023-12-24,50.4287
2023-12-25,50.4287
2023-12-26,51.2301
2023-12-27,50.3874
2023-12-28,51.8719
2023-12-29,51.743
2023-12-30,51.743
2023-12-31,51.743
2024-01-01,51.743
2024-01-02,53.2366
2024-01-03,52.8283
2024-01-04,51.7338
2024-01-05,52.6401
2024-01-06,52.6401
2024-01-07,52.6401
2024-01-08,51.6371
2024-01-09,51.0932
2024-01-10,49.3411
2024-01-11,44.9718
2024-01-12,46.7529
2024-01-13,46.7529
2024-01-14,46.7529
2024-01-15,46.7529
2024-01-16,44.1017
2024-01-17,43.0468
2024-01-18,40.9439
2024-01-19,41.7391
2024-01-20,41.7391
2024-01-21,41.7391
2024-01-22,42.942
2024-01-23,43.245
2024-01-24,40.947
2024-01-25,43.2591
2024-01-26,42.8336
2024-01-27,42.8336
2024-01-28,42.8336
2024-01-29,46.7322
2024-01-30,45.1481
2024-01-31,43.6186
2024-02-01,47.3302
2024-02-02,44.9364
2024-02-03,44.9364
2024-02-04,44.9364
2024-02-05,41.3411
2024-02-06,41.5419
2024-02-07,41.0478
2024-02-08,39.4488
2024-02-09,41.8747
2024-02-10,41.8747
2024-02-11,41.8747
2024-02-12,42.0817
2024-02-13,38.2499
2024-02-14,38.5055
2024-02-15,42.3515
2024-02-16,41.9739
2024-02-17,41.9739
2024-02-18,41.9739
2024-02-19,41.9739
2024-02-20,42.6252
2024-02-21,46.0324
2024-02-22,43.9678
2024-02-23,44.6437
2024-02-24,44.6437
2024-02-25,44.6437
2024-02-26,42.8267
2024-02-27,44.3046
2024-02-28,43.0014
2024-02-29,42.4692
2024-03-01,40.8841
2024-03-02,40.8841
2024-03-03,40.8841
2024-03-04,44.0048
2024-03-05,42.2408
2024-03-06,44.007
2024-03-07,45.2714
2024-03-08,46.047
2024-03-09,46.047
2024-03-10,46.047
2024-03-11,49.4209
2024-03-12,49.5822
2024-03-13,48.3592
2024-03-14,47.224
2024-03-15,48.9038
2024-03-16,48.9038
2024-03-17,48.9038
2024-03-18,49.2834
2024-03-19,48.3545
2024-03-20,48.1106
2024-03-21,47.1085
2024-03-22,47.28
2024-03-23,47.28
2024-03-24,47.28
2024-03-25,48.97
2024-03-26,48.5017
2024-03-27,52.5053
2024-03-28,53.3664
2024-03-29,53.3664
2024-03-30,53.3664
2024-03-31,53.3664
2024-04-01,51.6445
2024-04-02,52.2226
2024-04-03,50.2098
2024-04-04,51.3247
2024-04-05,49.8077
2024-04-06,49.8077
2024-04-07,49.8077
2024-04-08,53.6409
