,SO US Equity
2020-05-29,51.1631
2020-05-30,51.1631
2020-05-31,51.1631
2020-06-01,51.9143
2020-06-02,52.2759
2020-06-03,53.1388
2020-06-04,52.0958
2020-06-05,52.7273
2020-06-06,52.7273
2020-06-07,52.7273
2020-06-08,54.9628
2020-06-09,53.6505
2020-06-10,53.4185
2020-06-11,49.1455
2020-06-12,49.2535
2020-06-13,49.2535
2020-06-14,49.2535
2020-06-15,49.5996
2020-06-16,49.3212
2020-06-17,49.0649
2020-06-18,49.1711
2020-06-19,45.6514
2020-06-20,45.6514
2020-06-21,45.6514
2020-06-22,47.3059
2020-06-23,45.4169
2020-06-24,44.2548
2020-06-25,42.8158
2020-06-26,42.3993
2020-06-27,42.3993
2020-06-28,42.3993
2020-06-29,43.5019
2020-06-30,44.0044
2020-07-01,45.7595
2020-07-02,45.6435
2020-07-03,45.6435
2020-07-04,45.6435
2020-07-05,45.6435
2020-07-06,45.3755
2020-07-07,45.5775
2020-07-08,46.2133
2020-07-09,44.4439
2020-07-10,46.8678
2020-07-11,46.8678
2020-07-12,46.8678
2020-07-13,46.786
2020-07-14,47.7302
2020-07-15,46.601
2020-07-16,47.9896
2020-07-17,49.5723
2020-07-18,49.5723
2020-07-19,49.5723
2020-07-20,48.9849
2020-07-21,50.1497
2020-07-22,51.8466
2020-07-23,51.409
2020-07-24,49.9999
2020-07-25,49.9999
2020-07-26,49.9999
2020-07-27,48.8489
2020-07-28,50.8715
2020-07-29,51.0872
2020-07-30,50.7727
2020-07-31,49.4498
2020-08-01,49.4498
2020-08-02,49.4498
2020-08-03,48.2122
2020-08-04,49.1556
2020-08-05,47.0128
2020-08-06,48.1152
2020-08-07,49.8764
2020-08-08,49.8764
2020-08-09,49.8764
2020-08-10,50.6988
2020-08-11,48.7815
2020-08-12,50.2629
2020-08-13,50.5939
2020-08-14,48.76
2020-08-15,48.76
2020-08-16,48.76
2020-08-17,48.8311
2020-08-18,47.6018
2020-08-19,47.9532
2020-08-20,45.819
2020-08-21,46.1356
2020-08-22,46.1356
2020-08-23,46.1356
2020-08-24,47.4331
2020-08-25,46.3719
2020-08-26,44.7826
2020-08-27,46.1117
2020-08-28,46.7197
2020-08-29,46.7197
2020-08-30,46.7197
2020-08-31,46.1323
2020-09-01,45.2254
2020-09-02,49.1391
2020-09-03,47.6059
2020-09-04,46.8376
2020-09-05,46.8376
2020-09-06,46.8376
2020-09-07,46.8376
2020-09-08,48.394
2020-09-09,48.394
2020-09-10,45.1365
2020-09-11,45.7225
2020-09-12,45.7225
2020-09-13,45.7225
2020-09-14,48.8319
2020-09-15,49.2421
2020-09-16,50.0158
2020-09-17,50.655
2020-09-18,48.6676
2020-09-19,48.6676
2020-09-20,48.6676
2020-09-21,49.3051
2020-09-22,49.5702
2020-09-23,47.8727
2020-09-24,49.451
2020-09-25,51.6637
2020-09-26,51.6637
2020-09-27,51.6637
2020-09-28,51.3577
2020-09-29,51.3262
2020-09-30,52.8784
2020-10-01,54.0446
2020-10-02,58.4102
2020-10-03,58.4102
2020-10-04,58.4102
2020-10-05,60.5608
2020-10-06,62.0338
2020-10-07,61.925
2020-10-08,63.9104
2020-10-09,63.9744
2020-10-10,63.9744
2020-10-11,63.9744
2020-10-12,64.2371
2020-10-13,62.2039
2020-10-14,60.9
2020-10-15,60.9498
2020-10-16,61.7809
2020-10-17,61.7809
2020-10-18,61.7809
2020-10-19,60.5291
2020-10-20,61.9691
2020-10-21,62.6487
2020-10-22,66.5226
2020-10-23,67.1278
2020-10-24,67.1278
2020-10-25,67.1278
2020-10-26,66.1047
2020-10-27,64.4121
2020-10-28,57.3824
2020-10-29,56.8618
2020-10-30,54.2811
2020-10-31,54.2811
2020-11-01,54.2811
2020-11-02,58.2999
2020-11-03,60.2685
2020-11-04,59.9242
2020-11-05,60.8723
2020-11-06,60.1187
2020-11-07,60.1187
2020-11-08,60.1187
2020-11-09,65.1362
2020-11-10,68.3638
2020-11-11,67.4904
2020-11-12,66.0927
2020-11-13,67.8661
2020-11-14,67.8661
2020-11-15,67.8661
2020-11-16,68.2367
2020-11-17,62.2905
2020-11-18,60.4934
2020-11-19,58.3612
2020-11-20,57.7972
2020-11-21,57.7972
2020-11-22,57.7972
2020-11-23,56.5186
2020-11-24,58.1662
2020-11-25,57.2563
2020-11-26,57.2563
2020-11-27,56.5245
2020-11-28,56.5245
2020-11-29,56.5245
2020-11-30,54.1386
2020-12-01,55.8728
2020-12-02,58.8047
2020-12-03,58.8047
2020-12-04,57.6777
2020-12-05,57.6777
2020-12-06,57.6777
2020-12-07,58.1616
2020-12-08,55.8647
2020-12-09,55.1548
2020-12-10,54.3166
2020-12-11,54.0647
2020-12-12,54.0647
2020-12-13,54.0647
2020-12-14,51.7085
2020-12-15,54.9177
2020-12-16,53.5974
2020-12-17,55.2538
2020-12-18,52.4399
2020-12-19,52.4399
2020-12-20,52.4399
2020-12-21,52.0273
2020-12-22,51.1939
2020-12-23,50.1841
2020-12-24,51.4089
2020-12-25,51.4089
2020-12-26,51.4089
2020-12-27,51.4089
2020-12-28,51.9616
2020-12-29,52.1984
2020-12-30,53.7893
2020-12-31,56.0852
2021-01-01,56.0852
2021-01-02,56.0852
2021-01-03,56.0852
2021-01-04,49.6442
2021-01-05,50.7466
2021-01-06,54.5962
2021-01-07,54.3854
2021-01-08,55.4779
2021-01-09,55.4779
2021-01-10,55.4779
2021-01-11,54.3505
2021-01-12,47.6939
2021-01-13,50.0505
2021-01-14,48.3539
2021-01-15,49.9772
2021-01-16,49.9772
2021-01-17,49.9772
2021-01-18,49.9772
2021-01-19,53.3986
2021-01-20,52.3145
2021-01-21,50.3295
2021-01-22,50.9793
2021-01-23,50.9793
2021-01-24,50.9793
2021-01-25,53.1261
2021-01-26,49.7216
2021-01-27,47.026
2021-01-28,48.287
2021-01-29,48.0033
2021-01-30,48.0033
2021-01-31,48.0033
2021-02-01,48.4989
2021-02-02,49.8775
2021-02-03,49.3872
2021-02-04,51.6883
2021-02-05,53.0287
2021-02-06,53.0287
2021-02-07,53.0287
2021-02-08,52.6092
2021-02-09,52.3522
2021-02-10,53.1157
2021-02-11,54.061
2021-02-12,52.3744
2021-02-13,52.3744
2021-02-14,52.3744
2021-02-15,52.3744
2021-02-16,50.026
2021-02-17,49.9392
2021-02-18,51.6193
2021-02-19,50.003
2021-02-20,50.003
2021-02-21,50.003
2021-02-22,49.9431
2021-02-23,48.8234
2021-02-24,47.2249
2021-02-25,45.4573
2021-02-26,42.6848
2021-02-27,42.6848
2021-02-28,42.6848
2021-03-01,46.1479
2021-03-02,46.3062
2021-03-03,45.64
2021-03-04,45.1362
2021-03-05,48.2239
2021-03-06,48.2239
2021-03-07,48.2239
2021-03-08,51.972
2021-03-09,51.3615
2021-03-10,52.4309
2021-03-11,50.8674
2021-03-12,52.5083
2021-03-13,52.5083
2021-03-14,52.5083
2021-03-15,55.629
2021-03-16,56.332
2021-03-17,54.5119
2021-03-18,53.5359
2021-03-19,51.318
2021-03-20,51.318
2021-03-21,51.318
2021-03-22,51.2866
2021-03-23,54.0222
2021-03-24,54.1921
2021-03-25,56.1206
2021-03-26,56.8826
2021-03-27,56.8826
2021-03-28,56.8826
2021-03-29,58.6343
2021-03-30,55.8598
2021-03-31,57.513
2021-04-01,57.9596
2021-04-02,57.9596
2021-04-03,57.9596
2021-04-04,57.9596
2021-04-05,58.8286
2021-04-06,59.9952
2021-04-07,58.8077
2021-04-08,58.9703
2021-04-09,58.4532
2021-04-10,58.4532
2021-04-11,58.4532
2021-04-12,58.9119
2021-04-13,60.7877
2021-04-14,61.679
2021-04-15,63.2503
2021-04-16,64.5533
2021-04-17,64.5533
2021-04-18,64.5533
2021-04-19,64.1461
2021-04-20,66.95
2021-04-21,65.3239
2021-04-22,62.5727
2021-04-23,63.1587
2021-04-24,63.1587
2021-04-25,63.1587
2021-04-26,60.3129
2021-04-27,58.9594
2021-04-28,58.9882
2021-04-29,61.2964
2021-04-30,63.8861
2021-05-01,63.8861
2021-05-02,63.8861
2021-05-03,63.365
2021-05-04,64.294
2021-05-05,60.1569
2021-05-06,61.7325
2021-05-07,62.2727
2021-05-08,62.2727
2021-05-09,62.2727
2021-05-10,62.4034
2021-05-11,60.2024
2021-05-12,54.5795
2021-05-13,58.4032
2021-05-14,58.5098
2021-05-15,58.5098
2021-05-16,58.5098
2021-05-17,56.0228
2021-05-18,55.0119
2021-05-19,54.3596
2021-05-20,54.6071
2021-05-21,55.6032
2021-05-22,55.6032
2021-05-23,55.6032
2021-05-24,55.7288
2021-05-25,54.3759
2021-05-26,52.9674
2021-05-27,52.7319
2021-05-28,53.6556
2021-05-29,53.6556
2021-05-30,53.6556
2021-05-31,53.6556
2021-06-01,51.6864
2021-06-02,53.384
2021-06-03,55.319
2021-06-04,54.8563
2021-06-05,54.8563
2021-06-06,54.8563
2021-06-07,55.9648
2021-06-08,50.9867
2021-06-09,51.6737
2021-06-10,52.5783
2021-06-11,52.4564
2021-06-12,52.4564
2021-06-13,52.4564
2021-06-14,52.206
2021-06-15,54.2037
2021-06-16,48.8619
2021-06-17,50.262
2021-06-18,43.88
2021-06-19,43.88
2021-06-20,43.88
2021-06-21,47.6781
2021-06-22,46.3792
2021-06-23,44.5556
2021-06-24,43.1458
2021-06-25,45.1606
2021-06-26,45.1606
2021-06-27,45.1606
2021-06-28,45.0405
2021-06-29,42.0612
2021-06-30,42.253
2021-07-01,45.8509
2021-07-02,46.0302
2021-07-03,46.0302
2021-07-04,46.0302
2021-07-05,46.0302
2021-07-06,46.4338
2021-07-07,46.6216
2021-07-08,46.153
2021-07-09,45.8805
2021-07-10,45.8805
2021-07-11,45.8805
2021-07-12,47.2108
2021-07-13,45.5947
2021-07-14,47.8047
2021-07-15,50.7403
2021-07-16,52.3057
2021-07-17,52.3057
2021-07-18,52.3057
2021-07-19,51.0844
2021-07-20,51.6681
2021-07-21,51.155
2021-07-22,51.7649
2021-07-23,54.9643
2021-07-24,54.9643
2021-07-25,54.9643
2021-07-26,54.4127
2021-07-27,57.1822
2021-07-28,54.8419
2021-07-29,56.4187
2021-07-30,53.9715
2021-07-31,53.9715
2021-08-01,53.9715
2021-08-02,54.695
2021-08-03,54.8698
2021-08-04,54.4354
2021-08-05,57.0722
2021-08-06,56.71
2021-08-07,56.71
2021-08-08,56.71
2021-08-09,57.2363
2021-08-10,58.4893
2021-08-11,59.9071
2021-08-12,60.2084
2021-08-13,61.7759
2021-08-14,61.7759
2021-08-15,61.7759
2021-08-16,64.3995
2021-08-17,64.6064
2021-08-18,62.2532
2021-08-19,63.4125
2021-08-20,66.1451
2021-08-21,66.1451
2021-08-22,66.1451
2021-08-23,62.7904
2021-08-24,58.3622
2021-08-25,58.8098
2021-08-26,59.6746
2021-08-27,58.9631
2021-08-28,58.9631
2021-08-29,58.9631
2021-08-30,57.8221
2021-08-31,57.7258
2021-09-01,60.2913
2021-09-02,61.4841
2021-09-03,58.6281
2021-09-04,58.6281
2021-09-05,58.6281
2021-09-06,58.6281
2021-09-07,58.2421
2021-09-08,61.8775
2021-09-09,61.2373
2021-09-10,56.7089
2021-09-11,56.7089
2021-09-12,56.7089
2021-09-13,57.1148
2021-09-14,55.5
2021-09-15,55.6441
2021-09-16,52.8547
2021-09-17,47.9594
2021-09-18,47.9594
2021-09-19,47.9594
2021-09-20,47.3015
2021-09-21,46.7487
2021-09-22,46.0071
2021-09-23,45.2277
2021-09-24,44.3397
2021-09-25,44.3397
2021-09-26,44.3397
2021-09-27,41.793
2021-09-28,40.1369
2021-09-29,43.386
2021-09-30,41.1733
2021-10-01,40.4722
2021-10-02,40.4722
2021-10-03,40.4722
2021-10-04,43.546
2021-10-05,42.3161
2021-10-06,45.2147
2021-10-07,45.0052
2021-10-08,44.6132
2021-10-09,44.6132
2021-10-10,44.6132
2021-10-11,42.3905
2021-10-12,43.2137
2021-10-13,45.0632
2021-10-14,48.2526
2021-10-15,47.7555
2021-10-16,47.7555
2021-10-17,47.7555
2021-10-18,45.2337
2021-10-19,47.4297
2021-10-20,50.36
2021-10-21,52.0417
2021-10-22,47.56
2021-10-23,47.56
2021-10-24,47.56
2021-10-25,47.0747
2021-10-26,48.8858
2021-10-27,46.6377
2021-10-28,47.0314
2021-10-29,45.5705
2021-10-30,45.5705
2021-10-31,45.5705
2021-11-01,46.2288
2021-11-02,46.2708
2021-11-03,46.5301
2021-11-04,46.3373
2021-11-05,48.9622
2021-11-06,48.9622
2021-11-07,48.9622
2021-11-08,47.0573
2021-11-09,50.111
2021-11-10,52.1074
2021-11-11,48.8928
2021-11-12,47.0208
2021-11-13,47.0208
2021-11-14,47.0208
2021-11-15,48.2906
2021-11-16,47.5303
2021-11-17,48.2468
2021-11-18,46.1748
2021-11-19,50.4172
2021-11-20,50.4172
2021-11-21,50.4172
2021-11-22,52.1069
2021-11-23,51.6617
2021-11-24,52.0087
2021-11-25,52.0087
2021-11-26,47.8253
2021-11-27,47.8253
2021-11-28,47.8253
2021-11-29,50.8356
2021-11-30,44.9229
2021-12-01,45.0766
2021-12-02,48.3212
2021-12-03,51.1357
2021-12-04,51.1357
2021-12-05,51.1357
2021-12-06,56.5934
2021-12-07,55.9226
2021-12-08,56.705
2021-12-09,56.0434
2021-12-10,57.4968
2021-12-11,57.4968
2021-12-12,57.4968
2021-12-13,60.4171
2021-12-14,59.6083
2021-12-15,61.5844
2021-12-16,63.4801
2021-12-17,60.7287
2021-12-18,60.7287
2021-12-19,60.7287
2021-12-20,61.4111
2021-12-21,58.6621
2021-12-22,59.3328
2021-12-23,58.9145
2021-12-24,58.9145
2021-12-25,58.9145
2021-12-26,58.9145
2021-12-27,60.0277
2021-12-28,61.9815
2021-12-29,62.8117
2021-12-30,63.5148
2021-12-31,64.0482
2022-01-01,64.0482
2022-01-02,64.0482
2022-01-03,62.2925
2022-01-04,62.2925
2022-01-05,62.5071
2022-01-06,62.1412
2022-01-07,63.4417
2022-01-08,63.4417
2022-01-09,63.4417
2022-01-10,62.9184
2022-01-11,58.8979
2022-01-12,59.2954
2022-01-13,61.0059
2022-01-14,61.9065
2022-01-15,61.9065
2022-01-16,61.9065
2022-01-17,61.9065
2022-01-18,58.9532
2022-01-19,59.9268
2022-01-20,57.9279
2022-01-21,57.6186
2022-01-22,57.6186
2022-01-23,57.6186
2022-01-24,55.6854
2022-01-25,55.1633
2022-01-26,54.1564
2022-01-27,57.6666
2022-01-28,60.6594
2022-01-29,60.6594
2022-01-30,60.6594
2022-01-31,62.061
2022-02-01,55.7689
2022-02-02,58.1674
2022-02-03,59.3898
2022-02-04,57.1896
2022-02-05,57.1896
2022-02-06,57.1896
2022-02-07,53.3896
2022-02-08,54.1174
2022-02-09,54.6967
2022-02-10,47.7105
2022-02-11,50.3003
2022-02-12,50.3003
2022-02-13,50.3003
2022-02-14,47.5727
2022-02-15,45.3276
2022-02-16,44.9312
2022-02-17,44.7154
2022-02-18,43.7279
2022-02-19,43.7279
2022-02-20,43.7279
2022-02-21,43.7279
2022-02-22,45.5256
2022-02-23,41.6842
2022-02-24,41.8243
2022-02-25,48.7074
2022-02-26,48.7074
2022-02-27,48.7074
2022-02-28,47.9734
2022-03-01,46.1868
2022-03-02,47.6029
2022-03-03,52.6243
2022-03-04,55.4709
2022-03-05,55.4709
2022-03-06,55.4709
2022-03-07,59.0316
2022-03-08,55.1342
2022-03-09,53.3261
2022-03-10,56.4696
2022-03-11,56.6318
2022-03-12,56.6318
2022-03-13,56.6318
2022-03-14,56.5501
2022-03-15,56.5501
2022-03-16,56.1453
2022-03-17,55.8205
2022-03-18,54.6899
2022-03-19,54.6899
2022-03-20,54.6899
2022-03-21,56.7412
2022-03-22,56.5257
2022-03-23,56.4307
2022-03-24,57.6815
2022-03-25,61.3503
2022-03-26,61.3503
2022-03-27,61.3503
2022-03-28,61.4986
2022-03-29,63.6813
2022-03-30,64.5445
2022-03-31,64.5643
2022-04-01,67.5797
2022-04-02,67.5797
2022-04-03,67.5797
2022-04-04,64.0762
2022-04-05,66.2993
2022-04-06,69.7051
2022-04-07,67.2634
2022-04-08,68.3787
2022-04-09,68.3787
2022-04-10,68.3787
2022-04-11,62.3302
2022-04-12,64.0643
2022-04-13,63.5504
2022-04-14,64.5792
2022-04-15,64.5792
2022-04-16,64.5792
2022-04-17,64.5792
2022-04-18,64.1039
2022-04-19,64.8401
2022-04-20,65.2258
2022-04-21,65.0973
2022-04-22,63.3232
2022-04-23,63.3232
2022-04-24,63.3232
2022-04-25,60.4122
2022-04-26,56.8732
2022-04-27,56.1539
2022-04-28,60.3447
2022-04-29,54.704
2022-04-30,54.704
2022-05-01,54.704
2022-05-02,54.2727
2022-05-03,54.0522
2022-05-04,56.9656
2022-05-05,55.681
2022-05-06,56.884
2022-05-07,56.884
2022-05-08,56.884
2022-05-09,55.7547
2022-05-10,53.1972
2022-05-11,54.8207
2022-05-12,55.0276
2022-05-13,55.5588
2022-05-14,55.5588
2022-05-15,55.5588
2022-05-16,56.825
2022-05-17,56.5472
2022-05-18,55.6191
2022-05-19,54.2513
2022-05-20,54.4405
2022-05-21,54.4405
2022-05-22,54.4405
2022-05-23,56.1751
2022-05-24,59.4951
2022-05-25,59.4951
2022-05-26,58.2681
2022-05-27,59.9349
2022-05-28,59.9349
2022-05-29,59.9349
2022-05-30,59.9349
2022-05-31,58.6609
2022-06-01,58.3168
2022-06-02,59.2166
2022-06-03,57.0202
2022-06-04,57.0202
2022-06-05,57.0202
2022-06-06,57.2342
2022-06-07,58.0506
2022-06-08,54.6838
2022-06-09,49.781
2022-06-10,47.8673
2022-06-11,47.8673
2022-06-12,47.8673
2022-06-13,40.5743
2022-06-14,37.1698
2022-06-15,36.829
2022-06-16,36.3529
2022-06-17,34.9197
2022-06-18,34.9197
2022-06-19,34.9197
2022-06-20,34.9197
2022-06-21,39.7769
2022-06-22,41.1704
2022-06-23,45.044
2022-06-24,46.3091
2022-06-25,46.3091
2022-06-26,46.3091
2022-06-27,47.5357
2022-06-28,48.1035
2022-06-29,48.2194
2022-06-30,49.7073
2022-07-01,53.6471
2022-07-02,53.6471
2022-07-03,53.6471
2022-07-04,53.6471
2022-07-05,48.649
2022-07-06,49.9992
2022-07-07,49.6254
2022-07-08,49.4131
2022-07-09,49.4131
2022-07-10,49.4131
2022-07-11,50.6791
2022-07-12,51.1371
2022-07-13,49.3753
2022-07-14,50.8573
2022-07-15,51.8948
2022-07-16,51.8948
2022-07-17,51.8948
2022-07-18,50.3961
2022-07-19,50.5346
2022-07-20,48.6375
2022-07-21,48.4286
2022-07-22,51.0628
2022-07-23,51.0628
2022-07-24,51.0628
2022-07-25,52.7797
2022-07-26,54.5819
2022-07-27,53.9327
2022-07-28,59.1232
2022-07-29,60.9744
2022-07-30,60.9744
2022-07-31,60.9744
2022-08-01,60.4084
2022-08-02,58.4053
2022-08-03,60.7904
2022-08-04,61.9939
2022-08-05,60.1121
2022-08-06,60.1121
2022-08-07,60.1121
2022-08-08,59.8971
2022-08-09,61.771
2022-08-10,61.8406
2022-08-11,60.7254
2022-08-12,62.36
2022-08-13,62.36
2022-08-14,62.36
2022-08-15,62.8049
2022-08-16,64.036
2022-08-17,64.3499
2022-08-18,65.1711
2022-08-19,65.931
2022-08-20,65.931
2022-08-21,65.931
2022-08-22,62.5612
2022-08-23,61.569
2022-08-24,61.726
2022-08-25,62.2248
2022-08-26,59.2836
2022-08-27,59.2836
2022-08-28,59.2836
2022-08-29,60.2965
2022-08-30,56.9385
2022-08-31,55.4571
2022-09-01,59.1242
2022-09-02,56.5734
2022-09-03,56.5734
2022-09-04,56.5734
2022-09-05,56.5734
2022-09-06,56.3221
2022-09-07,60.3147
2022-09-08,59.3462
2022-09-09,59.5635
2022-09-10,59.5635
2022-09-11,59.5635
2022-09-12,60.8049
2022-09-13,55.439
2022-09-14,57.8443
2022-09-15,52.6058
2022-09-16,52.5139
2022-09-17,52.5139
2022-09-18,52.5139
2022-09-19,54.607
2022-09-20,52.1587
2022-09-21,49.7627
2022-09-22,49.3538
2022-09-23,47.3421
2022-09-24,47.3421
2022-09-25,47.3421
2022-09-26,43.7676
2022-09-27,41.2628
2022-09-28,43.1458
2022-09-29,38.1764
2022-09-30,36.2768
2022-10-01,36.2768
2022-10-02,36.2768
2022-10-03,40.1396
2022-10-04,42.1525
2022-10-05,39.3572
2022-10-06,35.6174
2022-10-07,33.8325
2022-10-08,33.8325
2022-10-09,33.8325
2022-10-10,33.6915
2022-10-11,33.3049
2022-10-12,31.0509
2022-10-13,36.3599
2022-10-14,35.7568
2022-10-15,35.7568
2022-10-16,35.7568
2022-10-17,37.2912
2022-10-18,39.448
2022-10-19,38.5823
2022-10-20,37.1486
2022-10-21,39.1153
2022-10-22,39.1153
2022-10-23,39.1153
2022-10-24,39.2922
2022-10-25,41.4995
2022-10-26,41.3892
2022-10-27,40.7318
2022-10-28,43.0609
2022-10-29,43.0609
2022-10-30,43.0609
2022-10-31,41.8115
2022-11-01,41.9129
2022-11-02,40.8384
2022-11-03,40.9457
2022-11-04,41.0783
2022-11-05,41.0783
2022-11-06,41.0783
2022-11-07,38.7525
2022-11-08,40.0882
2022-11-09,39.3214
2022-11-10,44.2331
2022-11-11,43.2441
2022-11-12,43.2441
2022-11-13,43.2441
2022-11-14,42.3746
2022-11-15,45.1737
2022-11-16,45.073
2022-11-17,43.5504
2022-11-18,46.321
2022-11-19,46.321
2022-11-20,46.321
2022-11-21,46.6469
2022-11-22,47.1036
2022-11-23,47.9626
2022-11-24,47.9626
2022-11-25,49.1093
2022-11-26,49.1093
2022-11-27,49.1093
2022-11-28,47.0238
2022-11-29,46.8124
2022-11-30,50.7868
2022-12-01,50.9456
2022-12-02,50.1503
2022-12-03,50.1503
2022-12-04,50.1503
2022-12-05,50.4451
2022-12-06,52.5201
2022-12-07,52.5612
2022-12-08,52.9405
2022-12-09,52.1734
2022-12-10,52.1734
2022-12-11,52.1734
2022-12-12,57.4899
2022-12-13,57.8169
2022-12-14,57.5624
2022-12-15,55.686
2022-12-16,53.3987
2022-12-17,53.3987
2022-12-18,53.3987
2022-12-19,52.1723
2022-12-20,53.3655
2022-12-21,55.9248
2022-12-22,55.9843
2022-12-23,57.9047
2022-12-24,57.9047
2022-12-25,57.9047
2022-12-26,57.9047
2022-12-27,58.9077
2022-12-28,57.2567
2022-12-29,58.3095
2022-12-30,56.2397
2022-12-31,56.2397
2023-01-01,56.2397
2023-01-02,56.2397
2023-01-03,57.2264
2023-01-04,58.4334
2023-01-05,53.0282
2023-01-06,55.5257
2023-01-07,55.5257
2023-01-08,55.5257
2023-01-09,55.2099
2023-01-10,54.2523
2023-01-11,55.1802
2023-01-12,52.21
2023-01-13,52.1624
2023-01-14,52.1624
2023-01-15,52.1624
2023-01-16,52.1624
2023-01-17,51.5063
2023-01-18,46.3072
2023-01-19,43.8135
2023-01-20,45.4176
2023-01-21,45.4176
2023-01-22,45.4176
2023-01-23,44.903
2023-01-24,44.5814
2023-01-25,45.9822
2023-01-26,46.6301
2023-01-27,47.8252
2023-01-28,47.8252
2023-01-29,47.8252
2023-01-30,46.5448
2023-01-31,47.1863
2023-02-01,50.11
2023-02-02,49.5331
2023-02-03,46.4229
2023-02-04,46.4229
2023-02-05,46.4229
2023-02-06,47.9992
2023-02-07,47.631
2023-02-08,44.7671
2023-02-09,43.3661
2023-02-10,46.2244
2023-02-11,46.2244
2023-02-12,46.2244
2023-02-13,46.855
2023-02-14,45.7885
2023-02-15,46.1057
2023-02-16,44.082
2023-02-17,47.8915
2023-02-18,47.8915
2023-02-19,47.8915
2023-02-20,47.8915
2023-02-21,45.503
2023-02-22,44.8389
2023-02-23,43.7731
2023-02-24,43.389
2023-02-25,43.389
2023-02-26,43.389
2023-02-27,42.9772
2023-02-28,40.2525
2023-03-01,38.8144
2023-03-02,42.6791
2023-03-03,45.6765
2023-03-04,45.6765
2023-03-05,45.6765
2023-03-06,46.738
2023-03-07,44.7976
2023-03-08,45.8315
2023-03-09,45.4354
2023-03-10,44.099
2023-03-11,44.099
2023-03-12,44.099
2023-03-13,47.2809
2023-03-14,49.7972
2023-03-15,53.1021
2023-03-16,54.1015
2023-03-17,53.5489
2023-03-18,53.5489
