,WAT US Equity
2020-04-28,45.8458
2020-04-29,48.7913
2020-04-30,47.0402
2020-05-01,44.4357
2020-05-02,44.4357
2020-05-03,44.4357
2020-05-04,45.2617
2020-05-05,45.7797
2020-05-06,46.8978
2020-05-07,47.2383
2020-05-08,47.6042
2020-05-09,47.6042
2020-05-10,47.6042
2020-05-11,48.4656
2020-05-12,46.1642
2020-05-13,44.9739
2020-05-14,45.5579
2020-05-15,44.951
2020-05-16,44.951
2020-05-17,44.951
2020-05-18,48.7466
2020-05-19,47.2811
2020-05-20,47.7665
2020-05-21,47.7665
2020-05-22,48.3357
2020-05-23,48.3357
2020-05-24,48.3357
2020-05-25,48.3357
2020-05-26,50.8339
2020-05-27,52.9696
2020-05-28,52.5913
2020-05-29,53.2926
2020-05-30,53.2926
2020-05-31,53.2926
2020-06-01,53.215
2020-06-02,54.4233
2020-06-03,53.7842
2020-06-04,54.1633
2020-06-05,56.6685
2020-06-06,56.6685
2020-06-07,56.6685
2020-06-08,56.3228
2020-06-09,51.3728
2020-06-10,50.1858
2020-06-11,45.2014
2020-06-12,46.8835
2020-06-13,46.8835
2020-06-14,46.8835
2020-06-15,47.9389
2020-06-16,48.4726
2020-06-17,48.1127
2020-06-18,50.2542
2020-06-19,48.9311
2020-06-20,48.9311
2020-06-21,48.9311
2020-06-22,47.0199
2020-06-23,47.0288
2020-06-24,43.9036
2020-06-25,43.4669
2020-06-26,42.9512
2020-06-27,42.9512
2020-06-28,42.9512
2020-06-29,43.8665
2020-06-30,45.698
2020-07-01,45.5962
2020-07-02,45.9301
2020-07-03,45.9301
2020-07-04,45.9301
2020-07-05,45.9301
2020-07-06,47.6851
2020-07-07,48.1669
2020-07-08,48.0315
2020-07-09,49.8326
2020-07-10,49.8928
2020-07-11,49.8928
2020-07-12,49.8928
2020-07-13,52.1316
2020-07-14,54.3713
2020-07-15,62.8795
2020-07-16,63.8728
2020-07-17,64.7316
2020-07-18,64.7316
2020-07-19,64.7316
2020-07-20,64.7833
2020-07-21,62.4242
2020-07-22,62.7617
2020-07-23,63.6037
2020-07-24,61.7112
2020-07-25,61.7112
2020-07-26,61.7112
2020-07-27,63.2076
2020-07-28,60.9884
2020-07-29,57.3239
2020-07-30,55.4641
2020-07-31,55.6186
2020-08-01,55.6186
2020-08-02,55.6186
2020-08-03,55.5675
2020-08-04,54.051
2020-08-05,54.5211
2020-08-06,54.2341
2020-08-07,55.0054
2020-08-08,55.0054
2020-08-09,55.0054
2020-08-10,55.1755
2020-08-11,55.6117
2020-08-12,56.3536
2020-08-13,57.1974
2020-08-14,56.1929
2020-08-15,56.1929
2020-08-16,56.1929
2020-08-17,56.3317
2020-08-18,55.9257
2020-08-19,56.9052
2020-08-20,55.409
2020-08-21,56.219
2020-08-22,56.219
2020-08-23,56.219
2020-08-24,55.3782
2020-08-25,56.0031
2020-08-26,55.9669
2020-08-27,55.721
2020-08-28,56.7165
2020-08-29,56.7165
2020-08-30,56.7165
2020-08-31,55.8072
2020-09-01,52.643
2020-09-02,55.7353
2020-09-03,50.299
2020-09-04,48.5295
2020-09-05,48.5295
2020-09-06,48.5295
2020-09-07,48.5295
2020-09-08,47.5226
2020-09-09,48.733
2020-09-10,47.3964
2020-09-11,47.3357
2020-09-12,47.3357
2020-09-13,47.3357
2020-09-14,48.2621
2020-09-15,48.4912
2020-09-16,49.1826
2020-09-17,47.3123
2020-09-18,42.3394
2020-09-19,42.3394
2020-09-20,42.3394
2020-09-21,41.7347
2020-09-22,41.6627
2020-09-23,39.6826
2020-09-24,39.1733
2020-09-25,40.3449
2020-09-26,40.3449
2020-09-27,40.3449
2020-09-28,42.155
2020-09-29,42.2363
2020-09-30,44.0977
2020-10-01,44.0977
2020-10-02,44.274
2020-10-03,44.274
2020-10-04,44.274
2020-10-05,46.5643
2020-10-06,45.1928
2020-10-07,47.9385
2020-10-08,48.7946
2020-10-09,50.0385
2020-10-10,50.0385
2020-10-11,50.0385
2020-10-12,49.5206
2020-10-13,58.9206
2020-10-14,55.7271
2020-10-15,56.5899
2020-10-16,54.6915
2020-10-17,54.6915
2020-10-18,54.6915
2020-10-19,53.8081
2020-10-20,55.7382
2020-10-21,56.797
2020-10-22,60.5908
2020-10-23,60.5675
2020-10-24,60.5675
2020-10-25,60.5675
2020-10-26,59.2776
2020-10-27,61.181
2020-10-28,61.5931
2020-10-29,62.0103
2020-10-30,59.7235
2020-10-31,59.7235
2020-11-01,59.7235
2020-11-02,59.2322
2020-11-03,55.2444
2020-11-04,52.337
2020-11-05,55.1233
2020-11-06,57.7604
2020-11-07,57.7604
2020-11-08,57.7604
2020-11-09,61.6433
2020-11-10,58.0836
2020-11-11,56.652
2020-11-12,58.3313
2020-11-13,61.095
2020-11-14,61.095
2020-11-15,61.095
2020-11-16,60.5416
2020-11-17,60.0898
2020-11-18,55.7829
2020-11-19,56.6046
2020-11-20,55.9886
2020-11-21,55.9886
2020-11-22,55.9886
2020-11-23,57.5432
2020-11-24,59.3507
2020-11-25,55.7526
2020-11-26,55.7526
2020-11-27,56.51
2020-11-28,56.51
2020-11-29,56.51
2020-11-30,58.3142
2020-12-01,59.3316
2020-12-02,59.765
2020-12-03,58.0249
2020-12-04,60.4497
2020-12-05,60.4497
2020-12-06,60.4497
2020-12-07,59.5854
2020-12-08,60.8546
2020-12-09,60.7825
2020-12-10,61.9162
2020-12-11,60.9929
2020-12-12,60.9929
2020-12-13,60.9929
2020-12-14,61.1973
2020-12-15,62.8834
2020-12-16,61.4551
2020-12-17,65.1816
2020-12-18,64.8997
2020-12-19,64.8997
2020-12-20,64.8997
2020-12-21,62.5748
2020-12-22,61.7331
2020-12-23,61.7428
2020-12-24,62.1292
2020-12-25,62.1292
2020-12-26,62.1292
2020-12-27,62.1292
2020-12-28,62.0876
2020-12-29,61.0976
2020-12-30,60.8318
2020-12-31,61.8618
2021-01-01,61.8618
2021-01-02,61.8618
2021-01-03,61.8618
2021-01-04,63.3263
2021-01-05,65.9427
2021-01-06,68.9939
2021-01-07,67.501
2021-01-08,67.941
2021-01-09,67.941
2021-01-10,67.941
2021-01-11,69.6846
2021-01-12,69.8689
2021-01-13,68.2723
2021-01-14,66.525
2021-01-15,68.8797
2021-01-16,68.8797
2021-01-17,68.8797
2021-01-18,68.8797
2021-01-19,70.2702
2021-01-20,69.6339
2021-01-21,69.6874
2021-01-22,70.6582
2021-01-23,70.6582
2021-01-24,70.6582
2021-01-25,70.3914
2021-01-26,67.632
2021-01-27,63.4615
2021-01-28,63.765
2021-01-29,62.0846
2021-01-30,62.0846
2021-01-31,62.0846
2021-02-01,64.2211
2021-02-02,72.829
2021-02-03,65.5493
2021-02-04,67.2941
2021-02-05,65.3316
2021-02-06,65.3316
2021-02-07,65.3316
2021-02-08,65.6871
2021-02-09,64.4865
2021-02-10,64.9712
2021-02-11,64.1485
2021-02-12,64.5851
2021-02-13,64.5851
2021-02-14,64.5851
2021-02-15,64.5851
2021-02-16,63.5556
2021-02-17,63.5848
2021-02-18,62.2727
2021-02-19,62.6844
2021-02-20,62.6844
2021-02-21,62.6844
2021-02-22,61.2489
2021-02-23,60.5505
2021-02-24,61.0544
2021-02-25,59.7615
2021-02-26,56.5356
2021-02-27,56.5356
2021-02-28,56.5356
2021-03-01,58.23
2021-03-02,56.0759
2021-03-03,50.7526
2021-03-04,48.3635
2021-03-05,51.1223
2021-03-06,51.1223
2021-03-07,51.1223
2021-03-08,50.1032
2021-03-09,54.3619
2021-03-10,54.2245
2021-03-11,54.5501
2021-03-12,51.9698
2021-03-13,51.9698
2021-03-14,51.9698
2021-03-15,53.9831
2021-03-16,52.277
2021-03-17,51.3149
2021-03-18,51.6684
2021-03-19,51.6314
2021-03-20,51.6314
2021-03-21,51.6314
2021-03-22,53.3171
2021-03-23,52.7075
2021-03-24,51.6418
2021-03-25,53.9611
2021-03-26,58.2698
2021-03-27,58.2698
2021-03-28,58.2698
2021-03-29,59.6021
2021-03-30,58.5591
2021-03-31,59.3677
2021-04-01,59.6376
2021-04-02,59.6376
2021-04-03,59.6376
2021-04-04,59.6376
2021-04-05,64.4878
2021-04-06,66.9603
2021-04-07,62.9111
2021-04-08,65.7463
2021-04-09,66.7632
2021-04-10,66.7632
2021-04-11,66.7632
2021-04-12,66.6951
2021-04-13,66.9979
2021-04-14,59.7403
2021-04-15,60.9019
2021-04-16,60.9996
2021-04-17,60.9996
2021-04-18,60.9996
2021-04-19,60.3201
2021-04-20,58.7425
2021-04-21,60.8088
2021-04-22,62.1633
2021-04-23,62.8849
2021-04-24,62.8849
2021-04-25,62.8849
2021-04-26,61.4827
2021-04-27,61.43
2021-04-28,58.9272
2021-04-29,59.6684
2021-04-30,58.2109
2021-05-01,58.2109
2021-05-02,58.2109
2021-05-03,59.0425
2021-05-04,57.7738
2021-05-05,61.642
2021-05-06,61.8702
2021-05-07,64.1334
2021-05-08,64.1334
2021-05-09,64.1334
2021-05-10,65.2605
2021-05-11,64.0449
2021-05-12,56.3942
2021-05-13,61.0468
2021-05-14,59.257
2021-05-15,59.257
2021-05-16,59.257
2021-05-17,57.4813
2021-05-18,55.465
2021-05-19,56.0339
2021-05-20,58.0467
2021-05-21,58.3459
2021-05-22,58.3459
2021-05-23,58.3459
2021-05-24,60.267
2021-05-25,61.7123
2021-05-26,60.8981
2021-05-27,62.3657
2021-05-28,61.4765
2021-05-29,61.4765
2021-05-30,61.4765
2021-05-31,61.4765
2021-06-01,59.2762
2021-06-02,58.5307
2021-06-03,57.9868
2021-06-04,59.2423
2021-06-05,59.2423
2021-06-06,59.2423
2021-06-07,58.9062
2021-06-08,60.741
2021-06-09,62.6736
2021-06-10,64.7812
2021-06-11,65.7554
2021-06-12,65.7554
2021-06-13,65.7554
2021-06-14,65.4887
2021-06-15,67.4102
2021-06-16,67.8289
2021-06-17,68.9626
2021-06-18,66.2965
2021-06-19,66.2965
2021-06-20,66.2965
2021-06-21,66.1111
2021-06-22,67.2279
2021-06-23,67.6886
2021-06-24,65.9788
2021-06-25,61.3773
2021-06-26,61.3773
2021-06-27,61.3773
2021-06-28,63.7539
2021-06-29,64.1928
2021-06-30,64.3654
2021-07-01,66.3939
2021-07-02,67.8585
2021-07-03,67.8585
2021-07-04,67.8585
2021-07-05,67.8585
2021-07-06,69.0188
2021-07-07,70.9376
2021-07-08,71.0198
2021-07-09,72.1033
2021-07-10,72.1033
2021-07-11,72.1033
2021-07-12,72.1814
2021-07-13,71.2415
2021-07-14,72.2152
2021-07-15,72.4025
2021-07-16,71.1463
2021-07-17,71.1463
2021-07-18,71.1463
2021-07-19,65.39
2021-07-20,68.5146
2021-07-21,67.5132
2021-07-22,69.5754
2021-07-23,71.7262
2021-07-24,71.7262
2021-07-25,71.7262
2021-07-26,70.0991
2021-07-27,67.584
2021-07-28,69.857
2021-07-29,71.1611
2021-07-30,70.3672
2021-07-31,70.3672
2021-08-01,70.3672
2021-08-02,69.7288
2021-08-03,70.5634
2021-08-04,71.2698
2021-08-05,72.1251
2021-08-06,70.8055
2021-08-07,70.8055
2021-08-08,70.8055
2021-08-09,69.504
2021-08-10,69.8939
2021-08-11,70.7833
2021-08-12,71.8368
2021-08-13,72.9565
2021-08-14,72.9565
2021-08-15,72.9565
2021-08-16,73.7405
2021-08-17,72.2184
2021-08-18,68.3141
2021-08-19,69.6154
2021-08-20,67.7909
2021-08-21,67.7909
2021-08-22,67.7909
2021-08-23,67.9672
2021-08-24,67.5988
2021-08-25,69.2329
2021-08-26,69.3157
2021-08-27,69.3157
2021-08-28,69.3157
2021-08-29,69.3157
2021-08-30,71.2108
2021-08-31,71.5168
2021-09-01,72.1857
2021-09-02,73.7439
2021-09-03,74.3665
2021-09-04,74.3665
2021-09-05,74.3665
2021-09-06,74.3665
2021-09-07,74.0118
2021-09-08,74.5265
2021-09-09,72.2211
2021-09-10,70.6684
2021-09-11,70.6684
2021-09-12,70.6684
2021-09-13,58.6405
2021-09-14,61.1705
2021-09-15,61.307
2021-09-16,55.4805
2021-09-17,53.8315
2021-09-18,53.8315
2021-09-19,53.8315
2021-09-20,53.43
2021-09-21,51.5345
2021-09-22,53.1462
2021-09-23,56.0184
2021-09-24,51.733
2021-09-25,51.733
2021-09-26,51.733
2021-09-27,46.2301
2021-09-28,41.3153
2021-09-29,40.7626
2021-09-30,38.3219
2021-10-01,37.8453
2021-10-02,37.8453
2021-10-03,37.8453
2021-10-04,35.515
2021-10-05,36.3987
2021-10-06,34.8234
2021-10-07,36.1668
2021-10-08,35.3454
2021-10-09,35.3454
2021-10-10,35.3454
2021-10-11,34.7782
2021-10-12,34.0369
2021-10-13,35.481
2021-10-14,37.338
2021-10-15,37.2655
2021-10-16,37.2655
2021-10-17,37.2655
2021-10-18,38.8515
2021-10-19,39.837
2021-10-20,43.1539
2021-10-21,45.5211
2021-10-22,47.1195
2021-10-23,47.1195
2021-10-24,47.1195
2021-10-25,48.0661
2021-10-26,46.2152
2021-10-27,45.8555
2021-10-28,45.9387
2021-10-29,48.9035
2021-10-30,48.9035
2021-10-31,48.9035
2021-11-01,47.6201
2021-11-02,41.6017
2021-11-03,41.133
2021-11-04,40.7757
2021-11-05,39.5944
2021-11-06,39.5944
2021-11-07,39.5944
2021-11-08,43.0198
2021-11-09,43.1316
2021-11-10,43.7965
2021-11-11,43.4086
2021-11-12,46.5451
2021-11-13,46.5451
2021-11-14,46.5451
2021-11-15,42.2644
2021-11-16,43.8712
2021-11-17,41.8068
2021-11-18,41.5027
2021-11-19,44.9991
2021-11-20,44.9991
2021-11-21,44.9991
2021-11-22,43.8015
2021-11-23,42.4286
2021-11-24,43.0235
2021-11-25,43.0235
2021-11-26,41.0813
2021-11-27,41.0813
2021-11-28,41.0813
2021-11-29,42.4594
2021-11-30,38.1129
2021-12-01,38.3265
2021-12-02,41.0196
2021-12-03,40.1458
2021-12-04,40.1458
2021-12-05,40.1458
2021-12-06,42.5259
2021-12-07,45.9922
2021-12-08,47.0342
2021-12-09,45.9743
2021-12-10,44.9523
2021-12-11,44.9523
2021-12-12,44.9523
2021-12-13,46.5424
2021-12-14,45.5922
2021-12-15,49.455
2021-12-16,49.067
2021-12-17,48.367
2021-12-18,48.367
2021-12-19,48.367
2021-12-20,47.9051
2021-12-21,48.8881
2021-12-22,53.6725
2021-12-23,53.9216
2021-12-24,53.9216
2021-12-25,53.9216
2021-12-26,53.9216
2021-12-27,56.1368
2021-12-28,56.099
2021-12-29,57.3225
2021-12-30,57.763
2021-12-31,57.9854
2022-01-01,57.9854
2022-01-02,57.9854
2022-01-03,53.9926
2022-01-04,50.3312
2022-01-05,47.9895
2022-01-06,48.7866
2022-01-07,46.5677
2022-01-08,46.5677
2022-01-09,46.5677
2022-01-10,45.7886
2022-01-11,45.5481
2022-01-12,45.3061
2022-01-13,42.9897
2022-01-14,41.4211
2022-01-15,41.4211
2022-01-16,41.4211
2022-01-17,41.4211
2022-01-18,38.5426
2022-01-19,38.2324
2022-01-20,35.6911
2022-01-21,37.2003
2022-01-22,37.2003
2022-01-23,37.2003
2022-01-24,39.1202
2022-01-25,35.2973
2022-01-26,34.7714
2022-01-27,34.2159
2022-01-28,39.495
2022-01-29,39.495
2022-01-30,39.495
2022-01-31,40.9929
2022-02-01,42.6554
2022-02-02,45.5013
2022-02-03,44.9503
2022-02-04,43.9773
2022-02-05,43.9773
2022-02-06,43.9773
2022-02-07,43.9664
2022-02-08,45.3893
2022-02-09,48.1574
2022-02-10,45.6483
2022-02-11,43.1952
2022-02-12,43.1952
2022-02-13,43.1952
2022-02-14,41.9329
2022-02-15,42.7929
2022-02-16,42.6728
2022-02-17,41.0658
2022-02-18,41.6613
2022-02-19,41.6613
2022-02-20,41.6613
2022-02-21,41.6613
2022-02-22,41.0534
2022-02-23,38.3498
2022-02-24,41.3204
2022-02-25,46.3969
2022-02-26,46.3969
2022-02-27,46.3969
2022-02-28,43.9678
2022-03-01,42.9132
2022-03-02,43.8844
2022-03-03,46.3462
2022-03-04,46.9866
2022-03-05,46.9866
2022-03-06,46.9866
2022-03-07,44.2137
2022-03-08,41.5273
2022-03-09,47.1955
2022-03-10,46.696
2022-03-11,44.5302
2022-03-12,44.5302
2022-03-13,44.5302
2022-03-14,43.9033
2022-03-15,46.4147
2022-03-16,49.9604
2022-03-17,51.2504
2022-03-18,53.6721
2022-03-19,53.6721
2022-03-20,53.6721
2022-03-21,53.6496
2022-03-22,54.2189
2022-03-23,48.5071
2022-03-24,48.9435
2022-03-25,49.2495
2022-03-26,49.2495
2022-03-27,49.2495
2022-03-28,49.9141
2022-03-29,49.5565
2022-03-30,47.6922
2022-03-31,43.9625
2022-04-01,43.3986
2022-04-02,43.3986
2022-04-03,43.3986
2022-04-04,44.1075
2022-04-05,42.5279
2022-04-06,42.147
2022-04-07,46.1125
2022-04-08,45.5645
2022-04-09,45.5645
2022-04-10,45.5645
2022-04-11,42.506
2022-04-12,39.9883
2022-04-13,41.906
2022-04-14,40.9758
2022-04-15,40.9758
2022-04-16,40.9758
2022-04-17,40.9758
2022-04-18,40.1124
2022-04-19,43.5614
2022-04-20,48.2671
2022-04-21,46.3193
2022-04-22,43.1698
2022-04-23,43.1698
2022-04-24,43.1698
2022-04-25,43.1033
2022-04-26,41.1051
2022-04-27,42.9297
2022-04-28,47.2145
2022-04-29,46.3124
2022-04-30,46.3124
2022-05-01,46.3124
2022-05-02,46.1241
2022-05-03,53.6064
2022-05-04,57.4738
2022-05-05,54.6735
2022-05-06,53.1328
2022-05-07,53.1328
2022-05-08,53.1328
2022-05-09,49.9413
2022-05-10,51.2782
2022-05-11,48.7198
2022-05-12,49.3328
2022-05-13,51.0431
2022-05-14,51.0431
2022-05-15,51.0431
2022-05-16,51.1775
2022-05-17,53.9783
2022-05-18,53.4932
2022-05-19,51.6642
2022-05-20,50.2991
2022-05-21,50.2991
2022-05-22,50.2991
2022-05-23,50.9068
2022-05-24,49.8484
2022-05-25,47.2098
2022-05-26,50.5995
2022-05-27,54.403
2022-05-28,54.403
2022-05-29,54.403
2022-05-30,54.403
2022-05-31,52.4452
2022-06-01,50.8091
2022-06-02,53.5466
2022-06-03,54.9283
2022-06-04,54.9283
2022-06-05,54.9283
2022-06-06,54.4103
2022-06-07,55.7156
2022-06-08,54.5565
2022-06-09,54.046
2022-06-10,51.968
2022-06-11,51.968
2022-06-12,51.968
2022-06-13,49.4622
2022-06-14,49.7437
2022-06-15,50.5035
2022-06-16,48.8034
2022-06-17,46.8824
2022-06-18,46.8824
2022-06-19,46.8824
2022-06-20,46.8824
2022-06-21,46.2802
2022-06-22,47.333
2022-06-23,50.0709
2022-06-24,52.0225
2022-06-25,52.0225
2022-06-26,52.0225
2022-06-27,52.4693
2022-06-28,52.2268
2022-06-29,52.2724
2022-06-30,52.6758
2022-07-01,54.3837
2022-07-02,54.3837
2022-07-03,54.3837
2022-07-04,54.3837
2022-07-05,55.1682
2022-07-06,55.9073
2022-07-07,56.0995
2022-07-08,57.0562
2022-07-09,57.0562
2022-07-10,57.0562
2022-07-11,58.109
2022-07-12,54.891
2022-07-13,53.118
2022-07-14,50.4421
2022-07-15,52.1671
2022-07-16,52.1671
2022-07-17,52.1671
2022-07-18,48.7527
2022-07-19,51.0526
2022-07-20,50.7775
2022-07-21,56.3208
2022-07-22,55.0756
2022-07-23,55.0756
2022-07-24,55.0756
2022-07-25,54.8313
2022-07-26,55.9775
2022-07-27,57.6172
2022-07-28,59.3067
2022-07-29,59.8111
2022-07-30,59.8111
2022-07-31,59.8111
2022-08-01,60.1933
2022-08-02,51.8101
2022-08-03,51.3162
2022-08-04,50.0398
2022-08-05,51.0057
2022-08-06,51.0057
2022-08-07,51.0057
2022-08-08,49.3017
2022-08-09,46.9364
2022-08-10,49.0526
2022-08-11,49.3013
2022-08-12,50.3909
2022-08-13,50.3909
2022-08-14,50.3909
2022-08-15,49.3365
2022-08-16,48.561
2022-08-17,50.516
2022-08-18,49.2005
2022-08-19,48.2148
2022-08-20,48.2148
2022-08-21,48.2148
2022-08-22,45.1893
2022-08-23,44.4164
2022-08-24,45.1323
2022-08-25,46.3322
2022-08-26,41.0634
2022-08-27,41.0634
2022-08-28,41.0634
2022-08-29,41.5497
2022-08-30,40.8423
2022-08-31,40.6403
2022-09-01,41.3054
2022-09-02,40.7574
2022-09-03,40.7574
2022-09-04,40.7574
2022-09-05,40.7574
2022-09-06,40.6393
2022-09-07,42.5193
2022-09-08,44.8465
2022-09-09,46.2116
2022-09-10,46.2116
2022-09-11,46.2116
2022-09-12,47.5831
2022-09-13,42.7339
2022-09-14,42.2111
2022-09-15,41.5765
2022-09-16,38.4717
2022-09-17,38.4717
2022-09-18,38.4717
2022-09-19,40.9881
2022-09-20,38.8534
2022-09-21,38.5983
2022-09-22,37.1853
2022-09-23,37.3402
2022-09-24,37.3402
2022-09-25,37.3402
2022-09-26,36.882
2022-09-27,36.0993
2022-09-28,37.0871
2022-09-29,37.8827
2022-09-30,36.5538
2022-10-01,36.5538
2022-10-02,36.5538
2022-10-03,39.942
2022-10-04,44.2176
2022-10-05,45.1996
2022-10-06,44.1966
2022-10-07,41.0328
2022-10-08,41.0328
2022-10-09,41.0328
2022-10-10,39.8991
2022-10-11,39.8266
2022-10-12,39.4776
2022-10-13,41.9909
2022-10-14,40.667
2022-10-15,40.667
2022-10-16,40.667
2022-10-17,43.6288
2022-10-18,45.2837
2022-10-19,43.2904
2022-10-20,42.5977
2022-10-21,45.3355
2022-10-22,45.3355
2022-10-23,45.3355
2022-10-24,47.2712
2022-10-25,50.4937
2022-10-26,52.0794
2022-10-27,51.8107
2022-10-28,52.3784
2022-10-29,52.3784
2022-10-30,52.3784
2022-10-31,51.1074
2022-11-01,53.8377
2022-11-02,49.77
2022-11-03,50.8181
2022-11-04,52.7799
2022-11-05,52.7799
2022-11-06,52.7799
2022-11-07,53.2201
2022-11-08,55.1033
2022-11-09,53.9811
2022-11-10,60.1481
2022-11-11,60.1481
2022-11-12,60.1481
2022-11-13,60.1481
2022-11-14,57.9271
2022-11-15,58.954
2022-11-16,58.8552
2022-11-17,55.2722
2022-11-18,55.6601
2022-11-19,55.6601
2022-11-20,55.6601
2022-11-21,56.164
2022-11-22,59.9918
2022-11-23,59.0821
2022-11-24,59.0821
2022-11-25,59.987
2022-11-26,59.987
2022-11-27,59.987
2022-11-28,57.5406
2022-11-29,57.002
2022-11-30,61.282
2022-12-01,61.3619
2022-12-02,61.4715
2022-12-03,61.4715
2022-12-04,61.4715
2022-12-05,58.6995
2022-12-06,57.6734
2022-12-07,58.5207
2022-12-08,59.1857
2022-12-09,56.6377
2022-12-10,56.6377
2022-12-11,56.6377
2022-12-12,57.8852
2022-12-13,58.9462
2022-12-14,58.6818
2022-12-15,58.0438
2022-12-16,56.4161
2022-12-17,56.4161
2022-12-18,56.4161
2022-12-19,55.9314
2022-12-20,56.5338
2022-12-21,58.9444
2022-12-22,57.8667
2022-12-23,58.6116
2022-12-24,58.6116
2022-12-25,58.6116
2022-12-26,58.6116
2022-12-27,58.5526
2022-12-28,55.9449
2022-12-29,57.6771
2022-12-30,56.2176
2022-12-31,56.2176
2023-01-01,56.2176
2023-01-02,56.2176
2023-01-03,57.2386
2023-01-04,58.6247
2023-01-05,57.3638
2023-01-06,47.7415
2023-01-07,47.7415
2023-01-08,47.7415
2023-01-09,47.145
2023-01-10,52.4221
2023-01-11,54.4604
2023-01-12,52.0737
2023-01-13,53.1061
2023-01-14,53.1061
2023-01-15,53.1061
2023-01-16,53.1061
2023-01-17,50.8177
2023-01-18,49.7272
2023-01-19,50.7521
2023-01-20,52.8695
2023-01-21,52.8695
2023-01-22,52.8695
2023-01-23,54.3668
2023-01-24,51.087
2023-01-25,51.1909
2023-01-26,50.9128
2023-01-27,50.7701
2023-01-28,50.7701
2023-01-29,50.7701
2023-01-30,47.7929
2023-01-31,49.2806
2023-02-01,52.3939
2023-02-02,54.3008
2023-02-03,53.2874
2023-02-04,53.2874
2023-02-05,53.2874
2023-02-06,51.7622
2023-02-07,53.8331
2023-02-08,53.3513
2023-02-09,51.3571
2023-02-10,50.3558
2023-02-11,50.3558
2023-02-12,50.3558
2023-02-13,52.1169
2023-02-14,52.2067
2023-02-15,51.3139
2023-02-16,47.9585
2023-02-17,48.4684
2023-02-18,48.4684
2023-02-19,48.4684
2023-02-20,48.4684
2023-02-21,45.6491
2023-02-22,45.992
2023-02-23,46.7489
2023-02-24,43.828
2023-02-25,43.828
2023-02-26,43.828
2023-02-27,42.6025
2023-02-28,42.9523
2023-03-01,42.4361
2023-03-02,47.276
2023-03-03,49.2901
2023-03-04,49.2901
2023-03-05,49.2901
2023-03-06,47.4914
2023-03-07,43.6201
2023-03-08,43.8822
2023-03-09,43.7389
2023-03-10,42.4014
2023-03-11,42.4014
2023-03-12,42.4014
2023-03-13,42.9686
2023-03-14,45.1506
2023-03-15,42.0965
2023-03-16,44.2409
2023-03-17,41.7906
2023-03-18,41.7906
