,WBA US Equity
2020-05-17,40.9608
2020-05-18,44.8992
2020-05-19,44.1078
2020-05-20,44.6977
2020-05-21,44.1891
2020-05-22,43.99
2020-05-23,43.99
2020-05-24,43.99
2020-05-25,43.99
2020-05-26,48.1181
2020-05-27,49.3402
2020-05-28,47.7041
2020-05-29,49.3943
2020-05-30,49.3943
2020-05-31,49.3943
2020-06-01,49.9372
2020-06-02,50.32
2020-06-03,50.4142
2020-06-04,51.352
2020-06-05,53.139
2020-06-06,53.139
2020-06-07,53.139
2020-06-08,55.5898
2020-06-09,52.6234
2020-06-10,51.0053
2020-06-11,45.8562
2020-06-12,46.8777
2020-06-13,46.8777
2020-06-14,46.8777
2020-06-15,47.0209
2020-06-16,48.0824
2020-06-17,48.0824
2020-06-18,47.8183
2020-06-19,51.3168
2020-06-20,51.3168
2020-06-21,51.3168
2020-06-22,49.8846
2020-06-23,49.1983
2020-06-24,46.6654
2020-06-25,48.1309
2020-06-26,46.8006
2020-06-27,46.8006
2020-06-28,46.8006
2020-06-29,48.738
2020-06-30,48.8553
2020-07-01,46.4821
2020-07-02,48.372
2020-07-03,48.372
2020-07-04,48.372
2020-07-05,48.372
2020-07-06,50.3189
2020-07-07,48.8023
2020-07-08,48.9209
2020-07-09,43.9824
2020-07-10,45.8945
2020-07-11,45.8945
2020-07-12,45.8945
2020-07-13,45.1194
2020-07-14,46.0446
2020-07-15,47.038
2020-07-16,48.1976
2020-07-17,48.3199
2020-07-18,48.3199
2020-07-19,48.3199
2020-07-20,46.7539
2020-07-21,46.6724
2020-07-22,47.2055
2020-07-23,46.6031
2020-07-24,46.9433
2020-07-25,46.9433
2020-07-26,46.9433
2020-07-27,45.7546
2020-07-28,47.4794
2020-07-29,48.4484
2020-07-30,47.467
2020-07-31,47.6148
2020-08-01,47.6148
2020-08-02,47.6148
2020-08-03,48.4083
2020-08-04,48.1027
2020-08-05,47.8527
2020-08-06,48.039
2020-08-07,49.5081
2020-08-08,49.5081
2020-08-09,49.5081
2020-08-10,52.4652
2020-08-11,50.174
2020-08-12,50.1067
2020-08-13,48.2774
2020-08-14,50.3581
2020-08-15,50.3581
2020-08-16,50.3581
2020-08-17,48.7205
2020-08-18,48.8448
2020-08-19,47.683
2020-08-20,46.4723
2020-08-21,45.9139
2020-08-22,45.9139
2020-08-23,45.9139
2020-08-24,46.6565
2020-08-25,46.0953
2020-08-26,44.1937
2020-08-27,46.0522
2020-08-28,44.7185
2020-08-29,44.7185
2020-08-30,44.7185
2020-08-31,43.0722
2020-09-01,40.4492
2020-09-02,41.6455
2020-09-03,41.4773
2020-09-04,41.0486
2020-09-05,41.0486
2020-09-06,41.0486
2020-09-07,41.0486
2020-09-08,39.3852
2020-09-09,37.8777
2020-09-10,36.5651
2020-09-11,36.6652
2020-09-12,36.6652
2020-09-13,36.6652
2020-09-14,38.0483
2020-09-15,38.5897
2020-09-16,41.905
2020-09-17,44.7464
2020-09-18,44.075
2020-09-19,44.075
2020-09-20,44.075
2020-09-21,41.4552
2020-09-22,41.2992
2020-09-23,39.8377
2020-09-24,39.7715
2020-09-25,41.1207
2020-09-26,41.1207
2020-09-27,41.1207
2020-09-28,43.2258
2020-09-29,41.5683
2020-09-30,43.3276
2020-10-01,43.203
2020-10-02,42.9475
2020-10-03,42.9475
2020-10-04,42.9475
2020-10-05,45.7681
2020-10-06,43.9945
2020-10-07,45.7474
2020-10-08,47.5706
2020-10-09,45.5763
2020-10-10,45.5763
2020-10-11,45.5763
2020-10-12,47.4193
2020-10-13,45.3977
2020-10-14,44.6882
2020-10-15,49.8802
2020-10-16,49.2445
2020-10-17,49.2445
2020-10-18,49.2445
2020-10-19,48.0329
2020-10-20,49.5504
2020-10-21,49.2642
2020-10-22,49.6254
2020-10-23,51.2122
2020-10-24,51.2122
2020-10-25,51.2122
2020-10-26,48.7257
2020-10-27,45.4012
2020-10-28,41.9509
2020-10-29,39.589
2020-10-30,41.2519
2020-10-31,41.2519
2020-11-01,41.2519
2020-11-02,46.3893
2020-11-03,50.4373
2020-11-04,47.8921
2020-11-05,50.8404
2020-11-06,50.3157
2020-11-07,50.3157
2020-11-08,50.3157
2020-11-09,55.6428
2020-11-10,60.2159
2020-11-11,58.0205
2020-11-12,56.4529
2020-11-13,59.7133
2020-11-14,59.7133
2020-11-15,59.7133
2020-11-16,61.8314
2020-11-17,53.024
2020-11-18,50.9525
2020-11-19,50.2853
2020-11-20,49.7181
2020-11-21,49.7181
2020-11-22,49.7181
2020-11-23,50.5298
2020-11-24,51.5016
2020-11-25,52.4851
2020-11-26,52.4851
2020-11-27,52.3454
2020-11-28,52.3454
2020-11-29,52.3454
2020-11-30,50.3825
2020-12-01,51.2422
2020-12-02,53.7827
2020-12-03,58.6013
2020-12-04,59.4668
2020-12-05,59.4668
2020-12-06,59.4668
2020-12-07,57.4046
2020-12-08,56.4946
2020-12-09,56.0352
2020-12-10,55.7792
2020-12-11,55.5169
2020-12-12,55.5169
2020-12-13,55.5169
2020-12-14,55.4045
2020-12-15,55.0588
2020-12-16,53.028
2020-12-17,53.8977
2020-12-18,53.4556
2020-12-19,53.4556
2020-12-20,53.4556
2020-12-21,53.4078
2020-12-22,50.1659
2020-12-23,51.4719
2020-12-24,50.8969
2020-12-25,50.8969
2020-12-26,50.8969
2020-12-27,50.8969
2020-12-28,50.9876
2020-12-29,50.3864
2020-12-30,50.2149
2020-12-31,51.5314
2021-01-01,51.5314
2021-01-02,51.5314
2021-01-03,51.5314
2021-01-04,54.9967
2021-01-05,54.3619
2021-01-06,58.2467
2021-01-07,62.2146
2021-01-08,62.0777
2021-01-09,62.0777
2021-01-10,62.0777
2021-01-11,65.9372
2021-01-12,66.3076
2021-01-13,67.6781
2021-01-14,68.197
2021-01-15,67.0253
2021-01-16,67.0253
2021-01-17,67.0253
2021-01-18,67.0253
2021-01-19,64.8079
2021-01-20,64.6355
2021-01-21,61.7474
2021-01-22,62.395
2021-01-23,62.395
2021-01-24,62.395
2021-01-25,63.0255
2021-01-26,65.2567
2021-01-27,68.1452
2021-01-28,66.7038
2021-01-29,65.4717
2021-01-30,65.4717
2021-01-31,65.4717
2021-02-01,61.5857
2021-02-02,60.5644
2021-02-03,61.3465
2021-02-04,61.9741
2021-02-05,62.8839
2021-02-06,62.8839
2021-02-07,62.8839
2021-02-08,63.0869
2021-02-09,63.2084
2021-02-10,65.8793
2021-02-11,61.5981
2021-02-12,62.0433
2021-02-13,62.0433
2021-02-14,62.0433
2021-02-15,62.0433
2021-02-16,58.6862
2021-02-17,59.4549
2021-02-18,58.9841
2021-02-19,58.8166
2021-02-20,58.8166
2021-02-21,58.8166
2021-02-22,58.8166
2021-02-23,57.5054
2021-02-24,59.0984
2021-02-25,56.5035
2021-02-26,55.5503
2021-02-27,55.5503
2021-02-28,55.5503
2021-03-01,55.3231
2021-03-02,54.1491
2021-03-03,54.6109
2021-03-04,52.3985
2021-03-05,53.2634
2021-03-06,53.2634
2021-03-07,53.2634
2021-03-08,56.3518
2021-03-09,56.2917
2021-03-10,60.7536
2021-03-11,62.6675
2021-03-12,65.6002
2021-03-13,65.6002
2021-03-14,65.6002
2021-03-15,68.3964
2021-03-16,67.3499
2021-03-17,65.4901
2021-03-18,61.4608
2021-03-19,61.0169
2021-03-20,61.0169
2021-03-21,61.0169
2021-03-22,62.0275
2021-03-23,59.0282
2021-03-24,58.3525
2021-03-25,58.1596
2021-03-26,58.8034
2021-03-27,58.8034
2021-03-28,58.8034
2021-03-29,60.418
2021-03-30,60.6708
2021-03-31,64.1672
2021-04-01,63.7095
2021-04-02,63.7095
2021-04-03,63.7095
2021-04-04,63.7095
2021-04-05,67.0343
2021-04-06,63.7902
2021-04-07,63.4437
2021-04-08,61.1806
2021-04-09,59.4856
2021-04-10,59.4856
2021-04-11,59.4856
2021-04-12,60.4518
2021-04-13,60.1663
2021-04-14,59.7867
2021-04-15,57.6168
2021-04-16,56.4303
2021-04-17,56.4303
2021-04-18,56.4303
2021-04-19,57.4869
2021-04-20,56.1923
2021-04-21,57.7454
2021-04-22,53.67
2021-04-23,54.6608
2021-04-24,54.6608
2021-04-25,54.6608
2021-04-26,53.8752
2021-04-27,53.2744
2021-04-28,52.9688
2021-04-29,53.8036
2021-04-30,54.7096
2021-05-01,54.7096
2021-05-02,54.7096
2021-05-03,57.5418
2021-05-04,56.9888
2021-05-05,57.8045
2021-05-06,57.7721
2021-05-07,57.9427
2021-05-08,57.9427
2021-05-09,57.9427
2021-05-10,59.3504
2021-05-11,56.42
2021-05-12,52.7068
2021-05-13,55.485
2021-05-14,56.844
2021-05-15,56.844
2021-05-16,56.844
2021-05-17,58.21
2021-05-18,58.0811
2021-05-19,56.6214
2021-05-20,57.2626
2021-05-21,57.9617
2021-05-22,57.9617
2021-05-23,57.9617
2021-05-24,57.7871
2021-05-25,55.5704
2021-05-26,48.9534
2021-05-27,51.7609
2021-05-28,50.6967
2021-05-29,50.6967
2021-05-30,50.6967
2021-05-31,50.6967
2021-06-01,51.1885
2021-06-02,53.8096
2021-06-03,56.1239
2021-06-04,56.3166
2021-06-05,56.3166
2021-06-06,56.3166
2021-06-07,55.4042
2021-06-08,53.6672
2021-06-09,51.9521
2021-06-10,56.676
2021-06-11,56.676
2021-06-12,56.676
2021-06-13,56.676
2021-06-14,54.0158
2021-06-15,53.4554
2021-06-16,50.7874
2021-06-17,49.4156
2021-06-18,44.5151
2021-06-19,44.5151
2021-06-20,44.5151
2021-06-21,47.4954
2021-06-22,47.1111
2021-06-23,47.9551
2021-06-24,48.0105
2021-06-25,48.1815
2021-06-26,48.1815
2021-06-27,48.1815
2021-06-28,48.3281
2021-06-29,47.7138
2021-06-30,49.5823
2021-07-01,40.2275
2021-07-02,39.169
2021-07-03,39.169
2021-07-04,39.169
2021-07-05,39.169
2021-07-06,38.2625
2021-07-07,37.8575
2021-07-08,36.3963
2021-07-09,38.5934
2021-07-10,38.5934
2021-07-11,38.5934
2021-07-12,39.0354
2021-07-13,38.5637
2021-07-14,37.6628
2021-07-15,36.4033
2021-07-16,35.9492
2021-07-17,35.9492
2021-07-18,35.9492
2021-07-19,35.0832
2021-07-20,36.8013
2021-07-21,38.9263
2021-07-22,38.5308
2021-07-23,38.674
2021-07-24,38.674
2021-07-25,38.674
2021-07-26,41.2242
2021-07-27,40.1916
2021-07-28,41.2188
2021-07-29,41.0428
2021-07-30,41.4492
2021-07-31,41.4492
2021-08-01,41.4492
2021-08-02,40.6068
2021-08-03,43.0754
2021-08-04,40.5648
2021-08-05,42.0004
2021-08-06,42.6253
2021-08-07,42.6253
2021-08-08,42.6253
2021-08-09,43.8764
2021-08-10,47.3355
2021-08-11,51.3752
2021-08-12,50.1415
2021-08-13,50.0482
2021-08-14,50.0482
2021-08-15,50.0482
2021-08-16,49.5714
2021-08-17,49.5714
2021-08-18,49.1703
2021-08-19,45.9576
2021-08-20,48.5838
2021-08-21,48.5838
2021-08-22,48.5838
2021-08-23,49.2975
2021-08-24,48.731
2021-08-25,49.8187
2021-08-26,47.1168
2021-08-27,49.3616
2021-08-28,49.3616
2021-08-29,49.3616
2021-08-30,49.8775
2021-08-31,56.3751
2021-09-01,54.7811
2021-09-02,58.6946
2021-09-03,57.0159
2021-09-04,57.0159
2021-09-05,57.0159
2021-09-06,57.0159
2021-09-07,56.0347
2021-09-08,56.2763
2021-09-09,54.4868
2021-09-10,50.8819
2021-09-11,50.8819
2021-09-12,50.8819
2021-09-13,50.056
2021-09-14,47.2359
2021-09-15,52.6928
2021-09-16,52.1641
2021-09-17,51.2189
2021-09-18,51.2189
2021-09-19,51.2189
2021-09-20,47.8029
2021-09-21,46.7973
2021-09-22,46.7705
2021-09-23,48.152
2021-09-24,47.7249
2021-09-25,47.7249
2021-09-26,47.7249
2021-09-27,49.2462
2021-09-28,47.1877
2021-09-29,49.1094
2021-09-30,44.6132
2021-10-01,43.9858
2021-10-02,43.9858
2021-10-03,43.9858
2021-10-04,43.7061
2021-10-05,45.0215
2021-10-06,44.537
2021-10-07,47.5841
2021-10-08,46.2693
2021-10-09,46.2693
2021-10-10,46.2693
2021-10-11,46.3997
2021-10-12,46.3997
2021-10-13,45.9226
2021-10-14,56.1533
2021-10-15,50.9026
2021-10-16,50.9026
2021-10-17,50.9026
2021-10-18,49.5552
2021-10-19,48.558
2021-10-20,49.5807
2021-10-21,51.5474
2021-10-22,51.162
2021-10-23,51.162
2021-10-24,51.162
2021-10-25,51.7485
2021-10-26,49.2196
2021-10-27,46.1675
2021-10-28,46.1178
2021-10-29,45.9132
2021-10-30,45.9132
2021-10-31,45.9132
2021-11-01,46.8283
2021-11-02,48.1296
2021-11-03,52.2873
2021-11-04,53.0242
2021-11-05,54.8038
2021-11-06,54.8038
2021-11-07,54.8038
2021-11-08,53.8856
2021-11-09,51.5053
2021-11-10,51.1257
2021-11-11,53.7567
2021-11-12,53.9635
2021-11-13,53.9635
2021-11-14,53.9635
2021-11-15,52.9519
2021-11-16,50.9453
2021-11-17,48.7125
2021-11-18,48.7431
2021-11-19,46.3421
2021-11-20,46.3421
2021-11-21,46.3421
2021-11-22,47.4265
2021-11-23,47.6518
2021-11-24,45.436
2021-11-25,45.436
2021-11-26,43.4804
2021-11-27,43.4804
2021-11-28,43.4804
2021-11-29,44.1026
2021-11-30,40.7985
2021-12-01,38.2944
2021-12-02,41.3953
2021-12-03,47.2185
2021-12-04,47.2185
2021-12-05,47.2185
2021-12-06,51.809
2021-12-07,51.6253
2021-12-08,52.3001
2021-12-09,53.9492
2021-12-10,54.7463
2021-12-11,54.7463
2021-12-12,54.7463
2021-12-13,53.6974
2021-12-14,54.1518
2021-12-15,55.0144
2021-12-16,53.7828
2021-12-17,52.5358
2021-12-18,52.5358
2021-12-19,52.5358
2021-12-20,52.4744
2021-12-21,55.5132
2021-12-22,56.6549
2021-12-23,56.8332
2021-12-24,56.8332
2021-12-25,56.8332
2021-12-26,56.8332
2021-12-27,57.4793
2021-12-28,59.2463
2021-12-29,61.2001
2021-12-30,60.2526
2021-12-31,60.6645
2022-01-01,60.6645
2022-01-02,60.6645
2022-01-03,62.7772
2022-01-04,63.7179
2022-01-05,64.8555
2022-01-06,59.1043
2022-01-07,62.215
2022-01-08,62.215
2022-01-09,62.215
2022-01-10,61.8327
2022-01-11,63.1117
2022-01-12,61.6165
2022-01-13,62.2336
2022-01-14,62.4787
2022-01-15,62.4787
2022-01-16,62.4787
2022-01-17,62.4787
2022-01-18,59.6391
2022-01-19,59.6634
2022-01-20,58.3898
2022-01-21,55.9878
2022-01-22,55.9878
2022-01-23,55.9878
2022-01-24,55.5705
2022-01-25,51.014
2022-01-26,47.4523
2022-01-27,48.1825
2022-01-28,49.572
2022-01-29,49.572
2022-01-30,49.572
2022-01-31,47.5642
2022-02-01,47.5357
2022-02-02,49.5945
2022-02-03,46.9658
2022-02-04,44.5499
2022-02-05,44.5499
2022-02-06,44.5499
2022-02-07,46.1111
2022-02-08,48.2639
2022-02-09,48.8676
2022-02-10,46.6973
2022-02-11,45.292
2022-02-12,45.292
2022-02-13,45.292
2022-02-14,41.9284
2022-02-15,44.898
2022-02-16,43.8613
2022-02-17,42.4176
2022-02-18,41.9355
2022-02-19,41.9355
2022-02-20,41.9355
2022-02-21,41.9355
2022-02-22,40.0073
2022-02-23,39.2559
2022-02-24,38.8216
2022-02-25,42.067
2022-02-26,42.067
2022-02-27,42.067
2022-02-28,41.7957
2022-03-01,39.2263
2022-03-02,43.0493
2022-03-03,44.8439
2022-03-04,47.8277
2022-03-05,47.8277
2022-03-06,47.8277
2022-03-07,45.9505
2022-03-08,47.3559
2022-03-09,49.2062
2022-03-10,49.069
2022-03-11,47.3477
2022-03-12,47.3477
2022-03-13,47.3477
2022-03-14,48.7355
2022-03-15,49.4973
2022-03-16,47.2886
2022-03-17,47.5948
2022-03-18,47.254
2022-03-19,47.254
2022-03-20,47.254
2022-03-21,47.319
2022-03-22,47.4865
2022-03-23,45.4253
2022-03-24,46.4019
2022-03-25,46.754
2022-03-26,46.754
2022-03-27,46.754
2022-03-28,47.006
2022-03-29,49.2431
2022-03-30,48.0442
2022-03-31,40.4347
2022-04-01,38.3112
2022-04-02,38.3112
2022-04-03,38.3112
2022-04-04,37.2872
2022-04-05,37.6246
2022-04-06,40.6353
2022-04-07,43.3928
2022-04-08,44.4276
2022-04-09,44.4276
2022-04-10,44.4276
2022-04-11,41.8974
2022-04-12,41.4046
2022-04-13,42.6945
2022-04-14,43.4258
2022-04-15,43.4258
2022-04-16,43.4258
2022-04-17,43.4258
2022-04-18,42.5957
2022-04-19,46.3593
2022-04-20,49.298
2022-04-21,50.1101
2022-04-22,46.4869
2022-04-23,46.4869
2022-04-24,46.4869
2022-04-25,46.0798
2022-04-26,44.6768
2022-04-27,43.0094
2022-04-28,44.0224
2022-04-29,38.9387
2022-04-30,38.9387
2022-05-01,38.9387
2022-05-02,39.3469
2022-05-03,40.7804
2022-05-04,45.5942
2022-05-05,43.9411
2022-05-06,44.583
2022-05-07,44.583
2022-05-08,44.583
2022-05-09,44.2337
2022-05-10,42.8928
2022-05-11,43.0252
2022-05-12,42.5407
2022-05-13,43.8824
2022-05-14,43.8824
2022-05-15,43.8824
2022-05-16,45.8932
2022-05-17,48.4109
2022-05-18,39.3674
2022-05-19,39.1997
2022-05-20,40.3156
2022-05-21,40.3156
2022-05-22,40.3156
2022-05-23,43.9349
2022-05-24,43.7734
2022-05-25,44.9108
2022-05-26,46.6159
2022-05-27,48.5201
2022-05-28,48.5201
2022-05-29,48.5201
2022-05-30,48.5201
2022-05-31,48.8581
2022-06-01,47.3311
2022-06-02,47.8341
2022-06-03,47.0413
2022-06-04,47.0413
2022-06-05,47.0413
2022-06-06,47.8127
2022-06-07,46.7146
2022-06-08,45.6034
2022-06-09,43.2614
2022-06-10,42.7964
2022-06-11,42.7964
2022-06-12,42.7964
2022-06-13,39.7055
2022-06-14,39.518
2022-06-15,41.4137
2022-06-16,38.8917
2022-06-17,38.0992
2022-06-18,38.0992
2022-06-19,38.0992
2022-06-20,38.0992
2022-06-21,40.8767
2022-06-22,42.083
2022-06-23,43.5801
2022-06-24,46.071
2022-06-25,46.071
2022-06-26,46.071
2022-06-27,47.766
2022-06-28,44.4724
2022-06-29,44.2414
2022-06-30,37.5803
2022-07-01,39.6685
2022-07-02,39.6685
2022-07-03,39.6685
2022-07-04,39.6685
2022-07-05,39.5647
2022-07-06,38.0615
2022-07-07,39.4631
2022-07-08,38.0944
2022-07-09,38.0944
2022-07-10,38.0944
2022-07-11,37.8475
2022-07-12,39.6677
2022-07-13,38.107
2022-07-14,37.3163
2022-07-15,41.202
2022-07-16,41.202
2022-07-17,41.202
2022-07-18,42.122
2022-07-19,43.0125
2022-07-20,44.0307
2022-07-21,42.8911
2022-07-22,43.5483
2022-07-23,43.5483
2022-07-24,43.5483
2022-07-25,43.849
2022-07-26,44.1908
2022-07-27,45.4614
2022-07-28,46.2147
2022-07-29,46.8361
2022-07-30,46.8361
2022-07-31,46.8361
2022-08-01,47.7725
2022-08-02,45.2097
2022-08-03,45.7119
2022-08-04,45.0709
2022-08-05,45.1088
2022-08-06,45.1088
2022-08-07,45.1088
2022-08-08,46.9644
2022-08-09,45.8199
2022-08-10,48.667
2022-08-11,49.2757
2022-08-12,51.1104
2022-08-13,51.1104
2022-08-14,51.1104
2022-08-15,52.7426
2022-08-16,55.8256
2022-08-17,51.6233
2022-08-18,45.0938
2022-08-19,45.039
2022-08-20,45.039
2022-08-21,45.039
2022-08-22,42.6013
2022-08-23,43.0568
2022-08-24,41.3091
2022-08-25,41.4192
2022-08-26,39.3806
2022-08-27,39.3806
2022-08-28,39.3806
2022-08-29,39.2806
2022-08-30,37.3664
2022-08-31,37.0789
2022-09-01,37.9028
2022-09-02,37.9449
2022-09-03,37.9449
2022-09-04,37.9449
2022-09-05,37.9449
2022-09-06,38.1613
2022-09-07,41.3772
2022-09-08,41.0287
2022-09-09,42.2038
2022-09-10,42.2038
2022-09-11,42.2038
2022-09-12,43.8169
2022-09-13,38.4386
2022-09-14,38.5624
2022-09-15,37.1702
2022-09-16,37.3436
2022-09-17,37.3436
2022-09-18,37.3436
2022-09-19,37.0265
2022-09-20,36.598
2022-09-21,35.126
2022-09-22,34.8413
2022-09-23,33.5866
2022-09-24,33.5866
2022-09-25,33.5866
2022-09-26,33.2329
2022-09-27,32.5739
2022-09-28,36.4358
2022-09-29,32.3308
2022-09-30,31.9919
2022-10-01,31.9919
2022-10-02,31.9919
2022-10-03,36.7057
2022-10-04,40.6706
2022-10-05,40.0489
2022-10-06,37.6904
2022-10-07,33.7783
2022-10-08,33.7783
2022-10-09,33.7783
2022-10-10,38.7928
2022-10-11,41.4675
2022-10-12,39.8981
2022-10-13,45.358
2022-10-14,44.3585
2022-10-15,44.3585
2022-10-16,44.3585
2022-10-17,43.7744
2022-10-18,44.0917
2022-10-19,45.0226
2022-10-20,44.9425
2022-10-21,47.9437
2022-10-22,47.9437
2022-10-23,47.9437
2022-10-24,49.1337
2022-10-25,51.5711
2022-10-26,51.5403
2022-10-27,52.0144
2022-10-28,54.626
2022-10-29,54.626
2022-10-30,54.626
2022-10-31,54.357
2022-11-01,53.5386
2022-11-02,52.0196
2022-11-03,51.7831
2022-11-04,55.7373
2022-11-05,55.7373
2022-11-06,55.7373
2022-11-07,59.6494
2022-11-08,58.5921
2022-11-09,53.9734
2022-11-10,57.8972
2022-11-11,63.474
2022-11-12,63.474
2022-11-13,63.474
2022-11-14,62.7205
2022-11-15,62.9292
2022-11-16,62.0797
2022-11-17,61.2247
2022-11-18,59.9759
2022-11-19,59.9759
2022-11-20,59.9759
2022-11-21,61.7596
2022-11-22,64.1225
2022-11-23,64.0202
2022-11-24,64.0202
2022-11-25,63.6699
2022-11-26,63.6699
2022-11-27,63.6699
2022-11-28,60.7472
2022-11-29,61.3305
2022-11-30,62.2336
2022-12-01,61.5608
2022-12-02,61.9416
2022-12-03,61.9416
2022-12-04,61.9416
2022-12-05,60.9495
2022-12-06,58.7155
2022-12-07,58.8664
2022-12-08,59.5046
2022-12-09,57.7617
2022-12-10,57.7617
2022-12-11,57.7617
2022-12-12,59.4102
2022-12-13,59.2962
2022-12-14,57.7673
2022-12-15,53.8194
2022-12-16,52.2088
2022-12-17,52.2088
2022-12-18,52.2088
2022-12-19,53.0268
2022-12-20,53.6649
2022-12-21,50.5208
2022-12-22,49.9994
2022-12-23,50.6253
2022-12-24,50.6253
2022-12-25,50.6253
2022-12-26,50.6253
2022-12-27,49.5447
2022-12-28,47.1687
2022-12-29,46.8187
2022-12-30,46.4621
2022-12-31,46.4621
2023-01-01,46.4621
2023-01-02,46.4621
2023-01-03,45.903
2023-01-04,47.0657
2023-01-05,40.2113
2023-01-06,45.2993
2023-01-07,45.2993
2023-01-08,45.2993
2023-01-09,44.5807
2023-01-10,45.7785
2023-01-11,47.1952
2023-01-12,45.8382
2023-01-13,46.2552
2023-01-14,46.2552
2023-01-15,46.2552
2023-01-16,46.2552
2023-01-17,44.9137
2023-01-18,42.8563
2023-01-19,42.2996
2023-01-20,44.0661
2023-01-21,44.0661
2023-01-22,44.0661
2023-01-23,46.8933
2023-01-24,44.6193
2023-01-25,45.9573
2023-01-26,46.7281
2023-01-27,49.0189
2023-01-28,49.0189
2023-01-29,49.0189
2023-01-30,47.0208
2023-01-31,48.1482
2023-02-01,49.2319
2023-02-02,50.987
2023-02-03,48.9395
2023-02-04,48.9395
2023-02-05,48.9395
2023-02-06,46.4202
2023-02-07,47.9931
2023-02-08,47.4295
2023-02-09,45.1444
2023-02-10,47.7155
2023-02-11,47.7155
2023-02-12,47.7155
2023-02-13,49.566
2023-02-14,48.4262
2023-02-15,49.2752
2023-02-16,48.6129
2023-02-17,50.1382
2023-02-18,50.1382
2023-02-19,50.1382
2023-02-20,50.1382
2023-02-21,48.1232
2023-02-22,47.8579
2023-02-23,48.3367
2023-02-24,46.9307
2023-02-25,46.9307
2023-02-26,46.9307
2023-02-27,45.5598
2023-02-28,46.1158
2023-03-01,44.9953
2023-03-02,45.7392
2023-03-03,48.5772
2023-03-04,48.5772
2023-03-05,48.5772
2023-03-06,46.3182
2023-03-07,42.1661
2023-03-08,43.5253
2023-03-09,40.1119
2023-03-10,40.0301
2023-03-11,40.0301
2023-03-12,40.0301
2023-03-13,41.3106
2023-03-14,40.5025
2023-03-15,41.5584
2023-03-16,41.1654
2023-03-17,39.6728
2023-03-18,39.6728
2023-03-19,39.6728
2023-03-20,40.9139
