,FHB US Equity
2020-04-15,35.3475
2020-04-16,36.4439
2020-04-17,39.4199
2020-04-18,39.4199
2020-04-19,39.4199
2020-04-20,39.5692
2020-04-21,39.071
2020-04-22,38.5092
2020-04-23,39.82
2020-04-24,41.0252
2020-04-25,41.0252
2020-04-26,41.0252
2020-04-27,45.2631
2020-04-28,44.0861
2020-04-29,45.9946
2020-04-30,44.3807
2020-05-01,43.1769
2020-05-02,43.1769
2020-05-03,43.1769
2020-05-04,42.9721
2020-05-05,41.6771
2020-05-06,40.7413
2020-05-07,40.8068
2020-05-08,42.4992
2020-05-09,42.4992
2020-05-10,42.4992
2020-05-11,41.0949
2020-05-12,38.6942
2020-05-13,37.316
2020-05-14,37.3859
2020-05-15,36.9174
2020-05-16,36.9174
2020-05-17,36.9174
2020-05-18,41.9777
2020-05-19,40.6335
2020-05-20,43.6396
2020-05-21,45.0042
2020-05-22,44.7008
2020-05-23,44.7008
2020-05-24,44.7008
2020-05-25,44.7008
2020-05-26,48.4183
2020-05-27,50.6332
2020-05-28,49.2388
2020-05-29,48.7757
2020-05-30,48.7757
2020-05-31,48.7757
2020-06-01,48.6365
2020-06-02,48.7575
2020-06-03,51.0256
2020-06-04,53.0753
2020-06-05,56.516
2020-06-06,56.516
2020-06-07,56.516
2020-06-08,59.1471
2020-06-09,56.793
2020-06-10,52.0997
2020-06-11,48.5834
2020-06-12,49.478
2020-06-13,49.478
2020-06-14,49.478
2020-06-15,49.2248
2020-06-16,51.0139
2020-06-17,49.4214
2020-06-18,49.7142
2020-06-19,49.9323
2020-06-20,49.9323
2020-06-21,49.9323
2020-06-22,49.4607
2020-06-23,49.3473
2020-06-24,46.7938
2020-06-25,48.3563
2020-06-26,45.4738
2020-06-27,45.4738
2020-06-28,45.4738
2020-06-29,46.7303
2020-06-30,48.4477
2020-07-01,47.0148
2020-07-02,46.6379
2020-07-03,46.6379
2020-07-04,46.6379
2020-07-05,46.6379
2020-07-06,47.1699
2020-07-07,44.2188
2020-07-08,44.0633
2020-07-09,42.5659
2020-07-10,45.222
2020-07-11,45.222
2020-07-12,45.222
2020-07-13,46.0289
2020-07-14,44.8533
2020-07-15,48.0155
2020-07-16,47.5032
2020-07-17,45.9806
2020-07-18,45.9806
2020-07-19,45.9806
2020-07-20,44.9861
2020-07-21,51.7087
2020-07-22,52.1409
2020-07-23,53.9012
2020-07-24,51.1024
2020-07-25,51.1024
2020-07-26,51.1024
2020-07-27,49.0501
2020-07-28,49.3345
2020-07-29,50.8118
2020-07-30,50.1715
2020-07-31,50.4066
2020-08-01,50.4066
2020-08-02,50.4066
2020-08-03,49.4415
2020-08-04,48.5696
2020-08-05,50.5301
2020-08-06,50.5301
2020-08-07,52.6457
2020-08-08,52.6457
2020-08-09,52.6457
2020-08-10,53.186
2020-08-11,53.8219
2020-08-12,53.0761
2020-08-13,51.9069
2020-08-14,52.4649
2020-08-15,52.4649
2020-08-16,52.4649
2020-08-17,51.8065
2020-08-18,48.2562
2020-08-19,48.7548
2020-08-20,47.2411
2020-08-21,46.901
2020-08-22,46.901
2020-08-23,46.901
2020-08-24,49.0268
2020-08-25,48.8282
2020-08-26,47.0535
2020-08-27,48.841
2020-08-28,48.9573
2020-08-29,48.9573
2020-08-30,48.9573
2020-08-31,48.1647
2020-09-01,47.2971
2020-09-02,47.8045
2020-09-03,48.0846
2020-09-04,48.8921
2020-09-05,48.8921
2020-09-06,48.8921
2020-09-07,48.8921
2020-09-08,46.1241
2020-09-09,45.6207
2020-09-10,44.4622
2020-09-11,44.3845
2020-09-12,44.3845
2020-09-13,44.3845
2020-09-14,46.279
2020-09-15,44.5869
2020-09-16,44.3473
2020-09-17,44.8076
2020-09-18,44.8076
2020-09-19,44.8076
2020-09-20,44.8076
2020-09-21,42.8684
2020-09-22,41.8501
2020-09-23,40.9249
2020-09-24,40.8437
2020-09-25,40.511
2020-09-26,40.511
2020-09-27,40.511
2020-09-28,43.0313
2020-09-29,41.3485
2020-09-30,41.1352
2020-10-01,40.9168
2020-10-02,44.2251
2020-10-03,44.2251
2020-10-04,44.2251
2020-10-05,46.6296
2020-10-06,47.5759
2020-10-07,49.7968
2020-10-08,51.1543
2020-10-09,50.556
2020-10-10,50.556
2020-10-11,50.556
2020-10-12,51.6203
2020-10-13,47.3018
2020-10-14,46.7589
2020-10-15,47.9389
2020-10-16,48.1088
2020-10-17,48.1088
2020-10-18,48.1088
2020-10-19,46.588
2020-10-20,48.9484
2020-10-21,51.1281
2020-10-22,54.3069
2020-10-23,58.7558
2020-10-24,58.7558
2020-10-25,58.7558
2020-10-26,58.1757
2020-10-27,53.0297
2020-10-28,51.2525
2020-10-29,52.9297
2020-10-30,55.1721
2020-10-31,55.1721
2020-11-01,55.1721
2020-11-02,58.4412
2020-11-03,59.0369
2020-11-04,51.5796
2020-11-05,55.6307
2020-11-06,53.5882
2020-11-07,53.5882
2020-11-08,53.5882
2020-11-09,65.3295
2020-11-10,66.4178
2020-11-11,62.2957
2020-11-12,60.955
2020-11-13,62.3374
2020-11-14,62.3374
2020-11-15,62.3374
2020-11-16,64.6311
2020-11-17,64.9581
2020-11-18,63.146
2020-11-19,62.7311
2020-11-20,62.0905
2020-11-21,62.0905
2020-11-22,62.0905
2020-11-23,63.1177
2020-11-24,66.0693
2020-11-25,65.5069
2020-11-26,65.5069
2020-11-27,63.9777
2020-11-28,63.9777
2020-11-29,63.9777
2020-11-30,60.7356
2020-12-01,61.7617
2020-12-02,63.0174
2020-12-03,62.1572
2020-12-04,63.0119
2020-12-05,63.0119
2020-12-06,63.0119
2020-12-07,63.0358
2020-12-08,62.9092
2020-12-09,63.3409
2020-12-10,63.6243
2020-12-11,62.3995
2020-12-12,62.3995
2020-12-13,62.3995
2020-12-14,62.4272
2020-12-15,63.9394
2020-12-16,62.335
2020-12-17,61.0304
2020-12-18,59.7822
2020-12-19,59.7822
2020-12-20,59.7822
2020-12-21,59.9704
2020-12-22,59.9221
2020-12-23,62.2516
2020-12-24,60.8185
2020-12-25,60.8185
2020-12-26,60.8185
2020-12-27,60.8185
2020-12-28,62.3341
2020-12-29,59.192
2020-12-30,60.7658
2020-12-31,60.9217
2021-01-01,60.9217
2021-01-02,60.9217
2021-01-03,60.9217
2021-01-04,61.3034
2021-01-05,60.9442
2021-01-06,65.8277
2021-01-07,66.6894
2021-01-08,63.7176
2021-01-09,63.7176
2021-01-10,63.7176
2021-01-11,64.9235
2021-01-12,65.7531
2021-01-13,64.2322
2021-01-14,65.9693
2021-01-15,63.9123
2021-01-16,63.9123
2021-01-17,63.9123
2021-01-18,63.9123
2021-01-19,65.1197
2021-01-20,63.9131
2021-01-21,61.6956
2021-01-22,60.1602
2021-01-23,60.1602
2021-01-24,60.1602
2021-01-25,59.5849
2021-01-26,55.3846
2021-01-27,54.393
2021-01-28,55.5387
2021-01-29,51.6385
2021-01-30,51.6385
2021-01-31,51.6385
2021-02-01,53.7347
2021-02-02,55.055
2021-02-03,54.3373
2021-02-04,56.2129
2021-02-05,56.3502
2021-02-06,56.3502
2021-02-07,56.3502
2021-02-08,59.1356
2021-02-09,61.2085
2021-02-10,60.9264
2021-02-11,60.6373
2021-02-12,61.7331
2021-02-13,61.7331
2021-02-14,61.7331
2021-02-15,61.7331
2021-02-16,64.124
2021-02-17,63.3656
2021-02-18,62.8529
2021-02-19,65.2743
2021-02-20,65.2743
2021-02-21,65.2743
2021-02-22,67.886
2021-02-23,68.8127
2021-02-24,69.8775
2021-02-25,67.2387
2021-02-26,62.684
2021-02-27,62.684
2021-02-28,62.684
2021-03-01,65.1522
2021-03-02,63.5787
2021-03-03,64.6691
2021-03-04,61.8854
2021-03-05,64.5026
2021-03-06,64.5026
2021-03-07,64.5026
2021-03-08,66.1001
2021-03-09,63.076
2021-03-10,64.5822
2021-03-11,63.2899
2021-03-12,64.8424
2021-03-13,64.8424
2021-03-14,64.8424
2021-03-15,62.3696
2021-03-16,60.1598
2021-03-17,60.2677
2021-03-18,60.8435
2021-03-19,58.5851
2021-03-20,58.5851
2021-03-21,58.5851
2021-03-22,55.135
2021-03-23,52.2417
2021-03-24,51.5594
2021-03-25,54.4768
2021-03-26,55.3784
2021-03-27,55.3784
2021-03-28,55.3784
2021-03-29,51.64
2021-03-30,54.1473
2021-03-31,52.1587
2021-04-01,53.095
2021-04-02,53.095
2021-04-03,53.095
2021-04-04,53.095
2021-04-05,52.3092
2021-04-06,52.5932
2021-04-07,51.883
2021-04-08,51.9501
2021-04-09,52.4307
2021-04-10,52.4307
2021-04-11,52.4307
2021-04-12,53.2597
2021-04-13,50.7076
2021-04-14,51.8476
2021-04-15,53.4486
2021-04-16,53.999
2021-04-17,53.999
2021-04-18,53.999
2021-04-19,52.397
2021-04-20,49.083
2021-04-21,50.6604
2021-04-22,50.3228
2021-04-23,50.5878
2021-04-24,50.5878
2021-04-25,50.5878
2021-04-26,49.9967
2021-04-27,50.3964
2021-04-28,51.7139
2021-04-29,53.8283
2021-04-30,51.6584
2021-05-01,51.6584
2021-05-02,51.6584
2021-05-03,51.8553
2021-05-04,54.0612
2021-05-05,54.5151
2021-05-06,55.7585
2021-05-07,55.6156
2021-05-08,55.6156
2021-05-09,55.6156
2021-05-10,54.225
2021-05-11,54.2658
2021-05-12,48.8203
2021-05-13,54.4826
2021-05-14,55.5012
2021-05-15,55.5012
2021-05-16,55.5012
2021-05-17,55.2366
2021-05-18,53.9508
2021-05-19,53.3746
2021-05-20,53.1038
2021-05-21,54.3923
2021-05-22,54.3923
2021-05-23,54.3923
2021-05-24,53.3034
2021-05-25,49.9314
2021-05-26,51.6608
2021-05-27,53.9483
2021-05-28,53.4434
2021-05-29,53.4434
2021-05-30,53.4434
2021-05-31,53.4434
2021-06-01,55.4435
2021-06-02,53.9851
2021-06-03,54.1862
2021-06-04,53.4613
2021-06-05,53.4613
2021-06-06,53.4613
2021-06-07,54.0129
2021-06-08,55.5636
2021-06-09,54.3342
2021-06-10,53.2175
2021-06-11,54.5356
2021-06-12,54.5356
2021-06-13,54.5356
2021-06-14,53.7008
2021-06-15,56.255
2021-06-16,58.8427
2021-06-17,50.9312
2021-06-18,46.9352
2021-06-19,46.9352
2021-06-20,46.9352
2021-06-21,51.46
2021-06-22,51.3819
2021-06-23,51.4581
2021-06-24,54.0313
2021-06-25,56.0235
2021-06-26,56.0235
2021-06-27,56.0235
2021-06-28,50.4664
2021-06-29,50.8268
2021-06-30,51.5561
2021-07-01,54.879
2021-07-02,54.1979
2021-07-03,54.1979
2021-07-04,54.1979
2021-07-05,54.1979
2021-07-06,51.7367
2021-07-07,50.9764
2021-07-08,49.4723
2021-07-09,54.5373
2021-07-10,54.5373
2021-07-11,54.5373
2021-07-12,55.1112
2021-07-13,51.7334
2021-07-14,51.869
2021-07-15,52.2851
2021-07-16,48.9984
2021-07-17,48.9984
2021-07-18,48.9984
2021-07-19,45.5738
2021-07-20,47.9269
2021-07-21,48.7729
2021-07-22,46.8378
2021-07-23,49.0699
2021-07-24,49.0699
2021-07-25,49.0699
2021-07-26,50.1693
2021-07-27,49.3768
2021-07-28,50.121
2021-07-29,50.121
2021-07-30,48.103
2021-07-31,48.103
2021-08-01,48.103
2021-08-02,47.2249
2021-08-03,47.7381
2021-08-04,46.9747
2021-08-05,48.2387
2021-08-06,51.6608
2021-08-07,51.6608
2021-08-08,51.6608
2021-08-09,49.934
2021-08-10,50.617
2021-08-11,52.1187
2021-08-12,50.6064
2021-08-13,49.2828
2021-08-14,49.2828
2021-08-15,49.2828
2021-08-16,48.9323
2021-08-17,48.2228
2021-08-18,46.6297
2021-08-19,45.9027
2021-08-20,48.5487
2021-08-21,48.5487
2021-08-22,48.5487
2021-08-23,49.0216
2021-08-24,49.6741
2021-08-25,51.5557
2021-08-26,49.4268
2021-08-27,52.0202
2021-08-28,52.0202
2021-08-29,52.0202
2021-08-30,49.5607
2021-08-31,51.1268
2021-09-01,49.5357
2021-09-02,49.2852
2021-09-03,48.6489
2021-09-04,48.6489
2021-09-05,48.6489
2021-09-06,48.6489
2021-09-07,47.6726
2021-09-08,45.9313
2021-09-09,45.9313
2021-09-10,45.7186
2021-09-11,45.7186
2021-09-12,45.7186
2021-09-13,46.4878
2021-09-14,45.6841
2021-09-15,47.5094
2021-09-16,46.584
2021-09-17,46.1654
2021-09-18,46.1654
2021-09-19,46.1654
2021-09-20,44.7331
2021-09-21,44.0491
2021-09-22,48.0487
2021-09-23,55.1774
2021-09-24,55.7772
2021-09-25,55.7772
2021-09-26,55.7772
2021-09-27,59.8861
2021-09-28,57.5921
2021-09-29,58.9705
2021-09-30,57.3391
2021-10-01,58.2798
2021-10-02,58.2798
2021-10-03,58.2798
2021-10-04,57.9241
2021-10-05,58.113
2021-10-06,56.3336
2021-10-07,57.4437
2021-10-08,55.8185
2021-10-09,55.8185
2021-10-10,55.8185
2021-10-11,52.6378
2021-10-12,51.2684
2021-10-13,49.2132
2021-10-14,51.7478
2021-10-15,52.6484
2021-10-16,52.6484
2021-10-17,52.6484
2021-10-18,52.9513
2021-10-19,53.9522
2021-10-20,56.3339
2021-10-21,55.914
2021-10-22,56.8701
2021-10-23,56.8701
2021-10-24,56.8701
2021-10-25,53.7753
2021-10-26,52.7683
2021-10-27,45.6497
2021-10-28,46.6213
2021-10-29,47.2714
2021-10-30,47.2714
2021-10-31,47.2714
2021-11-01,51.9029
2021-11-02,50.0334
2021-11-03,51.946
2021-11-04,50.4994
2021-11-05,52.0435
2021-11-06,52.0435
2021-11-07,52.0435
2021-11-08,51.8234
2021-11-09,51.0201
2021-11-10,51.3667
2021-11-11,51.9385
2021-11-12,50.8445
2021-11-13,50.8445
2021-11-14,50.8445
2021-11-15,51.0762
2021-11-16,50.0989
2021-11-17,50.3446
2021-11-18,48.8515
2021-11-19,47.148
2021-11-20,47.148
2021-11-21,47.148
2021-11-22,50.5141
2021-11-23,52.2308
2021-11-24,50.5186
2021-11-25,50.5186
2021-11-26,44.5626
2021-11-27,44.5626
2021-11-28,44.5626
2021-11-29,44.2804
2021-11-30,42.3394
2021-12-01,40.5028
2021-12-02,45.4945
2021-12-03,43.7844
2021-12-04,43.7844
2021-12-05,43.7844
2021-12-06,47.163
2021-12-07,46.0412
2021-12-08,48.0256
2021-12-09,48.0256
2021-12-10,48.4762
2021-12-11,48.4762
2021-12-12,48.4762
2021-12-13,45.4591
2021-12-14,46.254
2021-12-15,47.7825
2021-12-16,46.7816
2021-12-17,45.1116
2021-12-18,45.1116
2021-12-19,45.1116
2021-12-20,42.6893
2021-12-21,46.8159
2021-12-22,48.1329
2021-12-23,47.8876
2021-12-24,47.8876
2021-12-25,47.8876
2021-12-26,47.8876
2021-12-27,48.3416
2021-12-28,49.4799
2021-12-29,49.5259
2021-12-30,48.5648
2021-12-31,49.859
2022-01-01,49.859
2022-01-02,49.859
2022-01-03,52.9011
2022-01-04,55.9158
2022-01-05,55.7641
2022-01-06,59.9265
2022-01-07,62.2443
2022-01-08,62.2443
2022-01-09,62.2443
2022-01-10,61.9794
2022-01-11,62.2453
2022-01-12,60.5477
2022-01-13,62.9106
2022-01-14,62.9761
2022-01-15,62.9761
2022-01-16,62.9761
2022-01-17,62.9761
2022-01-18,62.6326
2022-01-19,56.3769
2022-01-20,53.0772
2022-01-21,52.5395
2022-01-22,52.5395
2022-01-23,52.5395
2022-01-24,51.6376
2022-01-25,52.1475
2022-01-26,51.5849
2022-01-27,49.249
2022-01-28,49.3421
2022-01-29,49.3421
2022-01-30,49.3421
2022-01-31,50.0993
2022-02-01,52.618
2022-02-02,51.2082
2022-02-03,50.8196
2022-02-04,51.9511
2022-02-05,51.9511
2022-02-06,51.9511
2022-02-07,51.8996
2022-02-08,55.7541
2022-02-09,53.9138
2022-02-10,53.5481
2022-02-11,53.441
2022-02-12,53.441
2022-02-13,53.441
2022-02-14,51.4189
2022-02-15,55.2027
2022-02-16,55.2027
2022-02-17,52.8195
2022-02-18,54.078
2022-02-19,54.078
2022-02-20,54.078
2022-02-21,54.078
2022-02-22,53.9127
2022-02-23,50.8067
2022-02-24,48.2296
2022-02-25,53.2746
2022-02-26,53.2746
2022-02-27,53.2746
2022-02-28,53.0248
2022-03-01,45.7087
2022-03-02,49.9116
2022-03-03,49.9529
2022-03-04,47.4428
2022-03-05,47.4428
2022-03-06,47.4428
2022-03-07,45.3151
2022-03-08,44.7956
2022-03-09,48.0937
2022-03-10,47.6227
2022-03-11,49.0003
2022-03-12,49.0003
2022-03-13,49.0003
2022-03-14,49.6003
2022-03-15,49.7749
2022-03-16,53.0953
2022-03-17,52.5044
2022-03-18,52.0893
2022-03-19,52.0893
2022-03-20,52.0893
2022-03-21,52.1762
2022-03-22,53.2297
2022-03-23,48.2789
2022-03-24,50.2725
2022-03-25,53.7173
2022-03-26,53.7173
2022-03-27,53.7173
2022-03-28,52.2464
2022-03-29,53.9081
2022-03-30,49.9284
2022-03-31,47.8837
2022-04-01,46.5561
2022-04-02,46.5561
2022-04-03,46.5561
2022-04-04,49.3376
2022-04-05,47.6158
2022-04-06,47.3877
2022-04-07,47.0766
2022-04-08,47.0766
2022-04-09,47.0766
2022-04-10,47.0766
2022-04-11,47.4916
2022-04-12,45.8391
2022-04-13,46.1781
2022-04-14,44.5701
2022-04-15,44.5701
2022-04-16,44.5701
2022-04-17,44.5701
2022-04-18,44.7741
2022-04-19,49.6184
2022-04-20,49.3965
2022-04-21,47.2123
2022-04-22,42.718
2022-04-23,42.718
2022-04-24,42.718
2022-04-25,40.2048
2022-04-26,37.7499
2022-04-27,36.2809
2022-04-28,36.8906
2022-04-29,34.5
2022-04-30,34.5
2022-05-01,34.5
2022-05-02,36.0315
2022-05-03,39.9531
2022-05-04,42.1281
2022-05-05,40.8525
2022-05-06,41.2664
2022-05-07,41.2664
2022-05-08,41.2664
2022-05-09,40.8068
2022-05-10,41.001
2022-05-11,40.4181
2022-05-12,40.244
2022-05-13,40.2972
2022-05-14,40.2972
2022-05-15,40.2972
2022-05-16,39.5324
2022-05-17,43.8376
2022-05-18,43.1401
2022-05-19,41.0387
2022-05-20,42.4519
2022-05-21,42.4519
2022-05-22,42.4519
2022-05-23,44.1446
2022-05-24,43.1889
2022-05-25,45.8663
2022-05-26,47.2728
2022-05-27,49.2938
2022-05-28,49.2938
2022-05-29,49.2938
2022-05-30,49.2938
2022-05-31,48.445
2022-06-01,47.1629
2022-06-02,50.1735
2022-06-03,48.6936
2022-06-04,48.6936
2022-06-05,48.6936
2022-06-06,50.5676
2022-06-07,50.6131
2022-06-08,48.4002
2022-06-09,44.968
2022-06-10,42.0722
2022-06-11,42.0722
2022-06-12,42.0722
2022-06-13,39.4121
2022-06-14,39.2123
2022-06-15,38.6713
2022-06-16,35.3886
2022-06-17,36.1435
2022-06-18,36.1435
2022-06-19,36.1435
2022-06-20,36.1435
2022-06-21,36.3632
2022-06-22,36.9802
2022-06-23,35.3987
2022-06-24,43.3742
2022-06-25,43.3742
2022-06-26,43.3742
2022-06-27,42.7788
2022-06-28,42.5301
2022-06-29,41.4963
2022-06-30,41.175
2022-07-01,41.95
2022-07-02,41.95
2022-07-03,41.95
2022-07-04,41.95
2022-07-05,41.6097
2022-07-06,42.1491
2022-07-07,43.6566
2022-07-08,43.076
2022-07-09,43.076
2022-07-10,43.076
2022-07-11,42.2457
2022-07-12,41.1383
2022-07-13,38.9478
2022-07-14,37.2969
2022-07-15,40.5414
2022-07-16,40.5414
2022-07-17,40.5414
2022-07-18,41.7115
2022-07-19,45.8089
2022-07-20,47.2355
2022-07-21,47.7749
2022-07-22,47.3651
2022-07-23,47.3651
2022-07-24,47.3651
2022-07-25,48.9752
2022-07-26,49.721
2022-07-27,52.5436
2022-07-28,52.776
2022-07-29,57.0813
2022-07-30,57.0813
2022-07-31,57.0813
2022-08-01,58.4278
2022-08-02,58.2609
2022-08-03,58.1464
2022-08-04,57.1586
2022-08-05,58.9413
2022-08-06,58.9413
2022-08-07,58.9413
2022-08-08,59.563
2022-08-09,59.8564
2022-08-10,61.5866
2022-08-11,63.1513
2022-08-12,65.2731
2022-08-13,65.2731
2022-08-14,65.2731
2022-08-15,65.661
2022-08-16,65.7689
2022-08-17,63.4324
2022-08-18,63.4719
2022-08-19,61.4619
2022-08-20,61.4619
2022-08-21,61.4619
2022-08-22,57.9901
2022-08-23,58.2662
2022-08-24,57.8077
2022-08-25,60.3007
2022-08-26,56.5257
2022-08-27,56.5257
2022-08-28,56.5257
2022-08-29,53.865
2022-08-30,54.4564
2022-08-31,52.822
2022-09-01,51.3419
2022-09-02,50.5528
2022-09-03,50.5528
2022-09-04,50.5528
2022-09-05,50.5528
2022-09-06,49.0489
2022-09-07,51.4295
2022-09-08,54.6891
2022-09-09,56.0248
2022-09-10,56.0248
2022-09-11,56.0248
2022-09-12,56.5454
2022-09-13,51.3437
2022-09-14,53.2973
2022-09-15,53.5385
2022-09-16,51.9292
2022-09-17,51.9292
2022-09-18,51.9292
2022-09-19,56.3732
2022-09-20,55.4247
2022-09-21,54.2037
2022-09-22,51.032
2022-09-23,48.863
2022-09-24,48.863
2022-09-25,48.863
2022-09-26,48.3795
2022-09-27,46.34
2022-09-28,48.5823
2022-09-29,46.6141
2022-09-30,46.0626
2022-10-01,46.0626
2022-10-02,46.0626
2022-10-03,47.9731
2022-10-04,53.5095
2022-10-05,51.5687
2022-10-06,50.7593
2022-10-07,47.9646
2022-10-08,47.9646
2022-10-09,47.9646
2022-10-10,47.9199
2022-10-11,47.6898
2022-10-12,47.501
2022-10-13,51.6122
2022-10-14,51.5619
2022-10-15,51.5619
2022-10-16,51.5619
2022-10-17,54.7991
2022-10-18,55.407
2022-10-19,53.907
2022-10-20,51.3884
2022-10-21,52.8758
2022-10-22,52.8758
2022-10-23,52.8758
2022-10-24,52.7714
2022-10-25,52.8196
2022-10-26,51.4618
2022-10-27,51.2438
2022-10-28,49.4555
2022-10-29,49.4555
2022-10-30,49.4555
2022-10-31,50.0565
2022-11-01,49.4483
2022-11-02,48.615
2022-11-03,46.9244
2022-11-04,50.4332
2022-11-05,50.4332
2022-11-06,50.4332
2022-11-07,51.2529
2022-11-08,51.4743
2022-11-09,49.3861
2022-11-10,56.8338
2022-11-11,56.0839
2022-11-12,56.0839
2022-11-13,56.0839
2022-11-14,53.5536
2022-11-15,52.2001
2022-11-16,52.2001
2022-11-17,50.7186
2022-11-18,51.5698
2022-11-19,51.5698
2022-11-20,51.5698
2022-11-21,53.089
2022-11-22,56.0404
2022-11-23,55.678
2022-11-24,55.678
2022-11-25,56.407
2022-11-26,56.407
2022-11-27,56.407
2022-11-28,52.9249
2022-11-29,52.8667
2022-11-30,55.0651
2022-12-01,53.3297
2022-12-02,52.9724
2022-12-03,52.9724
2022-12-04,52.9724
2022-12-05,43.7284
2022-12-06,43.6853
2022-12-07,44.3659
2022-12-08,46.3772
2022-12-09,46.5438
2022-12-10,46.5438
2022-12-11,46.5438
2022-12-12,49.0024
2022-12-13,48.9506
2022-12-14,48.058
2022-12-15,45.9179
2022-12-16,44.7881
2022-12-17,44.7881
2022-12-18,44.7881
2022-12-19,47.2405
2022-12-20,48.917
2022-12-21,50.4904
2022-12-22,49.8874
2022-12-23,50.7176
2022-12-24,50.7176
2022-12-25,50.7176
2022-12-26,50.7176
2022-12-27,51.4388
2022-12-28,50.4979
2022-12-29,52.9993
2022-12-30,53.4321
2022-12-31,53.4321
2023-01-01,53.4321
2023-01-02,53.4321
2023-01-03,53.5427
2023-01-04,52.8286
2023-01-05,52.0453
2023-01-06,55.7239
2023-01-07,55.7239
2023-01-08,55.7239
2023-01-09,54.3957
2023-01-10,54.8411
2023-01-11,55.9536
2023-01-12,59.3228
2023-01-13,58.1894
2023-01-14,58.1894
2023-01-15,58.1894
2023-01-16,58.1894
2023-01-17,56.11
2023-01-18,49.359
2023-01-19,48.3824
2023-01-20,50.8418
2023-01-21,50.8418
2023-01-22,50.8418
2023-01-23,50.0016
2023-01-24,47.926
2023-01-25,48.2767
2023-01-26,48.3367
2023-01-27,55.3538
2023-01-28,55.3538
2023-01-29,55.3538
2023-01-30,56.0608
2023-01-31,58.5075
2023-02-01,58.5075
2023-02-02,60.0505
2023-02-03,60.2688
2023-02-04,60.2688
2023-02-05,60.2688
2023-02-06,58.0374
2023-02-07,59.3205
2023-02-08,57.1263
2023-02-09,55.8073
2023-02-10,54.9326
2023-02-11,54.9326
2023-02-12,54.9326
2023-02-13,56.25
2023-02-14,54.6607
2023-02-15,56.4431
2023-02-16,54.0952
2023-02-17,55.2912
2023-02-18,55.2912
2023-02-19,55.2912
2023-02-20,55.2912
2023-02-21,53.2928
2023-02-22,53.2306
2023-02-23,53.678
2023-02-24,55.4417
2023-02-25,55.4417
2023-02-26,55.4417
2023-02-27,56.46
2023-02-28,56.6756
2023-03-01,56.8964
2023-03-02,49.9212
2023-03-03,52.2084
2023-03-04,52.2084
2023-03-05,52.2084
2023-03-06,48.9151
2023-03-07,46.1668
2023-03-08,45.3556
2023-03-09,38.3062
2023-03-10,35.3907
2023-03-11,35.3907
2023-03-12,35.3907
2023-03-13,27.8799
2023-03-14,32.9588
2023-03-15,32.4048
2023-03-16,35.9405
2023-03-17,34.5819
2023-03-18,34.5819
2023-03-19,34.5819
2023-03-20,35.0135
2023-03-21,40.1002
