,CPF US Equity
2020-08-09,52.5681
2020-08-10,53.3877
2020-08-11,54.0719
2020-08-12,53.949
2020-08-13,53.1166
2020-08-14,53.4509
2020-08-15,53.4509
2020-08-16,53.4509
2020-08-17,52.5464
2020-08-18,50.2829
2020-08-19,50.4056
2020-08-20,49.15
2020-08-21,48.4836
2020-08-22,48.4836
2020-08-23,48.4836
2020-08-24,51.4218
2020-08-25,51.2465
2020-08-26,48.9179
2020-08-27,50.0909
2020-08-28,50.1798
2020-08-29,50.1798
2020-08-30,50.1798
2020-08-31,48.8295
2020-09-01,49.0658
2020-09-02,49.163
2020-09-03,48.9216
2020-09-04,50.137
2020-09-05,50.137
2020-09-06,50.137
2020-09-07,50.137
2020-09-08,47.738
2020-09-09,46.9786
2020-09-10,45.7552
2020-09-11,45.101
2020-09-12,45.101
2020-09-13,45.101
2020-09-14,45.7883
2020-09-15,45.6405
2020-09-16,44.5497
2020-09-17,44.8596
2020-09-18,45.1134
2020-09-19,45.1134
2020-09-20,45.1134
2020-09-21,39.6396
2020-09-22,38.7589
2020-09-23,37.1333
2020-09-24,37.4724
2020-09-25,37.4306
2020-09-26,37.4306
2020-09-27,37.4306
2020-09-28,42.8967
2020-09-29,41.4524
2020-09-30,42.2693
2020-10-01,41.6679
2020-10-02,44.6746
2020-10-03,44.6746
2020-10-04,44.6746
2020-10-05,47.2528
2020-10-06,46.7914
2020-10-07,48.1871
2020-10-08,48.8235
2020-10-09,47.721
2020-10-10,47.721
2020-10-11,47.721
2020-10-12,49.4909
2020-10-13,47.1252
2020-10-14,47.5475
2020-10-15,48.5195
2020-10-16,48.2881
2020-10-17,48.2881
2020-10-18,48.2881
2020-10-19,47.0122
2020-10-20,48.1082
2020-10-21,48.4972
2020-10-22,51.8568
2020-10-23,52.3923
2020-10-24,52.3923
2020-10-25,52.3923
2020-10-26,50.7069
2020-10-27,47.3155
2020-10-28,43.1566
2020-10-29,44.7037
2020-10-30,44.7685
2020-10-31,44.7685
2020-11-01,44.7685
2020-11-02,45.8836
2020-11-03,48.5392
2020-11-04,42.8889
2020-11-05,45.8218
2020-11-06,44.239
2020-11-07,44.239
2020-11-08,44.239
2020-11-09,55.2797
2020-11-10,60.4338
2020-11-11,59.1212
2020-11-12,57.5412
2020-11-13,57.7887
2020-11-14,57.7887
2020-11-15,57.7887
2020-11-16,60.606
2020-11-17,60.2552
2020-11-18,57.9736
2020-11-19,58.045
2020-11-20,57.4889
2020-11-21,57.4889
2020-11-22,57.4889
2020-11-23,57.8308
2020-11-24,62.997
2020-11-25,62.6814
2020-11-26,62.6814
2020-11-27,59.4072
2020-11-28,59.4072
2020-11-29,59.4072
2020-11-30,54.1579
2020-12-01,55.0666
2020-12-02,56.9724
2020-12-03,56.9261
2020-12-04,58.861
2020-12-05,58.861
2020-12-06,58.861
2020-12-07,57.7586
2020-12-08,57.7942
2020-12-09,58.6228
2020-12-10,59.128
2020-12-11,58.2348
2020-12-12,58.2348
2020-12-13,58.2348
2020-12-14,60.035
2020-12-15,61.7409
2020-12-16,60.7554
2020-12-17,60.7914
2020-12-18,62.4981
2020-12-19,62.4981
2020-12-20,62.4981
2020-12-21,61.9748
2020-12-22,60.1795
2020-12-23,62.2591
2020-12-24,61.329
2020-12-25,61.329
2020-12-26,61.329
2020-12-27,61.329
2020-12-28,61.6623
2020-12-29,59.8828
2020-12-30,60.2781
2020-12-31,60.7185
2021-01-01,60.7185
2021-01-02,60.7185
2021-01-03,60.7185
2021-01-04,58.0549
2021-01-05,58.7777
2021-01-06,66.0417
2021-01-07,66.5498
2021-01-08,65.5353
2021-01-09,65.5353
2021-01-10,65.5353
2021-01-11,64.8139
2021-01-12,66.1935
2021-01-13,63.2692
2021-01-14,65.3077
2021-01-15,62.4616
2021-01-16,62.4616
2021-01-17,62.4616
2021-01-18,62.4616
2021-01-19,63.1265
2021-01-20,61.8793
2021-01-21,58.509
2021-01-22,59.3946
2021-01-23,59.3946
2021-01-24,59.3946
2021-01-25,58.007
2021-01-26,55.2346
2021-01-27,51.1159
2021-01-28,57.4557
2021-01-29,55.4008
2021-01-30,55.4008
2021-01-31,55.4008
2021-02-01,58.2902
2021-02-02,59.1306
2021-02-03,58.3202
2021-02-04,60.4686
2021-02-05,60.8918
2021-02-06,60.8918
2021-02-07,60.8918
2021-02-08,62.178
2021-02-09,63.2256
2021-02-10,61.0864
2021-02-11,59.1571
2021-02-12,58.9691
2021-02-13,58.9691
2021-02-14,58.9691
2021-02-15,58.9691
2021-02-16,59.4687
2021-02-17,59.6719
2021-02-18,56.1302
2021-02-19,58.2712
2021-02-20,58.2712
2021-02-21,58.2712
2021-02-22,60.5871
2021-02-23,61.3681
2021-02-24,63.8019
2021-02-25,62.8933
2021-02-26,60.8511
2021-02-27,60.8511
2021-02-28,60.8511
2021-03-01,63.3155
2021-03-02,60.9906
2021-03-03,63.7183
2021-03-04,63.2846
2021-03-05,65.2166
2021-03-06,65.2166
2021-03-07,65.2166
2021-03-08,67.9899
2021-03-09,64.9556
2021-03-10,66.7315
2021-03-11,68.239
2021-03-12,69.354
2021-03-13,69.354
2021-03-14,69.354
2021-03-15,66.5202
2021-03-16,65.8359
2021-03-17,66.243
2021-03-18,67.673
2021-03-19,67.8807
2021-03-20,67.8807
2021-03-21,67.8807
2021-03-22,64.0499
2021-03-23,61.779
2021-03-24,62.2942
2021-03-25,63.4217
2021-03-26,64.6456
2021-03-27,64.6456
2021-03-28,64.6456
2021-03-29,61.6925
2021-03-30,63.7233
2021-03-31,62.521
2021-04-01,63.9542
2021-04-02,63.9542
2021-04-03,63.9542
2021-04-04,63.9542
2021-04-05,64.4148
2021-04-06,62.4871
2021-04-07,62.8703
2021-04-08,63.9319
2021-04-09,63.4507
2021-04-10,63.4507
2021-04-11,63.4507
2021-04-12,64.0938
2021-04-13,61.0041
2021-04-14,62.1255
2021-04-15,61.8833
2021-04-16,62.2186
2021-04-17,62.2186
2021-04-18,62.2186
2021-04-19,61.0569
2021-04-20,55.894
2021-04-21,57.71
2021-04-22,55.647
2021-04-23,59.2095
2021-04-24,59.2095
2021-04-25,59.2095
2021-04-26,57.4464
2021-04-27,56.3042
2021-04-28,56.0906
2021-04-29,58.7463
2021-04-30,56.8381
2021-05-01,56.8381
2021-05-02,56.8381
2021-05-03,60.1267
2021-05-04,61.3673
2021-05-05,61.4519
2021-05-06,62.25
2021-05-07,61.4045
2021-05-08,61.4045
2021-05-09,61.4045
2021-05-10,59.0094
2021-05-11,56.176
2021-05-12,54.6313
2021-05-13,58.346
2021-05-14,59.2971
2021-05-15,59.2971
2021-05-16,59.2971
2021-05-17,59.0356
2021-05-18,57.0409
2021-05-19,56.2713
2021-05-20,55.6243
2021-05-21,57.186
2021-05-22,57.186
2021-05-23,57.186
2021-05-24,55.4737
2021-05-25,52.2377
2021-05-26,54.2889
2021-05-27,55.2569
2021-05-28,55.6387
2021-05-29,55.6387
2021-05-30,55.6387
2021-05-31,55.6387
2021-06-01,57.0851
2021-06-02,56.9479
2021-06-03,57.8561
2021-06-04,57.7591
2021-06-05,57.7591
2021-06-06,57.7591
2021-06-07,58.1581
2021-06-08,58.672
2021-06-09,56.2228
2021-06-10,52.2725
2021-06-11,52.2274
2021-06-12,52.2274
2021-06-13,52.2274
2021-06-14,51.2196
2021-06-15,53.2147
2021-06-16,54.7622
2021-06-17,50.6991
2021-06-18,47.7351
2021-06-19,47.7351
2021-06-20,47.7351
2021-06-21,50.9489
2021-06-22,50.7832
2021-06-23,50.0675
2021-06-24,50.6181
2021-06-25,48.6543
2021-06-26,48.6543
2021-06-27,48.6543
2021-06-28,47.0533
2021-06-29,46.2063
2021-06-30,46.8659
2021-07-01,47.3902
2021-07-02,45.8582
2021-07-03,45.8582
2021-07-04,45.8582
2021-07-05,45.8582
2021-07-06,43.745
2021-07-07,42.0489
2021-07-08,40.2861
2021-07-09,44.2643
2021-07-10,44.2643
2021-07-11,44.2643
2021-07-12,45.0787
2021-07-13,42.7954
2021-07-14,43.0936
2021-07-15,44.7809
2021-07-16,42.8851
2021-07-17,42.8851
2021-07-18,42.8851
2021-07-19,39.5289
2021-07-20,42.9332
2021-07-21,44.9042
2021-07-22,42.9417
2021-07-23,43.7737
2021-07-24,43.7737
2021-07-25,43.7737
2021-07-26,45.6853
2021-07-27,46.0467
2021-07-28,48.101
2021-07-29,49.5692
2021-07-30,48.9374
2021-07-31,48.9374
2021-08-01,48.9374
2021-08-02,47.2349
2021-08-03,49.197
2021-08-04,48.0625
2021-08-05,49.6204
2021-08-06,52.0439
2021-08-07,52.0439
2021-08-08,52.0439
2021-08-09,50.4581
2021-08-10,52.6948
2021-08-11,54.1233
2021-08-12,52.528
2021-08-13,51.4083
2021-08-14,51.4083
2021-08-15,51.4083
2021-08-16,50.5172
2021-08-17,48.2255
2021-08-18,47.2219
2021-08-19,46.3082
2021-08-20,48.9114
2021-08-21,48.9114
2021-08-22,48.9114
2021-08-23,49.1845
2021-08-24,48.6465
2021-08-25,49.2211
2021-08-26,47.525
2021-08-27,51.367
2021-08-28,51.367
2021-08-29,51.367
2021-08-30,48.3048
2021-08-31,48.9072
2021-09-01,47.6695
2021-09-02,46.2428
2021-09-03,45.7705
2021-09-04,45.7705
2021-09-05,45.7705
2021-09-06,45.7705
2021-09-07,44.8231
2021-09-08,42.5851
2021-09-09,43.0752
2021-09-10,41.1765
2021-09-11,41.1765
2021-09-12,41.1765
2021-09-13,42.9477
2021-09-14,41.8876
2021-09-15,43.3887
2021-09-16,42.8376
2021-09-17,46.3618
2021-09-18,46.3618
2021-09-19,46.3618
2021-09-20,42.8316
2021-09-21,43.4153
2021-09-22,46.0568
2021-09-23,49.4102
2021-09-24,51.2466
2021-09-25,51.2466
2021-09-26,51.2466
2021-09-27,54.5749
2021-09-28,52.6686
2021-09-29,54.7045
2021-09-30,52.8152
2021-10-01,55.1225
2021-10-02,55.1225
2021-10-03,55.1225
2021-10-04,54.5149
2021-10-05,54.5149
2021-10-06,53.6388
2021-10-07,55.4492
2021-10-08,55.1455
2021-10-09,55.1455
2021-10-10,55.1455
2021-10-11,54.0728
2021-10-12,53.2062
2021-10-13,52.0885
2021-10-14,52.9255
2021-10-15,52.1403
2021-10-16,52.1403
2021-10-17,52.1403
2021-10-18,51.8749
2021-10-19,52.3764
2021-10-20,56.1575
2021-10-21,54.5883
2021-10-22,56.8597
2021-10-23,56.8597
2021-10-24,56.8597
2021-10-25,58.7433
2021-10-26,57.4741
2021-10-27,54.4851
2021-10-28,58.7955
2021-10-29,58.252
2021-10-30,58.252
2021-10-31,58.252
2021-11-01,60.8362
2021-11-02,58.2936
2021-11-03,60.9517
2021-11-04,58.5019
2021-11-05,61.0516
2021-11-06,61.0516
2021-11-07,61.0516
2021-11-08,59.9194
2021-11-09,59.9543
2021-11-10,61.0086
2021-11-11,61.498
2021-11-12,59.2453
2021-11-13,59.2453
2021-11-14,59.2453
2021-11-15,58.382
2021-11-16,56.1088
2021-11-17,54.5751
2021-11-18,55.125
2021-11-19,54.9662
2021-11-20,54.9662
2021-11-21,54.9662
2021-11-22,58.0893
2021-11-23,59.4094
2021-11-24,57.6953
2021-11-25,57.6953
2021-11-26,51.2333
2021-11-27,51.2333
2021-11-28,51.2333
2021-11-29,51.5361
2021-11-30,50.29
2021-12-01,50.6557
2021-12-02,54.7849
2021-12-03,55.0685
2021-12-04,55.0685
2021-12-05,55.0685
2021-12-06,53.7725
2021-12-07,54.4549
2021-12-08,54.3511
2021-12-09,52.0434
2021-12-10,52.6899
2021-12-11,52.6899
2021-12-12,52.6899
2021-12-13,49.7651
2021-12-14,50.2972
2021-12-15,50.7875
2021-12-16,52.856
2021-12-17,51.6036
2021-12-18,51.6036
2021-12-19,51.6036
2021-12-20,49.5297
2021-12-21,52.1038
2021-12-22,53.3122
2021-12-23,53.6842
2021-12-24,53.6842
2021-12-25,53.6842
2021-12-26,53.6842
2021-12-27,55.1623
2021-12-28,55.7106
2021-12-29,56.081
2021-12-30,55.3035
2021-12-31,55.5974
2022-01-01,55.5974
2022-01-02,55.5974
2022-01-03,57.6615
2022-01-04,59.6041
2022-01-05,59.6931
2022-01-06,62.9828
2022-01-07,64.9554
2022-01-08,64.9554
2022-01-09,64.9554
2022-01-10,64.6812
2022-01-11,62.9622
2022-01-12,63.0435
2022-01-13,64.9907
2022-01-14,66.4105
2022-01-15,66.4105
2022-01-16,66.4105
2022-01-17,66.4105
2022-01-18,62.2846
2022-01-19,57.6529
2022-01-20,55.1092
2022-01-21,54.2833
2022-01-22,54.2833
2022-01-23,54.2833
2022-01-24,56.6999
2022-01-25,57.2625
2022-01-26,57.8723
2022-01-27,53.3188
2022-01-28,52.7884
2022-01-29,52.7884
2022-01-30,52.7884
2022-01-31,53.7406
2022-02-01,52.8583
2022-02-02,51.0694
2022-02-03,51.4301
2022-02-04,52.0053
2022-02-05,52.0053
2022-02-06,52.0053
2022-02-07,52.897
2022-02-08,56.3057
2022-02-09,53.6291
2022-02-10,54.2165
2022-02-11,55.7154
2022-02-12,55.7154
2022-02-13,55.7154
2022-02-14,53.2154
2022-02-15,56.1502
2022-02-16,56.7835
2022-02-17,52.9418
2022-02-18,54.4876
2022-02-19,54.4876
2022-02-20,54.4876
2022-02-21,54.4876
2022-02-22,52.6444
2022-02-23,50.9659
2022-02-24,48.2315
2022-02-25,52.4895
2022-02-26,52.4895
2022-02-27,52.4895
2022-02-28,53.3022
2022-03-01,46.692
2022-03-02,50.9323
2022-03-03,51.9513
2022-03-04,48.2989
2022-03-05,48.2989
2022-03-06,48.2989
2022-03-07,45.6575
2022-03-08,44.5064
2022-03-09,47.1346
2022-03-10,46.0617
2022-03-11,48.6469
2022-03-12,48.6469
2022-03-13,48.6469
2022-03-14,48.1083
2022-03-15,48.0297
2022-03-16,50.8927
2022-03-17,50.3521
2022-03-18,49.0663
2022-03-19,49.0663
2022-03-20,49.0663
2022-03-21,49.7936
2022-03-22,49.9242
2022-03-23,46.5051
2022-03-24,49.4323
2022-03-25,52.0647
2022-03-26,52.0647
2022-03-27,52.0647
2022-03-28,49.6776
2022-03-29,51.8435
2022-03-30,49.0256
2022-03-31,48.4122
2022-04-01,48.4955
2022-04-02,48.4955
2022-04-03,48.4955
2022-04-04,47.8163
2022-04-05,46.3163
2022-04-06,45.8078
2022-04-07,44.9053
2022-04-08,45.0999
2022-04-09,45.0999
2022-04-10,45.0999
2022-04-11,44.9767
2022-04-12,43.7002
2022-04-13,44.6439
2022-04-14,43.3493
2022-04-15,43.3493
2022-04-16,43.3493
2022-04-17,43.3493
2022-04-18,42.6884
2022-04-19,48.0641
2022-04-20,47.5369
2022-04-21,45.2684
2022-04-22,41.3408
2022-04-23,41.3408
2022-04-24,41.3408
2022-04-25,40.4858
2022-04-26,38.4303
2022-04-27,37.9322
2022-04-28,39.815
2022-04-29,36.5992
2022-04-30,36.5992
2022-05-01,36.5992
2022-05-02,40.0252
2022-05-03,39.5631
2022-05-04,41.7976
2022-05-05,39.2615
2022-05-06,38.0059
2022-05-07,38.0059
2022-05-08,38.0059
2022-05-09,37.3267
2022-05-10,37.2641
2022-05-11,36.6597
2022-05-12,37.5422
2022-05-13,37.5984
2022-05-14,37.5984
2022-05-15,37.5984
2022-05-16,37.2516
2022-05-17,41.0755
2022-05-18,39.2558
2022-05-19,37.0486
2022-05-20,36.655
2022-05-21,36.655
2022-05-22,36.655
2022-05-23,40.6247
2022-05-24,39.881
2022-05-25,40.5247
2022-05-26,42.1271
2022-05-27,43.5068
2022-05-28,43.5068
2022-05-29,43.5068
2022-05-30,43.5068
2022-05-31,44.2993
2022-06-01,43.7073
2022-06-02,45.0634
2022-06-03,43.7973
2022-06-04,43.7973
2022-06-05,43.7973
2022-06-06,43.7534
2022-06-07,43.2163
2022-06-08,41.6301
2022-06-09,39.1526
2022-06-10,37.025
2022-06-11,37.025
2022-06-12,37.025
2022-06-13,34.7245
2022-06-14,34.6907
2022-06-15,37.3396
2022-06-16,34.6404
2022-06-17,36.8794
2022-06-18,36.8794
2022-06-19,36.8794
2022-06-20,36.8794
2022-06-21,38.24
2022-06-22,37.5841
2022-06-23,36.4349
2022-06-24,39.8254
2022-06-25,39.8254
2022-06-26,39.8254
2022-06-27,40.2879
2022-06-28,39.9307
2022-06-29,38.1802
2022-06-30,38.0269
2022-07-01,41.8887
2022-07-02,41.8887
2022-07-03,41.8887
2022-07-04,41.8887
2022-07-05,42.3533
2022-07-06,42.2223
2022-07-07,41.8211
2022-07-08,41.4588
2022-07-09,41.4588
2022-07-10,41.4588
2022-07-11,40.3734
2022-07-12,40.1469
2022-07-13,38.323
2022-07-14,36.5228
2022-07-15,40.7418
2022-07-16,40.7418
2022-07-17,40.7418
2022-07-18,42.5598
2022-07-19,46.4837
2022-07-20,47.6974
2022-07-21,47.3941
2022-07-22,47.2905
2022-07-23,47.2905
2022-07-24,47.2905
2022-07-25,49.8981
2022-07-26,50.0648
2022-07-27,53.4303
2022-07-28,52.1603
2022-07-29,53.2574
2022-07-30,53.2574
2022-07-31,53.2574
2022-08-01,52.7804
2022-08-02,50.1108
2022-08-03,51.2205
2022-08-04,49.4017
2022-08-05,50.0892
2022-08-06,50.0892
2022-08-07,50.0892
2022-08-08,50.5526
2022-08-09,52.1051
2022-08-10,52.954
2022-08-11,54.5109
2022-08-12,56.5305
2022-08-13,56.5305
2022-08-14,56.5305
2022-08-15,57.5064
2022-08-16,57.7645
2022-08-17,56.0049
2022-08-18,55.4458
2022-08-19,53.1145
2022-08-20,53.1145
2022-08-21,53.1145
2022-08-22,48.9213
2022-08-23,48.4489
2022-08-24,47.0391
2022-08-25,51.0881
2022-08-26,47.3437
2022-08-27,47.3437
2022-08-28,47.3437
2022-08-29,45.0166
2022-08-30,44.0104
2022-08-31,43.1131
2022-09-01,43.5102
2022-09-02,43.1983
2022-09-03,43.1983
2022-09-04,43.1983
2022-09-05,43.1983
2022-09-06,40.731
2022-09-07,41.9215
2022-09-08,44.8217
2022-09-09,47.1091
2022-09-10,47.1091
2022-09-11,47.1091
2022-09-12,48.8753
2022-09-13,45.9215
2022-09-14,47.3835
2022-09-15,49.502
2022-09-16,48.4921
2022-09-17,48.4921
2022-09-18,48.4921
2022-09-19,50.3547
2022-09-20,49.8881
2022-09-21,48.9498
2022-09-22,45.1097
2022-09-23,44.1374
2022-09-24,44.1374
2022-09-25,44.1374
2022-09-26,43.4742
2022-09-27,41.2544
2022-09-28,42.3374
2022-09-29,38.4012
2022-09-30,40.7215
2022-10-01,40.7215
2022-10-02,40.7215
2022-10-03,41.6952
2022-10-04,47.6811
2022-10-05,46.0352
2022-10-06,44.9956
2022-10-07,42.5552
2022-10-08,42.5552
2022-10-09,42.5552
2022-10-10,44.9572
2022-10-11,45.6844
2022-10-12,46.2494
2022-10-13,51.5193
2022-10-14,49.8184
2022-10-15,49.8184
2022-10-16,49.8184
2022-10-17,52.355
2022-10-18,51.7424
2022-10-19,51.791
2022-10-20,48.4099
2022-10-21,48.2639
2022-10-22,48.2639
2022-10-23,48.2639
2022-10-24,39.3466
2022-10-25,38.0135
2022-10-26,37.947
2022-10-27,40.4267
2022-10-28,41.6845
2022-10-29,41.6845
2022-10-30,41.6845
2022-10-31,44.8466
2022-11-01,42.5723
2022-11-02,41.2381
2022-11-03,40.2163
2022-11-04,43.4172
2022-11-05,43.4172
2022-11-06,43.4172
2022-11-07,43.758
2022-11-08,43.6414
2022-11-09,43.0876
2022-11-10,49.4407
2022-11-11,49.3982
2022-11-12,49.3982
2022-11-13,49.3982
2022-11-14,47.2516
2022-11-15,49.5208
2022-11-16,47.2137
2022-11-17,47.5746
2022-11-18,47.3652
2022-11-19,47.3652
2022-11-20,47.3652
2022-11-21,48.491
2022-11-22,48.9149
2022-11-23,49.4409
2022-11-24,49.4409
2022-11-25,49.8778
2022-11-26,49.8778
2022-11-27,49.8778
2022-11-28,48.7166
2022-11-29,49.537
2022-11-30,51.5419
2022-12-01,50.1506
2022-12-02,51.0119
2022-12-03,51.0119
2022-12-04,51.0119
2022-12-05,46.827
2022-12-06,48.0713
2022-12-07,47.1207
2022-12-08,48.2844
2022-12-09,48.3913
2022-12-10,48.3913
2022-12-11,48.3913
2022-12-12,47.2801
2022-12-13,45.7487
2022-12-14,43.3587
2022-12-15,41.4272
2022-12-16,40.8285
2022-12-17,40.8285
2022-12-18,40.8285
2022-12-19,41.7001
2022-12-20,41.2511
2022-12-21,45.3873
2022-12-22,45.3873
2022-12-23,46.1628
2022-12-24,46.1628
2022-12-25,46.1628
2022-12-26,46.1628
2022-12-27,48.3793
2022-12-28,46.4529
2022-12-29,49.6481
2022-12-30,49.3807
2022-12-31,49.3807
2023-01-01,49.3807
2023-01-02,49.3807
2023-01-03,49.9936
2023-01-04,51.9102
2023-01-05,49.822
2023-01-06,52.8451
2023-01-07,52.8451
2023-01-08,52.8451
2023-01-09,51.7142
2023-01-10,53.065
2023-01-11,52.9471
2023-01-12,55.6957
2023-01-13,54.4169
2023-01-14,54.4169
2023-01-15,54.4169
2023-01-16,54.4169
2023-01-17,51.6701
2023-01-18,48.6436
2023-01-19,49.0297
2023-01-20,51.7626
2023-01-21,51.7626
2023-01-22,51.7626
2023-01-23,52.8397
2023-01-24,51.8698
2023-01-25,58.7374
2023-01-26,55.5979
2023-01-27,56.1088
2023-01-28,56.1088
2023-01-29,56.1088
2023-01-30,55.6124
2023-01-31,58.7583
2023-02-01,61.3997
2023-02-02,63.1439
2023-02-03,65.347
2023-02-04,65.347
2023-02-05,65.347
2023-02-06,62.5595
2023-02-07,63.3839
2023-02-08,61.3168
2023-02-09,58.036
2023-02-10,58.2966
2023-02-11,58.2966
2023-02-12,58.2966
2023-02-13,58.9002
2023-02-14,58.4083
2023-02-15,59.6853
2023-02-16,56.9972
2023-02-17,57.7208
2023-02-18,57.7208
2023-02-19,57.7208
2023-02-20,57.7208
2023-02-21,56.6793
2023-02-22,55.4803
2023-02-23,56.2206
2023-02-24,56.3531
2023-02-25,56.3531
2023-02-26,56.3531
2023-02-27,54.2902
2023-02-28,53.4469
2023-03-01,53.4469
2023-03-02,52.1748
2023-03-03,53.0677
2023-03-04,53.0677
2023-03-05,53.0677
2023-03-06,50.9824
2023-03-07,51.2028
2023-03-08,51.4288
2023-03-09,44.0003
2023-03-10,41.7442
2023-03-11,41.7442
2023-03-12,41.7442
2023-03-13,36.5047
2023-03-14,36.7428
2023-03-15,39.9456
2023-03-16,42.3081
2023-03-17,37.3895
2023-03-18,37.3895
2023-03-19,37.3895
