,ALXN US Equity
2020-10-30,50.2379
2020-10-31,50.2379
2020-11-01,50.2379
2020-11-02,49.9912
2020-11-03,51.7242
2020-11-04,56.2568
2020-11-05,57.616
2020-11-06,57.4569
2020-11-07,57.4569
2020-11-08,57.4569
2020-11-09,57.1126
2020-11-10,58.6051
2020-11-11,58.9595
2020-11-12,57.0346
2020-11-13,58.5322
2020-11-14,58.5322
2020-11-15,58.5322
2020-11-16,58.5667
2020-11-17,58.4457
2020-11-18,54.3596
2020-11-19,53.0681
2020-11-20,52.4597
2020-11-21,52.4597
2020-11-22,52.4597
2020-11-23,53.4727
2020-11-24,53.8858
2020-11-25,53.7082
2020-11-26,53.7082
2020-11-27,54.4843
2020-11-28,54.4843
2020-11-29,54.4843
2020-11-30,52.7364
2020-12-01,52.7729
2020-12-02,53.3313
2020-12-03,51.555
2020-12-04,50.9833
2020-12-05,50.9833
2020-12-06,50.9833
2020-12-07,49.2573
2020-12-08,49.6665
2020-12-09,48.1424
2020-12-10,49.3696
2020-12-11,51.5828
2020-12-12,51.5828
2020-12-13,51.5828
2020-12-14,72.446
2020-12-15,72.9912
2020-12-16,73.0326
2020-12-17,72.9363
2020-12-18,71.7799
2020-12-19,71.7799
2020-12-20,71.7799
2020-12-21,69.9141
2020-12-22,68.9295
2020-12-23,68.3728
2020-12-24,67.7669
2020-12-25,67.7669
2020-12-26,67.7669
2020-12-27,67.7669
2020-12-28,68.5837
2020-12-29,69.048
2020-12-30,69.463
2020-12-31,69.4678
2021-01-01,69.4678
2021-01-02,69.4678
2021-01-03,69.4678
2021-01-04,69.7489
2021-01-05,70.0244
2021-01-06,70.2283
2021-01-07,67.8291
2021-01-08,68.7094
2021-01-09,68.7094
2021-01-10,68.7094
2021-01-11,67.6914
2021-01-12,66.5987
2021-01-13,67.1117
2021-01-14,67.2403
2021-01-15,67.2718
2021-01-16,67.2718
2021-01-17,67.2718
2021-01-18,67.2718
2021-01-19,68.531
2021-01-20,67.2395
2021-01-21,67.3183
2021-01-22,68.5386
2021-01-23,68.5386
2021-01-24,68.5386
2021-01-25,69.5389
2021-01-26,69.8075
2021-01-27,61.8562
2021-01-28,63.0071
2021-01-29,58.4888
2021-01-30,58.4888
2021-01-31,58.4888
2021-02-01,60.2535
2021-02-02,59.3288
2021-02-03,59.1945
2021-02-04,59.8601
2021-02-05,57.9393
2021-02-06,57.9393
2021-02-07,57.9393
2021-02-08,58.4187
2021-02-09,59.0595
2021-02-10,58.2276
2021-02-11,58.2365
2021-02-12,61.437
2021-02-13,61.437
2021-02-14,61.437
2021-02-15,61.437
2021-02-16,59.3327
2021-02-17,59.6105
2021-02-18,60.0891
2021-02-19,57.4844
2021-02-20,57.4844
2021-02-21,57.4844
2021-02-22,56.6257
2021-02-23,54.3692
2021-02-24,55.8784
2021-02-25,54.8676
2021-02-26,53.7891
2021-02-27,53.7891
2021-02-28,53.7891
2021-03-01,52.8576
2021-03-02,50.984
2021-03-03,48.558
2021-03-04,48.8697
2021-03-05,50.7451
2021-03-06,50.7451
2021-03-07,50.7451
2021-03-08,50.6982
2021-03-09,53.5317
2021-03-10,54.4555
2021-03-11,51.9619
2021-03-12,52.1184
2021-03-13,52.1184
2021-03-14,52.1184
2021-03-15,52.7886
2021-03-16,54.1283
2021-03-17,53.942
2021-03-18,51.3809
2021-03-19,50.9595
2021-03-20,50.9595
2021-03-21,50.9595
2021-03-22,55.8517
2021-03-23,52.0273
2021-03-24,51.2702
2021-03-25,52.8559
2021-03-26,54.8794
2021-03-27,54.8794
2021-03-28,54.8794
2021-03-29,55.5986
2021-03-30,52.9359
2021-03-31,52.2762
2021-04-01,52.6156
2021-04-02,52.6156
2021-04-03,52.6156
2021-04-04,52.6156
2021-04-05,53.6499
2021-04-06,52.7211
2021-04-07,51.3481
2021-04-08,53.8354
2021-04-09,54.4491
2021-04-10,54.4491
2021-04-11,54.4491
2021-04-12,53.097
2021-04-13,52.7178
2021-04-14,54.587
2021-04-15,57.1164
2021-04-16,62.9431
2021-04-17,62.9431
2021-04-18,62.9431
2021-04-19,64.4018
2021-04-20,65.2478
2021-04-21,66.7013
2021-04-22,65.5225
2021-04-23,64.434
2021-04-24,64.434
2021-04-25,64.434
2021-04-26,64.5009
2021-04-27,64.5526
2021-04-28,64.0221
2021-04-29,62.1799
2021-04-30,64.9892
2021-05-01,64.9892
2021-05-02,64.9892
2021-05-03,66.3167
2021-05-04,63.5271
2021-05-05,64.7507
2021-05-06,64.6717
2021-05-07,65.173
2021-05-08,65.173
2021-05-09,65.173
2021-05-10,66.3683
2021-05-11,65.6922
2021-05-12,66.2085
2021-05-13,67.3817
2021-05-14,67.521
2021-05-15,67.521
2021-05-16,67.521
2021-05-17,68.6129
2021-05-18,68.7165
2021-05-19,69.2417
2021-05-20,71.6161
2021-05-21,70.3716
2021-05-22,70.3716
2021-05-23,70.3716
2021-05-24,70.6355
2021-05-25,68.7738
2021-05-26,66.8352
2021-05-27,67.7109
2021-05-28,66.7696
2021-05-29,66.7696
2021-05-30,66.7696
2021-05-31,66.7696
2021-06-01,65.4173
2021-06-02,64.7294
2021-06-03,65.0229
2021-06-04,66.4561
2021-06-05,66.4561
2021-06-06,66.4561
2021-06-07,64.736
2021-06-08,65.1031
2021-06-09,67.8033
2021-06-10,70.3944
2021-06-11,69.6924
2021-06-12,69.6924
2021-06-13,69.6924
2021-06-14,69.6924
2021-06-15,69.9284
2021-06-16,67.0136
2021-06-17,65.7947
2021-06-18,66.5754
2021-06-19,66.5754
2021-06-20,66.5754
2021-06-21,66.51
2021-06-22,64.2665
2021-06-23,64.507
2021-06-24,65.5736
2021-06-25,67.8424
2021-06-26,67.8424
2021-06-27,67.8424
2021-06-28,69.2934
2021-06-29,69.4563
2021-06-30,68.0784
2021-07-01,69.5506
2021-07-02,70.7359
2021-07-03,70.7359
2021-07-04,70.7359
2021-07-05,70.7359
2021-07-06,66.7711
2021-07-07,66.1756
2021-07-08,64.2654
2021-07-09,65.2204
2021-07-10,65.2204
2021-07-11,65.2204
2021-07-12,67.161
2021-07-13,67.2384
2021-07-14,67.942
2021-07-15,55.9141
2021-07-16,55.1198
2021-07-17,55.1198
2021-07-18,55.1198
2021-07-19,54.1581
2021-07-20,58.132
2021-07-21,58.132
2021-07-22,58.132
2021-07-23,58.132
2021-07-24,58.132
2021-07-25,58.132
2021-07-26,58.132
2021-07-27,58.132
2021-07-28,58.132
2021-07-29,58.132
2021-07-30,58.132
2021-07-31,58.132
2021-08-01,58.132
2021-08-02,58.132
2021-08-03,58.132
2021-08-04,58.132
2021-08-05,58.132
2021-08-06,58.132
2021-08-07,58.132
2021-08-08,58.132
2021-08-09,58.132
2021-08-10,58.132
2021-08-11,58.132
2021-08-12,58.132
2021-08-13,58.132
2021-08-14,58.132
2021-08-15,58.132
2021-08-16,58.132
2021-08-17,58.132
2021-08-18,58.132
2021-08-19,58.132
2021-08-20,58.132
2021-08-21,58.132
2021-08-22,58.132
2021-08-23,58.132
2021-08-24,58.132
2021-08-25,58.132
2021-08-26,58.132
2021-08-27,58.132
2021-08-28,58.132
2021-08-29,58.132
2021-08-30,58.132
2021-08-31,58.132
2021-09-01,58.132
2021-09-02,58.132
2021-09-03,58.132
2021-09-04,58.132
2021-09-05,58.132
2021-09-06,58.132
2021-09-07,58.132
2021-09-08,58.132
2021-09-09,58.132
2021-09-10,58.132
2021-09-11,58.132
2021-09-12,58.132
2021-09-13,58.132
2021-09-14,58.132
2021-09-15,58.132
2021-09-16,58.132
2021-09-17,58.132
2021-09-18,58.132
2021-09-19,58.132
2021-09-20,58.132
2021-09-21,58.132
2021-09-22,58.132
2021-09-23,58.132
2021-09-24,58.132
2021-09-25,58.132
2021-09-26,58.132
2021-09-27,58.132
2021-09-28,58.132
2021-09-29,58.132
2021-09-30,58.132
2021-10-01,58.132
2021-10-02,58.132
2021-10-03,58.132
2021-10-04,58.132
2021-10-05,58.132
2021-10-06,58.132
2021-10-07,58.132
2021-10-08,58.132
2021-10-09,58.132
2021-10-10,58.132
2021-10-11,58.132
2021-10-12,58.132
2021-10-13,58.132
2021-10-14,58.132
2021-10-15,58.132
2021-10-16,58.132
2021-10-17,58.132
2021-10-18,58.132
2021-10-19,58.132
2021-10-20,58.132
2021-10-21,58.132
2021-10-22,58.132
2021-10-23,58.132
2021-10-24,58.132
2021-10-25,58.132
2021-10-26,58.132
2021-10-27,58.132
2021-10-28,58.132
2021-10-29,58.132
2021-10-30,58.132
2021-10-31,58.132
2021-11-01,58.132
2021-11-02,58.132
2021-11-03,58.132
2021-11-04,58.132
2021-11-05,58.132
2021-11-06,58.132
2021-11-07,58.132
2021-11-08,58.132
2021-11-09,58.132
2021-11-10,58.132
2021-11-11,58.132
2021-11-12,58.132
2021-11-13,58.132
2021-11-14,58.132
2021-11-15,58.132
2021-11-16,58.132
2021-11-17,58.132
2021-11-18,58.132
2021-11-19,58.132
2021-11-20,58.132
2021-11-21,58.132
2021-11-22,58.132
2021-11-23,58.132
2021-11-24,58.132
2021-11-25,58.132
2021-11-26,58.132
2021-11-27,58.132
2021-11-28,58.132
2021-11-29,58.132
2021-11-30,58.132
2021-12-01,58.132
2021-12-02,58.132
2021-12-03,58.132
2021-12-04,58.132
2021-12-05,58.132
2021-12-06,58.132
2021-12-07,58.132
2021-12-08,58.132
2021-12-09,58.132
2021-12-10,58.132
2021-12-11,58.132
2021-12-12,58.132
2021-12-13,58.132
2021-12-14,58.132
2021-12-15,58.132
2021-12-16,58.132
2021-12-17,58.132
2021-12-18,58.132
2021-12-19,58.132
2021-12-20,58.132
2021-12-21,58.132
2021-12-22,58.132
2021-12-23,58.132
2021-12-24,58.132
2021-12-25,58.132
2021-12-26,58.132
2021-12-27,58.132
2021-12-28,58.132
2021-12-29,58.132
2021-12-30,58.132
2021-12-31,58.132
2022-01-01,58.132
2022-01-02,58.132
2022-01-03,58.132
2022-01-04,58.132
2022-01-05,58.132
2022-01-06,58.132
2022-01-07,58.132
2022-01-08,58.132
2022-01-09,58.132
2022-01-10,58.132
2022-01-11,58.132
2022-01-12,58.132
2022-01-13,58.132
2022-01-14,58.132
2022-01-15,58.132
2022-01-16,58.132
2022-01-17,58.132
2022-01-18,58.132
2022-01-19,58.132
2022-01-20,58.132
2022-01-21,58.132
2022-01-22,58.132
2022-01-23,58.132
2022-01-24,58.132
2022-01-25,58.132
2022-01-26,58.132
2022-01-27,58.132
2022-01-28,58.132
2022-01-29,58.132
2022-01-30,58.132
2022-01-31,58.132
2022-02-01,58.132
2022-02-02,58.132
2022-02-03,58.132
2022-02-04,58.132
2022-02-05,58.132
2022-02-06,58.132
2022-02-07,58.132
2022-02-08,58.132
2022-02-09,58.132
2022-02-10,58.132
2022-02-11,58.132
2022-02-12,58.132
2022-02-13,58.132
2022-02-14,58.132
2022-02-15,58.132
2022-02-16,58.132
2022-02-17,58.132
2022-02-18,58.132
2022-02-19,58.132
2022-02-20,58.132
2022-02-21,58.132
2022-02-22,58.132
2022-02-23,58.132
2022-02-24,58.132
2022-02-25,58.132
2022-02-26,58.132
2022-02-27,58.132
2022-02-28,58.132
2022-03-01,58.132
2022-03-02,58.132
2022-03-03,58.132
2022-03-04,58.132
2022-03-05,58.132
2022-03-06,58.132
2022-03-07,58.132
2022-03-08,58.132
2022-03-09,58.132
2022-03-10,58.132
2022-03-11,58.132
2022-03-12,58.132
2022-03-13,58.132
2022-03-14,58.132
2022-03-15,58.132
2022-03-16,58.132
2022-03-17,58.132
2022-03-18,58.132
2022-03-19,58.132
2022-03-20,58.132
2022-03-21,58.132
2022-03-22,58.132
2022-03-23,58.132
2022-03-24,58.132
2022-03-25,58.132
2022-03-26,58.132
2022-03-27,58.132
2022-03-28,58.132
2022-03-29,58.132
2022-03-30,58.132
2022-03-31,58.132
2022-04-01,58.132
2022-04-02,58.132
2022-04-03,58.132
2022-04-04,58.132
2022-04-05,58.132
2022-04-06,58.132
2022-04-07,58.132
2022-04-08,58.132
2022-04-09,58.132
2022-04-10,58.132
2022-04-11,58.132
2022-04-12,58.132
2022-04-13,58.132
2022-04-14,58.132
2022-04-15,58.132
2022-04-16,58.132
2022-04-17,58.132
2022-04-18,58.132
2022-04-19,58.132
2022-04-20,58.132
2022-04-21,58.132
2022-04-22,58.132
2022-04-23,58.132
2022-04-24,58.132
2022-04-25,58.132
2022-04-26,58.132
2022-04-27,58.132
2022-04-28,58.132
2022-04-29,58.132
2022-04-30,58.132
2022-05-01,58.132
2022-05-02,58.132
2022-05-03,58.132
2022-05-04,58.132
2022-05-05,58.132
2022-05-06,58.132
2022-05-07,58.132
2022-05-08,58.132
2022-05-09,58.132
2022-05-10,58.132
2022-05-11,58.132
2022-05-12,58.132
2022-05-13,58.132
2022-05-14,58.132
2022-05-15,58.132
2022-05-16,58.132
2022-05-17,58.132
2022-05-18,58.132
2022-05-19,58.132
2022-05-20,58.132
2022-05-21,58.132
2022-05-22,58.132
2022-05-23,58.132
2022-05-24,58.132
2022-05-25,58.132
2022-05-26,58.132
2022-05-27,58.132
2022-05-28,58.132
2022-05-29,58.132
2022-05-30,58.132
2022-05-31,58.132
2022-06-01,58.132
2022-06-02,58.132
2022-06-03,58.132
2022-06-04,58.132
2022-06-05,58.132
2022-06-06,58.132
2022-06-07,58.132
2022-06-08,58.132
2022-06-09,58.132
2022-06-10,58.132
2022-06-11,58.132
2022-06-12,58.132
2022-06-13,58.132
2022-06-14,58.132
2022-06-15,58.132
2022-06-16,58.132
2022-06-17,58.132
2022-06-18,58.132
2022-06-19,58.132
2022-06-20,58.132
2022-06-21,58.132
2022-06-22,58.132
2022-06-23,58.132
2022-06-24,58.132
2022-06-25,58.132
2022-06-26,58.132
2022-06-27,58.132
2022-06-28,58.132
2022-06-29,58.132
2022-06-30,58.132
2022-07-01,58.132
2022-07-02,58.132
2022-07-03,58.132
2022-07-04,58.132
2022-07-05,58.132
2022-07-06,58.132
2022-07-07,58.132
2022-07-08,58.132
2022-07-09,58.132
2022-07-10,58.132
2022-07-11,58.132
2022-07-12,58.132
2022-07-13,58.132
2022-07-14,58.132
2022-07-15,58.132
2022-07-16,58.132
2022-07-17,58.132
2022-07-18,58.132
2022-07-19,58.132
2022-07-20,58.132
2022-07-21,58.132
2022-07-22,58.132
2022-07-23,58.132
2022-07-24,58.132
2022-07-25,58.132
2022-07-26,58.132
2022-07-27,58.132
2022-07-28,58.132
2022-07-29,58.132
2022-07-30,58.132
2022-07-31,58.132
2022-08-01,58.132
2022-08-02,58.132
2022-08-03,58.132
2022-08-04,58.132
2022-08-05,58.132
2022-08-06,58.132
2022-08-07,58.132
2022-08-08,58.132
2022-08-09,58.132
2022-08-10,58.132
2022-08-11,58.132
2022-08-12,58.132
2022-08-13,58.132
2022-08-14,58.132
2022-08-15,58.132
2022-08-16,58.132
2022-08-17,58.132
2022-08-18,58.132
2022-08-19,58.132
2022-08-20,58.132
2022-08-21,58.132
2022-08-22,58.132
2022-08-23,58.132
2022-08-24,58.132
2022-08-25,58.132
2022-08-26,58.132
2022-08-27,58.132
2022-08-28,58.132
2022-08-29,58.132
2022-08-30,58.132
2022-08-31,58.132
2022-09-01,58.132
2022-09-02,58.132
2022-09-03,58.132
2022-09-04,58.132
2022-09-05,58.132
2022-09-06,58.132
2022-09-07,58.132
2022-09-08,58.132
2022-09-09,58.132
2022-09-10,58.132
2022-09-11,58.132
2022-09-12,58.132
2022-09-13,58.132
2022-09-14,58.132
2022-09-15,58.132
2022-09-16,58.132
2022-09-17,58.132
2022-09-18,58.132
2022-09-19,58.132
2022-09-20,58.132
2022-09-21,58.132
2022-09-22,58.132
2022-09-23,58.132
2022-09-24,58.132
2022-09-25,58.132
2022-09-26,58.132
2022-09-27,58.132
2022-09-28,58.132
2022-09-29,58.132
2022-09-30,58.132
2022-10-01,58.132
2022-10-02,58.132
2022-10-03,58.132
2022-10-04,58.132
2022-10-05,58.132
2022-10-06,58.132
2022-10-07,58.132
2022-10-08,58.132
2022-10-09,58.132
2022-10-10,58.132
2022-10-11,58.132
2022-10-12,58.132
2022-10-13,58.132
2022-10-14,58.132
2022-10-15,58.132
2022-10-16,58.132
2022-10-17,58.132
2022-10-18,58.132
2022-10-19,58.132
2022-10-20,58.132
2022-10-21,58.132
2022-10-22,58.132
2022-10-23,58.132
2022-10-24,58.132
2022-10-25,58.132
2022-10-26,58.132
2022-10-27,58.132
2022-10-28,58.132
2022-10-29,58.132
2022-10-30,58.132
2022-10-31,58.132
2022-11-01,58.132
2022-11-02,58.132
2022-11-03,58.132
2022-11-04,58.132
2022-11-05,58.132
2022-11-06,58.132
2022-11-07,58.132
2022-11-08,58.132
2022-11-09,58.132
2022-11-10,58.132
2022-11-11,58.132
2022-11-12,58.132
2022-11-13,58.132
2022-11-14,58.132
2022-11-15,58.132
2022-11-16,58.132
2022-11-17,58.132
2022-11-18,58.132
2022-11-19,58.132
2022-11-20,58.132
2022-11-21,58.132
2022-11-22,58.132
2022-11-23,58.132
2022-11-24,58.132
2022-11-25,58.132
2022-11-26,58.132
2022-11-27,58.132
2022-11-28,58.132
2022-11-29,58.132
2022-11-30,58.132
2022-12-01,58.132
2022-12-02,58.132
2022-12-03,58.132
2022-12-04,58.132
2022-12-05,58.132
2022-12-06,58.132
2022-12-07,58.132
2022-12-08,58.132
2022-12-09,58.132
2022-12-10,58.132
2022-12-11,58.132
2022-12-12,58.132
2022-12-13,58.132
2022-12-14,58.132
2022-12-15,58.132
2022-12-16,58.132
2022-12-17,58.132
2022-12-18,58.132
2022-12-19,58.132
2022-12-20,58.132
2022-12-21,58.132
2022-12-22,58.132
2022-12-23,58.132
2022-12-24,58.132
2022-12-25,58.132
2022-12-26,58.132
2022-12-27,58.132
2022-12-28,58.132
2022-12-29,58.132
2022-12-30,58.132
2022-12-31,58.132
2023-01-01,58.132
2023-01-02,58.132
2023-01-03,58.132
2023-01-04,58.132
2023-01-05,58.132
2023-01-06,58.132
2023-01-07,58.132
2023-01-08,58.132
2023-01-09,58.132
2023-01-10,58.132
2023-01-11,58.132
2023-01-12,58.132
2023-01-13,58.132
2023-01-14,58.132
2023-01-15,58.132
2023-01-16,58.132
2023-01-17,58.132
2023-01-18,58.132
2023-01-19,58.132
2023-01-20,58.132
2023-01-21,58.132
2023-01-22,58.132
2023-01-23,58.132
2023-01-24,58.132
2023-01-25,58.132
2023-01-26,58.132
2023-01-27,58.132
2023-01-28,58.132
2023-01-29,58.132
2023-01-30,58.132
2023-01-31,58.132
2023-02-01,58.132
2023-02-02,58.132
2023-02-03,58.132
2023-02-04,58.132
2023-02-05,58.132
2023-02-06,58.132
2023-02-07,58.132
2023-02-08,58.132
2023-02-09,58.132
2023-02-10,58.132
2023-02-11,58.132
2023-02-12,58.132
2023-02-13,58.132
2023-02-14,58.132
2023-02-15,58.132
2023-02-16,58.132
2023-02-17,58.132
2023-02-18,58.132
2023-02-19,58.132
2023-02-20,58.132
2023-02-21,58.132
2023-02-22,58.132
2023-02-23,58.132
2023-02-24,58.132
2023-02-25,58.132
2023-02-26,58.132
2023-02-27,58.132
2023-02-28,58.132
2023-03-01,58.132
2023-03-02,58.132
2023-03-03,58.132
2023-03-04,58.132
2023-03-05,58.132
2023-03-06,58.132
2023-03-07,58.132
2023-03-08,58.132
2023-03-09,58.132
2023-03-10,58.132
2023-03-11,58.132
2023-03-12,58.132
2023-03-13,58.132
2023-03-14,58.132
2023-03-15,58.132
2023-03-16,58.132
2023-03-17,58.132
2023-03-18,58.132
2023-03-19,58.132
2023-03-20,58.132
2023-03-21,58.132
2023-03-22,58.132
2023-03-23,58.132
2023-03-24,58.132
2023-03-25,58.132
2023-03-26,58.132
2023-03-27,58.132
2023-03-28,58.132
2023-03-29,58.132
2023-03-30,58.132
2023-03-31,58.132
2023-04-01,58.132
2023-04-02,58.132
2023-04-03,58.132
2023-04-04,58.132
2023-04-05,58.132
2023-04-06,58.132
2023-04-07,58.132
2023-04-08,58.132
2023-04-09,58.132
2023-04-10,58.132
2023-04-11,58.132
2023-04-12,58.132
2023-04-13,58.132
2023-04-14,58.132
2023-04-15,58.132
2023-04-16,58.132
2023-04-17,58.132
2023-04-18,58.132
2023-04-19,58.132
2023-04-20,58.132
2023-04-21,58.132
2023-04-22,58.132
2023-04-23,58.132
2023-04-24,58.132
2023-04-25,58.132
2023-04-26,58.132
2023-04-27,58.132
2023-04-28,58.132
2023-04-29,58.132
2023-04-30,58.132
2023-05-01,58.132
2023-05-02,58.132
2023-05-03,58.132
2023-05-04,58.132
2023-05-05,58.132
2023-05-06,58.132
