,TSCO US Equity
2021-01-13,60.8854
2021-01-14,63.1578
2021-01-15,63.8509
2021-01-16,63.8509
2021-01-17,63.8509
2021-01-18,63.8509
2021-01-19,63.8151
2021-01-20,61.3236
2021-01-21,61.1237
2021-01-22,61.46
2021-01-23,61.46
2021-01-24,61.46
2021-01-25,61.8633
2021-01-26,56.8347
2021-01-27,58.343
2021-01-28,53.7951
2021-01-29,46.9795
2021-01-30,46.9795
2021-01-31,46.9795
2021-02-01,45.4179
2021-02-02,48.4539
2021-02-03,49.9197
2021-02-04,50.9848
2021-02-05,54.9913
2021-02-06,54.9913
2021-02-07,54.9913
2021-02-08,58.7997
2021-02-09,59.5691
2021-02-10,57.7398
2021-02-11,58.3084
2021-02-12,59.9549
2021-02-13,59.9549
2021-02-14,59.9549
2021-02-15,59.9549
2021-02-16,61.181
2021-02-17,65.6757
2021-02-18,66.4684
2021-02-19,66.4392
2021-02-20,66.4392
2021-02-21,66.4392
2021-02-22,60.5815
2021-02-23,60.7271
2021-02-24,57.2619
2021-02-25,57.323
2021-02-26,55.4995
2021-02-27,55.4995
2021-02-28,55.4995
2021-03-01,57.7421
2021-03-02,54.8431
2021-03-03,51.9939
2021-03-04,49.6462
2021-03-05,52.3601
2021-03-06,52.3601
2021-03-07,52.3601
2021-03-08,55.488
2021-03-09,55.1985
2021-03-10,59.0094
2021-03-11,60.3953
2021-03-12,60.7808
2021-03-13,60.7808
2021-03-14,60.7808
2021-03-15,60.7808
2021-03-16,60.1462
2021-03-17,58.6596
2021-03-18,59.173
2021-03-19,61.2158
2021-03-20,61.2158
2021-03-21,61.2158
2021-03-22,61.518
2021-03-23,60.7311
2021-03-24,57.6941
2021-03-25,59.6642
2021-03-26,62.8612
2021-03-27,62.8612
2021-03-28,62.8612
2021-03-29,60.5673
2021-03-30,61.2798
2021-03-31,61.2957
2021-04-01,60.7946
2021-04-02,60.7946
2021-04-03,60.7946
2021-04-04,60.7946
2021-04-05,62.8787
2021-04-06,62.1332
2021-04-07,59.9873
2021-04-08,59.6308
2021-04-09,60.2507
2021-04-10,60.2507
2021-04-11,60.2507
2021-04-12,60.5221
2021-04-13,61.0116
2021-04-14,59.9731
2021-04-15,59.0868
2021-04-16,61.7202
2021-04-17,61.7202
2021-04-18,61.7202
2021-04-19,62.9132
2021-04-20,60.9197
2021-04-21,60.0567
2021-04-22,64.6805
2021-04-23,65.3434
2021-04-24,65.3434
2021-04-25,65.3434
2021-04-26,66.1559
2021-04-27,65.6992
2021-04-28,63.7763
2021-04-29,64.8408
2021-04-30,62.9278
2021-05-01,62.9278
2021-05-02,62.9278
2021-05-03,65.2918
2021-05-04,66.1039
2021-05-05,66.226
2021-05-06,66.3785
2021-05-07,66.6953
2021-05-08,66.6953
2021-05-09,66.6953
2021-05-10,66.8314
2021-05-11,61.9838
2021-05-12,53.9193
2021-05-13,56.6426
2021-05-14,57.4859
2021-05-15,57.4859
2021-05-16,57.4859
2021-05-17,56.2279
2021-05-18,55.0322
2021-05-19,51.5286
2021-05-20,53.8397
2021-05-21,53.808
2021-05-22,53.808
2021-05-23,53.808
2021-05-24,52.5601
2021-05-25,51.4678
2021-05-26,53.371
2021-05-27,53.1652
2021-05-28,52.2728
2021-05-29,52.2728
2021-05-30,52.2728
2021-05-31,52.2728
2021-06-01,52.3964
2021-06-02,51.7808
2021-06-03,49.0994
2021-06-04,51.618
2021-06-05,51.618
2021-06-06,51.618
2021-06-07,51.7296
2021-06-08,51.9181
2021-06-09,51.5649
2021-06-10,50.4721
2021-06-11,54.1184
2021-06-12,54.1184
2021-06-13,54.1184
2021-06-14,53.1507
2021-06-15,50.0607
2021-06-16,48.7182
2021-06-17,46.0809
2021-06-18,43.4616
2021-06-19,43.4616
2021-06-20,43.4616
2021-06-21,47.0679
2021-06-22,51.0628
2021-06-23,50.3251
2021-06-24,51.4553
2021-06-25,50.9128
2021-06-26,50.9128
2021-06-27,50.9128
2021-06-28,53.3143
2021-06-29,55.846
2021-06-30,55.0098
2021-07-01,56.26
2021-07-02,56.1878
2021-07-03,56.1878
2021-07-04,56.1878
2021-07-05,56.1878
2021-07-06,54.939
2021-07-07,55.8431
2021-07-08,54.4987
2021-07-09,55.0698
2021-07-10,55.0698
2021-07-11,55.0698
2021-07-12,54.9445
2021-07-13,54.8551
2021-07-14,55.2982
2021-07-15,56.7482
2021-07-16,56.773
2021-07-17,56.773
2021-07-18,56.773
2021-07-19,48.9512
2021-07-20,51.2774
2021-07-21,49.1411
2021-07-22,50.2351
2021-07-23,54.4489
2021-07-24,54.4489
2021-07-25,54.4489
2021-07-26,54.7268
2021-07-27,51.4697
2021-07-28,50.7371
2021-07-29,48.6698
2021-07-30,48.629
2021-07-31,48.629
2021-08-01,48.629
2021-08-02,48.5279
2021-08-03,53.3662
2021-08-04,52.3378
2021-08-05,54.3895
2021-08-06,53.6653
2021-08-07,53.6653
2021-08-08,53.6653
2021-08-09,53.9113
2021-08-10,56.3033
2021-08-11,58.8421
2021-08-12,58.1627
2021-08-13,58.4432
2021-08-14,58.4432
2021-08-15,58.4432
2021-08-16,60.4485
2021-08-17,54.848
2021-08-18,56.3339
2021-08-19,57.6774
2021-08-20,60.1111
2021-08-21,60.1111
2021-08-22,60.1111
2021-08-23,57.2499
2021-08-24,55.935
2021-08-25,56.397
2021-08-26,52.5458
2021-08-27,54.4713
2021-08-28,54.4713
2021-08-29,54.4713
2021-08-30,55.3349
2021-08-31,55.7724
2021-09-01,56.7063
2021-09-02,56.7278
2021-09-03,58.9742
2021-09-04,58.9742
2021-09-05,58.9742
2021-09-06,58.9742
2021-09-07,58.2025
2021-09-08,59.1543
2021-09-09,60.7257
2021-09-10,62.7597
2021-09-11,62.7597
2021-09-12,62.7597
2021-09-13,59.9531
2021-09-14,61.9727
2021-09-15,61.7801
2021-09-16,64.4001
2021-09-17,62.1117
2021-09-18,62.1117
2021-09-19,62.1117
2021-09-20,60.5651
2021-09-21,61.4691
2021-09-22,64.3375
2021-09-23,62.5884
2021-09-24,62.9495
2021-09-25,62.9495
2021-09-26,62.9495
2021-09-27,62.5298
2021-09-28,59.26
2021-09-29,59.9924
2021-09-30,54.9053
2021-10-01,53.8378
2021-10-02,53.8378
2021-10-03,53.8378
2021-10-04,49.5633
2021-10-05,50.7334
2021-10-06,50.0361
2021-10-07,51.0795
2021-10-08,48.5323
2021-10-09,48.5323
2021-10-10,48.5323
2021-10-11,47.6406
2021-10-12,47.4587
2021-10-13,48.8478
2021-10-14,50.7657
2021-10-15,50.749
2021-10-16,50.749
2021-10-17,50.749
2021-10-18,56.1592
2021-10-19,55.3158
2021-10-20,54.2472
2021-10-21,59.5798
2021-10-22,57.6868
2021-10-23,57.6868
2021-10-24,57.6868
2021-10-25,59.39
2021-10-26,55.9141
2021-10-27,55.9711
2021-10-28,57.9575
2021-10-29,61.915
2021-10-30,61.915
2021-10-31,61.915
2021-11-01,59.1957
2021-11-02,60.1762
2021-11-03,60.2472
2021-11-04,61.503
2021-11-05,62.5563
2021-11-06,62.5563
2021-11-07,62.5563
2021-11-08,63.2653
2021-11-09,62.7735
2021-11-10,59.5793
2021-11-11,60.3731
2021-11-12,61.806
2021-11-13,61.806
2021-11-14,61.806
2021-11-15,62.7586
2021-11-16,65.9061
2021-11-17,63.4419
2021-11-18,64.8746
2021-11-19,65.7621
2021-11-20,65.7621
2021-11-21,65.7621
2021-11-22,64.335
2021-11-23,61.1107
2021-11-24,61.3927
2021-11-25,61.3927
2021-11-26,62.7577
2021-11-27,62.7577
2021-11-28,62.7577
2021-11-29,61.2926
2021-11-30,60.0949
2021-12-01,58.8701
2021-12-02,61.0429
2021-12-03,61.2191
2021-12-04,61.2191
2021-12-05,61.2191
2021-12-06,60.7607
2021-12-07,64.0367
2021-12-08,64.9831
2021-12-09,60.5572
2021-12-10,62.7211
2021-12-11,62.7211
2021-12-12,62.7211
2021-12-13,61.7312
2021-12-14,62.2828
2021-12-15,63.7419
2021-12-16,60.3452
2021-12-17,55.3437
2021-12-18,55.3437
2021-12-19,55.3437
2021-12-20,52.3006
2021-12-21,52.7577
2021-12-22,55.3254
2021-12-23,55.8691
2021-12-24,55.8691
2021-12-25,55.8691
2021-12-26,55.8691
2021-12-27,57.6828
2021-12-28,57.4538
2021-12-29,60.4781
2021-12-30,60.4463
2021-12-31,61.4325
2022-01-01,61.4325
2022-01-02,61.4325
2022-01-03,59.0974
2022-01-04,59.4188
2022-01-05,54.4236
2022-01-06,55.3484
2022-01-07,53.249
2022-01-08,53.249
2022-01-09,53.249
2022-01-10,52.5522
2022-01-11,51.434
2022-01-12,53.4386
2022-01-13,54.6102
2022-01-14,48.667
2022-01-15,48.667
2022-01-16,48.667
2022-01-17,48.667
2022-01-18,48.3339
2022-01-19,47.8507
2022-01-20,41.8038
2022-01-21,41.4117
2022-01-22,41.4117
2022-01-23,41.4117
2022-01-24,46.7504
2022-01-25,44.2606
2022-01-26,41.7544
2022-01-27,43.109
2022-01-28,46.4877
2022-01-29,46.4877
2022-01-30,46.4877
2022-01-31,48.4535
2022-02-01,49.5583
2022-02-02,49.8806
2022-02-03,49.0808
2022-02-04,47.6815
2022-02-05,47.6815
2022-02-06,47.6815
2022-02-07,48.093
2022-02-08,50.6552
2022-02-09,52.0707
2022-02-10,49.7869
2022-02-11,49.1319
2022-02-12,49.1319
2022-02-13,49.1319
2022-02-14,48.2619
2022-02-15,49.235
2022-02-16,46.6719
2022-02-17,46.3068
2022-02-18,46.7706
2022-02-19,46.7706
2022-02-20,46.7706
2022-02-21,46.7706
2022-02-22,39.7571
2022-02-23,36.2683
2022-02-24,38.6031
2022-02-25,41.8504
2022-02-26,41.8504
2022-02-27,41.8504
2022-02-28,43.6683
2022-03-01,44.4683
2022-03-02,45.9092
2022-03-03,49.6423
2022-03-04,53.1371
2022-03-05,53.1371
2022-03-06,53.1371
2022-03-07,55.5721
2022-03-08,51.4881
2022-03-09,53.8689
2022-03-10,55.5337
2022-03-11,54.3316
2022-03-12,54.3316
2022-03-13,54.3316
2022-03-14,53.2616
2022-03-15,54.7583
2022-03-16,54.3716
2022-03-17,56.6549
2022-03-18,57.0323
2022-03-19,57.0323
2022-03-20,57.0323
2022-03-21,55.9803
2022-03-22,56.0754
2022-03-23,56.2132
2022-03-24,56.761
2022-03-25,56.0831
2022-03-26,56.0831
2022-03-27,56.0831
2022-03-28,56.0975
2022-03-29,56.6465
2022-03-30,56.3213
2022-03-31,56.5894
2022-04-01,52.3326
2022-04-02,52.3326
2022-04-03,52.3326
2022-04-04,52.8668
2022-04-05,50.9311
2022-04-06,51.1753
2022-04-07,54.552
2022-04-08,57.2758
2022-04-09,57.2758
2022-04-10,57.2758
2022-04-11,56.4527
2022-04-12,57.2435
2022-04-13,57.5915
2022-04-14,51.8081
2022-04-15,51.8081
2022-04-16,51.8081
2022-04-17,51.8081
2022-04-18,46.1961
2022-04-19,48.4216
2022-04-20,48.1416
2022-04-21,47.179
2022-04-22,41.5422
2022-04-23,41.5422
2022-04-24,41.5422
2022-04-25,43.3905
2022-04-26,41.705
2022-04-27,41.4727
2022-04-28,43.2953
2022-04-29,40.417
2022-04-30,40.417
2022-05-01,40.417
2022-05-02,43.1266
2022-05-03,42.8616
2022-05-04,46.551
2022-05-05,43.0697
2022-05-06,42.422
2022-05-07,42.422
2022-05-08,42.422
2022-05-09,40.7711
2022-05-10,40.7066
2022-05-11,38.3064
2022-05-12,41.0515
2022-05-13,43.8196
2022-05-14,43.8196
2022-05-15,43.8196
2022-05-16,45.6843
2022-05-17,46.6634
2022-05-18,37.5982
2022-05-19,38.6093
2022-05-20,37.4883
2022-05-21,37.4883
2022-05-22,37.4883
2022-05-23,36.586
2022-05-24,35.0696
2022-05-25,38.1402
2022-05-26,42.2721
2022-05-27,44.9908
2022-05-28,44.9908
2022-05-29,44.9908
2022-05-30,44.9908
2022-05-31,43.351
2022-06-01,44.7079
2022-06-02,46.5695
2022-06-03,46.2708
2022-06-04,46.2708
2022-06-05,46.2708
2022-06-06,48.1316
2022-06-07,48.9265
2022-06-08,47.8891
2022-06-09,49.2208
2022-06-10,46.8382
2022-06-11,46.8382
2022-06-12,46.8382
2022-06-13,45.6608
2022-06-14,45.7212
2022-06-15,47.4319
2022-06-16,45.3807
2022-06-17,44.6852
2022-06-18,44.6852
2022-06-19,44.6852
2022-06-20,44.6852
2022-06-21,47.5829
2022-06-22,46.3093
2022-06-23,49.1306
2022-06-24,50.7863
2022-06-25,50.7863
2022-06-26,50.7863
2022-06-27,50.5992
2022-06-28,47.7293
2022-06-29,47.8599
2022-06-30,47.1869
2022-07-01,48.2694
2022-07-02,48.2694
2022-07-03,48.2694
2022-07-04,48.2694
2022-07-05,49.0251
2022-07-06,48.8192
2022-07-07,51.4096
2022-07-08,51.6331
2022-07-09,51.6331
2022-07-10,51.6331
2022-07-11,51.3698
2022-07-12,48.2473
2022-07-13,48.7167
2022-07-14,50.6833
2022-07-15,51.3284
2022-07-16,51.3284
2022-07-17,51.3284
2022-07-18,51.4625
2022-07-19,52.4627
2022-07-20,53.245
2022-07-21,48.8444
2022-07-22,47.2406
2022-07-23,47.2406
2022-07-24,47.2406
2022-07-25,46.7814
2022-07-26,42.496
2022-07-27,44.1967
2022-07-28,46.14
2022-07-29,46.473
2022-07-30,46.473
2022-07-31,46.473
2022-08-01,47.6767
2022-08-02,45.2773
2022-08-03,46.5545
2022-08-04,45.2201
2022-08-05,46.0101
2022-08-06,46.0101
2022-08-07,46.0101
2022-08-08,47.3386
2022-08-09,46.7551
2022-08-10,47.6192
2022-08-11,48.9852
2022-08-12,50.0375
2022-08-13,50.0375
2022-08-14,50.0375
2022-08-15,50.7009
2022-08-16,53.9245
2022-08-17,54.0008
2022-08-18,54.158
2022-08-19,53.5636
2022-08-20,53.5636
2022-08-21,53.5636
2022-08-22,52.1775
2022-08-23,51.6341
2022-08-24,51.001
2022-08-25,51.7856
2022-08-26,46.5314
2022-08-27,46.5314
2022-08-28,46.5314
2022-08-29,46.0465
2022-08-30,44.9829
2022-08-31,43.4853
2022-09-01,45.4039
2022-09-02,45.1135
2022-09-03,45.1135
2022-09-04,45.1135
2022-09-05,45.1135
2022-09-06,45.4025
2022-09-07,50.4462
2022-09-08,52.3997
2022-09-09,53.0131
2022-09-10,53.0131
2022-09-11,53.0131
2022-09-12,53.9529
2022-09-13,48.6888
2022-09-14,46.3104
2022-09-15,45.7823
2022-09-16,47.0087
2022-09-17,47.0087
2022-09-18,47.0087
2022-09-19,48.7325
2022-09-20,47.3438
2022-09-21,47.107
2022-09-22,46.2637
2022-09-23,44.7556
2022-09-24,44.7556
2022-09-25,44.7556
2022-09-26,45.084
2022-09-27,46.7091
2022-09-28,49.0307
2022-09-29,46.3315
2022-09-30,45.4578
2022-10-01,45.4578
2022-10-02,45.4578
2022-10-03,50.4094
2022-10-04,52.4525
2022-10-05,54.3614
2022-10-06,53.4553
2022-10-07,50.3182
2022-10-08,50.3182
2022-10-09,50.3182
2022-10-10,50.87
2022-10-11,53.5788
2022-10-12,55.0046
2022-10-13,54.5726
2022-10-14,52.0589
2022-10-15,52.0589
2022-10-16,52.0589
2022-10-17,53.6448
2022-10-18,54.229
2022-10-19,50.4353
2022-10-20,46.9005
2022-10-21,51.0023
2022-10-22,51.0023
2022-10-23,51.0023
2022-10-24,55.7229
2022-10-25,58.2902
2022-10-26,58.9271
2022-10-27,58.7161
2022-10-28,61.5502
2022-10-29,61.5502
2022-10-30,61.5502
2022-10-31,59.6615
2022-11-01,59.9482
2022-11-02,55.0875
2022-11-03,55.0369
2022-11-04,52.6593
2022-11-05,52.6593
2022-11-06,52.6593
2022-11-07,53.7174
2022-11-08,52.7931
2022-11-09,50.9449
2022-11-10,54.13
2022-11-11,53.3623
2022-11-12,53.3623
2022-11-13,53.3623
2022-11-14,54.9627
2022-11-15,56.3824
2022-11-16,57.556
2022-11-17,55.3154
2022-11-18,57.7068
2022-11-19,57.7068
2022-11-20,57.7068
2022-11-21,57.9358
2022-11-22,59.1582
2022-11-23,60.0189
2022-11-24,60.0189
2022-11-25,59.0105
2022-11-26,59.0105
2022-11-27,59.0105
2022-11-28,57.7756
2022-11-29,56.1454
2022-11-30,59.1763
2022-12-01,58.2184
2022-12-02,58.3471
2022-12-03,58.3471
2022-12-04,58.3471
2022-12-05,56.0483
2022-12-06,53.9434
2022-12-07,54.0415
2022-12-08,55.0698
2022-12-09,54.377
2022-12-10,54.377
2022-12-11,54.377
2022-12-12,52.1975
2022-12-13,52.0462
2022-12-14,52.6355
2022-12-15,51.8701
2022-12-16,49.8456
2022-12-17,49.8456
2022-12-18,49.8456
2022-12-19,50.3878
2022-12-20,49.6514
2022-12-21,51.9847
2022-12-22,51.2566
2022-12-23,53.5077
2022-12-24,53.5077
2022-12-25,53.5077
2022-12-26,53.5077
2022-12-27,56.6238
2022-12-28,54.6203
2022-12-29,58.0298
2022-12-30,56.777
2022-12-31,56.777
2023-01-01,56.777
2023-01-02,56.777
2023-01-03,55.6698
2023-01-04,54.6293
2023-01-05,53.491
2023-01-06,54.5497
2023-01-07,54.5497
2023-01-08,54.5497
2023-01-09,52.0146
2023-01-10,54.2661
2023-01-11,54.1797
2023-01-12,53.6369
2023-01-13,53.8316
2023-01-14,53.8316
2023-01-15,53.8316
2023-01-16,53.8316
2023-01-17,52.4638
2023-01-18,49.8079
2023-01-19,45.4142
2023-01-20,48.524
2023-01-21,48.524
2023-01-22,48.524
2023-01-23,50.4358
2023-01-24,50.0859
2023-01-25,49.4902
2023-01-26,56.1785
2023-01-27,55.559
2023-01-28,55.559
2023-01-29,55.559
2023-01-30,53.8734
2023-01-31,56.3471
2023-02-01,57.2769
2023-02-02,57.6747
2023-02-03,56.2184
2023-02-04,56.2184
2023-02-05,56.2184
2023-02-06,58.0269
2023-02-07,58.1705
2023-02-08,57.1978
2023-02-09,58.4144
2023-02-10,57.9009
2023-02-11,57.9009
2023-02-12,57.9009
2023-02-13,59.9015
2023-02-14,60.2854
2023-02-15,61.0476
2023-02-16,59.1414
2023-02-17,60.1305
2023-02-18,60.1305
2023-02-19,60.1305
2023-02-20,60.1305
2023-02-21,56.6471
2023-02-22,55.8176
2023-02-23,55.9207
2023-02-24,54.9181
2023-02-25,54.9181
2023-02-26,54.9181
2023-02-27,57.0836
2023-02-28,56.243
2023-03-01,51.2397
2023-03-02,52.8201
2023-03-03,53.7683
2023-03-04,53.7683
2023-03-05,53.7683
2023-03-06,52.802
2023-03-07,52.6953
2023-03-08,52.6403
2023-03-09,51.5687
2023-03-10,51.7863
2023-03-11,51.7863
2023-03-12,51.7863
2023-03-13,52.2503
2023-03-14,53.4066
2023-03-15,54.5711
2023-03-16,57.0387
2023-03-17,54.7718
2023-03-18,54.7718
2023-03-19,54.7718
2023-03-20,54.577
