,WD US Equity
2023-03-20,40.1114
2023-03-21,41.7271
2023-03-22,39.0244
2023-03-23,37.5667
2023-03-24,37.5517
2023-03-25,37.5517
2023-03-26,37.5517
2023-03-27,40.5167
2023-03-28,39.3119
2023-03-29,40.0447
2023-03-30,40.5889
2023-03-31,42.6571
2023-04-01,42.6571
2023-04-02,42.6571
2023-04-03,41.3615
2023-04-04,38.8068
2023-04-05,38.5906
2023-04-06,39.0201
2023-04-07,39.0201
2023-04-08,39.0201
2023-04-09,39.0201
2023-04-10,39.5502
2023-04-11,40.3018
2023-04-12,39.0202
2023-04-13,40.9096
2023-04-14,39.8081
2023-04-15,39.8081
2023-04-16,39.8081
2023-04-17,40.9459
2023-04-18,37.6139
2023-04-19,39.5099
2023-04-20,39.3508
2023-04-21,37.9207
2023-04-22,37.9207
2023-04-23,37.9207
2023-04-24,37.7726
2023-04-25,34.6739
2023-04-26,34.2106
2023-04-27,37.1774
2023-04-28,39.5569
2023-04-29,39.5569
2023-04-30,39.5569
2023-05-01,39.4408
2023-05-02,36.8255
2023-05-03,37.2784
2023-05-04,38.2233
2023-05-05,40.0769
2023-05-06,40.0769
2023-05-07,40.0769
2023-05-08,37.195
2023-05-09,36.9179
2023-05-10,38.4701
2023-05-11,39.4968
2023-05-12,42.2123
2023-05-13,42.2123
2023-05-14,42.2123
2023-05-15,46.6599
2023-05-16,45.357
2023-05-17,49.7412
2023-05-18,50.8785
2023-05-19,50.3008
2023-05-20,50.3008
2023-05-21,50.3008
2023-05-22,52.6637
2023-05-23,51.8218
2023-05-24,49.9219
2023-05-25,49.2437
2023-05-26,50.9172
2023-05-27,50.9172
2023-05-28,50.9172
2023-05-29,50.9172
2023-05-30,52.0768
2023-05-31,50.7997
2023-06-01,49.6909
2023-06-02,52.0175
2023-06-03,52.0175
2023-06-04,52.0175
2023-06-05,49.9107
2023-06-06,54.3908
2023-06-07,56.0576
2023-06-08,56.2489
2023-06-09,56.7261
2023-06-10,56.7261
2023-06-11,56.7261
2023-06-12,56.7131
2023-06-13,57.7987
2023-06-14,55.5053
2023-06-15,57.289
2023-06-16,56.3936
2023-06-17,56.3936
2023-06-18,56.3936
2023-06-19,56.3936
2023-06-20,55.3911
2023-06-21,55.4675
2023-06-22,54.0576
2023-06-23,49.4613
2023-06-24,49.4613
2023-06-25,49.4613
2023-06-26,52.2207
2023-06-27,53.7403
2023-06-28,55.0387
2023-06-29,56.5984
2023-06-30,54.5001
2023-07-01,54.5001
2023-07-02,54.5001
2023-07-03,55.8991
2023-07-04,55.8991
2023-07-05,53.2209
2023-07-06,53.4711
2023-07-07,55.102
2023-07-08,55.102
2023-07-09,55.102
2023-07-10,57.9022
2023-07-11,60.0251
2023-07-12,61.1452
2023-07-13,63.9947
2023-07-14,61.9984
2023-07-15,61.9984
2023-07-16,61.9984
2023-07-17,63.6917
2023-07-18,64.9919
2023-07-19,65.5326
2023-07-20,64.8134
2023-07-21,63.248
2023-07-22,63.248
2023-07-23,63.248
2023-07-24,63.4574
2023-07-25,63.2784
2023-07-26,65.1515
2023-07-27,60.3529
2023-07-28,60.7658
2023-07-29,60.7658
2023-07-30,60.7658
2023-07-31,60.976
2023-08-01,60.3218
2023-08-02,59.1546
2023-08-03,55.6197
2023-08-04,56.2689
2023-08-05,56.2689
2023-08-06,56.2689
2023-08-07,55.9634
2023-08-08,53.7149
2023-08-09,50.4302
2023-08-10,54.3516
2023-08-11,56.052
2023-08-12,56.052
2023-08-13,56.052
2023-08-14,56.052
2023-08-15,54.117
2023-08-16,51.3109
2023-08-17,50.9345
2023-08-18,52.5155
2023-08-19,52.5155
2023-08-20,52.5155
2023-08-21,50.0615
2023-08-22,49.5703
2023-08-23,51.9609
2023-08-24,51.0517
2023-08-25,49.1856
2023-08-26,49.1856
2023-08-27,49.1856
2023-08-28,51.6359
2023-08-29,53.13
2023-08-30,52.2254
2023-08-31,52.4026
2023-09-01,51.7803
2023-09-02,51.7803
2023-09-03,51.7803
2023-09-04,51.7803
2023-09-05,51.7398
2023-09-06,48.3686
2023-09-07,47.0532
2023-09-08,47.0038
2023-09-09,47.0038
2023-09-10,47.0038
2023-09-11,49.5531
2023-09-12,50.0344
2023-09-13,46.6578
2023-09-14,49.0558
2023-09-15,48.8643
2023-09-16,48.8643
2023-09-17,48.8643
2023-09-18,47.7083
2023-09-19,46.4577
2023-09-20,44.3442
2023-09-21,41.7153
2023-09-22,40.8445
2023-09-23,40.8445
2023-09-24,40.8445
2023-09-25,40.671
2023-09-26,39.8717
2023-09-27,39.389
2023-09-28,40.0376
2023-09-29,39.5764
2023-09-30,39.5764
2023-10-01,39.5764
2023-10-02,37.2257
2023-10-03,35.0039
2023-10-04,33.951
2023-10-05,37.1173
2023-10-06,39.6075
2023-10-07,39.6075
2023-10-08,39.6075
2023-10-09,39.0775
2023-10-10,39.1978
2023-10-11,39.5679
2023-10-12,37.2973
2023-10-13,35.9111
2023-10-14,35.9111
2023-10-15,35.9111
2023-10-16,37.3348
2023-10-17,38.5834
2023-10-18,36.7815
2023-10-19,36.5339
2023-10-20,34.7961
2023-10-21,34.7961
2023-10-22,34.7961
2023-10-23,34.5386
2023-10-24,36.6906
2023-10-25,34.3638
2023-10-26,33.7035
2023-10-27,34.5706
2023-10-28,34.5706
2023-10-29,34.5706
2023-10-30,33.6799
2023-10-31,35.1864
2023-11-01,36.2843
2023-11-02,44.7361
2023-11-03,53.5641
2023-11-04,53.5641
2023-11-05,53.5641
2023-11-06,50.5375
2023-11-07,47.9333
2023-11-08,47.9952
2023-11-09,45.3417
2023-11-10,47.4384
2023-11-11,47.4384
2023-11-12,47.4384
2023-11-13,49.9965
2023-11-14,56.9102
2023-11-15,59.1221
2023-11-16,58.1291
2023-11-17,59.2301
2023-11-18,59.2301
2023-11-19,59.2301
2023-11-20,58.5999
2023-11-21,56.9528
2023-11-22,58.3641
2023-11-23,58.3641
2023-11-24,58.0466
2023-11-25,58.0466
2023-11-26,58.0466
2023-11-27,58.9702
2023-11-28,57.6442
2023-11-29,59.6337
2023-11-30,59.0836
2023-12-01,63.9864
2023-12-02,63.9864
2023-12-03,63.9864
2023-12-04,64.5794
2023-12-05,65.2829
2023-12-06,64.4656
2023-12-07,65.9192
2023-12-08,66.2926
2023-12-09,66.2926
2023-12-10,66.2926
2023-12-11,68.0386
2023-12-12,68.6246
2023-12-13,71.5652
2023-12-14,74.1134
2023-12-15,72.5371
2023-12-16,72.5371
2023-12-17,72.5371
2023-12-18,71.0597
2023-12-19,71.5715
2023-12-20,70.4295
2023-12-21,71.9209
2023-12-22,72.6984
2023-12-23,72.6984
2023-12-24,72.6984
2023-12-25,72.6984
2023-12-26,74.0906
2023-12-27,75.5036
2023-12-28,75.4733
2023-12-29,72.2916
2023-12-30,72.2916
2023-12-31,72.2916
2024-01-01,72.2916
2024-01-02,68.6751
2024-01-03,61.3571
2024-01-04,58.9875
2024-01-05,57.7744
2024-01-06,57.7744
2024-01-07,57.7744
2024-01-08,58.654
2024-01-09,55.2407
2024-01-10,56.3913
2024-01-11,55.2531
2024-01-12,55.7902
2024-01-13,55.7902
2024-01-14,55.7902
2024-01-15,55.7902
2024-01-16,54.7701
2024-01-17,53.7638
2024-01-18,54.2399
2024-01-19,56.2817
2024-01-20,56.2817
2024-01-21,56.2817
2024-01-22,57.9011
2024-01-23,55.8837
2024-01-24,54.6189
2024-01-25,56.3944
2024-01-26,56.5439
2024-01-27,56.5439
2024-01-28,56.5439
2024-01-29,57.8455
2024-01-30,55.6662
2024-01-31,52.2266
2024-02-01,51.714
2024-02-02,50.3068
2024-02-03,50.3068
2024-02-04,50.3068
2024-02-05,47.9473
2024-02-06,48.1179
2024-02-07,47.8139
2024-02-08,50.7136
2024-02-09,49.6875
2024-02-10,49.6875
2024-02-11,49.6875
2024-02-12,51.5183
2024-02-13,48.5228
2024-02-14,49.8472
2024-02-15,54.4115
2024-02-16,52.3027
2024-02-17,52.3027
2024-02-18,52.3027
2024-02-19,52.3027
2024-02-20,49.8792
2024-02-21,49.4743
2024-02-22,52.8756
2024-02-23,52.2009
2024-02-24,52.2009
2024-02-25,52.2009
2024-02-26,50.2888
2024-02-27,52.0129
2024-02-28,50.2399
2024-02-29,51.2402
2024-03-01,50.2751
2024-03-02,50.2751
2024-03-03,50.2751
2024-03-04,48.5983
2024-03-05,49.4599
2024-03-06,48.9346
2024-03-07,49.8356
2024-03-08,48.5939
2024-03-09,48.5939
2024-03-10,48.5939
2024-03-11,48.0219
2024-03-12,48.9043
2024-03-13,48.1348
2024-03-14,45.8136
2024-03-15,45.3225
2024-03-16,45.3225
2024-03-17,45.3225
2024-03-18,44.8152
2024-03-19,46.1265
2024-03-20,49.6248
2024-03-21,53.1101
2024-03-22,49.79
2024-03-23,49.79
2024-03-24,49.79
2024-03-25,51.0766
2024-03-26,51.892
2024-03-27,57.1908
2024-03-28,57.4161
2024-03-29,57.4161
2024-03-30,57.4161
2024-03-31,57.4161
2024-04-01,54.6908
2024-04-02,51.2738
2024-04-03,50.7458
2024-04-04,51.5009
2024-04-05,51.9521
2024-04-06,51.9521
2024-04-07,51.9521
2024-04-08,52.9188
