,PEG US Equity
,RSI_30D
2020-11-08,55.568
2020-11-09,59.5845
2020-11-10,60.2483
2020-11-11,60.5357
2020-11-12,55.8058
2020-11-13,56.2221
2020-11-14,56.2221
2020-11-15,56.2221
2020-11-16,56.5187
2020-11-17,55.2194
2020-11-18,51.9843
2020-11-19,51.477
2020-11-20,52.8802
2020-11-21,52.8802
2020-11-22,52.8802
2020-11-23,53.3767
2020-11-24,56.2386
2020-11-25,56.8689
2020-11-26,56.8689
2020-11-27,55.1132
2020-11-28,55.1132
2020-11-29,55.1132
2020-11-30,52.234
2020-12-01,50.2787
2020-12-02,50.7493
2020-12-03,50.5669
2020-12-04,50.5669
2020-12-05,50.5669
2020-12-06,50.5669
2020-12-07,50.2905
2020-12-08,49.4518
2020-12-09,49.8878
2020-12-10,49.0418
2020-12-11,48.6883
2020-12-12,48.6883
2020-12-13,48.6883
2020-12-14,48.5375
2020-12-15,52.7183
2020-12-16,50.6813
2020-12-17,50.8005
2020-12-18,49.6522
2020-12-19,49.6522
2020-12-20,49.6522
2020-12-21,48.5778
2020-12-22,48.3305
2020-12-23,48.8023
2020-12-24,50.8582
2020-12-25,50.8582
2020-12-26,50.8582
2020-12-27,50.8582
2020-12-28,51.4116
2020-12-29,50.5797
2020-12-30,51.5264
2020-12-31,54.5499
2021-01-01,54.5499
2021-01-02,54.5499
2021-01-03,54.5499
2021-01-04,46.3696
2021-01-05,46.402
2021-01-06,50.0491
2021-01-07,47.7234
2021-01-08,51.2259
2021-01-09,51.2259
2021-01-10,51.2259
2021-01-11,50.2755
2021-01-12,51.3229
2021-01-13,54.8588
2021-01-14,52.2043
2021-01-15,56.1101
2021-01-16,56.1101
2021-01-17,56.1101
2021-01-18,56.1101
2021-01-19,52.7647
2021-01-20,55.2488
2021-01-21,52.8272
2021-01-22,52.8507
