,SBGI US Equity
2021-07-12,43.0802
2021-07-13,40.0984
2021-07-14,39.1003
2021-07-15,37.6349
2021-07-16,35.7353
2021-07-17,35.7353
2021-07-18,35.7353
2021-07-19,34.7533
2021-07-20,38.9417
2021-07-21,42.9041
2021-07-22,41.7444
2021-07-23,41.981
2021-07-24,41.981
2021-07-25,41.981
2021-07-26,43.2414
2021-07-27,42.2158
2021-07-28,43.8015
2021-07-29,43.6667
2021-07-30,42.0091
2021-07-31,42.0091
2021-08-01,42.0091
2021-08-02,42.0458
2021-08-03,41.9633
2021-08-04,46.1838
2021-08-05,49.1829
2021-08-06,51.2223
2021-08-07,51.2223
2021-08-08,51.2223
2021-08-09,48.4201
2021-08-10,47.1159
2021-08-11,50.2286
2021-08-12,49.9875
2021-08-13,48.7471
2021-08-14,48.7471
2021-08-15,48.7471
2021-08-16,46.092
2021-08-17,47.5691
2021-08-18,45.7372
2021-08-19,43.1707
2021-08-20,44.6932
2021-08-21,44.6932
2021-08-22,44.6932
2021-08-23,46.9007
2021-08-24,49.1231
2021-08-25,50.1578
2021-08-26,50.1878
2021-08-27,49.1493
2021-08-28,49.1493
2021-08-29,49.1493
2021-08-30,49.625
2021-08-31,49.9178
2021-09-01,48.5871
2021-09-02,47.974
2021-09-03,45.5934
2021-09-04,45.5934
2021-09-05,45.5934
2021-09-06,45.5934
2021-09-07,44.5698
2021-09-08,42.703
2021-09-09,41.3048
2021-09-10,40.5899
2021-09-11,40.5899
2021-09-12,40.5899
2021-09-13,43.2475
2021-09-14,42.6382
2021-09-15,45.4405
2021-09-16,47.6568
2021-09-17,49.538
2021-09-18,49.538
2021-09-19,49.538
2021-09-20,46.8763
2021-09-21,47.2602
2021-09-22,48.4169
2021-09-23,50.1976
2021-09-24,58.5873
2021-09-25,58.5873
2021-09-26,58.5873
2021-09-27,59.7523
2021-09-28,57.5972
2021-09-29,57.7972
2021-09-30,55.6917
2021-10-01,57.5247
2021-10-02,57.5247
2021-10-03,57.5247
2021-10-04,55.4846
2021-10-05,53.708
2021-10-06,52.9428
2021-10-07,52.1738
2021-10-08,47.5584
2021-10-09,47.5584
2021-10-10,47.5584
2021-10-11,47.3071
2021-10-12,45.6166
2021-10-13,43.2573
2021-10-14,44.2189
2021-10-15,42.4236
2021-10-16,42.4236
2021-10-17,42.4236
2021-10-18,40.4805
2021-10-19,45.4259
2021-10-20,48.1079
2021-10-21,46.8396
2021-10-22,47.1923
2021-10-23,47.1923
2021-10-24,47.1923
2021-10-25,45.5761
2021-10-26,45.5501
2021-10-27,42.6287
2021-10-28,42.5072
2021-10-29,41.2891
2021-10-30,41.2891
2021-10-31,41.2891
2021-11-01,42.8477
2021-11-02,46.9933
2021-11-03,45.2315
2021-11-04,44.1734
2021-11-05,46.039
2021-11-06,46.039
2021-11-07,46.039
2021-11-08,43.7693
2021-11-09,43.5718
2021-11-10,43.5718
2021-11-11,43.7078
2021-11-12,42.9847
2021-11-13,42.9847
2021-11-14,42.9847
2021-11-15,45.3404
2021-11-16,44.1202
2021-11-17,43.2984
2021-11-18,40.3682
2021-11-19,38.7133
2021-11-20,38.7133
2021-11-21,38.7133
2021-11-22,39.1249
2021-11-23,40.0338
2021-11-24,39.9823
2021-11-25,39.9823
2021-11-26,37.7248
2021-11-27,37.7248
2021-11-28,37.7248
2021-11-29,36.8869
2021-11-30,37.4666
2021-12-01,36.1421
2021-12-02,44.1595
2021-12-03,44.9686
2021-12-04,44.9686
2021-12-05,44.9686
2021-12-06,45.3441
2021-12-07,44.7696
2021-12-08,46.1462
2021-12-09,45.813
2021-12-10,46.1421
2021-12-11,46.1421
2021-12-12,46.1421
2021-12-13,47.9236
2021-12-14,47.7568
2021-12-15,47.314
2021-12-16,49.8311
2021-12-17,50.085
2021-12-18,50.085
2021-12-19,50.085
2021-12-20,49.7501
2021-12-21,52.0007
2021-12-22,51.0697
2021-12-23,50.3701
2021-12-24,50.3701
2021-12-25,50.3701
2021-12-26,50.3701
2021-12-27,46.2213
2021-12-28,48.2333
2021-12-29,45.7801
2021-12-30,50.1848
2021-12-31,50.0805
2022-01-01,50.0805
2022-01-02,50.0805
2022-01-03,51.7748
2022-01-04,51.3334
2022-01-05,48.4156
2022-01-06,51.3462
2022-01-07,57.3971
2022-01-08,57.3971
2022-01-09,57.3971
2022-01-10,58.3216
2022-01-11,56.7917
2022-01-12,57.9597
2022-01-13,60.2842
2022-01-14,60.6345
2022-01-15,60.6345
2022-01-16,60.6345
2022-01-17,60.6345
2022-01-18,58.6102
2022-01-19,57.0489
2022-01-20,51.3543
2022-01-21,49.2479
2022-01-22,49.2479
2022-01-23,49.2479
2022-01-24,50.9429
2022-01-25,50.7583
2022-01-26,48.9539
2022-01-27,47.3884
2022-01-28,50.3042
2022-01-29,50.3042
2022-01-30,50.3042
2022-01-31,51.0212
2022-02-01,51.173
2022-02-02,51.4222
2022-02-03,49.5893
2022-02-04,47.9171
2022-02-05,47.9171
2022-02-06,47.9171
2022-02-07,48.122
2022-02-08,51.0438
2022-02-09,55.3859
2022-02-10,55.5799
2022-02-11,56.3102
2022-02-12,56.3102
2022-02-13,56.3102
2022-02-14,53.7775
2022-02-15,56.2379
2022-02-16,52.3605
2022-02-17,51.6054
2022-02-18,50.7537
2022-02-19,50.7537
2022-02-20,50.7537
2022-02-21,50.7537
2022-02-22,48.1648
2022-02-23,45.086
2022-02-24,46.8435
2022-02-25,50.032
2022-02-26,50.032
2022-02-27,50.032
2022-02-28,56.6545
2022-03-01,56.5654
2022-03-02,56.2601
2022-03-03,54.6434
2022-03-04,52.3057
2022-03-05,52.3057
2022-03-06,52.3057
2022-03-07,49.2697
2022-03-08,50.4331
2022-03-09,51.4773
2022-03-10,46.3495
2022-03-11,44.2097
2022-03-12,44.2097
2022-03-13,44.2097
2022-03-14,43.6272
2022-03-15,46.4086
2022-03-16,50.6335
2022-03-17,50.4353
2022-03-18,50.8829
2022-03-19,50.8829
2022-03-20,50.8829
2022-03-21,50.9592
2022-03-22,51.6077
2022-03-23,49.9937
2022-03-24,51.4319
2022-03-25,51.8825
2022-03-26,51.8825
2022-03-27,51.8825
2022-03-28,50.4026
2022-03-29,51.4765
2022-03-30,49.8448
2022-03-31,51.8396
2022-04-01,49.9005
2022-04-02,49.9005
2022-04-03,49.9005
2022-04-04,51.7933
2022-04-05,49.6288
2022-04-06,47.3935
2022-04-07,43.843
2022-04-08,42.3807
2022-04-09,42.3807
2022-04-10,42.3807
2022-04-11,42.926
2022-04-12,42.2821
2022-04-13,41.5453
2022-04-14,39.2878
2022-04-15,39.2878
2022-04-16,39.2878
2022-04-17,39.2878
2022-04-18,41.7284
2022-04-19,43.8188
2022-04-20,42.6096
2022-04-21,41.2508
2022-04-22,41.6996
2022-04-23,41.6996
2022-04-24,41.6996
2022-04-25,41.1652
2022-04-26,41.1991
2022-04-27,40.2399
2022-04-28,41.0212
2022-04-29,39.3519
2022-04-30,39.3519
2022-05-01,39.3519
2022-05-02,44.4055
2022-05-03,43.4749
2022-05-04,45.9756
2022-05-05,44.757
2022-05-06,45.7072
2022-05-07,45.7072
2022-05-08,45.7072
2022-05-09,42.5523
2022-05-10,42.4069
2022-05-11,42.2328
2022-05-12,46.8447
2022-05-13,49.2483
2022-05-14,49.2483
2022-05-15,49.2483
2022-05-16,48.5831
2022-05-17,51.3045
2022-05-18,50.7259
2022-05-19,51.9043
2022-05-20,50.161
2022-05-21,50.161
2022-05-22,50.161
2022-05-23,49.6349
2022-05-24,41.693
2022-05-25,45.7032
2022-05-26,47.3761
2022-05-27,48.4965
2022-05-28,48.4965
2022-05-29,48.4965
2022-05-30,48.4965
2022-05-31,48.8933
2022-06-01,48.076
2022-06-02,48.8771
2022-06-03,46.3272
2022-06-04,46.3272
2022-06-05,46.3272
2022-06-06,46.7012
2022-06-07,47.3723
2022-06-08,45.5412
2022-06-09,44.6608
2022-06-10,42.7088
2022-06-11,42.7088
2022-06-12,42.7088
2022-06-13,38.2547
2022-06-14,40.7674
2022-06-15,42.2676
2022-06-16,39.0167
2022-06-17,38.7645
2022-06-18,38.7645
2022-06-19,38.7645
2022-06-20,38.7645
2022-06-21,40.0292
2022-06-22,39.8217
2022-06-23,40.9614
2022-06-24,44.2675
2022-06-25,44.2675
2022-06-26,44.2675
2022-06-27,44.9982
2022-06-28,44.563
2022-06-29,42.1942
2022-06-30,43.2751
2022-07-01,44.1092
2022-07-02,44.1092
2022-07-03,44.1092
2022-07-04,44.1092
2022-07-05,44.6085
2022-07-06,43.1143
2022-07-07,44.7728
2022-07-08,45.6863
2022-07-09,45.6863
2022-07-10,45.6863
2022-07-11,45.0222
2022-07-12,47.8159
2022-07-13,45.8135
2022-07-14,45.0487
2022-07-15,46.5448
2022-07-16,46.5448
2022-07-17,46.5448
2022-07-18,47.5506
2022-07-19,49.6044
2022-07-20,50.9969
2022-07-21,52.1038
2022-07-22,51.16
2022-07-23,51.16
2022-07-24,51.16
2022-07-25,50.874
2022-07-26,50.1014
2022-07-27,50.4259
2022-07-28,52.0704
2022-07-29,48.482
2022-07-30,48.482
2022-07-31,48.482
2022-08-01,48.978
2022-08-02,48.978
2022-08-03,53.1901
2022-08-04,52.9485
2022-08-05,52.0745
2022-08-06,52.0745
2022-08-07,52.0745
2022-08-08,52.9423
2022-08-09,52.433
2022-08-10,55.5011
2022-08-11,58.4987
2022-08-12,59.0155
2022-08-13,59.0155
2022-08-14,59.0155
2022-08-15,59.2366
2022-08-16,60.1267
2022-08-17,58.4756
2022-08-18,58.5932
2022-08-19,56.1261
2022-08-20,56.1261
2022-08-21,56.1261
2022-08-22,52.8641
2022-08-23,51.4096
2022-08-24,51.6846
2022-08-25,52.0357
2022-08-26,50.3697
2022-08-27,50.3697
2022-08-28,50.3697
2022-08-29,49.5126
2022-08-30,47.9704
2022-08-31,47.022
2022-09-01,50.1216
2022-09-02,48.9222
2022-09-03,48.9222
2022-09-04,48.9222
2022-09-05,48.9222
2022-09-06,46.4432
2022-09-07,46.4432
2022-09-08,45.4781
2022-09-09,48.3951
2022-09-10,48.3951
2022-09-11,48.3951
2022-09-12,50.0687
2022-09-13,46.1112
2022-09-14,45.2369
2022-09-15,46.1309
2022-09-16,46.7442
2022-09-17,46.7442
2022-09-18,46.7442
2022-09-19,46.4524
2022-09-20,47.553
2022-09-21,47.1291
2022-09-22,43.8223
2022-09-23,41.3543
2022-09-24,41.3543
2022-09-25,41.3543
2022-09-26,39.4
2022-09-27,38.0992
2022-09-28,37.0355
2022-09-29,34.6298
2022-09-30,35.7932
2022-10-01,35.7932
2022-10-02,35.7932
2022-10-03,37.7512
2022-10-04,38.7874
2022-10-05,40.9593
2022-10-06,40.5163
2022-10-07,39.0196
2022-10-08,39.0196
2022-10-09,39.0196
2022-10-10,40.3493
2022-10-11,38.0502
2022-10-12,37.4034
2022-10-13,40.4495
2022-10-14,40.5897
2022-10-15,40.5897
2022-10-16,40.5897
2022-10-17,42.907
2022-10-18,45.711
2022-10-19,43.6327
2022-10-20,44.0712
2022-10-21,43.4076
2022-10-22,43.4076
2022-10-23,43.4076
2022-10-24,44.095
2022-10-25,45.2868
2022-10-26,41.8441
2022-10-27,39.9649
2022-10-28,41.0509
2022-10-29,41.0509
2022-10-30,41.0509
2022-10-31,40.1365
2022-11-01,43.2205
2022-11-02,41.4467
2022-11-03,39.9121
2022-11-04,37.6583
2022-11-05,37.6583
2022-11-06,37.6583
2022-11-07,41.7845
2022-11-08,43.2367
2022-11-09,41.7169
2022-11-10,46.0112
2022-11-11,48.9744
2022-11-12,48.9744
2022-11-13,48.9744
2022-11-14,50.4854
2022-11-15,52.0236
2022-11-16,48.5885
2022-11-17,47.797
2022-11-18,47.0374
2022-11-19,47.0374
2022-11-20,47.0374
2022-11-21,45.9534
2022-11-22,46.9122
2022-11-23,47.414
2022-11-24,47.414
2022-11-25,46.9549
2022-11-26,46.9549
2022-11-27,46.9549
2022-11-28,44.7151
2022-11-29,46.5021
2022-11-30,47.9067
2022-12-01,47.2829
2022-12-02,46.7276
2022-12-03,46.7276
2022-12-04,46.7276
2022-12-05,43.8172
2022-12-06,43.5775
2022-12-07,42.7481
2022-12-08,40.7108
2022-12-09,44.0993
2022-12-10,44.0993
2022-12-11,44.0993
2022-12-12,45.0948
2022-12-13,41.7507
2022-12-14,40.6287
2022-12-15,40.0412
2022-12-16,39.8842
2022-12-17,39.8842
2022-12-18,39.8842
2022-12-19,36.4535
2022-12-20,38.5739
2022-12-21,38.4265
2022-12-22,38.6206
2022-12-23,39.4108
2022-12-24,39.4108
2022-12-25,39.4108
2022-12-26,39.4108
2022-12-27,38.9889
2022-12-28,36.9135
2022-12-29,39.9688
2022-12-30,41.7392
2022-12-31,41.7392
2023-01-01,41.7392
2023-01-02,41.7392
2023-01-03,41.0954
2023-01-04,45.9524
2023-01-05,46.2097
2023-01-06,49.2896
2023-01-07,49.2896
2023-01-08,49.2896
2023-01-09,50.5174
2023-01-10,52.4757
2023-01-11,52.5138
2023-01-12,52.827
2023-01-13,52.827
2023-01-14,52.827
2023-01-15,52.827
2023-01-16,52.827
2023-01-17,53.4835
2023-01-18,52.538
2023-01-19,54.0099
2023-01-20,55.3602
2023-01-21,55.3602
2023-01-22,55.3602
2023-01-23,57.3616
2023-01-24,57.1537
2023-01-25,57.9422
2023-01-26,61.5307
2023-01-27,61.8059
2023-01-28,61.8059
2023-01-29,61.8059
2023-01-30,60.5732
2023-01-31,61.93
2023-02-01,64.4604
2023-02-02,65.8507
2023-02-03,63.2348
2023-02-04,63.2348
2023-02-05,63.2348
2023-02-06,60.5828
2023-02-07,58.113
2023-02-08,56.864
2023-02-09,54.3967
2023-02-10,53.3635
2023-02-11,53.3635
2023-02-12,53.3635
2023-02-13,52.473
2023-02-14,51.126
2023-02-15,55.8922
2023-02-16,52.8641
2023-02-17,52.6001
2023-02-18,52.6001
2023-02-19,52.6001
2023-02-20,52.6001
2023-02-21,50.7221
2023-02-22,46.2166
2023-02-23,46.6271
2023-02-24,43.3485
2023-02-25,43.3485
2023-02-26,43.3485
2023-02-27,42.2674
2023-02-28,40.8511
2023-03-01,39.8865
2023-03-02,38.5781
2023-03-03,40.4031
2023-03-04,40.4031
2023-03-05,40.4031
2023-03-06,40.1033
2023-03-07,39.933
2023-03-08,39.5507
2023-03-09,38.6121
2023-03-10,36.869
2023-03-11,36.869
2023-03-12,36.869
2023-03-13,35.9331
2023-03-14,37.2958
2023-03-15,34.8068
2023-03-16,36.9281
2023-03-17,32.4825
2023-03-18,32.4825
