,BLDR US Equity
2020-08-07,61.6666
2020-08-08,61.6666
2020-08-09,61.6666
2020-08-10,63.1301
2020-08-11,61.1095
2020-08-12,66.2337
2020-08-13,67.5987
2020-08-14,64.6562
2020-08-15,64.6562
2020-08-16,64.6562
2020-08-17,64.007
2020-08-18,62.628
2020-08-19,60.8869
2020-08-20,59.2823
2020-08-21,60.0398
2020-08-22,60.0398
2020-08-23,60.0398
2020-08-24,58.8064
2020-08-25,58.5498
2020-08-26,58.2344
2020-08-27,62.3122
2020-08-28,64.512
2020-08-29,64.512
2020-08-30,64.512
2020-08-31,61.7732
2020-09-01,62.3325
2020-09-02,63.1879
2020-09-03,59.6888
2020-09-04,59.3388
2020-09-05,59.3388
2020-09-06,59.3388
2020-09-07,59.3388
2020-09-08,59.3388
2020-09-09,60.9152
2020-09-10,61.4308
2020-09-11,62.5881
2020-09-12,62.5881
2020-09-13,62.5881
2020-09-14,64.143
2020-09-15,63.3686
2020-09-16,64.3417
2020-09-17,61.7807
2020-09-18,60.1798
2020-09-19,60.1798
2020-09-20,60.1798
2020-09-21,55.8691
2020-09-22,57.3583
2020-09-23,54.3656
2020-09-24,55.2107
2020-09-25,56.301
2020-09-26,56.301
2020-09-27,56.301
2020-09-28,59.4129
2020-09-29,58.6652
2020-09-30,59.7661
2020-10-01,60.709
2020-10-02,61.6221
2020-10-03,61.6221
2020-10-04,61.6221
2020-10-05,60.7948
2020-10-06,60.8492
2020-10-07,61.6201
2020-10-08,61.6759
2020-10-09,61.9239
2020-10-10,61.9239
2020-10-11,61.9239
2020-10-12,62.954
2020-10-13,61.8009
2020-10-14,60.935
2020-10-15,61.4931
2020-10-16,59.2861
2020-10-17,59.2861
2020-10-18,59.2861
2020-10-19,56.7456
2020-10-20,58.9324
2020-10-21,55.6384
2020-10-22,54.7861
2020-10-23,55.7446
2020-10-24,55.7446
2020-10-25,55.7446
2020-10-26,52.995
2020-10-27,52.0638
2020-10-28,49.8262
2020-10-29,48.5416
2020-10-30,49.3255
2020-10-31,49.3255
2020-11-01,49.3255
2020-11-02,55.1071
2020-11-03,55.1295
2020-11-04,58.1868
2020-11-05,59.298
2020-11-06,57.6833
2020-11-07,57.6833
2020-11-08,57.6833
2020-11-09,52.6998
2020-11-10,56.0238
2020-11-11,57.1599
2020-11-12,55.7471
2020-11-13,57.7224
2020-11-14,57.7224
2020-11-15,57.7224
2020-11-16,59.6238
2020-11-17,59.4888
2020-11-18,59.9393
2020-11-19,61.2216
2020-11-20,58.4716
2020-11-21,58.4716
2020-11-22,58.4716
2020-11-23,60.3875
2020-11-24,60.9538
2020-11-25,61.3958
2020-11-26,61.3958
2020-11-27,62.494
2020-11-28,62.494
2020-11-29,62.494
2020-11-30,60.9398
2020-12-01,56.7822
2020-12-02,54.948
2020-12-03,56.4048
2020-12-04,54.7563
2020-12-05,54.7563
2020-12-06,54.7563
2020-12-07,58.169
2020-12-08,53.9586
2020-12-09,54.3207
2020-12-10,55.4289
2020-12-11,54.779
2020-12-12,54.779
2020-12-13,54.779
2020-12-14,53.9485
2020-12-15,55.958
2020-12-16,54.3728
2020-12-17,59.0039
2020-12-18,61.1704
2020-12-19,61.1704
2020-12-20,61.1704
2020-12-21,63.2131
2020-12-22,63.7031
2020-12-23,64.4831
2020-12-24,65.5493
2020-12-25,65.5493
2020-12-26,65.5493
2020-12-27,65.5493
2020-12-28,64.561
2020-12-29,64.5322
2020-12-30,65.1268
2020-12-31,60.9289
2021-01-01,60.9289
2021-01-02,60.9289
2021-01-03,60.9289
2021-01-04,58.3356
2021-01-05,57.9969
2021-01-06,60.2731
2021-01-07,62.7172
2021-01-08,57.1486
2021-01-09,57.1486
2021-01-10,57.1486
2021-01-11,55.8997
2021-01-12,55.5972
2021-01-13,53.5223
2021-01-14,56.5945
2021-01-15,57.6818
2021-01-16,57.6818
2021-01-17,57.6818
2021-01-18,57.6818
2021-01-19,56.5705
2021-01-20,58.4556
2021-01-21,60.3364
2021-01-22,60.7914
2021-01-23,60.7914
2021-01-24,60.7914
2021-01-25,58.4384
2021-01-26,54.8115
2021-01-27,49.8755
2021-01-28,51.6439
2021-01-29,50.4046
2021-01-30,50.4046
2021-01-31,50.4046
2021-02-01,52.5577
2021-02-02,53.5211
2021-02-03,54.2508
2021-02-04,56.2936
2021-02-05,58.0035
2021-02-06,58.0035
2021-02-07,58.0035
2021-02-08,59.3021
2021-02-09,59.4287
2021-02-10,57.5757
2021-02-11,58.7887
2021-02-12,58.7887
2021-02-13,58.7887
2021-02-14,58.7887
2021-02-15,58.7887
2021-02-16,54.8569
2021-02-17,53.7905
2021-02-18,51.3259
2021-02-19,52.9646
2021-02-20,52.9646
2021-02-21,52.9646
2021-02-22,53.8431
2021-02-23,54.4979
2021-02-24,55.7411
2021-02-25,51.8274
2021-02-26,56.5124
2021-02-27,56.5124
2021-02-28,56.5124
2021-03-01,58.9617
2021-03-02,56.5959
2021-03-03,55.6555
2021-03-04,53.7863
2021-03-05,55.7691
2021-03-06,55.7691
2021-03-07,55.7691
2021-03-08,57.0558
2021-03-09,57.8235
2021-03-10,61.1385
2021-03-11,61.0726
2021-03-12,60.3768
2021-03-13,60.3768
2021-03-14,60.3768
2021-03-15,60.8015
2021-03-16,58.0352
2021-03-17,60.6082
2021-03-18,56.7544
2021-03-19,57.0955
2021-03-20,57.0955
2021-03-21,57.0955
2021-03-22,54.9944
2021-03-23,50.1899
2021-03-24,50.3459
2021-03-25,53.1765
2021-03-26,57.0511
2021-03-27,57.0511
2021-03-28,57.0511
2021-03-29,53.7228
2021-03-30,55.3875
2021-03-31,56.0418
2021-04-01,57.4454
2021-04-02,57.4454
2021-04-03,57.4454
2021-04-04,57.4454
2021-04-05,57.7455
2021-04-06,58.4018
2021-04-07,56.2632
2021-04-08,56.8428
2021-04-09,58.6663
2021-04-10,58.6663
2021-04-11,58.6663
2021-04-12,59.6569
2021-04-13,57.6695
2021-04-14,56.673
2021-04-15,57.7013
2021-04-16,59.6115
2021-04-17,59.6115
2021-04-18,59.6115
2021-04-19,59.6115
2021-04-20,55.3252
2021-04-21,56.0415
2021-04-22,55.2251
2021-04-23,56.8277
2021-04-24,56.8277
2021-04-25,56.8277
2021-04-26,58.1026
2021-04-27,58.6505
2021-04-28,56.7113
2021-04-29,58.1582
2021-04-30,55.449
2021-05-01,55.449
2021-05-02,55.449
2021-05-03,56.4657
2021-05-04,55.4476
2021-05-05,55.8676
2021-05-06,60.4079
2021-05-07,60.9172
2021-05-08,60.9172
2021-05-09,60.9172
2021-05-10,60.7824
2021-05-11,56.6737
2021-05-12,49.7844
2021-05-13,51.9076
2021-05-14,51.856
2021-05-15,51.856
2021-05-16,51.856
2021-05-17,51.889
2021-05-18,48.2984
2021-05-19,46.3549
2021-05-20,46.6438
2021-05-21,45.3489
2021-05-22,45.3489
2021-05-23,45.3489
2021-05-24,46.3264
2021-05-25,47.0424
2021-05-26,47.632
2021-05-27,47.5967
2021-05-28,46.5071
2021-05-29,46.5071
2021-05-30,46.5071
2021-05-31,46.5071
2021-06-01,46.3811
2021-06-02,43.6044
2021-06-03,42.5601
2021-06-04,43.5589
2021-06-05,43.5589
2021-06-06,43.5589
2021-06-07,42.2581
2021-06-08,43.0126
2021-06-09,46.3114
2021-06-10,44.3972
2021-06-11,46.8789
2021-06-12,46.8789
2021-06-13,46.8789
2021-06-14,44.6929
2021-06-15,46.2486
2021-06-16,46.1949
2021-06-17,45.6459
2021-06-18,44.1795
2021-06-19,44.1795
2021-06-20,44.1795
2021-06-21,47.7389
2021-06-22,48.8567
2021-06-23,48.3125
2021-06-24,49.7397
2021-06-25,50.4979
2021-06-26,50.4979
2021-06-27,50.4979
2021-06-28,50.5604
2021-06-29,45.2908
2021-06-30,45.4889
2021-07-01,47.709
2021-07-02,46.8954
2021-07-03,46.8954
2021-07-04,46.8954
2021-07-05,46.8954
2021-07-06,44.8425
2021-07-07,46.7026
2021-07-08,44.3803
2021-07-09,46.6038
2021-07-10,46.6038
2021-07-11,46.6038
2021-07-12,48.6443
2021-07-13,46.0088
2021-07-14,45.329
2021-07-15,45.1293
2021-07-16,43.5766
2021-07-17,43.5766
2021-07-18,43.5766
2021-07-19,42.6758
2021-07-20,46.1102
2021-07-21,51.8964
2021-07-22,51.1454
2021-07-23,52.6186
2021-07-24,52.6186
2021-07-25,52.6186
2021-07-26,50.0181
2021-07-27,50.3751
2021-07-28,50.2189
2021-07-29,51.8042
2021-07-30,50.9044
2021-07-31,50.9044
2021-08-01,50.9044
2021-08-02,50.8006
2021-08-03,53.5613
2021-08-04,53.7327
2021-08-05,56.292
2021-08-06,56.1988
2021-08-07,56.1988
2021-08-08,56.1988
2021-08-09,56.5892
2021-08-10,58.9161
2021-08-11,61.3266
2021-08-12,63.8393
2021-08-13,63.4794
2021-08-14,63.4794
2021-08-15,63.4794
2021-08-16,63.0071
2021-08-17,58.3184
2021-08-18,57.1943
2021-08-19,55.3769
2021-08-20,56.6048
2021-08-21,56.6048
2021-08-22,56.6048
2021-08-23,58.4485
2021-08-24,60.055
2021-08-25,62.013
2021-08-26,60.4438
2021-08-27,62.7304
2021-08-28,62.7304
2021-08-29,62.7304
2021-08-30,62.9813
2021-08-31,62.6477
2021-09-01,63.1141
2021-09-02,64.6661
2021-09-03,64.3366
2021-09-04,64.3366
2021-09-05,64.3366
2021-09-06,64.3366
2021-09-07,63.8877
2021-09-08,63.3164
2021-09-09,63.7191
2021-09-10,61.1161
2021-09-11,61.1161
2021-09-12,61.1161
2021-09-13,61.2435
2021-09-14,57.8014
2021-09-15,59.3575
2021-09-16,58.4762
2021-09-17,58.516
2021-09-18,58.516
2021-09-19,58.516
2021-09-20,56.2825
2021-09-21,57.0874
2021-09-22,60.1992
2021-09-23,60.7652
2021-09-24,60.4687
2021-09-25,60.4687
2021-09-26,60.4687
2021-09-27,61.8923
2021-09-28,59.039
2021-09-29,58.9804
2021-09-30,53.0438
2021-10-01,55.6294
2021-10-02,55.6294
2021-10-03,55.6294
2021-10-04,54.6596
2021-10-05,54.9801
2021-10-06,55.8622
2021-10-07,59.1165
2021-10-08,59.7646
2021-10-09,59.7646
2021-10-10,59.7646
2021-10-11,59.9769
2021-10-12,60.4674
2021-10-13,62.3209
2021-10-14,63.0416
2021-10-15,63.5228
2021-10-16,63.5228
2021-10-17,63.5228
2021-10-18,64.887
2021-10-19,63.8982
2021-10-20,65.3022
2021-10-21,65.7672
2021-10-22,66.3768
2021-10-23,66.3768
2021-10-24,66.3768
2021-10-25,68.5096
2021-10-26,63.8818
2021-10-27,58.7637
2021-10-28,61.0178
2021-10-29,61.0729
2021-10-30,61.0729
2021-10-31,61.0729
2021-11-01,61.5779
2021-11-02,60.5545
2021-11-03,64.2756
2021-11-04,71.271
2021-11-05,73.2135
2021-11-06,73.2135
2021-11-07,73.2135
2021-11-08,72.1169
2021-11-09,72.9956
2021-11-10,70.9043
2021-11-11,71.5044
2021-11-12,72.0996
2021-11-13,72.0996
2021-11-14,72.0996
2021-11-15,69.3254
2021-11-16,71.5873
2021-11-17,71.8557
2021-11-18,73.8392
2021-11-19,71.2939
2021-11-20,71.2939
2021-11-21,71.2939
2021-11-22,72.8818
2021-11-23,74.3408
2021-11-24,74.6682
2021-11-25,74.6682
2021-11-26,68.907
2021-11-27,68.907
2021-11-28,68.907
2021-11-29,69.3575
2021-11-30,63.8643
2021-12-01,64.7978
2021-12-02,68.1776
2021-12-03,63.6694
2021-12-04,63.6694
2021-12-05,63.6694
2021-12-06,66.0544
2021-12-07,68.5218
2021-12-08,68.9496
2021-12-09,70.063
2021-12-10,71.5742
2021-12-11,71.5742
2021-12-12,71.5742
2021-12-13,67.452
2021-12-14,65.9757
2021-12-15,67.4673
2021-12-16,65.6121
2021-12-17,64.8451
2021-12-18,64.8451
2021-12-19,64.8451
2021-12-20,61.819
2021-12-21,65.3245
2021-12-22,67.3867
2021-12-23,68.284
2021-12-24,68.284
2021-12-25,68.284
2021-12-26,68.284
2021-12-27,69.9775
2021-12-28,70.0922
2021-12-29,70.5501
2021-12-30,68.7058
2021-12-31,70.0503
2022-01-01,70.0503
2022-01-02,70.0503
2022-01-03,66.1201
2022-01-04,67.7475
2022-01-05,62.8599
2022-01-06,62.9149
2022-01-07,57.3117
2022-01-08,57.3117
2022-01-09,57.3117
2022-01-10,57.6983
2022-01-11,59.1878
2022-01-12,59.8693
2022-01-13,58.9833
2022-01-14,56.2561
2022-01-15,56.2561
2022-01-16,56.2561
2022-01-17,56.2561
2022-01-18,52.6385
2022-01-19,48.6987
2022-01-20,45.6237
2022-01-21,42.963
2022-01-22,42.963
2022-01-23,42.963
2022-01-24,46.2752
2022-01-25,44.3256
2022-01-26,42.5612
2022-01-27,41.1618
2022-01-28,43.741
2022-01-29,43.741
2022-01-30,43.741
2022-01-31,45.5942
2022-02-01,47.8927
2022-02-02,49.4121
2022-02-03,47.3816
2022-02-04,44.8986
2022-02-05,44.8986
2022-02-06,44.8986
2022-02-07,45.6788
2022-02-08,48.3936
2022-02-09,49.8278
2022-02-10,47.457
2022-02-11,46.8453
2022-02-12,46.8453
2022-02-13,46.8453
2022-02-14,47.2779
2022-02-15,49.9737
2022-02-16,49.7988
2022-02-17,47.6472
2022-02-18,50.4371
2022-02-19,50.4371
2022-02-20,50.4371
2022-02-21,50.4371
2022-02-22,48.0937
2022-02-23,45.5517
2022-02-24,48.5497
2022-02-25,51.5548
2022-02-26,51.5548
2022-02-27,51.5548
2022-02-28,53.0707
2022-03-01,51.7215
2022-03-02,55.3394
2022-03-03,53.0026
2022-03-04,52.2794
2022-03-05,52.2794
2022-03-06,52.2794
2022-03-07,46.8889
2022-03-08,49.2083
2022-03-09,51.8979
2022-03-10,52.54
2022-03-11,52.2461
2022-03-12,52.2461
2022-03-13,52.2461
2022-03-14,48.5669
2022-03-15,51.3171
2022-03-16,52.8055
2022-03-17,54.0458
2022-03-18,55.0871
2022-03-19,55.0871
2022-03-20,55.0871
2022-03-21,53.3507
2022-03-22,53.2967
2022-03-23,50.804
2022-03-24,47.5612
2022-03-25,46.3479
2022-03-26,46.3479
2022-03-27,46.3479
2022-03-28,47.5556
2022-03-29,49.7097
2022-03-30,46.6425
2022-03-31,44.177
2022-04-01,43.9374
2022-04-02,43.9374
2022-04-03,43.9374
2022-04-04,44.5956
2022-04-05,42.944
2022-04-06,41.0803
2022-04-07,41.0325
2022-04-08,41.0255
2022-04-09,41.0255
2022-04-10,41.0255
2022-04-11,41.9539
2022-04-12,41.63
2022-04-13,43.498
2022-04-14,42.7428
2022-04-15,42.7428
2022-04-16,42.7428
2022-04-17,42.7428
2022-04-18,42.4538
2022-04-19,45.4526
2022-04-20,46.8301
2022-04-21,44.6026
2022-04-22,43.7904
2022-04-23,43.7904
2022-04-24,43.7904
2022-04-25,48.2103
2022-04-26,44.5459
2022-04-27,43.8245
2022-04-28,47.1672
2022-04-29,45.2828
2022-04-30,45.2828
2022-05-01,45.2828
2022-05-02,46.848
2022-05-03,48.2365
2022-05-04,51.4369
2022-05-05,49.1896
2022-05-06,48.5236
2022-05-07,48.5236
2022-05-08,48.5236
2022-05-09,48.2434
2022-05-10,48.5866
2022-05-11,46.7793
2022-05-12,47.7286
2022-05-13,50.3502
2022-05-14,50.3502
2022-05-15,50.3502
2022-05-16,50.197
2022-05-17,51.6647
2022-05-18,46.9755
2022-05-19,46.7466
2022-05-20,45.2086
2022-05-21,45.2086
2022-05-22,45.2086
2022-05-23,46.8176
2022-05-24,44.061
2022-05-25,47.0441
2022-05-26,50.4842
2022-05-27,50.8855
2022-05-28,50.8855
2022-05-29,50.8855
2022-05-30,50.8855
2022-05-31,49.4719
2022-06-01,48.4056
2022-06-02,50.1928
2022-06-03,50.1318
2022-06-04,50.1318
2022-06-05,50.1318
2022-06-06,50.8125
2022-06-07,51.7765
2022-06-08,49.7945
2022-06-09,49.4741
2022-06-10,45.1778
2022-06-11,45.1778
2022-06-12,45.1778
2022-06-13,41.6599
2022-06-14,41.3974
2022-06-15,41.7668
2022-06-16,38.3114
2022-06-17,38.3114
2022-06-18,38.3114
2022-06-19,38.3114
2022-06-20,38.3114
2022-06-21,38.7686
2022-06-22,38.1556
2022-06-23,39.3947
2022-06-24,41.2542
2022-06-25,41.2542
2022-06-26,41.2542
2022-06-27,41.956
2022-06-28,41.3256
2022-06-29,41.3486
2022-06-30,42.5526
2022-07-01,46.6855
2022-07-02,46.6855
2022-07-03,46.6855
2022-07-04,46.6855
2022-07-05,47.9526
2022-07-06,48.1289
2022-07-07,49.8447
2022-07-08,50.0711
2022-07-09,50.0711
2022-07-10,50.0711
2022-07-11,49.2761
2022-07-12,51.9058
2022-07-13,52.5098
2022-07-14,52.2158
2022-07-15,53.2468
2022-07-16,53.2468
2022-07-17,53.2468
2022-07-18,53.1032
2022-07-19,54.8365
2022-07-20,55.608
2022-07-21,55.0503
2022-07-22,54.8781
2022-07-23,54.8781
2022-07-24,54.8781
2022-07-25,54.364
2022-07-26,53.2239
2022-07-27,54.2865
2022-07-28,54.9801
2022-07-29,57.4371
2022-07-30,57.4371
2022-07-31,57.4371
2022-08-01,62.6291
2022-08-02,58.3928
2022-08-03,56.7627
2022-08-04,58.4758
2022-08-05,55.3978
2022-08-06,55.3978
2022-08-07,55.3978
2022-08-08,56.7585
2022-08-09,53.1872
2022-08-10,54.7483
2022-08-11,56.5308
2022-08-12,56.9852
2022-08-13,56.9852
2022-08-14,56.9852
2022-08-15,55.6465
2022-08-16,55.0938
2022-08-17,52.447
2022-08-18,53.9285
2022-08-19,51.4804
2022-08-20,51.4804
2022-08-21,51.4804
2022-08-22,49.7743
2022-08-23,49.1398
2022-08-24,49.4158
2022-08-25,50.3792
2022-08-26,46.8536
2022-08-27,46.8536
2022-08-28,46.8536
2022-08-29,45.1422
2022-08-30,44.544
2022-08-31,43.2966
2022-09-01,43.4946
2022-09-02,43.2965
2022-09-03,43.2965
2022-09-04,43.2965
2022-09-05,43.2965
2022-09-06,42.3203
2022-09-07,43.7177
2022-09-08,43.7888
2022-09-09,47.2257
2022-09-10,47.2257
2022-09-11,47.2257
2022-09-12,47.5455
2022-09-13,42.2488
2022-09-14,40.8844
2022-09-15,40.9978
2022-09-16,41.1584
2022-09-17,41.1584
2022-09-18,41.1584
2022-09-19,43.6679
2022-09-20,42.7572
2022-09-21,43.1949
2022-09-22,41.9775
2022-09-23,40.5066
2022-09-24,40.5066
2022-09-25,40.5066
2022-09-26,39.2098
2022-09-27,41.384
2022-09-28,47.2026
2022-09-29,46.9023
2022-09-30,47.8527
2022-10-01,47.8527
2022-10-02,47.8527
2022-10-03,49.6149
2022-10-04,53.4111
2022-10-05,53.605
2022-10-06,53.8039
2022-10-07,53.0428
2022-10-08,53.0428
2022-10-09,53.0428
2022-10-10,54.0813
2022-10-11,54.2046
2022-10-12,52.2179
2022-10-13,51.5756
2022-10-14,45.8571
2022-10-15,45.8571
2022-10-16,45.8571
2022-10-17,47.2563
2022-10-18,49.4682
2022-10-19,44.4873
2022-10-20,42.5441
2022-10-21,45.0029
2022-10-22,45.0029
2022-10-23,45.0029
2022-10-24,46.816
2022-10-25,50.0236
2022-10-26,50.2869
2022-10-27,50.4746
2022-10-28,51.747
2022-10-29,51.747
2022-10-30,51.747
2022-10-31,51.3928
2022-11-01,51.2891
2022-11-02,46.5835
2022-11-03,45.3058
2022-11-04,45.4672
2022-11-05,45.4672
2022-11-06,45.4672
2022-11-07,47.1225
2022-11-08,50.884
2022-11-09,46.4828
2022-11-10,54.8813
2022-11-11,55.5994
2022-11-12,55.5994
2022-11-13,55.5994
2022-11-14,52.4576
2022-11-15,53.4763
2022-11-16,52.4733
2022-11-17,52.2575
2022-11-18,53.5227
2022-11-19,53.5227
2022-11-20,53.5227
2022-11-21,48.9902
2022-11-22,50.0933
2022-11-23,49.5845
2022-11-24,49.5845
2022-11-25,49.6374
2022-11-26,49.6374
2022-11-27,49.6374
2022-11-28,51.2058
2022-11-29,52.5686
2022-11-30,53.1936
2022-12-01,52.9569
2022-12-02,52.2119
2022-12-03,52.2119
2022-12-04,52.2119
2022-12-05,50.118
2022-12-06,51.087
2022-12-07,54.6171
2022-12-08,55.565
2022-12-09,54.2556
2022-12-10,54.2556
2022-12-11,54.2556
2022-12-12,55.4149
2022-12-13,56.3449
2022-12-14,56.6124
2022-12-15,57.2584
2022-12-16,56.2385
2022-12-17,56.2385
2022-12-18,56.2385
2022-12-19,53.613
2022-12-20,53.2287
2022-12-21,54.2121
2022-12-22,52.6842
2022-12-23,53.0145
2022-12-24,53.0145
2022-12-25,53.0145
2022-12-26,53.0145
2022-12-27,52.8027
2022-12-28,50.5332
2022-12-29,52.7007
2022-12-30,52.2496
2022-12-31,52.2496
2023-01-01,52.2496
2023-01-02,52.2496
2023-01-03,52.8627
2023-01-04,54.5578
2023-01-05,54.3129
2023-01-06,55.2608
2023-01-07,55.2608
2023-01-08,55.2608
2023-01-09,54.9538
2023-01-10,55.3455
2023-01-11,57.2548
2023-01-12,59.0653
2023-01-13,61.0899
2023-01-14,61.0899
2023-01-15,61.0899
2023-01-16,61.0899
2023-01-17,60.7446
2023-01-18,60.6513
2023-01-19,56.7035
2023-01-20,58.5879
2023-01-21,58.5879
2023-01-22,58.5879
2023-01-23,60.3721
2023-01-24,59.7424
2023-01-25,61.4195
2023-01-26,63.8087
2023-01-27,65.4971
2023-01-28,65.4971
2023-01-29,65.4971
2023-01-30,64.349
2023-01-31,67.2503
2023-02-01,68.8686
2023-02-02,71.0407
2023-02-03,67.1964
2023-02-04,67.1964
2023-02-05,67.1964
2023-02-06,66.9338
2023-02-07,66.7898
2023-02-08,66.4753
2023-02-09,63.9296
2023-02-10,63.9399
2023-02-11,63.9399
2023-02-12,63.9399
2023-02-13,65.3689
2023-02-14,65.9277
2023-02-15,67.3858
2023-02-16,64.9328
2023-02-17,63.0411
2023-02-18,63.0411
2023-02-19,63.0411
2023-02-20,63.0411
2023-02-21,55.3396
2023-02-22,57.3645
2023-02-23,58.963
2023-02-24,59.0171
2023-02-25,59.0171
2023-02-26,59.0171
2023-02-27,60.5546
2023-02-28,63.7881
2023-03-01,64.6803
2023-03-02,65.5231
2023-03-03,67.6312
2023-03-04,67.6312
2023-03-05,67.6312
2023-03-06,64.5209
2023-03-07,62.7979
2023-03-08,62.782
2023-03-09,59.0953
2023-03-10,55.994
2023-03-11,55.994
2023-03-12,55.994
2023-03-13,53.5811
2023-03-14,54.9317
2023-03-15,52.9305
2023-03-16,56.0472
2023-03-17,53.1209
2023-03-18,53.1209
