,GWW US Equity
2020-10-23,51.5524
2020-10-24,51.5524
2020-10-25,51.5524
2020-10-26,51.6519
2020-10-27,50.1028
2020-10-28,48.0195
2020-10-29,47.0493
2020-10-30,47.0131
2020-10-31,47.0131
2020-11-01,47.0131
2020-11-02,52.5616
2020-11-03,55.4786
2020-11-04,56.6822
2020-11-05,58.0699
2020-11-06,62.1335
2020-11-07,62.1335
2020-11-08,62.1335
2020-11-09,61.0266
2020-11-10,65.3369
2020-11-11,64.8396
2020-11-12,62.4835
2020-11-13,63.8226
2020-11-14,63.8226
2020-11-15,63.8226
2020-11-16,66.5209
2020-11-17,64.7098
2020-11-18,65.7871
2020-11-19,67.5548
2020-11-20,61.8448
2020-11-21,61.8448
2020-11-22,61.8448
2020-11-23,63.1631
2020-11-24,64.4675
2020-11-25,62.0855
2020-11-26,62.0855
2020-11-27,62.0855
2020-11-28,62.0855
2020-11-29,62.0855
2020-11-30,62.9972
2020-12-01,60.8961
2020-12-02,58.6151
2020-12-03,56.8585
2020-12-04,57.4526
2020-12-05,57.4526
2020-12-06,57.4526
2020-12-07,57.5192
2020-12-08,58.0129
2020-12-09,59.3445
2020-12-10,55.7658
2020-12-11,56.1378
2020-12-12,56.1378
2020-12-13,56.1378
2020-12-14,54.9254
2020-12-15,56.5506
2020-12-16,56.7952
2020-12-17,57.9442
2020-12-18,58.0766
2020-12-19,58.0766
2020-12-20,58.0766
2020-12-21,58.5012
2020-12-22,57.8355
2020-12-23,57.9482
2020-12-24,59.6092
2020-12-25,59.6092
2020-12-26,59.6092
2020-12-27,59.6092
2020-12-28,58.9858
2020-12-29,55.6573
2020-12-30,55.4498
2020-12-31,56.0189
2021-01-01,56.0189
2021-01-02,56.0189
2021-01-03,56.0189
2021-01-04,49.6639
2021-01-05,50.1204
2021-01-06,51.0508
2021-01-07,52.1852
2021-01-08,50.7584
2021-01-09,50.7584
2021-01-10,50.7584
2021-01-11,48.7025
2021-01-12,52.6725
2021-01-13,47.6256
2021-01-14,45.8684
2021-01-15,47.9225
2021-01-16,47.9225
2021-01-17,47.9225
2021-01-18,47.9225
2021-01-19,50.0938
2021-01-20,49.5331
2021-01-21,48.8638
2021-01-22,49.7715
2021-01-23,49.7715
2021-01-24,49.7715
2021-01-25,47.6943
2021-01-26,43.8562
2021-01-27,41.9235
2021-01-28,42.5333
2021-01-29,40.2652
2021-01-30,40.2652
2021-01-31,40.2652
2021-02-01,42.7553
2021-02-02,43.8937
2021-02-03,41.7394
2021-02-04,44.1264
2021-02-05,43.3219
2021-02-06,43.3219
2021-02-07,43.3219
2021-02-08,47.5234
2021-02-09,46.1859
2021-02-10,46.7726
2021-02-11,46.0731
2021-02-12,45.3809
2021-02-13,45.3809
2021-02-14,45.3809
2021-02-15,45.3809
2021-02-16,44.5679
2021-02-17,45.6173
2021-02-18,47.0957
2021-02-19,48.5428
2021-02-20,48.5428
2021-02-21,48.5428
2021-02-22,47.7714
2021-02-23,48.6886
2021-02-24,51.0658
2021-02-25,48.8721
2021-02-26,46.2179
2021-02-27,46.2179
2021-02-28,46.2179
2021-03-01,51.8553
2021-03-02,51.0638
2021-03-03,51.8071
2021-03-04,48.6138
2021-03-05,55.1505
2021-03-06,55.1505
2021-03-07,55.1505
2021-03-08,54.9246
2021-03-09,51.454
2021-03-10,53.7048
2021-03-11,50.6933
2021-03-12,53.1465
2021-03-13,53.1465
2021-03-14,53.1465
2021-03-15,54.4754
2021-03-16,51.2098
2021-03-17,54.1395
2021-03-18,55.3342
2021-03-19,54.0345
2021-03-20,54.0345
2021-03-21,54.0345
2021-03-22,53.7681
2021-03-23,52.0411
2021-03-24,52.3577
2021-03-25,53.0114
2021-03-26,53.5448
2021-03-27,53.5448
2021-03-28,53.5448
2021-03-29,53.7888
2021-03-30,53.2465
2021-03-31,53.9698
2021-04-01,55.6713
2021-04-02,55.6713
2021-04-03,55.6713
2021-04-04,55.6713
2021-04-05,56.0742
2021-04-06,56.3206
2021-04-07,52.5335
2021-04-08,52.2223
2021-04-09,53.4959
2021-04-10,53.4959
2021-04-11,53.4959
2021-04-12,54.9525
2021-04-13,52.6693
2021-04-14,52.7774
2021-04-15,54.1712
2021-04-16,55.0079
2021-04-17,55.0079
2021-04-18,55.0079
2021-04-19,55.7304
2021-04-20,57.3239
2021-04-21,60.5426
2021-04-22,58.3754
2021-04-23,59.7214
2021-04-24,59.7214
2021-04-25,59.7214
2021-04-26,58.072
2021-04-27,59.1644
2021-04-28,58.6716
2021-04-29,61.0168
2021-04-30,62.0721
2021-05-01,62.0721
2021-05-02,62.0721
2021-05-03,64.8668
2021-05-04,67.8225
2021-05-05,68.7437
2021-05-06,67.9992
2021-05-07,69.7972
2021-05-08,69.7972
2021-05-09,69.7972
2021-05-10,71.517
2021-05-11,66.2755
2021-05-12,62.7643
2021-05-13,65.2094
2021-05-14,65.6292
2021-05-15,65.6292
2021-05-16,65.6292
2021-05-17,65.6314
2021-05-18,60.7116
2021-05-19,61.0651
2021-05-20,60.4903
2021-05-21,60.9277
2021-05-22,60.9277
2021-05-23,60.9277
2021-05-24,61.853
2021-05-25,62.0633
2021-05-26,61.9848
2021-05-27,61.3069
2021-05-28,62.163
2021-05-29,62.163
2021-05-30,62.163
2021-05-31,62.163
2021-06-01,62.3049
2021-06-02,61.8157
2021-06-03,62.3612
2021-06-04,62.7214
2021-06-05,62.7214
2021-06-06,62.7214
2021-06-07,60.2934
2021-06-08,61.1516
2021-06-09,59.2032
2021-06-10,59.5425
2021-06-11,59.3638
2021-06-12,59.3638
2021-06-13,59.3638
2021-06-14,57.133
2021-06-15,58.5679
2021-06-16,53.9104
2021-06-17,50.5232
2021-06-18,48.7578
2021-06-19,48.7578
2021-06-20,48.7578
2021-06-21,52.0962
2021-06-22,51.0827
2021-06-23,51.7987
2021-06-24,50.6363
2021-06-25,51.1709
2021-06-26,51.1709
2021-06-27,51.1709
2021-06-28,51.5059
2021-06-29,53.3433
2021-06-30,48.9921
2021-07-01,51.6962
2021-07-02,52.4098
2021-07-03,52.4098
2021-07-04,52.4098
2021-07-05,52.4098
2021-07-06,52.6651
2021-07-07,56.8815
2021-07-08,52.9777
2021-07-09,55.4051
2021-07-10,55.4051
2021-07-11,55.4051
2021-07-12,55.6938
2021-07-13,54.634
2021-07-14,55.3352
2021-07-15,55.5193
2021-07-16,53.5359
2021-07-17,53.5359
2021-07-18,53.5359
2021-07-19,51.9762
2021-07-20,55.6239
2021-07-21,54.8489
2021-07-22,53.4369
2021-07-23,54.974
2021-07-24,54.974
2021-07-25,54.974
2021-07-26,54.1263
2021-07-27,53.887
2021-07-28,52.9455
2021-07-29,55.6734
2021-07-30,48.851
2021-07-31,48.851
2021-08-01,48.851
2021-08-02,47.2605
2021-08-03,49.489
2021-08-04,47.1402
2021-08-05,47.1086
2021-08-06,47.5339
2021-08-07,47.5339
2021-08-08,47.5339
2021-08-09,47.1752
2021-08-10,49.2431
2021-08-11,50.3076
2021-08-12,47.4633
2021-08-13,47.7222
2021-08-14,47.7222
2021-08-15,47.7222
2021-08-16,48.3132
2021-08-17,46.6872
2021-08-18,43.8894
2021-08-19,44.4797
2021-08-20,45.0911
2021-08-21,45.0911
2021-08-22,45.0911
2021-08-23,45.7233
2021-08-24,45.1851
2021-08-25,47.4573
2021-08-26,44.6768
2021-08-27,46.2205
2021-08-28,46.2205
2021-08-29,46.2205
2021-08-30,47.3512
2021-08-31,46.9789
2021-09-01,45.1548
2021-09-02,48.0359
2021-09-03,45.7204
2021-09-04,45.7204
2021-09-05,45.7204
2021-09-06,45.7204
2021-09-07,42.685
2021-09-08,41.537
2021-09-09,40.9807
2021-09-10,40.5239
2021-09-11,40.5239
2021-09-12,40.5239
2021-09-13,39.8262
2021-09-14,38.6636
2021-09-15,39.8741
2021-09-16,38.7922
2021-09-17,36.5841
2021-09-18,36.5841
2021-09-19,36.5841
2021-09-20,37.5344
2021-09-21,36.5641
2021-09-22,37.0902
2021-09-23,37.7997
2021-09-24,38.9535
2021-09-25,38.9535
2021-09-26,38.9535
2021-09-27,40.6218
2021-09-28,38.5377
2021-09-29,38.1723
2021-09-30,35.1499
2021-10-01,38.1777
2021-10-02,38.1777
2021-10-03,38.1777
2021-10-04,37.8187
2021-10-05,40.6487
2021-10-06,44.3533
2021-10-07,47.6701
2021-10-08,48.1309
2021-10-09,48.1309
2021-10-10,48.1309
2021-10-11,46.7014
2021-10-12,50.0152
2021-10-13,50.2184
2021-10-14,52.7246
2021-10-15,53.4189
2021-10-16,53.4189
2021-10-17,53.4189
2021-10-18,54.1821
2021-10-19,56.3953
2021-10-20,56.7207
2021-10-21,56.988
2021-10-22,56.5718
2021-10-23,56.5718
2021-10-24,56.5718
2021-10-25,55.8996
2021-10-26,53.0996
2021-10-27,50.0467
2021-10-28,52.9029
2021-10-29,63.9692
2021-10-30,63.9692
2021-10-31,63.9692
2021-11-01,65.226
2021-11-02,65.9939
2021-11-03,66.8762
2021-11-04,68.1874
2021-11-05,65.549
2021-11-06,65.549
2021-11-07,65.549
2021-11-08,66.066
2021-11-09,67.8516
2021-11-10,67.2811
2021-11-11,68.171
2021-11-12,69.4185
2021-11-13,69.4185
2021-11-14,69.4185
2021-11-15,66.619
2021-11-16,67.9772
2021-11-17,66.2829
2021-11-18,64.1487
2021-11-19,64.2454
2021-11-20,64.2454
2021-11-21,64.2454
2021-11-22,66.9175
2021-11-23,68.192
2021-11-24,68.2978
2021-11-25,68.2978
2021-11-26,63.8503
2021-11-27,63.8503
2021-11-28,63.8503
2021-11-29,65.4307
2021-11-30,59.1542
2021-12-01,57.4836
2021-12-02,60.4748
2021-12-03,61.3719
2021-12-04,61.3719
2021-12-05,61.3719
2021-12-06,63.4981
2021-12-07,65.302
2021-12-08,64.4455
2021-12-09,63.528
2021-12-10,65.8924
2021-12-11,65.8924
2021-12-12,65.8924
2021-12-13,63.0432
2021-12-14,63.2624
2021-12-15,64.7348
2021-12-16,62.3865
2021-12-17,56.5556
2021-12-18,56.5556
2021-12-19,56.5556
2021-12-20,55.3223
2021-12-21,57.339
2021-12-22,57.9652
2021-12-23,58.9704
2021-12-24,58.9704
2021-12-25,58.9704
2021-12-26,58.9704
2021-12-27,62.1726
2021-12-28,63.2387
2021-12-29,64.2372
2021-12-30,60.9305
2021-12-31,61.3034
2022-01-01,61.3034
2022-01-02,61.3034
2022-01-03,58.3704
2022-01-04,60.8458
2022-01-05,56.7277
2022-01-06,57.1681
2022-01-07,55.689
2022-01-08,55.689
2022-01-09,55.689
2022-01-10,53.9088
2022-01-11,55.4717
2022-01-12,56.3723
2022-01-13,55.9427
2022-01-14,54.7165
2022-01-15,54.7165
2022-01-16,54.7165
2022-01-17,54.7165
2022-01-18,55.3531
2022-01-19,52.1714
2022-01-20,50.1811
2022-01-21,50.7897
2022-01-22,50.7897
2022-01-23,50.7897
2022-01-24,51.1311
2022-01-25,48.6581
2022-01-26,47.0739
2022-01-27,47.2637
2022-01-28,51.5699
2022-01-29,51.5699
2022-01-30,51.5699
2022-01-31,51.6034
2022-02-01,51.5598
2022-02-02,53.4868
2022-02-03,55.4055
2022-02-04,48.9509
2022-02-05,48.9509
2022-02-06,48.9509
2022-02-07,46.325
2022-02-08,47.5654
2022-02-09,49.6528
2022-02-10,45.4074
2022-02-11,44.3525
2022-02-12,44.3525
2022-02-13,44.3525
2022-02-14,44.0258
2022-02-15,45.0722
2022-02-16,46.7085
2022-02-17,45.7709
2022-02-18,46.5986
2022-02-19,46.5986
2022-02-20,46.5986
2022-02-21,46.5986
2022-02-22,46.1038
2022-02-23,43.4179
2022-02-24,44.7399
2022-02-25,48.1029
2022-02-26,48.1029
2022-02-27,48.1029
2022-02-28,48.2123
2022-03-01,45.2014
2022-03-02,49.6081
2022-03-03,49.7411
2022-03-04,51.6649
2022-03-05,51.6649
2022-03-06,51.6649
2022-03-07,52.4947
2022-03-08,52.2159
2022-03-09,51.3691
2022-03-10,50.5246
2022-03-11,46.7886
2022-03-12,46.7886
2022-03-13,46.7886
2022-03-14,50.1872
2022-03-15,54.0942
2022-03-16,52.1567
2022-03-17,53.9512
2022-03-18,54.9282
2022-03-19,54.9282
2022-03-20,54.9282
2022-03-21,56.0063
2022-03-22,54.8907
2022-03-23,55.4354
2022-03-24,54.2794
2022-03-25,55.6452
2022-03-26,55.6452
2022-03-27,55.6452
2022-03-28,57.3847
2022-03-29,58.8131
2022-03-30,59.2465
2022-03-31,57.5302
2022-04-01,57.9871
2022-04-02,57.9871
2022-04-03,57.9871
2022-04-04,58.4547
2022-04-05,58.2738
2022-04-06,60.2038
2022-04-07,58.3973
2022-04-08,57.3111
2022-04-09,57.3111
2022-04-10,57.3111
2022-04-11,57.3425
2022-04-12,58.7271
2022-04-13,59.7354
2022-04-14,47.796
2022-04-15,47.796
2022-04-16,47.796
2022-04-17,47.796
2022-04-18,47.5617
2022-04-19,52.4286
2022-04-20,53.3556
2022-04-21,53.5429
2022-04-22,49.8532
2022-04-23,49.8532
2022-04-24,49.8532
2022-04-25,47.9222
2022-04-26,47.9061
2022-04-27,48.9649
2022-04-28,54.1416
2022-04-29,50.0687
2022-04-30,50.0687
2022-05-01,50.0687
2022-05-02,47.7708
2022-05-03,46.1461
2022-05-04,51.4168
2022-05-05,46.517
2022-05-06,45.7933
2022-05-07,45.7933
2022-05-08,45.7933
2022-05-09,45.5629
2022-05-10,44.0029
2022-05-11,41.9877
2022-05-12,44.5896
2022-05-13,46.5827
2022-05-14,46.5827
2022-05-15,46.5827
2022-05-16,45.8716
2022-05-17,47.8814
2022-05-18,44.4752
2022-05-19,44.7675
2022-05-20,44.2731
2022-05-21,44.2731
2022-05-22,44.2731
2022-05-23,44.9385
2022-05-24,46.213
2022-05-25,45.6014
2022-05-26,47.7273
2022-05-27,50.8775
2022-05-28,50.8775
2022-05-29,50.8775
2022-05-30,50.8775
2022-05-31,50.0778
2022-06-01,51.8057
2022-06-02,52.7963
2022-06-03,52.1757
2022-06-04,52.1757
2022-06-05,52.1757
2022-06-06,52.7621
2022-06-07,54.7398
2022-06-08,52.4081
2022-06-09,51.3434
2022-06-10,49.8839
2022-06-11,49.8839
2022-06-12,49.8839
2022-06-13,47.3005
2022-06-14,45.3896
2022-06-15,46.2459
2022-06-16,42.4601
2022-06-17,39.8198
2022-06-18,39.8198
2022-06-19,39.8198
2022-06-20,39.8198
2022-06-21,41.9478
2022-06-22,41.8924
2022-06-23,41.1934
2022-06-24,45.233
2022-06-25,45.233
2022-06-26,45.233
2022-06-27,46.0579
2022-06-28,43.2171
2022-06-29,44.0891
2022-06-30,44.218
2022-07-01,46.0619
2022-07-02,46.0619
2022-07-03,46.0619
2022-07-04,46.0619
2022-07-05,44.6979
2022-07-06,48.5366
2022-07-07,49.4352
2022-07-08,49.7566
2022-07-09,49.7566
2022-07-10,49.7566
2022-07-11,50.3987
2022-07-12,49.5007
2022-07-13,44.8698
2022-07-14,45.403
2022-07-15,45.6882
2022-07-16,45.6882
2022-07-17,45.6882
2022-07-18,44.7349
2022-07-19,48.1596
2022-07-20,49.5682
2022-07-21,50.0439
2022-07-22,50.1894
2022-07-23,50.1894
2022-07-24,50.1894
2022-07-25,52.3046
2022-07-26,51.6031
2022-07-27,53.6316
2022-07-28,56.9449
2022-07-29,64.5857
2022-07-30,64.5857
2022-07-31,64.5857
2022-08-01,65.5085
2022-08-02,62.8968
2022-08-03,63.3447
2022-08-04,63.3975
2022-08-05,65.7046
2022-08-06,65.7046
2022-08-07,65.7046
2022-08-08,66.6513
2022-08-09,65.3652
2022-08-10,66.4504
2022-08-11,66.6649
2022-08-12,68.6803
2022-08-13,68.6803
2022-08-14,68.6803
2022-08-15,69.0977
2022-08-16,69.2992
2022-08-17,69.1282
2022-08-18,69.4176
2022-08-19,68.8312
2022-08-20,68.8312
2022-08-21,68.8312
2022-08-22,64.9153
2022-08-23,65.6716
2022-08-24,66.0772
2022-08-25,66.8247
2022-08-26,61.2168
2022-08-27,61.2168
2022-08-28,61.2168
2022-08-29,60.9714
2022-08-30,58.2034
2022-08-31,57.7692
2022-09-01,58.2382
2022-09-02,57.6916
2022-09-03,57.6916
2022-09-04,57.6916
2022-09-05,57.6916
2022-09-06,59.082
2022-09-07,61.7271
2022-09-08,60.746
2022-09-09,61.1624
2022-09-10,61.1624
2022-09-11,61.1624
2022-09-12,59.6058
2022-09-13,56.119
2022-09-14,53.4853
2022-09-15,49.3423
2022-09-16,47.6883
2022-09-17,47.6883
2022-09-18,47.6883
2022-09-19,50.0117
2022-09-20,48.9796
2022-09-21,45.5964
2022-09-22,42.905
2022-09-23,41.0247
2022-09-24,41.0247
2022-09-25,41.0247
2022-09-26,39.9616
2022-09-27,39.5308
2022-09-28,41.4912
2022-09-29,40.1061
2022-09-30,40.7819
2022-10-01,40.7819
2022-10-02,40.7819
2022-10-03,45.6643
2022-10-04,49.2054
2022-10-05,48.6433
2022-10-06,46.5988
2022-10-07,44.7588
2022-10-08,44.7588
2022-10-09,44.7588
2022-10-10,45.5793
2022-10-11,48.0654
2022-10-12,46.3411
2022-10-13,49.2558
2022-10-14,45.6224
2022-10-15,45.6224
2022-10-16,45.6224
2022-10-17,49.2353
2022-10-18,52.1803
2022-10-19,49.9932
2022-10-20,47.6419
2022-10-21,49.7882
2022-10-22,49.7882
2022-10-23,49.7882
2022-10-24,50.8668
2022-10-25,51.9848
2022-10-26,52.0502
2022-10-27,53.354
2022-10-28,59.9378
2022-10-29,59.9378
2022-10-30,59.9378
2022-10-31,61.1938
2022-11-01,62.3961
2022-11-02,60.3752
2022-11-03,61.9006
2022-11-04,61.7213
2022-11-05,61.7213
2022-11-06,61.7213
2022-11-07,61.9776
2022-11-08,62.7782
2022-11-09,60.3878
2022-11-10,63.2591
2022-11-11,58.2568
2022-11-12,58.2568
2022-11-13,58.2568
2022-11-14,57.9273
2022-11-15,57.2246
2022-11-16,58.3837
2022-11-17,59.201
2022-11-18,59.6994
2022-11-19,59.6994
2022-11-20,59.6994
2022-11-21,60.2844
2022-11-22,61.074
2022-11-23,60.7776
2022-11-24,60.7776
2022-11-25,60.759
2022-11-26,60.759
2022-11-27,60.759
2022-11-28,58.2122
2022-11-29,57.2968
2022-11-30,59.523
2022-12-01,59.5446
2022-12-02,59.2436
2022-12-03,59.2436
2022-12-04,59.2436
2022-12-05,55.1455
2022-12-06,53.6448
2022-12-07,54.906
2022-12-08,56.2921
2022-12-09,54.9659
2022-12-10,54.9659
2022-12-11,54.9659
2022-12-12,56.0796
2022-12-13,53.9013
2022-12-14,51.73
2022-12-15,48.4469
2022-12-16,47.8228
2022-12-17,47.8228
2022-12-18,47.8228
2022-12-19,48.4478
2022-12-20,48.8037
2022-12-21,49.9419
2022-12-22,48.4999
2022-12-23,49.4311
2022-12-24,49.4311
2022-12-25,49.4311
2022-12-26,49.4311
2022-12-27,49.4894
2022-12-28,47.4557
2022-12-29,48.8134
2022-12-30,47.3491
2022-12-31,47.3491
2023-01-01,47.3491
2023-01-02,47.3491
2023-01-03,47.2705
2023-01-04,46.7932
2023-01-05,42.9018
2023-01-06,47.0946
2023-01-07,47.0946
2023-01-08,47.0946
2023-01-09,48.3592
2023-01-10,49.948
2023-01-11,54.2025
2023-01-12,51.7867
2023-01-13,52.0861
2023-01-14,52.0861
2023-01-15,52.0861
2023-01-16,52.0861
2023-01-17,51.5368
2023-01-18,51.2814
2023-01-19,45.8843
2023-01-20,48.9172
2023-01-21,48.9172
2023-01-22,48.9172
2023-01-23,49.2652
2023-01-24,51.3745
2023-01-25,48.8427
2023-01-26,50.0215
2023-01-27,51.5802
2023-01-28,51.5802
2023-01-29,51.5802
2023-01-30,52.3709
2023-01-31,55.3937
2023-02-01,57.0984
2023-02-02,68.3992
2023-02-03,68.4258
2023-02-04,68.4258
2023-02-05,68.4258
2023-02-06,68.0476
2023-02-07,68.5183
2023-02-08,64.929
2023-02-09,64.2904
2023-02-10,63.5832
2023-02-11,63.5832
2023-02-12,63.5832
2023-02-13,65.2313
2023-02-14,64.7221
2023-02-15,65.5619
2023-02-16,64.8893
2023-02-17,65.9074
2023-02-18,65.9074
2023-02-19,65.9074
2023-02-20,65.9074
2023-02-21,60.6088
2023-02-22,60.8412
2023-02-23,60.8791
2023-02-24,61.8605
2023-02-25,61.8605
2023-02-26,61.8605
2023-02-27,63.5379
2023-02-28,61.84
2023-03-01,62.2486
2023-03-02,64.3153
2023-03-03,66.1741
2023-03-04,66.1741
2023-03-05,66.1741
2023-03-06,66.4585
2023-03-07,65.0897
2023-03-08,65.9251
2023-03-09,63.8855
2023-03-10,59.9569
2023-03-11,59.9569
2023-03-12,59.9569
2023-03-13,59.2051
2023-03-14,61.0886
2023-03-15,56.6718
2023-03-16,58.9413
2023-03-17,55.0293
