,GOLF US Equity
2020-08-14,50.965
2020-08-15,50.965
2020-08-16,50.965
2020-08-17,51.8405
2020-08-18,51.0638
2020-08-19,51.5466
2020-08-20,50.2364
2020-08-21,50.6874
2020-08-22,50.6874
2020-08-23,50.6874
2020-08-24,52.0638
2020-08-25,52.4838
2020-08-26,53.3298
2020-08-27,52.3969
2020-08-28,52.3969
2020-08-29,52.3969
2020-08-30,52.3969
2020-08-31,51.6632
2020-09-01,52.8431
2020-09-02,54.0045
2020-09-03,51.4247
2020-09-04,49.6782
2020-09-05,49.6782
2020-09-06,49.6782
2020-09-07,49.6782
2020-09-08,48.5832
2020-09-09,49.3642
2020-09-10,48.308
2020-09-11,48.0092
2020-09-12,48.0092
2020-09-13,48.0092
2020-09-14,47.5359
2020-09-15,47.9153
2020-09-16,46.2879
2020-09-17,46.1499
2020-09-18,44.971
2020-09-19,44.971
2020-09-20,44.971
2020-09-21,46.6704
2020-09-22,45.8137
2020-09-23,44.8901
2020-09-24,44.6039
2020-09-25,44.6039
2020-09-26,44.6039
2020-09-27,44.6039
2020-09-28,44.886
2020-09-29,45.2225
2020-09-30,47.3147
2020-10-01,52.0117
2020-10-02,52.6921
2020-10-03,52.6921
2020-10-04,52.6921
2020-10-05,58.2093
2020-10-06,54.3521
2020-10-07,54.7997
2020-10-08,52.6236
2020-10-09,53.1681
2020-10-10,53.1681
2020-10-11,53.1681
2020-10-12,53.9707
2020-10-13,52.9886
2020-10-14,50.6663
2020-10-15,51.8741
2020-10-16,50.6735
2020-10-17,50.6735
2020-10-18,50.6735
2020-10-19,50.9167
2020-10-20,50.318
2020-10-21,50.8306
2020-10-22,51.6901
2020-10-23,50.953
2020-10-24,50.953
2020-10-25,50.953
2020-10-26,49.0101
2020-10-27,49.3354
2020-10-28,47.413
2020-10-29,45.3307
2020-10-30,48.3478
2020-10-31,48.3478
2020-11-01,48.3478
2020-11-02,48.9493
2020-11-03,53.0394
2020-11-04,54.6005
2020-11-05,58.5482
2020-11-06,65.4057
2020-11-07,65.4057
2020-11-08,65.4057
2020-11-09,58.3187
2020-11-10,58.5113
2020-11-11,58.8206
2020-11-12,55.0022
2020-11-13,54.049
2020-11-14,54.049
2020-11-15,54.049
2020-11-16,57.1238
2020-11-17,58.5048
2020-11-18,55.72
2020-11-19,56.2087
2020-11-20,57.3545
2020-11-21,57.3545
2020-11-22,57.3545
2020-11-23,57.9801
2020-11-24,57.8603
2020-11-25,58.1287
2020-11-26,58.1287
2020-11-27,57.4143
2020-11-28,57.4143
2020-11-29,57.4143
2020-11-30,57.1578
2020-12-01,60.6714
2020-12-02,61.3499
2020-12-03,61.792
2020-12-04,63.4655
2020-12-05,63.4655
2020-12-06,63.4655
2020-12-07,63.8747
2020-12-08,63.8254
2020-12-09,62.0902
2020-12-10,59.6458
2020-12-11,58.0241
2020-12-12,58.0241
2020-12-13,58.0241
2020-12-14,58.0578
2020-12-15,60.5792
2020-12-16,63.3608
2020-12-17,65.2241
2020-12-18,64.438
2020-12-19,64.438
2020-12-20,64.438
2020-12-21,65.8484
2020-12-22,65.0428
2020-12-23,63.98
2020-12-24,64.2105
2020-12-25,64.2105
2020-12-26,64.2105
2020-12-27,64.2105
2020-12-28,66.5879
2020-12-29,61.6609
2020-12-30,61.4727
2020-12-31,59.591
2021-01-01,59.591
2021-01-02,59.591
2021-01-03,59.591
2021-01-04,60.5284
2021-01-05,60.7482
2021-01-06,64.5151
2021-01-07,64.0224
2021-01-08,63.3715
2021-01-09,63.3715
2021-01-10,63.3715
2021-01-11,64.324
2021-01-12,64.4688
2021-01-13,60.6009
2021-01-14,59.2935
2021-01-15,55.273
2021-01-16,55.273
2021-01-17,55.273
2021-01-18,55.273
2021-01-19,53.5238
2021-01-20,57.1821
2021-01-21,56.6646
2021-01-22,56.9334
2021-01-23,56.9334
2021-01-24,56.9334
2021-01-25,57.8462
2021-01-26,58.9789
2021-01-27,59.5412
2021-01-28,55.4265
2021-01-29,54.8537
2021-01-30,54.8537
2021-01-31,54.8537
2021-02-01,58.5988
2021-02-02,62.4111
2021-02-03,65.6112
2021-02-04,67.1815
2021-02-05,68.8452
2021-02-06,68.8452
2021-02-07,68.8452
2021-02-08,70.5294
2021-02-09,71.0998
2021-02-10,71.1768
2021-02-11,65.996
2021-02-12,66.85
2021-02-13,66.85
2021-02-14,66.85
2021-02-15,66.85
2021-02-16,62.5189
2021-02-17,62.543
2021-02-18,58.5268
2021-02-19,58.3387
2021-02-20,58.3387
2021-02-21,58.3387
2021-02-22,57.9533
2021-02-23,58.8531
2021-02-24,56.8093
2021-02-25,55.6935
2021-02-26,50.4608
2021-02-27,50.4608
2021-02-28,50.4608
2021-03-01,51.9441
2021-03-02,46.9614
2021-03-03,44.6236
2021-03-04,42.7088
2021-03-05,47.4093
2021-03-06,47.4093
2021-03-07,47.4093
2021-03-08,49.3427
2021-03-09,50.3294
2021-03-10,48.9485
2021-03-11,52.8555
2021-03-12,52.6217
2021-03-13,52.6217
2021-03-14,52.6217
2021-03-15,52.5916
2021-03-16,51.5247
2021-03-17,51.0655
2021-03-18,52.862
2021-03-19,50.2458
2021-03-20,50.2458
2021-03-21,50.2458
2021-03-22,50.7501
2021-03-23,48.7073
2021-03-24,45.7383
2021-03-25,49.5777
2021-03-26,51.1422
2021-03-27,51.1422
2021-03-28,51.1422
2021-03-29,48.8463
2021-03-30,49.2487
2021-03-31,48.6548
2021-04-01,50.8449
2021-04-02,50.8449
2021-04-03,50.8449
2021-04-04,50.8449
2021-04-05,52.1402
2021-04-06,54.767
2021-04-07,54.2951
2021-04-08,54.4575
2021-04-09,54.9541
2021-04-10,54.9541
2021-04-11,54.9541
2021-04-12,56.7693
2021-04-13,55.6611
2021-04-14,56.6461
2021-04-15,55.5469
2021-04-16,54.8017
2021-04-17,54.8017
2021-04-18,54.8017
2021-04-19,53.806
2021-04-20,52.1944
2021-04-21,55.6036
2021-04-22,53.9962
2021-04-23,54.5283
2021-04-24,54.5283
2021-04-25,54.5283
2021-04-26,51.418
2021-04-27,52.1013
2021-04-28,52.0325
2021-04-29,52.3257
2021-04-30,48.9232
2021-05-01,48.9232
2021-05-02,48.9232
2021-05-03,51.4939
2021-05-04,50.1548
2021-05-05,50.8816
2021-05-06,69.1541
2021-05-07,69.318
2021-05-08,69.318
2021-05-09,69.318
2021-05-10,69.4441
2021-05-11,66.8252
2021-05-12,64.0263
2021-05-13,65.2877
2021-05-14,68.0376
2021-05-15,68.0376
2021-05-16,68.0376
2021-05-17,69.2368
2021-05-18,65.9222
2021-05-19,62.7596
2021-05-20,62.9813
2021-05-21,62.5684
2021-05-22,62.5684
2021-05-23,62.5684
2021-05-24,62.8539
2021-05-25,62.4769
2021-05-26,64.9683
2021-05-27,65.8037
2021-05-28,65.6204
2021-05-29,65.6204
2021-05-30,65.6204
2021-05-31,65.6204
2021-06-01,66.2525
2021-06-02,67.0243
2021-06-03,62.4112
2021-06-04,59.9555
2021-06-05,59.9555
2021-06-06,59.9555
2021-06-07,60.2938
2021-06-08,60.9199
2021-06-09,59.0801
2021-06-10,56.1825
2021-06-11,56.5849
2021-06-12,56.5849
2021-06-13,56.5849
2021-06-14,54.6713
2021-06-15,54.1302
2021-06-16,52.5433
2021-06-17,49.5625
2021-06-18,48.3973
2021-06-19,48.3973
2021-06-20,48.3973
2021-06-21,50.4317
2021-06-22,51.4342
2021-06-23,51.0952
2021-06-24,52.3692
2021-06-25,53.0636
2021-06-26,53.0636
2021-06-27,53.0636
2021-06-28,53.3401
2021-06-29,53.5715
2021-06-30,53.2075
2021-07-01,53.2075
2021-07-02,53.2924
2021-07-03,53.2924
2021-07-04,53.2924
2021-07-05,53.2924
2021-07-06,53.0269
2021-07-07,53.4467
2021-07-08,53.5388
2021-07-09,55.885
2021-07-10,55.885
2021-07-11,55.885
2021-07-12,55.885
2021-07-13,55.5769
2021-07-14,54.5276
2021-07-15,52.1869
2021-07-16,49.192
2021-07-17,49.192
2021-07-18,49.192
2021-07-19,49.6143
2021-07-20,54.0281
2021-07-21,55.4151
2021-07-22,53.3867
2021-07-23,56.939
2021-07-24,56.939
2021-07-25,56.939
2021-07-26,57.6505
2021-07-27,54.3624
2021-07-28,55.6149
2021-07-29,56.5403
2021-07-30,56.71
2021-07-31,56.71
2021-08-01,56.71
2021-08-02,58.8442
2021-08-03,62.4277
2021-08-04,62.5682
2021-08-05,59.8297
2021-08-06,63.9453
2021-08-07,63.9453
2021-08-08,63.9453
2021-08-09,62.9758
2021-08-10,61.3475
2021-08-11,59.5379
2021-08-12,60.7593
2021-08-13,58.7798
2021-08-14,58.7798
2021-08-15,58.7798
2021-08-16,59.9814
2021-08-17,54.1194
2021-08-18,50.2514
2021-08-19,49.5676
2021-08-20,51.7413
2021-08-21,51.7413
2021-08-22,51.7413
2021-08-23,51.5975
2021-08-24,54.452
2021-08-25,53.5233
2021-08-26,50.8053
2021-08-27,52.6319
2021-08-28,52.6319
2021-08-29,52.6319
2021-08-30,50.8487
2021-08-31,47.7411
2021-09-01,47.6124
2021-09-02,46.4815
2021-09-03,48.3206
2021-09-04,48.3206
2021-09-05,48.3206
2021-09-06,48.3206
2021-09-07,47.0722
2021-09-08,48.7057
2021-09-09,50.3475
2021-09-10,50.7969
2021-09-11,50.7969
2021-09-12,50.7969
2021-09-13,50.1512
2021-09-14,48.7525
2021-09-15,53.5036
2021-09-16,53.8163
2021-09-17,50.3162
2021-09-18,50.3162
2021-09-19,50.3162
2021-09-20,47.7971
2021-09-21,46.969
2021-09-22,47.5855
2021-09-23,50.2899
2021-09-24,51.4892
2021-09-25,51.4892
2021-09-26,51.4892
2021-09-27,48.595
2021-09-28,45.7809
2021-09-29,44.1143
2021-09-30,40.8812
2021-10-01,45.1789
2021-10-02,45.1789
2021-10-03,45.1789
2021-10-04,48.7775
2021-10-05,47.862
2021-10-06,44.6742
2021-10-07,47.6667
2021-10-08,45.8175
2021-10-09,45.8175
2021-10-10,45.8175
2021-10-11,43.5343
2021-10-12,43.7109
2021-10-13,44.6827
2021-10-14,46.8556
2021-10-15,45.4543
2021-10-16,45.4543
2021-10-17,45.4543
2021-10-18,47.2829
2021-10-19,47.0185
2021-10-20,47.7986
2021-10-21,50.7509
2021-10-22,51.5867
2021-10-23,51.5867
2021-10-24,51.5867
2021-10-25,52.008
2021-10-26,51.2393
2021-10-27,49.3769
2021-10-28,50.5822
2021-10-29,53.426
2021-10-30,53.426
2021-10-31,53.426
2021-11-01,57.6428
2021-11-02,56.7086
2021-11-03,60.7166
2021-11-04,61.4617
2021-11-05,65.1079
2021-11-06,65.1079
2021-11-07,65.1079
2021-11-08,64.6657
2021-11-09,62.0237
2021-11-10,60.5464
2021-11-11,58.7373
2021-11-12,58.5048
2021-11-13,58.5048
2021-11-14,58.5048
2021-11-15,59.4638
2021-11-16,60.9713
2021-11-17,60.6657
2021-11-18,61.1781
2021-11-19,61.0899
2021-11-20,61.0899
2021-11-21,61.0899
2021-11-22,61.9413
2021-11-23,59.1161
2021-11-24,59.558
2021-11-25,59.558
2021-11-26,55.4177
2021-11-27,55.4177
2021-11-28,55.4177
2021-11-29,56.5858
2021-11-30,54.2594
2021-12-01,51.2055
2021-12-02,54.8278
2021-12-03,52.2182
2021-12-04,52.2182
2021-12-05,52.2182
2021-12-06,55.1174
2021-12-07,57.0769
2021-12-08,56.8055
2021-12-09,54.5847
2021-12-10,54.7456
2021-12-11,54.7456
2021-12-12,54.7456
2021-12-13,52.1874
2021-12-14,50.411
2021-12-15,52.0769
2021-12-16,48.3457
2021-12-17,46.5112
2021-12-18,46.5112
2021-12-19,46.5112
2021-12-20,44.0775
2021-12-21,47.5176
2021-12-22,48.0719
2021-12-23,47.5721
2021-12-24,47.5721
2021-12-25,47.5721
2021-12-26,47.5721
2021-12-27,49.0623
2021-12-28,49.1722
2021-12-29,50.6052
2021-12-30,50.6937
2021-12-31,50.6233
2022-01-01,50.6233
2022-01-02,50.6233
2022-01-03,49.0048
2022-01-04,49.0536
2022-01-05,45.5766
2022-01-06,45.7831
2022-01-07,43.4587
2022-01-08,43.4587
2022-01-09,43.4587
2022-01-10,44.1848
2022-01-11,46.577
2022-01-12,47.4978
2022-01-13,45.6657
2022-01-14,42.8973
2022-01-15,42.8973
2022-01-16,42.8973
2022-01-17,42.8973
2022-01-18,40.257
2022-01-19,40.8072
2022-01-20,40.6523
2022-01-21,38.8773
2022-01-22,38.8773
2022-01-23,38.8773
2022-01-24,42.7166
2022-01-25,39.8811
2022-01-26,36.465
2022-01-27,35.6973
2022-01-28,39.1435
2022-01-29,39.1435
2022-01-30,39.1435
2022-01-31,41.6089
2022-02-01,42.5811
2022-02-02,41.3524
2022-02-03,40.2722
2022-02-04,39.1296
2022-02-05,39.1296
2022-02-06,39.1296
2022-02-07,39.1563
2022-02-08,40.5828
2022-02-09,42.0932
2022-02-10,41.5564
2022-02-11,38.3908
2022-02-12,38.3908
2022-02-13,38.3908
2022-02-14,38.3735
2022-02-15,39.4449
2022-02-16,38.3381
2022-02-17,36.1531
2022-02-18,35.6239
2022-02-19,35.6239
2022-02-20,35.6239
2022-02-21,35.6239
2022-02-22,35.1088
2022-02-23,34.8733
2022-02-24,38.5875
2022-02-25,40.2911
2022-02-26,40.2911
2022-02-27,40.2911
2022-02-28,40.4937
2022-03-01,39.9133
2022-03-02,45.1827
2022-03-03,42.0384
2022-03-04,40.6964
2022-03-05,40.6964
2022-03-06,40.6964
2022-03-07,38.5789
2022-03-08,38.0068
2022-03-09,43.1352
2022-03-10,41.4815
2022-03-11,40.6925
2022-03-12,40.6925
2022-03-13,40.6925
2022-03-14,41.3482
2022-03-15,41.0664
2022-03-16,44.2378
2022-03-17,45.0717
2022-03-18,46.7929
2022-03-19,46.7929
2022-03-20,46.7929
2022-03-21,45.6143
2022-03-22,45.3565
2022-03-23,41.83
2022-03-24,39.7772
2022-03-25,41.1499
2022-03-26,41.1499
2022-03-27,41.1499
2022-03-28,40.4394
2022-03-29,44.3865
2022-03-30,42.5698
2022-03-31,40.2149
2022-04-01,42.0515
2022-04-02,42.0515
2022-04-03,42.0515
2022-04-04,44.5948
2022-04-05,43.1993
2022-04-06,42.4928
2022-04-07,42.1923
2022-04-08,43.6356
2022-04-09,43.6356
2022-04-10,43.6356
2022-04-11,42.7677
2022-04-12,42.7078
2022-04-13,44.711
2022-04-14,44.6894
2022-04-15,44.6894
2022-04-16,44.6894
2022-04-17,44.6894
2022-04-18,44.4456
2022-04-19,48.2922
2022-04-20,49.8528
2022-04-21,47.6112
2022-04-22,43.4034
2022-04-23,43.4034
2022-04-24,43.4034
2022-04-25,45.6857
2022-04-26,42.0963
2022-04-27,42.9931
2022-04-28,45.0945
2022-04-29,44.8163
2022-04-30,44.8163
2022-05-01,44.8163
2022-05-02,48.5895
2022-05-03,50.6076
2022-05-04,50.3657
2022-05-05,46.7899
2022-05-06,44.7594
2022-05-07,44.7594
2022-05-08,44.7594
2022-05-09,45.3667
2022-05-10,44.7598
2022-05-11,43.8208
2022-05-12,46.6434
2022-05-13,49.9559
2022-05-14,49.9559
2022-05-15,49.9559
2022-05-16,49.2134
2022-05-17,50.875
2022-05-18,46.8208
2022-05-19,44.2646
2022-05-20,44.4011
2022-05-21,44.4011
2022-05-22,44.4011
2022-05-23,44.0108
2022-05-24,41.3599
2022-05-25,43.3859
2022-05-26,45.8234
2022-05-27,48.6248
2022-05-28,48.6248
2022-05-29,48.6248
2022-05-30,48.6248
2022-05-31,47.6138
2022-06-01,48.3192
2022-06-02,51.8129
2022-06-03,51.4552
2022-06-04,51.4552
2022-06-05,51.4552
2022-06-06,52.297
2022-06-07,51.8321
2022-06-08,52.9045
2022-06-09,53.9448
2022-06-10,50.9109
2022-06-11,50.9109
2022-06-12,50.9109
2022-06-13,47.5224
2022-06-14,49.2999
2022-06-15,48.9692
2022-06-16,43.5474
2022-06-17,45.3363
2022-06-18,45.3363
2022-06-19,45.3363
2022-06-20,45.3363
2022-06-21,46.2389
2022-06-22,45.6082
2022-06-23,48.2498
2022-06-24,49.1634
2022-06-25,49.1634
2022-06-26,49.1634
2022-06-27,51.671
2022-06-28,49.8596
2022-06-29,50.0833
2022-06-30,50.4369
2022-07-01,50.6919
2022-07-02,50.6919
2022-07-03,50.6919
2022-07-04,50.6919
2022-07-05,51.8455
2022-07-06,53.29
2022-07-07,56.4438
2022-07-08,56.3948
2022-07-09,56.3948
2022-07-10,56.3948
2022-07-11,55.8688
2022-07-12,56.1509
2022-07-13,57.496
2022-07-14,57.8355
2022-07-15,60.9484
2022-07-16,60.9484
2022-07-17,60.9484
2022-07-18,59.2112
2022-07-19,60.1803
2022-07-20,58.8453
2022-07-21,60.0857
2022-07-22,60.8923
2022-07-23,60.8923
2022-07-24,60.8923
2022-07-25,59.6738
2022-07-26,57.6286
2022-07-27,59.2731
2022-07-28,61.0469
2022-07-29,62.1471
2022-07-30,62.1471
2022-07-31,62.1471
2022-08-01,62.4398
2022-08-02,57.7086
2022-08-03,60.4673
2022-08-04,63.2211
2022-08-05,62.6084
2022-08-06,62.6084
2022-08-07,62.6084
2022-08-08,61.2409
2022-08-09,58.4899
2022-08-10,61.2937
2022-08-11,63.1712
2022-08-12,65.3448
2022-08-13,65.3448
2022-08-14,65.3448
2022-08-15,65.6199
2022-08-16,66.3612
2022-08-17,65.5867
2022-08-18,63.5133
2022-08-19,60.35
2022-08-20,60.35
2022-08-21,60.35
2022-08-22,59.771
2022-08-23,58.5816
2022-08-24,56.89
2022-08-25,59.1075
2022-08-26,54.6928
2022-08-27,54.6928
2022-08-28,54.6928
2022-08-29,55.0228
2022-08-30,52.9796
2022-08-31,50.6322
2022-09-01,52.1014
2022-09-02,50.9365
2022-09-03,50.9365
2022-09-04,50.9365
2022-09-05,50.9365
2022-09-06,50.1338
2022-09-07,53.931
2022-09-08,54.8303
2022-09-09,56.2701
2022-09-10,56.2701
2022-09-11,56.2701
2022-09-12,56.3086
2022-09-13,52.2926
2022-09-14,54.4217
2022-09-15,53.0038
2022-09-16,50.6479
2022-09-17,50.6479
2022-09-18,50.6479
2022-09-19,52.6422
2022-09-20,50.884
2022-09-21,48.6432
2022-09-22,45.7848
2022-09-23,43.8057
2022-09-24,43.8057
2022-09-25,43.8057
2022-09-26,44.727
2022-09-27,46.2392
2022-09-28,46.9675
2022-09-29,44.6898
2022-09-30,42.4367
2022-10-01,42.4367
2022-10-02,42.4367
2022-10-03,44.8814
2022-10-04,46.8906
2022-10-05,46.3085
2022-10-06,46.1365
2022-10-07,43.6222
2022-10-08,43.6222
2022-10-09,43.6222
2022-10-10,44.3657
2022-10-11,45.2296
2022-10-12,47.3771
2022-10-13,48.4668
2022-10-14,47.3693
2022-10-15,47.3693
2022-10-16,47.3693
2022-10-17,48.3285
2022-10-18,44.7154
2022-10-19,43.8119
2022-10-20,41.8787
2022-10-21,44.0936
2022-10-22,44.0936
2022-10-23,44.0936
2022-10-24,46.3907
2022-10-25,49.0749
2022-10-26,48.3081
2022-10-27,48.1443
2022-10-28,50.9411
2022-10-29,50.9411
2022-10-30,50.9411
2022-10-31,51.2549
2022-11-01,53.4521
2022-11-02,47.2355
2022-11-03,45.4955
2022-11-04,46.887
2022-11-05,46.887
2022-11-06,46.887
2022-11-07,45.574
2022-11-08,45.3006
2022-11-09,45.1698
2022-11-10,48.8379
2022-11-11,53.441
2022-11-12,53.441
2022-11-13,53.441
2022-11-14,52.9278
2022-11-15,54.7266
2022-11-16,52.9273
2022-11-17,52.2862
2022-11-18,48.943
2022-11-19,48.943
2022-11-20,48.943
2022-11-21,47.8383
2022-11-22,47.4627
2022-11-23,47.5479
2022-11-24,47.5479
2022-11-25,46.5519
2022-11-26,46.5519
2022-11-27,46.5519
2022-11-28,46.778
2022-11-29,47.4451
2022-11-30,49.6295
2022-12-01,51.9599
2022-12-02,53.0323
2022-12-03,53.0323
2022-12-04,53.0323
2022-12-05,51.8578
2022-12-06,52.2014
2022-12-07,54.7288
2022-12-08,56.0405
2022-12-09,54.6749
2022-12-10,54.6749
2022-12-11,54.6749
2022-12-12,53.7389
2022-12-13,53.4401
2022-12-14,49.4788
2022-12-15,48.3683
2022-12-16,46.0585
2022-12-17,46.0585
2022-12-18,46.0585
2022-12-19,44.1986
2022-12-20,42.9125
2022-12-21,45.616
2022-12-22,45.1694
2022-12-23,44.9418
2022-12-24,44.9418
2022-12-25,44.9418
2022-12-26,44.9418
2022-12-27,44.6456
2022-12-28,43.0927
2022-12-29,45.1978
2022-12-30,43.6541
2022-12-31,43.6541
2023-01-01,43.6541
2023-01-02,43.6541
2023-01-03,44.5135
2023-01-04,47.071
2023-01-05,45.2863
2023-01-06,46.2749
2023-01-07,46.2749
2023-01-08,46.2749
2023-01-09,47.1074
2023-01-10,47.3448
2023-01-11,48.669
2023-01-12,55.4388
2023-01-13,56.3565
2023-01-14,56.3565
2023-01-15,56.3565
2023-01-16,56.3565
2023-01-17,57.6982
2023-01-18,51.5557
2023-01-19,51.7252
2023-01-20,51.2615
2023-01-21,51.2615
2023-01-22,51.2615
2023-01-23,51.7315
2023-01-24,51.3897
2023-01-25,52.5028
2023-01-26,51.9896
2023-01-27,53.9898
2023-01-28,53.9898
2023-01-29,53.9898
2023-01-30,54.0359
2023-01-31,54.2019
2023-02-01,56.5008
2023-02-02,59.7909
2023-02-03,60.3085
2023-02-04,60.3085
2023-02-05,60.3085
2023-02-06,61.1054
2023-02-07,60.1682
2023-02-08,58.5277
2023-02-09,59.6862
2023-02-10,55.8318
2023-02-11,55.8318
2023-02-12,55.8318
2023-02-13,58.5171
2023-02-14,58.3117
2023-02-15,59.9128
2023-02-16,60.1185
2023-02-17,60.0866
2023-02-18,60.0866
2023-02-19,60.0866
2023-02-20,60.0866
2023-02-21,54.7647
2023-02-22,55.8837
2023-02-23,57.159
2023-02-24,54.8566
2023-02-25,54.8566
2023-02-26,54.8566
2023-02-27,54.0681
2023-02-28,52.4794
2023-03-01,61.4771
2023-03-02,62.3361
2023-03-03,59.7421
2023-03-04,59.7421
2023-03-05,59.7421
2023-03-06,58.4063
2023-03-07,57.7515
2023-03-08,55.8599
2023-03-09,55.3568
2023-03-10,55.3304
2023-03-11,55.3304
2023-03-12,55.3304
2023-03-13,55.8753
2023-03-14,53.293
2023-03-15,51.3003
2023-03-16,53.8195
2023-03-17,52.767
2023-03-18,52.767
2023-03-19,52.767
