,CBRL US Equity
2021-02-14,60.359
2021-02-15,60.359
2021-02-16,57.8286
2021-02-17,57.0179
2021-02-18,59.8493
2021-02-19,61.9175
2021-02-20,61.9175
2021-02-21,61.9175
2021-02-22,64.7921
2021-02-23,58.975
2021-02-24,62.6624
2021-02-25,58.9671
2021-02-26,59.4219
2021-02-27,59.4219
2021-02-28,59.4219
2021-03-01,61.8837
2021-03-02,60.046
2021-03-03,61.2315
2021-03-04,61.1967
2021-03-05,63.381
2021-03-06,63.381
2021-03-07,63.381
2021-03-08,65.3303
2021-03-09,63.5102
2021-03-10,65.6959
2021-03-11,64.7967
2021-03-12,66.3532
2021-03-13,66.3532
2021-03-14,66.3532
2021-03-15,66.4972
2021-03-16,62.6257
2021-03-17,65.3041
2021-03-18,62.483
2021-03-19,62.3758
2021-03-20,62.3758
2021-03-21,62.3758
2021-03-22,59.835
2021-03-23,54.4426
2021-03-24,54.6451
2021-03-25,58.9674
2021-03-26,60.9134
2021-03-27,60.9134
2021-03-28,60.9134
2021-03-29,58.5652
2021-03-30,60.1727
2021-03-31,60.5554
2021-04-01,58.8156
2021-04-02,58.8156
2021-04-03,58.8156
2021-04-04,58.8156
2021-04-05,59.6126
2021-04-06,59.3157
2021-04-07,60.6436
2021-04-08,61.0054
2021-04-09,61.0466
2021-04-10,61.0466
2021-04-11,61.0466
2021-04-12,62.5397
2021-04-13,59.1805
2021-04-14,59.8687
2021-04-15,56.5217
2021-04-16,57.0042
2021-04-17,57.0042
2021-04-18,57.0042
2021-04-19,58.245
2021-04-20,53.4905
2021-04-21,55.1277
2021-04-22,55.838
2021-04-23,55.3306
2021-04-24,55.3306
2021-04-25,55.3306
2021-04-26,53.4986
2021-04-27,52.5874
2021-04-28,51.5869
2021-04-29,54.2262
2021-04-30,52.7599
2021-05-01,52.7599
2021-05-02,52.7599
2021-05-03,52.2537
2021-05-04,51.1804
2021-05-05,50.0531
2021-05-06,48.8969
2021-05-07,50.6204
2021-05-08,50.6204
2021-05-09,50.6204
2021-05-10,47.2036
2021-05-11,44.9799
2021-05-12,40.8266
2021-05-13,42.8578
2021-05-14,47.0237
2021-05-15,47.0237
2021-05-16,47.0237
2021-05-17,48.4412
2021-05-18,48.8683
2021-05-19,49.4822
2021-05-20,49.9338
2021-05-21,48.9497
2021-05-22,48.9497
2021-05-23,48.9497
2021-05-24,49.3148
2021-05-25,47.206
2021-05-26,48.8329
2021-05-27,48.8541
2021-05-28,47.2885
2021-05-29,47.2885
2021-05-30,47.2885
2021-05-31,47.2885
2021-06-01,47.492
2021-06-02,46.923
2021-06-03,45.3663
2021-06-04,46.1479
2021-06-05,46.1479
2021-06-06,46.1479
2021-06-07,47.2856
2021-06-08,50.7671
2021-06-09,47.6887
2021-06-10,45.8734
2021-06-11,46.2808
2021-06-12,46.2808
2021-06-13,46.2808
2021-06-14,44.9613
2021-06-15,43.1061
2021-06-16,44.0415
2021-06-17,40.778
2021-06-18,39.4247
2021-06-19,39.4247
2021-06-20,39.4247
2021-06-21,41.4354
2021-06-22,42.0342
2021-06-23,43.6868
2021-06-24,46.0997
2021-06-25,44.1933
2021-06-26,44.1933
2021-06-27,44.1933
2021-06-28,43.5152
2021-06-29,41.8361
2021-06-30,44.3872
2021-07-01,45.1468
2021-07-02,45.2209
2021-07-03,45.2209
2021-07-04,45.2209
2021-07-05,45.2209
2021-07-06,43.3883
2021-07-07,42.6391
2021-07-08,40.7735
2021-07-09,43.2876
2021-07-10,43.2876
2021-07-11,43.2876
2021-07-12,44.2212
2021-07-13,43.1559
2021-07-14,44.082
2021-07-15,41.9789
2021-07-16,41.2306
2021-07-17,41.2306
2021-07-18,41.2306
2021-07-19,38.0601
2021-07-20,43.2495
2021-07-21,43.5142
2021-07-22,42.8552
2021-07-23,41.4669
2021-07-24,41.4669
2021-07-25,41.4669
2021-07-26,43.7415
2021-07-27,43.3374
2021-07-28,41.3858
2021-07-29,42.8108
2021-07-30,40.7606
2021-07-31,40.7606
2021-08-01,40.7606
2021-08-02,41.1589
2021-08-03,39.6061
2021-08-04,38.9864
2021-08-05,39.5867
2021-08-06,40.7155
2021-08-07,40.7155
2021-08-08,40.7155
2021-08-09,39.8847
2021-08-10,41.6007
2021-08-11,44.4387
2021-08-12,43.9252
2021-08-13,43.5606
2021-08-14,43.5606
2021-08-15,43.5606
2021-08-16,43.5149
2021-08-17,41.7752
2021-08-18,41.4843
2021-08-19,40.5994
2021-08-20,43.3638
2021-08-21,43.3638
2021-08-22,43.3638
2021-08-23,44.72
2021-08-24,47.3761
2021-08-25,48.9128
2021-08-26,47.9587
2021-08-27,51.5354
2021-08-28,51.5354
2021-08-29,51.5354
2021-08-30,48.8784
2021-08-31,50.7485
2021-09-01,52.8799
2021-09-02,52.6141
2021-09-03,50.3137
2021-09-04,50.3137
2021-09-05,50.3137
2021-09-06,50.3137
2021-09-07,48.8494
2021-09-08,45.8287
2021-09-09,45.4593
2021-09-10,44.1284
2021-09-11,44.1284
2021-09-12,44.1284
2021-09-13,46.4742
2021-09-14,44.1957
2021-09-15,43.7774
2021-09-16,45.4003
2021-09-17,47.4669
2021-09-18,47.4669
2021-09-19,47.4669
2021-09-20,47.7459
2021-09-21,44.6776
2021-09-22,48.3835
2021-09-23,53.0872
2021-09-24,52.9764
2021-09-25,52.9764
2021-09-26,52.9764
2021-09-27,55.3281
2021-09-28,51.2544
2021-09-29,50.434
2021-09-30,48.6077
2021-10-01,52.1827
2021-10-02,52.1827
2021-10-03,52.1827
2021-10-04,50.7332
2021-10-05,50.8841
2021-10-06,51.1781
2021-10-07,50.4871
2021-10-08,48.713
2021-10-09,48.713
2021-10-10,48.713
2021-10-11,48.6968
2021-10-12,46.7931
2021-10-13,44.9081
2021-10-14,46.9395
2021-10-15,44.7132
2021-10-16,44.7132
2021-10-17,44.7132
2021-10-18,46.1376
2021-10-19,45.701
2021-10-20,44.1978
2021-10-21,43.1641
2021-10-22,42.5598
2021-10-23,42.5598
2021-10-24,42.5598
2021-10-25,41.3688
2021-10-26,42.1694
2021-10-27,41.7406
2021-10-28,44.6323
2021-10-29,46.1733
2021-10-30,46.1733
2021-10-31,46.1733
2021-11-01,49.8179
2021-11-02,46.7918
2021-11-03,50.2877
2021-11-04,53.9879
2021-11-05,56.576
2021-11-06,56.576
2021-11-07,56.576
2021-11-08,58.3007
2021-11-09,56.5429
2021-11-10,56.6448
2021-11-11,55.9211
2021-11-12,54.8607
2021-11-13,54.8607
2021-11-14,54.8607
2021-11-15,54.0809
2021-11-16,51.6101
2021-11-17,53.1061
2021-11-18,52.6871
2021-11-19,52.1258
2021-11-20,52.1258
2021-11-21,52.1258
2021-11-22,52.9701
2021-11-23,43.2068
2021-11-24,44.6987
2021-11-25,44.6987
2021-11-26,42.1429
2021-11-27,42.1429
2021-11-28,42.1429
2021-11-29,39.8571
2021-11-30,38.4923
2021-12-01,37.0707
2021-12-02,39.9098
2021-12-03,39.154
2021-12-04,39.154
2021-12-05,39.154
2021-12-06,44.008
2021-12-07,44.1635
2021-12-08,45.7447
2021-12-09,43.9132
2021-12-10,44.97
2021-12-11,44.97
2021-12-12,44.97
2021-12-13,42.1842
2021-12-14,41.7365
2021-12-15,42.8187
2021-12-16,40.922
2021-12-17,41.1269
2021-12-18,41.1269
2021-12-19,41.1269
2021-12-20,40.8945
2021-12-21,44.2952
2021-12-22,44.064
2021-12-23,47.2003
2021-12-24,47.2003
2021-12-25,47.2003
2021-12-26,47.2003
2021-12-27,47.9299
2021-12-28,47.9778
2021-12-29,48.5823
2021-12-30,48.1676
2021-12-31,47.6516
2022-01-01,47.6516
2022-01-02,47.6516
2022-01-03,50.1826
2022-01-04,53.125
2022-01-05,54.3263
2022-01-06,52.9657
2022-01-07,53.7416
2022-01-08,53.7416
2022-01-09,53.7416
2022-01-10,52.8574
2022-01-11,51.0664
2022-01-12,47.288
2022-01-13,49.9116
2022-01-14,48.7638
2022-01-15,48.7638
2022-01-16,48.7638
2022-01-17,48.7638
2022-01-18,45.5085
2022-01-19,44.9706
2022-01-20,42.1593
2022-01-21,39.3472
2022-01-22,39.3472
2022-01-23,39.3472
2022-01-24,43.464
2022-01-25,42.7901
2022-01-26,41.078
2022-01-27,40.1398
2022-01-28,41.6417
2022-01-29,41.6417
2022-01-30,41.6417
2022-01-31,43.8736
2022-02-01,45.4391
2022-02-02,45.2467
2022-02-03,44.5979
2022-02-04,44.9579
2022-02-05,44.9579
2022-02-06,44.9579
2022-02-07,45.6088
2022-02-08,48.9134
2022-02-09,51.0036
2022-02-10,49.7028
2022-02-11,49.0321
2022-02-12,49.0321
2022-02-13,49.0321
2022-02-14,50.2153
2022-02-15,54.0577
2022-02-16,55.381
2022-02-17,52.9748
2022-02-18,54.4767
2022-02-19,54.4767
2022-02-20,54.4767
2022-02-21,54.4767
2022-02-22,54.1225
2022-02-23,51.0254
2022-02-24,53.6014
2022-02-25,56.0153
2022-02-26,56.0153
2022-02-27,56.0153
2022-02-28,55.0919
2022-03-01,47.8588
2022-03-02,49.827
2022-03-03,48.1816
2022-03-04,46.3703
2022-03-05,46.3703
2022-03-06,46.3703
2022-03-07,39.9691
2022-03-08,40.582
2022-03-09,43.5422
2022-03-10,45.0342
2022-03-11,44.8084
2022-03-12,44.8084
2022-03-13,44.8084
2022-03-14,44.6002
2022-03-15,44.2399
2022-03-16,48.4625
2022-03-17,48.1847
2022-03-18,49.345
2022-03-19,49.345
2022-03-20,49.345
2022-03-21,47.0987
2022-03-22,47.1058
2022-03-23,45.2966
2022-03-24,47.1548
2022-03-25,45.8667
2022-03-26,45.8667
2022-03-27,45.8667
2022-03-28,45.0822
2022-03-29,48.6509
2022-03-30,46.7376
2022-03-31,46.911
2022-04-01,44.9618
2022-04-02,44.9618
2022-04-03,44.9618
2022-04-04,44.3876
2022-04-05,42.8123
2022-04-06,42.0143
2022-04-07,42.081
2022-04-08,42.6101
2022-04-09,42.6101
2022-04-10,42.6101
2022-04-11,44.431
2022-04-12,45.002
2022-04-13,48.3901
2022-04-14,49.3841
2022-04-15,49.3841
2022-04-16,49.3841
2022-04-17,49.3841
2022-04-18,49.7362
2022-04-19,52.9628
2022-04-20,52.3149
2022-04-21,53.3769
2022-04-22,51.4428
2022-04-23,51.4428
2022-04-24,51.4428
2022-04-25,54.6677
2022-04-26,49.326
2022-04-27,47.4169
2022-04-28,47.356
2022-04-29,44.0562
2022-04-30,44.0562
2022-05-01,44.0562
2022-05-02,48.3451
2022-05-03,46.062
2022-05-04,46.3063
2022-05-05,44.1345
2022-05-06,45.584
2022-05-07,45.584
2022-05-08,45.584
2022-05-09,42.7012
2022-05-10,43.5477
2022-05-11,41.265
2022-05-12,44.655
2022-05-13,44.8048
2022-05-14,44.8048
2022-05-15,44.8048
2022-05-16,41.9259
2022-05-17,42.7899
2022-05-18,39.602
2022-05-19,38.3886
2022-05-20,38.2919
2022-05-21,38.2919
2022-05-22,38.2919
2022-05-23,37.3905
2022-05-24,37.1849
2022-05-25,41.6934
2022-05-26,44.1273
2022-05-27,45.8174
2022-05-28,45.8174
2022-05-29,45.8174
2022-05-30,45.8174
2022-05-31,43.975
2022-06-01,43.5611
2022-06-02,44.1853
2022-06-03,42.7636
2022-06-04,42.7636
2022-06-05,42.7636
2022-06-06,44.4407
2022-06-07,41.1652
2022-06-08,40.8054
2022-06-09,40.1908
2022-06-10,39.8935
2022-06-11,39.8935
2022-06-12,39.8935
2022-06-13,37.154
2022-06-14,36.4553
2022-06-15,38.3915
2022-06-16,35.9349
2022-06-17,36.7868
2022-06-18,36.7868
2022-06-19,36.7868
2022-06-20,36.7868
2022-06-21,35.8724
2022-06-22,37.0542
2022-06-23,38.1563
2022-06-24,41.2104
2022-06-25,41.2104
2022-06-26,41.2104
2022-06-27,40.1245
2022-06-28,38.986
2022-06-29,38.385
2022-06-30,37.8302
2022-07-01,39.0077
2022-07-02,39.0077
2022-07-03,39.0077
2022-07-04,39.0077
2022-07-05,41.917
2022-07-06,40.7461
2022-07-07,42.1889
2022-07-08,42.3502
2022-07-09,42.3502
2022-07-10,42.3502
2022-07-11,42.5074
2022-07-12,42.5008
2022-07-13,43.3821
2022-07-14,43.7684
2022-07-15,46.009
2022-07-16,46.009
2022-07-17,46.009
2022-07-18,45.0837
2022-07-19,48.2339
2022-07-20,49.0946
2022-07-21,48.5766
2022-07-22,47.8273
2022-07-23,47.8273
2022-07-24,47.8273
2022-07-25,46.8857
2022-07-26,45.4157
2022-07-27,48.4408
2022-07-28,51.595
2022-07-29,50.2906
2022-07-30,50.2906
2022-07-31,50.2906
2022-08-01,51.2678
2022-08-02,50.8274
2022-08-03,53.4846
2022-08-04,51.9182
2022-08-05,51.369
2022-08-06,51.369
2022-08-07,51.369
2022-08-08,54.4124
2022-08-09,53.7094
2022-08-10,57.2817
2022-08-11,58.1901
2022-08-12,59.9252
2022-08-13,59.9252
2022-08-14,59.9252
2022-08-15,60.1528
2022-08-16,60.9183
2022-08-17,59.4784
2022-08-18,61.1173
2022-08-19,60.0087
2022-08-20,60.0087
2022-08-21,60.0087
2022-08-22,57.2291
2022-08-23,58.9502
2022-08-24,61.1949
2022-08-25,62.3687
2022-08-26,58.7736
2022-08-27,58.7736
2022-08-28,58.7736
2022-08-29,60.3849
2022-08-30,56.6303
2022-08-31,55.7135
2022-09-01,56.4864
2022-09-02,55.1032
2022-09-03,55.1032
2022-09-04,55.1032
2022-09-05,55.1032
2022-09-06,51.3106
2022-09-07,54.4331
2022-09-08,56.3338
2022-09-09,57.6121
2022-09-10,57.6121
2022-09-11,57.6121
2022-09-12,57.4732
2022-09-13,52.5546
2022-09-14,53.462
2022-09-15,54.8943
2022-09-16,54.6843
2022-09-17,54.6843
2022-09-18,54.6843
2022-09-19,54.7663
2022-09-20,53.9942
2022-09-21,52.6236
2022-09-22,49.455
2022-09-23,45.548
2022-09-24,45.548
2022-09-25,45.548
2022-09-26,45.2326
2022-09-27,44.8146
2022-09-28,44.1884
2022-09-29,42.9759
2022-09-30,41.3808
2022-10-01,41.3808
2022-10-02,41.3808
2022-10-03,40.5527
2022-10-04,46.0336
2022-10-05,45.5043
2022-10-06,44.4175
2022-10-07,41.8607
2022-10-08,41.8607
2022-10-09,41.8607
2022-10-10,41.3967
2022-10-11,43.2327
2022-10-12,45.0877
2022-10-13,47.5278
2022-10-14,47.2792
2022-10-15,47.2792
2022-10-16,47.2792
2022-10-17,48.2458
2022-10-18,50.3239
2022-10-19,49.6597
2022-10-20,50.2036
2022-10-21,52.0268
2022-10-22,52.0268
2022-10-23,52.0268
2022-10-24,53.1744
2022-10-25,56.4104
2022-10-26,57.008
2022-10-27,60.1905
2022-10-28,62.4622
2022-10-29,62.4622
2022-10-30,62.4622
2022-10-31,61.7712
2022-11-01,59.3469
2022-11-02,56.0233
2022-11-03,57.3428
2022-11-04,58.1255
2022-11-05,58.1255
2022-11-06,58.1255
2022-11-07,59.4939
2022-11-08,58.5351
2022-11-09,56.3368
2022-11-10,61.1343
2022-11-11,61.3229
2022-11-12,61.3229
2022-11-13,61.3229
2022-11-14,61.8781
2022-11-15,60.5754
2022-11-16,59.3244
2022-11-17,59.0967
2022-11-18,59.6213
2022-11-19,59.6213
2022-11-20,59.6213
2022-11-21,59.7178
2022-11-22,61.3638
2022-11-23,58.5255
2022-11-24,58.5255
2022-11-25,59.3875
2022-11-26,59.3875
2022-11-27,59.3875
2022-11-28,55.8384
2022-11-29,55.462
2022-11-30,56.4551
2022-12-01,55.1513
2022-12-02,42.9854
2022-12-03,42.9854
2022-12-04,42.9854
2022-12-05,41.4404
2022-12-06,41.1282
2022-12-07,40.9264
2022-12-08,45.7986
2022-12-09,44.9327
2022-12-10,44.9327
2022-12-11,44.9327
2022-12-12,44.4906
2022-12-13,44.3687
2022-12-14,44.3687
2022-12-15,43.9144
2022-12-16,43.0108
2022-12-17,43.0108
2022-12-18,43.0108
2022-12-19,41.3538
2022-12-20,41.7271
2022-12-21,41.9183
2022-12-22,43.151
2022-12-23,43.5391
2022-12-24,43.5391
2022-12-25,43.5391
2022-12-26,43.5391
2022-12-27,42.644
2022-12-28,41.9766
2022-12-29,43.1163
2022-12-30,41.8119
2022-12-31,41.8119
2023-01-01,41.8119
2023-01-02,41.8119
2023-01-03,41.5297
2023-01-04,44.7335
2023-01-05,44.14
2023-01-06,46.3601
2023-01-07,46.3601
2023-01-08,46.3601
2023-01-09,46.8064
2023-01-10,52.8173
2023-01-11,52.8917
2023-01-12,52.2656
2023-01-13,53.9756
2023-01-14,53.9756
2023-01-15,53.9756
2023-01-16,53.9756
2023-01-17,55.9866
2023-01-18,55.5814
2023-01-19,54.8307
2023-01-20,58.4666
2023-01-21,58.4666
2023-01-22,58.4666
2023-01-23,59.0533
2023-01-24,52.6526
2023-01-25,55.3643
2023-01-26,56.2151
2023-01-27,56.8409
2023-01-28,56.8409
2023-01-29,56.8409
2023-01-30,56.0672
2023-01-31,58.1867
2023-02-01,58.3023
2023-02-02,61.6769
2023-02-03,60.8962
2023-02-04,60.8962
2023-02-05,60.8962
2023-02-06,60.9194
2023-02-07,61.5271
2023-02-08,58.0356
2023-02-09,56.2915
2023-02-10,52.461
2023-02-11,52.461
2023-02-12,52.461
2023-02-13,54.6688
2023-02-14,54.827
2023-02-15,55.6539
2023-02-16,54.7948
2023-02-17,54.3104
2023-02-18,54.3104
2023-02-19,54.3104
2023-02-20,54.3104
2023-02-21,51.8304
2023-02-22,54.3146
2023-02-23,52.4457
2023-02-24,52.5043
2023-02-25,52.5043
2023-02-26,52.5043
2023-02-27,50.9238
2023-02-28,52.1187
2023-03-01,53.9621
2023-03-02,55.7164
2023-03-03,52.5795
2023-03-04,52.5795
2023-03-05,52.5795
2023-03-06,53.5363
2023-03-07,52.9557
2023-03-08,53.6851
2023-03-09,50.1687
2023-03-10,48.4799
2023-03-11,48.4799
2023-03-12,48.4799
2023-03-13,51.6907
2023-03-14,53.3714
2023-03-15,54.1632
2023-03-16,56.1444
2023-03-17,52.4426
2023-03-18,52.4426
2023-03-19,52.4426
2023-03-20,54.9989
2023-03-21,53.8394
