,SCHW US Equity
,RSI_30D
2020-01-01,61.2501
2020-01-02,63.0137
2020-01-03,58.0382
2020-01-04,58.0382
2020-01-05,58.0382
2020-01-06,58.9452
2020-01-07,59.7097
2020-01-08,60.4978
2020-01-09,61.0415
2020-01-10,59.7235
2020-01-11,59.7235
2020-01-12,59.7235
2020-01-13,60.352
2020-01-14,59.0097
2020-01-15,56.5342
2020-01-16,61.8146
2020-01-17,59.2026
2020-01-18,59.2026
2020-01-19,59.2026
2020-01-20,59.2026
2020-01-21,59.4977
2020-01-22,60.7783
2020-01-23,58.7371
2020-01-24,54.0601
2020-01-25,54.0601
2020-01-26,54.0601
2020-01-27,49.5894
2020-01-28,51.2109
2020-01-29,50.1297
2020-01-30,53.7114
2020-01-31,48.9058
2020-02-01,48.9058
2020-02-02,48.9058
2020-02-03,49.2779
2020-02-04,53.0847
2020-02-05,56.0348
2020-02-06,54.6825
2020-02-07,53.1816
2020-02-08,53.1816
2020-02-09,53.1816
2020-02-10,51.6584
2020-02-11,53.9333
2020-02-12,54.2304
2020-02-13,53.2789
2020-02-14,53.0982
2020-02-15,53.0982
2020-02-16,53.0982
2020-02-17,53.0982
2020-02-18,51.5899
2020-02-19,53.529
2020-02-20,56.4279
2020-02-21,49.7034
2020-02-22,49.7034
2020-02-23,49.7034
2020-02-24,44.2485
2020-02-25,40.0618
2020-02-26,39.7435
2020-02-27,41.0621
2020-02-28,38.9734
2020-02-29,38.9734
2020-03-01,38.9734
2020-03-02,42.1986
2020-03-03,36.2666
2020-03-04,34.7032
2020-03-05,31.7703
2020-03-06,31.0009
2020-03-07,31.0009
2020-03-08,31.0009
2020-03-09,27.0905
2020-03-10,33.1264
2020-03-11,32.5933
2020-03-12,28.8285
2020-03-13,38.7775
2020-03-14,38.7775
2020-03-15,38.7775
2020-03-16,35.6415
2020-03-17,40.3458
2020-03-18,39.1502
2020-03-19,38.587
2020-03-20,37.5893
2020-03-21,37.5893
2020-03-22,37.5893
2020-03-23,35.5877
2020-03-24,38.9081
2020-03-25,43.5834
2020-03-26,43.5734
2020-03-27,43.012
2020-03-28,43.012
2020-03-29,43.012
2020-03-30,43.9893
2020-03-31,43.233
2020-04-01,42.5298
2020-04-02,44.5513
2020-04-03,43.6733
2020-04-04,43.6733
2020-04-05,43.6733
2020-04-06,47.0612
2020-04-07,45.7526
2020-04-08,47.7944
2020-04-09,47.8599
2020-04-10,47.8599
2020-04-11,47.8599
2020-04-12,47.8599
2020-04-13,45.7579
2020-04-14,47.6914
2020-04-15,45.882
2020-04-16,45.8003
2020-04-17,47.4462
2020-04-18,47.4462
2020-04-19,47.4462
2020-04-20,48.5331
2020-04-21,47.7038
2020-04-22,47.6132
2020-04-23,47.3077
2020-04-24,46.9823
2020-04-25,46.9823
2020-04-26,46.9823
2020-04-27,49.1532
2020-04-28,49.5096
2020-04-29,51.9904
2020-04-30,50.3878
2020-05-01,48.5504
2020-05-02,48.5504
2020-05-03,48.5504
2020-05-04,47.3959
2020-05-05,46.3803
2020-05-06,45.9201
2020-05-07,47.2076
2020-05-08,49.3505
2020-05-09,49.3505
2020-05-10,49.3505
2020-05-11,48.3357
2020-05-12,46.1104
2020-05-13,44.4798
2020-05-14,44.9104
2020-05-15,43.7314
2020-05-16,43.7314
2020-05-17,43.7314
2020-05-18,46.581
2020-05-19,44.8439
2020-05-20,46.0383
2020-05-21,45.3561
2020-05-22,44.7864
2020-05-23,44.7864
2020-05-24,44.7864
2020-05-25,44.7864
2020-05-26,47.6965
2020-05-27,51.7745
2020-05-28,50.0898
2020-05-29,49.9342
2020-05-30,49.9342
2020-05-31,49.9342
2020-06-01,50.8814
2020-06-02,51.8706
2020-06-03,55.3682
2020-06-04,58.2425
2020-06-05,59.6545
2020-06-06,59.6545
2020-06-07,59.6545
2020-06-08,57.8785
2020-06-09,55.0956
2020-06-10,51.8558
2020-06-11,49.0187
2020-06-12,49.6009
2020-06-13,49.6009
2020-06-14,49.6009
2020-06-15,49.7344
2020-06-16,50.1446
2020-06-17,49.7557
2020-06-18,50.092
2020-06-19,49.7476
2020-06-20,49.7476
2020-06-21,49.7476
2020-06-22,49.3298
2020-06-23,48.4377
2020-06-24,45.1098
2020-06-25,45.6275
2020-06-26,42.201
2020-06-27,42.201
2020-06-28,42.201
2020-06-29,44.066
2020-06-30,45.8552
2020-07-01,44.7776
2020-07-02,45.459
2020-07-03,45.459
2020-07-04,45.459
2020-07-05,45.459
2020-07-06,46.9594
2020-07-07,46.4436
2020-07-08,47.4512
2020-07-09,46.5289
2020-07-10,48.2689
2020-07-11,48.2689
2020-07-12,48.2689
2020-07-13,47.6241
2020-07-14,47.8578
2020-07-15,49.9927
2020-07-16,48.6198
2020-07-17,46.0059
2020-07-18,46.0059
2020-07-19,46.0059
2020-07-20,46.8055
2020-07-21,49.5125
2020-07-22,48.815
2020-07-23,49.493
2020-07-24,48.9753
2020-07-25,48.9753
2020-07-26,48.9753
2020-07-27,46.9075
2020-07-28,46.5746
