,RRX US Equity
2020-05-31,55.3285
2020-06-01,56.4351
2020-06-02,56.7253
2020-06-03,58.2096
2020-06-04,59.3111
2020-06-05,61.4603
2020-06-06,61.4603
2020-06-07,61.4603
2020-06-08,61.4139
2020-06-09,61.0425
2020-06-10,57.5871
2020-06-11,52.3198
2020-06-12,54.0638
2020-06-13,54.0638
2020-06-14,54.0638
2020-06-15,54.1311
2020-06-16,56.1315
2020-06-17,55.922
2020-06-18,54.9125
2020-06-19,54.775
2020-06-20,54.775
2020-06-21,54.775
2020-06-22,54.5718
2020-06-23,54.7078
2020-06-24,52.7468
2020-06-25,54.8698
2020-06-26,55.7364
2020-06-27,55.7364
2020-06-28,55.7364
2020-06-29,56.8979
2020-06-30,57.9871
2020-07-01,55.4852
2020-07-02,56.5419
2020-07-03,56.5419
2020-07-04,56.5419
2020-07-05,56.5419
2020-07-06,57.757
2020-07-07,55.6279
2020-07-08,56.8635
2020-07-09,55.7502
2020-07-10,56.0339
2020-07-11,56.0339
2020-07-12,56.0339
2020-07-13,56.9305
2020-07-14,58.8512
2020-07-15,60.2379
2020-07-16,60.1602
2020-07-17,60.1373
2020-07-18,60.1373
2020-07-19,60.1373
2020-07-20,59.0435
2020-07-21,59.4494
2020-07-22,59.7464
2020-07-23,60.5112
2020-07-24,59.3324
2020-07-25,59.3324
2020-07-26,59.3324
2020-07-27,60.7691
2020-07-28,58.395
2020-07-29,60.773
2020-07-30,58.9799
2020-07-31,57.7282
2020-08-01,57.7282
2020-08-02,57.7282
2020-08-03,60.205
2020-08-04,57.4503
2020-08-05,60.7775
2020-08-06,59.3738
2020-08-07,60.4058
2020-08-08,60.4058
2020-08-09,60.4058
2020-08-10,61.0342
2020-08-11,61.831
2020-08-12,63.016
2020-08-13,60.5839
2020-08-14,59.6435
2020-08-15,59.6435
2020-08-16,59.6435
2020-08-17,58.1048
2020-08-18,57.1205
2020-08-19,56.6604
2020-08-20,57.5357
2020-08-21,58.1405
2020-08-22,58.1405
2020-08-23,58.1405
2020-08-24,59.5169
2020-08-25,60.754
2020-08-26,60.763
2020-08-27,61.0561
2020-08-28,60.7772
2020-08-29,60.7772
2020-08-30,60.7772
2020-08-31,59.5916
2020-09-01,61.7253
2020-09-02,63.4508
2020-09-03,58.0894
2020-09-04,58.076
2020-09-05,58.076
2020-09-06,58.076
2020-09-07,58.076
2020-09-08,55.807
2020-09-09,57.4849
2020-09-10,54.4448
2020-09-11,55.2844
2020-09-12,55.2844
2020-09-13,55.2844
2020-09-14,56.0296
2020-09-15,55.7892
2020-09-16,56.4657
2020-09-17,58.1379
2020-09-18,54.1585
2020-09-19,54.1585
2020-09-20,54.1585
2020-09-21,49.1296
2020-09-22,50.9478
2020-09-23,51.2446
2020-09-24,50.644
2020-09-25,49.205
2020-09-26,49.205
2020-09-27,49.205
2020-09-28,52.4331
2020-09-29,51.5383
2020-09-30,50.0538
2020-10-01,49.7129
2020-10-02,49.6646
2020-10-03,49.6646
2020-10-04,49.6646
2020-10-05,54.0388
2020-10-06,55.4444
2020-10-07,56.5805
2020-10-08,56.5263
2020-10-09,56.7727
2020-10-10,56.7727
2020-10-11,56.7727
2020-10-12,57.4025
2020-10-13,54.7966
2020-10-14,55.482
2020-10-15,57.3445
2020-10-16,57.3555
2020-10-17,57.3555
2020-10-18,57.3555
2020-10-19,53.5654
2020-10-20,55.1338
2020-10-21,53.4999
2020-10-22,51.1097
2020-10-23,55.141
2020-10-24,55.141
2020-10-25,55.141
2020-10-26,50.7502
2020-10-27,48.1577
2020-10-28,47.9067
2020-10-29,52.7973
2020-10-30,52.9214
2020-10-31,52.9214
2020-11-01,52.9214
2020-11-02,58.7723
2020-11-03,60.4223
2020-11-04,57.2908
2020-11-05,60.0407
2020-11-06,60.8815
2020-11-07,60.8815
2020-11-08,60.8815
2020-11-09,62.945
2020-11-10,63.6093
2020-11-11,61.0357
2020-11-12,61.38
2020-11-13,63.7901
2020-11-14,63.7901
2020-11-15,63.7901
2020-11-16,66.8967
2020-11-17,66.963
2020-11-18,66.5498
2020-11-19,67.0407
2020-11-20,66.7774
2020-11-21,66.7774
2020-11-22,66.7774
2020-11-23,69.2629
2020-11-24,69.2868
2020-11-25,67.1933
2020-11-26,67.1933
2020-11-27,67.3906
2020-11-28,67.3906
2020-11-29,67.3906
2020-11-30,63.1972
2020-12-01,64.1702
2020-12-02,61.3252
2020-12-03,58.3009
2020-12-04,59.3107
2020-12-05,59.3107
2020-12-06,59.3107
2020-12-07,58.8892
2020-12-08,61.4259
2020-12-09,61.0026
2020-12-10,58.7531
2020-12-11,58.5393
2020-12-12,58.5393
2020-12-13,58.5393
2020-12-14,56.4725
2020-12-15,58.9001
2020-12-16,56.8263
2020-12-17,57.8302
2020-12-18,56.4945
2020-12-19,56.4945
2020-12-20,56.4945
2020-12-21,57.6644
2020-12-22,58.2925
2020-12-23,59.4255
2020-12-24,59.7193
2020-12-25,59.7193
2020-12-26,59.7193
2020-12-27,59.7193
2020-12-28,61.4274
2020-12-29,60.5551
2020-12-30,60.7826
2020-12-31,61.8931
2021-01-01,61.8931
2021-01-02,61.8931
2021-01-03,61.8931
2021-01-04,61.6089
2021-01-05,64.0909
2021-01-06,69.3886
2021-01-07,71.4595
2021-01-08,70.1162
2021-01-09,70.1162
2021-01-10,70.1162
2021-01-11,73.5488
2021-01-12,72.2492
2021-01-13,67.5708
2021-01-14,66.5251
2021-01-15,65.0922
2021-01-16,65.0922
2021-01-17,65.0922
2021-01-18,65.0922
2021-01-19,65.2649
2021-01-20,65.6233
2021-01-21,62.5057
2021-01-22,62.4938
2021-01-23,62.4938
2021-01-24,62.4938
2021-01-25,62.1007
2021-01-26,59.2459
2021-01-27,52.3081
2021-01-28,53.7326
2021-01-29,53.243
2021-01-30,53.243
2021-01-31,53.243
2021-02-01,55.8091
2021-02-02,56.8743
2021-02-03,57.3662
2021-02-04,56.1062
2021-02-05,57.7652
2021-02-06,57.7652
2021-02-07,57.7652
2021-02-08,57.1843
2021-02-09,56.4312
2021-02-10,54.2987
2021-02-11,55.8485
2021-02-12,54.7357
2021-02-13,54.7357
2021-02-14,54.7357
2021-02-15,54.7357
2021-02-16,58.1211
2021-02-17,54.6536
2021-02-18,54.3062
2021-02-19,58.2986
2021-02-20,58.2986
2021-02-21,58.2986
2021-02-22,60.6143
2021-02-23,62.4371
2021-02-24,60.6335
2021-02-25,58.2441
2021-02-26,58.5789
2021-02-27,58.5789
2021-02-28,58.5789
2021-03-01,61.7641
2021-03-02,60.0981
2021-03-03,58.3584
2021-03-04,56.4041
2021-03-05,58.382
2021-03-06,58.382
2021-03-07,58.382
2021-03-08,59.9914
2021-03-09,57.8454
2021-03-10,60.998
2021-03-11,64.0547
2021-03-12,66.1957
2021-03-13,66.1957
2021-03-14,66.1957
2021-03-15,66.1857
2021-03-16,62.4409
2021-03-17,64.7113
2021-03-18,63.942
2021-03-19,64.7187
2021-03-20,64.7187
2021-03-21,64.7187
2021-03-22,62.1494
2021-03-23,54.6855
2021-03-24,55.2022
2021-03-25,55.6934
2021-03-26,57.7924
2021-03-27,57.7924
2021-03-28,57.7924
2021-03-29,55.0473
2021-03-30,55.5183
2021-03-31,54.2686
2021-04-01,56.1749
2021-04-02,56.1749
2021-04-03,56.1749
2021-04-04,56.1749
2021-04-05,57.7455
2021-04-06,55.1803
2021-04-07,53.975
2021-04-08,52.8646
2021-04-09,53.687
2021-04-10,53.687
2021-04-11,53.687
2021-04-12,54.2333
2021-04-13,53.3545
2021-04-14,53.8416
2021-04-15,54.1331
2021-04-16,55.1584
2021-04-17,55.1584
2021-04-18,55.1584
2021-04-19,53.8856
2021-04-20,52.7411
2021-04-21,55.5791
2021-04-22,55.0992
2021-04-23,57.0813
2021-04-24,57.0813
2021-04-25,57.0813
2021-04-26,55.6981
2021-04-27,57.4243
2021-04-28,56.1196
2021-04-29,56.006
2021-04-30,52.6599
2021-05-01,52.6599
2021-05-02,52.6599
2021-05-03,52.9078
2021-05-04,52.9325
2021-05-05,56.3911
2021-05-06,57.6096
2021-05-07,57.2012
2021-05-08,57.2012
2021-05-09,57.2012
2021-05-10,54.7812
2021-05-11,54.2144
2021-05-12,49.2473
2021-05-13,52.0045
2021-05-14,53.2062
2021-05-15,53.2062
2021-05-16,53.2062
2021-05-17,51.7272
2021-05-18,48.6726
2021-05-19,46.8669
2021-05-20,45.9105
2021-05-21,47.1663
2021-05-22,47.1663
2021-05-23,47.1663
2021-05-24,47.1188
2021-05-25,46.4894
2021-05-26,47.9285
2021-05-27,49.2498
2021-05-28,50.0933
2021-05-29,50.0933
2021-05-30,50.0933
2021-05-31,50.0933
2021-06-01,50.9721
2021-06-02,49.7334
2021-06-03,48.425
2021-06-04,49.5407
2021-06-05,49.5407
2021-06-06,49.5407
2021-06-07,46.5074
2021-06-08,47.995
2021-06-09,46.6868
2021-06-10,45.6988
2021-06-11,45.9867
2021-06-12,45.9867
2021-06-13,45.9867
2021-06-14,44.3032
2021-06-15,45.939
2021-06-16,43.3475
2021-06-17,39.3019
2021-06-18,37.4984
2021-06-19,37.4984
2021-06-20,37.4984
2021-06-21,41.6144
2021-06-22,40.9969
2021-06-23,41.0688
2021-06-24,42.9107
2021-06-25,44.2598
2021-06-26,44.2598
2021-06-27,44.2598
2021-06-28,44.6736
2021-06-29,44.5901
2021-06-30,45.6828
2021-07-01,46.8123
2021-07-02,45.8265
2021-07-03,45.8265
2021-07-04,45.8265
2021-07-05,45.8265
2021-07-06,42.9908
2021-07-07,43.967
2021-07-08,41.6068
2021-07-09,46.8474
2021-07-10,46.8474
2021-07-11,46.8474
2021-07-12,47.5309
2021-07-13,45.748
2021-07-14,47.6146
2021-07-15,46.3451
2021-07-16,45.4831
2021-07-17,45.4831
2021-07-18,45.4831
2021-07-19,42.2703
2021-07-20,45.1245
2021-07-21,46.0857
2021-07-22,46.5067
2021-07-23,48.0014
2021-07-24,48.0014
2021-07-25,48.0014
2021-07-26,49.2479
2021-07-27,49.2962
2021-07-28,51.1082
2021-07-29,59.4625
2021-07-30,59.9021
2021-07-31,59.9021
2021-08-01,59.9021
2021-08-02,58.1459
2021-08-03,59.6898
2021-08-04,58.1241
2021-08-05,58.1751
2021-08-06,58.4736
2021-08-07,58.4736
2021-08-08,58.4736
2021-08-09,57.2685
2021-08-10,59.3515
2021-08-11,61.8509
2021-08-12,63.1798
2021-08-13,63.2323
2021-08-14,63.2323
2021-08-15,63.2323
2021-08-16,63.4009
2021-08-17,60.2021
2021-08-18,58.8205
2021-08-19,55.7134
2021-08-20,56.0219
2021-08-21,56.0219
2021-08-22,56.0219
2021-08-23,56.8645
2021-08-24,58.2309
2021-08-25,59.3437
2021-08-26,58.6831
2021-08-27,60.1394
2021-08-28,60.1394
2021-08-29,60.1394
2021-08-30,59.7487
2021-08-31,56.1682
2021-09-01,54.3178
2021-09-02,57.1055
2021-09-03,57.3925
2021-09-04,57.3925
2021-09-05,57.3925
2021-09-06,57.3925
2021-09-07,55.8141
2021-09-08,56.3353
2021-09-09,54.4525
2021-09-10,55.3069
2021-09-11,55.3069
2021-09-12,55.3069
2021-09-13,56.4487
2021-09-14,53.0278
2021-09-15,54.7306
2021-09-16,52.1744
2021-09-17,47.7328
2021-09-18,47.7328
2021-09-19,47.7328
2021-09-20,46.0683
2021-09-21,43.9385
2021-09-22,45.6219
2021-09-23,47.7409
2021-09-24,48.8013
2021-09-25,48.8013
2021-09-26,48.8013
2021-09-27,53.4433
2021-09-28,52.0753
2021-09-29,55.9358
2021-09-30,54.8033
2021-10-01,54.9965
2021-10-02,54.9965
2021-10-03,54.9965
2021-10-04,55.3204
2021-10-05,51.4773
2021-10-06,49.6917
2021-10-07,50.9314
2021-10-08,45.8574
2021-10-09,45.8574
2021-10-10,45.8574
2021-10-11,43.6066
2021-10-12,47.6635
2021-10-13,51.3989
2021-10-14,53.3014
2021-10-15,54.5771
2021-10-16,54.5771
2021-10-17,54.5771
2021-10-18,56.0323
2021-10-19,55.5546
2021-10-20,58.0628
2021-10-21,58.8486
2021-10-22,58.3664
2021-10-23,58.3664
2021-10-24,58.3664
2021-10-25,60.7407
2021-10-26,58.1604
2021-10-27,56.6959
2021-10-28,58.5145
2021-10-29,58.5407
2021-10-30,58.5407
2021-10-31,58.5407
2021-11-01,56.9918
2021-11-02,62.7332
2021-11-03,64.2762
2021-11-04,65.4051
2021-11-05,64.6689
2021-11-06,64.6689
2021-11-07,64.6689
2021-11-08,65.0447
2021-11-09,65.0553
2021-11-10,63.9936
2021-11-11,64.9022
2021-11-12,65.6594
2021-11-13,65.6594
2021-11-14,65.6594
2021-11-15,66.898
2021-11-16,67.6756
2021-11-17,66.7487
2021-11-18,67.3868
2021-11-19,67.603
2021-11-20,67.603
2021-11-21,67.603
2021-11-22,65.7191
2021-11-23,65.9838
2021-11-24,64.5197
2021-11-25,64.5197
2021-11-26,57.8961
2021-11-27,57.8961
2021-11-28,57.8961
2021-11-29,56.7166
2021-11-30,53.4045
2021-12-01,51.6489
2021-12-02,55.1942
2021-12-03,53.6277
2021-12-04,53.6277
2021-12-05,53.6277
2021-12-06,55.2536
2021-12-07,57.3858
2021-12-08,56.761
2021-12-09,56.3745
2021-12-10,57.9064
2021-12-11,57.9064
2021-12-12,57.9064
2021-12-13,58.4284
2021-12-14,56.2818
2021-12-15,56.1193
2021-12-16,57.2173
2021-12-17,53.499
2021-12-18,53.499
2021-12-19,53.499
2021-12-20,50.7405
2021-12-21,53.3764
2021-12-22,54.2951
2021-12-23,56.1416
2021-12-24,56.1416
2021-12-25,56.1416
2021-12-26,56.1416
2021-12-27,58.7547
2021-12-28,59.4418
2021-12-29,60.0452
2021-12-30,59.2704
2021-12-31,59.4922
2022-01-01,59.4922
2022-01-02,59.4922
2022-01-03,59.9226
2022-01-04,63.2109
2022-01-05,57.982
2022-01-06,58.6996
2022-01-07,57.793
2022-01-08,57.793
2022-01-09,57.793
2022-01-10,57.292
2022-01-11,54.725
2022-01-12,55.6397
2022-01-13,56.2667
2022-01-14,57.7622
2022-01-15,57.7622
2022-01-16,57.7622
2022-01-17,57.7622
2022-01-18,55.0679
2022-01-19,53.981
2022-01-20,51.3508
2022-01-21,49.0241
2022-01-22,49.0241
2022-01-23,49.0241
2022-01-24,51.6384
2022-01-25,46.3821
2022-01-26,44.7418
2022-01-27,44.4375
2022-01-28,44.3311
2022-01-29,44.3311
2022-01-30,44.3311
2022-01-31,47.1157
2022-02-01,51.1639
2022-02-02,52.4891
2022-02-03,49.0827
2022-02-04,47.7781
2022-02-05,47.7781
2022-02-06,47.7781
2022-02-07,45.6159
2022-02-08,48.0555
2022-02-09,52.3052
2022-02-10,50.0835
2022-02-11,45.7562
2022-02-12,45.7562
2022-02-13,45.7562
2022-02-14,46.5107
2022-02-15,49.6969
2022-02-16,50.2823
2022-02-17,47.5655
2022-02-18,46.9206
2022-02-19,46.9206
2022-02-20,46.9206
2022-02-21,46.9206
2022-02-22,45.5515
2022-02-23,43.7553
2022-02-24,46.4467
2022-02-25,49.5845
2022-02-26,49.5845
2022-02-27,49.5845
2022-02-28,49.9493
2022-03-01,48.0439
2022-03-02,50.9899
2022-03-03,50.6604
2022-03-04,46.9728
2022-03-05,46.9728
2022-03-06,46.9728
2022-03-07,43.5917
2022-03-08,44.9989
2022-03-09,48.095
2022-03-10,48.3222
2022-03-11,47.3259
2022-03-12,47.3259
2022-03-13,47.3259
2022-03-14,47.9711
2022-03-15,48.0763
2022-03-16,50.9509
2022-03-17,51.6433
2022-03-18,52.5587
2022-03-19,52.5587
2022-03-20,52.5587
2022-03-21,51.1641
2022-03-22,50.1418
2022-03-23,48.3962
2022-03-24,46.9338
2022-03-25,47.1198
2022-03-26,47.1198
2022-03-27,47.1198
2022-03-28,46.2742
2022-03-29,49.0607
2022-03-30,45.6109
2022-03-31,43.9222
2022-04-01,43.7413
2022-04-02,43.7413
2022-04-03,43.7413
2022-04-04,42.5935
2022-04-05,40.9053
2022-04-06,38.3266
2022-04-07,38.2399
2022-04-08,36.9187
2022-04-09,36.9187
2022-04-10,36.9187
2022-04-11,36.527
2022-04-12,36.6607
2022-04-13,39.4235
2022-04-14,39.1423
2022-04-15,39.1423
2022-04-16,39.1423
2022-04-17,39.1423
2022-04-18,38.9926
2022-04-19,41.8496
2022-04-20,44.4968
2022-04-21,43.7899
2022-04-22,41.1705
2022-04-23,41.1705
2022-04-24,41.1705
2022-04-25,40.8947
2022-04-26,38.2117
2022-04-27,38.8881
2022-04-28,36.5208
2022-04-29,35.1127
2022-04-30,35.1127
2022-05-01,35.1127
2022-05-02,37.636
2022-05-03,38.1671
2022-05-04,42.6708
2022-05-05,40.0058
2022-05-06,37.6359
2022-05-07,37.6359
2022-05-08,37.6359
2022-05-09,35.2069
2022-05-10,35.0895
2022-05-11,34.6166
2022-05-12,37.7029
2022-05-13,38.5069
2022-05-14,38.5069
2022-05-15,38.5069
2022-05-16,37.6503
2022-05-17,40.2835
2022-05-18,37.6563
2022-05-19,38.5248
2022-05-20,37.8019
2022-05-21,37.8019
2022-05-22,37.8019
2022-05-23,38.4581
2022-05-24,37.1381
2022-05-25,37.3832
2022-05-26,39.2557
2022-05-27,42.2842
2022-05-28,42.2842
2022-05-29,42.2842
2022-05-30,42.2842
2022-05-31,42.1464
2022-06-01,40.9059
2022-06-02,43.2916
2022-06-03,45.4961
2022-06-04,45.4961
2022-06-05,45.4961
2022-06-06,47.4934
2022-06-07,48.3748
2022-06-08,45.389
2022-06-09,45.3178
2022-06-10,42.4729
2022-06-11,42.4729
2022-06-12,42.4729
2022-06-13,39.2606
2022-06-14,39.5747
2022-06-15,40.5702
2022-06-16,36.4793
2022-06-17,36.0281
2022-06-18,36.0281
2022-06-19,36.0281
2022-06-20,36.0281
2022-06-21,36.4261
2022-06-22,37.2688
2022-06-23,37.0045
2022-06-24,42.1168
2022-06-25,42.1168
2022-06-26,42.1168
2022-06-27,42.0758
2022-06-28,41.2261
2022-06-29,40.4905
2022-06-30,40.132
2022-07-01,39.7137
2022-07-02,39.7137
2022-07-03,39.7137
2022-07-04,39.7137
2022-07-05,40.6504
2022-07-06,39.7521
2022-07-07,42.2172
2022-07-08,40.8597
2022-07-09,40.8597
2022-07-10,40.8597
2022-07-11,40.8271
2022-07-12,40.2024
2022-07-13,39.7473
2022-07-14,39.7473
2022-07-15,43.179
2022-07-16,43.179
2022-07-17,43.179
2022-07-18,43.3562
2022-07-19,48.3549
2022-07-20,49.6819
2022-07-21,50.9277
2022-07-22,51.6754
2022-07-23,51.6754
2022-07-24,51.6754
2022-07-25,52.153
2022-07-26,52.4854
2022-07-27,54.2879
2022-07-28,57.7727
2022-07-29,59.5179
2022-07-30,59.5179
2022-07-31,59.5179
2022-08-01,57.9861
2022-08-02,58.5022
2022-08-03,59.6223
2022-08-04,60.8359
2022-08-05,60.7371
2022-08-06,60.7371
2022-08-07,60.7371
2022-08-08,60.8759
2022-08-09,61.0259
2022-08-10,64.7265
2022-08-11,65.775
2022-08-12,67.3684
2022-08-13,67.3684
2022-08-14,67.3684
2022-08-15,67.3744
2022-08-16,67.5288
2022-08-17,65.0336
2022-08-18,67.0088
2022-08-19,64.8606
2022-08-20,64.8606
2022-08-21,64.8606
2022-08-22,62.114
2022-08-23,62.5663
2022-08-24,62.8032
2022-08-25,64.514
2022-08-26,59.1517
2022-08-27,59.1517
2022-08-28,59.1517
2022-08-29,57.0129
2022-08-30,54.9573
2022-08-31,53.8925
2022-09-01,53.8724
2022-09-02,52.1354
2022-09-03,52.1354
2022-09-04,52.1354
2022-09-05,52.1354
2022-09-06,53.6281
2022-09-07,56.942
2022-09-08,57.9392
2022-09-09,60.9725
2022-09-10,60.9725
2022-09-11,60.9725
2022-09-12,61.0712
2022-09-13,57.2121
2022-09-14,56.5465
2022-09-15,58.5642
2022-09-16,52.981
2022-09-17,52.981
2022-09-18,52.981
2022-09-19,56.8528
2022-09-20,56.4043
2022-09-21,54.7628
2022-09-22,54.0308
2022-09-23,50.5368
2022-09-24,50.5368
2022-09-25,50.5368
2022-09-26,48.4252
2022-09-27,49.256
2022-09-28,54.4143
2022-09-29,52.7835
2022-09-30,52.6605
2022-10-01,52.6605
2022-10-02,52.6605
2022-10-03,55.5547
2022-10-04,60.4852
2022-10-05,62.06
2022-10-06,63.3261
2022-10-07,57.7489
2022-10-08,57.7489
2022-10-09,57.7489
2022-10-10,58.4314
2022-10-11,58.5789
2022-10-12,56.7055
2022-10-13,59.1486
2022-10-14,53.9176
2022-10-15,53.9176
2022-10-16,53.9176
2022-10-17,56.5045
2022-10-18,57.4348
2022-10-19,54.1799
2022-10-20,51.831
2022-10-21,53.1182
2022-10-22,53.1182
2022-10-23,53.1182
2022-10-24,52.6637
2022-10-25,55.1221
2022-10-26,55.8279
2022-10-27,44.6643
2022-10-28,45.2333
2022-10-29,45.2333
2022-10-30,45.2333
2022-10-31,41.9204
2022-11-01,39.3678
2022-11-02,37.6838
2022-11-03,36.3763
2022-11-04,38.3427
2022-11-05,38.3427
2022-11-06,38.3427
2022-11-07,40.2472
2022-11-08,42.5006
2022-11-09,40.9009
2022-11-10,45.7421
2022-11-11,46.6056
2022-11-12,46.6056
2022-11-13,46.6056
2022-11-14,45.3227
2022-11-15,47.0361
2022-11-16,46.5437
2022-11-17,45.4465
2022-11-18,47.3232
2022-11-19,47.3232
2022-11-20,47.3232
2022-11-21,46.1572
2022-11-22,47.671
2022-11-23,47.1294
2022-11-24,47.1294
2022-11-25,47.5927
2022-11-26,47.5927
2022-11-27,47.5927
2022-11-28,45.9747
2022-11-29,46.6569
2022-11-30,48.5554
2022-12-01,47.2819
2022-12-02,45.9595
2022-12-03,45.9595
2022-12-04,45.9595
2022-12-05,43.7274
2022-12-06,43.1711
2022-12-07,43.2213
2022-12-08,43.3379
2022-12-09,43.0433
2022-12-10,43.0433
2022-12-11,43.0433
2022-12-12,46.4822
2022-12-13,47.3752
2022-12-14,44.6609
2022-12-15,43.2013
2022-12-16,41.3672
2022-12-17,41.3672
2022-12-18,41.3672
2022-12-19,41.025
2022-12-20,43.6253
2022-12-21,44.5124
2022-12-22,44.0432
2022-12-23,44.1527
2022-12-24,44.1527
2022-12-25,44.1527
2022-12-26,44.1527
2022-12-27,45.0836
2022-12-28,43.5969
2022-12-29,45.8146
2022-12-30,45.7208
2022-12-31,45.7208
2023-01-01,45.7208
2023-01-02,45.7208
2023-01-03,46.2477
2023-01-04,48.5984
2023-01-05,46.8985
2023-01-06,49.9946
2023-01-07,49.9946
2023-01-08,49.9946
2023-01-09,52.4704
2023-01-10,52.0296
2023-01-11,55.0206
2023-01-12,55.2833
2023-01-13,56.6941
2023-01-14,56.6941
2023-01-15,56.6941
2023-01-16,56.6941
2023-01-17,56.1766
2023-01-18,53.9287
2023-01-19,53.1947
2023-01-20,54.5733
2023-01-21,54.5733
2023-01-22,54.5733
2023-01-23,55.8459
2023-01-24,54.0555
2023-01-25,53.7954
2023-01-26,55.5105
2023-01-27,56.3274
2023-01-28,56.3274
2023-01-29,56.3274
2023-01-30,54.8054
2023-01-31,56.6994
2023-02-01,58.7877
2023-02-02,65.3502
2023-02-03,65.6918
2023-02-04,65.6918
2023-02-05,65.6918
2023-02-06,65.1098
2023-02-07,65.8634
2023-02-08,63.9417
2023-02-09,63.4174
2023-02-10,63.4088
2023-02-11,63.4088
2023-02-12,63.4088
2023-02-13,64.2162
2023-02-14,64.3967
2023-02-15,66.7633
2023-02-16,65.1573
2023-02-17,64.7727
2023-02-18,64.7727
2023-02-19,64.7727
2023-02-20,64.7727
2023-02-21,59.695
2023-02-22,59.1457
2023-02-23,59.7237
2023-02-24,59.9385
2023-02-25,59.9385
2023-02-26,59.9385
2023-02-27,61.1042
2023-02-28,61.7119
2023-03-01,62.0935
2023-03-02,63.1132
2023-03-03,64.2268
2023-03-04,64.2268
2023-03-05,64.2268
2023-03-06,61.3064
2023-03-07,60.1448
2023-03-08,61.0439
2023-03-09,57.7924
2023-03-10,53.7456
2023-03-11,53.7456
2023-03-12,53.7456
2023-03-13,51.8633
2023-03-14,53.1041
2023-03-15,45.6425
2023-03-16,47.2554
2023-03-17,44.5108
2023-03-18,44.5108
