,DUK US Equity
,RSI_30D
2021-11-28,47.217
2021-11-29,49.4668
2021-11-30,42.9932
2021-12-01,42.2975
2021-12-02,44.7406
2021-12-03,49.5267
2021-12-04,49.5267
2021-12-05,49.5267
2021-12-06,52.0871
2021-12-07,52.005
2021-12-08,51.3356
2021-12-09,50.1461
2021-12-10,52.5979
2021-12-11,52.5979
2021-12-12,52.5979
2021-12-13,55.4192
2021-12-14,54.8235
2021-12-15,56.6961
2021-12-16,57.9329
2021-12-17,54.5735
2021-12-18,54.5735
2021-12-19,54.5735
2021-12-20,55.6899
2021-12-21,54.2665
2021-12-22,54.5255
2021-12-23,54.0954
2021-12-24,54.0954
2021-12-25,54.0954
2021-12-26,54.0954
2021-12-27,54.7177
2021-12-28,57.1228
2021-12-29,57.4697
2021-12-30,57.5258
2021-12-31,57.7374
2022-01-01,57.7374
2022-01-02,57.7374
2022-01-03,54.1603
2022-01-04,53.9641
2022-01-05,54.4549
2022-01-06,54.0146
2022-01-07,56.2326
2022-01-08,56.2326
2022-01-09,56.2326
2022-01-10,56.3595
2022-01-11,52.8473
2022-01-12,53.7221
2022-01-13,54.8985
2022-01-14,54.6005
2022-01-15,54.6005
2022-01-16,54.6005
2022-01-17,54.6005
2022-01-18,49.1555
2022-01-19,49.8704
2022-01-20,50.2084
2022-01-21,51.8168
2022-01-22,51.8168
2022-01-23,51.8168
2022-01-24,50.8033
2022-01-25,50.1438
2022-01-26,49.2034
2022-01-27,52.4448
2022-01-28,55.7688
2022-01-29,55.7688
2022-01-30,55.7688
2022-01-31,56.4706
2022-02-01,52.2837
2022-02-02,55.5649
2022-02-03,56.4248
2022-02-04,53.4864
2022-02-05,53.4864
2022-02-06,53.4864
2022-02-07,53.6767
2022-02-08,53.8287
2022-02-09,54.4908
2022-02-10,43.8277
2022-02-11,43.7557
2022-02-12,43.7557
2022-02-13,43.7557
2022-02-14,44.2296
2022-02-15,43.011
2022-02-16,43.531
2022-02-17,44.0516
2022-02-18,46.7286
2022-02-19,46.7286
2022-02-20,46.7286
2022-02-21,46.7286
2022-02-22,45.9701
2022-02-23,42.4461
2022-02-24,41.2873
2022-02-25,48.6129
2022-02-26,48.6129
2022-02-27,48.6129
2022-02-28,49.0062
2022-03-01,47.8498
2022-03-02,49.875
2022-03-03,53.4767
2022-03-04,57.9078
2022-03-05,57.9078
2022-03-06,57.9078
2022-03-07,60.0702
2022-03-08,57.4618
2022-03-09,57.1695
2022-03-10,58.5107
2022-03-11,58.4007
2022-03-12,58.4007
2022-03-13,58.4007
2022-03-14,58.6579
2022-03-15,59.2927
2022-03-16,57.6036
2022-03-17,58.5038
2022-03-18,55.1874
2022-03-19,55.1874
2022-03-20,55.1874
2022-03-21,57.1126
2022-03-22,57.1641
2022-03-23,58.269
2022-03-24,59.3536
2022-03-25,62.0033
2022-03-26,62.0033
2022-03-27,62.0033
2022-03-28,63.3579
2022-03-29,64.6889
2022-03-30,65.4018
2022-03-31,65.6549
2022-04-01,67.2524
2022-04-02,67.2524
2022-04-03,67.2524
2022-04-04,64.4968
2022-04-05,65.5323
2022-04-06,68.9115
2022-04-07,68.1494
2022-04-08,68.7534
2022-04-09,68.7534
2022-04-10,68.7534
2022-04-11,65.8026
2022-04-12,67.3432
2022-04-13,66.5354
2022-04-14,65.8502
2022-04-15,65.8502
2022-04-16,65.8502
2022-04-17,65.8502
2022-04-18,64.2442
2022-04-19,64.5811
2022-04-20,65.9659
2022-04-21,65.5516
2022-04-22,62.8306
2022-04-23,62.8306
2022-04-24,62.8306
2022-04-25,61.484
2022-04-26,60.7708
2022-04-27,59.6831
2022-04-28,60.9356
2022-04-29,52.3161
2022-04-30,52.3161
2022-05-01,52.3161
2022-05-02,49.4157
2022-05-03,48.7644
2022-05-04,52.8311
2022-05-05,51.9191
2022-05-06,54.1784
2022-05-07,54.1784
2022-05-08,54.1784
2022-05-09,53.1211
2022-05-10,49.4897
2022-05-11,51.3115
2022-05-12,51.167
2022-05-13,52.0058
2022-05-14,52.0058
2022-05-15,52.0058
2022-05-16,53.3505
2022-05-17,51.948
2022-05-18,51.0296
2022-05-19,51.1289
2022-05-20,52.8691
2022-05-21,52.8691
2022-05-22,52.8691
2022-05-23,54.7262
2022-05-24,58.4744
2022-05-25,57.1438
2022-05-26,58.5335
2022-05-27,60.3846
2022-05-28,60.3846
2022-05-29,60.3846
2022-05-30,60.3846
2022-05-31,56.2134
2022-06-01,54.4541
2022-06-02,54.6613
2022-06-03,53.3432
2022-06-04,53.3432
2022-06-05,53.3432
2022-06-06,53.2378
2022-06-07,55.4766
2022-06-08,51.6304
2022-06-09,46.64
2022-06-10,46.7172
2022-06-11,46.7172
2022-06-12,46.7172
2022-06-13,40.1897
2022-06-14,37.112
2022-06-15,36.2359
2022-06-16,35.5057
2022-06-17,33.622
2022-06-18,33.622
2022-06-19,33.622
2022-06-20,33.622
2022-06-21,36.441
2022-06-22,38.2938
2022-06-23,44.0645
2022-06-24,45.8692
2022-06-25,45.8692
2022-06-26,45.8692
2022-06-27,46.9288
2022-06-28,47.7189
2022-06-29,48.2134
2022-06-30,50.1032
2022-07-01,53.6195
2022-07-02,53.6195
2022-07-03,53.6195
2022-07-04,53.6195
2022-07-05,48.7796
2022-07-06,50.5261
2022-07-07,49.4707
2022-07-08,48.1932
2022-07-09,48.1932
2022-07-10,48.1932
2022-07-11,51.1037
2022-07-12,50.687
2022-07-13,50.0608
2022-07-14,49.633
2022-07-15,50.3593
2022-07-16,50.3593
2022-07-17,50.3593
2022-07-18,47.4124
2022-07-19,47.5869
2022-07-20,44.079
2022-07-21,44.9839
2022-07-22,47.2938
2022-07-23,47.2938
2022-07-24,47.2938
2022-07-25,48.8371
2022-07-26,50.3995
2022-07-27,49.6455
2022-07-28,53.1681
2022-07-29,54.4962
2022-07-30,54.4962
2022-07-31,54.4962
2022-08-01,54.366
2022-08-02,53.9824
2022-08-03,55.6704
2022-08-04,53.8155
2022-08-05,52.8626
2022-08-06,52.8626
2022-08-07,52.8626
2022-08-08,52.6596
2022-08-09,53.8366
2022-08-10,54.219
2022-08-11,53.2158
2022-08-12,55.9099
2022-08-13,55.9099
2022-08-14,55.9099
2022-08-15,56.9849
2022-08-16,58.6013
2022-08-17,58.4405
2022-08-18,59.2362
2022-08-19,60.1825
2022-08-20,60.1825
2022-08-21,60.1825
2022-08-22,57.6847
2022-08-23,55.6372
2022-08-24,55.4376
2022-08-25,54.9684
2022-08-26,51.1343
2022-08-27,51.1343
2022-08-28,51.1343
2022-08-29,51.9613
2022-08-30,49.1769
2022-08-31,47.8337
2022-09-01,50.1741
2022-09-02,48.0987
2022-09-03,48.0987
2022-09-04,48.0987
2022-09-05,48.0987
2022-09-06,47.6872
2022-09-07,53.6525
2022-09-08,51.8136
2022-09-09,52.8952
2022-09-10,52.8952
2022-09-11,52.8952
2022-09-12,54.4506
2022-09-13,49.8684
2022-09-14,51.5614
2022-09-15,47.0141
2022-09-16,46.7715
2022-09-17,46.7715
2022-09-18,46.7715
2022-09-19,47.9164
2022-09-20,46.1983
2022-09-21,44.3022
2022-09-22,44.9771
2022-09-23,43.6172
2022-09-24,43.6172
2022-09-25,43.6172
2022-09-26,39.9228
2022-09-27,37.0708
2022-09-28,39.3647
2022-09-29,34.7795
2022-09-30,32.9484
2022-10-01,32.9484
2022-10-02,32.9484
2022-10-03,36.7727
2022-10-04,39.5371
2022-10-05,36.6651
2022-10-06,33.9876
2022-10-07,32.6956
2022-10-08,32.6956
2022-10-09,32.6956
2022-10-10,32.8199
2022-10-11,33.4242
2022-10-12,30.7441
2022-10-13,33.8572
2022-10-14,32.9692
2022-10-15,32.9692
2022-10-16,32.9692
2022-10-17,36.3353
2022-10-18,38.7227
2022-10-19,37.432
2022-10-20,35.7608
2022-10-21,37.4848
2022-10-22,37.4848
2022-10-23,37.4848
2022-10-24,37.8076
2022-10-25,39.969
2022-10-26,40.7524
2022-10-27,41.0733
2022-10-28,45.0373
2022-10-29,45.0373
2022-10-30,45.0373
2022-10-31,44.1855
2022-11-01,44.9215
2022-11-02,43.9998
2022-11-03,44.4658
2022-11-04,45.0088
2022-11-05,45.0088
2022-11-06,45.0088
2022-11-07,43.4535
2022-11-08,44.8395
2022-11-09,45.1976
2022-11-10,50.0917
2022-11-11,47.7587
2022-11-12,47.7587
2022-11-13,47.7587
2022-11-14,48.1213
2022-11-15,50.2642
2022-11-16,51.2681
2022-11-17,49.4457
2022-11-18,51.0609
2022-11-19,51.0609
2022-11-20,51.0609
2022-11-21,51.3772
2022-11-22,52.1956
2022-11-23,53.2884
2022-11-24,53.2884
2022-11-25,54.6357
2022-11-26,54.6357
2022-11-27,54.6357
2022-11-28,53.1526
2022-11-29,52.1805
2022-11-30,54.7246
2022-12-01,55.1955
2022-12-02,53.9879
2022-12-03,53.9879
2022-12-04,53.9879
2022-12-05,53.3914
2022-12-06,55.2032
2022-12-07,53.7467
2022-12-08,54.8983
2022-12-09,54.7362
2022-12-10,54.7362
2022-12-11,54.7362
2022-12-12,57.3047
2022-12-13,58.2744
2022-12-14,58.5243
2022-12-15,57.1264
2022-12-16,53.4953
2022-12-17,53.4953
2022-12-18,53.4953
2022-12-19,53.3176
2022-12-20,53.2843
2022-12-21,55.7294
2022-12-22,55.7714
2022-12-23,57.2272
2022-12-24,57.2272
2022-12-25,57.2272
2022-12-26,57.2272
2022-12-27,58.1586
2022-12-28,56.7119
2022-12-29,58.0304
2022-12-30,56.4228
2022-12-31,56.4228
2023-01-01,56.4228
2023-01-02,56.4228
2023-01-03,57.4415
2023-01-04,58.992
2023-01-05,56.0427
2023-01-06,58.6893
2023-01-07,58.6893
2023-01-08,58.6893
2023-01-09,58.7027
2023-01-10,59.0325
2023-01-11,59.3543
2023-01-12,58.1624
2023-01-13,57.9548
2023-01-14,57.9548
2023-01-15,57.9548
2023-01-16,57.9548
2023-01-17,56.3729
2023-01-18,52.5284
2023-01-19,52.0069
2023-01-20,51.7223
2023-01-21,51.7223
2023-01-22,51.7223
2023-01-23,50.1515
2023-01-24,50.8583
2023-01-25,50.953
2023-01-26,50.791
2023-01-27,51.2717
2023-01-28,51.2717
2023-01-29,51.2717
2023-01-30,51.3945
2023-01-31,53.0467
2023-02-01,53.2295
2023-02-02,52.0649
2023-02-03,48.8373
2023-02-04,48.8373
2023-02-05,48.8373
2023-02-06,51.4598
2023-02-07,49.3534
2023-02-08,46.1184
2023-02-09,43.2066
2023-02-10,46.5479
2023-02-11,46.5479
2023-02-12,46.5479
2023-02-13,48.4194
2023-02-14,47.3679
2023-02-15,46.979
2023-02-16,47.0548
2023-02-17,49.6067
2023-02-18,49.6067
2023-02-19,49.6067
2023-02-20,49.6067
2023-02-21,46.1368
2023-02-22,45.7527
2023-02-23,44.6004
2023-02-24,44.783
2023-02-25,44.783
2023-02-26,44.783
2023-02-27,42.7591
2023-02-28,40.1387
2023-03-01,36.6189
2023-03-02,40.8648
2023-03-03,44.2308
2023-03-04,44.2308
2023-03-05,44.2308
2023-03-06,45.4017
2023-03-07,41.6316
2023-03-08,43.8851
2023-03-09,43.2098
2023-03-10,41.1847
2023-03-11,41.1847
2023-03-12,41.1847
2023-03-13,43.8109
2023-03-14,45.538
2023-03-15,48.6275
2023-03-16,49.2607
2023-03-17,47.923
